STEVAL-MKI247A (LSM6DSV80X)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
-843	231	363
-801	169	404
-684	96	348
-734	166	350
-677	36	190
-800	-63	69
-745	-53	24
-732	-107	24
-807	-128	-156
-783	-183	-219
-781	-257	-254
-762	-337	-498
-585	-445	-422
-606	-387	-646
-603	-420	-734
-425	-473	-547
-463	-490	-904
-204	-672	-782
-146	-635	-629
-260	-594	-979
52	-678	-961
105	-713	-798
119	-727	-871
180	-679	-957
216	-686	-937
392	-679	-872
412	-706	-823
467	-656	-992
553	-597	-879
593	-604	-750
651	-551	-890
635	-585	-708
671	-541	-723
700	-537	-726
686	-582	-665
684	-581	-745
663	-627	-685
683	-591	-784
683	-583	-777
665	-610	-774
660	-649	-872
638	-672	-890
634	-664	-956
615	-700	-979
590	-767	-1018
567	-741	-1040
484	-721	-1052
382	-755	-1046
305	-661	-1046
228	-672	-1018
120	-626	-920
-23	-536	-881
-99	-574	-783
-141	-525	-723
-245	-445	-643
-419	-371	-583
-563	-355	-567
-595	-204	-383
-668	-158	-368
-711	-162	-253
-741	-63	-101
-767	-85	-113
-664	256	189
-705	324	300
-763	162	284
-753	385	289
-772	289	99
-723	163	112
-762	129	24
-792	-15	-103
-797	38	-122
-802	-53	-275
-746	-199	-283
-718	-203	-382
-587	-410	-483
-456	-412	-366
-360	-420	-677
-305	-587	-762
-371	-476	-548
-264	-665	-879
-126	-742	-830
-33	-626	-816
162	-701	-1040
192	-670	-833
118	-706	-1048
227	-561	-1052
336	-595	-821
333	-711	-962
463	-586	-867
518	-661	-835
501	-618	-823
634	-559	-817
625	-603	-877
633	-570	-714
731	-498	-697
728	-488	-729
722	-556	-686
703	-535	-736
699	-526	-739
696	-569	-755
686	-611	-848
683	-607	-897
673	-654	-911
668	-684	-977
645	-677	-1034
625	-698	-1076
597	-685	-1108
557	-732	-1115
487	-676	-1147
403	-692	-1095
294	-715	-1038
165	-580	-1053
47	-543	-942
-61	-459	-760
-115	-394	-706
-214	-355	-642
-307	-270	-458
-367	-262	-429
-471	-248	-336
-522	-134	-136
-623	-65	-174
-709	-26	-32
-706	56	252
-810	15	212
-876	99	105
-866	106	131
-869	-32	120
-825	58	78
-813	18	-12
-746	-41	-85
-733	-62	-170
-851	-165	-317
-739	-178	-358
-564	-288	-407
-574	-350	-553
-518	-360	-815
-320	-483	-688
-232	-557	-679
-265	-641	-1043
-118	-714	-815
4	-676	-880
15	-669	-886
187	-758	-876
319	-787	-1139
380	-740	-758
458	-753	-902
484	-733	-921
544	-662	-728
633	-660	-916
683	-693	-769
698	-675	-825
721	-559	-669
760	-523	-547
802	-548	-602
826	-493	-544
785	-541	-651
764	-589	-556
772	-586	-573
755	-627	-656
763	-616	-668
750	-631	-784
736	-646	-856
779	-669	-864
822	-720	-900
814	-716	-990
754	-739	-999
718	-757	-1044
643	-754	-1093
524	-746	-1077
415	-708	-996
259	-709	-948
196	-687	-928
113	-566	-800
-11	-504	-845
-47	-519	-816
-250	-450	-552
-400	-326	-485
-405	-263	-413
-564	-261	-225
-695	-179	-182
-688	-28	-35
-693	130	158
-751	226	173
-772	172	218
-752	140	226
-748	131	225
-738	116	174
-733	94	47
-747	74	24
-766	35	-61
-730	-105	-177
-677	-153	-305
-652	-258	-502
-586	-398	-658
-437	-460	-688
-289	-544	-726
-316	-511	-898
-301	-550	-823
-211	-495	-847
-166	-478	-1074
92	-748	-904
215	-686	-887
147	-588	-966
271	-679	-870
347	-650	-967
429	-652	-937
528	-630	-896
531	-639	-935
599	-651	-834
643	-608	-739
698	-565	-714
765	-524	-796
773	-552	-720
785	-536	-564
785	-516	-623
803	-515	-625
790	-529	-546
774	-517	-569
783	-499	-620
757	-585	-631
752	-588	-667
756	-627	-754
737	-698	-823
737	-653	-839
774	-644	-878
760	-719	-963
767	-762	-998
747	-722	-1044
608	-781	-1043
535	-779	-1035
422	-705	-1103
289	-696	-1030
140	-670	-976
-9	-600	-911
-72	-424	-805
-213	-428	-776
-282	-421	-577
-342	-277	-412
-321	-272	-336
-353	-161	-263
-608	-68	-140
-644	-4	40
-782	152	90
-936	163	163
-825	171	168
-817	200	140
-822	168	108
-785	144	45
-768	77	4
-742	27	-87
-697	-58	-148
-682	-161	-372
-690	-203	-510
-602	-319	-520
-478	-321	-569
-417	-246	-670
-397	-386	-816
-281	-601	-754
-183	-703	-922
-191	-662	-996
-59	-661	-829
141	-705	-929
218	-729	-962
274	-766	-910
345	-697	-884
436	-650	-955
547	-662	-902
536	-668	-844
538	-663	-887
619	-618	-723
654	-612	-812
748	-556	-764
786	-557	-597
733	-565	-715
766	-463	-580
806	-504	-601
844	-509	-639
868	-473	-484
828	-519	-573
794	-501	-625
758	-577	-649
755	-605	-671
771	-589	-763
759	-681	-859
778	-631	-812
784	-631	-930
766	-749	-981
755	-731	-981
699	-724	-1052
603	-814	-1023
500	-794	-1002
406	-678	-979
268	-708	-1006
128	-689	-958
55	-626	-864
-57	-606	-891
-88	-446	-714
-134	-539	-461
-465	-646	-427
-624	-381	-369
-526	-191	-223
-578	-59	-82
-623	77	37
-650	111	105
-688	164	171
-660	229	218
-731	203	231
-787	174	224
-832	121	162
-861	36	75
-788	41	98
-792	-22	-34
-772	-132	-282
-707	-209	-246
-626	-326	-503
-492	-532	-730
-378	-575	-522
-275	-504	-576
-324	-610	-726
-311	-563	-803
-107	-667	-763
-16	-815	-842
37	-704	-961
133	-781	-849
248	-770	-851
344	-745	-765
394	-750	-837
497	-713	-967
586	-749	-833
603	-653	-767
657	-655	-790
743	-662	-820
750	-601	-745
729	-597	-703
783	-547	-624
841	-520	-662
813	-513	-671
778	-530	-525
810	-487	-633
813	-464	-579
785	-537	-584
785	-536	-707
774	-537	-653
767	-557	-712
785	-588	-791
786	-640	-886
777	-647	-897
743	-682	-931
693	-720	-1008
657	-750	-1013
586	-786	-1091
503	-726	-1063
388	-674	-1051
285	-706	-1056
182	-653	-919
54	-590	-833
-24	-571	-758
-140	-487	-634
-146	-421	-504
-179	-318	-394
-361	-202	-335
-422	-191	-287
-533	-114	-198
-666	-34	-121
-734	-47	-58
-854	-50	79
-959	21	99
-982	128	79
-988	93	153
-1012	89	102
-899	105	82
-794	41	79
-788	43	-66
-742	-15	-92
-722	-14	-93
-741	-48	-230
-675	-172	-189
-615	-191	-274
-582	-333	-510
-402	-488	-436
-346	-541	-610
-357	-512	-839
-275	-551	-816
-180	-694	-875
-10	-706	-734
-0	-712	-699
76	-650	-838
275	-715	-827
371	-714	-840
468	-550	-880
491	-763	-805
543	-731	-807
620	-644	-869
658	-835	-725
669	-715	-710
698	-658	-704
761	-608	-659
772	-522	-683
858	-588	-580
884	-539	-607
804	-563	-562
773	-597	-538
752	-580	-617
771	-607	-592
772	-617	-648
743	-608	-727
733	-591	-782
733	-679	-777
781	-727	-865
785	-738	-957
722	-776	-932
687	-749	-968
615	-764	-954
523	-777	-921
426	-733	-954
268	-674	-957
176	-667	-896
97	-654	-880
-57	-641	-836
-218	-654	-757
-300	-505	-650
-323	-356	-492
-446	-322	-372
-513	-293	-278
-508	-224	-342
-646	-98	-201
-723	-24	68
-708	40	45
-797	118	81
-829	158	170
-830	159	153
-865	132	54
-814	119	44
-819	86	18
-809	66	-115
-777	-22	-154
-773	-98	-212
-656	-160	-268
-626	-345	-410
-554	-357	-561
-427	-411	-567
-421	-548	-554
-337	-526	-644
