@relation 'MLC'

@attribute F1_MEAN_on_ACC_V2 numeric
@attribute F2_MEAN_on_filter_BP_on_A_V2 numeric
@attribute F3_VAR_on_ACC_V2 numeric
@attribute F4_VAR_on_filter_BP_on_A_V2 numeric
@attribute F5_ENERGY_on_ACC_V2 numeric
@attribute F6_ENERGY_on_filter_BP_on_A_V2 numeric
@attribute F7_PeakToPeak_on_ACC_V2 numeric
@attribute F8_PeakToPeak_on_filter_BP_on_A_V2 numeric
@attribute F9_ZeroCross_on_ACC_V2 numeric
@attribute F10_ZeroCross_on_filter_BP_on_A_V2 numeric
@attribute F11_PeaKDet_on_ACC_V2 numeric
@attribute F12_PeaKDet_on_filter_BP_on_A_V2 numeric
@attribute F13_MIN_on_ACC_V2 numeric
@attribute F14_MIN_on_filter_BP_on_A_V2 numeric
@attribute F15_MAX_on_ACC_V2 numeric
@attribute F16_MAX_on_filter_BP_on_A_V2 numeric
@attribute class {stationary, walking, running, cycling}

@data
6.76563, 0.0571899, 96.625, 22.3125, 8536, 1338, 35.4063, 16.2188, 20, 22, 21, 10, 0.931641, -6.76953, 36.3438, 9.4375, running
6.87109, -0.0678711, 58.5938, 18.1563, 6344, 1089, 29.4531, 13.4375, 20, 20, 20, 10, 0.841309, -5.67969, 30.2969, 7.75391, running
6.52344, 0.0159302, 105.313, 23.2813, 8864, 1396, 40.625, 16.4063, 20, 20, 27, 10, 0.553711, -6.90234, 41.1875, 9.49219, running
6.13672, -0.0526428, 72.25, 19.6563, 6588, 1179, 43.1875, 15.3047, 20, 18, 25, 10, 0.725586, -6.1875, 43.9063, 9.11719, running
6.26563, 0.122864, 92.875, 19.375, 7924, 1163, 49, 17.5156, 20, 20, 28, 10, 0.527832, -7, 49.5313, 10.5078, running
5.57031, -0.282959, 61.2813, 20.2969, 5536, 1222, 41.0313, 16.1094, 20, 20, 19, 9, 0.29126, -6.35156, 41.3125, 9.75, running
3.51758, -0.0576477, 15.875, 4.39844, 1694, 264, 15.5, 6.42969, 20, 20, 15, 11, 0.352051, -2.76367, 15.8516, 3.66602, running
3.49805, 0.0995483, 14.1563, 2.95703, 1582, 177.875, 15.3438, 5.71875, 22, 22, 16, 10, 0.428711, -2.44141, 15.7734, 3.27539, running
2.97852, 0.0117722, 9.95313, 3.00391, 1129, 180.125, 12.8281, 5.45703, 22, 20, 14, 11, 0.409424, -2.44531, 13.2344, 3.00977, running
3.26953, 0.0532532, 12.9375, 3.53906, 1417, 212.375, 12.2656, 5.95703, 20, 20, 20, 10, 0.465332, -2.60352, 12.7344, 3.35352, running
3.04492, -0.0540161, 12.8672, 3.4082, 1328, 204.5, 16.1563, 5.81641, 20, 22, 16, 10, 0.306885, -2.45508, 16.4688, 3.35938, running
3.80469, -0.0523682, 15.9922, 4.33984, 1827, 260.5, 14.3281, 7.11719, 24, 20, 19, 10, 0.571777, -3.10938, 14.8984, 4.00781, running
2.82031, -0.0443726, 9.1875, 2.86719, 1028, 172, 11.4766, 5.80859, 20, 20, 21, 11, 0.412354, -2.76563, 11.8906, 3.04102, running
3.01758, -0.0375977, 11.9063, 3.18555, 1260, 191.125, 13.0469, 5.53906, 20, 20, 21, 10, 0.409668, -2.36328, 13.4531, 3.17578, running
3.32227, 0.113708, 14.1016, 3.08398, 1507, 185.75, 14.7422, 5.87109, 22, 22, 21, 10, 0.405029, -2.41992, 15.1484, 3.44922, running
2.91406, 0.0234985, 11.9922, 2.85742, 1228, 171.375, 15.5938, 5.52344, 22, 22, 18, 11, 0.383545, -2.41992, 15.9766, 3.10352, running
3.25586, -0.0453796, 18.3906, 4.22266, 1738, 253.375, 16.9063, 6.84375, 20, 20, 15, 10, 0.252197, -2.86719, 17.1563, 3.97461, running
3.62109, -0.0786133, 19.4219, 4.6875, 1950, 281.5, 18.3906, 7.51563, 20, 20, 24, 11, 0.436768, -2.97461, 18.8281, 4.53906, running
4.33594, 0.0499268, 22.1406, 5.21875, 2454, 313.25, 17.1094, 7.36719, 22, 22, 17, 10, 0.38501, -3.07813, 17.5, 4.28906, running
3.57227, 0.131348, 19.2813, 3.92188, 1921, 236.25, 17.625, 7.58203, 20, 22, 16, 11, 0.425537, -3.01563, 18.0469, 4.56641, running
3.50391, -0.129761, 16.3438, 4.03125, 1716, 242.75, 15.6484, 6.63672, 20, 20, 21, 10, 0.473389, -2.98242, 16.125, 3.65234, running
3.55664, -0.0167847, 16.1406, 3.53906, 1726, 212.25, 13.7344, 5.90234, 22, 22, 17, 11, 0.280518, -2.4668, 14.0156, 3.43555, running
3.43945, 0.116089, 17.4063, 3.67188, 1753, 221, 17.2031, 6.34375, 22, 20, 18, 11, 0.331299, -2.58594, 17.5313, 3.75586, running
3.2793, -0.0511169, 16.9844, 3.99609, 1663, 239.75, 16.8906, 6.42578, 20, 22, 17, 10, 0.409912, -2.60547, 17.2969, 3.81836, running
3.01953, -0.0736084, 13.6172, 3.41406, 1363, 205, 14.1875, 5.89844, 20, 20, 19, 11, 0.38208, -2.41016, 14.5703, 3.48633, running
4.09766, 0.103271, 24.6406, 4.58203, 2484, 275.5, 19.7656, 6.62891, 22, 22, 18, 10, 0.36377, -2.82227, 20.125, 3.80664, running
3.13281, 0.0289764, 17.375, 3.92188, 1630, 235.125, 15.6484, 6.125, 20, 22, 20, 11, 0.184814, -2.50781, 15.8359, 3.61719, running
3.27344, -0.0547791, 16.7969, 4.1875, 1650, 251.375, 17.4375, 6.99219, 20, 20, 21, 10, 0.319824, -2.84766, 17.75, 4.14453, running
3.43359, -0.0335083, 19.1563, 4.96875, 1855, 298, 17.8281, 8.78906, 20, 20, 18, 10, 0.277588, -3.62891, 18.1094, 5.16016, running
3.63867, -0.0863647, 23.2344, 5.11328, 2186, 307, 21.5313, 8.28906, 20, 20, 23, 11, 0.465088, -3.5, 22, 4.78516, running
3.65234, 0.081604, 18.8906, 3.99805, 1931, 240.125, 15.9922, 6.40234, 22, 22, 18, 10, 0.320068, -2.61719, 16.3125, 3.7832, running
2.86719, 0.0483093, 12.5, 3.22461, 1242, 193.5, 13.1328, 5.94922, 22, 20, 18, 11, 0.338867, -2.42578, 13.4688, 3.52148, running
3.74805, -0.0116959, 25.6406, 5.13672, 2380, 308, 19.9531, 7.76953, 20, 22, 19, 10, 0.404785, -3.0332, 20.3594, 4.73438, running
3.34375, -0.0722656, 14.9766, 4.19922, 1568, 252.125, 16.4531, 6.77734, 20, 20, 16, 11, 0.255615, -3.12305, 16.7031, 3.6543, running
4.23047, 0.0410461, 25.3281, 5.01172, 2592, 300.5, 18.9063, 7.34375, 22, 22, 19, 10, 0.333008, -2.96484, 19.2344, 4.37891, running
3.5, 0.0803833, 23.4063, 5.27344, 2138, 316.75, 22.2656, 8.46875, 22, 20, 16, 11, 0.244873, -3.57227, 22.5156, 4.89063, running
3.32813, -0.0403442, 18.3125, 3.86914, 1762, 232.125, 17.0156, 6.72266, 20, 22, 17, 10, 0.284912, -2.60742, 17.2969, 4.11328, running
4.09375, -0.126221, 24.2656, 5.51172, 2460, 331.5, 17.5156, 8.08594, 20, 20, 18, 11, 0.390869, -3.11523, 17.9063, 4.96875, running
4.4375, 0.198364, 26.6875, 4.75391, 2780, 287.5, 19.4844, 6.91406, 24, 22, 21, 11, 0.4729, -2.56641, 19.9531, 4.34766, running
3.5957, -0.0321655, 15.6328, 3.99609, 1713, 239.75, 15.7891, 6.61719, 20, 22, 16, 10, 0.460938, -2.87305, 16.25, 3.74414, running
3.41016, -0.0593872, 19.5625, 4.70703, 1870, 282.5, 15.75, 7.51953, 20, 20, 17, 10, 0.419678, -2.97461, 16.1719, 4.54297, running
3.89063, -0.0742188, 23.2969, 4.39063, 2304, 263.5, 17.3906, 7.30078, 22, 22, 20, 11, 0.420654, -2.87305, 17.8125, 4.42578, running
3.5957, 0.118713, 17.1094, 4.37891, 1801, 263.5, 15.8359, 7.01172, 22, 20, 17, 11, 0.364502, -2.87305, 16.2031, 4.13672, running
3.38477, -0.00734711, 17.2969, 4.08203, 1724, 244.75, 15.375, 7.03906, 20, 22, 19, 10, 0.303223, -2.93164, 15.6797, 4.10547, running
3.28125, -0.0866089, 19.3281, 4.16016, 1804, 249.875, 17.875, 6.47656, 20, 20, 18, 10, 0.27832, -2.56641, 18.1563, 3.91016, running
4.16406, -0.00322533, 26.5313, 5.19141, 2630, 311.25, 24.0313, 8.42969, 22, 22, 25, 11, 0.378662, -3.42969, 24.4063, 4.99609, running
3.05273, 0.0756226, 14.2109, 3.6875, 1411, 221.5, 13.4375, 6.70313, 22, 20, 14, 11, 0.285156, -2.75977, 13.7188, 3.94141, running
4.49609, -0.0121994, 31.6563, 9.97656, 3110, 598, 19.1719, 10.7578, 20, 20, 20, 10, 0.391602, -4.51563, 19.5625, 6.23828, running
4.73047, -0.00537491, 35.4375, 9.49219, 3466, 569, 20.3125, 10.0313, 20, 20, 20, 10, 0.468018, -4.15234, 20.7813, 5.87891, running
4.80859, 0.00947571, 32.5, 10.3047, 3336, 618, 19.0625, 10.0234, 20, 20, 20, 10, 0.340576, -4.32813, 19.4063, 5.69531, running
5.53125, 0.107666, 40.8438, 11.7813, 4284, 707, 25.8438, 10.6328, 20, 20, 20, 10, 0.372803, -4.39453, 26.2188, 6.23828, running
5.30859, -0.0739136, 38.75, 11.3906, 4014, 683.5, 23.6719, 11.4688, 20, 18, 19, 10, 0.290039, -4.85156, 23.9688, 6.61719, running
5.52734, 0.0922852, 45.4063, 11.5703, 4552, 694, 26.0938, 11.375, 20, 22, 21, 10, 0.216187, -4.62891, 26.3125, 6.74609, running
4.30859, -0.177979, 28.9688, 8.6875, 2850, 523, 20.1563, 10.4922, 20, 20, 22, 10, 0.355225, -5.17578, 20.5156, 5.3125, running
4.76172, -0.121216, 32.6875, 8.66406, 3318, 520.5, 22.9531, 9.79688, 20, 20, 19, 11, 0.326416, -3.96484, 23.2813, 5.82813, running
5.27344, 0.0380249, 38.75, 8.28906, 3990, 497, 21.3438, 9.57813, 22, 22, 21, 10, 0.396973, -3.86914, 21.7344, 5.70703, running
5.06641, 0.0702515, 33.25, 9.82031, 3532, 589.5, 21.7813, 10.3906, 20, 20, 21, 10, 0.588379, -4.5, 22.375, 5.89063, running
5.46094, 0.13916, 49.4375, 12.5938, 4752, 756, 27.5156, 11.6328, 22, 20, 20, 11, 0.392822, -4.84375, 27.9063, 6.78516, running
4.59375, -0.115051, 35.25, 10.4063, 3378, 625, 26.7344, 12.1484, 20, 20, 22, 10, 0.343018, -4.99219, 27.0781, 7.15234, running
4.84375, 0.0975342, 37.25, 8.80469, 3640, 528.5, 22.6563, 10.2578, 20, 22, 21, 10, 0.291748, -4.1875, 22.9531, 6.07031, running
4.88672, -0.0744019, 31.9063, 9.83594, 3344, 590, 23.0156, 10.5156, 20, 20, 20, 10, 0.629883, -4.59766, 23.6406, 5.91797, running
3.68359, -0.00798035, 24.4375, 6.61328, 2278, 396.5, 19.9688, 10.2656, 16, 20, 19, 10, 0.0780029, -4.53125, 20.0469, 5.73438, running
3.8125, -0.0624695, 19.8125, 6.61719, 2060, 397, 16.125, 8.75, 20, 20, 20, 10, 0.283691, -4.16016, 16.4063, 4.58984, running
4.08594, -0.113098, 22.6875, 5.92188, 2360, 355.75, 21.25, 8.59375, 20, 20, 19, 11, 0.241089, -3.82422, 21.4844, 4.76953, running
4.83594, 0.0593872, 26.5469, 6.69141, 2994, 401.5, 15.6406, 8.14063, 22, 22, 20, 10, 0.49707, -3.55859, 16.1406, 4.58203, running
4.96484, 0.139648, 38.2188, 9.23438, 3770, 554.5, 28.3594, 11.5078, 22, 20, 21, 11, 0.380615, -4.68359, 28.7344, 6.82031, running
4.66406, 0.0535583, 29.2188, 7.62891, 3056, 457.75, 20.3125, 9.41406, 20, 22, 19, 10, 0.465088, -3.97266, 20.7813, 5.4375, running
3.99414, -0.173218, 23.0469, 6.61328, 2338, 398.5, 19.6094, 9.04688, 20, 20, 23, 10, 0.28125, -3.98438, 19.8906, 5.05859, running
4.86719, -0.088501, 24.0625, 6.25391, 2864, 375.5, 16.4531, 8.45313, 22, 22, 21, 11, 0.437744, -3.62891, 16.8906, 4.82031, running
4.5625, 0.113403, 30.3125, 7.34766, 3066, 441.25, 25.7656, 10.1172, 20, 20, 21, 10, 0.325928, -4.42969, 26.0938, 5.68359, running
4.8125, 0.0750732, 32.6875, 8.97656, 3348, 538.5, 20.6875, 10.1641, 22, 20, 20, 11, 0.269531, -4.51953, 20.9531, 5.64453, running
3.90234, -0.0410461, 21.125, 5.86719, 2180, 351.75, 17.9688, 8.27344, 20, 22, 22, 10, 0.250977, -3.49219, 18.2188, 4.77734, running
3.78711, -0.0498962, 20.25, 5.61719, 2074, 337, 16.7031, 7.74219, 20, 20, 24, 10, 0.0882568, -3.31055, 16.7969, 4.42969, running
3.82422, -0.0999756, 22.9063, 6.22266, 2250, 373.75, 17.9844, 7.89844, 20, 20, 15, 11, 0.343018, -3.4375, 18.3281, 4.46094, running
4.36719, 0.0653076, 32.9688, 7.42969, 3120, 445.75, 21.9531, 10.1719, 22, 22, 21, 10, 0.227539, -4.21875, 22.1875, 5.95313, running
3.65039, -0.135498, 23.7031, 6.375, 2220, 383.5, 20.0469, 8.78125, 20, 20, 21, 10, 0.291992, -3.84961, 20.3438, 4.92578, running
4.37891, -0.0682983, 35.6563, 8.29688, 3286, 498, 24.2031, 10.8984, 22, 20, 21, 11, 0.290771, -4.51953, 24.5, 6.37891, running
4.80469, 0.0830688, 66.125, 10.9922, 5348, 659.5, 58.4375, 16.7969, 26, 22, 27, 10, 0.137817, -7.78125, 58.5625, 9.00781, running
3.28906, 0.103333, 21.4375, 5.16016, 1934, 310, 21.5938, 7.98438, 20, 22, 21, 11, 0.0725098, -3.39648, 21.6719, 4.58594, running
4.69531, -0.11084, 43.7188, 9.75781, 3944, 586, 28.0156, 10.9844, 20, 20, 20, 10, 0.219971, -4.35156, 28.2344, 6.63281, running
4.48828, -0.0675659, 47.9375, 10.9063, 4080, 654.5, 32.6875, 14.6484, 20, 20, 24, 11, 0.280273, -6.39063, 32.9688, 8.25781, running
4.48047, 0.0723877, 25.1719, 6.63672, 2714, 398.25, 18.6719, 8.92969, 22, 22, 21, 10, 0.356689, -3.80273, 19.0313, 5.125, running
3.91211, 0.134277, 22.3594, 6.07813, 2258, 365.5, 19.1719, 8.39063, 22, 20, 24, 11, 0.177002, -3.60938, 19.3438, 4.77734, running
3.71094, -0.0502319, 20.2031, 5.88672, 2036, 353.25, 17.4844, 9.07813, 20, 22, 20, 10, 0.27124, -3.78906, 17.75, 5.28516, running
4.55469, 0.0191803, 34.0938, 8.39063, 3288, 503.25, 25.2969, 10.0703, 20, 20, 24, 10, 0.288574, -3.89063, 25.5781, 6.17969, running
4.01172, -0.182495, 20.25, 5.34766, 2180, 322.75, 16.9063, 8.26563, 20, 20, 21, 11, 0.445557, -4.03906, 17.3594, 4.22656, running
4.9375, -0.0568848, 44.625, 9.95313, 4136, 597, 37.9688, 13.9531, 22, 22, 24, 10, 0.367432, -5.71484, 38.3438, 8.23438, running
4.84766, 0.280029, 30.5313, 7.83594, 3240, 474.5, 21.1094, 9.08594, 22, 20, 23, 11, 0.377686, -3.85938, 21.4844, 5.22266, running
4.39844, -0.0266266, 27.5313, 7.53125, 2810, 451.5, 20.0781, 9.11719, 20, 22, 20, 10, 0.412354, -3.69727, 20.4844, 5.41406, running
4.50781, -0.0866089, 40.0313, 9.13281, 3618, 548, 28.25, 11.1016, 20, 20, 22, 10, 0.216431, -4.90234, 28.4688, 6.19922, running
4.67969, -0.0861206, 31.1563, 7.94141, 3182, 476.75, 19.6719, 9.29688, 22, 22, 23, 11, 0.232178, -3.87109, 19.9063, 5.42578, running
4.99609, 0.161133, 30.4688, 7.69141, 3324, 462.75, 20.7344, 8.6875, 22, 20, 19, 11, 0.516602, -3.68555, 21.25, 4.99609, running
4.84766, 0.0122833, 34.4688, 8.25781, 3476, 495, 22.6875, 9.90625, 20, 22, 21, 10, 0.310059, -4.25, 23, 5.65625, running
4.42188, -0.151855, 24.6719, 6.52734, 2652, 392.75, 18.3594, 8.84375, 20, 20, 23, 11, 0.532715, -3.64844, 18.8906, 5.19531, running
4.72656, -0.0785522, 28.6563, 7.27734, 3058, 436.75, 18.1719, 8.95313, 24, 22, 22, 10, 0.334717, -4.17969, 18.5, 4.76953, running
4.73828, 0.351318, 54.0625, 9.78125, 4588, 594, 34.625, 13.5469, 20, 20, 24, 11, 0.0344543, -6.05859, 34.6563, 7.48828, running
4.89453, -0.254395, 35.0313, 8.84375, 3536, 534, 21.2969, 10.5938, 20, 22, 22, 10, 0.280762, -4.48438, 21.5781, 6.10547, running
4.83594, -0.0728149, 31.2344, 7.99609, 3276, 479.75, 19.5156, 9, 22, 20, 21, 11, 0.426514, -3.61523, 19.9375, 5.37891, running
4.79297, 0.256348, 32.2813, 6.32031, 3312, 383, 23.875, 10.0703, 20, 22, 21, 10, 0.327393, -4.15234, 24.2031, 5.91406, running
4.82813, -0.0725708, 36.8125, 10.75, 3606, 645, 24.7344, 11.1406, 22, 20, 20, 11, 0.251709, -4.71875, 24.9844, 6.42188, running
4.89063, -0.0790405, 33.9688, 7.90234, 3470, 474.25, 20.2656, 9.45313, 20, 22, 21, 10, 0.376221, -4.11719, 20.6406, 5.33203, running
4.75781, -0.00254059, 33.7188, 5.41016, 3378, 324.5, 24.7969, 7.97656, 22, 22, 22, 11, 0.368408, -3.24023, 25.1719, 4.73438, running
5.27344, 0.0947266, 44.0625, 11.0781, 4308, 664.5, 28.0313, 11.3125, 22, 20, 21, 11, 0.316162, -4.61719, 28.3438, 6.69531, running
1.01074, 0.00346565, 0.0214844, 0.00181675, 62.5313, 0.10968, 0.730957, 0.216797, 58, 22, 34, 20, 0.603027, -0.123352, 1.33398, 0.0934448, cycling
1.10742, 0.00145149, 0.311523, 0.047821, 92.25, 2.86719, 3.97852, 1.26367, 46, 16, 34, 12, 0.443848, -0.567383, 4.42188, 0.695801, cycling
1.04297, -0.00105286, 0.0419922, 0.00971222, 67.75, 0.58252, 0.899902, 0.409424, 48, 16, 36, 14, 0.658691, -0.18335, 1.55859, 0.225952, cycling
1.04883, -0.00241089, 0.0488281, 0.00483322, 68.875, 0.290283, 1.07715, 0.280029, 46, 24, 32, 16, 0.585938, -0.134521, 1.66309, 0.145508, cycling
1.25586, 0.0014286, 0.782227, 0.164673, 141.5, 9.875, 4.90625, 1.98926, 58, 18, 44, 13, 0.302734, -0.891602, 5.20703, 1.09766, cycling
1.03027, 0.00276947, 0.0380859, 0.00434494, 65.9375, 0.260986, 0.948242, 0.261719, 20, 16, 39, 18, 0.672852, -0.143188, 1.62109, 0.118408, cycling
1.00879, -0.00341415, 0.0244141, 0.00195503, 62.5, 0.11792, 0.716797, 0.182983, 64, 16, 40, 14, 0.729492, -0.0849609, 1.44629, 0.0980225, cycling
1.10449, -0.00899506, 0.240234, 0.0179596, 87.5625, 1.08105, 3.35547, 0.81543, 86, 24, 48, 25, 0.179199, -0.452148, 3.53516, 0.363281, cycling
1.12402, 0.00938416, 0.28125, 0.0102921, 92.625, 0.622559, 2.02344, 0.449707, 90, 24, 47, 19, 0.309082, -0.171021, 2.33203, 0.278564, cycling
1.07129, -0.00106239, 0.180664, 0.00155449, 79.625, 0.0932617, 1.84766, 0.155396, 96, 32, 50, 32, 0.354004, -0.0759888, 2.20117, 0.0794067, cycling
1.10352, 0.00211143, 0.18457, 0.00198746, 84.0625, 0.119385, 1.92773, 0.203979, 98, 36, 49, 30, 0.463379, -0.0880737, 2.39063, 0.115845, cycling
1.09277, -0.00289917, 0.259766, 0.00283623, 87.1875, 0.170532, 2.43945, 0.208984, 90, 26, 47, 31, 0.160278, -0.114563, 2.59961, 0.0944214, cycling
1.16992, 0.00117207, 0.410156, 0.00862885, 106.688, 0.517578, 2.91211, 0.392334, 84, 26, 46, 21, 0.223755, -0.24231, 3.13672, 0.150024, cycling
1.17871, 0.00350952, 0.360352, 0.00709915, 104.938, 0.42627, 2.76953, 0.440186, 92, 22, 50, 29, 0.166138, -0.195679, 2.93555, 0.244385, cycling
1.22363, 0.000100255, 0.433594, 0.00773239, 115.75, 0.463623, 2.66016, 0.390381, 96, 30, 50, 31, 0.190186, -0.177002, 2.84961, 0.213257, cycling
1.22656, 0.002388, 0.367188, 0.0046463, 112.25, 0.278809, 2.5332, 0.289063, 90, 38, 47, 33, 0.300293, -0.139038, 2.83398, 0.150024, cycling
1.32813, -0.00594711, 0.8125, 0.0298615, 154.5, 1.79199, 4.17188, 0.813477, 98, 22, 53, 14, 0.183472, -0.39502, 4.35547, 0.418213, cycling
1.04883, -0.000743389, 0.0703125, 0.00161076, 70.125, 0.0966187, 1.2002, 0.151001, 44, 24, 52, 17, 0.636719, -0.0672607, 1.83691, 0.0836792, cycling
1.09863, -0.00263596, 0.242188, 0.00814819, 86.875, 0.489014, 2.51367, 0.410889, 86, 26, 50, 17, 0.282715, -0.216797, 2.79688, 0.194092, cycling
1.08398, 0.00070858, 0.234375, 0.00339699, 84.5, 0.203735, 2.5918, 0.35376, 102, 26, 51, 35, 0.412109, -0.182129, 3.00391, 0.171509, cycling
1.06152, -0.000634193, 0.129883, 0.00467682, 75.375, 0.280518, 1.6123, 0.282227, 78, 20, 47, 21, 0.432617, -0.13147, 2.04492, 0.150635, cycling
1.03711, 0.00219154, 0.117188, 0.00256348, 71.5, 0.154053, 1.61914, 0.216064, 78, 28, 47, 19, 0.360352, -0.10498, 1.97949, 0.111023, cycling
1.1123, -0.00309372, 0.290039, 0.00861359, 91.5625, 0.51709, 3.16211, 0.466553, 92, 24, 47, 20, 0.236572, -0.262451, 3.39844, 0.203979, cycling
1.05566, 0.00606155, 0.155273, 0.00331306, 76.125, 0.200806, 1.68457, 0.299805, 76, 24, 48, 26, 0.442383, -0.148193, 2.12695, 0.151611, cycling
1.05762, -0.00606155, 0.152344, 0.0032444, 76.1875, 0.196655, 1.69629, 0.290283, 90, 26, 47, 19, 0.346436, -0.156982, 2.04297, 0.133301, cycling
1.4668, 0.0536804, 2.73828, 0.175415, 293.25, 10.6953, 12.6797, 3.33789, 66, 22, 47, 13, 0.188843, -1.38281, 12.8672, 1.95508, cycling
1.21289, -0.0527954, 0.358398, 0.266602, 109.688, 16.1406, 4.51172, 2.92969, 28, 16, 46, 10, 0.203857, -1.66016, 4.71484, 1.26855, cycling
1.02344, -7.93934e-05, 0.0449219, 0.00434875, 65.5, 0.260742, 0.984375, 0.254395, 40, 16, 45, 18, 0.508789, -0.118713, 1.49316, 0.13562, cycling
1.19434, -0.00294113, 0.373047, 0.0155869, 107.938, 0.935059, 3.21875, 0.570313, 84, 34, 44, 25, 0.210815, -0.330566, 3.42969, 0.239502, cycling
1.05566, 0.000906944, 0.204102, 0.00230217, 79.0625, 0.138062, 2.23438, 0.218506, 74, 32, 54, 27, 0.285889, -0.122742, 2.51953, 0.0957642, cycling
1.11621, -0.00244713, 0.275391, 0.00462341, 91.25, 0.277588, 2.62695, 0.342285, 82, 34, 45, 29, 0.19751, -0.126587, 2.82422, 0.215698, cycling
1.14551, -0.00226402, 0.267578, 0.00305748, 94.75, 0.183716, 2.24023, 0.270508, 96, 32, 48, 24, 0.311035, -0.0969849, 2.55078, 0.173462, cycling
1.14648, -0.00126839, 0.228516, 0.00454712, 92.5, 0.272705, 2.13281, 0.300293, 86, 22, 46, 26, 0.250977, -0.130981, 2.38281, 0.169189, cycling
1.15625, 0.00424194, 0.338867, 0.00790405, 100.5, 0.474854, 2.75195, 0.483154, 80, 32, 46, 25, 0.378418, -0.218384, 3.13086, 0.264648, cycling
1.2002, -0.00799561, 0.499023, 0.0104065, 116.313, 0.627441, 2.95703, 0.480225, 94, 26, 49, 25, 0.118286, -0.27124, 3.07617, 0.208862, cycling
1.2002, 0.00827789, 0.499023, 0.0167084, 116.313, 1.00586, 3.9082, 0.724121, 86, 26, 47, 23, 0.274658, -0.338379, 4.18359, 0.385742, cycling
1.16406, -0.00317764, 0.382813, 0.00754929, 104.25, 0.453369, 3.35938, 0.402832, 76, 24, 47, 18, 0.140137, -0.165161, 3.5, 0.237671, cycling
1.04102, -0.000818253, 0.121094, 0.00111294, 72.25, 0.0667725, 1.3584, 0.186401, 88, 46, 49, 35, 0.418945, -0.0600586, 1.77734, 0.126343, cycling
1.12598, 0.0100708, 0.242188, 0.00434113, 90.5, 0.266357, 2.42969, 0.26416, 82, 28, 43, 31, 0.289551, -0.107422, 2.71875, 0.156738, cycling
1.15625, -0.0062294, 0.332031, 0.00885773, 100.063, 0.533203, 2.7207, 0.394775, 86, 26, 48, 26, 0.151611, -0.241211, 2.87305, 0.153442, cycling
1.23145, -0.00854492, 0.474609, 0.0113754, 119.375, 0.686523, 3.21484, 0.475098, 74, 20, 48, 19, 0.0726318, -0.239014, 3.28711, 0.235962, cycling
1.20605, 0.00807953, 0.500977, 0.0149918, 117.25, 0.902832, 3.41992, 0.469238, 84, 20, 52, 25, 0.22876, -0.232056, 3.64844, 0.237183, cycling
1.09766, -0.00248718, 0.198242, 0.00304031, 84.125, 0.182617, 1.94238, 0.246216, 78, 24, 49, 25, 0.268799, -0.136475, 2.21094, 0.109741, cycling
1.11816, 0.000636101, 0.224609, 0.00737381, 88.4375, 0.442139, 2.49805, 0.344727, 86, 18, 49, 19, 0.314453, -0.151367, 2.8125, 0.193237, cycling
1.06738, 0.00101948, 0.142578, 0.00407028, 76.875, 0.244141, 1.97949, 0.26709, 70, 24, 44, 24, 0.27417, -0.13501, 2.25391, 0.131958, cycling
1.07129, -0.00364685, 0.201172, 0.00376511, 80.875, 0.226563, 2.03516, 0.254639, 108, 28, 54, 17, 0.150146, -0.116577, 2.18555, 0.138062, cycling
1.21191, 0.000246286, 0.537109, 0.0129623, 120.25, 0.777344, 3.21094, 0.566406, 102, 26, 51, 22, 0.262207, -0.282715, 3.47266, 0.283691, cycling
1.08691, -0.000865936, 0.161133, 0.00170612, 80.5, 0.102356, 1.66895, 0.18811, 98, 30, 53, 26, 0.416992, -0.0928345, 2.08594, 0.0952148, cycling
1.15625, -0.000826359, 0.350586, 0.0059967, 101.188, 0.359619, 2.39258, 0.37915, 98, 22, 51, 24, 0.256836, -0.224487, 2.64844, 0.154541, cycling
1.2207, 0.00415802, 0.49707, 0.02771, 119.188, 1.66211, 3.67188, 0.852539, 102, 26, 55, 21, 0.30127, -0.452148, 3.97266, 0.400146, cycling
1.22266, -0.00165367, 0.447266, 0.0164642, 116.438, 0.987305, 2.96289, 0.513672, 100, 16, 53, 22, 0.184814, -0.256348, 3.14844, 0.257324, cycling
1.13379, 0.00315094, 0.237305, 0.00972748, 91.3125, 0.583496, 2.07422, 0.379639, 64, 26, 46, 12, 0.322021, -0.210083, 2.39648, 0.169434, cycling
1.05566, -0.00576401, 0.138672, 0.00952148, 75.125, 0.572754, 1.87891, 0.441406, 56, 26, 47, 16, 0.566895, -0.218384, 2.44531, 0.2229, cycling
1.4082, 0.00389671, 1.08105, 0.127563, 183.75, 7.64844, 5.5, 1.43652, 68, 20, 45, 16, 0.108948, -0.681641, 5.60938, 0.754883, cycling
1.02734, -0.00203514, 0.0390625, 0.00181103, 65.625, 0.108826, 0.905273, 0.189331, 0, 28, 46, 26, 0.477783, -0.122314, 1.38281, 0.0669556, cycling
1.00586, -0.00176811, 0.0283203, 0.000743389, 62.3438, 0.0447388, 0.689941, 0.125732, 82, 32, 47, 23, 0.67041, -0.078064, 1.36035, 0.0475769, cycling
1.08008, -0.00482178, 0.197266, 0.00476456, 81.8125, 0.287109, 2.31445, 0.310791, 64, 26, 49, 21, 0.254639, -0.145386, 2.56836, 0.165405, cycling
