accX[g],accY[g],accZ[g]
0.686,0.128,-1.197
0.01,-1.597,-1.928
1.329,-0.394,-1.103
1.134,1.08,-0.406
0.087,0.766,-0.819
-0.276,-1.998,-1.353
0.572,-0.231,-0.038
0.017,1.736,-0.312
-0.605,0.744,-1.153
0.302,0.345,-0.282
0.65,-1.998,-1.611
-0.283,1.997,0.137
-0.654,1.247,-0.568
0.148,-1.998,-1.997
0.279,0.138,-0.199
-0.123,1.936,-0.732
1.052,-0.517,-1.655
0.326,-1.901,-0.464
0.129,0.596,0.006
-0.085,0.994,0.227
-0.937,-0.972,-1.3
-1.049,-0.672,-0.374
-1.417,0.633,-0.043
-1.998,0.39,-0.908
-1.737,-1.998,-0.836
-0.851,-0.323,-0.843
0.225,1.993,0.342
-1.643,-0.07,0.062
-1.133,-1.998,-0.318
0.142,0.991,0.399
-0.779,1.782,0.011
-1.993,-1.966,-0.747
-1.098,-0.803,0.147
-0.801,1.607,0.157
-1.486,-0.688,-1.093
-0.404,-1.806,-0.369
-0.755,1.613,-0.025
-1.868,-0.433,-0.894
-1.039,-1.443,-0.106
-0.879,1.56,-0.476
-1.478,-0.945,-0.985
-0.689,-1.124,0.113
-0.998,1.758,-0.427
-1.047,-1.733,-0.575
-0.626,-1.168,0.08
-0.95,1.471,-0.572
-1.056,-1.26,-0.631
-0.891,-0.709,-0.31
-1.25,0.828,-1.037
-1.651,0.241,-0.978
-1.371,0.758,-0.065
-1.147,0.546,-0.27
0.1,-1.888,-1.734
-0.011,-0.776,0.083
0.503,1.809,0.771
0.803,1.664,0.968
-0.267,-1.958,-1.997
-0.036,-1.24,-0.109
1.365,1.968,0.772
0.882,-0.166,-1.245
0.263,-1.443,-1.142
0.055,1.122,0.108
-0.25,0.759,-0.974
0.05,-1.997,-1.997
0.443,0.387,0.034
1.407,1.822,0.816
0.272,-1.541,-1.507
0.249,-1.254,-0.724
-0.511,1.256,-0.304
-0.005,0.522,-1.329
-0.11,-1.995,-1.961
-0.344,0.269,-0.027
-0.566,1.186,0.136
-1.05,-1.816,-1.622
-0.596,-1.369,-0.231
0.375,1.232,-0.205
0.463,0.655,-1.825
-0.264,-1.998,-1.989
-0.554,0.21,0.069
0.295,1.766,0.672
0.169,-1.961,-1.792
0.397,-1.149,0.352
-0.131,1.349,-0.184
-0.673,1.058,-1.984
0.797,-1.872,-0.683
-0.133,0.814,-0.11
-0.606,1.193,-0.999
0.243,-1.331,-1.991
0.234,-0.669,0.052
0.023,1.923,0.574
0.069,-0.055,-1.918
0.534,-0.895,-0.515
-0.479,1.412,-0.289
-0.389,1.097,-1.503
0.506,-1.998,-1.669
-0.178,-0.1,-0.195
0.429,1.589,0.747
1.221,1.527,-0.349
-0.1,0.303,-1.107
-1.45,-1.466,-1.338
-0.347,0.107,-0.721
0.743,1.047,-0.797
1.166,1.464,-0.522
1.388,0.608,-0.41
-0.941,0.015,-1.193
0.139,-1.821,-1.753
0.116,-1.998,-0.885
0.641,0.671,-0.118
0.926,1.997,0.876
0.16,1.856,-0.397
-1.16,-1.89,-1.997
-0.233,-1.998,-0.327
0.021,0.102,0.869
-0.797,1.997,-0.154
-0.445,1.997,-1.36
-1.596,-1.998,-1.582
-1.042,-1.995,-0.258
-0.456,1.389,0.53
-1.1,1.997,-0.046
-1.694,0.715,-1.362
-0.244,-1.998,-1.296
-0.094,-1.139,-0.11
-0.499,1.466,0.3
-1.987,1.995,-0.963
-0.644,-0.729,-0.721
0.093,-1.998,-0.925
-0.784,-1.296,-0.083
-0.346,1.601,-0.774
-0.447,1.967,-0.143
-0.946,0.439,-1.076
0.355,-1.975,-1.615
-0.271,-1.982,0.672
-0.867,1.613,-0.223
-0.449,1.997,-0.212
0.463,-0.294,-0.554
0.169,-1.998,-0.981
-0.403,-0.94,-0.631
-0.195,0.567,-0.921
-0.247,0.837,-0.277
0.273,0.983,-0.645
0.784,0.044,-1.098
0.219,-1.988,-1.474
-0.249,-1.3,-0.275
-0.305,0.349,0.205
-0.743,1.997,-0.932
0.168,-0.704,-0.301
0.615,-1.864,-1.997
-0.043,-1.025,-0.29
0.093,1.555,0.143
-0.596,1.91,-0.563
-0.363,0.623,-0.878
-0.904,-1.477,-1.834
-0.54,-0.597,-0.733
-0.009,0.856,-0.521
0.061,1.495,-0.039
-0.703,0.843,-1.233
-0.469,0.233,-1.898
-0.256,-0.759,-1.061
-0.052,0.159,-0.107
0.087,1.795,-0.517
-0.538,1.322,-0.845
0.039,0.115,-1.289
0.127,-0.439,-1.825
-0.118,-0.062,-0.655
-0.169,1.037,-0.715
-0.072,1.271,0.343
-1.088,0.744,-1.435
0.787,-1.258,-1.997
0.248,-0.296,0.392
0.115,1.296,1.402
-1.045,1.288,-0.592
-0.589,1.095,-1.27
0.511,0.066,-1.257
0.057,-0.786,-0.465
-0.131,1.148,0.067
-0.598,1.191,-0.146
-0.386,1.251,-0.852
0.063,-0.054,-0.884
0.337,-0.835,-0.898
0.501,1.63,-0.054
0.38,1.535,-0.371
0.126,1.39,-0.751
-0.474,-0.267,-0.107
0.635,-0.192,-1.994
0.237,-0.083,-0.981
0.164,0.654,0.131
0.621,0.691,0.21
0.397,0.337,0.052
-0.435,0.266,-1.918
1.086,0.094,-1.686
0.357,0.762,-0.214
0.758,1.117,0.737
0.782,0.977,0.832
-0.132,0.459,-1.17
0.892,0.117,-1.682
0.985,0.191,-0.467
0.409,0.255,-0.55
-0.021,0.484,1.738
0.138,0.713,0.373
1.181,0.117,-1.079
1.468,0.126,-1.938
1.14,0.345,-0.687
0.298,1.308,1.069
0.263,1.03,1.763
0.45,-0.191,-1.121
0.371,-0.741,-1.983
1.143,0.046,-0.883
1.087,1.803,-1.419
-1.575,1.239,1.499
-1.806,0.423,-0.018
-0.615,0.15,-1.997
1.997,0.388,-1.398
1.384,0.754,-0.363
-1.261,1.048,-0.285
-1.91,0.872,0.498
-1.232,0.415,0.168
-0.451,0.194,-1.623
1.537,0.47,-1.057
1.165,0.908,-1.004
-0.171,1.225,-1.135
-1.998,0.904,-0.268
-0.188,-0.19,-0.222
1.997,-0.006,-0.572
1.114,-0.016,-0.681
-0.383,0.259,-1.202
-0.531,0.645,-0.29
0.094,0.615,-0.262
0.801,0.542,-0.38
-0.739,0.8,-0.739
-1.103,0.857,-1.102
0.172,0.493,-1.626
1.997,0.856,-0.615
-0.684,0.976,-1.209
-1.998,0.327,-1.558
1.074,-0.531,0.179
1.997,0.809,-0.213
-1.073,0.942,-1.978
-0.327,0.719,-0.267
0.42,1.11,-0.721
-0.513,0.927,-1.405
1.209,0.402,-0.286
0.338,0.584,-0.783
-0.493,-0.473,-0.179
0.852,0.051,-0.658
0.586,0.973,-1.299
1.183,0.778,-0.529
0.851,0.484,-0.4
-0.333,-0.032,-0.087
0.584,0.938,-1.159
-0.739,0.337,-0.441
0.681,0.341,-0.461
1.997,0.902,0.17
-1.005,0.431,-1.827
-0.986,0.489,-0.073
0.691,0.064,0.178
-0.669,0.573,-1.409
