A_X [mg]	A_Y [mg]	A_Z [mg]
-455	-1558	-229
-360	-1576	-199
-292	-1494	-156
-143	-1347	-168
296	-927	-191
554	-593	-207
401	-706	-191
58	-988	-189
-142	-1461	-167
-371	-1697	-130
-431	-1752	-64
-543	-1717	40
-604	-1561	-123
-678	-1785	-79
-805	-1873	261
-825	-1652	669
-802	-1417	776
-736	-1117	646
-706	-1214	572
-668	-1197	354
-548	-1460	169
-456	-1794	167
-379	-1752	169
-384	-1675	52
-440	-1542	-112
-488	-1485	-191
-426	-1444	-217
-280	-1445	-199
-222	-1407	-205
-98	-1281	-239
218	-875	-263
368	-723	-246
323	-720	-279
-8	-1052	-201
-244	-1464	-74
-347	-1710	-64
-439	-1871	-33
-506	-1911	109
-551	-1663	92
-625	-1621	278
-675	-1753	572
-684	-1624	676
-688	-1365	595
-712	-1021	512
-704	-1170	491
-708	-1158	314
-654	-1553	156
-534	-1749	106
-422	-1697	69
-390	-1605	12
-411	-1533	-87
-419	-1499	-154
-410	-1520	-182
-385	-1548	-151
-322	-1465	-143
-63	-1253	-163
288	-856	-193
499	-747	-221
370	-783	-274
-48	-1208	-228
-209	-1536	-167
-392	-1677	-159
-490	-1772	-69
-591	-1813	-6
-607	-1781	-170
-810	-1888	-27
-979	-1739	351
-916	-1610	702
-861	-1314	617
-687	-1053	578
-656	-1162	546
-671	-1155	345
-619	-1709	182
-486	-1946	125
-333	-1825	134
-295	-1621	54
-397	-1535	-92
-515	-1527	-180
-458	-1642	-213
-352	-1633	-188
-230	-1438	-249
167	-1061	-274
587	-655	-321
344	-765	-300
158	-923	-341
-116	-1405	-292
-347	-1531	-168
-524	-1683	-86
-666	-1699	0
-612	-1688	-71
-607	-1883	-54
-854	-1994	333
-890	-1681	661
-815	-1443	758
-629	-1174	713
-555	-1138	708
-666	-1207	475
-723	-1479	229
-566	-1898	177
-345	-1835	183
-295	-1710	100
-380	-1558	-80
-471	-1495	-183
-456	-1441	-228
-327	-1465	-218
-267	-1445	-208
-206	-1282	-244
-13	-995	-255
187	-833	-216
209	-783	-280
92	-744	-248
-185	-1087	-117
-387	-1370	-16
-456	-1600	-12
-558	-1744	99
-571	-1725	35
-548	-1788	-35
-859	-1872	394
-857	-1628	648
-720	-1459	640
-716	-1158	501
-803	-1195	479
-772	-1190	310
-623	-1516	155
-478	-1789	75
-366	-1724	85
-357	-1579	52
-421	-1460	-77
-434	-1380	-155
-388	-1335	-187
-286	-1324	-173
-237	-1236	-151
-152	-1095	-166
34	-833	-179
162	-714	-253
158	-902	-353
-80	-1007	-309
-327	-1375	-148
-389	-1622	-61
-476	-1750	-72
-484	-1742	43
-506	-1615	16
-620	-1574	58
-771	-1661	310
-728	-1661	482
-719	-1440	501
-821	-1097	418
-990	-1178	401
-896	-1147	281
-711	-1516	168
-493	-1775	59
-305	-1802	16
-282	-1665	14
-349	-1576	-59
-394	-1531	-143
-379	-1482	-198
-310	-1465	-217
-251	-1373	-224
-178	-1215	-239
112	-903	-207
289	-699	-183
339	-790	-259
43	-1120	-214
-170	-1465	-107
-356	-1571	-81
-392	-1675	-20
-468	-1743	60
-575	-1775	58
-839	-1886	395
-869	-1654	615
-561	-1592	739
-448	-1360	636
-630	-1226	540
-806	-1338	384
-725	-1292	177
-591	-1648	46
-488	-1540	19
-418	-1408	32
-408	-1268	-63
-415	-1263	-166
-416	-1311	-215
-371	-1468	-203
-356	-1568	-169
-272	-1513	-232
20	-1174	-216
373	-884	-204
335	-797	-313
19	-879	-203
-269	-1164	-91
-313	-1279	-79
-344	-1385	-105
-515	-1478	7
-570	-1465	21
-515	-1577	-127
-745	-1824	36
-927	-1727	374
-792	-1535	562
-685	-1224	559
-746	-1090	564
-762	-1115	403
-659	-1359	155
-504	-1778	28
-296	-1719	91
-301	-1597	136
-364	-1486	-3
-459	-1454	-153
-499	-1450	-220
-406	-1509	-209
-289	-1449	-198
-84	-1239	-226
181	-814	-194
425	-744	-224
266	-764	-285
-31	-978	-242
-254	-1420	-105
-363	-1682	-42
-471	-1754	-13
-473	-1691	56
-485	-1547	-78
-626	-1642	2
-745	-1658	215
-680	-1536	375
-692	-1416	495
-782	-1096	355
-898	-1096	363
-883	-1227	235
-687	-1445	142
-496	-1722	105
-399	-1752	51
-387	-1590	-17
-416	-1457	-86
-356	-1403	-142
-326	-1374	-180
-281	-1400	-185
-287	-1370	-169
-237	-1277	-218
-42	-1060	-239
232	-893	-243
355	-776	-357
-11	-861	-293
-168	-1324	-153
-339	-1564	-29
-425	-1597	6
-422	-1539	132
-395	-1439	21
-415	-1508	-41
-646	-1776	189
-823	-1712	339
-872	-1497	319
-886	-1179	324
-887	-1129	431
-813	-1121	352
-694	-1431	165
-533	-1683	84
-364	-1673	76
-342	-1598	56
-389	-1490	-62
-417	-1435	-122
-366	-1366	-176
-319	-1384	-221
-286	-1423	-246
-230	-1346	-292
-28	-1104	-301
344	-1003	-283
484	-826	-445
-47	-986	-214
-200	-1306	-8
-336	-1519	3
-417	-1581	-46
-386	-1643	38
-430	-1638	-125
-671	-1821	-15
-896	-1776	235
-845	-1632	437
-853	-1368	545
-770	-1087	489
-803	-1081	479
-733	-1086	329
-644	-1369	187
-573	-1764	102
-489	-1833	49
-416	-1733	8
-401	-1609	-84
-411	-1537	-170
-396	-1491	-217
-333	-1493	-238
-280	-1457	-221
-216	-1332	-245
24	-1042	-233
220	-689	-151
147	-735	-148
69	-682	-88
-206	-1038	8
-293	-1373	20
-376	-1702	-56
-482	-1879	17
-561	-1838	-34
-626	-1638	-151
-902	-1623	77
-717	-1586	192
-819	-1461	370
-916	-1241	291
-912	-1035	293
-868	-1262	260
-646	-1185	168
-537	-1548	121
-498	-1545	49
-459	-1598	-1
-413	-1478	-50
-346	-1368	-145
-311	-1314	-187
-310	-1344	-200
-311	-1484	-201
-275	-1439	-242
-30	-1205	-267
224	-818	-243
212	-745	-200
77	-806	-251
-138	-1063	-200
-429	-1400	-3
-384	-1499	73
-345	-1322	43
-307	-1217	25
-293	-1162	5
-400	-1397	31
-643	-1648	153
-851	-1632	189
-1056	-1530	160
-1049	-1108	280
-866	-1270	440
-768	-1155	317
-695	-1388	129
-517	-1554	39
-360	-1629	25
-324	-1533	54
-338	-1407	-17
-342	-1344	-118
-352	-1310	-193
-344	-1406	-200
-304	-1449	-176
-239	-1235	-161
-139	-949	-129
-58	-950	-101
60	-808	-122
