A_X [mg] A_Y [mg] A_Z [mg]
-1 	 1161 	 -332
-350 	 1712 	 10
-23 	 1325 	 1452
105 	 1318 	 664
170 	 1463 	 -212
191 	 1571 	 -739
507 	 1547 	 57
571 	 1022 	 140
81 	 617 	 -292
-287 	 395 	 -248
-60 	 163 	 -253
187 	 -128 	 219
1062 	 461 	 976
1034 	 1545 	 983
406 	 656 	 339
1049 	 1343 	 -385
162 	 1118 	 -389
-413 	 1020 	 -501
-513 	 1335 	 -335
-186 	 815 	 240
536 	 730 	 492
356 	 681 	 319
286 	 827 	 -78
-290 	 1452 	 -193
-323 	 1454 	 1016
230 	 1003 	 782
222 	 1158 	 217
95 	 1831 	 -389
41 	 1602 	 -738
587 	 1349 	 306
129 	 897 	 -249
-103 	 445 	 -250
6 	 250 	 -339
121 	 11 	 -197
670 	 302 	 702
1186 	 1536 	 1222
683 	 930 	 365
910 	 1179 	 -349
315 	 1198 	 -495
-142 	 886 	 -426
-614 	 1414 	 -500
-486 	 1143 	 10
422 	 683 	 528
612 	 759 	 320
282 	 637 	 242
143 	 860 	 -216
-470 	 1532 	 521
-57 	 1292 	 1168
96 	 1434 	 188
182 	 1477 	 -473
354 	 1457 	 -589
456 	 1302 	 314
133 	 1074 	 -192
23 	 637 	 -239
-93 	 392 	 -265
158 	 223 	 -291
32 	 43 	 -11
831 	 480 	 848
1051 	 1435 	 1310
663 	 1182 	 258
779 	 1285 	 -487
86 	 776 	 -448
12 	 958 	 -472
-741 	 1528 	 -341
-213 	 947 	 260
817 	 610 	 500
342 	 714 	 261
193 	 714 	 -35
-150 	 1456 	 -445
-432 	 1493 	 880
108 	 1073 	 1020
325 	 1687 	 -86
119 	 1670 	 -786
256 	 1412 	 -216
429 	 1385 	 193
-20 	 758 	 -307
-196 	 301 	 -324
146 	 87 	 -267
185 	 -77 	 52
1062 	 738 	 1058
1012 	 1544 	 1206
886 	 1217 	 -17
585 	 865 	 -608
62 	 882 	 -426
-400 	 1365 	 -372
-704 	 1408 	 -370
260 	 700 	 484
594 	 711 	 402
211 	 740 	 222
164 	 880 	 -81
-282 	 1638 	 -312
-398 	 1435 	 918
353 	 1108 	 1076
119 	 1746 	 -250
-66 	 1790 	 -896
322 	 1512 	 -237
733 	 1196 	 357
15 	 756 	 -297
-175 	 358 	 -185
82 	 261 	 -351
227 	 -110 	 91
948 	 491 	 944
1036 	 1549 	 988
1088 	 1415 	 86
256 	 991 	 -513
-148 	 622 	 -447
-421 	 1399 	 -569
-622 	 1273 	 30
638 	 589 	 578
485 	 771 	 221
148 	 627 	 166
102 	 1076 	 -309
-394 	 1647 	 254
-183 	 1191 	 1462
367 	 1589 	 94
61 	 1714 	 -582
264 	 1466 	 -452
541 	 1569 	 281
226 	 1055 	 -187
-9 	 430 	 -172
-182 	 290 	 -378
188 	 133 	 -293
175 	 -4 	 27
972 	 618 	 903
1135 	 1439 	 1163
800 	 1056 	 90
721 	 1142 	 -604
-38 	 984 	 -273
-601 	 1339 	 -328
-603 	 1230 	 -419
178 	 660 	 468
731 	 709 	 508
472 	 848 	 429
141 	 667 	 300
46 	 1129 	 -282
-389 	 1673 	 -28
139 	 1172 	 1667
210 	 1698 	 -19
-44 	 1770 	 -880
218 	 1526 	 -569
709 	 1254 	 175
471 	 951 	 27
-138 	 476 	 -108
-164 	 220 	 -312
213 	 115 	 -170
229 	 -45 	 169
1059 	 699 	 999
997 	 1516 	 1120
705 	 896 	 44
658 	 1253 	 -486
-71 	 940 	 -168
-355 	 1352 	 -578
-620 	 1309 	 -359
220 	 696 	 536
594 	 737 	 395
188 	 672 	 288
25 	 1029 	 -318
-313 	 1590 	 257
-118 	 1147 	 1350
398 	 1362 	 235
102 	 1845 	 -591
191 	 1488 	 -746
654 	 1310 	 466
323 	 1057 	 16
-202 	 664 	 -363
-44 	 247 	 -193
236 	 194 	 -350
262 	 21 	 268
1233 	 862 	 1028
1226 	 1606 	 1020
788 	 1298 	 -147
176 	 759 	 -617
-1 	 831 	 -564
-632 	 1654 	 -586
-475 	 1108 	 261
702 	 527 	 565
430 	 756 	 213
108 	 610 	 74
-1 	 1117 	 -232
-430 	 1529 	 469
-94 	 1304 	 987
