A_X [mg]	A_Y [mg]	A_Z [mg]
-1599	-2717	-265
-520	-1566	-152
-29	-900	-174
118	-550	-70
343	-358	-208
485	-264	-435
575	-183	-595
301	-381	-293
255	-1501	-630
-722	-3114	-1151
-1650	-3263	-657
-1057	-1623	-388
-359	-385	199
-189	13	217
-188	196	100
-469	284	113
-111	367	281
-386	216	206
208	-142	295
-610	-1307	-296
-2348	-2940	-819
-1435	-2675	-121
-510	-1668	239
-75	-1104	150
-7	-683	117
186	-438	-65
468	-307	-311
709	-242	-497
247	-341	-158
507	-1260	-354
-417	-2994	-1127
-1769	-3517	-277
-1339	-1970	-120
-422	-418	192
-220	43	358
-245	311	199
-395	376	108
-122	404	308
-367	289	189
70	-179	226
-908	-1564	-304
-2708	-3272	-684
-1457	-2606	-209
-181	-1296	-9
-53	-921	-109
14	-569	-97
235	-366	-260
464	-308	-470
661	-289	-632
195	-483	-335
157	-1472	-515
-572	-3019	-972
-1605	-3254	-649
-895	-1680	-258
-242	-658	266
-207	-241	287
-270	134	160
-510	358	83
-87	456	273
-263	360	256
236	-42	290
-556	-1374	-250
-2466	-3166	-816
-1474	-2817	-406
-207	-1552	0
-9	-946	-41
226	-515	-97
261	-391	-253
621	-299	-447
666	-218	-535
344	-556	-231
161	-1849	-706
-778	-3289	-803
-1444	-3148	-843
-1051	-1486	-310
-426	-256	282
-338	219	200
-385	415	268
-295	428	272
-93	431	251
-166	191	265
17	-585	74
-1992	-2443	-605
-2261	-3236	-289
-851	-2057	-56
-55	-1218	-231
20	-725	-54
305	-395	-71
418	-312	-365
719	-256	-537
390	-285	-303
403	-1027	-382
-343	-2871	-918
-1936	-3735	-603
-1280	-2045	-305
-312	-568	145
-202	-129	231
-102	201	116
-525	319	87
-224	395	189
-244	306	146
145	-4	337
-367	-1122	-119
-2200	-2853	-650
-1804	-2971	-24
-425	-1764	141
-11	-1046	-85
128	-614	-79
307	-370	-172
453	-274	-430
740	-157	-510
393	-302	-222
372	-1462	-487
-862	-3515	-810
-1771	-3604	-410
-894	-1672	-271
-390	-434	204
-271	134	197
-248	396	167
-460	508	185
-73	487	301
-334	272	182
77	-288	283
-972	-1876	-109
-2553	-3293	-269
-1122	-2406	-97
-88	-1363	-76
-15	-900	-13
293	-499	-45
442	-425	-275
674	-411	-469
546	-353	-598
106	-770	-250
-55	-2175	-703
-1003	-3347	-800
-1205	-2758	-410
-540	-1279	-37
-254	-419	280
-148	67	173
-366	323	136
-444	412	162
-122	425	227
-371	210	162
225	-406	255
-1028	-2016	-302
-2352	-3239	-475
-1120	-2383	-57
-137	-1312	115
-28	-794	-31
227	-497	-200
