A_X [mg]	A_Y [mg]	A_Z [mg]
313	68	942
315	96	934
323	94	918
332	69	952
300	75	919
319	77	915
327	94	927
315	58	926
347	88	941
341	97	930
339	60	933
341	90	938
334	72	933
357	81	927
365	85	964
340	65	925
373	66	930
345	73	954
358	81	933
365	86	955
369	76	949
372	71	985
357	73	974
354	66	930
361	59	960
385	93	960
361	76	939
343	68	925
329	77	929
345	67	938
322	53	907
357	61	933
346	84	901
364	81	926
337	82	904
377	84	936
363	99	919
341	61	908
353	63	914
352	80	898
359	77	927
367	58	943
376	82	946
373	77	930
373	69	971
368	55	946
360	67	948
330	53	921
340	51	929
350	73	910
358	82	902
357	74	956
353	69	957
361	78	911
357	68	903
352	62	929
366	75	902
391	84	914
383	73	961
370	77	940
380	56	956
362	51	935
362	73	933
368	32	913
369	39	951
358	88	908
365	62	932
381	53	956
343	91	886
323	105	897
356	81	974
346	82	945
319	85	942
326	58	937
311	76	922
314	52	924
316	70	930
316	52	941
302	58	937
296	56	972
296	72	996
278	47	963
277	59	922
276	43	957
275	37	971
267	29	968
255	38	951
246	22	953
264	26	956
250	30	974
267	28	980
249	19	988
242	17	974
244	14	968
228	11	960
226	-10	960
223	-3	957
214	24	953
202	5	944
205	-1	962
199	15	952
204	17	970
200	-18	973
197	1	978
202	4	950
220	14	978
191	-18	971
188	-8	967
195	-9	960
196	-11	953
211	-17	979
205	-21	997
204	-26	979
211	-17	983
210	-29	1000
205	-14	1004
206	-10	995
206	-28	994
212	-15	1016
203	-23	977
219	-28	994
206	-25	971
215	-34	983
208	-27	938
197	-32	954
205	-30	946
216	-13	958
223	-21	975
219	-21	984
214	-16	990
209	-24	983
209	-19	961
212	-18	947
223	-14	961
218	-19	973
211	-20	969
210	-13	966
212	0	971
210	-13	978
208	-10	961
208	-20	961
219	-5	970
212	-17	968
216	-22	978
208	-18	968
207	-14	960
209	-24	948
209	-12	956
201	-24	940
223	-25	958
173	-36	944
168	-41	953
223	-4	953
178	-52	976
191	-21	1022
177	-56	958
212	-50	987
178	-60	973
168	-64	998
210	-96	971
185	-72	950
165	-90	987
173	-88	980
178	-73	986
159	-56	983
156	-61	1002
159	-93	982
156	-49	972
140	-70	984
178	-97	1000
173	-66	962
171	-56	1005
144	-75	998
166	-88	1008
167	-73	977
146	-68	1001
128	-97	971
155	-102	955
150	-49	945
147	-103	971
153	-78	995
153	-76	976
133	-69	969
133	-84	984
110	-73	969
134	-47	990
122	-63	961
115	-102	990
106	-90	949
101	-70	943
97	-82	956
74	-124	937
105	-91	962
104	-67	982
124	-109	1009
135	-125	1009
127	-103	994
124	-132	1020
115	-157	1005
157	-118	1033
119	-158	1030
125	-176	1066
125	-172	1014
129	-133	1023
89	-169	984
99	-186	1022
89	-170	967
84	-173	992
111	-132	1022
70	-108	966
69	-160	960
91	-117	994
49	-124	961
66	-164	972
50	-148	959
94	-130	1005
100	-121	1019
108	-154	1034
132	-109	1021
135	-135	984
176	-120	991
203	-107	1017
230	-110	1040
211	-119	982
169	-122	995
148	-150	985
135	-150	996
66	-154	993
72	-118	989
69	-147	995
54	-155	946
84	-119	908
135	-151	959
151	-116	1023
128	-134	1028
156	-129	1005
156	-135	989
139	-133	968
131	-103	1037
94	-121	976
98	-68	986
87	-131	1002
81	-120	1085
77	-125	1015
113	-104	1057
92	-117	1005
103	-88	1019
108	-122	995
129	-114	1008
102	-118	974
107	-99	925
102	-124	914
111	-99	903
90	-108	932
94	-98	942
100	-92	976
40	-82	945
37	-134	950
50	-120	982
59	-114	953
82	-109	950
106	-116	1022
93	-147	976
130	-138	983
108	-127	990
122	-123	979
138	-144	1001
137	-89	1031
87	-125	1019
81	-174	1035
79	-145	1014
70	-98	1029
77	-117	1039
73	-116	1019
109	-110	986
107	-42	1003
98	-77	991
120	-113	990
134	-98	972
120	-40	978
122	-87	971
110	-98	980
94	-88	960
70	-69	975
53	-92	971
45	-84	961
39	-54	923
59	-56	949
75	-71	991
80	-74	991
83	-65	952
111	-80	968
114	-77	1000
118	-76	987
96	-92	976
88	-91	993
63	-105	996
57	-84	971
60	-92	986
54	-84	1008
63	-100	1011
71	-97	1019
84	-84	1005
105	-75	1036
100	-99	1009
125	-75	1004
113	-66	991
113	-83	999
102	-74	1003
85	-83	1009
71	-63	1001
53	-72	968
84	-64	955
88	-38	996
73	-52	1005
71	-61	989
78	-49	997
77	-59	982
100	-84	990
100	-54	986
112	-59	993
119	-55	1015
121	-86	1018
104	-65	1031
92	-69	1011
91	-90	1008
89	-72	998
76	-75	994
78	-76	991
102	-73	1000
100	-21	997
97	-61	994
97	-77	1007
98	-40	968
112	-32	1000
101	-64	1008
92	-79	998
85	-43	974
88	-49	985
92	-66	991
84	-54	976
80	-66	1031
88	-66	1002
91	-70	985
113	-65	993
130	-57	1006
103	-87	978
113	-73	962
124	-62	957
121	-77	995
122	-95	1003
131	-56	1008
110	-48	1006
101	-93	1029
104	-82	1024
95	-55	1001
80	-63	1006
95	-67	973
111	-63	992
98	-39	965
108	-35	969
115	-44	983
120	-35	990
114	-22	1000
99	-49	980
107	-46	968
117	-19	995
125	-42	1019
114	-50	1012
92	-37	989
97	-49	993
110	-43	993
108	-39	987
107	-36	1000
108	-49	996
142	-32	985
140	-17	989
124	-36	1012
110	-57	987
113	-48	961
127	-25	990
105	-15	984
122	-29	979
118	-15	980
101	-36	994
97	-15	972
114	-14	991
102	-9	988
101	-24	975
123	-2	966
124	3	974
124	-17	1007
121	-11	998
117	-24	988
105	12	968
117	-29	977
140	-2	1013
114	2	986
124	-14	989
134	14	992
123	-11	1019
116	-5	992
134	2	956
122	0	970
140	-10	1002
131	-4	1003
138	1	983
111	-25	1004
105	4	947
142	-2	981
130	-1	983
129	9	987
121	1	982
145	13	960
136	17	983
117	-29	964
131	-15	953
127	-4	995
126	-31	1007
143	-11	1008
132	5	1002
133	4	998
130	-24	1005
123	25	979
127	-4	996
119	-5	1010
99	-18	960
115	-7	959
129	15	956
140	4	961
132	-2	969
127	-5	968
135	-5	950
134	7	964
125	13	960
150	-1	1004
137	8	981
106	17	968
123	-10	997
114	-27	982
117	29	956
135	27	1003
124	7	953
125	-8	975
117	-19	955
130	-1	983
118	-16	969
127	-6	983
111	10	982
107	0	972
129	2	972
128	14	992
121	-1	984
126	-12	987
147	14	950
148	12	986
134	23	969
126	8	952
137	10	983
133	17	984
129	15	981
119	-23	980
129	-1	993
124	-2	971
147	10	979
123	-25	988
127	13	971
130	11	964
150	-17	1018
124	-8	981
135	15	981
113	-25	963
147	11	975
132	29	951
131	14	981
136	17	974
146	0	977
128	11	1000
155	-18	1010
154	28	1012
163	-13	994
141	16	980
160	2	983
153	51	979
164	-16	1021
140	32	978
178	44	994
153	16	1023
168	29	976
175	-16	986
163	39	968
133	-7	1046
151	-17	957
114	21	939
167	-26	1005
131	15	978
151	40	943
173	13	1009
171	28	981
166	-7	1043
146	88	956
203	-12	1012
153	52	995
165	29	942
167	13	983
162	36	958
157	-23	1013
173	101	920
203	42	986
190	55	956
190	40	975
171	43	949
161	28	964
144	11	860
207	68	879
191	49	909
238	43	934
213	51	988
229	124	974
216	-1	1006
183	44	997
220	28	941
221	23	1044
197	-26	985
207	32	958
192	14	998
168	-27	970
147	34	860
219	26	944
214	43	961
206	6	989
171	36	871
193	57	942
239	60	1052
270	71	1005
291	69	968
300	52	1043
265	0	914
284	12	931
303	58	934
315	32	980
331	39	927
378	42	902
383	48	995
380	75	945
408	72	882
407	88	954
344	77	861
429	87	954
441	54	862
419	93	930
459	85	922
424	88	969
406	42	901
404	94	973
412	64	921
411	41	921
417	60	803
374	61	899
412	73	935
454	69	967
399	98	884
447	61	891
398	64	948
422	113	912
413	66	915
453	76	882
416	71	947
425	112	961
429	59	943
442	78	919
440	91	888
464	79	900
465	35	912
464	84	908
457	72	873
452	78	910
425	55	909
415	87	894
421	73	894
418	74	909
400	39	913
403	82	885
408	93	878
394	54	931
392	69	946
372	81	901
377	74	897
339	41	897
361	73	891
400	36	1038
254	22	1005
344	93	996
309	22	961
321	49	1115
256	70	1005
259	50	993
318	37	1010
216	68	990
240	63	1012
284	51	961
268	70	1007
195	41	997
191	26	971
198	23	866
178	53	941
169	21	903
312	13	945
370	138	1019
287	122	1198
252	36	1155
305	-18	1010
340	73	1130
283	62	960
307	3	1065
293	-22	1048
234	42	949
235	104	938
151	69	973
147	74	980
134	62	794
146	74	907
104	3	839
106	58	839
122	76	777
137	54	839
104	-6	801
143	5	798
153	16	768
137	12	800
170	2	740
164	12	683
182	28	667
327	81	814
