A_X [mg]	A_Y [mg]	A_Z [mg]
13	879	-363
-613	500	-180
-940	432	-36
-920	480	16
-533	694	152
1069	1244	-7
3141	2325	-475
3332	1592	-105
1374	287	-299
595	-637	-168
469	-805	284
580	-1209	404
619	-819	282
1218	-612	5
3419	873	-443
3569	2147	-527
1488	1476	-633
385	1062	-480
-346	594	-251
-842	562	-121
-1073	389	26
-791	732	65
79	809	43
2474	2060	-378
4023	2338	-106
2086	787	-16
770	-250	-120
458	-676	263
429	-1215	491
425	-1128	278
705	-915	206
2776	377	-269
4220	2863	-605
2144	1698	-524
716	1385	-553
-255	553	-166
-821	488	-178
-1155	487	70
-996	613	-89
-479	842	85
1102	1453	-272
3917	2652	-443
3420	1598	-23
1113	239	-139
426	-484	112
402	-888	444
431	-1284	318
465	-1046	251
1527	-558	-39
4227	1125	-327
3428	2664	-476
1179	1725	-684
1	993	-419
-680	484	-233
-1252	416	-75
-1165	619	-45
-680	820	6
527	1208	-127
3018	2401	-619
3646	2142	-189
1793	645	-196
719	-364	-57
706	-691	322
570	-1230	441
500	-1098	281
1054	-627	105
3343	646	-494
3639	2292	-551
1694	1878	-693
496	1125	-568
-391	624	-279
-1033	483	-167
-1208	500	-30
-868	694	-81
137	1090	82
2317	1996	-454
3964	2380	-116
2308	964	-110
762	-75	-106
515	-574	-22
543	-793	238
345	-1362	283
631	-717	435
1597	-740	-362
3567	945	-891
3266	2691	-473
904	1234	-768
10	1017	-295
-745	352	-274
-1042	481	-34
-957	438	-155
-570	873	-10
623	1227	-110
2980	2391	-403
3626	2080	-141
1700	684	-69
643	-196	-47
742	-633	210
645	-1084	316
599	-1041	417
799	-577	289
2458	-12	13
4483	2465	-342
2390	2024	-519
562	1512	-665
-290	836	-467
-1287	699	-224
-1743	532	-48
-1191	943	-148
-397	922	84
1493	2131	-527
4135	3261	-595
3236	1731	83
1148	276	-99
691	-535	266
654	-780	414
484	-1243	447
669	-554	427
1317	-514	160
4031	1557	-451
3683	2757	-773
1155	2065	-989
-84	1335	-733
-937	609	-399
-1485	420	-160
-1348	580	-77
-683	864	12
422	1383	-1
2866	2834	-575
3906	2379	-90
1723	700	-112
777	-433	-37
871	-756	394
675	-1212	466
604	-964	422
902	-575	225
2834	626	-268
4137	2688	-645
2076	2391	-734
351	1548	-667
-619	692	-321
-1271	365	-107
-1390	452	47
-883	690	-43
-36	1022	42
1972	2249	-443
3764	2628	-502
2526	1372	-46
977	8	-70
817	-578	212
708	-890	374
645	-1226	337
761	-687	403
1611	-259	35
3754	1424	-501
2930	2679	-531
971	1423	-809
-6	867	-428
-615	317	-271
-914	440	-7
-885	456	-25
-589	791	66
429	1219	-74
2802	2246	-429
3610	2189	-39
1853	689	-1
801	-251	-30
698	-688	244
448	-1008	336
389	-1113	334
702	-524	292
2142	-253	-61
3979	2164	-293
2404	1670	-525
673	1072	-470
-155	594	-268
-630	444	-187
-868	526	70
-786	602	33
-340	826	174
1332	1331	-280
3503	2499	-324
3153	1604	235
1233	214	-265
617	-628	13
527	-769	357
