A_X [mg]	A_Y [mg]	A_Z [mg]
54	823	-586
-839	1673	-588
-650	1262	33
616	499	526
565	555	506
236	819	208
162	884	-122
-341	1689	-42
-244	1436	785
133	1280	740
-191	1730	-771
366	1477	-205
411	1378	276
305	724	-438
-81	341	-187
7	250	-370
66	15	-237
652	383	656
1291	1603	1411
971	1453	638
809	1043	-363
316	737	-671
-105	1216	-350
-710	1597	-251
-344	1097	-204
237	617	368
353	655	393
348	685	265
180	747	-90
-313	1500	32
-345	1608	625
151	1306	648
46	1687	-676
604	1502	-270
245	1253	365
142	649	-470
-67	316	-202
3	324	-365
98	53	-99
820	518	830
1107	1471	1102
615	718	-30
1165	1149	-486
139	1560	-326
-473	1017	-416
-645	1356	-327
-406	977	-85
542	700	446
433	688	398
240	871	-121
-409	1698	154
-191	1362	836
301	1082	588
-51	1456	254
340	1464	-920
242	1618	209
133	1416	143
185	545	-475
1	349	-221
71	183	-337
327	-46	342
1157	830	911
877	1553	773
1050	987	-52
786	990	-378
-84	1051	-349
-496	1354	-438
-612	1337	-193
74	756	207
584	684	410
388	677	337
175	769	-3
-331	1619	-297
-165	1501	955
164	1080	891
-19	1512	143
-69	1709	-833
265	1508	-251
509	1366	246
161	780	-410
-226	330	-286
-1	230	-488
294	-116	2
1117	784	940
1040	1492	970
673	626	50
821	1499	-400
9	1144	-483
-378	1062	-493
-751	1281	-230
-54	870	310
711	718	465
439	716	351
157	889	-29
-274	1434	-284
-192	1444	847
209	1085	987
-101	1482	141
-41	1612	-829
585	1438	-454
447	1342	371
250	761	-232
21	450	-259
-80	313	-305
89	158	-228
418	219	399
1196	1218	1280
797	1114	623
905	1160	-296
426	1089	-445
-129	881	-267
-493	1303	-211
-377	1111	-181
166	782	273
480	710	354
266	661	336
91	880	-93
-284	1650	-351
-152	1454	1202
113	1264	986
146	1455	-89
187	1541	-709
455	1586	-78
598	1060	203
101	640	-304
-286	376	-236
-48	178	-259
223	-174	295
1171	683	1017
861	1437	924
519	671	154
990	1453	-430
-135	948	-396
-422	1202	-511
-524	1183	-148
183	706	425
511	749	422
318	657	196
51	1170	-331
-477	1555	488
68	1178	1093
251	975	326
161	1680	-92
-22	1728	-855
495	1389	136
285	1023	-73
-136	484	-324
18	280	-280
82	18	-268
660	276	683
1162	1513	1205
704	926	334
883	1215	-384
246	1134	-485
-216	942	-432
-668	1453	-473
-303	987	210
614	672	490
461	768	306
296	594	85
-146	1203	-134
-383	1478	1050
97	1296	747
108	1503	-192
273	1459	-710
467	1386	16
250	1170	99
54	785	-338
-100	431	-192
122	273	-335
28	61	-88
663	333	675
1108	1372	1347
664	1219	359
782	1267	-478
100	791	-450
-14	977	-469
-774	1529	-317
-42	853	346
814	637	445
253	690	262
176	836	-235
-310	1618	-183
-310	1277	1171
274	1233	657
238	1817	-485
129	1491	-671
387	1446	138
269	1112	-57
-256	431	-388
72	194	-263
92	-91	-162
786	376	730
1130	1438	1349
871	1347	292
705	902	-586
121	849	-463
-327	1298	-357
-726	1448	-402
211	721	451
604	709	409
193	736	218
165	930	-129
-370	1692	-229
-273	1318	1098
381	1205	847
27	1835	-506
-19	1715	-849
532	1417	113
574	1060	141
-225	553	-330
3	322	-205
61	85	-290
630	2	592
1042	1210	1100
1111	1554	509
635	1170	-418
-143	639	-460
-251	1140	-554
-742	1466	-196
413	636	573
613	749	265
129	643	188
141	1007	-284
-391	1648	211
-178	1195	1431
366	1609	72
38	1689	-633
337	1472	-327
496	1546	248
195	891	-226
-106	375	-193
-74	251	-403
181	77	-219
373	73	285
1214	1087	1192
925	1310	778
817	1053	-394
377	1079	-490
-421	1114	-187
-691	1417	-528
-157	810	162
651	641	590
599	849	417
173	699	373
103	961	-148
-360	1677	-241
47	1211	1576
250	1629	203
-57	1799	-930
233	1510	-526
703	1257	153
439	905	34
-205	440	-150
-76	188	-302
197	97	-134
377	-21	342
1198	1099	1174
811	1320	848
772	966	-305
365	1201	-354
-222	986	-260
-544	1523	-681
-301	917	203
615	686	521
328	717	338
89	795	-72
-208	1517	-176
-269	1295	1268
342	1204	573
183	1826	-483
117	1557	-816
628	1317	337
382	1092	121
-204	674	-391
-28	256	-183
211	178	-347
338	46	338
1288	1000	1091
1176	1608	880
656	1192	-348
107	668	-585
-112	1075	-614
-792	1661	-393
-2	756	526
764	625	402
188	700	175
114	747	-120
-249	1453	1
-365	1394	928
276	1389	635
99	1717	-332
217	1552	-564
585	1315	151
231	1115	-149
-109	592	-288
-66	294	-328
252	221	-264
262	-91	70
1006	484	693
997	1391	1204
611	1163	239
567	1362	-612
-143	807	-395
-359	1403	-547
-483	1100	-64
266	686	525
514	721	310
256	677	111
46	1031	-165
-427	1585	190
-108	1220	1121
145	1538	227
46	1709	-852
659	1344	-140
514	1145	262
-0	855	-148
-181	344	-316
192	203	-336
120	-9	59
994	663	863
897	1413	1263
642	1083	350
858	1311	-493
298	866	-530
-265	1091	-362
-623	1466	-528
-303	1010	99
470	615	605
496	745	234
138	674	67
-50	1253	-312
-426	1665	354
76	1175	1265
174	1408	88
-124	1681	-729
250	1496	-35
565	1273	96
131	672	-246
-168	233	-252
126	147	-339
228	106	-46
912	459	773
1091	1399	1269
806	1036	256
804	1390	-676
7	938	-559
-890	1511	-621
-512	1127	-20
679	532	747
719	778	441
257	605	400
-115	1139	-177
-360	1588	101
152	1103	1429
122	1363	190
-108	1888	-950
436	1446	-48
500	1117	70
-122	607	-364
-184	122	-251
133	69	-411
369	53	171
1107	1077	1158
1159	1544	1058
902	1037	-87
528	1236	-726
-153	1031	-719
-705	1555	-718
-730	1280	-273
198	552	813
701	766	396
421	706	103
321	859	-96
-452	1670	440
-341	1242	997
86	1370	432
5	1771	-840
522	1397	130
252	1311	157
-191	629	-407
-87	163	-370
175	78	-496
573	150	412
1267	1347	1056
763	1518	941
803	1108	75
572	1074	-740
-344	1015	-393
-665	1557	-140
-23	739	123
569	560	428
301	674	177
337	860	-160
-121	1536	291
-485	1497	1511
108	851	783
175	1333	-839
-18	1784	-209
453	1475	483
196	1079	-472
-155	293	-334
231	-40	-344
317	-240	2
1080	1393	1221
512	1092	667
915	1054	-559
577	1590	-424
-442	1202	-373
-325	1305	-81
242	573	462
386	666	410
299	551	-87
-212	1582	-92
-543	1456	1056
221	1292	729
98	1739	-815
442	1570	-171
574	1270	306
-48	745	-333
-332	369	-325
211	13	-449
474	-54	320
1233	1099	1266
1054	1582	1037
440	435	42
908	1314	-690
163	1756	-154
-251	839	-564
-375	1225	-604
-366	961	241
608	701	482
454	595	212
165	926	-159
-485	1568	149
-322	1147	1000
468	1551	176
50	1785	-857
462	1546	323
433	1328	105
-216	614	-522
-88	158	-307
302	-33	-476
546	179	650
1204	1568	1383
522	693	556
792	838	-355
701	1607	-460
-103	826	-475
-664	1508	-560
-519	1091	1
341	647	499
614	681	504
248	618	190
60	1205	-569
-379	1629	535
-58	951	1539
422	1447	-423
-47	1978	-899
400	1421	327
508	1029	-132
-439	439	-578
210	3	-326
269	-409	-13
1300	1072	1280
752	1218	662
849	921	-287
656	1732	-408
-206	853	-569
-372	1270	-724
-777	1488	-110
20	732	613
528	645	448
475	628	45
22	1341	-230
-618	1634	975
70	1072	877
249	1689	-733
168	1569	-353
782	1301	432
402	1017	-73
-230	776	-390
22	247	-247
138	-45	-255
521	380	685
1192	1512	1421
943	1194	385
654	1036	-609
57	944	-772
-522	1354	-362
-692	1381	-56
-1	617	222
450	782	344
345	722	216
255	872	-101
-295	1678	69
-306	1342	1198
-43	1501	696
274	1561	-636
514	1291	-508
367	1092	432
142	893	-190
-99	464	-291
61	248	-216
212	148	-39
979	1015	1316
1093	1411	926
862	1019	-392
389	1048	-614
-322	881	-596
-806	1671	-533
-467	877	218
598	574	588
529	731	285
298	842	-187
-196	1536	73
-404	1394	1182
168	1508	256
243	1561	-757
492	1211	136
302	991	-118
-138	683	-209
-110	354	-246
191	288	-351
299	238	85
1158	1349	1406
733	1065	829
692	1200	-394
257	1048	-531
-30	746	-566
-663	1612	-530
-112	768	372
669	714	450
365	725	88
237	670	-132
-84	1392	35
-522	1459	932
195	1202	592
373	1678	-291
165	1595	-611
594	1090	203
407	823	-170
-318	629	-498
16	452	-70
276	215	-233
1032	1128	1305
1079	1306	1117
874	1033	70
401	1015	-490
122	637	-753
-683	1701	-636
-376	908	452
714	613	527
386	737	89
232	724	-153
-222	1408	192
-404	1365	843
200	1383	527
298	1592	-350
446	1391	-474
532	1122	443
62	811	-404
-262	481	-339
125	319	-183
270	132	-157
1067	1264	1342
819	1157	951
759	988	-123
281	1095	-627
9	740	-693
-695	1684	-561
-126	832	459
763	631	420
320	706	61
150	882	-176
-136	1475	117
-333	1358	996
143	1417	502
244	1579	-464
431	1403	-253
