STEVAL-STWINKT1 (ISM330DHCX) 


A_X [g]	A_Y [g]	A_Z [g]	G_X [mdps]	G_Y [mdps]	G_Z [mdps]	
  -0.707661000	   0.195566000	   1.077138000	4795.000000000	-2082.500000000	-463.750000000	
   0.475129000	   0.167384000	   1.088545000	-315.000000000	-10430.000000000	-6938.750000000	
   0.438773000	  -0.266753000	   0.955626000	-3290.000000000	4821.250000000	2292.500000000	
  -0.694241000	  -0.159149000	   0.942938000	1828.750000000	6536.250000000	5127.500000000	
  -0.142984000	   0.211182000	   1.178642000	2633.750000000	-10377.500000000	-5862.500000000	
   0.715042000	   0.057157000	   0.889380000	-2038.750000000	-3788.750000000	-3342.500000000	
  -0.076250000	  -0.420168000	   0.962214000	-2336.250000000	8330.000000000	5626.250000000	
  -0.740967000	   0.172020000	   1.067012000	4663.750000000	-848.750000000	 253.750000000	
   0.421449000	   0.169763000	   1.106479000	 -87.500000000	-10788.750000000	-7061.250000000	
   0.483181000	  -0.238022000	   0.954223000	-3167.500000000	4226.250000000	1741.250000000	
  -0.638426000	  -0.195261000	   0.921100000	1321.250000000	6895.000000000	5416.250000000	
  -0.208986000	   0.210755000	   1.170834000	2870.000000000	-9870.000000000	-5293.750000000	
   0.701500000	   0.076250000	   0.908717000	-1758.750000000	-4567.500000000	-3902.500000000	
  -0.021594000	  -0.410652000	   0.978074000	-2563.750000000	7936.250000000	5363.750000000	
  -0.757864000	   0.147254000	   1.050237000	4366.250000000	  43.750000000	 892.500000000	
   0.362950000	   0.170007000	   1.121485000	 166.250000000	-10937.500000000	-7096.250000000	
   0.528382000	  -0.201117000	   0.945683000	-3193.750000000	3263.750000000	1251.250000000	
  -0.582306000	  -0.228445000	   0.904752000	 883.750000000	7227.500000000	5626.250000000	
  -0.273768000	   0.211609000	   1.168821000	3132.500000000	-9336.250000000	-4795.000000000	
   0.688202000	   0.092232000	   0.925675000	-1461.250000000	-5267.500000000	-4436.250000000	
   0.035136000	  -0.403759000	   0.990091000	-2782.500000000	7752.500000000	5048.750000000	
  -0.777811000	   0.116632000	   1.027789000	4217.500000000	 848.750000000	1522.500000000	
   0.304329000	   0.172142000	   1.139236000	 586.250000000	-11156.250000000	-7087.500000000	
   0.562542000	  -0.170251000	   0.935252000	-3123.750000000	2441.250000000	 761.250000000	
  -0.513864000	  -0.262483000	   0.910791000	 490.000000000	7516.250000000	5757.500000000	
  -0.342271000	   0.215452000	   1.147654000	3447.500000000	-8225.000000000	-4226.250000000	
   0.667157000	   0.109617000	   0.947635000	-1163.750000000	-6186.250000000	-4873.750000000	
   0.089670000	  -0.389119000	   0.995947000	-3088.750000000	7341.250000000	4777.500000000	
  -0.787998000	   0.085339000	   1.017236000	4235.000000000	2030.000000000	2073.750000000	
   0.248575000	   0.168543000	   1.149728000	 533.750000000	-11165.000000000	-7096.250000000	
   0.594811000	  -0.127612000	   0.915488000	-2765.000000000	1540.000000000	 262.500000000	
  -0.447984000	  -0.298900000	   0.917684000	 -43.750000000	7673.750000000	5888.750000000	
  -0.403088000	   0.219234000	   1.140334000	3683.750000000	-7271.250000000	-3718.750000000	
   0.639524000	   0.117486000	   0.974719000	-1268.750000000	-6912.500000000	-5241.250000000	
   0.151890000	  -0.374784000	   0.986370000	-3281.250000000	7061.250000000	4436.250000000	
  -0.789828000	   0.048312000	   0.997350000	3955.000000000	2975.000000000	2660.000000000	
   0.184891000	   0.175497000	   1.164551000	1015.000000000	-11147.500000000	-6982.500000000	
   0.625006000	  -0.092598000	   0.915854000	-2835.000000000	 612.500000000	-358.750000000	
  -0.382043000	  -0.325008000	   0.911462000	-463.750000000	7910.000000000	5906.250000000	
  -0.467565000	   0.215086000	   1.128561000	3832.500000000	-6160.000000000	-3027.500000000	
   0.607316000	   0.130662000	   0.993690000	-875.000000000	-7560.000000000	-5713.750000000	
   0.208803000	  -0.352946000	   0.993019000	-3447.500000000	6588.750000000	4103.750000000	
  -0.777994000	   0.002074000	   0.987285000	3561.250000000	3928.750000000	3185.000000000	
   0.111142000	   0.182390000	   1.170102000	1505.000000000	-11112.500000000	-6798.750000000	
   0.658678000	  -0.061488000	   0.904020000	-2756.250000000	-463.750000000	-980.000000000	
  -0.313418000	  -0.347273000	   0.911584000	-857.500000000	8120.000000000	5888.750000000	
  -0.534055000	   0.208376000	   1.118557000	4060.000000000	-5293.750000000	-2318.750000000	
   0.569008000	   0.142191000	   1.029253000	-630.000000000	-8286.250000000	-6116.250000000	
   0.271023000	  -0.332877000	   0.979782000	-3596.250000000	6133.750000000	3596.250000000	
  -0.761646000	  -0.040016000	   0.975634000	3298.750000000	4558.750000000	3666.250000000	
   0.040443000	   0.189100000	   1.167418000	1741.250000000	-10998.750000000	-6597.500000000	
   0.681492000	  -0.025864000	   0.914512000	-2520.000000000	-1426.250000000	-1513.750000000	
  -0.244122000	  -0.371185000	   0.916220000	-1338.750000000	8277.500000000	5915.000000000	
  -0.596336000	   0.198921000	   1.101538000	4208.750000000	-4138.750000000	-1653.750000000	
   0.530090000	   0.151280000	   1.059875000	-420.000000000	-9030.000000000	-6483.750000000	
   0.332999000	  -0.304451000	   0.968924000	-3718.750000000	5407.500000000	3176.250000000	
  -0.733708000	  -0.088145000	   0.959591000	2896.250000000	5521.250000000	4243.750000000	
  -0.034160000	   0.196786000	   1.176690000	2117.500000000	-10727.500000000	-6282.500000000	
   0.697169000	   0.009150000	   0.907070000	-2467.500000000	-2406.250000000	-2248.750000000	
  -0.175558000	  -0.386923000	   0.928603000	-1610.000000000	8347.500000000	5748.750000000	
  -0.653615000	   0.185135000	   1.092937000	4121.250000000	-3062.500000000	-901.250000000	
   0.483364000	   0.163175000	   1.076894000	-218.750000000	-9660.000000000	-6781.250000000	
   0.399489000	  -0.275476000	   0.963129000	-3500.000000000	4812.500000000	2695.000000000	
  -0.693936000	  -0.139385000	   0.932080000	2380.000000000	6072.500000000	4690.000000000	
  -0.112240000	   0.204411000	   1.180655000	2668.750000000	-10447.500000000	-5827.500000000	
   0.701256000	   0.039467000	   0.909144000	-2458.750000000	-3543.750000000	-2808.750000000	
  -0.100528000	  -0.399550000	   0.950136000	-1846.250000000	8461.250000000	5468.750000000	
  -0.717116000	   0.164273000	   1.074637000	3955.000000000	-1732.500000000	 -61.250000000	
   0.434259000	   0.171776000	   1.107882000	  70.000000000	-10246.250000000	-6930.000000000	
   0.461160000	  -0.242292000	   0.944585000	-3701.250000000	4112.500000000	2003.750000000	
  -0.646051000	  -0.189527000	   0.924516000	1881.250000000	6755.000000000	5083.750000000	
  -0.191052000	   0.213134000	   1.169065000	3071.250000000	-9843.750000000	-5460.000000000	
   0.699670000	   0.073505000	   0.926468000	-1925.000000000	-4497.500000000	-3535.000000000	
  -0.027267000	  -0.412421000	   0.955077000	-2633.750000000	8050.000000000	5311.250000000	
  -0.761890000	   0.141276000	   1.052738000	4445.000000000	-148.750000000	 586.250000000	
   0.373503000	   0.177632000	   1.134356000	 385.000000000	-10780.000000000	-7166.250000000	
   0.518805000	  -0.201483000	   0.933666000	-3745.000000000	3123.750000000	1522.500000000	
  -0.580903000	  -0.235460000	   0.922076000	1583.750000000	7507.500000000	5433.750000000	
  -0.275354000	   0.216916000	   1.154608000	3123.750000000	-9021.250000000	-4900.000000000	
   0.692960000	   0.098393000	   0.947574000	-1557.500000000	-5565.000000000	-4208.750000000	
   0.045018000	  -0.409859000	   0.953308000	-3106.250000000	7813.750000000	5110.000000000	
  -0.794708000	   0.110410000	   1.044137000	4287.500000000	1067.500000000	1408.750000000	
   0.307806000	   0.180255000	   1.152595000	 586.250000000	-11147.500000000	-7297.500000000	
   0.573034000	  -0.157441000	   0.916281000	-3683.750000000	2152.500000000	 857.500000000	
  -0.512278000	  -0.282064000	   0.914695000	1023.750000000	8041.250000000	5696.250000000	
  -0.361730000	   0.221369000	   1.155218000	3587.500000000	-8198.750000000	-4217.500000000	
   0.674782000	   0.121024000	   0.962458000	-1443.750000000	-6588.750000000	-4830.000000000	
   0.116388000	  -0.400404000	   0.969595000	-2931.250000000	7665.000000000	4672.500000000	
  -0.815021000	   0.066734000	   1.016870000	3605.000000000	2143.750000000	2301.250000000	
   0.235704000	   0.189161000	   1.166076000	1076.250000000	-11445.000000000	-7271.250000000	
   0.618662000	  -0.118584000	   0.909205000	-3456.250000000	1111.250000000	  70.000000000	
  -0.430599000	  -0.317505000	   0.910364000	 376.250000000	8216.250000000	5941.250000000	
  -0.443287000	   0.221552000	   1.146373000	3946.250000000	-6912.500000000	-3447.500000000	
   0.643916000	   0.134566000	   0.975878000	-1277.500000000	-7542.500000000	-5407.500000000	
   0.188856000	  -0.381982000	   0.988017000	-2983.750000000	7332.500000000	4103.750000000	
  -0.817949000	   0.024034000	   0.991921000	3220.000000000	3263.750000000	3027.500000000	
   0.157258000	   0.192394000	   1.178154000	1452.500000000	-11628.750000000	-7052.500000000	
   0.658556000	  -0.075884000	   0.890661000	-3150.000000000	  87.500000000	-761.250000000	
  -0.350567000	  -0.350628000	   0.924394000	-332.500000000	8321.250000000	5976.250000000	
  -0.519964000	   0.219722000	   1.126304000	4156.250000000	-5740.000000000	-2616.250000000	
   0.600911000	   0.146949000	   1.009855000	-953.750000000	-8365.000000000	-5950.000000000	
   0.257176000	  -0.354105000	   0.984479000	-3123.750000000	6720.000000000	3666.250000000	
  -0.797209000	  -0.025315000	   0.984113000	3053.750000000	4322.500000000	3701.250000000	
   0.073627000	   0.194407000	   1.173701000	1592.500000000	-11453.750000000	-6842.500000000	
   0.686128000	  -0.031781000	   0.890966000	-2817.500000000	-1111.250000000	-1452.500000000	
  -0.266265000	  -0.380213000	   0.921100000	-883.750000000	8522.500000000	5941.250000000	
  -0.591456000	   0.215574000	   1.115934000	4366.250000000	-4427.500000000	-1811.250000000	
   0.549000000	   0.149572000	   1.053470000	-743.750000000	-9073.750000000	-6396.250000000	
   0.328790000	  -0.317505000	   0.964654000	-3228.750000000	6011.250000000	3202.500000000	
  -0.757803000	  -0.079910000	   0.961238000	2581.250000000	5206.250000000	4366.250000000	
  -0.014396000	   0.199653000	   1.178825000	1881.250000000	-11068.750000000	-6405.000000000	
   0.697169000	   0.007808000	   0.890539000	-2327.500000000	-2292.500000000	-2222.500000000	
  -0.180316000	  -0.400648000	   0.949099000	-1688.750000000	8356.250000000	5775.000000000	
  -0.658190000	   0.197945000	   1.087020000	4488.750000000	-2931.250000000	-901.250000000	
   0.492026000	   0.158722000	   1.073905000	-376.250000000	-9791.250000000	-6746.250000000	
   0.393389000	  -0.282003000	   0.963922000	-3132.500000000	5171.250000000	2572.500000000	
  -0.702903000	  -0.129991000	   0.950502000	1960.000000000	5897.500000000	4865.000000000	
  -0.103822000	   0.199470000	   1.171993000	2353.750000000	-10526.250000000	-5845.000000000	
   0.699792000	   0.040870000	   0.891820000	-2187.500000000	-3307.500000000	-3027.500000000	
  -0.101382000	  -0.399733000	   0.963800000	-2012.500000000	8181.250000000	5547.500000000	
  -0.707905000	   0.171654000	   1.075918000	4383.750000000	-1408.750000000	 -35.000000000	
   0.419497000	   0.163053000	   1.097512000	-140.000000000	-10281.250000000	-6868.750000000	
   0.463356000	  -0.243024000	   0.954467000	-3211.250000000	4340.000000000	1872.500000000	
  -0.633058000	  -0.178852000	   0.922381000	1391.250000000	6510.000000000	5250.000000000	
  -0.191967000	   0.200934000	   1.172481000	2817.500000000	-9843.750000000	-5293.750000000	
   0.688995000	   0.069906000	   0.911706000	-1758.750000000	-4427.500000000	-3841.250000000	
  -0.024339000	  -0.398635000	   0.974170000	-2493.750000000	7866.250000000	5241.250000000	
  -0.746091000	   0.142374000	   1.050054000	4322.500000000	-192.500000000	 848.750000000	
   0.355996000	   0.164273000	   1.122705000	 175.000000000	-10736.250000000	-7078.750000000	
   0.514657000	  -0.193675000	   0.947147000	-2966.250000000	3246.250000000	1207.500000000	
  -0.558760000	  -0.232288000	   0.907619000	 700.000000000	7008.750000000	5547.500000000	
  -0.278831000	   0.211426000	   1.157414000	3150.000000000	-8828.750000000	-4646.250000000	
   0.666852000	   0.089853000	   0.935374000	-1496.250000000	-5521.250000000	-4471.250000000	
   0.053985000	  -0.390583000	   0.997289000	-2747.500000000	7595.000000000	4865.000000000	
  -0.770796000	   0.102846000	   1.025532000	4138.750000000	1321.250000000	1645.000000000	
   0.278465000	   0.168543000	   1.136247000	 630.000000000	-10998.750000000	-7026.250000000	
   0.568642000	  -0.148718000	   0.932690000	-3211.250000000	2091.250000000	 507.500000000	
  -0.473238000	  -0.268949000	   0.907558000	 350.000000000	7603.750000000	5748.750000000	
  -0.366061000	   0.207522000	   1.150521000	3386.250000000	-7805.000000000	-3797.500000000	
   0.638731000	   0.116144000	   0.958066000	-1085.000000000	-6422.500000000	-5101.250000000	
   0.126209000	  -0.376248000	   0.996984000	-3045.000000000	7113.750000000	4453.750000000	
  -0.773968000	   0.056730000	   1.003694000	3841.250000000	2537.500000000	2441.250000000	
   0.189405000	   0.170434000	   1.159976000	 962.500000000	-11138.750000000	-6895.000000000	
   0.614331000	  -0.101565000	   0.917196000	-2870.000000000	 805.000000000	-332.500000000	
  -0.387899000	  -0.315431000	   0.908473000	-463.750000000	7787.500000000	5827.500000000	
  -0.453596000	   0.208742000	   1.127280000	3823.750000000	-6343.750000000	-3036.250000000	
   0.598898000	   0.129991000	   0.996740000	-866.250000000	-7455.000000000	-5652.500000000	
   0.204960000	  -0.351482000	   0.993629000	-3438.750000000	6658.750000000	3990.000000000	
  -0.765489000	   0.005063000	   0.989908000	3543.750000000	3508.750000000	3167.500000000	
   0.106994000	   0.177510000	   1.157658000	1347.500000000	-11138.750000000	-6667.500000000	
   0.645807000	  -0.054656000	   0.910913000	-2712.500000000	-516.250000000	-980.000000000	
  -0.297009000	  -0.347517000	   0.930860000	-875.000000000	7971.250000000	5801.250000000	
  -0.535763000	   0.205326000	   1.104222000	4068.750000000	-4830.000000000	-2283.750000000	
   0.553880000	   0.139568000	   1.029314000	-647.500000000	-8391.250000000	-6133.750000000	
   0.280417000	  -0.317322000	   0.971669000	-3395.000000000	5976.250000000	3526.250000000	
  -0.740296000	  -0.053680000	   0.979843000	3080.000000000	4733.750000000	3841.250000000	
   0.017934000	   0.182024000	   1.167418000	1636.250000000	-10780.000000000	-6501.250000000	
   0.672159000	  -0.006527000	   0.908168000	-2345.000000000	-1863.750000000	-1741.250000000	
  -0.209230000	  -0.381860000	   0.940559000	-1583.750000000	8015.000000000	5748.750000000	
  -0.612013000	   0.200080000	   1.077992000	4418.750000000	-3386.250000000	-1408.750000000	
   0.503006000	   0.145790000	   1.072868000	-490.000000000	-9301.250000000	-6501.250000000	
   0.352153000	  -0.275842000	   0.951844000	-3482.500000000	5320.000000000	2931.250000000	
  -0.705404000	  -0.116144000	   0.975146000	2581.250000000	5512.500000000	4401.250000000	
  -0.071065000	   0.192516000	   1.163758000	2038.750000000	-10465.000000000	-6098.750000000	
   0.685335000	   0.030073000	   0.912499000	-1907.500000000	-3071.250000000	-2458.750000000	
  -0.123647000	  -0.400404000	   0.936106000	-2310.000000000	8050.000000000	5617.500000000	
  -0.677649000	   0.178059000	   1.077138000	4681.250000000	-1968.750000000	-542.500000000	
   0.440908000	   0.160247000	   1.096719000	-402.500000000	-9966.250000000	-6842.500000000	
   0.426573000	  -0.236741000	   0.950807000	-3220.000000000	4401.250000000	2336.250000000	
  -0.648064000	  -0.177327000	   0.955077000	1688.750000000	6273.750000000	4917.500000000	
  -0.164822000	   0.206363000	   1.152595000	2826.250000000	-9660.000000000	-5556.250000000	
   0.693204000	   0.062647000	   0.922625000	-1881.250000000	-4156.250000000	-3316.250000000	
  -0.045384000	  -0.404979000	   0.942694000	-2633.750000000	8023.750000000	5390.000000000	
  -0.737978000	   0.147559000	   1.069635000	4550.000000000	-498.750000000	 455.000000000	
   0.375638000	   0.166957000	   1.119472000	 -35.000000000	-10753.750000000	-7000.000000000	
   0.496967000	  -0.198860000	   0.951783000	-3150.000000000	3403.750000000	1575.000000000	
  -0.577670000	  -0.233508000	   0.919514000	 866.250000000	6965.000000000	5311.250000000	
  -0.260104000	   0.214659000	   1.151985000	3193.750000000	-9038.750000000	-4935.000000000	
   0.682468000	   0.096441000	   0.934093000	-1496.250000000	-5285.000000000	-4130.000000000	
   0.034587000	  -0.402173000	   0.965203000	-2992.500000000	7717.500000000	5048.750000000	
  -0.777262000	   0.107238000	   1.047248000	4357.500000000	 927.500000000	1356.250000000	
   0.304085000	   0.178242000	   1.141981000	 542.500000000	-11086.250000000	-7140.000000000	
   0.563457000	  -0.156526000	   0.932629000	-3228.750000000	2301.250000000	 831.250000000	
  -0.501359000	  -0.284382000	   0.909937000	 411.250000000	7612.500000000	5678.750000000	
  -0.355203000	   0.218441000	   1.146983000	3447.500000000	-8163.750000000	-4226.250000000	
   0.660203000	   0.124562000	   0.954162000	-1085.000000000	-6335.000000000	-4830.000000000	
   0.116205000	  -0.400709000	   0.985455000	-3508.750000000	7288.750000000	4672.500000000	
  -0.801052000	   0.067649000	   1.016565000	4278.750000000	2441.250000000	2213.750000000	
   0.224480000	   0.188124000	   1.152046000	 848.750000000	-11366.250000000	-7131.250000000	
   0.616283000	  -0.111142000	   0.932568000	-2992.500000000	1102.500000000	  87.500000000	
  -0.416447000	  -0.327326000	   0.896517000	-323.750000000	8015.000000000	5967.500000000	
  -0.447984000	   0.221125000	   1.137406000	3902.500000000	-7008.750000000	-3403.750000000	
   0.629520000	   0.143533000	   0.989481000	-1050.000000000	-7463.750000000	-5486.250000000	
   0.195871000	  -0.382287000	   0.997045000	-3657.500000000	6860.000000000	4147.500000000	
  -0.802638000	   0.020252000	   0.978257000	3920.000000000	3753.750000000	2948.750000000	
   0.134688000	   0.193309000	   1.177300000	1426.250000000	-11663.750000000	-6842.500000000	
   0.665266000	  -0.067832000	   0.905484000	-3080.000000000	-218.750000000	-743.750000000	
  -0.335134000	  -0.356484000	   0.910303000	-463.750000000	8470.000000000	5897.500000000	
  -0.535946000	   0.213927000	   1.128744000	3736.250000000	-5766.250000000	-2485.000000000	
   0.592188000	   0.154574000	   1.014430000	-665.000000000	-8347.500000000	-6063.750000000	
   0.272243000	  -0.354776000	   0.987712000	-3657.500000000	6291.250000000	3570.000000000	
  -0.783850000	  -0.034160000	   0.967155000	3325.000000000	4611.250000000	3736.250000000	
   0.046970000	   0.199592000	   1.183644000	1855.000000000	-11523.750000000	-6571.250000000	
   0.693814000	  -0.025620000	   0.899689000	-2878.750000000	-1417.500000000	-1575.000000000	
  -0.246867000	  -0.380579000	   0.913048000	-1268.750000000	8452.500000000	5906.250000000	
  -0.613294000	   0.206302000	   1.115385000	4278.750000000	-4033.750000000	-1540.000000000	
   0.537776000	   0.162687000	   1.054812000	-315.000000000	-9056.250000000	-6545.000000000	
   0.346724000	  -0.318908000	   0.977098000	-3832.500000000	5670.000000000	3045.000000000	
  -0.747311000	  -0.089304000	   0.952271000	2905.000000000	5477.500000000	4410.000000000	
  -0.041297000	   0.203862000	   1.171749000	2213.750000000	-10990.000000000	-6273.750000000	
   0.705587000	   0.014152000	   0.912316000	-2362.500000000	-2590.000000000	-2388.750000000	
  -0.156587000	  -0.402356000	   0.921039000	-1942.500000000	8321.250000000	5740.000000000	
  -0.677466000	   0.193065000	   1.092571000	4480.000000000	-2458.750000000	-770.000000000	
   0.475678000	   0.160003000	   1.091961000	-341.250000000	-9852.500000000	-6868.750000000	
   0.414739000	  -0.271816000	   0.957639000	-3727.500000000	4768.750000000	2458.750000000	
  -0.686677000	  -0.147803000	   0.944890000	2406.250000000	6405.000000000	4935.000000000	
  -0.134810000	   0.208010000	   1.162233000	2432.500000000	-10281.250000000	-5713.750000000	
   0.706746000	   0.049715000	   0.921283000	-1995.000000000	-3736.250000000	-3263.750000000	
  -0.076128000	  -0.405528000	   0.938485000	-2397.500000000	8102.500000000	5503.750000000	
  -0.728218000	   0.165981000	   1.074637000	4401.250000000	-1137.500000000	 227.500000000	
   0.400831000	   0.163785000	   1.117642000	  78.750000000	-10333.750000000	-7148.750000000	
   0.480741000	  -0.227896000	   0.947391000	-3736.250000000	3683.750000000	1680.000000000	
  -0.605913000	  -0.198128000	   0.923479000	1723.750000000	6947.500000000	5276.250000000	
  -0.230763000	   0.209108000	   1.155828000	2852.500000000	-9397.500000000	-5066.250000000	
   0.689178000	   0.077897000	   0.937143000	-1627.500000000	-4917.500000000	-4051.250000000	
   0.005795000	  -0.395646000	   0.959652000	-2625.000000000	7805.000000000	5110.000000000	
  -0.763415000	   0.127368000	   1.056276000	4042.500000000	 218.750000000	1260.000000000	
   0.322995000	   0.163419000	   1.139785000	 411.250000000	-10736.250000000	-7210.000000000	
   0.544303000	  -0.174155000	   0.920917000	-3412.500000000	2450.000000000	 901.250000000	
  -0.516243000	  -0.251747000	   0.910852000	1120.000000000	7402.500000000	5652.500000000	
  -0.327082000	   0.211670000	   1.155035000	3430.000000000	-8067.500000000	-4252.500000000	
   0.658068000	   0.097844000	   0.954650000	-1496.250000000	-6238.750000000	-4751.250000000	
   0.093879000	  -0.381372000	   0.982832000	-2555.000000000	7560.000000000	4593.750000000	
  -0.786473000	   0.077043000	   1.019920000	3438.750000000	1872.500000000	2222.500000000	
   0.236558000	   0.168848000	   1.153510000	 813.750000000	-10937.500000000	-7008.750000000	
   0.592005000	  -0.120963000	   0.913902000	-3150.000000000	1312.500000000	 -70.000000000	
