STEVAL-MKI251A (LSM6DSV320X)

G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-42.0438 	 3.75375 	 -3.045 	
-43.8813 	 6.88625 	 -5.18 	
-47.145 	 7.7875 	 -4.76 	
-60.5763 	 7.7175 	 -2.0125 	
-89.6 	 4.61125 	 4.9175 	
-147.7 	 11.7075 	 17.0275 	
-217.158 	 25.305 	 28.9013 	
-251.703 	 28.63 	 36.6188 	
-245.989 	 27.0463 	 33.4075 	
-220.658 	 28.1225 	 23.3888 	
-187.434 	 33.9413 	 14.9188 	
-159.119 	 38.2463 	 5.27625 	
-150.063 	 36.8463 	 -6.44 	
-163.59 	 29.645 	 -14.6475 	
-175.193 	 22.4088 	 -18.0863 	
-173.25 	 19.9238 	 -15.9075 	
-154.271 	 15.0588 	 -14.5775 	
-139.221 	 14.4288 	 -11.6463 	
-129.369 	 14.665 	 -8.39125 	
-124.32 	 11.3138 	 -2.35375 	
-138.775 	 10.7888 	 9.2925 	
-145.215 	 13.5538 	 16.0038 	
-129.946 	 15.7675 	 11.585 	
-132.843 	 16.3013 	 6.18625 	
-152.95 	 10.5438 	 8.26875 	
-171.693 	 8.295 	 13.1163 	
-176.943 	 7.97125 	 15.19 	
-171.299 	 7.7875 	 13.3788 	
-168.368 	 6.09 	 12.5213 	
-182.35 	 5.48625 	 15.8638 	
-198.398 	 9.87 	 17.4738 	
-201.486 	 10.7888 	 18.2613 	
-201.836 	 8.46125 	 18.3488 	
-200.804 	 2.30125 	 13.65 	
-177.441 	 0.7875 	 5.8275 	
-149.564 	 7.49 	 3.29875 	
-135.958 	 11.76 	 6.195 	
-138.661 	 6.965 	 8.995 	
-137.918 	 3.255 	 11.1738 	
-142.879 	 -1.00625 	 11.8125 	
-152.731 	 -0.21 	 10.57 	
-163.476 	 1.68 	 6.8775 	
-160.869 	 1.05875 	 1.86375 	
-169.663 	 -5.5125 	 6.9475 	
-174.081 	 -8.47 	 13.475 	
-150.334 	 -5.45125 	 11.1125 	
-129.614 	 -0.2625 	 7.3675 	
-120.645 	 0.5425 	 7.81375 	
-111.221 	 -2.52 	 9.52875 	
-106.181 	 -6.18625 	 11.1563 	
-115.561 	 -6.2825 	 10.5438 	
-127.085 	 -2.37125 	 9.56375 	
-129.299 	 -0.21 	 11.7688 	
-123.156 	 2.09125 	 14.1838 	
-96.215 	 2.695 	 16.1963 	
-94.8238 	 4.27875 	 15.4788 	
-104.755 	 9.44125 	 15.47 	
-105.105 	 9.70375 	 12.1013 	
-100.284 	 3.42125 	 3.31625 	
-122.754 	 6.8775 	 -0.69125 	
-134.619 	 17.3775 	 4.05125 	
-121.363 	 24.0888 	 11.0425 	
-106.531 	 23.0825 	 9.0475 	
-88.2875 	 11.9788 	 -3.535 	
-78.2075 	 -2.17 	 -16.5725 	
-94.9025 	 0.41125 	 -17.675 	
-101.666 	 17.4825 	 -4.57625 	
-101.701 	 27.5188 	 13.8863 	
-107.599 	 25.5413 	 19.74 	
-105.28 	 20.4313 	 10.6838 	
-102.865 	 20.8338 	 2.61625 	
-99.7588 	 25.2963 	 -0.53375 	
-86.4325 	 25.13 	 1.84625 	
-78.1288 	 22.6713 	 7.34125 	
-82.2938 	 16.695 	 7.2625 	
-95.4188 	 17.9725 	 7.525 	
-114.861 	 25.6463 	 3.5 	
-117.521 	 35.6038 	 4.2525 	
-127.601 	 42.7175 	 9.625 	
-141.969 	 45.3688 	 17.255 	
-153.528 	 47.985 	 21.3063 	
-171.185 	 56.8313 	 27.8163 	
-184.126 	 65.6338 	 32.095 	
-168.298 	 61.2063 	 32.7513 	
-143.561 	 45.815 	 22.225 	
-104.563 	 27.3613 	 7.48125 	
-63.4113 	 9.65125 	 1.77625 	
-53.4888 	 -5.39875 	 4.47125 	
-64.4263 	 -11.515 	 -0.32375 	
-73.8238 	 -10.6488 	 -1.225 	
-85.6625 	 -7.30625 	 2.8175 	
-98.7613 	 -6.51 	 4.10375 	
-108.483 	 -10.6225 	 4.515 	
