STEVAL-MKI251A (LSM6DSV320X)

G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
50.225 	 2.8 	 -4.1475 	
41.3 	 2.94875 	 -2.59 	
34.195 	 1.26875 	 -2.765 	
37.1788 	 1.05 	 -1.96875 	
31.36 	 2.6775 	 -0.14875 	
36.8288 	 1.88125 	 0.4025 	
31.0188 	 5.53 	 0.39375 	
33.1363 	 3.96375 	 -0.175 	
42.455 	 2.7825 	 -2.52 	
37.4938 	 3.22 	 -3.31625 	
33.3813 	 2.24 	 -1.86375 	
31.2725 	 2.555 	 -1.00625 	
54.9588 	 3.85 	 -5.075 	
54.8188 	 4.8825 	 -8.4175 	
46.3575 	 4.3575 	 -5.18 	
65.3538 	 6.69375 	 -2.625 	
66.9375 	 11.4975 	 -3.9375 	
66.08 	 10.0363 	 -4.01625 	
73.2025 	 5.145 	 -1.09375 	
67.62 	 3.43 	 1.82875 	
83.9563 	 0.14 	 0.175 	
89.775 	 -0.175 	 1.91625 	
92.6363 	 -3.7975 	 6.0025 	
94.5613 	 -9.61625 	 6.99125 	
82.1275 	 -10.3863 	 5.78375 	
73.4125 	 -11.6988 	 8.19875 	
88.1825 	 -9.4675 	 7.32375 	
89.1013 	 -4.94375 	 0.72625 	
94.6138 	 -2.54625 	 -0.455 	
96.3113 	 1.21625 	 -5.7575 	
102.41 	 0.21875 	 -17.08 	
101.089 	 0.5775 	 -16.0563 	
97.5975 	 4.64625 	 -10.7363 	
95.795 	 2.98375 	 -9.9225 	
100.424 	 -0.34125 	 -9.91375 	
96.6788 	 1.54 	 -9.7825 	
87.3863 	 2.135 	 -8.96 	
75.4688 	 -8.4525 	 -5.495 	
57.995 	 -18.2263 	 -4.01625 	
67.445 	 -13.3175 	 -0.945 	
77.8313 	 -0.2275 	 -2.2225 	
84.0438 	 1.4525 	 -4.41 	
100.275 	 -4.1475 	 -9.05625 	
96.9675 	 -5.53 	 -12.7225 	
95.8475 	 -4.4275 	 -12.425 	
100.345 	 -1.82875 	 -12.04 	
95.0163 	 -0.245 	 -11.1038 	
106.304 	 -1.53125 	 -12.1363 	
123.743 	 -1.61875 	 -17.885 	
122.378 	 -2.8875 	 -18.48 	
127.33 	 -5.845 	 -15.82 	
128.415 	 -9.66 	 -12.4163 	
125.423 	 -11.655 	 -6.615 	
112.901 	 -14.7438 	 -2.14375 	
105.56 	 -15.1288 	 -1.42625 	
111.003 	 -8.70625 	 -4.655 	
109.576 	 -7.2275 	 -6.30875 	
91.7088 	 -13.5975 	 -0.86625 	
87.2813 	 -15.9075 	 0.5425 	
85.085 	 -10.325 	 -3.185 	
92.82 	 -6.9125 	 -6.46625 	
97.3875 	 -5.71375 	 -11.2175 	
100.056 	 -8.65375 	 -11.3225 	
93.0125 	 -7.58625 	 -10.1063 	
95.4975 	 -1.25125 	 -10.465 	
93.6688 	 0.0525 	 -10.2113 	
92.4963 	 -3.96375 	 -10.0713 	
98.28 	 -1.04125 	 -11.8738 	
111.353 	 -3.1325 	 -17.78 	
106.488 	 -4.38375 	 -20.5625 	
105.989 	 -2.79125 	 -17.5 	
105.341 	 -2.9925 	 -14.5513 	
99.1375 	 -0.27125 	 -15.4 	
96.4338 	 4.6025 	 -17.3775 	
110.574 	 5.15375 	 -20.7288 	
133.849 	 4.76875 	 -23.0213 	
130.856 	 14.0263 	 -20.93 	
118.983 	 9.07375 	 -23.0825 	
120.181 	 0.20125 	 -19.775 	
95.8738 	 2.59 	 -8.68 	
82.8888 	 3.43875 	 -1.4525 	
94.3338 	 8.18125 	 -7.315 	
112.333 	 12.9238 	 -14.3938 	
116.524 	 9.2575 	 -15.6188 	
109.34 	 5.6175 	 -13.5275 	
105.306 	 8.015 	 -11.3488 	
100.056 	 11.7863 	 -7.70875 	
101.623 	 12.8275 	 -6.44 	
119.77 	 7.53375 	 -8.5575 	
112.21 	 3.61375 	 -4.36625 	
112.63 	 -2.485 	 2.38875 	
114.109 	 -4.27 	 0.37625 	
111.003 	 -1.05875 	 -6.43125 	
110.565 	 3.3775 	 -9.7475 	
108.255 	 7.06125 	 -6.615 	
95.06 	 2.8175 	 -4.48875 	
83.195 	 -5.83625 	 -5.39875 	
67.6113 	 -8.1375 	 -7.5075 	
58.9663 	 -4.85625 	 -6.9125 	
50.3388 	 2.16125 	 -7.9275 	
50.3038 	 7.37625 	 -9.28375 	
47.2325 	 7.88375 	 -8.82875 	
38.4825 	 4.3925 	 -5.1275 	
34.825 	 -5.1275 	 -3.36 	
28.5163 	 -9.52875 	 -2.765 	
17.43 	 -7.74375 	 0.21 	
5.6875 	 -4.585 	 0.30625 	
5.87125 	 -3.14125 	 -6.6675 	
-2.07375 	 -4.41875 	 -6.85125 	
