STEVAL-MKI251A (LSM6DSV320X)

G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
0.455 	 -0.14875 	 -0.035 	
0.48125 	 -0.11375 	 -0.0175 	
0.46375 	 -0.32375 	 -0.00875 	
0.4725 	 -0.1925 	 -0.00875 	
0.63 	 -0.2625 	 -0.09625 	
0.67375 	 -0.4025 	 -0.06125 	
0.62125 	 -0.42 	 -0.0525 	
0.48125 	 -0.315 	 -0.0525 	
0.37625 	 -0.21875 	 0.00875 	
0.4725 	 -0.2625 	 -0.0175 	
0.44625 	 -0.175 	 -0.0875 	
0.385 	 -0.06125 	 -0.035 	
0.4025 	 -0.07 	 0.06125 	
0.44625 	 -0.105 	 0.035 	
0.42875 	 -0.28875 	 0.0525 	
0.4725 	 -0.28875 	 0.0175 	
0.46375 	 -0.21 	 0.02625 	
0.42 	 -0.14 	 0.07875 	
0.39375 	 -0.06125 	 0.07875 	
0.5075 	 -0.14 	 -0.0525 	
0.42875 	 -0.30625 	 -0.105 	
0.5075 	 -0.32375 	 -0.0175 	
0.35875 	 -0.23625 	 0.00875 	
0.315 	 -0.18375 	 -0.14875 	
0.42 	 -0.175 	 -0.06125 	
0.49 	 -0.3675 	 0.02625 	
0.42 	 -0.2975 	 0.00875 	
0.48125 	 -0.245 	 -0.00875 	
0.53375 	 -0.1925 	 -0.04375 	
0.49875 	 -0.2275 	 -0.04375 	
0.51625 	 -0.2625 	 -0.0175 	
0.5075 	 -0.2275 	 0.0525 	
0.37625 	 -0.105 	 -0.04375 	
0.46375 	 -0.09625 	 -0.02625 	
0.51625 	 -0.1575 	 -0.07 	
0.525 	 -0.175 	 -0.0175 	
0.5425 	 -0.25375 	 -0.02625 	
0.51625 	 -0.14875 	 -0.1225 	
0.5075 	 -0.245 	 -0.035 	
0.3675 	 0 	 0.00875 	
0.3325 	 -0.0875 	 -0.035 	
0.44625 	 -0.14 	 -0.07875 	
0.37625 	 -0.1925 	 0.0175 	
0.5075 	 -0.28 	 -0.00875 	
0.56875 	 -0.2975 	 -0.0875 	
0.65625 	 -0.30625 	 -0.04375 	
0.665 	 -0.2975 	 0 	
0.42 	 -0.2275 	 0 	
0.2275 	 -0.06125 	 -0.105 	
0.28875 	 -0.0175 	 -0.06125 	
0.3325 	 -0.20125 	 -0.0875 	
0.51625 	 -0.23625 	 -0.0875 	
0.4725 	 -0.2275 	 -0.0525 	
0.3675 	 -0.035 	 -0.07 	
0.34125 	 -0.02625 	 -0.0525 	
0.41125 	 -0.1575 	 -0.105 	
0.35 	 -0.21875 	 -0.00875 	
0.48125 	 -0.30625 	 0.0175 	
0.58625 	 -0.35875 	 -0.0875 	
0.46375 	 -0.1225 	 -0.07 	
0.49875 	 -0.07 	 0.00875 	
0.525 	 -0.21875 	 -0.0175 	
0.4375 	 -0.21875 	 -0.0525 	
0.455 	 -0.245 	 -0.07 	
0.34125 	 -0.315 	 0.035 	
0.3325 	 -0.175 	 0.0875 	
0.4025 	 -0.07 	 0.035 	
0.455 	 -0.27125 	 -0.06125 	
0.4375 	 -0.28 	 -0.09625 	
0.42 	 -0.245 	 -0.07875 	
0.2625 	 -0.18375 	 -0.105 	
0.4375 	 -0.20125 	 -0.1225 	
0.48125 	 -0.3325 	 -0.1225 	
0.41125 	 -0.42 	 -0.0525 	
0.455 	 -0.44625 	 0 	
0.39375 	 -0.32375 	 -0.0875 	
0.525 	 -0.25375 	 -0.06125 	
0.4025 	 -0.11375 	 -0.0525 	
0.4025 	 -0.0525 	 -0.02625 	
0.39375 	 -0.16625 	 -0.06125 	
0.48125 	 -0.16625 	 -0.07 	
0.385 	 -0.1225 	 -0.07875 	
0.4025 	 -0.18375 	 -0.04375 	
0.5075 	 -0.2275 	 -0.0525 	
0.5075 	 -0.28 	 -0.09625 	
0.4375 	 -0.245 	 -0.02625 	
0.35875 	 -0.09625 	 -0.02625 	
0.385 	 -0.13125 	 -0.04375 	
0.46375 	 -0.07 	 -0.13125 	
0.3325 	 -0.07 	 -0.105 	
0.3325 	 -0.23625 	 -0.105 	
0.35875 	 -0.1925 	 -0.035 	
0.665 	 -0.2975 	 -0.02625 	
0.42 	 -0.1925 	 -0.02625 	
0.3675 	 -0.2625 	 -0.04375 	
0.42 	 -0.16625 	 -0.0525 	
0.42 	 -0.14 	 -0.105 	
0.35875 	 -0.16625 	 -0.0525 	
0.34125 	 -0.13125 	 -0.1225 	
0.32375 	 -0.035 	 0 	
0.3325 	 0.13125 	 0 	
0.39375 	 -0.00875 	 -0.07 	
0.5075 	 -0.04375 	 -0.105 	
0.41125 	 0.0175 	 -0.06125 	
0.37625 	 -0.0875 	 -0.0875 	
0.3325 	 -0.00875 	 -0.035 	
0.51625 	 -0.07 	 -0.07 	
0.46375 	 -0.28875 	 -0.09625 	
0.46375 	 -0.2625 	 -0.07 	
0.49875 	 -0.1925 	 -0.04375 	
0.53375 	 -0.25375 	 -0.0525 	
0.4725 	 -0.3325 	 -0.0525 	
0.5075 	 -0.1225 	 -0.0875 	
0.37625 	 -0.0525 	 -0.14875 	
0.37625 	 -0.06125 	 -0.0175 	
0.4725 	 -0.18375 	 -0.02625 	
0.42875 	 -0.06125 	 -0.0875 	
0.385 	 -0.035 	 0.0175 	
0.455 	 -0.2275 	 -0.07 	
0.65625 	 -0.79625 	 -0.06125 	
0.56 	 -0.49875 	 -0.00875 	
0.5075 	 -0.2625 	 -0.07875 	
0.53375 	 -0.25375 	 -0.09625 	
0.44625 	 -0.07875 	 -0.06125 	
0.4725 	 -0.00875 	 -0.07 	
0.56 	 -0.2275 	 -0.0875 	
0.4725 	 -0.32375 	 -0.06125 	
0.49875 	 -0.30625 	 -0.1225 	
0.42875 	 -0.34125 	 -0.02625 	
0.37625 	 -0.16625 	 -0.06125 	
0.4375 	 -0.07875 	 0.035 	
0.49 	 0.035 	 -0.0175 	
0.46375 	 0.00875 	 -0.0525 	
0.42875 	 -0.1225 	 0.04375 	
0.4025 	 -0.20125 	 -0.105 	
0.4375 	 -0.34125 	 -0.1225 	
0.3675 	 -0.1575 	 -0.07875 	
0.51625 	 -0.21 	 -0.0175 	
0.53375 	 -0.30625 	 -0.11375 	
0.4375 	 -0.2625 	 -0.06125 	
0.46375 	 -0.16625 	 0.0175 	
0.56875 	 -0.20125 	 -0.07 	
0.49875 	 -0.2625 	 -0.035 	
0.41125 	 -0.27125 	 0.0175 	
0.37625 	 -0.2975 	 -0.0175 	
0.44625 	 -0.2275 	 -0.04375 	
0.3675 	 -0.18375 	 -0.11375 	
0.3675 	 -0.035 	 -0.1225 	
0.315 	 -0.07875 	 -0.105 	
0.5075 	 -0.21 	 -0.07 	
0.525 	 -0.28875 	 -0.00875 	
0.48125 	 -0.39375 	 0 	
0.525 	 -0.2975 	 -0.02625 	
0.44625 	 -0.21 	 -0.04375 	
0.42875 	 -0.13125 	 -0.04375 	
0.44625 	 -0.11375 	 -0.07875 	
0.5075 	 -0.27125 	 -0.07 	
0.51625 	 -0.18375 	 -0.11375 	
0.41125 	 -0.07 	 -0.16625 	
0.5075 	 -0.1575 	 -0.07875 	
0.525 	 -0.21 	 -0.07 	
0.4375 	 -0.07 	 -0.09625 	
0.455 	 -0.16625 	 -0.1225 	
0.53375 	 -0.21875 	 -0.105 	
0.49 	 -0.245 	 -0.0525 	
0.4375 	 -0.175 	 -0.07875 	
0.385 	 -0.02625 	 -0.035 	
0.27125 	 0.035 	 0.02625 	
0.41125 	 -0.1575 	 -0.035 	
0.53375 	 -0.315 	 -0.035 	
0.49 	 -0.42 	 0.00875 	
0.455 	 -0.245 	 -0.02625 	
0.41125 	 -0.245 	 -0.02625 	
0.39375 	 -0.20125 	 -0.04375 	
0.455 	 -0.18375 	 -0.06125 	
0.315 	 -0.18375 	 -0.06125 	
0.34125 	 -0.07875 	 0.07875 	
0.4025 	 -0.105 	 0.035 	
0.55125 	 -0.1225 	 -0.07875 	
0.49 	 -0.105 	 -0.0175 	
0.5075 	 -0.04375 	 -0.035 	
0.4025 	 -0.02625 	 -0.035 	
0.4025 	 -0.1225 	 -0.035 	
0.39375 	 0.0175 	 0.04375 	
0.3675 	 -0.0525 	 0.00875 	
0.49875 	 -0.16625 	 -0.11375 	
0.30625 	 -0.02625 	 -0.11375 	
0.41125 	 -0.1225 	 -0.09625 	
0.385 	 -0.00875 	 -0.02625 	
0.39375 	 0.00875 	 -0.06125 	
0.46375 	 -0.035 	 -0.07875 	
0.35875 	 -0.14875 	 -0.00875 	
0.41125 	 -0.14875 	 -0.07875 	
0.42 	 -0.18375 	 -0.07875 	
0.65625 	 -0.4375 	 -0.0175 	
0.53375 	 -0.53375 	 0 	
0.51625 	 -0.455 	 0.00875 	
0.51625 	 -0.5075 	 -0.0175 	
0.44625 	 -0.3675 	 0.0175 	
0.55125 	 -0.35875 	 -0.035 	
0.48125 	 -0.27125 	 -0.035 	
0.42875 	 -0.34125 	 -0.035 	
0.42875 	 -0.34125 	 -0.04375 	
0.46375 	 -0.315 	 -0.105 	
0.44625 	 -0.16625 	 -0.105 	
0.4025 	 -0.1575 	 0.00875 	
0.385 	 -0.07 	 -0.02625 	
0.3675 	 -0.20125 	 -0.06125 	
0.49875 	 -0.14875 	 -0.13125 	
0.4025 	 -0.07875 	 -0.07875 	
0.41125 	 -0.105 	 0.0525 	
0.46375 	 -0.13125 	 0.04375 	
0.4375 	 -0.25375 	 -0.035 	
0.5075 	 -0.245 	 -0.07 	
0.42875 	 -0.1575 	 -0.07 	
0.385 	 -0.02625 	 -0.105 	
0.44625 	 -0.04375 	 -0.07875 	
0.48125 	 -0.105 	 -0.02625 	
0.39375 	 -0.18375 	 -0.0525 	
0.5075 	 -0.3325 	 0.0175 	
0.5425 	 -0.3675 	 -0.0175 	
0.455 	 -0.2975 	 -0.07 	
0.46375 	 0.00875 	 -0.02625 	
0.56 	 -0.14875 	 -0.04375 	
0.4725 	 -0.315 	 -0.04375 	
0.4725 	 -0.2275 	 -0.0175 	
0.34125 	 -0.175 	 0.0175 	
0.28875 	 -0.0875 	 -0.0525 	
0.46375 	 -0.13125 	 -0.07875 	
0.41125 	 -0.0175 	 0.035 	
0.42875 	 -0.0175 	 -0.02625 	
0.42875 	 -0.1925 	 -0.09625 	
0.41125 	 -0.20125 	 -0.105 	
0.39375 	 -0.11375 	 -0.04375 	
0.35 	 -0.175 	 -0.07 	
0.41125 	 -0.07875 	 -0.13125 	
0.4025 	 -0.07875 	 -0.06125 	
0.41125 	 -0.1575 	 -0.0525 	
0.46375 	 -0.35 	 -0.0875 	
0.46375 	 -0.25375 	 -0.06125 	
0.2975 	 -0.21875 	 -0.00875 	
0.3325 	 -0.1225 	 -0.04375 	
0.4375 	 -0.1925 	 0 	
0.455 	 -0.175 	 -0.07875 	
0.48125 	 -0.06125 	 -0.11375 	
0.525 	 -0.21 	 -0.02625 	
0.42875 	 -0.37625 	 -0.02625 	
0.42875 	 -0.28875 	 -0.0875 	
0.4725 	 -0.245 	 -0.1225 	
0.385 	 -0.14 	 -0.07875 	
0.42875 	 -0.21875 	 -0.02625 	
0.4375 	 -0.32375 	 -0.06125 	
0.4025 	 -0.245 	 -0.07875 	
0.3675 	 -0.07875 	 -0.13125 	
0.39375 	 -0.16625 	 -0.105 	
0.35 	 -0.21 	 -0.07 	
0.55125 	 -0.245 	 -0.02625 	
0.49 	 -0.245 	 -0.035 	
0.3675 	 -0.23625 	 -0.07 	
0.2975 	 -0.1575 	 -0.105 	
0.39375 	 -0.16625 	 -0.09625 	
0.39375 	 -0.16625 	 -0.06125 	
0.35875 	 -0.2625 	 -0.07 	
0.455 	 -0.32375 	 -0.07875 	
0.56875 	 -0.25375 	 -0.105 	
0.5425 	 -0.21875 	 -0.0525 	
0.385 	 -0.20125 	 -0.06125 	
0.455 	 -0.28875 	 0.02625 	
0.51625 	 -0.21875 	 -0.00875 	
0.4375 	 -0.315 	 -0.0525 	
0.3675 	 -0.14 	 -0.0175 	
0.3675 	 -0.18375 	 -0.07 	
0.3675 	 -0.0875 	 0.0175 	
0.35875 	 -0.02625 	 -0.09625 	
0.44625 	 -0.07875 	 -0.0525 	
0.51625 	 -0.20125 	 -0.0525 	
0.455 	 -0.14875 	 0.00875 	
0.4725 	 -0.30625 	 -0.0525 	
0.44625 	 -0.28 	 -0.0175 	
0.42 	 -0.2975 	 -0.02625 	
0.455 	 -0.32375 	 -0.04375 	
0.49875 	 -0.3675 	 -0.0525 	
0.49875 	 -0.27125 	 -0.09625 	
0.4375 	 -0.18375 	 -0.0875 	
0.41125 	 -0.175 	 -0.0175 	
0.525 	 -0.1925 	 -0.07 	
0.44625 	 -0.175 	 -0.06125 	
0.41125 	 -0.28875 	 -0.0175 	
0.42875 	 -0.3325 	 -0.0175 	
0.35 	 -0.3675 	 0.00875 	
0.35875 	 -0.25375 	 -0.0175 	
0.37625 	 -0.23625 	 -0.0525 	
0.49875 	 -0.245 	 -0.0525 	
0.48125 	 -0.105 	 -0.0175 	
0.5775 	 -0.1925 	 -0.035 	
0.46375 	 -0.07875 	 0.00875 	
0.41125 	 -0.07 	 0.00875 	
0.42 	 -0.14 	 -0.0525 	
0.4375 	 -0.20125 	 -0.07875 	
0.48125 	 -0.21 	 -0.0525 	
0.44625 	 -0.2975 	 -0.02625 	
0.34125 	 -0.25375 	 -0.02625 	
0.3675 	 -0.07875 	 -0.04375 	
0.49 	 -0.21 	 -0.07 	
0.56875 	 -0.3325 	 -0.07875 	
0.42 	 -0.25375 	 -0.105 	
0.62125 	 -0.27125 	 -0.0525 	
0.455 	 -0.25375 	 -0.09625 	
0.3675 	 -0.20125 	 -0.04375 	
0.41125 	 -0.21 	 0.04375 	
0.4375 	 -0.14875 	 -0.06125 	
0.385 	 -0.21 	 -0.105 	
0.37625 	 -0.315 	 0 	
0.35875 	 -0.2275 	 -0.0875 	
0.41125 	 -0.06125 	 -0.04375 	
0.4375 	 -0.02625 	 0.0175 	
0.35875 	 -0.105 	 -0.00875 	
0.3675 	 -0.07875 	 -0.02625 	
0.30625 	 -0.105 	 -0.0525 	
0.35 	 -0.09625 	 -0.13125 	
0.455 	 -0.0875 	 0 	
0.48125 	 -0.13125 	 -0.07 	
0.4725 	 -0.2275 	 -0.07875 	
0.51625 	 -0.20125 	 -0.0525 	
0.4025 	 -0.14 	 -0.13125 	
0.2975 	 -0.175 	 -0.09625 	
0.595 	 -0.14875 	 0 	
0.65625 	 -0.245 	 -0.035 	
0.51625 	 -0.1925 	 -0.06125 	
0.41125 	 -0.21875 	 -0.0875 	
0.44625 	 -0.18375 	 -0.035 	
0.42 	 -0.1575 	 -0.06125 	
0.3675 	 -0.28 	 -0.0525 	
0.4725 	 -0.2275 	 0.04375 	
0.4725 	 -0.1925 	 -0.035 	
0.35875 	 -0.23625 	 0.0175 	
0.525 	 -0.30625 	 -0.0175 	
0.55125 	 -0.21 	 -0.04375 	
0.41125 	 -0.21 	 -0.02625 	
0.42875 	 -0.21875 	 -0.0175 	
0.44625 	 -0.18375 	 -0.0875 	
0.4025 	 -0.1225 	 -0.07 	
0.3675 	 -0.14875 	 -0.0525 	
0.42 	 -0.09625 	 -0.04375 	
0.5425 	 -0.14875 	 -0.13125 	
0.56875 	 -0.18375 	 -0.04375 	
0.4725 	 -0.1925 	 -0.0175 	
0.4725 	 -0.105 	 0.02625 	
0.46375 	 0.0525 	 -0.07 	
0.2975 	 0.0175 	 -0.07875 	
0.35 	 -0.07 	 -0.04375 	
0.4025 	 -0.14875 	 -0.0525 	
0.3325 	 -0.30625 	 -0.0525 	
0.525 	 -0.28 	 -0.00875 	
0.5425 	 -0.3325 	 -0.00875 	
0.5425 	 -0.3675 	 0.00875 	
0.48125 	 -0.42875 	 0.00875 	
0.37625 	 -0.245 	 0.035 	
