STEVAL-MKI251A (LSM6DSV320X)

G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
7.21 	 -1.61875 	 1.56625 	
6.1775 	 1.47875 	 -0.49 	
4.62875 	 -1.28625 	 0.55125 	
3.45625 	 -3.9725 	 -0.4025 	
1.49625 	 -5.11 	 -0.70875 	
-1.67125 	 -3.3425 	 -1.26 	
1.575 	 -2.3975 	 0.0175 	
5.4075 	 -0.3325 	 1.3125 	
9.87875 	 0 	 1.0325 	
10.1063 	 -0.58625 	 2.66875 	
10.5525 	 -1.61875 	 4.59375 	
11.0075 	 -1.4525 	 0.98 	
13.0288 	 -0.14875 	 0.32375 	
15.3388 	 -0.20125 	 1.89875 	
17.0363 	 -0.0525 	 1.98625 	
15.9163 	 -1.58375 	 2.77375 	
9.8175 	 -1.35625 	 2.51125 	
10.1675 	 -1.925 	 -0.77 	
9.37125 	 1.68875 	 -0.72625 	
13.685 	 0.91 	 -1.4 	
18.3313 	 -1.2075 	 1.68875 	
22.5663 	 -0.49875 	 5.15375 	
18.3488 	 0.27125 	 3.745 	
18.9438 	 -0.245 	 0.4375 	
28.6038 	 0.385 	 2.4325 	
39.7425 	 0.2975 	 3.84125 	
54.5125 	 0.35875 	 2.1875 	
65.0475 	 1.12 	 1.82875 	
58.17 	 0.65625 	 3.96375 	
52.1325 	 0.98875 	 4.01625 	
51.17 	 0.0525 	 0.53375 	
44.52 	 0.525 	 0.91875 	
48.0375 	 1.96875 	 3.12375 	
49.8313 	 1.77625 	 1.54875 	
58.905 	 -0.6125 	 0.21875 	
68.215 	 -1.575 	 0.6125 	
67.9088 	 -1.46125 	 -0.1225 	
76.6938 	 -2.03875 	 -3.75375 	
84.665 	 -0.6125 	 -5.83625 	
77.56 	 1.26875 	 -6.06375 	
86.415 	 -1.365 	 -5.25 	
109.498 	 -1.82 	 -3.98125 	
120.181 	 -1.05875 	 -5.285 	
104.685 	 0.88375 	 -3.045 	
84.8488 	 0.875 	 -3.49125 	
76.44 	 0.72625 	 -4.865 	
84.2188 	 1.70625 	 -4.96125 	
83.1513 	 0.385 	 -0.98875 	
65.555 	 -2.31875 	 -0.77875 	
46.6988 	 -3.54375 	 -3.82375 	
62.3963 	 -3.3075 	 -2.87 	
81.4975 	 -0.27125 	 -3.3075 	
94.4738 	 -0.875 	 -3.68375 	
104.221 	 -1.505 	 -4.24375 	
112.236 	 -0.4725 	 -3.3425 	
110.198 	 -0.93625 	 -6.37 	
100.52 	 -4.34875 	 -7.55125 	
99.225 	 -5.52125 	 -7.9275 	
117.093 	 -5.3725 	 -11.2088 	
131.268 	 -3.03625 	 -12.0838 	
117.075 	 3.85 	 -11.13 	
95.1388 	 3.0275 	 -13.37 	
80.4563 	 -0.44625 	 -15.7675 	
80.255 	 -2.695 	 -15.1638 	
93.625 	 -2.56375 	 -11.935 	
107.363 	 0.25375 	 -8.26 	
89.425 	 3.92875 	 -7.91 	
60.5675 	 -0.2625 	 -12.565 	
51.8175 	 -3.96375 	 -13.8163 	
58.6513 	 -3.87625 	 -11.4713 	
74.585 	 -2.6775 	 -8.4875 	
80.3075 	 1.33 	 -7.83125 	
73.85 	 0.77875 	 -10.0975 	
66.8063 	 0.70875 	 -15.26 	
72.9313 	 0.84 	 -15.365 	
82.32 	 3.01 	 -10.0625 	
93.1175 	 3.5 	 -6.72 	
97.3088 	 2.26625 	 -5.705 	
112.289 	 1.39125 	 -4.0075 	
128.406 	 2.625 	 -6.6675 	
119.525 	 5.7225 	 -8.23375 	
99.365 	 1.4175 	 -11.1913 	
99.47 	 -2.9925 	 -10.1238 	
105.595 	 -0.27125 	 -5.7925 	
112.315 	 0.3325 	 -3.045 	
102.646 	 -2.89625 	 -3.71 	
75.0313 	 -7.02625 	 -3.50875 	
77.4988 	 -6.60625 	 -3.6225 	
90.4313 	 -0.7175 	 -2.695 	
89.6438 	 3.73625 	 0.91875 	
92.9075 	 1.40875 	 1.5575 	
98.3763 	 1.015 	 0.56 	
101.194 	 -3.5175 	 -1.995 	
102.419 	 -8.42625 	 -3.6225 	
107.039 	 -9.44125 	 -1.39125 	
108.019 	 -1.28625 	 0.21 	
106.54 	 -0.20125 	 -0.7525 	
108.868 	 -4.83 	 -1.02375 	
101.43 	 -6.08125 	 -2.9925 	
99.4438 	 -4.62 	 -7.5425 	
114.161 	 -7.18375 	 -10.5613 	
126.385 	 -8.1025 	 -9.82625 	
122.264 	 -4.3575 	 -8.49625 	
112.569 	 -1.365 	 -7.91 	
107.931 	 0.2975 	 -6.65 	
100.389 	 -2.47625 	 -7.65625 	
91.6038 	 -8.72375 	 -7.7 	
92.1375 	 -10.7013 	 -6.44 	
99.2338 	 -10.22 	 -7 	
101.841 	 -4.78625 	 -5.06625 	
105.35 	 -1.085 	 -3.68375 	
111.948 	 1.54875 	 -3.35125 	
102.148 	 2.59875 	 -4.22625 	
90.7638 	 -2.14375 	 -6.4575 	
91.07 	 -11.4275 	 -5.87125 	
86.0125 	 -9.6425 	 -5.0925 	
95.6463 	 -1.82875 	 -4.10375 	
106.041 	 5.29375 	 -1.7675 	
106.216 	 9.3975 	 -2.065 	
105.228 	 0.88375 	 -6.58875 	
107.065 	 -5.215 	 -5.5125 	
101.238 	 1.51375 	 -0.0525 	
77.4463 	 6.685 	 -0.8925 	
62.6938 	 5.04 	 -4.34 	
45.6663 	 -2.94 	 -6.51 	
34.1075 	 -1.925 	 -5.9675 	
35.245 	 3.45625 	 -3.3075 	
35.9888 	 4.515 	 -1.26 	
30.905 	 4.9 	 -2.45875 	
34.0813 	 0.56 	 -4.165 	
46.4888 	 -2.68625 	 -4.48 	
58.9488 	 1.86375 	 -6.83375 	
73.4388 	 2.72125 	 -12.7838 	
92.855 	 -0.35875 	 -14.6038 	
73.6663 	 -2.58125 	 -11.8913 	
50.5488 	 -1.4525 	 -6.55375 	
35.7263 	 1.32125 	 -4.7075 	
37.0388 	 0.79625 	 -5.80125 	
51.31 	 -0.70875 	 -6.57125 	
50.6275 	 -3.1675 	 -4.22625 	
57.9338 	 -6.7025 	 -2.905 	
67.55 	 -7.175 	 -5.76625 	
86.5988 	 -4.62875 	 -9.89625 	
83.5888 	 -1.61875 	 -11.0775 	
64.4263 	 -8.40875 	 -9.415 	
52.5438 	 -7.81375 	 -4.89125 	
49.385 	 -4.0425 	 -3.35125 	
74.2875 	 -5.81 	 -7.86625 	
98.49 	 -2.54625 	 -13.3438 	
92.4175 	 -2.8175 	 -11.1825 	
88.1038 	 -10.0975 	 -5.7925 	
94.78 	 -11.6988 	 -5.88875 	
70.2188 	 -7.0175 	 -5.03125 	
51.3188 	 -1.40875 	 -4.20875 	
52.7188 	 -2.28375 	 -3.29875 	
53.9788 	 -3.33375 	 -5.36375 	
51.7038 	 -3.5 	 -3.73625 	
51.2663 	 -3.92 	 -1.6275 	
48.5275 	 -3.465 	 -3.675 	
39.7775 	 -1.5925 	 -4.97 	
26.1013 	 0.34125 	 -3.73625 	
35.0613 	 -0.83125 	 -2.4675 	
32.3838 	 0.18375 	 -2.6075 	
38.0888 	 2.7825 	 -2.94875 	
48.4838 	 0.53375 	 -5.97625 	
51.4413 	 -5.6175 	 -7.945 	
67.6113 	 -8.8025 	 -11.83 	
79.0913 	 -8.67125 	 -16.5725 	
73.2988 	 1.54875 	 -19.3463 	
47.67 	 3.36875 	 -9.70375 	
52.3775 	 -3.28125 	 -5.565 	
73.395 	 -9.1875 	 -10.605 	
88.095 	 -12.1188 	 -13.4925 	
101.614 	 -10.7625 	 -13.09 	
120.785 	 -7.8225 	 -13.7813 	
132.388 	 -3.71 	 -19.1363 	
139.659 	 -7.9275 	 -22.5575 	
163.039 	 -14.2713 	 -21.3238 	
199.789 	 -18.1913 	 -23.3975 	
213.29 	 -25.4625 	 -27.685 	
208.189 	 -28.1575 	 -29.3475 	
206.22 	 -24.6488 	 -27.1863 	
212.433 	 -18.865 	 -22.7763 	
205.231 	 -9.66875 	 -18.3138 	
216.904 	 -2.44125 	 -19.0925 	
238.516 	 -9.135 	 -21.4463 	
237.291 	 -21.3238 	 -21 	
239.505 	 -21.7088 	 -22.4525 	
263.2 	 -12.2588 	 -28.42 	
276.57 	 -6.5275 	 -34.0813 	
220.894 	 2.82625 	 -29.9688 	
179.944 	 -0.25375 	 -31.2113 	
158.165 	 -5.32875 	 -34.8338 	
155.033 	 -8.46125 	 -35.8838 	
172.576 	 -11.13 	 -34.5713 	
201.766 	 -12.5125 	 -30.17 	
211.321 	 -10.8063 	 -19.5913 	
185.833 	 -10.6313 	 -12.7575 	
169.838 	 -15.61 	 -19.705 	
