STEVAL-MKI251A (LSM6DSV320X)

G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
163.24 	 -15.855 	 -30.5638 	
169.146 	 -16.03 	 -41.125 	
183.54 	 -16.6075 	 -38.9725 	
184.179 	 -17.43 	 -31.815 	
183.978 	 -15.9075 	 -22.4613 	
180.609 	 -13.335 	 -17.9725 	
179.393 	 -11.1913 	 -13.9213 	
167.545 	 -10.4038 	 -30.3013 	
182.403 	 -20.7375 	 -47.9763 	
171.658 	 -22.1463 	 -50.8813 	
168.263 	 -17.36 	 -42.4463 	
160.125 	 -6.09 	 -29.1375 	
168.788 	 -3.45625 	 -4.12125 	
152.705 	 -8.12875 	 0.5075 	
141.041 	 -6.88625 	 -3.01875 	
184.975 	 -3.57875 	 -25.0775 	
180.303 	 2.135 	 -30.7213 	
195.431 	 1.4 	 -18.8825 	
223.099 	 -6.055 	 0.88375 	
217.963 	 -8.95125 	 5.6175 	
238.324 	 -11.6988 	 0.175 	
218.75 	 -18.865 	 6.99125 	
216.624 	 -29.3913 	 13.4575 	
210.525 	 -31.3775 	 14.84 	
199.509 	 -27.4575 	 4.69875 	
189.245 	 -27.4838 	 -8.0325 	
162.943 	 -31.64 	 -9.555 	
136.929 	 -28.7263 	 -11.4888 	
128.389 	 -22.9075 	 -15.1725 	
120.768 	 -13.4488 	 -22.6013 	
111.239 	 -5.53875 	 -31.36 	
84.0438 	 6.825 	 -41.5013 	
68.635 	 22.6363 	 -50.1988 	
80.0538 	 31.78 	 -50.4613 	
78.2075 	 32.7163 	 -48.6413 	
95.0338 	 28.6913 	 -54.425 	
107.774 	 19.4688 	 -63.07 	
100.013 	 18.5938 	 -61.565 	
95.1913 	 29.2688 	 -61.2588 	
101.973 	 36.5925 	 -50.2688 	
101.185 	 35.2888 	 -29.8813 	
