A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-747	1928	3556	-182.20009	470.47177	867.637	12
-1584	1968	2415	-386.50452	480.24023	589.1545	12
-1561	2100	3408	-380.88815	512.4196	831.4322	12
-1454	1525	2604	-354.74698	372.17758	635.4212	12
-460	1651	3304	-112.19008	402.82626	806.18677	12
-1460	2533	3448	-356.25034	617.9878	841.2363	12
-482	2124	3817	-117.50639	518.18	931.42944	12
-1228	2706	3676	-299.59988	660.24036	897.0545	12
680	1019	3167	165.9267	248.66127	772.796	12
-1737	4367	4565	-423.81213	1065.6576	1113.7426	12
-982	793	2556	-239.61017	193.48816	623.60486	12
684	71	2295	166.90015	17.232641	560.0621	12
-1992	3155	3905	-485.93613	769.75226	952.86584	12
-3169	810	3172	-773.2336	197.75342	774.08655	12
1285	1298	1915	313.52606	316.76755	467.33356	12
-1055	4450	4344	-257.34515	1085.7778	1059.8567	12
-153	2647	3335	-37.262726	645.7526	813.7158	12
-1609	2421	4359	-392.5964	590.82623	1063.6487	12
-458	550	2902	-111.63523	134.2522	708.09863	12
-2029	4108	3945	-495.06387	1002.28625	962.6001	12
-1109	1814	2180	-270.49295	442.64597	532.0326	12
-980	2538	4359	-239.09082	619.3139	1063.5133	12
-2471	2105	2970	-602.8088	513.54144	724.7184	12
236	1899	3173	57.567245	463.30524	774.2653	12
-1330	2776	3121	-324.62714	677.4633	761.49866	12
-2309	1356	4103	-563.37787	330.925	1001.1608	12
-1276	-45	2666	-311.36725	-10.94297	650.47156	12
481	1931	2720	117.331696	471.17255	663.7322	12
-1289	1855	3912	-314.42786	452.6253	954.4763	12
-1538	841	3393	-375.34323	205.19548	827.9428	12
-1268	2649	3735	-309.40692	646.4242	911.25214	12
-846	2567	3390	-206.54207	626.45026	827.22784	12
-737	2436	3252	-179.93536	594.29694	793.5359	12
-516	2163	3573	-125.94165	527.72186	871.8398	12
-3378	2341	3216	-824.2104	571.2484	784.64746	12
-1673	422	1735	-408.12692	102.956184	423.3979	12
-322	3432	4216	-78.53786	837.4617	1028.6747	12
-338	2065	3057	-82.352615	503.96024	745.86725	12
-1746	3347	4201	-425.93265	816.7843	1024.9406	12
-2146	1095	1175	-523.70264	267.27625	286.65884	12
780	1858	3489	190.37779	453.36893	851.2081	12
-1546	3985	3916	-377.26508	972.4272	955.4349	12
-224	1866	3138	-54.651276	455.41904	765.74963	12
-1335	2598	2908	-325.83932	633.9445	709.5447	12
-313	2741	3688	-76.41677	668.72656	899.9588	12
-1928	3417	3518	-470.4887	833.7769	858.3279	12
873	614	2905	213.13327	149.90666	708.8973	12
-1227	3572	3628	-299.27258	871.5155	885.27515	12
-882	1455	2122	-215.10432	355.04507	517.8086	12
-869	2330	3682	-212.03827	568.4824	898.4546	12
-1223	2079	3218	-298.31012	507.29297	785.1664	12
-1326	1863	3194	-323.44623	454.63596	779.36664	12
-1994	3096	3454	-486.50244	755.3466	842.7872	12
-684	1701	2998	-167.01059	415.10257	731.43024	12
-350	3053	3954	-85.42907	745.0127	964.8102	12
-2452	1972	2879	-598.39703	481.13214	702.52594	12
104	1983	2717	25.309502	483.73685	662.98175	12
-1545	2685	3418	-376.8912	655.2089	834.0513	12
-1248	2416	3131	-304.61148	589.4388	764.0223	12
-1417	1571	2157	-345.68948	383.42734	526.417	12
1934	2594	3073	471.98383	632.85156	749.69196	12
-5284	5086	4046	-1289.3029	1240.9817	987.16766	12
488	-1491	1913	119.04034	-363.81668	466.7074	12
-969	4515	4932	-236.4703	1101.6492	1203.4681	12
-391	1942	2657	-95.46475	473.8445	648.42694	12
-2582	2423	3621	-629.9281	591.2154	883.54944	12
-448	666	2152	-109.40355	162.50525	525.08325	12
-1560	3622	3815	-380.73322	883.71906	930.9527	12
-1426	482	1529	-347.97958	117.53702	373.16968	12
-800	4292	5134	-195.10585	1047.1383	1252.81	12
-1680	823	2025	-409.81863	200.90527	494.1978	12
-1532	2438	4065	-373.8757	594.7777	991.76746	12
-1666	1708	1727	-406.58234	416.75122	421.33264	12
1154	2690	3957	281.5844	656.30225	965.52167	12
-3758	3509	3319	-917.0504	856.1236	809.8093	12
-1062	1044	3009	-259.1195	254.80334	734.2468	12
-356	3730	4058	-86.812416	910.1006	990.2267	12
166	2504	3612	40.52559	610.9509	881.3844	12
-1645	2020	2520	-401.35693	492.79425	614.9776	12
612	1635	2970	149.22188	398.8372	724.5984	12
-2024	3837	3621	-493.92453	936.2418	883.4747	12
-1527	583	2489	-372.63943	142.35388	607.2087	12
-13	2825	4011	-3.2023332	689.20276	978.68256	12
-650	2821	3132	-158.68713	688.39984	764.0953	12
-3557	2423	3447	-867.99066	591.09326	841.08344	12
-788	606	2381	-192.2159	147.77693	580.8536	12
-726	3955	4817	-177.21582	964.90405	1175.4624	12
-2647	873	2163	-645.89764	212.96973	527.75726	12
713	2183	3745	173.85387	532.6408	913.87427	12
-1908	2653	3042	-465.4644	647.3524	742.1823	12
-201	1316	2404	-49.14176	321.11755	586.69293	12
-2980	3405	3215	-727.08295	830.8461	784.3488	12
1193	1722	2848	291.1298	420.2575	694.90607	12
-3217	4958	4874	-784.9346	1209.729	1189.2236	12
-437	-396	2152	-106.71469	-96.56915	524.9944	12
1511	3646	4170	368.76657	889.58093	1017.5992	12
-2458	2733	3081	-599.65894	666.8007	751.8711	12
-2840	1881	2723	-693.0454	458.91354	664.5219	12
114	550	1756	27.840977	134.18745	428.44373	12
-1975	4416	4765	-481.97778	1077.3824	1162.7087	12
-191	293	1493	-46.590538	71.4459	364.35464	12
-858	3743	4765	-209.3834	913.1845	1162.5519	12
-2384	1658	2343	-581.60223	404.53467	571.7373	12
-1452	2122	3430	-354.35287	517.8668	836.8072	12
-591	1479	2555	-144.16817	360.7811	623.3262	12
485	3667	4665	118.339	894.6635	1138.2925	12
-3886	1971	2264	-948.1689	480.87915	552.3629	12
489	1135	2933	119.423744	276.96796	715.594	12
-937	3781	3635	-228.66267	922.6413	886.9048	12
452	1738	2941	110.40142	424.0202	717.5824	12
-2793	3433	3820	-681.5943	837.54755	932.1709	12
309	-60	2196	75.42495	-14.53771	535.7056	12
503	2985	4285	122.84053	728.38586	1045.6434	12
-1677	2305	2110	-409.17093	562.5405	514.7853	12
-974	1640	3267	-237.53442	400.09003	797.0992	12
-2572	2775	3700	-627.4526	677.1818	902.6991	12
-936	1529	3231	-228.44553	373.02618	788.29535	12
-1557	3387	4187	-379.84885	826.3706	1021.7209	12
-597	1254	2889	-145.56197	306.0012	704.9156	12
49	2506	3851	12.033155	611.386	939.6331	12
-2673	1614	1770	-652.1185	393.8593	431.9587	12
-230	2032	3226	-56.1211	495.74426	787.1193	12
-2048	2480	2776	-499.64633	605.17816	677.29095	12
-620	2120	3207	-151.26077	517.21063	782.57465	12
-2286	2503	3405	-557.67303	610.70905	830.8666	12
258	1629	3278	62.97686	397.47546	799.8146	12
-1654	3338	4326	-403.5555	814.3743	1055.4297	12
-1233	1611	2746	-300.93762	393.053	669.9032	12
-989	2771	3211	-241.39195	676.0263	783.57367	12
-1138	2075	3082	-277.7788	506.3246	751.9294	12
-1422	1697	2678	-346.98782	414.11713	653.3529	12
-177	1682	2451	-43.106384	410.3183	598.0591	12
-2520	2937	3475	-614.93164	716.74115	847.9427	12
-1638	986	2547	-399.6356	240.67929	621.50525	12
-811	3218	4552	-197.77061	785.2141	1110.7787	12
-1177	2395	4019	-287.2983	584.3986	980.6937	12
-1567	1831	3145	-382.37823	446.75082	767.36096	12
-691	2089	2867	-168.65964	509.65936	699.48193	12
-1656	2777	3283	-404.09018	677.5637	801.15643	12
-1443	1211	2102	-351.99887	295.39886	512.8208	12
-742	2502	2971	-180.99734	610.6002	724.91504	12
-726	2620	3366	-177.08588	639.225	821.27405	12
-1218	2953	3815	-297.1666	720.46277	930.9055	12
-1769	2120	3486	-431.7195	517.17883	850.5753	12
509	2395	3301	124.31497	584.3111	805.3471	12
-1144	3387	3708	-279.209	826.41797	904.65564	12
-979	1344	2592	-238.80513	328.04776	632.52075	12
-1344	2547	3349	-328.03952	621.4512	817.2341	12
-1438	2428	3019	-350.78098	592.40936	736.6645	12
-908	2114	3130	-221.4366	515.75336	763.7056	12
-172	2639	3435	-41.980274	643.86536	838.1978	12
-1877	2875	3433	-457.90927	701.6144	837.60913	12
-1463	907	2911	-356.8546	221.35193	710.2184	12
-102	2711	3166	-24.84453	661.562	772.4816	12
-1430	3325	3759	-348.8139	811.41046	917.27106	12
-969	1204	2829	-236.55432	293.8289	690.35925	12
-531	2468	3144	-129.55356	602.0883	767.0899	12
-1978	2917	3211	-482.60657	711.7038	783.3707	12
-1033	1752	2753	-252.12866	427.51102	671.6955	12
-1282	2695	3472	-312.90512	657.5224	847.18115	12
258	1857	2857	62.91314	453.2123	697.055	12
-1686	3749	3144	-411.43127	914.739	767.07294	12
-436	1341	2704	-106.4489	327.22238	659.7994	12
-2076	2868	4113	-506.65167	699.7295	1003.50183	12
-872	1137	2231	-212.86954	277.45056	544.32587	12
-611	3079	3624	-149.08571	751.224	884.32275	12
-865	2037	2896	-210.98111	496.92197	706.54565	12
-865	2917	3439	-211.03514	711.8344	839.194	12
-1665	1568	2701	-406.25778	382.62393	659.0026	12
-852	2046	3287	-207.87625	499.1532	802.1244	12
-1613	2535	2917	-393.61084	618.594	711.62714	12
212	1535	2804	51.806553	374.5202	684.28186	12
-2289	2750	3535	-558.6321	670.9361	862.4488	12
-1452	1557	2683	-354.27057	379.8027	654.7727	12
-78	2389	3509	-18.940107	582.93195	856.2439	12
-862	3492	4109	-210.33171	852.13043	1002.56836	12
-1241	1885	2647	-302.90335	460.0212	645.9145	12
43	1601	2811	10.4155245	390.5758	685.89746	12
-321	2833	3453	-78.4186	691.14545	842.6074	12
-1290	2887	3237	-314.71246	704.4682	789.9113	12
-944	1542	2823	-230.44041	376.33127	688.9205	12
297	2983	3652	72.40622	727.9616	891.1785	12
-1069	2392	3094	-260.7306	583.6385	755.00714	12
-1143	2150	3364	-278.98706	524.5259	820.8895	12
-338	2050	3161	-82.380264	500.1987	771.1828	12
-1648	2896	4070	-402.10916	706.5916	993.00464	12
-1422	1042	2297	-346.86795	254.1791	560.5171	12
422	2483	3619	102.96847	605.8504	883.0834	12
-1990	2735	3219	-485.46173	667.2523	785.46686	12
-1012	1239	2959	-246.84409	302.2766	722.0922	12
-1618	2790	3312	-394.83304	680.7063	808.032	12
241	2207	3241	58.877842	538.52625	790.7467	12
-2449	3059	3669	-597.45184	746.37445	895.1775	12
-876	1188	2682	-213.8278	289.79684	654.34155	12
-758	3208	3657	-185.04001	782.74634	892.2204	12
-886	2135	2433	-216.25897	521.00287	593.53827	12
-773	2891	3480	-188.58746	705.408	849.05255	12
-1410	2479	2771	-344.06122	604.75964	676.0322	12
-686	2128	3185	-167.33989	519.2452	777.05206	12
-1295	2516	3306	-316.08624	613.79144	806.7546	12
-1145	2389	3313	-279.28763	582.9159	808.49066	12
-1447	2430	3437	-353.18436	592.8449	838.6924	12
-1131	1750	3043	-276.0054	427.01117	742.44464	12
-696	2606	2936	-169.92465	635.97864	716.3643	12
-1594	2468	3540	-388.93304	602.21796	863.80524	12
-1567	1923	2550	-382.3738	469.12323	622.18823	12
-234	2467	3446	-57.211903	601.84985	840.71606	12
-2243	2490	3021	-547.2846	607.5607	737.1506	12
-292	1357	2742	-71.18198	331.0032	669.10834	12
-1560	3275	3479	-380.51846	799.08453	848.89545	12
-1278	1906	2964	-311.75146	465.04755	723.2469	12
-601	2775	2973	-146.53693	677.09314	725.3849	12
-421	2660	3521	-102.80223	649.0105	859.18945	12
-1151	3182	3725	-280.83633	776.3724	908.9306	12
-654	1325	2516	-159.5161	323.36404	613.9579	12
-1228	3311	3732	-299.549	807.8626	910.5205	12
-420	1695	2793	-102.39184	413.50436	681.3771	12
-867	2252	3460	-211.4844	549.6097	844.174	12
-1031	2579	3159	-251.67609	629.21344	770.8958	12
-1018	2349	3247	-248.47911	573.20984	792.1812	12
-561	2090	2943	-136.79393	510.05	718.0225	12
-1500	2718	3570	-365.96967	663.0872	871.1022	12
-829	1561	2797	-202.34015	380.96222	682.3732	12
-705	2402	3414	-172.08313	586.11725	833.0369	12
-1179	2181	3153	-287.75516	532.1359	769.3078	12
-2486	2555	3404	-606.61914	623.49084	830.67303	12
-455	1357	2692	-111.02646	331.00943	656.7532	12
-261	3378	4004	-63.776318	824.17664	977.0724	12
-1976	1814	2559	-482.1495	442.68124	624.4631	12
7	1704	2493	1.7600638	415.66815	608.2428	12
-2110	3743	3729	-514.7191	913.3494	909.84247	12
-1442	1383	2268	-351.78043	337.56863	553.40344	12
811	2701	3214	197.78857	658.978	784.12775	12
-3034	3411	4273	-740.22125	832.35925	1042.7261	12
-1455	760	2690	-355.09637	185.45131	656.3257	12
8	2652	3431	2.0291624	647.2022	837.27203	12
-485	2766	3505	-118.24002	674.91	855.3082	12
-2833	2345	2919	-691.2193	572.1008	712.23553	12
-562	1567	2843	-137.2425	382.3809	693.62756	12
-547	3480	4015	-133.56023	849.06085	979.66626	12
-1411	1465	2164	-344.21878	357.5585	527.9294	12
-1521	2441	3642	-371.22086	595.54175	888.7682	12
-22	1710	2718	-5.3644433	417.2473	663.16437	12
-1569	3020	3601	-382.93524	736.8816	878.59155	12
-2898	2052	2592	-707.0461	500.647	632.3482	12
1347	2062	3466	328.72333	503.18265	845.76624	12
-1774	3524	3816	-432.9515	859.8467	931.1649	12
-1911	1366	2809	-466.27603	333.20947	685.4188	12
-1002	2044	3001	-244.59006	498.66876	732.2383	12
256	2466	3512	62.352707	601.7475	856.90485	12
-2454	3232	3602	-598.84503	788.6002	878.82043	12
-1888	979	2400	-460.7162	238.9343	585.49304	12
1251	2773	4217	305.34152	676.7099	1029.0663	12
-2150	3633	3105	-524.48834	886.46643	757.5265	12
-1302	90	2136	-317.7144	21.99332	521.2344	12
-36	3074	3703	-8.797094	750.1242	903.59906	12
-1931	2060	2865	-471.0651	502.7107	699.0454	12
-1827	1558	3050	-445.8468	380.2231	744.1324	12
-1178	2545	2850	-287.408	621.0455	695.4658	12
-1081	2486	3619	-263.85464	606.6142	883.03937	12
-1221	1514	2803	-297.82184	369.36737	683.91547	12
-1633	2865	3832	-398.49283	698.9732	935.022	12
-2451	1896	2997	-598.0931	462.74402	731.29083	12
-569	2222	3464	-138.83934	542.1603	845.23737	12
-525	1988	2488	-128.10808	484.9607	607.12787	12
468	3046	3348	114.131	743.172	816.94073	12
-4290	2894	3462	-1046.6465	706.2411	844.67267	12
-162	-187	2189	-39.438263	-45.572155	534.11743	12
-465	5140	4358	-113.37743	1254.155	1063.3018	12
-1111	1286	2238	-271.06982	313.8375	546.1657	12
-225	2810	3911	-54.780945	685.6981	954.3182	12
-2492	2746	3610	-608.02234	670.0479	880.87854	12
-1917	1939	3278	-467.66364	473.23404	799.89526	12
-896	2281	3363	-218.65007	556.53766	820.57837	12
751	2771	3338	183.32405	676.21484	814.3651	12
-2610	2970	3066	-636.94525	724.75977	748.07074	12
-752	667	2124	-183.44556	162.70708	518.2997	12
84	3553	3413	20.583607	866.8522	832.7505	12
-2051	2885	3011	-500.37903	703.9934	734.5819	12
-169	1300	2362	-41.231266	317.29105	576.20746	12
-850	2973	3932	-207.44318	725.48975	959.30176	12
-588	2825	3321	-143.47295	689.3306	810.2145	12
-1374	2405	3351	-335.3727	586.7274	817.6556	12
-740	2623	3609	-180.58577	640.0637	880.6839	12
508	2348	2665	124.04981	572.9262	650.2693	12
-221	2384	3307	-53.963036	581.7531	806.8758	12
-1519	2677	3023	-370.5696	653.15454	737.6095	12
-942	1718	2780	-229.78487	419.3056	678.32837	12
-1365	2631	3784	-333.0838	641.8994	923.381	12
-531	1461	2317	-129.53293	356.58508	565.4506	12
-650	3498	3876	-158.67487	853.6014	945.81036	12
-2433	2430	3271	-593.68713	592.888	798.0913	12
956	1340	3041	233.29907	326.9643	741.999	12
-2472	3691	4287	-603.2891	900.6825	1045.996	12
976	327	1901	238.26389	79.83232	463.96335	12
-2325	4657	4595	-567.23315	1136.4244	1121.2433	12
-1171	11	1083	-285.7337	2.6991305	264.18277	12
-568	4388	4570	-138.50237	1070.5558	1115.0332	12
-1861	1341	2367	-454.01932	327.29416	577.5512	12
1428	3625	4823	348.52066	884.477	1176.9333	12
-2843	2681	3085	-693.6705	654.16864	752.8332	12
232	771	2867	56.677338	188.04851	699.6472	12
-1950	2771	3062	-475.81046	676.1139	747.02344	12
114	2012	2896	27.921804	490.86377	706.66956	12
-2174	2977	3164	-530.54565	726.4143	772.10016	12
-1012	1292	3676	-246.9008	315.28647	897.0412	12
-1803	2671	3909	-439.9075	651.80255	953.8365	12
-137	1539	3195	-33.368336	375.486	779.5236	12
-596	2905	4024	-145.52953	708.85944	981.82446	12
-599	2365	3290	-146.20341	576.99347	802.6761	12
-1537	2197	2816	-374.9327	536.17975	687.02106	12
354	1602	2513	86.32484	390.86694	613.0829	12
-1619	3601	3785	-395.09525	878.6729	923.48627	12
620	572	1546	151.31122	139.6204	377.2684	12
-833	4172	4175	-203.2989	1017.9096	1018.6162	12
-1443	2388	3245	-352.21158	582.7528	791.89197	12
-1224	2527	3396	-298.75455	616.6748	828.6982	12
-237	1632	2234	-57.820267	398.19534	545.0617	12
-438	2697	3885	-106.82488	658.1891	947.9047	12
-1256	1961	3317	-306.43097	478.45618	809.42053	12
132	2355	3244	32.24505	574.5456	791.49286	12
-1954	2664	3403	-476.78598	649.92175	830.227	12
347	1196	2320	84.73801	291.71817	565.9776	12
-959	4384	4472	-233.91762	1069.815	1091.2153	12
-169	1427	2854	-41.222805	348.1547	696.4784	12
-1466	3246	4005	-357.5992	792.0343	977.2252	12
-1863	2097	2851	-454.52457	511.58594	695.63666	12
436	2797	3231	106.276825	682.3489	788.25793	12
-1051	3279	3689	-256.44052	799.97253	900.1981	12
-581	1708	2683	-141.7508	416.69302	654.7406	12
-1689	2096	3274	-412.09766	511.45682	798.8808	12
-915	2180	2936	-223.35416	531.9506	716.4852	12
-676	2936	2744	-164.84552	716.29614	669.6489	12
-1610	2524	3036	-392.72705	615.92004	740.7892	12
100	2293	3533	24.450054	559.47205	862.1307	12
-1773	3632	4609	-432.5936	886.1314	1124.5511	12
-1027	832	2418	-250.5511	203.08934	589.88635	12
130	2569	3429	31.676105	626.957	836.5971	12
-1414	2651	3155	-345.13358	646.84735	769.79083	12
-779	2286	2647	-190.14482	557.7208	645.88794	12
-2510	1677	2485	-612.48535	409.1131	606.277	12
-913	2065	3332	-222.7786	503.8446	812.9351	12
-276	2148	3396	-67.45794	524.2102	828.742	12
269	3032	3777	65.71739	739.77875	921.4978	12
-2372	4144	4119	-578.70795	1011.15735	1004.9377	12
-2038	1671	3472	-497.243	407.8265	847.086	12
555	2257	2755	135.48724	550.7039	672.2122	12
756	2564	3007	184.5679	625.4981	733.6147	12
-843	2543	2696	-205.58249	620.54785	657.83813	12
-1713	2696	3219	-418.07156	657.8167	785.47833	12
-1011	880	2451	-246.7036	214.61075	598.09204	12
-858	3430	4662	-209.26315	837.01685	1137.6483	12
-770	2107	3196	-187.87222	514.01227	779.8241	12
-196	2363	4244	-47.819828	576.49725	1035.5172	12
-2956	2114	3558	-721.2215	515.90375	868.2124	12
-266	1401	3566	-64.98357	341.82938	870.17053	12
-1410	2838	3637	-344.12537	692.3522	887.41345	12
907	1017	2567	221.375	248.16512	626.3373	12
-2150	3109	3270	-524.70215	758.52576	797.8361	12
-1163	1416	2214	-283.89035	345.5454	540.15234	12
-1691	2480	3831	-412.56174	605.1592	934.8699	12
-458	1977	3106	-111.66404	482.4369	757.95874	12
-652	3608	3890	-159.0759	880.3596	949.10864	12
-106	2650	3642	-25.878304	646.55774	888.63806	12
-1262	2667	3545	-307.933	650.66504	865.05945	12
-1154	2113	2971	-281.6931	515.5682	724.8266	12
-1311	2105	3149	-319.92197	513.7079	768.3819	12
-397	2191	3528	-96.90392	534.5545	860.79114	12
-2293	2625	3081	-559.6062	640.60266	751.70056	12
151	860	2055	36.83468	209.9495	501.54025	12
-1763	3609	4319	-430.25784	880.6191	1053.771	12
-972	1647	3117	-237.06308	401.90125	760.5227	12
-2238	2894	4184	-546.0279	706.02344	1020.87244	12
598	518	1643	145.85391	126.48722	400.9336	12
-1268	4563	5408	-309.3813	1113.4908	1319.6578	12
-2200	892	1399	-536.7455	217.55382	341.3948	12
-318	3049	4947	-77.666824	743.9559	1207.059	12
-3258	3186	2019	-794.8854	777.38983	492.62543	12
3074	433	3205	749.99493	105.703674	782.0064	12
-1470	5098	4479	-358.72427	1243.897	1092.9701	12
1083	747	2059	264.36594	182.32571	502.3808	12
-3595	4538	4650	-877.2657	1107.2303	1134.5184	12
538	-145	952	131.19102	-35.44856	232.33698	12
226	4457	5545	55.043743	1087.5162	1352.9597	12
-640	1876	1992	-156.18347	457.7401	486.00943	12
-311	3339	3987	-75.79964	814.805	972.7086	12
-2587	1795	2898	-631.34705	438.03284	707.05725	12
-1396	1928	3755	-340.59317	470.462	916.32947	12
-187	2246	2577	-45.561832	548.07965	628.6963	12
85	2379	3920	20.727211	580.5317	956.55	12
-2363	2888	3149	-576.63074	704.721	768.4077	12
-1042	260	1827	-254.23837	63.471817	445.82135	12
-536	2836	3558	-130.75023	692.0578	868.156	12
-1135	4150	4120	-276.8426	1012.6546	1005.25256	12
-865	987	2233	-211.0769	240.91713	544.8305	12
506	3011	3812	123.3633	734.67456	930.204	12
-1322	3262	2951	-322.6803	796.00543	719.944	12
-392	1804	3435	-95.56229	440.1701	838.10767	12
-2105	3519	4224	-513.7282	858.5564	1030.6731	12
348	883	1714	85.02878	215.44408	418.11243	12
-2052	3391	4097	-500.74194	827.3102	999.71857	12
-1060	1547	2578	-258.5741	377.41803	629.03955	12
-868	3430	4678	-211.77061	836.8271	1141.4838	12
-2638	1038	1956	-643.72375	253.28152	477.2398	12
2328	1135	1981	567.9582	277.04956	483.41254	12
-2454	5403	5097	-598.6855	1318.3003	1243.6251	12
-857	24	1798	-209.05168	5.939322	438.7022	12
-814	3007	4363	-198.64227	733.6199	1064.5643	12
-545	2135	2152	-133.02815	520.8813	525.19104	12
-1194	3979	5114	-291.39233	970.78314	1247.7627	12
-1835	2006	2348	-447.68484	489.45657	572.96606	12
628	1695	4389	153.2567	413.6332	1070.887	12
-1722	3901	3150	-420.08582	951.7516	768.583	12
636	1254	3134	155.2883	305.97638	764.76263	12
-742	2009	2859	-181.07237	490.2441	697.5982	12
-180	1960	2941	-43.86833	478.27103	717.5544	12
-1960	2552	3111	-478.13852	622.7757	759.1072	12
717	1488	2614	174.9949	363.18924	637.69763	12
-1964	4084	4565	-479.09885	996.4827	1113.7714	12
-1306	1736	3444	-318.7497	423.55286	840.21796	12
-1351	3216	4143	-329.7358	784.66077	1010.79614	12
413	1427	3886	100.81956	348.20163	948.0882	12
-1829	3030	4045	-446.1635	739.2527	986.863	12
-238	926	1939	-58.110565	226.06401	473.14813	12
-613	2498	2799	-149.54573	609.5085	682.9644	12
-1173	2728	2436	-286.3312	665.7203	594.4614	12
-1714	2532	3159	-418.26685	617.8102	770.70087	12
-834	1492	2718	-203.52005	364.093	663.14935	12
-1715	2970	4678	-418.3469	724.62	1141.4594	12
106	2295	2878	25.753872	560.07074	702.14594	12
-1344	3204	5513	-328.0187	781.68866	1345.1771	12
-1284	144	1882	-313.3683	35.13069	459.1997	12
-509	3670	2983	-124.23451	895.455	727.9378	12
-443	1023	2722	-108.08923	249.63515	664.072	12
-1582	3801	3591	-386.06528	927.47034	876.2417	12
-3629	1220	2732	-885.5532	297.69302	666.60016	12
233	1388	3583	56.857563	338.6317	874.2708	12
-1298	3786	4532	-316.76416	923.7871	1105.7391	12
-357	1001	2493	-87.20403	244.18303	608.352	12
-1261	2469	3168	-307.72958	602.544	772.8841	12
-999	2104	2771	-243.75096	513.3726	676.16266	12
-991	2990	3724	-241.73769	729.49445	908.5986	12
380	1954	2872	92.646866	476.8446	700.85254	12
-1325	3350	4459	-323.2445	817.4194	1088.0576	12
-2834	2006	2400	-691.40234	489.5823	585.59564	12
964	2160	3559	235.26205	527.1204	868.32306	12
-888	3827	4761	-216.61969	933.7367	1161.6812	12
-530	1116	2824	-129.2682	272.3855	688.9407	12
-1480	2603	3012	-361.09616	635.0534	734.90497	12
322	1537	2731	78.669365	375.1125	666.3256	12
-1351	3293	3475	-329.71512	803.55927	847.9586	12
-717	1335	2611	-174.88214	325.75793	637.01337	12
-2042	3403	4614	-498.35223	830.429	1125.8967	12
-920	985	2794	-224.52174	240.35808	681.69336	12
-519	3614	4837	-126.55923	881.7045	1180.2428	12
-762	1829	3005	-185.93105	446.29407	733.1092	12
-1056	2621	3156	-257.55057	639.5411	770.1638	12
-758	1199	2154	-184.83586	292.62216	525.4901	12
-1506	3282	3936	-367.53677	800.829	960.3408	12
-2072	1483	2395	-505.45053	361.87424	584.3803	12
-182	2497	3467	-44.52642	609.3306	845.9173	12
-1407	3267	4127	-343.2324	797.058	1006.97437	12
-572	1784	3763	-139.56107	435.29572	918.1084	12
-1156	2059	3496	-281.96854	502.30838	853.0552	12
-423	2152	3347	-103.21727	525.19763	816.66736	12
-1345	2507	3155	-328.25146	611.7941	769.7311	12
-427	1681	3220	-104.251755	410.09286	785.5624	12
-2564	2891	4174	-625.5953	705.34265	1018.4321	12
-1454	594	1614	-354.8582	144.88133	393.8652	12
-62	2381	3537	-15.050717	581.0858	863.1248	12
-1738	2994	3985	-423.96066	730.4323	972.44916	12
-1134	1714	3064	-276.66742	418.2861	747.70734	12
-1307	3065	4073	-318.8387	747.80743	993.78894	12
-322	2134	3218	-78.46354	520.6321	785.2649	12
-176	2063	3318	-42.887962	503.28766	809.6325	12
-382	2376	3415	-93.13668	579.6655	833.32837	12
-377	2045	2749	-91.88002	499.06277	670.78723	12
-1079	2844	3303	-263.26456	693.90344	805.8212	12
-927	2239	3086	-226.26451	546.35455	752.90063	12
210	2297	3993	51.275208	560.4065	974.23145	12
-1407	2730	3335	-343.35928	666.02856	813.66833	12
-699	1941	3701	-170.62733	473.4865	903.0893	12
-2146	2650	3881	-523.6157	646.70026	946.95233	12
254	1374	2553	61.890903	335.25906	623.03796	12
-1837	3373	4059	-448.21274	823.0205	990.4265	12
-54	480	2067	-13.137827	117.23324	504.38074	12
-954	3269	3885	-232.88191	797.5807	947.90326	12
-1718	1501	2215	-419.07336	366.1651	540.3946	12
-598	2305	3203	-145.83882	562.4472	781.5893	12
-1900	2780	3186	-463.7018	678.3885	777.5026	12
-861	1610	3242	-210.00462	392.82797	791.0909	12
-733	2407	3062	-178.87518	587.23535	747.11774	12
-954	2619	3690	-232.74661	639.1029	900.2582	12
-2054	1799	3273	-501.16876	438.86197	798.5321	12
-1433	1855	3536	-349.69366	452.65518	862.8669	12
-616	2230	3025	-150.25943	544.04913	737.9793	12
-1603	2721	3467	-391.04025	663.9103	845.9441	12
-1232	1463	3002	-300.5837	357.01688	732.60175	12
-1634	2764	3816	-398.79724	674.39435	931.11993	12
-973	1242	1732	-237.51414	303.12085	422.52893	12
39	2483	3733	9.58106	605.8722	910.9132	12
-1873	2875	3626	-456.97852	701.58374	884.7783	12
-617	1592	2964	-150.4773	388.32648	723.1234	12
-1266	2659	3549	-308.9079	648.9036	865.93677	12
-838	3298	3270	-204.37305	804.72144	797.97626	12
-1170	2380	3003	-285.54428	580.72534	732.7348	12
497	2121	3394	121.373795	517.57263	828.12396	12
-1735	3488	3621	-423.24805	851.14734	883.51306	12
-139	981	2316	-33.990997	239.45833	565.02625	12
130	3058	3806	31.721052	746.0734	928.64197	12
-784	2858	3130	-191.22559	697.2652	763.7239	12
-2393	2909	3118	-583.8253	709.70264	760.8187	12
317	2071	3640	77.25428	505.39005	888.08466	12
