A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-442	1722	3478	-107.91341	420.23	848.7282	12
-727	2286	4056	-177.45961	557.7679	989.73456	12
-656	2109	3287	-160.1564	514.55164	801.9788	12
-891	2351	3306	-217.3063	573.73303	806.66	12
-776	2328	3744	-189.43433	568.13086	913.591	12
-371	2229	3653	-90.55556	543.8137	891.3183	12
-599	2434	3433	-146.10039	593.8072	837.73486	12
-928	2797	3479	-226.53195	682.5194	848.8165	12
-659	2766	3091	-160.7098	674.9221	754.25195	12
-831	2333	3472	-202.73083	569.149	847.1415	12
-925	2279	3507	-225.59872	556.03595	855.64014	12
-508	2309	3359	-123.852264	563.4773	819.557	12
-888	2812	3356	-216.7489	686.18567	818.90576	12
-965	2188	3299	-235.46388	533.8404	804.9718	12
-1141	2362	3164	-278.48453	576.4443	772.1046	12
-994	2144	3436	-242.62976	523.15063	838.3078	12
-1483	2360	3304	-361.90094	575.77185	806.15094	12
-1117	1983	3261	-272.4324	483.91223	795.7137	12
-1172	2366	3318	-286.02158	577.25824	809.6475	12
-573	1862	2906	-139.74626	454.4099	709.06885	12
-938	2391	3361	-228.9556	583.50256	820.18713	12
-1215	1957	2904	-296.43478	477.56473	708.6416	12
-1130	2307	3310	-275.6008	562.823	807.6551	12
-1563	2061	3038	-381.29352	502.92847	741.1792	12
-807	1856	3372	-196.93689	452.8803	822.7337	12
-1985	2199	3934	-484.2872	536.6161	959.97144	12
-1391	1227	3197	-339.39285	299.29034	780.07263	12
-991	1894	3515	-241.69527	462.08298	857.662	12
-1350	2086	3418	-329.33536	509.01077	833.94006	12
-1223	1915	3477	-298.32913	467.18863	848.34216	12
-1462	2117	3239	-356.77026	516.4623	790.38226	12
-1471	1877	3126	-359.00348	458.05008	762.7971	12
-1404	1886	3041	-342.60284	460.14883	741.8988	12
-1302	1926	3013	-317.7924	469.8435	735.0961	12
-1440	1533	2882	-351.27948	374.11145	703.1383	12
-1493	1684	3571	-364.19067	410.82712	871.37134	12
-1752	1802	3712	-427.55753	439.67535	905.6756	12
-1539	1761	3628	-375.59985	429.67633	885.13684	12
-1931	2090	3614	-471.0442	510.01718	881.7635	12
-624	1762	3077	-152.23495	430.0013	750.71375	12
-980	2120	3668	-239.11984	517.1706	894.91797	12
-1374	1518	3145	-335.15845	370.28268	767.3609	12
-1389	2033	3500	-338.88544	496.01337	854.07166	12
-1394	1864	3121	-340.07727	454.8105	761.6077	12
-577	2065	3507	-140.76622	503.74014	855.74866	12
-1233	2461	3812	-300.84326	600.36316	930.0887	12
-1202	1555	3019	-293.32767	379.45065	736.61316	12
-1047	1987	3555	-255.55893	484.92252	867.3034	12
-1153	2242	3555	-281.224	547.13873	867.4674	12
-962	1825	3286	-234.81802	445.40176	801.81934	12
-1709	2546	3497	-416.89706	621.1057	853.3348	12
-1423	1802	3298	-347.0949	439.69904	804.66846	12
-775	2207	3509	-189.21104	538.53625	856.2902	12
-904	2108	3352	-220.48752	514.39575	817.7796	12
-1102	2257	3369	-268.77167	550.58826	822.0318	12
-958	1897	3518	-233.80359	462.7975	858.4348	12
-1432	2183	3490	-349.48328	532.55865	851.51996	12
-1350	1926	3206	-329.34427	469.95874	782.2232	12
-1376	1994	3000	-335.80585	486.62012	731.95874	12
-832	1802	3009	-202.90466	439.57623	734.2955	12
-1268	2047	3374	-309.3751	499.47745	823.2472	12
-1288	2042	3417	-314.34897	498.25342	833.847	12
-2031	2029	3242	-495.62933	495.16418	791.0799	12
-865	1695	2810	-211.10037	413.68716	685.7563	12
-1355	2293	3885	-330.58948	559.3825	947.81964	12
-1897	1148	3250	-462.9365	280.19632	793.105	12
-1408	1508	3299	-343.5353	368.0443	805.0543	12
-1080	1858	3384	-263.6041	453.3796	825.7648	12
-1552	1831	3638	-378.64172	446.7802	887.6125	12
-1091	1222	3106	-266.26938	298.0488	757.87964	12
-1700	2153	3777	-414.76898	525.2683	921.6031	12
-1405	1044	3133	-342.9327	254.79512	764.3386	12
-1335	2249	3665	-325.6424	548.69214	894.1754	12
-1581	1561	2937	-385.66345	380.8621	716.60205	12
-1408	1892	3610	-343.4751	461.54703	880.74585	12
-1606	1157	3386	-391.88986	282.4074	826.0724	12
-1655	2110	3895	-403.87875	514.89307	950.30505	12
-1414	1298	2999	-345.05215	316.71497	731.73456	12
-741	2252	3768	-180.79608	549.5802	919.3124	12
-1759	1693	3285	-429.1514	413.00293	801.44495	12
-1159	1752	3355	-282.67682	427.36758	818.67096	12
-1380	1839	3629	-336.61313	448.6837	885.4961	12
-1172	1822	3378	-285.85675	444.51157	824.1689	12
-952	1865	3625	-232.18117	455.05054	884.44867	12
-1331	1997	3501	-324.7738	487.29013	854.2649	12
-953	1295	3044	-232.4811	315.90488	742.78815	12
-1498	2432	3664	-365.59818	593.3482	893.9704	12
-940	1114	3231	-229.26224	271.823	788.4855	12
-1390	2644	4124	-339.2748	645.03406	1006.1884	12
-1007	1276	2985	-245.63837	311.31204	728.2749	12
-1157	2904	3850	-282.19952	708.5765	939.2926	12
605	302	1596	147.51094	73.74587	389.52997	12
-879	4165	4892	-214.50377	1016.2871	1193.686	12
-3869	963	2436	-944.15784	234.9367	594.2827	12
300	1126	5068	73.27016	274.86267	1236.4827	12
-4818	4090	4400	-1175.4702	997.86084	1073.7076	12
1610	-591	2129	392.76736	-144.10222	519.46234	12
112	4755	4611	27.37875	1160.3053	1125.1946	12
-1856	1021	2635	-452.8497	249.04666	642.8418	12
-1520	1684	3382	-370.8618	410.87225	825.3228	12
-2418	1649	2484	-590.095	402.29697	606.1259	12
-1365	1690	3005	-332.96664	412.3442	733.1029	12
788	2822	3491	192.29878	688.5759	851.9175	12
-471	2622	3370	-114.826416	639.8302	822.3188	12
-1259	2313	3756	-307.16446	564.3017	916.3759	12
-3559	1921	3887	-868.3542	468.76062	948.4257	12
-323	-5	3634	-78.881836	-1.1036904	886.8109	12
-800	4191	4106	-195.18631	1022.5689	1001.9826	12
-432	1432	3059	-105.37026	349.40854	746.4845	12
-1459	2338	2995	-356.00613	570.4348	730.77026	12
-2222	1338	2220	-542.09894	326.5431	541.648	12
-1503	1803	2360	-366.686	439.917	575.8059	12
-1135	1543	3041	-276.8643	376.5276	741.9759	12
-1439	3129	5220	-351.2217	763.5937	1273.7979	12
-1814	1396	3519	-442.67697	340.5274	858.5383	12
-102	1922	3705	-24.89701	468.9895	904.0831	12
-1139	2550	3277	-277.90588	622.27435	799.4808	12
-1640	2062	2663	-400.2546	503.24307	649.78687	12
-755	1145	2328	-184.33434	279.36246	568.1248	12
-1448	2836	4057	-353.39603	691.92694	989.8382	12
-1542	1604	3235	-376.3516	391.38016	789.35284	12
-804	2365	3941	-196.29433	576.9944	961.6237	12
-760	1867	2576	-185.44957	455.45657	628.538	12
8	2629	3950	1.8300743	641.59155	963.7887	12
-2348	3748	4124	-573.0239	914.57416	1006.37085	12
1128	-236	3440	275.1793	-57.661488	839.4511	12
-1315	4268	4282	-320.7646	1041.4954	1044.6968	12
-23	691	2446	-5.641103	168.48206	596.7875	12
-1086	3782	4397	-264.91214	922.81555	1072.8739	12
-1159	1120	2515	-282.86746	273.2494	613.6284	12
-527	1858	4011	-128.49715	453.34933	978.7477	12
-3139	2723	3241	-765.9218	664.461	790.83374	12
978	687	2844	238.72324	167.6967	693.8492	12
-920	4053	3800	-224.40671	988.84454	927.1201	12
-1313	1198	3340	-320.46475	292.355	815.0793	12
-2490	1560	3713	-607.4548	380.73782	905.95917	12
-226	1121	1968	-55.158855	273.58316	480.3139	12
-368	2826	2514	-89.8823	689.4881	613.2965	12
-1700	2615	3467	-414.80167	637.9522	845.97754	12
-2048	1447	2896	-499.81674	353.04898	706.7052	12
-704	1799	3011	-171.84607	439.03998	734.6693	12
-2035	3155	3488	-496.5743	769.7545	851.1274	12
-476	1346	3263	-116.17547	328.4253	796.18225	12
-1116	2394	3930	-272.31827	584.1905	958.9739	12
-1090	1812	3668	-265.87457	442.09555	894.9229	12
-1868	1526	3059	-455.72546	372.36844	746.43225	12
-668	1588	2815	-162.91508	387.4378	686.96814	12
-2240	3249	4546	-546.63464	792.82324	1109.141	12
164	563	2555	40.037052	137.31653	623.5042	12
-2143	3626	4404	-522.9144	884.66235	1074.5211	12
-1976	732	1970	-482.23245	178.6221	480.65036	12
-528	3260	3653	-128.78394	795.4704	891.29626	12
-1406	1117	2741	-342.95615	272.53137	668.68854	12
-995	2583	3339	-242.79378	630.26	814.6201	12
-2349	1752	2645	-573.1944	427.40518	645.3029	12
-776	1838	3155	-189.31543	448.40765	769.71466	12
-1845	3038	4039	-450.07645	741.1643	985.56824	12
239	1794	3263	58.363205	437.84995	796.16754	12
-1930	2719	3642	-471.0067	663.44684	888.6749	12
-871	1971	3263	-212.5005	480.9786	796.2817	12
-251	1913	3070	-61.25697	466.66882	749.08484	12
-732	2613	3518	-178.66545	637.6673	858.34564	12
-1334	1904	3013	-325.45642	464.61353	735.2853	12
-1012	2648	3912	-247.01682	646.0053	954.4871	12
-577	1493	2863	-140.80847	364.36084	698.58594	12
-673	3124	3654	-164.11017	762.328	891.5339	12
-2046	2388	3017	-499.15247	582.697	736.2095	12
-906	1949	3222	-220.9512	475.53464	786.27783	12
-1721	2604	3987	-419.8446	635.331	972.72723	12
-344	1404	2737	-83.98172	342.60727	667.82806	12
-1673	2967	3634	-408.14883	724.0161	886.7484	12
-6	816	2595	-1.5616862	199.11717	633.27075	12
-1896	3812	4115	-462.69913	930.2197	1004.03796	12
-1699	441	2114	-414.44608	107.49884	515.88696	12
-35	2485	3142	-8.472185	606.42175	766.5764	12
-2220	3415	3913	-541.7936	833.3685	954.69794	12
-737	1444	2816	-179.90771	352.32312	687.10565	12
-1823	2703	3536	-444.7003	659.41565	862.7105	12
-617	2313	2921	-150.51483	564.4463	712.8223	12
-1879	2509	3039	-458.52182	612.2196	741.56635	12
-341	1385	2670	-83.18438	337.93234	651.50275	12
-1566	3174	3839	-382.1858	774.3652	936.7278	12
-855	1405	2753	-208.51865	342.9054	671.6251	12
-1286	2480	3272	-313.8154	605.04913	798.39	12
-1149	1626	3122	-280.38647	396.6994	761.8411	12
-872	2662	3727	-212.88475	649.6372	909.30566	12
-2303	1940	3771	-561.868	473.45258	920.02545	12
-1462	1831	2882	-356.7663	446.71283	703.32513	12
254	2302	3067	61.861427	561.72217	748.35364	12
-1804	2766	3555	-440.15143	674.976	867.4154	12
-1403	1023	2073	-342.29114	249.51859	505.829	12
-1668	2852	3539	-407.10214	695.87146	863.5212	12
-655	1273	2710	-159.8107	310.73215	661.23346	12
-830	3022	4011	-202.61172	737.31146	978.5901	12
-2079	2032	2788	-507.39493	495.7683	680.18787	12
261	1752	2986	63.647892	427.56	728.5549	12
-1219	3384	3885	-297.53314	825.6368	948.02466	12
-914	1674	2943	-222.95769	408.54562	718.20197	12
-2059	2789	3830	-502.46228	680.55237	934.4417	12
-168	1287	2922	-40.872673	314.0446	712.8892	12
134	2514	3766	32.63298	613.5225	918.94037	12
-2005	2766	2873	-489.28036	674.9734	701.1083	12
-1102	1134	2634	-268.77704	276.58826	642.6797	12
-868	2783	3760	-211.70493	679.16907	917.4392	12
-1305	2392	3308	-318.51968	583.5659	807.05786	12
-2090	1989	3329	-509.84122	485.3183	812.1541	12
-598	1408	2892	-145.81076	343.4312	705.7653	12
-832	2645	3800	-202.97974	645.2739	927.2943	12
-1408	1527	2829	-343.43713	372.68582	690.30774	12
-2330	2078	3190	-568.4643	507.08582	778.31146	12
-1450	1481	3216	-353.74783	361.30313	784.6255	12
-92	2132	3312	-22.38543	520.29834	808.0832	12
-2285	2714	3972	-557.4484	662.163	969.1914	12
-2169	850	2305	-529.2612	207.3026	562.3387	12
72	2372	3692	17.62051	578.769	900.8482	12
-2304	2985	3377	-562.1776	728.4572	823.9332	12
-382	976	2200	-93.29472	238.03925	536.90936	12
-2727	3451	4191	-665.3849	841.9491	1022.6535	12
-1536	630	2496	-374.69296	153.84189	609.12494	12
-229	2765	3556	-55.963947	674.5695	867.59845	12
-1939	1628	3046	-473.12698	397.13864	743.24304	12
-1692	1999	3240	-412.80087	487.76236	790.57635	12
-1083	2072	3838	-264.37375	505.4791	936.39844	12
-2339	2202	3259	-570.6549	537.3483	795.1918	12
-174	1381	2965	-42.456734	336.85754	723.44836	12
-1716	3530	4112	-418.7276	861.38464	1003.299	12
-1934	508	2057	-471.86575	123.90951	501.87354	12
-292	3180	3805	-71.137596	776.02136	928.4734	12
-3213	1828	2447	-784.0373	446.1372	597.1771	12
-498	1569	3208	-121.61131	382.88754	782.8456	12
-1329	2458	3456	-324.3587	599.7173	843.2476	12
-857	2163	2923	-209.04726	527.7676	713.2347	12
-1468	2400	3245	-358.12482	585.6403	791.7735	12
-1400	2387	3173	-341.53534	582.4612	774.217	12
-897	1790	3365	-218.98303	436.79333	821.0723	12
-1179	3119	3663	-287.60294	761.02246	893.8042	12
-1394	1880	2939	-340.2183	458.69907	717.00366	12
-236	2376	3507	-57.557644	579.6362	855.74445	12
-528	1837	2595	-128.81984	448.2812	633.0869	12
-2087	3403	3720	-509.28098	830.44214	907.5718	12
-2153	1096	2382	-525.226	267.51007	581.16754	12
-296	2628	4182	-72.202965	641.19867	1020.3464	12
-633	2572	3145	-154.46576	627.65735	767.26056	12
-602	2363	3181	-146.97478	576.6657	776.16907	12
-1388	1770	2519	-338.7397	431.95578	614.55884	12
-1397	2867	4198	-340.90894	699.6187	1024.3057	12
-2006	1052	2850	-489.40567	256.63596	695.35925	12
712	2497	3526	173.6985	609.3001	860.348	12
-2346	3011	3455	-572.3889	734.6545	843.09503	12
-483	856	2809	-117.94492	208.74817	685.4552	12
-2509	2975	3546	-612.1785	725.84436	865.15106	12
47	1174	2580	11.413426	286.49374	629.4809	12
-1549	3138	3356	-377.98328	765.5812	818.90497	12
-1202	1867	3034	-293.30334	455.50452	740.24457	12
-996	1802	3071	-243.06102	439.65897	749.38635	12
-954	2863	3613	-232.7231	698.66235	881.467	12
-3124	1742	2978	-762.36255	425.04938	726.5481	12
635	1012	3120	154.90274	246.9035	761.1654	12
-2022	3772	4140	-493.34622	920.4445	1010.0885	12
-975	737	3028	-237.8939	179.93304	738.80206	12
-2232	2525	3481	-544.5899	616.18317	849.3731	12
-730	976	2683	-178.01575	238.04095	654.6715	12
-1534	2900	3745	-374.22186	707.525	913.76666	12
-1266	1114	2698	-308.8692	271.73853	658.4138	12
-1411	2590	3745	-344.3342	631.8649	913.7164	12
-279	1577	2625	-68.02352	384.8226	640.5513	12
-2682	2469	3779	-654.33435	602.39496	922.1741	12
-2433	1063	2528	-593.53864	259.41934	616.83344	12
511	2456	3889	124.75617	599.31494	949.0304	12
-1395	3241	3728	-340.45908	790.78986	909.6714	12
-1210	1588	2843	-295.25165	387.37595	693.7971	12
-1405	2540	3250	-342.74207	619.8406	792.90094	12
-745	2005	3233	-181.8885	489.3108	788.97205	12
-446	2184	3408	-108.83538	532.9433	831.62915	12
-2027	2533	3319	-494.62045	617.9638	809.8566	12
417	709	2663	101.83502	172.98317	649.8333	12
-1539	4262	4423	-375.43484	1039.8794	1079.2245	12
-2525	939	2306	-615.97974	229.10982	562.7746	12
-408	1720	3340	-99.585175	419.67264	815.0668	12
-413	3112	3319	-100.868385	759.42334	809.9393	12
-1683	2363	3246	-410.7332	576.5377	792.0981	12
-1428	1411	3264	-348.51736	344.18564	796.4308	12
-1564	2758	4321	-381.70975	672.9978	1054.3828	12
-656	1289	3048	-160.11089	314.4353	743.8043	12
-699	3208	3472	-170.63658	782.87067	847.1717	12
-1857	2229	2938	-453.1606	543.77454	716.9461	12
-282	2241	3538	-68.89417	546.77094	863.27057	12
-2320	2056	2934	-566.001	501.76846	715.9639	12
-704	1711	2916	-171.83914	417.46942	711.4617	12
-2234	2530	2798	-545.03595	617.3484	682.7246	12
-632	1011	2817	-154.111	246.6454	687.3723	12
-1718	2806	3888	-419.24203	684.616	948.65765	12
-1843	1467	2823	-449.73526	357.9251	688.91376	12
-709	2299	3062	-173.03374	560.8894	747.21533	12
-2478	2603	4050	-604.61755	635.1967	988.1337	12
-429	976	2748	-104.69177	238.18231	670.4561	12
-1847	2980	3820	-450.6443	727.15594	932.19073	12
-935	1077	2607	-228.16545	262.77313	636.02094	12
-1937	3160	4326	-472.57553	771.0855	1055.4381	12
-2000	871	2129	-488.09485	212.58371	519.4876	12
472	2321	3112	115.13383	566.3118	759.4281	12
-2999	3250	3589	-731.6761	793.04565	875.6332	12
-792	232	2783	-193.27522	56.619473	679.11786	12
-2116	2969	3874	-516.24414	724.3619	945.2223	12
-96	1578	2719	-23.523373	385.03757	663.50916	12
-2933	3805	4527	-715.7358	928.46	1104.6843	12
-634	326	1477	-154.6159	79.637634	360.31506	12
28	3880	4329	6.8326836	946.6087	1056.3643	12
-1439	2332	2884	-351.15503	569.09296	703.6091	12
-886	1510	2981	-216.06593	368.37048	727.3333	12
-971	2597	3206	-236.95844	633.5738	782.2802	12
-562	2627	4060	-137.1964	641.02686	990.6696	12
-2073	2459	3107	-505.8132	600.0697	758.1966	12
471	1146	2650	114.92947	279.5171	646.4939	12
-919	3757	4252	-224.20015	916.6743	1037.4745	12
-1690	1890	2244	-412.44397	461.0743	547.4799	12
-1148	1829	3715	-280.1296	446.33063	906.51575	12
-1226	2872	3704	-299.17322	700.84	903.8457	12
-136	1310	2841	-33.17521	319.558	693.31177	12
-1805	3024	3697	-440.47653	737.95184	901.9742	12
-793	627	2313	-193.53539	153.05502	564.43146	12
-1163	2693	3427	-283.85486	657.0996	836.20905	12
-2459	1611	2744	-600.07227	393.08618	669.638	12
-175	1849	3849	-42.72889	451.13657	939.0984	12
-2862	2711	3806	-698.3846	661.45233	928.6881	12
131	592	2602	31.889408	144.43172	634.87427	12
-2450	3327	4093	-597.8455	811.77826	998.7688	12
-1938	1016	2323	-472.95807	247.9666	566.70325	12
-305	2255	3440	-74.50044	550.1266	839.2926	12
-2768	2993	3627	-675.37396	730.3498	884.951	12
-845	757	2707	-206.11641	184.64555	660.5624	12
-62	2354	3410	-15.203988	574.41797	831.99365	12
-1995	2186	3233	-486.85156	533.3327	788.73175	12
-1387	1333	3275	-338.35605	325.23303	798.9822	12
-1461	2020	3154	-356.4489	492.84625	769.53687	12
-955	2071	3830	-232.89944	505.40982	934.55084	12
-2257	2343	3842	-550.5902	571.7694	937.44025	12
-1253	965	2824	-305.80475	235.53061	689.0217	12
-352	2210	3354	-85.96997	539.23083	818.4862	12
-2446	2496	3381	-596.80505	609.0434	825.0203	12
-1087	446	2195	-265.34293	108.87639	535.66895	12
-1953	2669	3606	-476.56146	651.346	879.84216	12
-1199	1513	2721	-292.52643	369.12814	663.93695	12
-680	2352	3868	-165.82127	573.9316	943.9105	12
-1314	2160	3209	-320.61218	527.00885	783.0921	12
-35	2545	3934	-8.593235	620.9529	960.009	12
-2370	2425	3559	-578.1691	591.7445	868.36505	12
-277	1402	3279	-67.55326	342.0448	800.0739	12
-324	2453	3476	-79.0733	598.5935	848.0554	12
-844	2858	3435	-205.83066	697.288	838.18317	12
-2386	1182	2919	-582.1649	288.34247	712.29645	12
602	1843	3176	146.99232	449.72586	774.9002	12
-2131	3397	3747	-520.07635	828.8521	914.3101	12
499	784	2802	121.862045	191.29108	683.79865	12
-3392	3592	3877	-827.67914	876.55975	946.1016	12
499	-8	2403	121.7336	-1.9675585	586.22845	12
-1852	3906	4793	-451.92926	953.0737	1169.519	12
-476	396	1975	-116.22617	96.52985	482.00342	12
-1058	3585	4321	-258.1625	874.648	1054.2771	12
-1905	1100	2682	-464.79095	268.28305	654.51984	12
-1241	2079	3520	-302.8111	507.2174	858.98193	12
-1553	2055	3157	-378.92804	501.3823	770.4184	12
-787	2105	3118	-192.08405	513.5453	760.88293	12
-1881	2227	3448	-458.925	543.4973	841.3177	12
-1439	1457	2694	-351.0699	355.52313	657.35065	12
-685	2670	3011	-167.21132	651.5728	734.7715	12
-2679	3015	3747	-653.7803	735.73535	914.3187	12
-13	533	2437	-3.1501381	130.16168	594.6673	12
-859	3606	4189	-209.66516	879.84357	1022.0402	12
-2099	1333	2874	-512.25195	325.2798	701.28766	12
-483	1898	3320	-117.749664	463.13544	809.97833	12
-2134	2199	3117	-520.7157	536.6253	760.5115	12
-165	2063	2943	-40.30715	503.40933	718.0294	12
-3180	3189	3931	-775.8588	778.02	959.18835	12
-412	36	2000	-100.41692	8.805769	487.92944	12
-613	3944	4251	-149.60187	962.25244	1037.2017	12
-3900	1826	2976	-951.5166	445.50626	726.2561	12
1015	23	2364	247.71819	5.6986003	576.77673	12
-2775	4918	4191	-677.1073	1199.9617	1022.68805	12
277	79	1916	67.48447	19.339556	467.54987	12
-1217	4323	4875	-296.85757	1054.7195	1189.559	12
-3182	1753	2686	-776.3555	427.66312	655.3901	12
2921	64	2681	712.69196	15.515335	654.27423	12
-2489	5562	3935	-607.2746	1357.2122	960.03296	12
-1250	885	2541	-305.01886	215.95097	619.9224	12
-565	2224	3678	-137.95483	542.63385	897.4962	12
-1644	2613	3261	-401.1982	637.552	795.6266	12
-357	2251	3491	-87.093025	549.15356	851.82526	12
-1469	2130	2900	-358.53552	519.78754	707.6191	12
-689	2322	3642	-168.09326	566.6755	888.6866	12
-1900	2521	3031	-463.69562	615.03796	739.671	12
-1091	1274	2718	-266.17685	310.95923	663.1993	12
-559	2987	4049	-136.41747	728.79736	987.8905	12
-1499	1761	3215	-365.72644	429.58258	784.50616	12
-572	1546	2846	-139.5207	377.13116	694.40344	12
-708	2750	3327	-172.73445	670.8843	811.905	12
-1773	2240	3198	-432.72913	546.6761	780.4032	12
-1647	1825	3631	-401.92563	445.38565	885.86127	12
-1608	2664	2998	-392.4461	649.90045	731.45465	12
-1509	2093	2273	-368.23584	510.7024	554.56177	12
-174	2300	2944	-42.354786	561.2474	718.4325	12
-2438	2468	3791	-594.7566	602.30255	924.93054	12
-759	1446	3240	-185.10895	352.9384	790.66516	12
-1768	2658	3466	-431.47736	648.6516	845.77167	12
-777	1469	2450	-189.50134	358.3927	597.6858	12
-758	3111	3472	-184.90979	759.1702	847.17426	12
-1976	1603	3063	-482.13406	391.16718	747.343	12
-731	2065	3176	-178.32518	503.83054	775.01685	12
-2222	2658	3202	-542.15656	648.61865	781.3504	12
-170	1669	2942	-41.40925	407.33664	717.89825	12
-1899	3107	3898	-463.3093	758.164	951.2228	12
-1525	860	3007	-372.09235	209.92137	733.70013	12
-790	2670	3341	-192.72023	651.5233	815.28845	12
-2119	2304	2872	-517.0877	562.08844	700.7075	12
-909	2053	2970	-221.84059	500.9472	724.65515	12
-929	2750	2750	-226.6207	671.1173	670.90784	12
-2206	2179	3310	-538.1969	531.79376	807.5986	12
-907	1269	2785	-221.2569	309.6872	679.4768	12
-781	2389	3901	-190.6562	582.9189	951.93225	12
-1307	2559	3425	-318.858	624.39905	835.7754	12
-758	1724	3524	-185.0153	420.73373	859.92285	12
-1550	2707	3534	-378.1804	660.5568	862.391	12
-524	2282	3290	-127.859726	556.9112	802.7102	12
-2050	3045	3763	-500.08362	742.9755	918.15765	12
-982	1568	2815	-239.53711	382.61185	686.942	12
-99	2198	3093	-24.140509	536.4299	754.5982	12
-1096	2825	3123	-267.5388	689.3699	762.1197	12
-3597	2382	4148	-877.552	581.15173	1012.1914	12
-658	-637	2342	-160.57803	-155.499	571.5688	12
-369	4598	3810	-90.02788	1121.9857	929.7397	12
-1017	1988	2670	-248.13452	485.00098	651.5204	12
-1958	2570	4648	-477.68265	627.09094	1134.1052	12
-3267	810	2768	-797.02905	197.5709	675.3674	12
1533	2658	2321	374.15802	648.5816	566.3735	12
-3671	3716	3125	-895.64594	906.6229	762.457	12
1940	1272	3074	473.39758	310.47632	749.9489	12
-3068	3118	3384	-748.60333	760.7748	825.5914	12
-1181	-555	2116	-288.06262	-135.51338	516.3104	12
-816	3746	3714	-199.03827	914.1033	906.3149	12
-1879	1813	3791	-458.4286	442.4315	924.97235	12
-758	2200	4299	-184.84576	536.687	1048.9584	12
-1605	1934	2725	-391.59866	471.8591	664.89404	12
-2113	2538	3171	-515.5147	619.2263	773.7472	12
-151	1989	3141	-36.738262	485.42084	766.50287	12
-1601	2681	3495	-390.69968	654.11584	852.6783	12
-1006	1366	2308	-245.52249	333.3041	563.0745	12
-2650	2745	3367	-646.69073	669.81915	821.5553	12
-9	-296	1643	-2.316755	-72.12558	400.9113	12
-1216	4668	5096	-296.59494	1138.9028	1243.4264	12
-3215	1165	2161	-784.5766	284.15778	527.2161	12
692	1279	3028	168.89844	312.17584	738.76245	12
-1478	4409	5092	-360.6089	1075.7535	1242.3427	12
-680	1181	2898	-165.99672	288.04254	707.144	12
-122	1520	3223	-29.776226	370.76947	786.33203	12
-1489	2780	3577	-363.21237	678.3553	872.7461	12
148	1199	2329	36.02703	292.4984	568.1954	12
-2501	3834	3884	-610.32654	935.4479	947.7012	12
-762	616	2390	-185.9217	150.22276	583.25574	12
-332	3387	4354	-81.0535	826.3384	1062.4257	12
-1913	2288	2861	-466.7562	558.26074	698.0245	12
942	1830	3843	229.78413	446.47754	937.7301	12
-2626	2442	2837	-640.6382	595.8964	692.33386	12
73	1302	3321	17.762568	317.6346	810.2241	12
-4020	3388	3626	-980.97455	826.7754	884.76587	12
341	-709	2203	83.08535	-173.00827	537.5672	12
-1470	3846	3755	-358.72586	938.38464	916.3105	12
103	1340	2506	25.180935	326.9366	611.42	12
-2196	2779	3993	-535.9104	678.0806	974.3758	12
-1444	1128	2967	-352.39627	275.2479	723.9038	12
-1478	2934	3451	-360.51566	716.01544	842.0205	12
-919	1798	2735	-224.21384	438.80258	667.275	12
1	2451	3593	0.12884413	598.10864	876.70056	12
-2572	2883	3484	-627.6468	703.4667	850.06616	12
-961	-165	1777	-234.44962	-40.318687	433.57254	12
-581	3628	4293	-141.88542	885.17474	1047.5165	12
-2636	2131	3160	-643.16595	519.96313	770.98236	12
946	1333	3501	230.79706	325.36893	854.3191	12
-4288	3301	4301	-1046.3525	805.52356	1049.347	12
760	-712	1451	185.36673	-173.63393	354.10126	12
-1345	4640	4102	-328.20782	1132.2216	1000.92535	12
-1597	717	2036	-389.74203	174.8976	496.88306	12
-867	3319	4700	-211.56598	809.8478	1146.8461	12
-4648	1755	2749	-1134.1161	428.31747	670.83307	12
2002	-80	2365	488.4338	-19.440966	577.1202	12
-287	4345	4074	-70.0903	1060.0729	994.1479	12
-3274	1819	2475	-798.86993	443.88983	603.8784	12
-1070	1024	3182	-260.99786	249.7485	776.378	12
-1985	2978	3455	-484.33044	726.57404	843.0391	12
-339	3094	4961	-82.69215	755.0302	1210.5302	12
-1414	1791	3326	-345.09998	436.9582	811.64856	12
477	1048	2924	116.490616	255.7352	713.575	12
-2260	3635	3024	-551.5267	887.0037	737.7965	12
-895	631	1797	-218.33018	154.02023	438.5496	12
-2494	3148	4070	-608.5904	768.19745	993.1666	12
176	1396	2985	42.96658	340.5752	728.3688	12
-1722	3635	4529	-420.13736	886.9759	1104.9641	12
-796	954	2480	-194.15356	232.79744	605.15137	12
-1410	4080	4221	-344.03546	995.43555	1029.9972	12
-942	874	3368	-229.93541	213.23798	821.8617	12
-1326	2859	3877	-323.4363	697.7152	946.0645	12
-816	1134	2503	-199.00357	276.58252	610.85315	12
65	2587	3559	15.753532	631.2397	868.3608	12
-2608	2172	2975	-636.4712	530.02106	725.8596	12
-8	1098	2302	-1.9704137	267.8456	561.71515	12
-2022	3340	3741	-493.40454	815.05444	912.7404	12
-1753	1926	3485	-427.6277	470.00906	850.4085	12
-161	2088	3259	-39.179737	509.44278	795.2804	12
-1681	3014	3944	-410.16348	735.4594	962.38635	12
-161	1531	2767	-39.392365	373.54276	675.1346	12
