A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-1212	3117	3594	-295.72778	760.46564	876.9605	12
-1390	1526	2878	-339.18375	372.45358	702.2446	12
-1263	2111	3603	-308.20178	515.0786	879.1409	12
-915	1785	3159	-223.19759	435.64926	770.7502	12
-3366	2640	3255	-821.3498	644.23645	794.10144	12
168	1082	2526	40.889416	264.11353	616.23895	12
-222	3316	4243	-54.24503	809.0237	1035.1719	12
-3067	1322	2791	-748.3592	322.50186	680.9244	12
-744	1125	2574	-181.46132	274.38382	628.0417	12
-2064	3275	3514	-503.5829	799.17755	857.4231	12
-625	1870	3122	-152.47992	456.40155	761.7549	12
-1540	2636	3328	-375.8517	643.30035	811.9149	12
-80	1593	2840	-19.451338	388.58594	692.96136	12
-2070	3216	4219	-505.0344	784.7326	1029.4791	12
-3120	451	2447	-761.2002	110.13053	597.04114	12
387	2715	4279	94.54224	662.55756	1044.18	12
-1490	2168	2916	-363.6288	528.91583	711.44824	12
204	1997	3035	49.80885	487.33078	740.47375	12
-4342	2677	3453	-1059.3516	653.19226	842.58185	12
876	-209	2029	213.83704	-50.970024	495.1931	12
-1680	4820	4658	-409.93915	1175.972	1136.6311	12
-2476	232	2377	-604.0841	56.726173	579.97864	12
653	2655	3963	159.37898	647.8834	967.0145	12
-2306	2717	3408	-562.7507	662.9882	831.43536	12
-1778	1388	3015	-433.78812	338.68478	735.67	12
-2191	2077	3029	-534.50287	506.8961	739.01074	12
1538	2178	4222	375.39246	531.3633	1030.1	12
-2761	2714	3443	-673.7228	662.3125	840.018	12
-2138	346	2417	-521.7736	84.38643	589.70654	12
201	2224	4430	49.019577	542.6981	1080.9723	12
-311	1288	3128	-75.82782	314.26807	763.1131	12
-1776	1829	3443	-433.42474	446.31146	840.1234	12
-697	871	2917	-170.05583	212.50572	711.7495	12
190	1916	3751	46.33163	467.47345	915.2	12
-3010	3378	3178	-734.5264	824.2789	775.5038	12
774	1682	3299	188.92128	410.46222	804.89374	12
-239	3201	4214	-58.2922	781.10345	1028.157	12
-1577	1831	2667	-384.88422	446.8756	650.78467	12
-954	1694	2487	-232.65683	413.34064	606.885	12
-676	2575	3222	-165.0269	628.18695	786.14197	12
-413	3264	3606	-100.75213	796.52454	879.94354	12
-2623	2198	3159	-640.00696	536.393	770.78986	12
-473	1525	3161	-115.416794	371.97855	771.3681	12
-893	3760	3883	-217.85597	917.45483	947.5618	12
-731	1711	2873	-178.4482	417.53708	701.08374	12
-1362	3352	3979	-332.29956	817.9718	970.9948	12
-1756	1697	3133	-428.4761	414.08142	764.40643	12
-309	2062	2997	-75.33167	503.0569	731.2855	12
1102	1979	2294	268.80096	482.8623	559.71716	12
-1763	3359	3386	-430.11426	819.61163	826.13025	12
-2380	960	2535	-580.72766	234.3384	618.62695	12
-1082	2391	3640	-264.05664	583.3106	888.2682	12
-1379	2817	2879	-336.45688	687.3129	702.4996	12
-422	2612	3364	-102.94568	637.2485	820.6957	12
-2110	2372	3739	-514.9616	578.6692	912.25946	12
-1231	1597	3249	-300.2424	389.72635	792.6722	12
-1226	2034	2278	-299.23633	496.24988	555.74384	12
-997	3159	2944	-243.24629	770.79535	718.3642	12
-871	2056	3100	-212.40247	501.72586	756.39594	12
-1244	2325	3802	-303.55746	567.4095	927.73413	12
-893	1166	2222	-217.82976	284.6239	542.1448	12
-779	3657	3841	-190.16977	892.3396	937.1995	12
-2311	2130	2941	-563.9096	519.70386	717.62976	12
32	2851	4489	7.7590246	695.7459	1095.3094	12
-4276	2208	2740	-1043.3468	538.7356	668.50867	12
3197	1542	2878	780.01306	376.32996	702.25433	12
-2093	4817	3671	-510.66882	1175.3215	895.797	12
-2827	838	2190	-689.85095	204.41774	534.445	12
81	1753	2737	19.658346	427.7563	667.8419	12
-2591	3251	3895	-632.2599	793.25305	950.3197	12
-779	1708	3040	-190.1101	416.86917	741.67914	12
51	3409	3667	12.517222	831.7768	894.8064	12
-1754	2554	3348	-427.93106	623.207	816.97565	12
150	2701	2487	36.542248	658.93976	606.78436	12
-2364	2379	2978	-576.7824	580.5082	726.72003	12
832	1875	3603	203.10783	457.57938	879.1233	12
-2311	3375	3480	-563.81836	823.4201	849.20044	12
-594	1280	2524	-144.93262	312.39676	615.82855	12
-606	3254	3717	-147.95346	794.03516	907.0302	12
-387	2593	2702	-94.53409	632.808	659.2936	12
-437	2680	3362	-106.620056	653.8326	820.2498	12
-1078	2784	3637	-263.03864	679.22253	887.50555	12
49	1000	2567	11.844263	244.03934	626.4476	12
52	2614	2925	12.635801	637.8065	713.7421	12
-1211	2979	2959	-295.5585	726.758	721.8757	12
-68	1612	2486	-16.676458	393.21927	606.5958	12
-2902	3261	3811	-708.181	795.58545	929.76843	12
-1051	1390	2470	-256.3259	339.06076	602.74316	12
-1410	2917	2858	-344.10242	711.8217	697.369	12
103	1880	3301	25.099417	458.6344	805.5627	12
-722	2768	3762	-176.1628	675.4068	918.04865	12
-1564	1527	2191	-381.64676	372.5707	534.5741	12
-752	2097	2646	-183.50906	511.67636	645.53864	12
-645	2114	3067	-157.30174	515.9044	748.2922	12
-1238	2627	3553	-302.13022	641.05176	867.0213	12
-1607	2007	3870	-392.18106	489.61377	944.3471	12
-1531	2282	2644	-373.495	556.8086	645.18555	12
-798	2949	3454	-194.60773	719.46045	842.8053	12
28	3369	3433	6.835165	822.079	837.6741	12
-1382	2233	2957	-337.2209	544.7869	721.4939	12
-1196	2145	2883	-291.70935	523.4242	703.3523	12
-366	1300	2852	-89.313255	317.30197	695.98083	12
-696	2510	3383	-169.74036	612.5271	825.4818	12
-1202	1937	3015	-293.28146	472.57663	735.61743	12
-1610	2094	3337	-392.8069	510.97403	814.34033	12
-1126	2050	2785	-274.78537	500.09708	679.4284	12
-1177	3285	3921	-287.2295	801.62024	956.6585	12
-702	2359	3416	-171.27698	575.6546	833.43066	12
-1537	2826	3707	-375.059	689.50934	904.55945	12
-1079	1441	2309	-263.36972	351.57886	563.33575	12
-1078	2098	2840	-262.9853	511.8235	693.0503	12
-556	2503	2546	-135.68274	610.6163	621.11896	12
-1138	2586	3216	-277.69623	631.0189	784.6627	12
-2860	1829	3274	-697.9118	446.24832	798.85815	12
-1434	1766	2479	-349.77722	430.92902	604.9496	12
507	2231	3422	123.71537	544.44714	834.8473	12
-1382	4014	3839	-337.2937	979.48236	936.7687	12
-807	1887	2317	-196.91122	460.54398	565.35126	12
-792	3256	3774	-193.23856	794.56573	920.9111	12
-386	2163	2964	-94.14984	527.76086	723.1848	12
432	2745	3778	105.45338	669.72797	921.84064	12
-521	2733	3116	-127.113884	666.93176	760.23193	12
-758	3180	3137	-185.04408	776.02356	765.37604	12
-606	2505	2042	-147.77563	611.20386	498.3241	12
-504	3080	3113	-122.99072	751.4061	759.4747	12
-976	3511	3360	-238.20291	856.58	819.82996	12
-590	2064	2913	-143.88544	503.64648	710.86633	12
369	1733	3065	90.037544	422.95193	747.9175	12
-894	3815	3397	-218.24005	930.82245	828.8942	12
-1811	1949	2717	-441.86548	475.5298	662.95135	12
-331	2396	3509	-80.64587	584.6985	856.1311	12
-727	2367	2806	-177.44542	577.63763	684.6137	12
-363	2931	3276	-88.52103	715.1853	799.4385	12
-1452	2308	2585	-354.24417	563.2336	630.84045	12
-156	2498	3714	-37.955887	609.431	906.32196	12
-2353	2311	2925	-574.2516	563.9315	713.6081	12
132	2019	3422	32.101784	492.71494	835.0189	12
-2268	3142	3506	-553.3755	766.62463	855.39606	12
423	1132	2365	103.182365	276.3145	577.03156	12
-2924	3471	3749	-713.4803	846.9869	914.84204	12
-310	994	1938	-75.62922	242.45337	472.79248	12
-1002	3884	3953	-244.39485	947.62524	964.5827	12
-1004	1674	2538	-244.96599	408.45908	619.3894	12
-1383	2308	3375	-337.4924	563.1631	823.5336	12
-1181	1888	2564	-288.05142	460.71652	625.7035	12
-1027	2997	3757	-250.6729	731.1547	916.6402	12
-1518	1968	3066	-370.36688	480.252	748.03705	12
-397	2376	3501	-96.84739	579.7977	854.2623	12
6	2316	2838	1.4508563	564.9872	692.5207	12
-2258	2443	3367	-550.8799	596.169	821.64435	12
-1204	1627	2698	-293.782	396.89102	658.2428	12
-1257	2741	3827	-306.67102	668.74567	933.78345	12
-866	1561	2515	-211.29453	380.92075	613.74365	12
-1035	3044	3925	-252.42496	742.7559	957.7813	12
-2308	1857	2439	-563.0601	453.01822	595.1948	12
-273	2527	3783	-66.70071	616.6591	923.1389	12
-1734	2370	2733	-423.07184	578.2904	666.8331	12
-44	2352	3381	-10.740496	573.8973	824.862	12
-2282	2746	3391	-556.83344	670.0239	827.364	12
175	904	2363	42.610374	220.55096	576.662	12
-2796	3898	4013	-682.3292	951.1421	979.0657	12
-1252	1970	1956	-305.58344	480.57895	477.36075	12
226	2774	4630	55.02419	676.7374	1129.7745	12
-2084	3356	3529	-508.57285	818.9801	860.994	12
546	1007	2970	133.31297	245.71832	724.6772	12
-1216	3774	3763	-296.76926	920.9404	918.1133	12
-629	1843	2799	-153.5094	449.68124	683.04315	12
-993	3213	3299	-242.30247	783.88544	805.0484	12
-447	1405	2627	-108.98137	342.76062	641.0242	12
-147	3503	3360	-35.86946	854.7994	819.81165	12
-1200	2796	3169	-292.88824	682.1396	773.30286	12
448	1336	3309	109.34633	326.09317	807.4191	12
-984	3409	3356	-240.06966	831.7116	818.9591	12
-1060	2145	3257	-258.5187	523.28625	794.6316	12
-206	1641	3026	-50.14743	400.41638	738.4142	12
-1052	2875	3471	-256.806	701.4068	846.8047	12
-1548	2074	3319	-377.76544	506.0963	809.91095	12
-663	1764	3630	-161.80716	430.51492	885.63153	12
-688	2425	3742	-167.98917	591.6539	913.15576	12
-978	1591	3682	-238.52379	388.2791	898.3646	12
-131	1120	2690	-31.88102	273.27582	656.31494	12
-1085	3316	3462	-264.64993	809.18585	844.70374	12
-2028	1148	2903	-494.91452	280.18463	708.34625	12
-440	1305	3579	-107.40645	318.3954	873.33765	12
-1817	2654	3701	-443.37476	647.65155	903.0093	12
-449	1172	3228	-109.49227	286.0097	787.6428	12
-2636	2350	3799	-643.22687	573.4339	927.0648	12
-415	68	2705	-101.32497	16.52123	660.0645	12
-1831	2969	3672	-446.64557	724.5462	896.01636	12
-359	1100	2642	-87.58711	268.46378	644.7492	12
-1120	2668	4111	-273.20667	651.0429	1003.1646	12
-943	1054	2971	-229.99191	257.0658	724.93665	12
-1779	1990	4112	-434.0378	485.4382	1003.2832	12
-1171	153	2785	-285.68176	37.33851	679.57227	12
-432	3113	4127	-105.33145	759.4634	1006.9698	12
-2156	1352	3604	-526.1739	329.90826	879.3499	12
-211	952	3230	-51.59031	232.29997	788.22314	12
-3210	3142	3873	-783.2855	766.6122	945.03485	12
-17	-153	2928	-4.2234573	-37.274868	714.3773	12
-1357	3448	3822	-331.16623	841.19116	932.6589	12
-599	1207	3259	-146.22668	294.5656	795.22986	12
-1855	2679	3474	-452.50363	653.6825	847.6417	12
-1301	493	2449	-317.41354	120.39136	597.52124	12
-804	2571	3737	-196.13191	627.35114	911.79974	12
-1686	1735	2792	-411.32925	423.3251	681.214	12
-1230	2286	3874	-300.21024	557.85254	945.30634	12
-1054	1522	2816	-257.145	371.3227	687.1587	12
-855	3296	4121	-208.70741	804.2157	1005.4765	12
-1584	3383	3746	-386.4132	825.4745	914.03577	12
-526	1986	3739	-128.3778	484.5837	912.29565	12
-312	1234	2882	-76.06093	301.08432	703.25525	12
-1016	1807	3798	-247.84842	440.97162	926.72906	12
-1507	1077	3318	-367.79486	262.81003	809.6506	12
854	1125	3266	208.26308	274.569	796.9062	12
-1301	1862	3913	-317.55838	454.4314	954.78735	12
-2032	1724	3735	-495.898	420.56372	911.3793	12
18	1450	2628	4.444067	353.69736	641.3396	12
87	3567	3818	21.137434	870.38104	931.63055	12
-2765	3551	3700	-674.6072	866.53204	902.79236	12
-994	63	2660	-242.5629	15.408952	649.10565	12
458	1912	3609	111.77795	466.4234	880.6373	12
-1914	4063	3544	-466.89862	991.4162	864.70953	12
-2150	1204	2383	-524.50415	293.82474	581.40295	12
341	1952	3685	83.13671	476.25616	899.15735	12
-1453	3392	3987	-354.62543	827.59045	972.8737	12
-1158	1043	2377	-282.61105	254.52592	580.09357	12
-302	2913	3544	-73.60966	710.6756	864.82544	12
-1442	2063	3648	-351.79346	503.46594	890.1813	12
-1711	1528	2853	-417.59167	372.72757	696.23975	12
-1005	2438	2702	-245.32286	594.7696	659.33966	12
-725	2447	3302	-176.86171	597.0174	805.6669	12
-1403	1664	3138	-342.42767	406.0092	765.65076	12
-1383	2229	3418	-337.45886	543.8024	834.0853	12
-2316	3022	3680	-565.0811	737.3877	898.0333	12
-1097	1307	3352	-267.71356	318.92566	817.8181	12
-706	2275	3375	-172.25711	555.03186	823.4383	12
612	1250	3184	149.24547	304.88232	776.9827	12
-3052	4292	3886	-744.69464	1047.368	948.18604	12
84	-1135	2444	20.534454	-276.82617	596.4006	12
-1075	4835	4836	-262.33154	1179.6273	1179.8955	12
-1947	624	2391	-474.96588	152.30533	583.2958	12
1425	1446	4050	347.78375	352.7555	988.2451	12
-2144	3381	3792	-523.1956	824.9002	925.235	12
-1409	1024	3609	-343.77246	249.79214	880.51605	12
-1922	1478	3411	-469.08374	360.66138	832.291	12
721	1672	3668	175.90724	407.87567	894.97186	12
-1090	2863	3667	-266.04706	698.66907	894.80255	12
-1369	-102	2619	-334.0623	-24.882885	639.1148	12
-422	2545	4273	-103.02691	621.0803	1042.6393	12
-1644	1663	3193	-401.02982	405.7791	778.98004	12
-185	909	3256	-45.24201	221.76877	794.3746	12
-1722	1846	5071	-420.0631	450.50674	1237.3209	12
-1358	263	2978	-331.46066	64.20669	726.7503	12
-1162	1915	3105	-283.46658	467.17606	757.5095	12
-808	1334	3282	-197.2051	325.60837	800.8532	12
-1215	-199	4981	-296.53467	-48.52072	1215.3263	12
-2133	117	1972	-520.3306	28.595726	481.148	12
-747	-221	4381	-182.23451	-53.904137	1069.0249	12
-1817	115	3313	-443.2835	27.990585	808.2606	12
14	-688	3953	3.5378368	-167.90366	964.52673	12
-2511	302	4727	-612.6492	73.67834	1153.481	12
-1839	412	4186	-448.75626	100.45604	1021.3931	12
-2011	1646	3527	-490.6643	401.68283	860.545	12
173	1727	4035	42.138073	421.47232	984.4504	12
-2134	1797	4245	-520.7963	438.49326	1035.7804	12
-692	276	2909	-168.83464	67.404076	709.73193	12
-1411	681	3623	-344.23236	166.1354	884.0547	12
-1442	986	3391	-351.82123	240.6974	827.4915	12
-2709	130	4396	-660.87524	31.658772	1072.6603	12
352	107	2411	85.92665	26.016205	588.2167	12
-1325	3623	5282	-323.36115	884.1257	1288.8516	12
-2890	-778	3851	-705.23975	-189.72453	939.52765	12
-628	974	3252	-153.32788	237.59656	793.57776	12
-1402	1819	3683	-342.077	443.9236	898.6398	12
-1473	735	2764	-359.4019	179.376	674.52405	12
-1205	840	3366	-293.96674	204.95276	821.1881	12
-1504	1515	2937	-366.8588	369.5409	716.7173	12
-1830	76	4485	-446.5781	18.59666	1094.3114	12
-2087	-292	4167	-509.29416	-71.20844	1016.68787	12
-571	1396	4596	-139.28351	340.6441	1121.3345	12
-2355	-624	3503	-574.577	-152.21852	854.7586	12
403	585	3856	98.27767	142.83066	940.86285	12
-3078	974	3363	-751.1332	237.7043	820.4717	12
-341	74	3317	-83.323906	17.980488	809.30457	12
-1725	2149	3915	-420.89386	524.40826	955.33307	12
-1923	-137	4097	-469.30392	-33.455273	999.6865	12
-1706	1140	4105	-416.3303	278.09753	1001.66693	12
-1292	1171	4277	-315.36377	285.67206	1043.6334	12
-1724	891	3913	-420.72958	217.36818	954.7839	12
-660	-4	3555	-161.04723	-1.0975399	867.4059	12
-1011	644	3741	-246.76846	157.23602	912.7891	12
-1325	1305	3047	-323.405	318.3328	743.5633	12
-3833	262	3982	-935.1668	63.987293	971.57623	12
956	-1428	3136	233.21379	-348.45572	765.29987	12
-305	4077	4601	-74.457596	994.75415	1122.7314	12
-4268	57	3066	-1041.4341	13.846619	748.07635	12
1650	1102	3910	402.5066	268.80933	954.01544	12
-2482	2934	4639	-605.6192	715.7823	1132.0273	12
-1228	-546	2762	-299.65848	-133.14116	673.86224	12
-319	2597	4800	-77.72294	633.58527	1171.2317	12
-1763	1329	3602	-430.2386	324.23898	879.0003	12
133	1400	3035	32.392006	341.51578	740.53674	12
-1191	1928	3414	-290.67444	470.50598	833.0462	12
-462	2114	3829	-112.771454	515.79034	934.3123	12
-1846	1665	3096	-450.42447	406.37396	755.51825	12
-1093	1361	3445	-266.6739	331.98813	840.69147	12
-569	1812	4111	-138.7395	442.0942	1003.01294	12
-2099	2071	4260	-512.04004	505.3093	1039.4464	12
-1433	557	3051	-349.7324	136.02177	744.5321	12
-250	1726	3948	-61.04747	421.19656	963.41907	12
-2317	1820	3024	-565.4696	444.15808	737.9241	12
-1124	1415	3442	-274.1488	345.37415	839.93274	12
-1800	1369	3434	-439.23285	334.0818	837.8401	12
-1410	1525	3786	-344.00177	372.12717	923.81213	12
-1955	1181	3425	-477.11502	288.23846	835.67053	12
-651	1412	4119	-158.77054	344.5185	1005.09894	12
-1229	1720	3532	-299.7848	419.7243	861.9008	12
-648	1504	3291	-158.20583	367.0392	802.97394	12
-2150	1692	3271	-524.52875	412.85754	798.0314	12
493	1634	4188	120.19422	398.5887	1021.83	12
-2554	2112	3928	-623.1609	515.3601	958.4047	12
-567	1087	3623	-138.29901	265.283	884.0539	12
-1448	2727	4171	-353.26923	665.27814	1017.79956	12
-834	1214	3109	-203.59857	296.29315	758.6567	12
-1594	2372	4274	-388.88403	578.7055	1042.7975	12
-2129	828	3332	-519.51025	202.07475	813.1142	12
-874	2534	3850	-213.18755	618.3516	939.4975	12
-842	1370	2682	-205.51544	334.1803	654.3232	12
-639	1780	3087	-155.91873	434.22913	753.2992	12
-1170	1984	3384	-285.4019	484.09912	825.70874	12
-1574	1930	3778	-384.1414	470.8404	921.7243	12
-1234	1553	3817	-300.98874	378.94882	931.4649	12
-14	1842	3605	-3.3713417	449.4514	879.63245	12
-708	2272	4269	-172.80421	554.4816	1041.5902	12
-1724	1916	3682	-420.6597	467.40216	898.5022	12
-310	1346	3386	-75.61646	328.30917	826.1788	12
-1475	2457	3699	-359.79022	599.5296	902.4735	12
-834	1452	3093	-203.47525	354.3601	754.80237	12
-859	2070	3414	-209.58534	505.09534	833.0633	12
-870	1836	3294	-212.17395	448.10498	803.8526	12
-1913	2105	3619	-466.65604	513.664	883.0976	12
-1379	1491	3462	-336.5464	363.71616	844.7481	12
-564	2397	3793	-137.5417	584.7536	925.4856	12
-130	1601	3258	-31.77258	390.6076	794.9243	12
-1261	1889	3413	-307.67938	460.87604	832.7459	12
-1190	978	3363	-290.37473	238.52518	820.4712	12
-1220	2230	4074	-297.69455	544.227	994.1359	12
-2250	2109	4041	-548.99286	514.62225	986.1178	12
-1183	1555	3118	-288.63937	379.42752	760.87695	12
128	2605	4509	31.147339	635.68164	1100.1279	12
-1916	1907	2707	-467.4922	465.35248	660.54144	12
127	1547	3454	30.914646	377.5515	842.8582	12
-3128	2574	3614	-763.2839	627.94006	881.7433	12
346	647	2429	84.32707	157.85773	592.72754	12
-306	3117	3986	-74.62158	760.44507	972.58734	12
-1206	1472	2931	-294.3563	359.15756	715.13367	12
-2282	2317	5074	-556.8277	565.2434	1238.1516	12
-2564	-639	2562	-625.5901	-156.00679	625.1022	12
2134	2866	4457	520.6607	699.3216	1087.4078	12
-3189	3426	3884	-778.1803	835.92	947.70026	12
297	406	2904	72.48488	99.098145	708.6189	12
-2007	2447	3740	-489.6204	596.99084	912.4555	12
-1263	780	2118	-308.21936	190.40141	516.749	12
-1400	2798	3984	-341.56668	682.8081	972.1283	12
-669	1383	2693	-163.17975	337.36948	657.1937	12
-2040	2018	4025	-497.68533	492.44537	982.1969	12
-791	1577	3560	-193.05345	384.75763	868.5585	12
167	2577	3659	40.801994	628.68146	892.817	12
-393	2237	3984	-96.00268	545.7577	971.99994	12
-1003	2306	3709	-244.67162	562.7829	905.03644	12
-2381	1613	2269	-581.05396	393.58017	553.6832	12
2051	937	3727	500.33847	228.53009	909.37634	12
-2285	4027	4306	-557.5475	982.6456	1050.7671	12
-518	591	2187	-126.38338	144.31766	533.6474	12
-1922	3533	4501	-468.90225	862.0803	1098.3081	12
921	1252	2901	224.77019	305.381	707.746	12
-1714	3198	4271	-418.15176	780.421	1042.0814	12
-807	946	2409	-196.9422	230.78094	587.8003	12
-453	2957	4423	-110.50734	721.5689	1079.2798	12
-723	1544	3340	-176.34718	376.6244	814.90607	12
-980	2305	3621	-239.17351	562.3491	883.4618	12
-966	1769	2824	-235.63652	431.70456	689.1284	12
-1116	2216	3736	-272.2407	540.58545	911.6537	12
-1014	1610	2993	-247.30629	392.87683	730.39355	12
-1134	2380	4813	-276.62418	580.6589	1174.2557	12
-1364	905	2977	-332.7213	220.81693	726.3123	12
-817	2680	3784	-199.30492	653.8798	923.38416	12
-2037	1627	3088	-497.09644	396.99484	753.5255	12
-594	1165	3629	-144.9902	284.29803	885.39166	12
-1174	2757	3288	-286.33813	672.73926	802.1651	12
-1758	1873	3249	-428.99548	457.02872	792.66986	12
-972	921	3914	-237.18697	224.8225	955.0122	12
-848	2978	3741	-206.8661	726.7159	912.73804	12
-1130	1184	3073	-275.65033	288.78183	749.8245	12
-609	1950	4492	-148.49355	475.8418	1096.027	12
-1727	1930	3018	-421.32117	470.97092	736.5021	12
-572	1563	3953	-139.65678	381.3734	964.47986	12
-2346	2114	3030	-572.4895	515.7284	739.329	12
1053	1786	3429	256.8576	435.8995	836.7053	12
-3018	3002	3638	-736.36884	732.3704	887.7066	12
-1531	28	2858	-373.63303	6.7176676	697.26154	12
-898	2846	3746	-219.2038	694.3627	914.05054	12
-700	2011	4028	-170.77379	490.69687	982.84985	12
-1636	1287	3820	-399.27496	314.07407	932.07385	12
-388	2117	3981	-94.57526	516.61194	971.4125	12
-1118	2958	3946	-272.8787	721.86096	962.86414	12
23	1287	3094	5.7292895	314.12796	755.05634	12
-1172	3727	4235	-285.9085	909.3738	1033.3281	12
-120	193	2200	-29.213448	47.2089	536.8099	12
-320	3502	3955	-78.00643	854.4831	965.02246	12
-1596	2101	3126	-389.45377	512.54114	762.72797	12
67	1009	3416	16.385801	246.19444	833.5761	12
-1464	2830	3766	-357.19547	690.50366	919.0203	12
-892	632	2321	-217.714	154.17798	566.29156	12
-519	2241	2339	-126.639175	546.8223	570.6838	12
-1319	2860	3709	-321.81046	697.9382	905.1074	12
-1234	1016	3106	-301.16092	247.83115	757.76117	12
-21	2460	4005	-5.0157905	600.1959	977.2509	12
-1840	2824	4176	-449.00723	688.95483	1018.9425	12
-716	696	3000	-174.74045	169.74274	732.11255	12
-1348	2318	4286	-328.82477	565.6439	1045.7548	12
-1620	1967	2466	-395.36368	479.975	601.80383	12
-612	1654	2983	-149.42848	403.537	727.74384	12
-1907	2730	3569	-465.30893	666.0977	870.7721	12
-677	1238	3029	-165.1162	302.06183	738.9922	12
-1309	2612	3924	-319.43222	637.4343	957.5154	12
-1332	1551	3288	-324.9674	378.42908	802.3148	12
-1372	2627	3957	-334.73618	640.9459	965.4749	12
-1167	1448	2922	-284.7627	353.36353	713.02747	12
-960	2555	3964	-234.21754	623.3777	967.13104	12
-1064	1988	3293	-259.69858	484.97186	803.3805	12
-803	1806	3778	-196.01602	440.7064	921.94666	12
-1073	1911	3290	-261.896	466.37976	802.72925	12
-1517	2377	3540	-370.10507	579.9387	863.86176	12
-623	1139	2373	-152.00461	277.8478	579.00616	12
-1557	2854	4559	-379.86777	696.2821	1112.4314	12
-1976	1013	2165	-482.21848	247.16844	528.3647	12
-224	1950	4026	-54.77359	475.84576	982.3522	12
-1850	2714	3824	-451.34985	662.09595	933.12854	12
-582	1593	3729	-142.02145	388.76688	909.8149	12
-2021	2499	3334	-493.22836	609.64667	813.58936	12
-107	1220	2829	-26.015013	297.61987	690.2096	12
-1707	3283	3650	-416.44846	801.0847	890.681	12
-957	1086	2249	-233.40866	264.96375	548.67255	12
-570	2544	3852	-139.12592	620.71234	939.9641	12
-1920	2843	4180	-468.47546	693.73627	1019.9555	12
-152	1420	3112	-37.12064	346.36346	759.2291	12
-1015	2695	3450	-247.66354	657.6935	841.80096	12
-752	1895	3195	-183.56264	462.37646	779.6022	12
-1284	2361	3725	-313.31555	576.16235	909.00354	12
-1302	1618	3892	-317.80966	394.67505	949.7245	12
-1396	2320	4008	-340.68958	566.1409	977.8341	12
-340	880	2315	-82.98299	214.73466	564.9095	12
-498	3237	4260	-121.58711	789.7212	1039.3346	12
-2244	1868	2535	-547.6553	455.72702	618.55383	12
-675	1232	3316	-164.72888	300.69168	809.13586	12
-1959	2941	3771	-477.98886	717.6213	920.2111	12
452	948	3199	110.242905	231.37935	780.6345	12
-1186	2807	4329	-289.47946	684.9332	1056.2754	12
-1939	1677	3104	-473.10684	409.2304	757.2696	12
-1415	1507	3055	-345.282	367.76163	745.4874	12
-1236	2271	3667	-301.63736	554.0281	894.67206	12
-951	2241	3164	-231.99316	546.77625	772.0424	12
-1002	1604	3358	-244.38908	391.42584	819.3039	12
-1279	2442	3250	-312.0296	595.95966	792.89154	12
-1004	1988	3178	-244.99406	485.15012	775.3816	12
-1192	2004	3342	-290.95154	489.08057	815.388	12
-1070	1903	3743	-261.01065	464.38358	913.34906	12
-2147	2157	3494	-523.86255	526.30566	852.4592	12
-433	1053	3179	-105.75085	256.8779	775.55585	12
-1256	3094	4239	-306.5237	754.92175	1034.3376	12
-671	1262	3189	-163.8396	307.9099	778.1731	12
-1709	2436	3970	-417.08368	594.48267	968.6697	12
-1309	1816	2891	-319.46036	443.12473	705.5188	12
-1000	1898	3505	-244.08936	463.10333	855.14825	12
-1083	1386	2784	-264.14142	338.20828	679.23975	12
-817	1813	3040	-199.25359	442.40536	741.76025	12
-1485	2467	3789	-362.32724	602.01483	924.4855	12
-1801	1672	3619	-439.34918	407.96762	883.1495	12
-852	1759	2839	-207.88367	429.14386	692.64777	12
-172	2410	3586	-42.078346	587.91876	875.0701	12
-1474	2825	4074	-359.66226	689.352	994.168	12
-1299	999	3225	-316.93423	243.79602	787.0001	12
-900	1878	3232	-219.72166	458.31146	788.5472	12
-733	2183	3131	-178.8637	532.5564	763.9532	12
-584	2585	3548	-142.38301	630.837	865.6579	12
-711	2191	3441	-173.5424	534.65356	839.57416	12
-1580	2519	3911	-385.54315	614.6064	954.35406	12
-1166	1418	3105	-284.5398	345.9996	757.737	12
770	1936	3598	187.86064	472.3988	877.95874	12
-1337	3467	4213	-326.12735	845.9834	1028.0596	12
-2016	1264	2552	-491.99484	308.40393	622.61017	12
-472	1441	3032	-115.21626	351.507	739.75195	12
-1211	3484	4314	-295.52695	850.1663	1052.5266	12
-922	1144	2911	-225.01643	279.03366	710.22046	12
-369	2126	3722	-89.993095	518.8469	908.10443	12
-1820	2378	3777	-444.02682	580.31433	921.6705	12
-1533	1263	2787	-374.1417	308.148	680.1089	12
-778	2129	3361	-189.71762	519.45624	820.03625	12
-1563	2319	4016	-381.44702	565.7635	979.979	12
-2117	1484	2705	-516.46564	362.0033	660.07355	12
-880	1702	3086	-214.78917	415.3126	753.05115	12
-610	2682	3313	-148.83261	654.48914	808.46924	12
-1466	1889	3490	-357.79193	460.92142	851.59863	12
-1264	1396	3321	-308.40637	340.6922	810.34424	12
-915	2155	3882	-223.31207	525.8182	947.19403	12
-1834	1604	3197	-447.61258	391.37228	780.18414	12
-1143	1300	3376	-278.771	317.08432	823.6997	12
-923	1864	3047	-225.25171	454.72067	743.4425	12
-991	2124	3423	-241.69768	518.16986	835.18176	12
-2682	1462	3510	-654.4535	356.75415	856.4656	12
