A_X [mg]	A_Y [mg]	A_Z [mg]
-90	1146	-197
-2	1218	-161
14	1086	-136
-22	1086	-122
-58	986	-70
-425	1150	-257
-479	969	-266
-188	678	-73
-230	753	-105
-96	800	-86
-65	785	-102
-225	879	-84
-184	953	-117
-80	1014	-45
-270	967	-58
-275	828	87
161	1017	536
-29	1348	-59
-56	1129	-213
218	891	-59
124	1100	-94
160	1102	11
186	1109	-395
108	1207	-253
-38	886	84
-295	869	29
-186	1034	-49
-4	1026	14
-186	1133	-25
-305	1129	-32
-394	905	157
-494	886	94
-315	1156	-30
-100	743	-88
-191	365	-155
-236	797	-46
-93	1288	-47
-174	1444	-128
-246	1246	-19
-37	1018	-30
13	995	-68
14	1193	-110
-210	1156	-131
-198	406	-80
27	127	-74
-68	745	-184
212	1113	-397
188	1236	-318
-59	975	-200
58	929	-245
134	1154	-239
108	988	-313
45	1092	-337
-32	1320	-287
-16	1144	-369
48	913	-315
-67	892	-246
-10	623	-227
115	497	-268
43	755	-362
36	928	-361
-70	1231	-531
-201	1298	-565
-208	953	-337
-208	825	-254
-240	856	-347
-212	873	-406
-194	1043	-453
-236	1073	-573
-332	1104	-652
-496	1297	-567
-236	857	-339
-170	672	-285
-353	653	-501
-210	346	-600
-205	670	-579
-278	836	-595
-353	862	-514
-262	929	-522
-236	800	-585
-296	747	-528
-237	850	-445
-263	891	-310
-173	724	-308
-44	772	-327
-88	1009	-134
-159	977	-356
-132	957	-611
-210	1054	-467
-312	1011	-567
-112	1042	-691
96	1087	-641
-39	981	-653
-172	851	-591
155	724	-480
493	552	-426
447	467	-556
260	489	-837
177	407	-757
399	187	-557
696	143	-825
839	382	-1123
853	494	-1085
828	482	-954
871	684	-1015
778	618	-897
704	222	-321
1076	168	-148
1345	103	-211
1182	5	-34
1008	63	-151
801	69	-397
652	-79	-466
729	-280	-611
640	-197	-729
402	-333	-706
384	-562	-587
487	-431	-858
407	-331	-1168
295	-496	-1022
405	-618	-1068
401	-479	-1148
181	-435	-954
180	-566	-838
296	-583	-937
267	-484	-998
222	-415	-1043
214	-422	-974
209	-487	-830
186	-525	-966
155	-523	-975
116	-529	-871
102	-517	-823
109	-521	-841
123	-509	-1042
107	-437	-1027
44	-402	-797
57	-397	-728
78	-417	-813
72	-446	-903
87	-508	-843
71	-567	-729
31	-549	-802
28	-587	-874
38	-639	-795
12	-602	-730
39	-593	-769
-11	-589	-859
-40	-574	-677
-27	-554	-672
-119	-512	-995
-109	-523	-964
-86	-550	-973
-33	-659	-879
-34	-681	-703
-170	-591	-833
-105	-575	-934
19	-537	-958
-37	-473	-840
-67	-433	-681
-75	-430	-757
-39	-466	-682
2	-518	-562
-6	-626	-695
-25	-700	-708
-53	-703	-700
28	-770	-770
49	-798	-678
-84	-759	-628
-185	-699	-782
-137	-696	-809
-67	-818	-736
-94	-825	-806
-131	-697	-896
-133	-698	-939
-68	-694	-980
50	-574	-952
68	-552	-803
17	-562	-750
-20	-595	-740
31	-741	-940
159	-704	-1426
113	-472	-1271
14	-385	-689
-19	-442	-456
20	-590	-577
169	-689	-813
152	-706	-926
37	-721	-1077
93	-612	-1217
105	-553	-1043
74	-481	-780
21	-415	-545
-52	-542	-473
-8	-694	-747
114	-780	-1182
229	-668	-1432
158	-380	-1088
40	-255	-613
-3	-297	-444
-19	-454	-423
131	-700	-688
304	-773	-1151
247	-691	-1300
124	-591	-1121
81	-483	-968
87	-407	-852
95	-398	-694
106	-438	-642
127	-462	-709
126	-470	-789
108	-543	-897
94	-607	-1056
112	-567	-1214
69	-467	-1142
14	-469	-964
45	-526	-918
58	-531	-907
39	-544	-915
61	-534	-946
112	-524	-991
104	-509	-977
48	-512	-936
