#Format version: 1.0
time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[°C],hum[0,-314,-958,37,140,-840,-70,,,,,,,0x03,
10,-313,-956,37,70,-840,0,,,,,,,0x03,
19,-314,-956,36,70,-840,0,,,,,,,0x03,
29,-313,-954,37,140,-840,-70,,,,,,,0x03,
39,-314,-956,37,0,-840,-70,,,,,,,0x03,
48,-313,-954,37,-70,-840,-210,,,,,,,0x03,
58,-314,-954,37,0,-910,-280,,,,,,,0x03,
67,-313,-955,38,0,-840,-420,,,,,,,0x03,
77,-314,-955,38,-70,-840,-420,,,,,,,0x03,
87,-313,-956,39,-70,-840,-420,,,,,,,0x03,
96,-312,-955,38,0,-700,-490,,,,,,,0x03,
106,-311,-956,38,-210,-700,-420,,,,,,,0x03,
116,-312,-956,38,-280,-630,-490,,,,,,,0x03,
125,-312,-957,38,-280,-560,-350,,,,,,,0x03,
135,-313,-959,37,-140,-490,-350,,,,,,,0x03,
145,-313,-960,38,0,-490,-280,,,,,,,0x03,
154,-313,-957,37,140,-490,-210,,,,,,,0x03,
164,-312,-957,38,210,-490,-70,,,,,,,0x03,
174,-313,-958,37,70,-490,-70,,,,,,,0x03,
183,-313,-957,36,70,-560,-70,,,,,,,0x03,
193,-315,-954,36,70,-560,0,,,,,,,0x03,
202,-314,-956,36,-70,-630,0,,,,,,,0x03,
212,-315,-958,37,-210,-700,0,,,,,,,0x03,
222,-313,-957,37,-210,-700,0,,,,,,,0x03,
231,-314,-955,36,-70,-700,70,,,,,,,0x03,
241,-314,-955,42,-140,-700,0,,,,,,,0x03,
251,-315,-950,47,-840,-770,140,,,,,,,0x03,
260,-302,-959,12,-140,-1330,70,,,,,,,0x03,
270,-323,-957,36,840,-280,-630,,,,,,,0x03,
280,-321,-952,52,-350,-420,-350,,,,,,,0x03,
289,-304,-951,40,-560,-1330,-210,,,,,,,0x03,
299,-308,-951,37,0,-910,-630,,,,,,,0x03,
308,-328,-944,42,-910,-840,-700,,,,,,,0x03,
318,-316,-956,34,-1470,-1050,-420,,,,,,,0x03,
328,-304,-959,34,-1610,-840,-980,,,,,,,0x03,
337,-310,-958,34,-1400,-770,-1190,,,,,,,0x03,
347,-309,-959,36,-840,-770,-1260,,,,,,,0x03,
357,-312,-956,40,-560,-630,-1330,,,,,,,0x03,
366,-313,-955,39,-770,-700,-1120,,,,,,,0x03,
376,-309,-957,35,-910,-840,-1120,,,,,,,0x03,
386,-311,-961,34,-1120,-700,-1120,,,,,,,0x03,
395,-313,-963,36,-910,-700,-1050,,,,,,,0x03,
405,-312,-963,36,-420,-700,-910,,,,,,,0x03,
415,-311,-958,38,-70,-630,-700,,,,,,,0x03,
424,-312,-957,38,-280,-700,-490,,,,,,,0x03,
434,-309,-959,35,-420,-770,-280,,,,,,,0x03,
443,-310,-962,34,-420,-700,-210,,,,,,,0x03,
453,-311,-961,37,-350,-560,0,,,,,,,0x03,
463,-311,-961,36,-140,-630,210,,,,,,,0x03,
472,-310,-958,35,-140,-630,280,,,,,,,0x03,
482,-312,-958,35,0,-560,420,,,,,,,0x03,
492,-311,-956,37,0,-630,420,,,,,,,0x03,
501,-312,-958,34,70,-560,420,,,,,,,0x03,
511,-311,-956,34,420,-560,280,,,,,,,0x03,
521,-313,-954,35,350,-560,140,,,,,,,0x03,
530,-312,-953,36,350,-630,0,,,,,,,0x03,
540,-312,-951,35,140,-700,-210,,,,,,,0x03,
549,-311,-952,34,-280,-770,-350,,,,,,,0x03,
559,-313,-955,34,-350,-770,-560,,,,,,,0x03,
569,-313,-955,33,-350,-910,-770,,,,,,,0x03,
578,-312,-958,34,-280,-910,-910,,,,,,,0x03,
588,-312,-957,35,-140,-910,-980,,,,,,,0x03,
598,-311,-956,38,-140,-910,-980,,,,,,,0x03,
607,-312,-956,36,-140,-910,-980,,,,,,,0x03,
617,-310,-957,36,-210,-910,-980,,,,,,,0x03,
627,-309,-960,36,-350,-840,-840,,,,,,,0x03,
636,-309,-961,34,-70,-770,-840,,,,,,,0x03,
646,-310,-959,37,70,-700,-770,,,,,,,0x03,
656,-309,-960,35,70,-770,-630,,,,,,,0x03,
665,-309,-959,37,280,-630,-630,,,,,,,0x03,
675,-310,-957,36,70,-630,-420,,,,,,,0x03,
684,-310,-959,36,-140,-560,-280,,,,,,,0x03,
694,-312,-958,36,-140,-560,-280,,,,,,,0x03,
704,-310,-957,36,-210,-490,-210,,,,,,,0x03,
713,-311,-957,36,-210,-490,-210,,,,,,,0x03,
723,-310,-956,36,-210,-490,-210,,,,,,,0x03,
733,-310,-955,37,-350,-490,-280,,,,,,,0x03,
742,-310,-956,36,-420,-490,-420,,,,,,,0x03,
752,-310,-958,33,-420,-490,-420,,,,,,,0x03,
762,-311,-956,33,-280,-490,-630,,,,,,,0x03,
771,-311,-956,33,-70,-560,-770,,,,,,,0x03,
781,-311,-956,34,0,-630,-840,,,,,,,0x03,
790,-313,-955,34,-140,-700,-840,,,,,,,0x03,
800,-310,-955,34,-350,-840,-910,,,,,,,0x03,
810,-310,-955,34,-490,-910,-1050,,,,,,,0x03,
819,-309,-954,35,-700,-1050,-1120,,,,,,,0x03,
829,-308,-957,33,-980,-1120,-1190,,,,,,,0x03,
839,-308,-955,37,-1120,-1190,-1120,,,,,,,0x03,
848,-311,-961,32,-1470,-1330,-910,,,,,,,0x03,
858,-308,-963,33,-1470,-1330,-910,,,,,,,0x03,
868,-309,-961,34,-980,-1260,-910,,,,,,,0x03,
877,-307,-960,35,-840,-1330,-770,,,,,,,0x03,
887,-308,-960,34,-910,-1260,-560,,,,,,,0x03,
897,-307,-960,35,-910,-1190,-490,,,,,,,0x03,
906,-308,-961,36,-770,-1190,-420,,,,,,,0x03,
916,-309,-959,33,-630,-1190,-280,,,,,,,0x03,
925,-307,-961,33,-420,-1120,-210,,,,,,,0x03,
935,-306,-960,33,-210,-980,-210,,,,,,,0x03,
945,-305,-958,36,-140,-840,-210,,,,,,,0x03,
954,-309,-953,37,-350,-770,-140,,,,,,,0x03,
964,-313,-950,37,-770,-770,0,,,,,,,0x03,
974,-310,-955,36,-1470,-630,210,,,,,,,0x03,
983,-301,-962,34,-1750,-700,-70,,,,,,,0x03,
993,-306,-954,34,-1330,-630,-280,,,,,,,0x03,
1003,-309,-958,30,-1190,-630,-350,,,,,,,0x03,
1012,-305,-964,30,-1190,-490,-560,,,,,,,0x03,
1022,-306,-963,32,-700,-350,-700,,,,,,,0x03,
1031,-307,-958,34,0,-210,-770,,,,,,,0x03,
1041,-309,-956,35,140,-140,-770,,,,,,,0x03,
1051,-310,-954,37,-280,-140,-630,,,,,,,0x03,
1060,-310,-955,34,-630,-280,-490,,,,,,,0x03,
1070,-307,-959,29,-840,-280,-560,,,,,,,0x03,
1080,-308,-963,26,-770,-210,-700,,,,,,,0x03,
1089,-306,-968,27,-280,-210,-910,,,,,,,0x03,
1099,-304,-960,32,490,-70,-980,,,,,,,0x03,
1109,-308,-949,44,420,0,-630,,,,,,,0x03,
1118,-310,-948,37,-560,-490,-280,,,,,,,0x03,
1128,-304,-962,21,-1470,-770,-350,,,,,,,0x03,
1137,-305,-970,22,-1120,-350,-770,,,,,,,0x03,
1147,-309,-963,33,0,0,-700,,,,,,,0x03,
1157,-310,-955,40,350,-70,-420,,,,,,,0x03,
1166,-307,-952,36,-350,-490,-140,,,,,,,0x03,
1176,-306,-957,29,-910,-560,0,,,,,,,0x03,
1186,-305,-964,26,-1050,-420,-210,,,,,,,0x03,
1195,-306,-965,28,-700,-210,-280,,,,,,,0x03,
1205,-308,-961,31,-140,-210,-70,,,,,,,0x03,
1215,-309,-958,33,0,-280,140,,,,,,,0x03,
1224,-308,-956,32,-420,-350,280,,,,,,,0x03,
1234,-304,-961,27,-700,-350,280,,,,,,,0x03,
1244,-302,-958,29,-350,-210,140,,,,,,,0x03,
1253,-308,-958,32,-210,-210,210,,,,,,,0x03,
1263,-309,-957,32,-350,-350,350,,,,,,,0x03,
1272,-310,-956,29,-560,-420,420,,,,,,,0x03,
1282,-308,-958,29,-490,-420,350,,,,,,,0x03,
1292,-310,-957,28,-350,-490,140,,,,,,,0x03,
1301,-309,-956,28,-210,-420,70,,,,,,,0x03,
1311,-309,-957,30,-490,-350,0,,,,,,,0x03,
1321,-305,-954,33,-770,-490,-210,,,,,,,0x03,
1330,-306,-952,33,-1050,-630,-280,,,,,,,0x03,
1340,-308,-952,28,-1540,-770,-490,,,,,,,0x03,
1350,-309,-958,24,-1750,-630,-630,,,,,,,0x03,
1359,-309,-965,27,-1680,-560,-630,,,,,,,0x03,
1369,-307,-963,32,-1120,-560,-630,,,,,,,0x03,
1378,-306,-959,33,-770,-630,-630,,,,,,,0x03,
1388,-305,-957,29,-980,-770,-560,,,,,,,0x03,
1398,-305,-961,25,-1190,-770,-490,,,,,,,0x03,
1407,-306,-963,28,-1470,-630,-420,,,,,,,0x03,
1417,-305,-963,28,-1470,-420,70,,,,,,,0x03,
1427,-303,-969,27,-1190,-420,210,,,,,,,0x03,
1436,-306,-964,28,-630,-350,70,,,,,,,0x03,
1446,-309,-963,33,-210,-210,490,,,,,,,0x03,
1456,-307,-962,33,-350,-210,840,,,,,,,0x03,
1465,-305,-964,27,-630,-210,1120,,,,,,,0x03,
1475,-306,-965,27,-560,-70,1330,,,,,,,0x03,
1485,-306,-967,25,-490,70,1610,,,,,,,0x03,
1494,-305,-969,29,210,70,1820,,,,,,,0x03,
1504,-310,-962,29,770,210,2100,,,,,,,0x03,
1513,-308,-957,27,700,70,2380,,,,,,,0x03,
1523,-308,-958,27,490,0,2450,,,,,,,0x03,
1533,-311,-960,27,280,-70,2520,,,,,,,0x03,
1542,-311,-960,21,420,-70,2590,,,,,,,0x03,
1552,-312,-958,28,770,-70,2590,,,,,,,0x03,
1562,-315,-952,32,560,-280,2800,,,,,,,0x03,
1571,-316,-951,27,280,-560,2800,,,,,,,0x03,
1581,-313,-949,29,-140,-630,2730,,,,,,,0x03,
1591,-317,-945,29,-1190,-840,2800,,,,,,,0x03,
1600,-315,-960,13,-1750,-1190,2520,,,,,,,0x03,
1610,-311,-960,23,-1400,-980,1820,,,,,,,0x03,
1619,-317,-957,24,-840,-1050,1750,,,,,,,0x03,
1629,-309,-956,31,-420,-1260,1330,,,,,,,0x03,
1639,-318,-946,26,-490,-1190,1400,,,,,,,0x03,
1648,-314,-964,19,-490,-1400,1120,,,,,,,0x03,
