#Format version: 1.0
time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[°C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,src0,src1,src2,src3,src4,src5,src6,src7,
10396574788,88,-91,626,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10396615080,9,-66,602,,,,,,,,,,0x00a,,,,,,,,,,,,,,,,,,,,,,,,,,
10396653530,22,-88,896,,,,,,,,,,0x07c,,,,,,,,,,,,,,,,,,,,,,,,,,
10396693045,171,31,1397,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10396734025,165,231,1586,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10396773552,119,179,1299,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10396812749,103,112,1007,,,,,,,,,,0x019,,,,,,,,,,,,,,,,,,,,,,,,,,
10396852644,96,41,799,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10396891840,113,-51,690,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10396931582,127,-96,633,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10396972670,92,-42,671,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10397011869,73,-26,858,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397051301,143,35,1181,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10397090817,166,122,1382,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397130015,157,102,1373,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10397169767,129,98,1199,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10397210845,87,94,1013,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10397250278,83,38,860,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10397289475,93,-22,749,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10397328993,72,-23,714,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397368425,66,-49,800,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10397407943,95,-30,975,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397447373,136,18,1117,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10397488447,172,59,1259,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397527645,184,74,1274,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10397567396,187,73,1183,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10397606595,180,26,1013,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10397647114,139,1,842,,,,,,,,,,0x06a,,,,,,,,,,,,,,,,,,,,,,,,,,
10397687214,82,-15,659,,,,,,,,,,0x01c,,,,,,,,,,,,,,,,,,,,,,,,,,
10397726412,42,-54,656,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397765844,90,-36,993,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10397805359,154,83,1384,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10397844712,136,159,1464,,,,,,,,,,0x039,,,,,,,,,,,,,,,,,,,,,,,,,,
10397884457,116,79,1242,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10397923657,100,20,1019,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10397963406,101,-4,833,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10398004160,112,-29,720,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10398043677,126,-21,667,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398083112,99,-38,695,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10398122626,83,-28,836,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398162059,130,-48,1051,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10398201575,164,-3,1224,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398242331,201,-38,1307,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10398282082,188,3,1242,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10398321279,179,38,1083,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10398361030,162,4,902,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10398400228,170,-37,770,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10398439744,133,-84,726,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398479169,72,-96,903,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10398520242,136,-23,1267,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398559668,131,168,1452,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10398599184,63,172,1261,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398638381,47,131,1005,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10398678130,62,49,806,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10398718106,94,-35,692,,,,,,,,,,0x01a,,,,,,,,,,,,,,,,,,,,,,,,,,
10398758198,110,-57,643,,,,,,,,,,0x04c,,,,,,,,,,,,,,,,,,,,,,,,,,
10398797624,57,-96,669,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10398837140,74,-111,926,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398876727,121,-45,1282,,,,,,,,,,0x079,,,,,,,,,,,,,,,,,,,,,,,,,,
10398916243,123,144,1497,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10398955444,75,209,1401,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10398995194,74,146,1188,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10399035948,83,76,987,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10399075699,106,19,842,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10399114898,124,-48,744,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10399154414,128,-79,657,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399193845,107,-68,649,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10399233361,78,-81,778,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399274348,80,-44,1017,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10399313865,130,9,1354,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399353064,143,148,1519,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10399392814,106,135,1337,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10399432012,100,87,1088,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10399471537,97,35,867,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10399512841,102,-7,707,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10399552039,116,-48,626,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399591472,73,-36,599,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10399630990,46,-29,781,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399670195,83,54,1165,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10399709940,70,31,1424,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10399749915,137,0,1540,,,,,,,,,,0x01a,,,,,,,,,,,,,,,,,,,,,,,,,,
10399790237,137,1,1382,,,,,,,,,,0x06c,,,,,,,,,,,,,,,,,,,,,,,,,,
10399829437,108,39,1092,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10399868953,85,30,783,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399908540,64,31,562,,,,,,,,,,0x079,,,,,,,,,,,,,,,,,,,,,,,,,,
10399948055,34,13,453,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10399987487,25,-44,615,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10400028560,104,-32,1114,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10400067759,174,189,1566,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10400107510,181,202,1555,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10400146708,150,145,1227,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10400186459,133,96,942,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10400225660,117,20,729,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10400266730,143,-58,635,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10400306165,137,-31,652,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10400345682,101,-48,777,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10400384891,164,-69,1047,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10400424633,177,81,1299,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10400463831,183,138,1387,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10400503581,170,152,1286,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10400544335,140,141,1078,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10400583859,130,94,875,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10400623283,120,30,714,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10400662799,116,-27,656,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10400702232,91,-70,719,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10400741747,116,-68,941,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10400782500,167,-1,1242,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10400821463,178,118,1423,,,,,,,,,,0x02a,,,,,,,,,,,,,,,,,,,,,,,,,,
10400861240,196,149,1349,,,,,,,,,,0x01c,,,,,,,,,,,,,,,,,,,,,,,,,,
10400900989,158,90,1069,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10400940340,151,27,831,,,,,,,,,,0x019,,,,,,,,,,,,,,,,,,,,,,,,,,
10400979856,147,-23,661,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10401019290,116,-17,620,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10401058805,87,-41,729,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10401099567,113,-69,1017,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10401139301,207,-2,1339,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10401178500,202,110,1421,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10401218250,183,108,1250,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10401257449,143,88,1039,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10401296973,156,48,887,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10401338275,151,27,742,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10401377475,111,-27,610,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10401416908,68,-56,651,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10401456424,94,-62,929,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10401495630,198,0,1306,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10401535369,173,104,1414,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10401574568,169,73,1282,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10401614316,162,106,1124,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10401655070,130,56,893,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10401694592,109,-12,692,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10401734017,114,15,670,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10401773534,88,-50,783,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10401812740,123,-113,998,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10401853251,191,-59,1248,,,,,,,,,,0x00a,,,,,,,,,,,,,,,,,,,,,,,,,,
10401893028,183,40,1320,,,,,,,,,,0x05c,,,,,,,,,,,,,,,,,,,,,,,,,,
10401932772,170,106,1254,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10401972124,152,82,1077,,,,,,,,,,0x019,,,,,,,,,,,,,,,,,,,,,,,,,,
10402011649,131,22,891,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10402051072,135,-2,734,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10402090588,108,3,615,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10402131575,76,6,691,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10402171094,64,-27,994,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10402210300,177,-32,1379,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10402250042,199,9,1480,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10402289240,170,29,1251,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10402328990,157,57,1021,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10402369741,135,75,842,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10402409267,129,26,718,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10402448690,96,38,676,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10402488206,64,30,753,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10402527637,113,-65,975,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10402567154,175,-9,1230,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10402608240,194,32,1336,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10402646112,175,81,1302,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10402686867,180,72,1161,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10402726390,155,71,978,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10402765813,154,29,788,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10402805339,131,29,611,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10402844765,83,0,539,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10402884281,57,-56,724,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10402924263,162,-84,1125,,,,,,,,,,0x05a,,,,,,,,,,,,,,,,,,,,,,,,,,
10402964574,198,-67,1362,,,,,,,,,,0x02c,,,,,,,,,,,,,,,,,,,,,,,,,,
10403003927,192,10,1401,,,,,,,,,,0x019,,,,,,,,,,,,,,,,,,,,,,,,,,
10403043678,157,64,1273,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10403082877,147,101,1164,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10403122401,127,98,996,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10403163380,107,49,795,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10403202897,81,-5,640,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10403242330,102,-39,680,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10403281845,110,-69,864,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10403321052,186,-83,1142,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10403360795,184,3,1306,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10403401877,184,17,1286,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10403441082,163,85,1164,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10403480499,134,44,967,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10403520025,125,19,807,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10403559451,114,0,698,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10403598968,61,11,703,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10403638175,89,-44,924,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10403677918,148,-10,1222,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10403718681,168,6,1321,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10403758424,156,61,1245,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10403797622,147,61,1073,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10403837145,142,52,915,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10403876569,121,26,767,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10403916084,112,23,719,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10403956291,60,-1,734,,,,,,,,,,0x07a,,,,,,,,,,,,,,,,,,,,,,,,,,
10403996384,90,-65,926,,,,,,,,,,0x00c,,,,,,,,,,,,,,,,,,,,,,,,,,
10404035744,146,-72,1247,,,,,,,,,,0x059,,,,,,,,,,,,,,,,,,,,,,,,,,
10404075485,178,17,1464,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10404114683,136,89,1306,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10404154434,96,93,1024,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10404193633,95,50,834,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10404233157,140,-4,798,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10404274137,122,-1,794,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10404313654,108,-6,796,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10404352859,107,65,899,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10404392600,80,45,1006,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10404431807,133,5,1195,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10404471551,167,87,1373,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10404512303,113,99,1221,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10404551829,118,46,975,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10404591253,108,22,756,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10404630781,81,-7,607,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10404670206,88,-60,740,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10404709723,106,-35,1080,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10404750808,163,11,1329,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10404790232,152,108,1316,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10404829440,116,75,1084,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10404869182,119,52,928,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10404908380,108,46,808,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10404947906,78,12,718,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10404987331,78,50,815,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10405027624,110,16,1032,,,,,,,,,,0x00a,,,,,,,,,,,,,,,,,,,,,,,,,,
10405067561,163,28,1263,,,,,,,,,,0x07d,,,,,,,,,,,,,,,,,,,,,,,,,,
10405107296,184,79,1333,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10405146503,153,58,1153,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10405186246,137,39,967,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10405225445,122,24,817,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10405264971,89,16,709,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10405306273,75,12,735,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10405345480,87,6,869,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10405384903,129,-1,1104,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10405424418,188,57,1370,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10405463623,170,101,1340,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10405503365,149,80,1118,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10405542572,138,48,898,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10405582314,132,13,704,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10405623067,93,-19,627,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10405662592,103,-18,877,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10405702016,177,16,1276,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10405741543,219,88,1438,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10405780741,143,51,1182,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10405820475,107,50,945,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10405861237,85,33,785,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10405900980,60,18,693,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10405940185,69,27,726,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10405979703,64,-32,840,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10406019127,118,-32,1045,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10406059428,152,47,1299,,,,,,,,,,0x04a,,,,,,,,,,,,,,,,,,,,,,,,,,
10406098027,164,75,1390,,,,,,,,,,0x03d,,,,,,,,,,,,,,,,,,,,,,,,,,
10406139100,161,128,1264,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10406178307,118,74,989,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10406218050,118,8,806,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10406257255,127,-29,717,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10406297000,114,-31,711,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10406336199,87,-64,870,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10406375724,208,49,1314,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10406416703,214,95,1434,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10406456230,199,92,1273,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10406495654,142,61,992,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10406535170,106,6,751,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10406574378,112,0,692,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10406614122,117,19,711,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10406654886,88,30,763,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10406694403,93,-24,898,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10406733820,141,-3,1016,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
