# STEVAL-MKI227KA (LSM6DSV16X) 

time[us],acc_x[LSB],acc_y[LSB],acc_z[LSB]
22057193,-2848,1500,9470
22065545,-2487,1686,8621
22073889,-2186,2141,7491
22082233,-2188,2356,6441
22090575,-2205,2179,5474
22098918,-2074,1784,4529
22107268,-1940,1464,3839
22115612,-1812,1354,3253
22123954,-1516,1267,2794
22132301,-1258,1222,2107
22140644,-992,1250,1192
22148995,-715,1185,17
22157335,-539,978,-1419
22165677,-357,634,-3242
22174028,25,-499,-5830
22182369,110,-1013,-8102
22190719,229,-1404,-9708
22199063,742,-1864,-10511
22207404,581,-1502,-9537
22215753,308,-698,-8230
22224095,-12,370,-6534
22232438,-346,1359,-4625
22240789,-479,1988,-2883
22249132,-692,2541,-908
22257474,-840,3058,1108
22265825,-1057,3678,3020
22274168,-970,3709,4392
22282510,-1198,3262,5894
22290852,-1729,3358,7620
22299203,-2084,3279,9184
22307546,-2079,2683,10289
22315895,-1889,1514,11094
22324237,-1716,1034,10811
22332579,-1800,1317,10021
22340922,-1706,1658,9207
22349272,-1346,2051,8107
22357614,-1099,2488,7053
22365957,-1225,2400,6112
22374308,-1542,2024,5452
22382650,-1643,1635,4600
22390994,-1645,1258,3716
22399338,-1538,1011,2983
22407689,-1241,912,2352
22416031,-956,728,1647
22424375,-839,631,699
22432718,-709,417,-617
22441069,-625,205,-2080
22449412,-544,-448,-3745
22457754,-532,-1224,-5714
22466098,-436,-1666,-7411
22474449,-133,-1863,-8368
22482791,270,-1752,-8733
22491134,164,-1314,-7703
22499477,-59,-436,-6424
22507828,-203,455,-5040
22516169,-348,1092,-3494
22524519,-403,1610,-1783
22532861,-387,2068,-75
22541204,-486,2786,1726
22549554,-558,3451,3379
22557895,-529,3521,5005
22566239,-772,3420,5972
22574590,-922,3292,7333
22582932,-895,2895,8681
22591275,-960,2186,9712
22599619,-1185,1567,10322
22607970,-1266,1373,10356
22616313,-1096,1447,9785
22624656,-918,1721,8940
22632999,-918,2100,8095
22641342,-1072,2318,6887
22649693,-1366,2152,5878
22658036,-1558,1965,4901
22666379,-1599,1742,3857
22674722,-1568,1434,2976
22683073,-1391,1230,2310
22691415,-1074,941,1744
22699758,-826,685,1094
22708109,-648,461,184
22716452,-492,301,-879
22724794,-280,0,-2117
22733138,-187,-547,-3556
22741488,-226,-875,-5116
22749831,72,-1431,-6523
22758173,321,-1480,-7277
22766524,628,-1595,-7651
22774866,355,-1079,-6836
22783210,235,-601,-5827
22791552,45,66,-4494
22799903,-30,591,-3231
22808245,-167,1079,-2032
22816588,-261,1639,-603
22824939,-156,2229,530
22833281,-219,2893,2254
22841623,-413,3261,3734
22849974,-365,2896,4902
22858317,-503,2622,5784
22866659,-752,2910,6430
22875002,-1099,2935,7453
22883352,-1337,2438,8506
22891694,-1372,1816,9654
22900037,-1282,1568,9807
22908387,-1071,1295,9639
22916729,-985,1446,9070
22925073,-1022,1643,8225
22933424,-1208,1788,7334
22941767,-1493,1720,6383
22950110,-1683,1588,5273
22958452,-1691,1271,4227
22966802,-1670,965,3467
22975146,-1525,819,2880
22983489,-1371,711,2438
22991832,-1219,525,1848
23000184,-1104,376,1122
23008527,-1088,389,59
23016868,-1042,305,-1312
23025212,-831,-433,-3038
23033563,-633,-1031,-5211
23041906,-383,-1425,-7193
23050249,138,-1637,-8705
23058599,543,-1482,-9158
23066942,420,-917,-8335
23075284,126,-57,-7081
23083627,-63,735,-5643
23091977,-265,1244,-4179
23100320,-476,1653,-2622
23108663,-843,1973,-689
23117012,-1120,2406,1123
23125355,-1192,3172,2615
23133698,-887,3690,4030
23142049,-875,3932,5668
23150391,-999,4044,7212
23158734,-1249,3438,8662
23167077,-1686,2430,10140
23175428,-1935,1559,10838
23183770,-1836,1135,10965
23192112,-1521,1344,10498
23200463,-1388,1729,9705
23208807,-1328,2123,8724
23217150,-1290,2489,7506
23225493,-1306,2517,6542
23233844,-1422,2166,5869
23242188,-1627,1891,5134
23250530,-1761,1708,4273
23258872,-1685,1492,3544
23267223,-1608,1373,2931
23275566,-1569,1362,2271
23283908,-1234,1361,1189
23292252,-1020,1067,-113
23300603,-1009,440,-1710
23308946,-1040,-97,-3725
23317288,-1124,-986,-5880
23325639,-1100,-1708,-7906
23333982,-380,-2227,-9402
23342323,41,-1989,-9616
23350674,-131,-1327,-8626
23359016,-401,-350,-7116
23367359,-439,464,-5588
23375702,-632,1095,-4031
23384053,-904,1693,-2319
23392395,-942,2438,-531
23400737,-875,3306,1244
23409088,-868,4215,3229
23417430,-612,4309,5396
23425773,-749,3866,7553
23434123,-1287,3524,9102
23442464,-1476,2698,10455
23450807,-1572,1680,11438
23459158,-1592,1216,11551
23467499,-1562,1162,11069
23475842,-1414,1516,9956
23484193,-1374,1981,8755
23492535,-1382,2282,7785
23500878,-1493,2568,6732
23509229,-1682,2423,5929
23517571,-1678,2252,4883
23525914,-1746,2131,3961
23534265,-1665,1870,3105
23542607,-1658,1535,2388
23550950,-1442,1138,1593
23559294,-1179,829,415
23567637,-1013,659,-1095
23575988,-790,28,-2881
23584331,-593,-644,-5226
23592673,-409,-1265,-7747
23601025,-42,-2176,-9942
23609368,303,-2301,-11072
23617710,312,-1780,-10908
23626053,289,-987,-9863
23634404,101,174,-8366
23642746,-221,1473,-6608
23651090,-729,2511,-4808
23659438,-1128,3201,-2853
23667780,-1551,3650,-859
23676123,-2113,4105,1284
23684474,-2373,4394,3482
23692816,-2708,4172,5701
23701158,-3271,3557,7929
23709508,-3870,3073,9941
23717850,-3997,2409,11725
23726193,-3877,1625,12484
23734543,-3789,1232,12075
23742885,-3752,804,11305
23751234,-3797,618,10222
23759577,-3551,978,8702
23767920,-3315,1435,7343
23776262,-3197,1791,6540
23784614,-3138,1787,5720
23792955,-2977,1709,4974
23801298,-2640,1521,4367
23809648,-2428,1397,3873
23817990,-2347,1257,3481
23826334,-2014,1013,2964
23834677,-1871,719,2322
23843028,-1897,676,1368
23851370,-1744,914,81
23859712,-1286,864,-1575
23868062,-850,894,-3527
23876404,256,-245,-6446
23884747,1136,-1212,-8946
23893098,1635,-1199,-11096
23901441,2073,-781,-12380
23909784,2014,-30,-11567
23918127,1389,736,-9668
23926478,762,1884,-7287
23934821,31,2936,-5233
23943163,-931,3795,-3205
23951514,-1531,4184,-780
23959857,-2006,4197,1950
23968199,-2232,4004,3569
23976545,-2636,3405,5729
23984888,-3170,2480,7337
23993238,-3554,1949,8348
24001580,-3629,1700,9006
24009922,-3721,1259,9822
24018273,-3923,848,10311
24026615,-3950,552,10232
24034958,-3845,272,9800
24043309,-3658,170,9284
24051651,-3458,574,8506
24059994,-3193,1140,7555
24068336,-2965,1502,6468
24076687,-2713,1717,5485
24085030,-2547,1684,4807
24093372,-2427,1550,4474
24101724,-2289,1541,4140
24110067,-2089,1575,3774
24118409,-1863,1401,3170
24126759,-1695,1226,2249
24135103,-1527,1155,1442
24143445,-1237,946,-202
24151787,-771,612,-1643
24160139,-202,289,-3385
24168482,356,-183,-5585
24176824,853,-553,-7908
24185168,1238,-940,-9590
24193518,1757,-1084,-10376
24201860,1812,-733,-9697
24210202,1274,-110,-8441
24218552,854,660,-6808
24226894,350,1631,-5121
24235238,-253,2239,-3498
24243586,-882,2519,-1532
24251926,-1208,2773,-170
24260276,-1675,3006,1757
24268619,-1976,3098,3232
24276961,-2252,3166,4833
24285312,-2435,2975,6163
24293655,-2717,2836,7480
24301997,-2973,2652,9043
24310348,-3043,1886,10360
24318691,-3105,1236,10890
24327033,-3013,919,10504
24335384,-2924,647,9991
24343726,-2748,594,9307
24352070,-2533,895,8728
24360412,-2423,1429,7595
24368762,-2549,1868,6526
24377106,-2484,1865,5669
24385449,-2353,1728,4941
24393791,-2259,1528,4237
24402143,-2264,1463,3626
24410485,-2017,1353,2928
24418828,-1731,1041,2133
24427171,-1596,837,1195
24435522,-1392,699,-193
24443865,-901,440,-2079
24452208,-356,-69,-4506
24460559,12,-364,-7399
24468902,563,-462,-9540
24477244,1325,-305,-10504
24485587,1911,-29,-10410
24493938,1700,581,-8905
24502280,1167,1358,-7210
24510622,579,1984,-5415
24518973,26,2446,-3788
24527316,-659,2930,-2248
24535658,-1255,3218,-397
24544008,-1774,3357,1087
24552350,-2199,3475,2527
24560693,-2504,3216,4301
24569036,-2593,2613,5914
24577387,-2995,2399,7309
24585729,-3284,2162,8602
24594072,-3441,1429,9906
24602420,-3794,928,10791
24610763,-3785,636,10697
24619114,-3828,292,10339
24627456,-3907,56,9565
24635799,-3885,267,8821
24644141,-3659,988,7391
24652490,-3273,1512,6497
24660832,-2821,1788,5687
24669184,-2440,1885,5102
24677525,-2128,2050,4497
24685868,-1891,1970,4139
24694212,-1752,1757,3749
24702563,-1754,1535,3392
24710906,-1773,1412,2758
24719248,-1757,1174,1747
24727591,-1530,934,328
24735943,-1344,735,-1435
24744286,-1043,373,-3546
24752629,-617,-158,-6367
24760971,-228,-959,-9268
24769322,136,-1340,-11327
24777665,465,-839,-11911
24786007,709,-50,-11020
24794357,613,633,-9312
24802700,345,1719,-7295
24811042,-42,2625,-5240
24819386,-683,3207,-3338
24827735,-1456,3537,-1352
24836078,-2048,3771,526
24844421,-2591,3837,2225
24852771,-2915,3379,4441
24861114,-3567,2948,6881
24869456,-3752,2518,9141
24877806,-3518,2005,10442
24886150,-3249,1889,11001
24894492,-3196,1833,11222
24902843,-3140,1599,11114
24911184,-3016,1412,10798
24919527,-2517,1497,9970
24927878,-2310,1934,9051
24936221,-2122,2467,7948
24944563,-1987,2778,6890
24952913,-1943,2712,6024
24961257,-1936,2650,5325
24969599,-1810,2550,4824
24977942,-1705,2568,4165
24986285,-1720,2588,3460
24994636,-1834,2220,2707
25002979,-1834,1482,1621
25011321,-1764,682,259
25019672,-1523,90,-1710
25028014,-1111,-436,-3847
25036357,-656,-1110,-5965
25044707,-362,-1870,-8320
25053049,-68,-1926,-10245
25061392,404,-1336,-11018
25069741,983,-671,-10727
25078084,1136,243,-9505
25086427,791,1464,-7757
25094777,573,2415,-5642
25103120,317,3107,-3888
25111462,-378,3457,-2073
25119812,-1025,3605,-332
25128154,-1580,3616,1393
25136497,-2200,3303,3008
25144840,-2554,2555,4085
25153191,-2788,2136,5332
25161533,-2757,2245,6860
25169876,-2772,2376,8476
25178227,-2922,2251,10269
25186570,-3085,1806,11561
25194912,-2943,1472,11529
25203263,-2798,1086,10942
25211604,-2839,888,10311
25219947,-3039,1162,9743
25228297,-3078,1545,8843
25236639,-2990,1728,7917
25244981,-2981,1750,6825
25253331,-2919,1730,5666
25261672,-2899,1442,4793
25270015,-2799,1363,3965
25278365,-2625,1310,3301
25286708,-2267,1236,2710
25295057,-1934,1028,1797
25303400,-1746,837,537
25311743,-1510,737,-1127
25320086,-892,565,-3481
25328437,143,147,-6214
25336779,1056,-13,-9463
25345123,1740,88,-11891
25353466,2185,415,-12758
25361815,2275,660,-11686
25370158,1707,1208,-9910
25378501,1116,2091,-7482
25386852,414,2848,-5297
25395195,-457,3183,-3164
25403537,-1354,3260,-925
25411887,-2025,3320,1197
25420229,-2432,3288,2963
25428570,-2739,3006,4365
25436919,-3069,2703,5921
25445261,-3289,2467,7670
25453610,-3363,2174,9627
25461951,-3393,1439,11455
25470302,-3488,609,12134
25478643,-3466,189,11662
25486985,-3304,-17,10976
25495336,-2951,355,10143
25503679,-2634,1311,8833
25512022,-2426,2209,7279
25520365,-2430,2445,6181
25528716,-2386,2175,5257
25537059,-2321,1703,4412
25545401,-2377,1334,3724
25553751,-2228,1216,3242
25562094,-1957,872,2777
25570437,-1930,615,2307
25578780,-1755,517,1574
25587131,-1514,598,422
25595473,-1081,506,-1073
25603816,-310,369,-3110
25612159,1055,42,-6094
25620510,2370,-96,-9755
25628853,2970,477,-11800
25637196,3180,939,-12642
25645539,2433,1206,-11503
25653890,1356,1895,-8878
25662232,662,2863,-6524
25670581,-204,3393,-4494
25678924,-1239,3659,-2138
25687267,-2043,3498,357
25695609,-2538,3354,2630
25703960,-3004,3346,4560
25712302,-3091,3235,6239
25720645,-3040,3014,7629
25728996,-3053,2650,9224
25737339,-2845,2041,10576
25745682,-2668,1290,11989
25754025,-2330,819,12080
25762375,-2011,916,10900
25770716,-1687,1284,9604
25779058,-1606,1777,8446
25787410,-1704,2224,7709
25795752,-1941,2329,7256
25804096,-2176,2237,6642
25812446,-2171,2159,5685
25820785,-2175,2017,4610
25829135,-1971,1589,3683
25837478,-1835,1277,2715
25845820,-1681,919,1933
25854164,-1542,625,1214
25862515,-1306,384,-57
25870857,-806,632,-2358
25879201,-85,980,-5102
25887543,838,831,-8033
25895894,1748,243,-10094
25904237,1815,-42,-10807
25912580,1538,455,-10191
25920923,1327,1231,-8611
25929273,902,2009,-6724
25937615,237,2615,-4757
25945966,-453,2887,-2675
25954309,-1056,2786,-644
25962650,-1765,2733,1557
25970993,-2161,2457,3466
25979345,-2479,1822,5820
25987686,-2821,1328,7988
25996029,-2971,701,10173
26004380,-3052,587,11214
26012722,-2580,807,11891
26021064,-1720,966,11474
26029414,-1646,810,10276
26037755,-1762,1496,9219
26046098,-1657,571,9239
26054448,-1427,1323,7424
26062791,-1345,2354,5629
26071133,-1547,1956,5115
26079484,-1465,1591,4169
26087826,-1356,1552,3419
26096169,-1061,2269,2546
26104520,-1096,130,2716
26112862,-1602,1130,1238
26121207,-1178,1099,310
26129548,-856,446,-1174
26137892,-433,820,-3562
26146244,115,734,-5890
26154587,735,351,-7985
26162930,1334,80,-9573
26171273,1808,-240,-9726
26179623,1680,646,-8643
26187967,1411,1504,-7126
26196309,789,2177,-5379
26204659,236,2620,-3734
26213001,-200,2970,-2122
26221344,-618,3146,-821
26229695,-1219,3250,373
26238037,-1756,3240,2056
26246380,-2052,3185,2927
26254723,-2469,3005,4089
26263074,-3003,2766,5493
26271416,-3389,2424,7027
26279759,-3691,1818,8648
26288102,-3888,1204,9935
26296452,-3803,503,10638
26304794,-3662,96,10583
26313137,-3523,486,9926
26321487,-3176,1157,9047
26329829,-2698,1732,8308
26338179,-2564,1284,7682
26346522,-2786,2441,5572
26354864,-2349,1954,5426
26363207,-2475,1775,5125
26371557,-2159,1591,4635
26379899,-2192,1425,3949
26388249,-1820,1929,3165
26396591,-2021,884,2786
26404934,-2142,1595,1495
26413277,-1785,1707,113
26421628,-1447,974,-606
26429970,-941,606,-1379
26438313,-540,325,-2700
26446662,-91,305,-4503
26455004,491,17,-6333
26463347,989,-116,-7934
26471698,1385,-81,-8855
26480041,1414,601,-8679
26488384,1270,1456,-7752
26496726,824,1802,-6081
26505077,534,2196,-4575
26513420,4,2585,-2871
26521762,-533,2713,-768
26530106,-906,2808,1055
26538457,-1391,2801,2320
26546799,-1692,2446,3665
26555142,-2107,2147,4935
26563492,-2612,1892,6738
26571834,-2720,1527,8365
26580177,-3012,923,10196
26588526,-3320,353,11305
26596868,-3182,205,11343
26605211,-2687,495,10256
26613561,-2311,827,9067
26621904,-2186,1087,8472
26630253,-1862,1467,7428
26638595,-1561,1673,6353
26646937,-1316,1824,5151
26655281,-1298,2110,4532
26663630,-1052,2793,3294
26671972,-982,1233,3627
26680323,-1715,1458,2611
26688666,-1216,1335,2171
26697010,-1128,1390,1519
26705354,-1157,520,736
26713697,-1065,298,-575
26722048,-806,-52,-2370
26730390,-469,-977,-4481
26738733,-153,-664,-6801
26747076,309,-1007,-8425
26755428,731,-1091,-9133
26763769,1317,-1659,-9169
26772113,989,-929,-8128
26780455,554,-9,-6508
26788807,89,917,-4861
26797150,-137,1739,-3608
26805492,-318,2468,-2463
26813843,-743,2596,-216
26822186,-1212,2592,1864
26830528,-1525,2681,3253
26838870,-1640,2791,4276
26847222,-1723,2913,5829
26855565,-1847,3043,7098
26863906,-2004,2655,8071
26872257,-2144,1886,9050
26880598,-2119,1347,9592
26888940,-1948,1345,9496
26897291,-1651,1572,9014
26905634,-1454,1618,8483
26913977,-1365,1676,7941
26922327,-1478,1751,7440
26930669,-1481,1773,6717
26939010,-1434,2254,5662
26947361,-1014,1743,4824
26955702,-1798,1349,4002
26964045,-1504,1992,2717
26972396,-1101,1494,2743
26980738,-1371,1176,2312
26989081,-1288,908,1445
26997431,-1259,431,611
27005772,-1145,1054,-470
27014116,-840,-292,-1110
27022459,-639,-952,-3142
27030810,-43,-926,-5509
27039154,421,-1406,-7685
27047496,622,-1811,-8845
27055840,577,-1304,-8739
27064191,625,-531,-7873
27072534,451,199,-6392
27080877,77,484,-4744
27089221,-612,912,-3127
27097570,-1160,1396,-1530
27105912,-1389,1752,234
27114256,-1576,2269,1446
27122599,-1860,2645,3126
27130950,-2123,2901,5142
27139292,-2412,3084,7851
27147635,-2663,3139,9620
27155985,-2978,2089,11660
27164328,-3036,1354,12092
27172671,-2781,1410,11577
27181021,-2434,1955,10269
27189364,-2079,2580,8604
27197705,-1443,3733,6461
27206056,-1381,2960,5350
27214399,-1173,3028,3948
27222741,-1077,2293,4245
27231083,-1456,1568,4144
27239434,-1011,1489,3074
27247776,-762,1622,2071
27256119,-642,1588,1349
27264470,-456,1582,480
27272813,-581,1490,-215
27281157,-767,1095,-1240
27289500,-619,162,-2809
27297843,-477,-958,-4570
27306196,-303,-1216,-6369
27314538,-145,-1314,-7446
27322880,346,-1510,-7747
27331224,567,-633,-6943
27339574,569,251,-6008
27347916,203,871,-4652
27356259,35,1235,-3050
27364610,-87,1522,-1232
27372953,-282,1979,383
27381296,-580,2199,2237
27389638,-916,2257,4291
27397989,-1271,2232,6229
27406332,-1709,2135,7970
27414675,-1897,1499,9733
27423026,-1961,1182,11210
27431367,-1648,1274,11051
27439709,-1756,1553,10890
27448060,-1810,1793,10140
27456402,-1519,2462,9040
27464744,-768,2410,7276
27473094,-935,2649,5538
27481435,-836,2746,3924
27489785,-676,2113,3474
27498129,-822,1164,3037
27506469,-986,1214,1944
27514819,-829,1406,1217
27523163,-184,395,969
27531505,-811,447,60
27539848,-915,469,-1627
27548199,-404,131,-3280
27556540,-391,-1340,-4814
27564883,-417,-1693,-7010
27573233,239,-1693,-8297
27581575,665,-1509,-8608
27589918,777,-1055,-8161
27598269,678,-479,-7103
27606612,370,111,-5638
27614955,125,798,-4459
27623298,-366,1578,-3101
27631647,-817,2450,-1839
27639990,-1268,3051,-58
27648334,-1700,3793,2009
27656677,-1983,3827,4209
27665027,-2450,3632,7306
27673368,-3059,3678,9476
27681718,-3672,2626,12118
27690061,-3952,1669,12729
27698405,-3526,1186,12012
27706747,-3180,1646,10975
27715097,-2914,2494,9535
27723438,-2326,3748,7456
27731788,-2298,2984,5899
27740131,-2014,2969,4296
27748473,-1945,2647,4163
27756823,-2051,1165,4481
27765166,-1833,970,3261
27773508,-1669,1145,2584
27781858,-1309,1233,1672
27790200,-964,1340,788
27798543,-831,1246,215
27806894,-685,931,-491
27815237,-551,477,-1902
27823579,-264,-319,-3764
27831922,44,-656,-5699
27840273,262,-1030,-7758
27848616,1150,-479,-8242
27856958,1467,286,-7231
27865308,2169,958,-6437
27873652,1930,2009,-5642
27881993,1273,2762,-3827
27890336,1007,2763,-2125
27898686,733,2898,-799
27907029,-9,2902,1120
27915371,-819,2729,3087
27923722,-1598,2119,6145
27932065,-2171,1364,8280
27940408,-2658,611,9548
27948758,-2841,168,10846
27957101,-2696,369,11504
27965443,-2500,699,11002
27973786,-2269,973,9790
27982137,-2313,723,9120
27990480,-2012,1604,8026
27998823,-2310,1595,7029
28007166,-1991,2327,4882
28015516,-1900,1820,4769
28023859,-1885,1083,4413
28032202,-1767,1163,3483
28040553,-1450,1084,2589
28048896,-1284,925,1996
28057237,-1133,639,1700
28065588,-1069,636,1292
28073931,-1137,859,781
28082274,-1045,660,-97
28090616,-925,312,-1602
28098965,-638,-60,-3468
28107309,-162,-525,-5701
28115651,405,-445,-7736
28124002,1041,-415,-9206
28132345,1422,45,-9687
28140687,1554,455,-8807
28149038,1211,1325,-7413
28157380,1015,2134,-5773
28165723,702,2616,-4340
28174065,200,3360,-2785
28182416,-208,3908,-946
28190758,-590,4077,1049
28199100,-934,4042,3179
28207452,-1292,3742,5120
28215794,-1800,3095,7196
28224136,-2274,2556,8709
28232486,-2591,1406,10399
28240828,-2515,478,11211
28249170,-2303,1046,10935
28257521,-2193,1987,10301
28265864,-2017,1678,9882
28274207,-2001,1705,9333
28282550,-1887,2557,8398
28290901,-1505,1867,7580
28299243,-2394,2486,5579
28307586,-2084,2541,5292
28315937,-1982,1128,5371
28324278,-2129,896,4571
28332626,-1866,1390,3429
28340969,-1393,1656,2407
28349312,-1315,1311,1721
28357655,-1396,1149,1013
28366005,-1152,585,49
28374348,-1001,4,-1437
28382690,-521,-321,-3773
28391041,-56,-1220,-6536
28399383,408,-1089,-8930
28407726,756,-823,-10236
28416077,1583,-732,-10987
28424419,1811,172,-9621
28432762,1273,1418,-7698
28441105,889,2147,-5695
28449455,101,2676,-3467
28457799,-343,3392,-1365
28466142,-593,3733,828
28474485,-907,3801,2931
28482836,-1234,3572,4849
28491180,-1497,3225,6405
28499522,-1965,2758,7943
28507864,-2551,2129,9532
28516215,-2718,1240,10179
28524558,-2687,534,10442
28532900,-2636,384,10222
28541251,-2609,563,9416
28549594,-2755,931,8472
28557937,-2699,1103,7670
28566280,-2529,1458,6637
28574630,-1930,2610,5144
28582973,-2589,935,5399
28591316,-1718,1656,3114
28599666,-1655,1534,3590
28608009,-1534,1170,3464
28616351,-1485,1147,3010
28624701,-1325,1153,2373
28633044,-983,1168,1685
28641386,-771,698,1232
28649729,-601,554,-330
28658080,-170,540,-2923
28666423,433,191,-5135
28674765,951,-449,-6564
28683116,1212,-80,-7605
28691458,1504,229,-7894
28699800,1686,47,-6664
28708151,1583,918,-5182
28716491,1360,1915,-4129
28724834,867,2307,-2930
28733185,546,2384,-1451
28741527,240,2592,-84
28749870,-172,2869,1212
28758214,-472,3130,2430
28766565,-994,2993,3732
28774909,-1897,2414,5198
28783252,-2697,1550,6689
28791595,-3145,483,8100
28799938,-3258,-201,9063
28808290,-3400,-382,9468
28816632,-3462,-266,9698
28824974,-3292,-205,9539
28833325,-3332,498,8718
28841668,-3095,2011,7097
28850011,-2361,1530,6469
28858354,-2774,1806,5323
28866705,-2116,2056,3672
28875047,-1994,1481,3796
28883388,-1868,1226,3382
28891738,-1659,1381,2651
28900081,-1154,1486,2062
28908424,-709,1405,1287
28916774,-378,969,545
28925117,88,1354,-1137
28933460,192,-267,-1297
28941809,377,-342,-3835
28950152,960,37,-5431
28958495,1442,-155,-6276
28966845,1565,-247,-6440
28975188,1567,249,-6058
28983531,1612,857,-5156
28991873,1503,982,-3613
29000224,1343,1528,-2470
29008567,962,2173,-1524
29016909,504,2261,13
29025259,-53,2269,1886
29033602,-703,2308,3584
29041946,-1260,2050,4942
29050289,-1796,1722,6548
29058640,-2308,1267,8014
29066982,-2637,634,9480
29075325,-2815,705,9544
29083668,-2830,1041,8933
29092019,-2970,-471,9520
29100361,-3221,1404,7529
29108704,-2587,1810,5754
29117047,-2267,1735,5760
29125397,-2472,964,5767
29133739,-2403,1051,4332
29142082,-2254,877,3709
29150432,-1777,1014,3172
29158775,-1127,1323,2787
29167117,-655,1214,2454
29175467,-450,1412,1669
29183809,36,537,1309
29192152,-360,295,662
29200502,-186,230,-1349
29208845,343,664,-3543
29217187,852,331,-5158
29225537,1336,387,-6351
29233880,2034,190,-7097
29242223,2419,71,-7520
29250572,2407,293,-7214
29258915,1862,1358,-5993
29267257,1531,2343,-4567
29275608,1240,2608,-3060
29283951,835,2932,-1849
29292294,508,3142,-763
29300637,51,3423,361
29308989,-583,3778,1642
29317332,-1351,3732,3242
29325674,-2208,3101,4958
29334017,-2892,2214,6761
29342368,-3566,1398,8980
29350710,-3791,568,10447
29359053,-3890,87,10845
29367396,-3989,87,10627
29375746,-4064,527,10033
29384088,-3888,1752,8722
29392433,-3801,253,9014
29400783,-3366,2993,5216
29409126,-3222,2337,5252
29417469,-3109,1789,4890
29425811,-2888,1109,4589
29434163,-2540,929,3863
29442505,-1808,1122,2961
29450848,-1143,1271,2308
29459198,-896,1244,1724
29467540,-719,851,1192
29475881,-236,469,391
29484231,-211,-24,-260
29492573,-212,226,-2247
29500916,-130,226,-4139
29509266,629,245,-5827
29517605,1244,262,-6619
29525956,1802,274,-6861
29534298,2424,339,-6831
29542641,2456,803,-5992
29550992,2038,1855,-4652
29559334,1621,2500,-3334
29567677,1199,2567,-2041
29576028,761,2682,-725
29584371,366,2841,451
29592713,-199,3062,1567
29601055,-1153,3184,2644
