# STEVAL-MKI227KA (LSM6DSV16X) 

time[us],acc_x[LSB],acc_y[LSB],acc_z[LSB]
12977826,-1002,184,3084
12986168,-893,187,2914
12994511,-775,202,2716
13002861,-682,170,2523
13011204,-601,111,2333
13019547,-562,107,2104
13027889,-532,118,1819
13036239,-400,61,1546
13044581,-290,-63,1371
13052924,-234,-174,1295
13061273,-207,-280,1208
13069614,-156,-326,1077
13077965,-51,-361,976
13086308,75,-354,836
13094650,207,-270,628
13103001,331,-227,432
13111344,468,-207,269
13119686,532,-175,204
13128029,512,-147,169
13136378,510,-100,146
13144720,434,-56,208
13153072,271,-28,327
13161414,83,-62,521
13169755,-245,-176,1005
13178106,-586,-274,1706
13186448,-904,-270,2473
13194790,-1142,-274,3291
13203134,-1388,-137,3959
13211484,-1515,181,4365
13219826,-1422,392,4315
13228169,-1145,446,3949
13236520,-1066,399,3647
13244863,-1121,351,3460
13253207,-1088,276,3300
13261550,-942,200,3212
13269901,-792,366,2972
13278244,-732,393,2930
13286586,-752,161,3041
13294930,-764,122,2824
13303280,-701,180,2605
13311622,-616,84,2410
13319966,-562,2,2168
13328309,-553,20,1876
13336659,-481,4,1625
13345002,-379,-139,1485
13353344,-330,-249,1438
13361695,-262,-282,1320
13370038,-207,-319,1189
13378380,-127,-321,1060
13386730,-31,-316,920
13395072,100,-277,741
13403415,236,-265,549
13411766,365,-268,363
13420109,459,-226,218
13428451,492,-196,174
13436800,478,-140,153
13445142,376,-123,227
13453484,132,-192,418
13461835,-55,-337,719
13470178,-307,-414,1115
13478521,-545,-459,1705
13486864,-800,-522,2368
13495214,-1030,-398,2962
13503557,-1143,-36,3424
13511900,-1168,251,3784
13520250,-1128,484,3983
13528594,-958,562,3968
13536937,-846,412,3828
13545280,-920,324,3676
13553630,-957,347,3499
13561974,-922,189,3349
13570317,-865,308,3059
13578660,-727,482,3043
13587011,-667,224,3129
13595353,-660,177,3000
13603696,-640,352,2827
13612040,-574,364,2550
13620391,-508,292,2254
13628734,-458,225,2000
13637077,-381,165,1776
13645419,-313,54,1656
13653770,-249,-55,1571
13662113,-196,-156,1486
13670457,-157,-213,1366
13678799,-100,-220,1233
13687150,-6,-261,1117
13695493,118,-302,992
13703835,222,-295,801
13712186,302,-287,586
13720528,365,-273,420
13728869,409,-354,356
13737220,334,-380,330
13745562,299,-409,324
13753910,244,-414,384
13762254,154,-412,528
13770594,78,-446,773
13778945,-37,-485,1145
13787287,-196,-422,1461
13795636,-399,-285,1772
13803978,-581,-207,2143
13812320,-704,-131,2548
13820671,-747,-44,2981
13829014,-791,63,3362
13837358,-841,210,3553
13845700,-924,370,3673
13854051,-956,352,3704
13862394,-907,270,3610
13870737,-878,303,3542
13879080,-812,236,3425
13887423,-871,426,3162
13895775,-718,604,3011
13904118,-588,339,3016
13912461,-581,239,2882
13920804,-538,338,2712
13929154,-458,316,2522
13937497,-388,236,2315
13945839,-326,152,2102
13954190,-291,143,1884
13962533,-255,113,1691
13970875,-216,66,1539
13979219,-150,-27,1473
13987570,-91,-102,1383
13995913,-4,-139,1246
14004255,56,-126,1025
14012604,177,-149,815
14020947,226,-220,641
14029289,273,-253,481
14037639,324,-262,373
14045980,330,-243,297
14054331,287,-220,271
14062674,166,-217,307
14071017,49,-261,469
14079360,-38,-354,778
14087711,-105,-406,1161
14096052,-331,-318,1557
14104394,-552,-213,1985
14112745,-737,-100,2385
14121087,-860,19,2880
14129436,-985,133,3347
14137778,-1078,287,3674
14146122,-1120,394,3819
14154464,-1125,330,3820
14162815,-1103,755,3699
14171158,-999,-148,3618
14179500,-1090,657,3113
14187844,-916,597,3287
14196196,-947,236,3377
14204538,-936,256,3205
14212881,-861,415,2981
14221224,-831,383,2841
14229574,-758,304,2688
14237918,-696,263,2527
14246261,-634,240,2340
14254604,-540,243,2088
14262955,-421,235,1841
14271298,-339,192,1629
14279640,-275,117,1475
14287991,-218,-17,1387
14296333,-169,-103,1288
14304676,-119,-164,1182
14313019,-45,-216,1059
14321369,31,-256,907
14329711,182,-259,679
14338054,305,-239,480
14346404,387,-296,364
14354747,437,-308,269
14363090,420,-279,259
14371439,337,-263,321
14379781,201,-280,482
14388125,36,-312,758
14396476,-36,-378,1110
14404817,-180,-367,1492
14413161,-373,-205,1937
14421512,-544,-6,2375
14429855,-685,138,2846
14438199,-796,293,3190
14446542,-860,330,3482
14454885,-914,400,3602
14463235,-897,427,3608
14471579,-788,567,3571
14479922,-767,254,3378
14488265,-791,757,3102
14496616,-691,585,3502
14504960,-696,260,3520
14513302,-750,256,3349
14521644,-697,505,3114
14529996,-584,507,2937
14538339,-525,342,2786
14546682,-477,244,2599
14555025,-501,269,2328
14563375,-450,268,2057
14571716,-392,250,1790
14580059,-316,168,1576
14588410,-211,18,1474
14596750,-125,-107,1370
14605102,-61,-201,1229
14613443,29,-294,1049
14621785,132,-334,861
14630137,254,-355,692
14638479,340,-349,529
14646820,384,-292,364
14655172,414,-285,264
14663514,449,-273,228
14671855,375,-298,272
14680206,232,-330,414
14688547,111,-362,652
14696890,14,-352,985
14705240,-52,-313,1301
14713581,-261,-198,1678
14721924,-494,-33,2050
14730273,-611,98,2425
14738621,-679,183,2820
14746963,-744,244,3221
14755306,-862,317,3576
14763656,-867,405,3790
14772000,-842,884,3924
14780343,-718,-201,4168
14788685,-1110,690,3590
14797037,-826,788,3509
14805380,-731,411,3579
14813722,-755,249,3267
14822066,-704,338,2895
14830417,-541,411,2648
14838759,-442,289,2555
14847102,-407,167,2415
14855444,-378,100,2201
14863795,-344,67,1949
14872137,-287,13,1718
14880479,-226,-80,1510
14888828,-197,-171,1306
14897170,-156,-231,1144
14905520,-92,-297,1021
14913862,-21,-326,943
14922206,59,-298,823
14930556,189,-223,621
14938898,326,-197,468
14947241,373,-189,412
14955591,368,-179,387
14963935,317,-165,415
14972277,208,-170,581
14980620,88,-216,838
14988971,-13,-161,1148
14997313,-40,-100,1497
15005656,-182,27,1850
15014000,-276,124,2257
15022350,-380,246,2612
15030692,-540,414,3004
15039036,-634,391,3481
15047387,-734,318,3885
15055730,-786,799,3997
15064073,-690,-60,4035
15072416,-901,772,3446
15080767,-790,780,3550
15089110,-775,454,3558
15097453,-665,228,3216
15105796,-596,314,2982
15114146,-467,426,2799
15122489,-415,298,2771
15130832,-452,175,2710
15139182,-424,186,2518
15147525,-361,184,2309
15155867,-295,153,2103
15164217,-283,102,1878
15172560,-233,23,1612
15180902,-185,-80,1364
15189245,-149,-226,1151
15197594,-49,-352,1008
15205937,60,-398,916
15214287,124,-429,829
15222630,284,-385,686
15230972,420,-284,481
15239315,486,-234,296
15247665,485,-235,212
15256007,389,-301,198
15264358,196,-371,281
15272700,96,-395,366
15281043,58,-378,534
15289385,41,-321,759
15297736,-4,-195,1070
15306078,-130,-77,1529
15314420,-304,39,2007
15322771,-400,220,2475
15331114,-560,366,2985
15339457,-731,344,3487
15347807,-896,292,3798
15356150,-945,279,3827
15364493,-865,683,3685
15372836,-796,-99,3394
15381180,-1011,695,3081
15389531,-806,499,3459
15397873,-686,195,3599
15406217,-729,191,3362
15414567,-782,417,3150
15422910,-682,467,2965
15431252,-649,336,2798
15439595,-688,181,2583
15447946,-664,49,2342
15456288,-594,3,2046
15464638,-457,3,1822
15472981,-312,0,1648
15481323,-236,-29,1519
15489665,-186,-119,1409
15498016,-137,-177,1302
15506358,-78,-177,1207
15514706,-43,-170,1052
15523050,47,-172,818
15531390,131,-199,616
15539739,223,-218,485
15548081,266,-243,367
15556431,286,-168,301
15564772,332,-90,261
15573123,272,-24,291
15581465,80,-24,475
15589806,-122,-114,773
15598150,-364,-143,1192
15606500,-571,-131,1642
15614843,-723,-70,2175
15623187,-871,-17,2762
15631538,-1016,29,3380
15639881,-1119,131,3968
15648223,-1154,254,4239
15656566,-1082,877,4111
15664918,-987,-105,3994
15673261,-1227,684,3395
15681604,-1039,639,3607
15689947,-1018,233,3723
15698298,-960,119,3469
15706641,-925,240,3075
15714984,-887,437,2737
15723327,-749,367,2546
15731677,-636,176,2506
15740021,-600,86,2418
15748363,-591,97,2237
15756706,-549,65,2023
15765057,-487,20,1761
15773397,-389,-38,1486
15781748,-276,-131,1242
15790091,-152,-187,1034
15798431,-53,-234,924
15806782,-7,-256,894
15815123,49,-267,797
15823466,132,-225,603
15831817,215,-151,383
15840159,302,-162,256
15848501,305,-177,179
15856851,158,-180,208
15865192,30,-260,286
15873543,-148,-282,370
15881885,-300,-306,646
15890229,-345,-385,997
15898571,-429,-306,1538
15906922,-458,-134,2157
15915264,-540,111,2833
15923607,-654,294,3460
15931951,-872,403,3995
15940302,-990,395,4229
15948643,-914,295,4108
15956987,-934,571,3835
15965338,-1003,-171,3632
15973680,-1142,527,2913
15982024,-845,516,3097
15990367,-783,231,3149
15998718,-641,202,2948
16007060,-559,347,2789
16015403,-488,350,2602
16023746,-465,217,2495
16032096,-462,79,2351
16040437,-470,23,2111
16048787,-464,-6,1858
16057129,-440,-49,1660
16065472,-387,-116,1486
16073822,-320,-151,1348
16082165,-259,-228,1228
16090508,-193,-244,1100
16098858,-93,-260,957
16107201,-17,-222,761
16115543,75,-274,555
16123893,170,-299,425
16132236,201,-296,358
16140578,230,-263,302
16148928,214,-198,251
16157271,43,-130,305
16165614,-199,-212,515
16173957,-385,-394,757
16182308,-510,-465,1032
16190650,-661,-451,1549
16198993,-794,-368,2297
16207343,-981,-138,3166
16215685,-1107,168,3916
16224028,-1135,405,4564
16232371,-1060,469,4835
16240722,-954,622,4383
16249063,-960,550,3827
16257407,-1054,546,3204
16265758,-940,539,3041
16274100,-899,236,3265
16282443,-828,18,3074
16290794,-799,172,2886
16299137,-672,327,2702
16307480,-568,254,2627
16315823,-524,149,2546
16324174,-524,115,2345
16332515,-498,81,2015
16340858,-418,2,1682
16349208,-336,-95,1385
16357550,-284,-120,1154
16365892,-210,-211,1023
16374244,-150,-329,957
16382586,-68,-382,881
16390928,-5,-369,783
16399278,96,-294,575
16407621,210,-280,369
16415964,304,-289,233
16424307,359,-279,145
16432657,345,-258,130
16441000,299,-262,152
16449350,187,-223,190
16457691,-4,-192,306
16466033,-237,-242,502
16474383,-469,-332,747
16482726,-715,-397,1161
16491067,-948,-424,1855
16499418,-1131,-271,2730
16507761,-1278,17,3727
16516105,-1364,353,4457
16524454,-1284,646,4807
16532796,-1107,702,4668
16541140,-982,656,4398
16549482,-1161,500,3800
16557833,-1180,810,3332
16566175,-1183,541,3556
16574525,-1102,268,3469
16582865,-980,278,3165
16591208,-854,398,2920
16599558,-703,458,2702
16607901,-600,329,2524
16616244,-552,186,2284
16624594,-526,146,2037
16632936,-508,98,1728
16641277,-451,2,1548
16649626,-413,-47,1326
16657969,-380,-135,1213
16666320,-352,-159,1014
16674662,-283,-216,849
16683005,-159,-288,746
16691347,6,-358,553
16699698,117,-320,386
16708041,234,-265,222
16716383,305,-230,116
16724733,375,-231,113
16733075,392,-219,143
16741424,254,-151,266
16749766,67,-146,587
16758110,-64,-323,1130
16766460,-276,-353,1607
16774803,-556,-168,2149
16783145,-766,15,2718
16791489,-916,50,3268
16799840,-1007,94,3679
16808184,-1053,187,3985
16816526,-1094,374,3895
16824869,-1008,374,3834
16833220,-968,620,3652
16841563,-913,80,3682
16849905,-912,639,2913
16858249,-686,542,3227
16866599,-734,179,3381
16874941,-794,213,3007
16883284,-713,323,2649
16891635,-611,342,2267
16899977,-568,239,2061
16908318,-543,39,2047
16916668,-524,-99,2013
16925011,-528,-109,1825
16933353,-503,-99,1529
16941704,-441,-145,1260
16950047,-302,-270,1057
16958389,-177,-409,915
16966740,-90,-440,763
16975082,-45,-476,650
16983425,84,-467,553
16991776,203,-408,363
17000119,300,-347,275
17008461,374,-308,243
17016811,394,-275,224
17025154,386,-167,159
17033496,336,-40,136
17041839,119,2,219
17050190,-217,-119,523
17058532,-602,-367,1226
17066875,-943,-506,2166
17075219,-1233,-385,3192
17083570,-1430,-31,4006
17091913,-1439,334,4554
17100257,-1282,701,4670
17108599,-1027,861,4429
17116950,-848,1206,4002
17125294,-880,367,3704
17133637,-915,990,2826
17141980,-705,679,3159
17150331,-853,335,3358
17158672,-917,289,3176
17167016,-878,340,2930
17175358,-791,428,2631
17183709,-709,382,2426
17192053,-672,279,2222
17200395,-651,151,1962
17208745,-634,52,1673
17217088,-582,-33,1408
17225431,-511,-173,1214
17233781,-431,-287,1039
17242122,-361,-373,903
17250471,-259,-430,774
17258812,-164,-429,658
17267154,-70,-362,523
17275505,63,-333,374
17283847,123,-365,296
17292190,130,-284,244
17300541,173,-288,278
17308882,172,-228,270
17317225,98,-145,427
17325576,-126,-135,817
17333919,-363,-222,1324
17342262,-610,-227,1970
17350604,-810,-139,2484
17358955,-1016,-64,3056
17367299,-1198,17,3725
17375641,-1317,148,4224
17383984,-1272,333,4449
17392334,-1015,519,4303
17400677,-756,387,4025
17409027,-953,1090,2956
17417370,-663,998,2732
17425713,-701,565,3022
17434055,-782,191,3146
17442407,-791,92,3135
17450750,-721,307,2943
17459092,-627,413,2765
17467436,-616,346,2523
17475786,-602,230,2301
17484129,-598,161,1945
17492472,-528,45,1579
17500815,-426,-108,1284
17509166,-352,-230,1112
17517506,-300,-262,975
17525856,-227,-331,872
17534199,-110,-378,779
17542541,-4,-393,687
17550891,71,-380,563
17559232,210,-363,375
17567582,292,-368,235
17575925,323,-341,169
17584268,328,-301,115
17592610,341,-243,83
17600961,316,-185,30
17609303,250,-123,137
17617645,119,-52,336
17625996,-152,61,606
17634337,-524,-10,1172
17642687,-883,-200,1980
17651030,-1206,-251,2604
17659372,-1343,-1,2914
17667721,-1231,245,3122
17676065,-1290,352,3551
17684406,-1232,459,3702
17692756,-1072,950,3733
17701100,-1104,164,3614
17709443,-1294,937,3294
17717787,-1190,606,4053
17726138,-1233,142,4321
17734481,-1408,156,4305
17742824,-1380,470,4329
17751166,-1188,587,4471
17759518,-1202,651,4595
17767860,-1301,641,4717
17776203,-1317,653,4732
17784553,-1326,728,4492
17792896,-1287,751,4143
17801238,-1192,705,3743
17809581,-1183,604,3305
17817931,-1132,459,2884
17826273,-1024,333,2533
17834624,-858,250,2302
17842966,-742,321,1937
17851309,-681,354,1435
17859651,-660,230,865
17868002,-554,-6,251
17876343,-338,-322,-655
17884693,-205,-637,-1844
17893037,-169,-778,-3134
17901378,120,-1218,-4418
17909729,582,-1065,-5532
17918071,888,-1309,-5812
17926415,713,-1074,-5654
17934757,394,-607,-4814
17943108,42,233,-3618
17951451,-464,889,-2407
17959794,-876,1074,-1165
17968137,-1032,1397,267
17976489,-1454,1783,2201
17984832,-1768,2285,4251
17993175,-1387,1982,6467
18001518,-940,2698,7456
18009861,-964,2798,8979
18018211,-1053,3043,9747
18026554,-1063,2999,9572
18034896,-1005,2790,8914
18043246,-696,4209,6951
18051589,-210,3107,6942
18059938,-684,2148,7250
18068282,-834,2388,5910
18076625,-592,2255,4890
18084968,-782,1576,4344
18093318,-869,1514,3513
18101660,-811,1302,2890
18110003,-737,921,2090
18118351,-837,488,1350
18126694,-1040,94,569
18135044,-1145,-313,-411
18143386,-1161,-557,-1557
18151728,-1092,-1034,-2798
18160079,-1037,-1277,-4302
18168422,-870,-1306,-5144
18176763,-603,-2200,-5941
18185114,-522,-2609,-6329
18193457,-270,-1820,-5914
18201798,-141,-955,-4959
18210149,-367,-69,-4026
18218491,-158,145,-2869
18226834,-203,-51,-1309
18235185,-622,441,-248
18243527,-954,1150,454
18251869,-1143,1584,1652
18260212,-1285,1864,3252
18268563,-1432,2190,4533
18276905,-1418,2392,6199
18285249,-1110,2946,7023
18293598,-1195,2850,8354
18301942,-1298,3185,8430
18310286,-1202,3188,8168
18318628,-881,3365,7547
18326979,-524,3707,7123
18335322,-322,2252,7448
18343665,-201,3410,4660
18352015,-14,2999,4798
18360357,-184,2352,5171
18368700,-323,2372,4509
18377043,-390,1574,4530
18385392,-413,1710,3663
18393735,-395,1895,2862
18402078,-422,1835,2230
18410429,-488,1494,1514
18418770,-539,908,618
18427120,-608,299,-619
18435460,-675,-316,-2079
18443809,-781,-1124,-3448
18452152,-773,-2335,-4759
18460494,-586,-3021,-5938
18468845,-557,-2644,-6442
18477188,-446,-2596,-6575
18485530,-330,-2323,-6021
18493879,-283,-1674,-5117
18502223,-263,-699,-4390
18510565,-184,-369,-3336
18518908,-390,-68,-2029
18527259,-643,493,-1090
18535602,-799,1245,-530
18543945,-1019,1692,251
18552289,-1242,1898,1088
18560640,-1693,2119,2161
18568983,-2038,2587,3820
18577326,-1907,3011,6001
18585668,-1593,3497,7625
18594019,-2259,4209,9105
18602360,-2283,4496,9346
18610710,-2144,4158,9248
18619053,-1857,3794,8754
18627396,-1703,3127,9144
18635739,-1478,4362,6314
18644091,-1399,3499,6476
18652432,-1329,2699,5989
18660775,-1512,2519,5181
18669118,-1377,1939,4645
18677468,-1214,1676,3506
18685810,-1023,1414,2413
18694153,-1046,1172,1907
18702504,-897,927,1258
18710846,-626,723,106
18719188,-448,432,-1261
18727539,-254,-227,-2869
18735882,-271,-741,-4605
18744224,-391,-1125,-5510
18752574,-583,-1510,-7035
18760917,-60,-2448,-8610
18769260,212,-2084,-7602
18777610,175,-1310,-6016
18785953,-105,-338,-4648
18794295,-276,22,-3282
18802646,-477,404,-2173
18810989,-659,1126,-1203
18819332,-665,1632,-73
18827674,-1107,2425,1486
18836026,-1613,2956,3621
18844369,-1943,2984,5694
18852712,-1777,2955,6923
18861056,-1938,3255,7819
18869399,-2505,3242,9579
18877750,-3144,3276,10176
18886094,-3220,3347,9834
18894437,-2897,3312,9331
18902779,-1830,3875,8040
18911130,-716,4995,6766
18919472,7,4088,4741
18927821,216,4928,2382
18936165,-777,3413,3852
18944508,-664,3471,3024
18952850,-821,1380,3700
18961199,-758,1726,2476
18969542,-772,1385,2078
18977884,-792,1421,1186
18986235,-800,1183,369
18994577,-675,768,-511
19002926,-590,73,-1573
19011269,-654,-1336,-3387
19019611,-621,-1544,-5118
19027960,-727,-2115,-6116
19036303,-285,-3023,-8116
19044645,-332,-3463,-7945
19052996,-260,-2630,-7415
19061339,-307,-1576,-5699
19069682,-284,-625,-4654
19078024,-464,436,-3687
19086374,-386,750,-2235
19094717,-401,1044,-821
19103060,-366,1630,174
19111411,-673,2332,1330
19119754,-896,2728,2898
19128098,-1099,2769,4393
19136440,-1547,2735,5925
19144791,-1704,2689,7139
19153135,-1779,2796,7947
19161477,-2174,3085,9161
19169820,-2361,3444,10053
19178170,-1948,3304,9924
19186513,-1538,3401,9247
19194856,-1160,3596,8254
19203206,-975,4806,6339
19211548,-682,3414,4447
19219897,-786,3248,4698
19228238,-1309,2195,4477
19236580,-1340,1599,3704
19244930,-1332,1256,2923
19253273,-1200,1119,2032
19261616,-1018,847,1278
19269966,-805,590,261
19278310,-550,293,-1210
19286651,-409,-339,-2835
19294994,-390,-951,-4516
19303345,-316,-1705,-6160
19311686,-108,-2182,-7289
19320029,107,-1872,-7642
19328378,256,-1368,-7182
19336720,-52,-752,-6134
19345071,-111,38,-4931
19353413,1,400,-3703
19361755,-166,835,-2441
19370106,-345,1408,-1086
19378448,-458,1910,488
19386790,-749,2491,2128
19395142,-1076,2881,3723
19403483,-1404,3021,5522
19411825,-1769,3081,7504
19420175,-2295,2808,9483
19428518,-2585,2972,10087
19436860,-2526,2942,10378
19445212,-2079,2785,9698
19453555,-1834,2687,9241
19461897,-2038,2950,8605
19470240,-1321,3204,7431
19478591,-1779,2884,6465
19486934,-1453,2808,4417
19495278,-850,2761,3972
19503620,-1132,2070,3949
19511972,-1122,1841,2984
19520314,-1128,1349,2499
19528656,-943,1042,1590
19537000,-799,907,750
19545351,-646,561,-283
19553693,-448,231,-1722
19562036,-356,-353,-3138
19570387,-89,-880,-4769
19578730,264,-1081,-5984
19587073,469,-1362,-6666
19595415,630,-1590,-6887
19603763,582,-1266,-6353
19612106,355,-637,-5546
19620456,234,101,-4806
19628799,77,543,-3608
19637141,-47,920,-2203
19645492,21,1324,-1185
19653834,-115,1750,-17
19662177,-322,2147,1098
19670520,-628,2560,1816
19678871,-1085,2761,2617
19687213,-1665,2432,4020
19695555,-2217,1898,5551
19703906,-2753,1605,6977
19712249,-2885,1547,8101
19720591,-2796,1888,9024
19728942,-2767,2431,9038
19737285,-2534,2127,8852
19745628,-2434,2063,8978
19753970,-1812,2904,8529
19762322,-2603,2326,8171
19770665,-1418,3801,5278
19779009,-1103,3383,4802
19787351,-1505,2592,5134
19795701,-1796,1999,4660
19804043,-1765,1440,4078
19812393,-1579,1501,3155
19820735,-1389,1575,2387
19829078,-1265,1494,1673
19837421,-1033,1368,771
19845772,-739,1112,-241
19854114,-410,644,-1385
19862456,-184,133,-2701
19870807,-118,-248,-4086
19879150,73,-560,-5551
19887498,362,-776,-6696
19895841,527,-1148,-7492
19904183,407,-974,-7556
19912533,438,-384,-6853
19920875,722,217,-5677
19929219,858,921,-3962
19937561,875,1315,-2145
19945912,894,1786,-169
19954255,1014,2013,1225
19962597,49,1420,4146
19970948,-516,1320,5586
19979292,-1240,476,7020
19987635,-1791,-142,8540
19995978,-1732,-67,9225
20004322,-1456,342,9375
20012671,-1242,583,8869
20021015,-1172,767,8059
20029359,-1158,746,7120
20037702,-1155,422,6067
20046053,-1099,-78,4953
20054396,-1117,-246,3698
20062738,-1359,-1597,3303
20071082,-1644,142,1762
20079433,-877,-201,2088
20087775,-1149,-826,2286
20096117,-1292,-637,2017
20104466,-1235,-354,1345
20112809,-1206,-229,627
20121152,-1033,3,-234
20129502,-614,285,-1200
20137844,-312,-226,-1665
20146186,135,-976,-2343
20154536,453,-686,-3535
20162878,699,-1148,-4078
20171222,706,-1341,-4244
20179573,664,-1014,-4273
20187913,924,-248,-4201
20196257,1047,365,-3758
20204607,831,882,-2744
20212950,738,1441,-1352
20221293,785,1861,148
20229643,629,2137,1703
20237986,265,2409,2676
20246329,5,2130,3205
20254671,-362,1623,3942
20263023,-726,1391,4413
20271366,-946,1273,5095
20279714,-1066,1152,6298
20288057,-1121,307,7596
20296400,-1451,1708,9052
20304742,-439,2977,8555
20313094,396,2250,7767
20321436,-1011,-169,9509
20329779,-2420,-428,9636
20338128,-2557,-1,8338
20346471,-2235,216,7152
20354812,-1938,475,6001
20363164,-1788,748,4866
20371505,-1741,158,3981
20379848,-1713,374,3429
20388198,-1333,1004,2316
20396541,-945,479,1525
20404882,-796,476,926
20413234,-806,618,362
20421576,-683,689,-429
20429919,-563,407,-1419
20438269,-452,1181,-2942
20446610,-189,177,-4318
20454952,-177,-1405,-5465
20463302,-159,-1603,-6288
20471644,224,-1464,-6598
20479987,606,-838,-6275
20488338,860,-712,-5376
20496678,828,63,-5082
20505021,728,1086,-4924
20513372,603,1264,-3611
20521714,425,1330,-2376
20530064,113,1553,-1194
20538405,-155,1678,-266
20546748,-435,1768,514
20555098,-893,1821,1472
20563442,-1443,1639,2888
20571784,-1974,1531,4163
20580127,-2127,1397,5498
20588477,-1924,1410,6531
20596820,-1747,1504,7021
20605163,-1745,2442,8269
20613514,-2044,2900,9122
20621857,-1571,1540,9828
20630199,-1802,1225,10406
20638542,-2143,1784,10262
20646893,-2015,1862,9635
20655237,-1542,1710,8583
20663580,-1818,1299,7929
20671923,-1354,1630,5416
20680273,-1079,1157,4456
20688616,-1257,893,3822
20696958,-886,642,2940
20705309,-706,688,2180
20713651,-449,804,1205
20721999,-262,676,-76
20730341,-191,551,-2299
20738684,-288,-115,-4885
20747027,-285,-1026,-7623
20755378,25,-2014,-9959
20763720,253,-1846,-11059
20772063,451,-620,-10480
20780414,320,-126,-8824
20788755,420,1537,-7044
20797098,160,2324,-5049
20805449,-48,2534,-2560
20813790,-302,2897,-178
20822133,-454,3492,1685
20830483,-572,3504,3307
20838826,-691,3318,4421
20847170,-953,3133,5236
20855513,-1081,2211,5846
20863863,-1133,4610,6663
20872205,-121,3447,7231
20880548,-1048,1439,9444
20888897,-1784,1726,9696
20897241,-1221,1998,9187
20905583,-982,1807,8956
20913934,-1056,1955,8630
20922277,-1149,2276,8054
20930620,-1005,2275,7353
20938963,-926,2087,6513
20947314,-977,2072,5769
20955657,-724,2235,5146
20964000,-549,1856,4919
20972342,-531,1825,4554
20980693,-435,1727,3900
20989035,-509,1834,3527
20997383,-562,1753,3040
21005725,-563,1702,2083
21014069,-667,1184,982
21022419,-1208,-29,-544
21030761,-655,1439,-3813
21039104,-1426,-4333,-6166
21047454,-1866,-2313,-9479
21055797,-2182,-4172,-11630
21064140,-2699,-4353,-11120
21072482,-2722,-3959,-10038
21080833,-2242,-3111,-8618
21089176,-1967,-2018,-7044
21097518,-1732,72,-5584
21105868,-1620,2383,-4026
21114211,-1313,3109,-1130
21122553,-814,3685,2180
21130904,-183,4314,3096
21139247,-50,4519,3855
21147589,-199,4615,4544
21155932,-261,4918,5805
21164283,-314,5517,7801
21172625,-573,5662,10210
21180968,-669,5581,12380
21189319,-569,4903,13177
21197661,-662,3413,12948
21206004,-955,2882,12164
21214355,-1250,3561,10757
21222697,-1211,3900,9012
21231041,-1372,3551,7165
21239384,-1663,2859,5643
21247735,-1870,2379,4324
21256078,-1850,1907,3245
21264421,-1778,1784,2471
21272763,-1624,1726,1874
21281107,-1587,1702,1425
21289458,-1548,1725,715
21297801,-1630,1652,-461
21306143,-1655,916,-2410
21314494,-1827,-374,-5047
21322835,-854,111,-8802
21331178,-216,-1515,-11851
21339529,-123,-2247,-12519
21347871,-662,-2988,-11603
21356214,-1047,-2715,-10317
21364557,-934,-1616,-8213
21372908,-965,174,-6381
21381250,-1235,2161,-4931
21389599,-1352,3308,-3170
21397942,-1085,3510,-1203
21406285,-1179,3669,1330
21414627,-1351,4247,3390
21422977,-1448,5090,5197
21431321,-1543,4570,6704
21439664,-2491,3623,7894
21448014,-3469,3195,8346
21456357,-3957,2640,9317
21464700,-3687,2202,10300
21473042,-2998,2218,11098
21481394,-2578,2445,11451
21489736,-2289,2522,10506
21498080,-2111,3049,9300
21506423,-1927,2920,8665
21514774,-1808,2878,7401
21523117,-1851,2848,6270
21531459,-2013,2435,5528
21539802,-2061,2021,4940
21548154,-2067,1715,4388
21556497,-2042,1669,3760
21564840,-2000,1841,3227
21573182,-1873,2060,2505
21581533,-1676,2173,1315
21589875,-1426,1851,-491
21598218,-1192,897,-2787
21606569,-965,-113,-5674
21614912,-371,-1062,-8957
21623253,-337,-2297,-11624
21631604,355,-1104,-13122
21639946,521,-371,-12287
21648287,266,-1254,-10567
21656637,-212,-396,-8408
21664980,-650,1009,-6350
21673323,-994,2692,-4882
21681672,-789,3429,-3081
21690013,-983,3678,-263
21698363,-1328,4114,2810
21706705,-1541,4871,4754
21715048,-1800,4622,6645
21723397,-2304,3970,8642
21731739,-2757,3657,10101
21740083,-2575,3199,11373
21748434,-2382,2671,12196
21756777,-2384,2332,12030
21765120,-2390,2020,11302
21773462,-2247,1906,10192
21781812,-2184,2286,9002
21790155,-2017,2698,7715
21798498,-2097,2828,6832
21806848,-2119,2541,6039
21815190,-2093,2226,5282
21823534,-2091,1969,4392
21831884,-2009,1781,3490
21840228,-1707,1547,2518
21848571,-1449,1154,1445
21856913,-1254,934,-10
21865264,-965,556,-1646
21873607,-615,89,-3747
21881950,-418,-692,-6106
21890299,-421,-1206,-8493
21898642,-19,-1502,-10306
21906983,311,-1504,-10974
21915335,434,-1344,-10230
21923677,254,-932,-8730
21932019,3,204,-6981
21940370,-154,1559,-5235
21948712,-124,2547,-3705
21957054,-139,3301,-1757
21965405,-381,3902,380
21973747,-293,4289,2249
21982091,-480,4319,3723
21990434,-913,3746,4766
21998784,-1626,3159,5785
22007127,-2536,2942,7295
22015470,-3073,2592,9022
22023813,-3317,1959,10534
22032157,-3430,1244,11445
22040508,-3322,851,11375
22048852,-3004,1183,10270
