# STEVAL-MKI227KA (LSM6DSV16X) 

time[us],acc_x[LSB],acc_y[LSB],acc_z[LSB]
14545664,-35,-80,2063
14554007,-37,-77,2064
14562349,-38,-82,2064
14570700,-38,-82,2061
14579042,-38,-81,2057
14587384,-38,-83,2058
14595734,-39,-82,2056
14604076,-39,-81,2058
14612418,-39,-81,2059
14620767,-38,-80,2060
14629109,-37,-79,2063
14637452,-35,-79,2059
14645802,-35,-80,2055
14654143,-34,-81,2053
14662486,-35,-82,2057
14670836,-38,-82,2062
14679180,-40,-80,2062
14687522,-40,-81,2060
14695865,-39,-82,2060
14704216,-37,-81,2058
14712559,-35,-81,2057
14720899,-37,-82,2060
14729244,-35,-81,2060
14737595,-36,-80,2060
14745938,-38,-81,2059
14754281,-37,-79,2059
14762624,-36,-80,2057
14770975,-37,-82,2053
14779318,-39,-82,2054
14787660,-39,-82,2060
14796002,-38,-79,2062
14804353,-39,-78,2064
14812696,-37,-78,2058
14821039,-36,-81,2058
14829381,-36,-78,2062
14837732,-36,-81,2062
14846074,-38,-87,2055
14854417,-38,-79,2052
14862768,-36,-80,2055
14871110,-40,-86,2058
14879453,-39,-78,2060
14887795,-37,-73,2058
14896146,-37,-80,2052
14904489,-36,-80,2058
14912829,-36,-72,2064
14921180,-35,-75,2060
14929523,-35,-81,2064
14937865,-36,-80,2064
14946215,-35,-79,2060
14954557,-36,-83,2060
14962898,-36,-84,2057
14971249,-39,-84,2057
14979591,-50,-90,2052
14987933,-52,-97,2058
14996277,-48,-93,2061
15004627,-40,-85,2063
15012970,-32,-85,2056
15021312,-24,-79,2051
15029662,-23,-69,2053
15038005,-25,-66,2060
15046348,-31,-69,2063
15054698,-35,-67,2064
15063041,-41,-70,2063
15071383,-46,-79,2059
15079725,-47,-81,2055
15088077,-47,-83,2053
15096419,-44,-89,2050
15104761,-41,-90,2058
15113110,-37,-86,2066
15121454,-36,-83,2055
15129796,-34,-92,2054
15138139,-37,-84,2068
15146489,-38,-78,2066
15154831,-41,-88,2060
15163180,-42,-86,2058
15171522,-43,-78,2061
15179863,-42,-80,2060
15188214,-38,-83,2054
15196556,-34,-75,2048
15204897,-32,-75,2054
15213248,-33,-77,2061
15221590,-34,-75,2063
15229933,-35,-74,2065
15238276,-37,-79,2056
15246626,-37,-82,2057
15254967,-39,-78,2054
15263317,-41,-82,2056
15271660,-41,-85,2059
15280001,-41,-77,2061
15288345,-39,-81,2059
15296696,-38,-85,2061
15305038,-37,-82,2065
15313381,-35,-85,2066
15321724,-35,-87,2060
15330074,-36,-85,2053
15338418,-35,-80,2051
15346762,-37,-79,2052
15355104,-38,-74,2058
15363456,-39,-71,2057
15371798,-40,-75,2052
15380139,-37,-80,2073
15388483,-40,-65,2058
15396833,-35,-82,2034
15405177,-35,-97,2056
15413519,-39,-73,2083
15421869,-40,-77,2080
15430211,-40,-97,2053
15438553,-40,-92,2047
15446903,-40,-81,2062
15455246,-38,-85,2059
15463588,-36,-89,2047
15471938,-36,-80,2046
15480280,-37,-77,2052
15488623,-36,-78,2066
15496965,-37,-72,2076
15505315,-35,-66,2064
15513658,-35,-75,2052
15522000,-34,-78,2056
15530351,-35,-73,2062
15538693,-38,-80,2061
15547034,-40,-86,2056
15555384,-40,-84,2063
15563726,-41,-81,2063
15572068,-40,-87,2051
15580420,-37,-89,2048
15588762,-38,-84,2058
15597105,-37,-82,2065
15605447,-36,-84,2057
15613798,-36,-83,2052
15622141,-36,-78,2059
15630485,-35,-75,2062
15638828,-36,-76,2064
15647179,-37,-77,2057
15655521,-36,-78,2054
15663864,-36,-78,2061
15672208,-38,-78,2063
15680556,-38,-80,2057
15688899,-38,-84,2054
15697242,-37,-85,2057
15705585,-36,-83,2062
15713935,-39,-83,2061
15722276,-38,-84,2060
15730626,-39,-84,2062
15738968,-39,-82,2061
15747310,-39,-81,2059
15755661,-38,-81,2052
15764004,-37,-79,2053
15772346,-36,-79,2057
15780695,-37,-77,2060
15789037,-37,-76,2057
15797379,-36,-80,2054
15805729,-34,-80,2056
15814072,-36,-79,2059
15822415,-36,-81,2058
15830757,-39,-82,2056
15839108,-39,-82,2058
15847452,-40,-82,2061
15855794,-40,-81,2061
15864137,-40,-81,2057
15872481,-40,-80,2055
15880831,-39,-80,2056
15889175,-37,-78,2058
15897518,-38,-77,2059
15905860,-38,-78,2061
15914211,-37,-79,2060
15922552,-36,-79,2057
15930902,-36,-82,2059
15939245,-35,-83,2057
15947586,-36,-83,2056
15955930,-35,-83,2058
15964281,-37,-83,2059
15972624,-37,-84,2057
15980966,-37,-82,2059
15989309,-38,-81,2059
15997659,-38,-81,2059
16006001,-38,-82,2058
16014344,-40,-81,2058
16022695,-38,-79,2060
16031038,-38,-81,2059
16039380,-39,-79,2059
16047728,-36,-81,2058
16056070,-36,-81,2057
16064413,-36,-80,2056
16072764,-35,-81,2057
16081106,-35,-80,2059
16089448,-35,-79,2060
16097791,-35,-80,2060
16106141,-37,-80,2059
16114484,-37,-80,2059
16122827,-39,-80,2060
16131169,-40,-81,2058
16139520,-40,-82,2058
16147862,-40,-82,2060
16156205,-40,-82,2059
16164554,-39,-83,2058
16172897,-38,-82,2058
16181240,-37,-81,2060
16189583,-37,-78,2061
16197934,-36,-80,2060
16206277,-35,-80,2057
16214619,-36,-79,2054
16222970,-36,-80,2056
16231313,-36,-81,2057
16239656,-39,-82,2060
16247999,-40,-81,2061
