A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
-175.375,-346.114,697.535,9.4325,-3.7975,6.27375
201.788,-703.513,1076.16,-18.6725,-10.2025,15.0938
-292.007,-271.633,1015.59,10.9725,11.34,14.21
-73.444,-545.889,825.452,-4.655,-3.38625,16.2225
-403.21,-207.034,1156.19,-6.23875,-1.88125,23.8525
-199.287,-580.171,733.464,1.75,2.1525,29.8813
-345.199,-443.226,1223.9,-20.7813,-15.6275,40.4163
-6.405,-676.002,1243.55,-3.885,-15.8463,49.5863
-27.999,5.734,287.554,54.4688,32.515,52.9638
-170.251,-457.5,1073.84,-37.0913,-11.445,46.2525
951.722,-1194.14,1741.55,-63.0088,-44.2313,42.7613
-11.712,-182.329,884.5,65.5813,9.75625,14.9275
-102.48,218.38,916.098,44.17,-23.2488,8.3475
100.528,389.546,609.146,43.6188,-13.0375,8.015
88.389,433.1,103.7,21.3325,-5.59125,9.38875
283.589,227.225,740.479,-35.6388,-5.3725,13.1075
-11.041,308.721,1361.34,-36.2075,21.6125,11.655
12.505,-490.318,1367.56,-34.2825,38.5175,8.74125
-459.879,-146.766,1452.04,-7.84875,15.715,-1.51375
-22.631,-213.317,1221.4,11.2175,-7.98875,1.04125
-452.071,78.141,1062.01,39.5588,-7.72625,-8.12
206.668,337.757,754.082,27.2125,-30.7388,-7.55125
89.243,66.185,562.664,15.1638,-2.2575,-14.5338
-150.243,411.933,894.016,-3.64,0.35875,-6.895
-178.913,-252.723,1341.09,-22.7938,5.95875,-5.60875
-138.104,122.488,1035.54,1.9775,7.4725,3.61375
-274.195,-344.711,1368.54,-2.625,11.6988,-0.5775
-28.426,273.158,781.776,19.5388,-9.065,1.37375
-141.093,694.973,1307.6,-0.76125,-4.2875,0.39375
599.508,1990.8,1102.76,120.435,-9.555,-23.555
597.251,1538.18,12.627,39.2788,49.6913,-3.92
-89.67,-1069.15,1837.93,-136.343,46.4013,-118.414
133.468,-1271.12,506.849,-21.8925,-41.7988,-265.309
-467.626,-374.418,886.452,96.39,218.654,-132.265
-117.791,271.816,369.599,179.891,232.356,-20.4225
-685.518,-194.407,541.131,180.163,164.098,-102.576
-1045.11,112.667,571.448,25.8038,-9.54625,-159.311
-1079.27,-685.762,1782.79,-215.136,-205.03,-60.7863
697.108,-529.785,1228.66,-150.71,-210.753,29.8375
-468.541,-217.648,374.784,112.499,106.803,-23.59
140.422,268.705,-437.736,191.415,191.03,7.49875
-562.786,-195.444,1331.26,61.5038,212.179,-32.5938
-896.944,32.391,998.143,-51.3538,-94.465,-50.435
-104.188,-212.158,958.31,-176.61,-271.845,32.5938
892.064,-376.492,1162.48,-60.9963,-127.549,38.7713
-597.617,143.045,327.936,70.4288,140.901,-24.6138
-577.243,143.228,955.443,29.3038,119.131,-7.14
-259.921,-691.618,1547.69,-93.8088,-123.471,-12.4513
905.85,-841.678,1369.57,-81.1563,-136.675,25.0338
-836.005,344.528,613.843,107.03,163.896,-4.6375
-1170.59,1579.53,379.786,96.215,123.961,6.86
-845.521,611.586,1484.19,-67.7688,-24.8063,1.8375
369.965,-365.756,166.591,-14.0613,-137.83,20.5188
655.506,-470.188,897.31,-51.3713,-84.6738,28.6475
242.17,-191.906,1548.42,-41.405,-60.1038,2.17875
-594.994,66.185,1355.72,27.0113,65.9313,7.91
-51.118,-135.847,303.109,36.6275,25.69,18.7688
75.335,-255.041,1109.22,-39.025,-20.6675,10.36
55.632,-78.629,1315.22,-18.8738,-29.1025,1.89875
-147.559,152.683,1078.05,15.8988,18.9088,1.26
-132.248,27.938,960.811,8.82,23.5988,0.93625
-71.431,-4.209,821.487,2.07375,-2.835,-0.14
-149.694,-162.443,1148.39,-10.6225,-7.3675,-1.7675
206.668,337.757,754.082,27.2125,-30.7388,-7.55125
89.243,66.185,562.664,15.1638,-2.2575,-14.5338
-150.243,411.933,894.016,-3.64,0.35875,-6.895
-178.913,-252.723,1341.09,-22.7938,5.95875,-5.60875
-138.104,122.488,1035.54,1.9775,7.4725,3.61375
-274.195,-344.711,1368.54,-2.625,11.6988,-0.5775
-28.426,273.158,781.776,19.5388,-9.065,1.37375
-141.093,694.973,1307.6,-0.76125,-4.2875,0.39375
599.508,1990.8,1102.76,120.435,-9.555,-23.555
597.251,1538.18,12.627,39.2788,49.6913,-3.92
-89.67,-1069.15,1837.93,-136.343,46.4013,-118.414
133.468,-1271.12,506.849,-21.8925,-41.7988,-265.309
-467.626,-374.418,886.452,96.39,218.654,-132.265
-117.791,271.816,369.599,179.891,232.356,-20.4225
-685.518,-194.407,541.131,180.163,164.098,-102.576
-1045.11,112.667,571.448,25.8038,-9.54625,-159.311
-1079.27,-685.762,1782.79,-215.136,-205.03,-60.7863
697.108,-529.785,1228.66,-150.71,-210.753,29.8375
-468.541,-217.648,374.784,112.499,106.803,-23.59
140.422,268.705,-437.736,191.415,191.03,7.49875
-562.786,-195.444,1331.26,61.5038,212.179,-32.5938
-896.944,32.391,998.143,-51.3538,-94.465,-50.435
-104.188,-212.158,958.31,-176.61,-271.845,32.5938
892.064,-376.492,1162.48,-60.9963,-127.549,38.7713
-597.617,143.045,327.936,70.4288,140.901,-24.6138
-577.243,143.228,955.443,29.3038,119.131,-7.14
-259.921,-691.618,1547.69,-93.8088,-123.471,-12.4513
905.85,-841.678,1369.57,-81.1563,-136.675,25.0338
-836.005,344.528,613.843,107.03,163.896,-4.6375
-1170.59,1579.53,379.786,96.215,123.961,6.86
-845.521,611.586,1484.19,-67.7688,-24.8063,1.8375
369.965,-365.756,166.591,-14.0613,-137.83,20.5188
655.506,-470.188,897.31,-51.3713,-84.6738,28.6475
242.17,-191.906,1548.42,-41.405,-60.1038,2.17875
-594.994,66.185,1355.72,27.0113,65.9313,7.91
-51.118,-135.847,303.109,36.6275,25.69,18.7688
75.335,-255.041,1109.22,-39.025,-20.6675,10.36
55.632,-78.629,1315.22,-18.8738,-29.1025,1.89875
-147.559,152.683,1078.05,15.8988,18.9088,1.26
-132.248,27.938,960.811,8.82,23.5988,0.93625
.83,20.5188
655.506,-470.188,897.31,-51.3713,-84.6738,28.6475
242.17,-191.906,1548.42,-41.405,-60.1038,2.17875
-594.994,66.185,1355.72,27.0113,65.9313,7.91
-51.118,-135.847,303.109,36.6275,25.69,18.7688
75.335,-255.041,1109.22,-39.025,-20.6675,10.36
55.632,-78.629,1315.22,-18.8738,-29.1025,1.89875
