A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
-89.548,-180.133,1001.01,-1.715,-0.56,-1.09375
-98.027,-209.901,1005.16,-1.0325,-0.02625,-0.95375
-99.491,-173.362,999.363,-0.65625,-0.2275,-0.44625
-90.646,-183.61,993.873,-0.55125,-0.035,-0.4375
-96.502,-190.503,1014.55,-0.74375,-0.04375,-0.42
-96.807,-179.096,1015.65,-0.14,-0.0175,-0.2625
-108.214,-178.181,1001.13,0.56,0.32375,-0.14875
-109.251,-173.423,994.422,0.86625,0.11375,0.04375
-97.234,-191.357,993.385,1.35625,0.0875,-0.32375
-101.382,-178.73,1000.89,2.09125,0.07875,-0.76125
-96.441,-171.41,1003.14,2.66,0.14875,-0.60375
-108.702,-170.861,1002.78,2.8525,0.13125,-0.72625
-92.354,-177.144,1005.04,2.73,-0.46375,0.14875
-86.62,-177.144,997.838,3.07125,-0.0875,0.98875
-125.904,-174.277,1012.23,2.68625,0.4025,1.19875
-91.256,-184.525,1001.56,2.12625,-0.28,1.40875
-92.354,-184.403,1007.72,2.1,0.14,0.69125
-100.65,-173.301,1005.65,2.45875,0.1925,0.23625
-84.18,-192.76,998.57,3.26375,0.1575,0.56875
-106.811,-180.438,986.309,5.705,0.63,1.19
-102.297,-169.824,1014.06,5.36375,0.07875,1.44375
-105.042,-184.037,993.385,6.23,0.7175,0.79625
-106.567,-118.767,1008.51,6.3525,0.39375,0.1225
-103.578,-148.596,1018.52,3.05375,0.09625,-0.35875
-100.467,-151.707,990.335,1.12875,0.315,0.13125
-97.417,-169.885,1006.56,0.3675,-0.06125,0.27125
-93.879,-175.436,1007.54,0.49875,-0.00875,-0.2625
-99.186,-170.983,1007.17,0.65625,0.245,-0.67375
-94.916,-208.62,994.971,1.995,0.2625,-0.18375
-111.325,-128.649,1016.56,3.00125,0.49875,0.0525
-84.729,-231.739,975.085,0.3325,0.42875,-0.665
-98.82,-132.675,1015.71,0.28,0.07,-1.61
-124.684,-174.765,984.662,2.54625,1.14625,-2.31
-84.241,-95.587,1030.66,-1.05,-0.97125,-1.2075
-109.19,-200.995,992.409,-1.1725,0.1925,-0.55125
-106.628,-184.891,1011.75,0.77,-0.18375,1.00625
-109.434,-176.473,997.594,0.86625,0.00875,1.225
-95.343,-115.9,1022.6,0.4375,-0.51625,1.12875
-86.01,-204.106,986.492,0.63875,0.18375,-0.0525
-103.456,-213.195,1028.52,1.28625,0.18375,-1.435
-101.138,-111.386,960.262,2.2925,0.35,-1.7675
-90.036,-172.569,1007.05,0.5425,0,-1.30375
-106.811,-189.466,1017.42,0.91,0.25375,-0.8575
-121.573,-165.859,1012.9,1.82875,0.35875,-0.07
-94.672,-185.989,1019,0.7875,-0.21,0.67375
-113.155,-138.287,991.555,0.77875,-0.11375,0.9275
-90.219,-172.874,989.969,0.665,-0.2275,1.1025
-97.112,-169.458,1009.43,0.49875,-0.2975,0.21875
-99.43,-167.14,1005.71,0.83125,0.0525,-0.6125
-92.842,-143.777,1003.75,0.7875,-0.1225,-0.65625
-95.404,-173.911,1004.18,0.735,0.04375,0.105
-103.578,-165.493,1002.05,0.55125,-0.0175,0.5425
-112.972,-181.963,1001.01,0.6475,0.2625,0.2625
-100.894,-165.737,1008.57,0.455,-0.035,-0.11375
-96.258,-209.047,1007.29,0.8925,0.2625,-0.18375
-87.291,-216.916,1000.77,3.2375,0.27125,0.58625
-115.595,-69.967,1017.91,1.11125,-0.1575,0.805
-111.203,-157.685,966.85,1.0675,0.665,0.525
-86.132,-201.117,1014.19,-0.0525,-0.9275,0.18375
-102.907,-158.173,1005.83,0.98,0.06125,-0.51625
-116.266,-147.864,1005.22,0.91875,0.23625,-0.6125
-87.596,-154.391,996.313,0.84,-0.28875,-0.13125
-97.905,-172.874,1015.83,0.46375,0,0.105
-108.519,-166.896,996.008,0.86625,0.11375,0.32375
-97.539,-178.669,1010.77,0.39375,-0.32375,0.32375
-109.129,-173.057,1002.29,0.63875,0.09625,0.1225
-94.367,-167.872,1008.39,0.58625,-0.30625,0.0525
-94.062,-168.055,1003.82,0.8225,-0.00875,0.105
-105.103,-163.907,998.204,0.98875,0.16625,0.2625
-97.356,-169.214,993.873,0.95375,-0.06125,0.42
-101.504,-176.656,1003.63,0.84,0,0.34125
-104.493,-172.325,1006.38,1.04125,-0.06125,0.245
-102.358,-145.729,1014,0.805,-0.20125,0.1925
-110.715,-166.652,1002.78,0.86625,0.09625,0.13125
-91.805,-174.155,1002.53,0.595,-0.315,0.27125
-102.48,-154.513,1008.27,0.5775,0.0875,0.11375
-92.293,-174.216,1004.43,0.7,0.0175,0.0875
-90.585,-159.759,1000.7,0.77,0.035,-0.315
-104.066,-163.785,998.875,0.76125,0.2625,-0.23625
-101.443,-178.669,996.13,0.58625,-0.0525,0.20125
-106.689,-151.036,1002.23,0.5775,0.02625,0.4025
-113.765,-174.277,1004.85,0.62125,0.04375,0.11375
-88.45,-169.702,1008.7,0.60375,-0.27125,0.00875
-117.303,-130.845,1023.03,0.0175,0.23625,-0.76125
-104.493,-129.381,995.581,0.07,-0.315,-0.9625
-88.511,-253.943,1010.71,-0.9975,-0.28,-1.0675
-99.247,-149.45,987.651,1.2425,-0.2625,0.21
-89.67,-76.067,1008.82,-4.7775,-1.0325,1.0325
-109.129,-110.227,951.661,-7.4375,-0.30625,1.35625
-84.18,-202.581,1039.68,-9.065,-1.75,1.785
-118.401,-160.003,1013.94,-8.56625,-0.65625,1.07625
-118.889,-168.604,1004.67,-8.3825,-0.74375,0.525
-87.23,-161.04,996.313,-8.00625,-1.63625,0.72625
-80.581,-174.399,1008.45,-7.74375,-1.28625,0.95375
-127.734,-180.987,1004.55,-6.93,-0.49,0.46375
-94.062,-173.789,993.507,-5.705,-1.09375,0.49
-101.992,-215.086,996.618,-4.19125,-0.07875,-0.6825
-99.43,-157.136,1004.49,-5.215,-0.7525,-1.855
-98.942,-199.104,1017.17,-5.71375,-1.1375,-1.51375
-105.469,-184.159,1004.85,-4.92625,-0.77875,-0.06125
-79.239,-157.441,999.607,-5.425,-1.35625,1.4875
-106.323,-207.705,985.821,-4.13875,0.0175,0.525
-99.674,-215.208,1012.48,-5.17125,-0.93625,-1.05875
-86.376,-180.133,993.69,-4.78625,-0.455,-1.085
-109.495,-168.909,1006.19,-5.80125,-0.3325,-0.35875
-92.049,-159.454,974.231,-4.7425,-0.81375,0.53375
-82.167,-234.301,1027.91,-4.83875,-0.5775,0.2275
-124.623,-207.156,996.008,-3.94625,-0.00875,-1.61
-90.219,-208.254,989.481,-3.57875,-0.595,-2.33625
-87.84,-216.489,1004.85,-3.3425,-0.2975,-1.60125
-112.057,-197.152,1009.43,-2.68625,-0.13125,-0.63
-91.5,-204.289,989.908,-2.10875,-0.25375,0.0875
-98.881,-180.133,994.544,-1.9775,-0.20125,-0.13125
-87.23,-195.871,996.862,-2.37125,-0.5425,-0.49
-82.411,-224.602,994.666,-1.645,-0.39375,-0.56875
-112.118,-159.942,997.96,-0.6825,0.0175,-0.5775
-102.419,-215.269,985.699,-0.9625,-0.2625,-0.41125
-93.086,-218.929,1017.42,-1.0675,-0.37625,-0.42875
-108.092,-195.2,1006.07,-0.1225,0.1575,-0.53375
-87.84,-200.568,1005.77,0.00875,-0.18375,-0.42
-93.879,-184.159,996.618,0.455,0.1225,-0.30625
-101.443,-178.059,1002.11,0.72625,0,0.1225
-102.053,-180.316,996.496,1.3825,0.07,0.30625
-109.312,-194.102,1004.73,1.61875,0.02625,0.0525
-77.836,-228.201,987.224,2.0125,-0.175,0.11375
-92.171,-242.353,991.372,1.95125,0.23625,-0.13125
-98.332,-194.468,998.631,2.02125,0.175,-0.27125
-106.567,-177.937,994.544,2.3625,0.3325,-0.5425
-93.94,-204.716,1003.51,1.9425,-0.14,0.04375
-97.356,-202.398,1008.76,1.96875,-0.06125,0.56875
-101.992,-191.662,1003.57,2.31,0.06125,0.7175
-91.988,-199.958,998.204,2.68625,0.0525,0.63
-87.962,-205.814,993.202,3.26375,0.42,0.13125
-93.147,-191.113,994.971,3.71,0.9625,-0.3325
-102.724,-188.612,1004,3.43,0.69125,-0.53375
-94.794,-185.074,1000.77,3.24625,0.315,-0.245
-93.33,-232.227,998.509,4.01625,0.55125,0.51625
-110.532,-171.227,985.699,7.1225,0.91875,1.505
-123.647,-188.612,1023.4,5.6175,0.2625,1.67125
-91.927,-202.459,993.568,5.43375,-0.07,1.8025
-100.772,-152.805,1006.38,5.0925,0.23625,1.2425
-91.927,-154.818,996.862,1.75875,-0.23625,0.1925
-80.947,-182.573,995.642,0.6825,-0.06125,-0.3675
-108.458,-185.928,996.252,0.735,0.35875,-0.595
-85.156,-187.88,1006.87,0.4375,-0.32375,0.0875
-100.711,-201.544,999.424,0.7175,0.455,0.20125
-99.735,-212.341,1002.17,2.98375,0.35,0.42
-100.65,-157.014,1019.92,0.30625,-0.105,-0.9275
-100.833,-243.451,982.405,1.47875,1.19,-2.03875
-84.119,-169.092,978.257,1.11125,0.4725,-2.52
-119.072,-116.754,1009.73,0.65625,0.32375,-2.44125
-118.706,-215.33,1017.36,-1.9775,0.00875,-1.46125
-89.365,-260.836,996.252,1.11125,-0.4725,0.79625
-60.939,-151.28,991.067,2.5025,-0.875,2.45875
-115.9,-129.808,995.886,0.86625,0.4025,1.3475
-113.155,-155.245,1012.9,-1.23375,-0.0875,0.21
-81.13,-229.482,1007.17,-0.30625,-0.0175,-0.37625
-114.192,-225.029,1005.65,1.295,0.7175,-1.63625
-90.402,-167.506,980.209,1.81125,0.2275,-1.3125
-94.123,-166.286,1020.35,0.74375,-0.27125,-0.21875
-112.972,-179.523,992.775,1.28625,0.525,0.53375
-119.865,-198.494,996.008,0.7,0.23625,0.91
-102.419,-195.017,990.701,0.65625,-0.42875,0.81375
-92.903,-163.175,1003.63,0.525,-0.4375,0.07
-92.415,-177.083,1004.24,0.95375,-0.175,-0.2275
-84.851,-185.44,1016.44,0.74375,-0.37625,-0.18375
-89.304,-189.771,996.923,1.225,0.1225,-0.0525
-99.857,-199.226,997.655,0.90125,0.42,0.14
-109.373,-190.808,1009.06,0.46375,0.42,0.39375
-107.787,-197.03,1001.99,0.63,0.2625,0.4375
-86.681,-190.564,995.947,0.67375,-0.00875,0.18375
-95.587,-181.353,993.934,0.60375,0.11375,-0.14
-105.408,-182.268,998.204,0.70875,-0.1225,-0.0175
-112.24,-194.224,1004.12,0.7525,-0.30625,0.23625
-112.423,-194.651,1001.5,0.79625,-0.2975,0.525
-100.894,-188.673,1000.46,0.65625,-0.4375,0.58625
-91.073,-186.172,1003.94,0.60375,-0.25375,0.20125
-79.666,-185.562,1006.38,0.5775,-0.25375,-0.035
