A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
-100.406,-203.252,1008.7,0.76125,0.13125,0.16625
-99.979,-188.307,994.056,1.05875,-0.21875,-0.02625
-77.348,-190.503,1012.9,0.51625,-0.56,0.175
-85.095,-189.1,1005.04,0.7525,0.25375,0.37625
-93.757,-207.278,999.607,0.7,0.70875,0.58625
-94.367,-176.107,1003.14,0.0875,0.385,1.155
-91.683,-179.706,989.908,0.42,0.7525,1.6975
-88.145,-205.448,1001.44,0.0175,0.93625,1.435
-134.627,-207.339,998.082,0.97125,0.98875,-0.41125
-106.689,-71.248,1016.26,-3.29875,-2.1,-0.93625
-55.876,-162.931,947.879,-6.55375,-0.84875,-1.505
-57.767,-241.804,1072.01,-7.91,-0.35,-0.62125
-148.962,-199.165,978.074,-3.77125,2.10875,-1.09375
-99.674,-194.59,1011.99,-4.94375,-0.28,-0.2625
-86.254,-216.794,978.074,-3.8325,-0.6825,-0.21875
-107.604,-195.81,1015.59,-3.98125,-1.21625,-0.3325
-96.075,-186.233,985.577,-3.54375,-1.32125,-0.7875
-72.712,-204.838,1013.7,-4.585,-1.35625,-1.575
-91.866,-203.13,996.069,-3.8325,-0.27125,-2.3975
-106.384,-212.524,1003.33,-3.255,-0.27125,-1.86375
-97.6,-197.64,999.668,-1.84625,-0.69125,0.28
-84.668,-216.306,995.764,-0.88375,-0.525,1.44375
-92.781,0.732,1006.56,-5.20625,-1.12875,0.58625
-46.909,-332.389,986.919,-13.7988,-0.1925,-2.52
-187.758,-253.272,986.919,-3.89375,2.0125,-2.30125
-102.175,-280.722,1019.31,0.735,-3.64875,-0.84875
-61.732,-175.253,970.876,1.42625,-4.03375,-0.98
-40.199,-229.543,1023.27,0.105,-1.54875,0.32375
-80.764,-232.654,1002.05,0.97125,1.04125,0.41125
-127.734,-196.725,996.618,0.88375,0.93625,0.14875
-98.637,-179.828,988.383,0.8575,-0.7,0.44625
-83.814,-182.024,1000.64,1.25125,-1.225,0.56875
-99.552,-194.59,1005.77,2.16125,-0.37625,0.58625
-97.661,-252.601,1006.99,4.69875,-0.20125,0.35
-144.631,-353.312,984.967,9.1175,-0.7175,0.69125
-58.255,-267.485,975.573,13.3525,-3.71875,2.72125
-25.803,-1.464,1053.23,8.26,-2.6775,1.72375
-32.025,-208.376,913.597,2.00375,2.35375,-1.18125
-77.165,-260.653,1086.78,0.6825,3.24625,0.55125
-223.077,-165.92,936.96,5.78375,3.8675,0.105
-36.722,-228.445,1032.36,1.365,-2.80875,2.625
-76.982,-202.825,963.556,4.71625,-0.2975,0.88375
-92.354,-217.038,1014.86,4.3925,0.39375,0.39375
-104.615,-205.631,990.518,5.29375,0.4725,-0.0525
-82.045,-213.012,1012.72,5.15375,-0.04375,0.18375
-84.546,-208.193,992.409,6.30875,0.665,-0.16625
-92.842,-206.546,1007.6,6.50125,0.90125,-0.02625
-95.587,-205.631,997.106,7.69125,1.16375,0.1925
-98.881,-174.643,1007.9,7.63,0.5425,0.30625
-83.021,-90.158,1001.68,4.31375,-0.34125,0.34125
-81.923,-186.599,999.058,1.0675,0.65625,-0.6475
-90.89,-203.984,989.969,1.00625,1.25125,-0.51625
-110.105,-171.166,996.923,0.6475,0.35,-0.35875
-109.8,-192.028,1014.43,0.455,-0.34125,-0.1225
-97.722,-182.512,995.764,0.76125,-0.5775,-0.1225
-90.707,-134.139,1012.48,-0.805,-0.83125,-0.35875
-85.217,-271.267,999.729,-2.00375,-0.27125,-0.49
-88.999,-195.566,984.479,-0.00875,-0.16625,-0.34125
-67.527,-199.47,1011.14,0.4725,-0.14875,-0.30625
-116.876,-79.422,1001.8,0.5775,0.9275,-0.805
-101.992,-320.189,1004.43,-1.05,0.21,-0.7525
-124.44,-145.607,986.492,1.4,-1.61,0.4025
-40.565,-208.559,994.727,0.81375,-2.58125,1.5925
-30.561,-211.731,1023.03,0.805,0.20125,1.44375
-119.743,-172.203,1000.34,2.52,3.36875,0.65625
-125.355,-197.579,998.387,1.54,2.3275,1.47
-88.45,-195.932,988.078,0.84875,0.8225,0.55125
-127.002,-184.464,1006.13,0.5775,0.14875,-0.97125
-129.259,-190.625,991.067,1.30375,-1.47875,-1.25125
-65.88,-220.881,997.472,0.385,-3.325,-1.04125
-40.809,-162.87,1000.64,0.4375,-2.275,-0.90125
-60.207,-186.233,1017.05,0.63875,0.875,0.07875
-84.912,-217.16,1004.37,1.085,3.10625,0.63875
-136.213,-173.85,1004.43,0.93625,2.61625,0.035
-126.209,-194.59,982.466,1.19,0.63,0.0875
-103.7,-191.967,993.08,0.6125,-1.925,-0.315
-71.37,-184.037,999.363,0.595,-2.45,-0.49875
-67.466,-192.577,1003.45,0.6125,-1.12875,-0.5075
-66.978,-192.577,1007.96,0.48125,0.35,-0.0175
-68.564,-334.28,1019.98,0.91875,1.82,0.32375
-170.739,5.49,978.257,4.865,3.1675,0.18375
-52.643,-205.204,984.113,-1.28625,-0.735,0.8225
-128.71,-221.125,1038.77,0.11375,-0.1925,0.83125
-126.392,-214.354,1000.4,1.60125,-0.53375,0.2275
-37.21,-191.357,983.93,0.42875,-1.75875,0.23625
-56.913,-203.191,984.845,1.07625,0.4025,-0.4725
-125.721,-173.667,1016.93,0.665,0.90125,-0.58625
-125.538,-152.866,1004.85,0.93625,-0.13125,0.07875
-76.86,-193.248,1010.28,0.00875,-1.295,1.295
-79.239,-199.409,992.653,0.77,-0.595,1.63625
-71.614,-215.513,1002.11,0.39375,0.1225,1.63625
-83.936,-202.459,999.302,0.5425,1.295,0.67375
-111.752,-194.346,998.204,0.53375,1.365,-0.02625
-114.436,-190.015,994.849,0.63875,0.07875,-0.23625
-100.101,-194.163,993.934,0.6125,-1.12,-0.35875
-76.738,-205.448,996.862,0.70875,-1.3125,-0.37625
-71.858,-202.337,1006.01,0.93625,-0.3675,-0.65625
