A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
88.816,-902.556,815.57,-10.2463,-11.655,29.0675
-323.91,-477.874,1019.19,-2.94875,1.225,33.9675
239.303,-837.652,854.488,-11.725,-3.17625,40.7138
74.969,-240.035,895.419,-5.92375,9.555,43.8288
402.478,-520.452,1207.37,-32.48,3.0625,39.8125
-116.022,-266.387,1279.72,-7.16625,36.8725,40.4513
259.921,-98.698,1115.63,-24.0625,8.05875,38.6925
-149.206,202.154,842.349,13.5275,49.2013,38.8325
-263.337,205.814,1016.44,-15.26,17.745,27.37
-348.798,-564.433,1776.93,-31.5438,-13.58,18.6813
96.807,-216.611,922.93,45.6838,13.0813,41.1863
-140.788,207.827,536.495,69.2825,40.8625,17.955
-306.83,27.633,842.044,52.4563,17.115,-9.1875
-408.456,7.686,864.736,39.585,-55.6763,-33.495
-347.273,275.537,1151.8,6.58875,-130.524,-16.4588
866.505,76.372,1310.59,-15.0413,-87.6313,10.1413
336.354,259.86,749.08,49.6825,59.115,13.2475
307.318,276.94,340.502,4.82125,37.5638,6.36125
-172.63,269.132,777.994,-27.58,19.7488,-4.80375
-603.412,-160.674,1430.57,-33.88,-2.73,-6.475
0.854,-129.259,1413.86,-20.895,-24.1325,3.22
146.4,-115.839,1144.54,7.06125,1.19875,4.515
-332.389,23.973,1204.63,21.98,9.91375,0.09625
28.914,147.559,664.717,22.0588,-8.84625,-0.76125
-333.548,1176.08,1382.08,27.16,-8.61875,-0.81375
526.735,1997.51,59.231,126.42,-49.4988,44.7125
559.065,970.144,797.453,-59.9813,78.0325,131.758
-143.35,-1465.95,1817.01,-128.546,13.5538,-156.958
-540.338,-945.073,1134.97,20.1338,8.70625,-187.819
441.823,209.352,-197.213,173.793,142.17,-8.04125
-89.792,-102.541,393.694,135.144,223.948,-134.304
-1007.23,-349.103,1183.95,5.425,69.6938,-208.985
-867.969,-177.571,1131.24,-135.004,-183.54,-137.41
-285.907,-134.139,1258.55,-81.3838,-236.915,10.675
167.14,-183.976,952.576,14.3063,-40.5563,-18.2875
-137.189,-279.136,1084.27,4.71625,20.7463,-24.1238
690.276,-657.153,1491.08,-44.275,-56.595,-6.18625
-471.103,-163.175,904.569,55.895,105.341,-5.005
-545.401,424.56,132.37,64.12,75.8013,-8.12875
-359.717,-358.558,1189.26,-64.1113,19.11,-1.3475
-185.806,-405.223,1236.41,-38.2288,-91.8575,11.4013
142.313,-130.052,988.749,-4.6375,-74.9088,10.605
75.64,-237.656,1284.36,-4.83,24.0538,5.78375
-67.466,-52.948,971.303,9.7125,7,2.555
-80.886,-60.634,1039.81,0.20125,-3.36875,0.1925
-228.811,396.805,970.083,11.4363,11.8563,3.1675
-576.023,1105.75,1100.38,19.9325,1.70625,-0.72625
-49.532,103.029,855.952,-9.31,-24.0888,-0.7875
499.468,-418.643,873.825,-32.4363,-15.7588,5.27625
-234.423,-88.694,1005.16,9.5025,37.8525,0.25375
-238.693,-114.192,1186.45,-11.1563,1.995,4.41
-31.049,-406.382,1058.23,-5.32875,-11.9175,2.87
-65.331,-74.359,1075.55,6.37,9.59875,2.5025
-213.5,-46.238,938.973,9.1,8.86375,-1.70625
-89.182,-67.588,1032.79,-0.35875,-11.2438,0.9625
29.585,18.666,1030.17,0.41125,-5.915,1.05875
-91.927,48.922,931.531,4.0075,9.61625,-1.65375
-93.086,-6.588,970.449,-1.68875,5.13625,-0.07875
-180.804,-68.076,1127.1,-4.9,-0.72625,-1.5575
-72.59,-100.589,1004,-0.21,-0.6825,0.46375
-98.21,-98.332,1022.24,1.2425,4.94375,0.2625
-176.534,-289.14,1154.42,-4.2,2.87,-8.2775
-53.253,-449.265,895.114,0.35875,2.38,-8.645
-244.244,-406.26,1131.24,-2.80875,-1.5575,-5.74
-128.039,-478.484,935.618,4.2875,-1.89,-4.83
-59.78,-599.02,1025.53,-3.96375,-3.43875,0.91875
-239.669,-653.127,921.588,2.1525,0.16625,3.82375
-156.282,-733.891,969.778,-2.21375,-0.525,14.0788
-483.486,-518.683,939.888,4.41875,3.7625,21.5425
88.816,-902.556,815.57,-10.2463,-11.655,29.0675
-323.91,-477.874,1019.19,-2.94875,1.225,33.9675
239.303,-837.652,854.488,-11.725,-3.17625,40.7138
74.969,-240.035,895.419,-5.92375,9.555,43.8288
402.478,-520.452,1207.37,-32.48,3.0625,39.8125
-116.022,-266.387,1279.72,-7.16625,36.8725,40.4513
259.921,-98.698,1115.63,-24.0625,8.05875,38.6925
-149.206,202.154,842.349,13.5275,49.2013,38.8325
-263.337,205.814,1016.44,-15.26,17.745,27.37
