A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
-32.879,-782.02,1088.12,9.30125,15.855,42.2363
-420.534,-620.675,850.096,30.5638,35.56,30.625
-71.736,-633.912,656.177,3.29,-6.86,39.375
247.66,-833.931,839.177,-20.4575,-19.2938,40.1625
-133.468,-758.23,1282.95,-18.5588,-8.96875,24.6575
7.015,-848.144,1096.6,1.12875,-18.1038,27.1425
208.376,-838.628,912.621,14.42,-3.63125,25.3488
-32.696,-802.76,978.196,4.69875,14.0788,20.195
-213.012,-783.85,1170.71,-7.62125,4.73375,25.375
-521.855,-624.762,1605.89,-0.28,-8.35625,31.3338
130.418,-474.519,1156.01,31.4038,-39.5675,39.305
-13.603,8.235,870.104,70.91,-8.96,28.3413
-96.746,784.826,374.357,79.66,-3.57,25.0338
128.405,432.002,632.448,8.26875,-9.975,23.5813
549.549,111.142,552.843,-38.9375,-49.7963,19.5738
381.921,21.96,1259.77,-73.1063,-1.6975,14.3675
57.401,151.89,1389.82,-26.5475,41.2913,9.47625
-497.333,-213.988,1186.88,4.06875,49.3325,-15.4875
-673.989,251.625,1172.36,14.0438,24.2288,0.44625
106.506,-17.934,998.631,-11.9525,-43.8025,27.7988
30.561,-58.194,1177.73,-5.1625,-15.8813,11.0513
-20.679,730.292,972.584,31.5788,9.2575,6.90375
-546.011,1988.84,1858.55,106.689,-39.7775,139.493
1674.57,1946.27,-947.94,244.843,-133.131,222.504
1394.22,111.691,-1073.72,-106.514,170.765,-150.386
-824.903,-1957.79,994.605,-175.359,276.78,-286.685
-973.682,82.289,535.702,55.0025,-39.515,-231.595
544.12,193.248,-878.827,198.214,-89.46,87.3075
582.245,-209.84,-486.902,61.285,131.329,37.87
-1388.79,-1015.71,1554.65,-119.893,122.098,-229.311
-1809.44,-851.377,1693.24,-156.415,-228.708,-249.401
392.474,308.782,418.826,-92.1725,-189.963,-51.6425
-389.302,-936.167,737.856,42.2275,114.555,-8.645
11.224,346.48,132.187,202.948,148.006,13.3263
-457.195,-531.737,1091.66,-6.685,84.1925,-35.6038
-471.164,313.845,776.835,25.9613,-68.1013,-40.18
33.55,511.119,53.314,12.5125,-112.149,-6.72875
-27.328,-227.347,1069.27,-110.46,-88.6113,15.225
190.381,-496.967,1347.86,-94.0625,-115.36,5.2325
-97.905,-649.406,1104.59,1.07625,18.9088,-0.8925
-336.171,-114.375,839.299,42.8838,43.1638,1.505
-453.413,-314.882,1271.12,-13.58,-0.07,0.42875
42.517,-192.76,808.86,12.0225,-26.3288,2.73875
-194.407,38.674,1101.54,12.5213,-10.605,-4.29625
185.318,84.18,883.463,0.98875,-24.5438,-1.65375
197.762,72.163,991.006,-1.26875,7.83125,4.47125
75,-1.53125,2.49375
-98.21,-452.498,868.396,3.08,-8.21625,5.3025
-147.559,-364.048,843.813,0.88375,-1.89,7.23625
-53.253,-385.093,822.158,-11.585,-4.445,10.675
68.625,-472.933,846.07,-24.4125,5.90625,18.6988
-92.171,-613.904,1027.36,-37.695,17.815,21.5338
-428.769,-926.346,1759.06,-71.4,1.89875,24.5788
-32.879,-782.02,1088.12,9.30125,15.855,42.2363
-420.534,-620.675,850.096,30.5638,35.56,30.625
-71.736,-633.912,656.177,3.29,-6.86,39.375
247.66,-833.931,839.177,-20.4575,-19.2938,40.1625
-133.468,-758.23,1282.95,-18.5588,-8.96875,24.6575
7.015,-848.144,1096.6,1.12875,-18.1038,27.1425
208.376,-838.628,912.621,14.42,-3.63125,25.3488
-32.696,-802.76,978.196,4.69875,14.0788,20.195
-213.012,-783.85,1170.71,-7.62125,4.73375,25.375
-521.855,-624.762,1605.89,-0.28,-8.35625,31.3338
130.418,-474.519,1156.01,31.4038,-39.5675,39.305
-13.603,8.235,870.104,70.91,-8.96,28.3413
-96.746,784.826,374.357,79.66,-3.57,25.0338
128.405,432.002,632.448,8.26875,-9.975,23.5813
549.549,111.142,552.843,-38.9375,-49.7963,19.5738
381.921,21.96,1259.77,-73.1063,-1.6975,14.3675
57.401,151.89,1389.82,-26.5475,41.2913,9.47625
-497.333,-213.988,1186.88,4.06875,49.3325,-15.4875
-673.989,251.625,1172.36,14.0438,24.2288,0.44625
106.506,-17.934,998.631,-11.9525,-43.8025,27.7988
30.561,-58.194,1177.73,-5.1625,-15.8813,11.0513
-20.679,730.292,972.584,31.5788,9.2575,6.90375
-546.011,1988.84,1858.55,106.689,-39.7775,139.493
1674.57,1946.27,-947.94,244.843,-133.131,222.504
1394.22,111.691,-1073.72,-106.514,170.765,-150.386
-824.903,-1957.79,994.605,-175.359,276.78,-286.685
-973.682,82.289,535.702,55.0025,-39.515,-231.595
544.12,193.248,-878.827,198.214,-89.46,87.3075
582.245,-209.84,-486.902,61.285,131.329,37.87
-1388.79,-1015.71,1554.65,-119.893,122.098,-229.311
-1809.44,-851.377,1693.24,-156.415,-228.708,-249.401
392.474,308.782,418.826,-92.1725,-189.963,-51.6425
-389.302,-936.167,737.856,42.2275,114.555,-8.645
11.224,346.48,132.187,202.948,148.006,13.3263
-457.195,-531.737,1091.66,-6.685,84.1925,-35.6038
-471.164,313.845,776.835,25.9613,-68.1013,-40.18
33.55,511.119,53.314,12.5125,-112.149,-6.72875
-27.328,-227.347,1069.27,-110.46,-88.6113,15.225
