A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
-89.06,-109.678,1037.79,0,0,0
-71.919,-110.532,1001.62,0,0,0
-87.596,-96.624,1008.27,0,0,0
-92.72,-69.723,940.437,0,0,0
5.49,-111.569,1019.86,0,0,0
-55.083,-81.74,1012.9,0,0,0
-46.36,-96.075,1015.65,0,0,0
-89.914,-84.729,1013.09,0,0,0
-63.44,-94.611,1030.53,0,0,0
-62.037,-98.332,1047.86,0,0,0
-48.739,-95.526,1025.11,0,0,0
-40.077,-104.127,1012.29,0,0,0
-30.744,-93.147,991.738,0,0,0
-28.975,-92.903,1017.97,0,0,0
-62.159,-86.315,1022.66,0,0,0
-78.507,-95.282,1033.4,0,0,0
-22.204,-19.947,1034.19,0,0,0
66.734,-139.751,1010.47,0,0,0
-141.032,-17.69,985.577,0,0,0
0.671,-52.033,974.048,0,0,0
-47.336,-27.389,985.882,0,0,0
-47.458,-27.938,991.86,0,0,0
-10.614,-31.842,995.398,0,0,0
-27.45,-43.249,991.311,0,0,0
-23.729,-42.334,1002.23,0,0,0
18.178,-51.484,991.067,0,0,0
36.722,-60.451,1009.92,0,0,0
48.617,-55.632,1010.95,0,0,0
18.361,-2.989,960.628,0,0,0
142.435,-6.771,929.152,0,0,0
32.269,-9.028,979.599,0,0,0
38.247,-8.479,912.133,0,0,0
-98.271,-92.903,1035.41,0,0,0
-251.259,-168.726,1173.15,0,0,0
-151.951,-208.132,1102.58,0,0,0
-132.98,-142.557,1075.8,0,0,0
-102.846,-87.108,1005.4,0,0,0
-97.6,-30.988,972.34,0,0,0
-0.122,-59.963,972.645,0,0,0
-49.044,-81.313,990.945,0,0,0
-312.137,-158.783,1026.02,0,0,0
-134.322,-178.486,1080.43,0,0,0
-45.384,-90.036,1009.55,0,0,0
-23.729,-81.679,980.27,0,0,0
-37.576,-50.264,947.208,0,0,0
-15.25,-49.166,1001.74,0,0,0
-80.825,-44.835,990.701,0,0,0
-96.929,-68.686,1022.79,0,0,0
-104.493,-83.326,1019.98,0,0,0
-85.217,-103.456,994.178,0,0,0
-82.777,-105.469,1009,0,0,0
-82.045,-118.218,1014.19,0,0,0
-89.853,-115.595,1017.05,0,0,0
-97.539,-116.998,1008.15,0,0,0
-112.057,-115.839,1011.87,0,0,0
-99.857,-122.488,1023.82,0,0,0
-193.858,-202.886,1169.25,0,0,0
-7.137,-139.568,930.616,0,0,0
-212.829,-80.703,988.383,0,0,0
2.135,-162.077,1067.93,0,0,0
-73.688,-66.551,984.54,0,0,0
-36.478,-120.597,1020.47,0,0,0
-122.732,-122.366,1021.51,0,0,0
-133.773,-123.952,998.509,0,0,0
-120.536,-110.105,996.069,0,0,0
-135.847,-113.704,1022.18,0,0,0
-113.765,-119.194,1000.34,0,0,0
-121.817,-116.815,990.762,0,0,0
-126.026,-140.91,1019.07,0,0,0
-138.287,-137.494,997.045,0,0,0
-108.336,-119.987,999.485,0,0,0
-108.275,-98.881,1009.37,0,0,0
-64.111,-82.472,1016.63,0,0,0
-75.64,-88.389,1017.24,0,0,0
-85.461,-107.848,1020.96,0,0,0
-104.432,-95.648,1010.4,0,0,0
-104.798,-117.425,990.03,0,0,0
-123.952,-135.603,1025.84,0,0,0
-136.152,-86.498,984.723,0,0,0
-104.005,-94.611,1008.45,0,0,0
