A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
122.854,-33.184,1024.07,0.385,0.09625,0.0875
114.802,-25.803,1004.49,0.37625,0.28875,-0.74375
123.159,-39.406,1010.28,0.20125,-0.34125,-0.13125
112.057,-46.848,1025.29,0.63875,0.21,0.0525
108.519,-42.334,997.411,1.21625,0.18375,0.27125
129.015,-44.835,1013.51,0.48125,-0.48125,0.2975
101.077,-35.929,1016.81,0.77875,0.245,-0.30625
126.453,-33.55,1014.86,0.48125,-0.385,-0.105
116.571,-31.903,1012.84,0.98,-0.02625,-0.06125
216.55,4.27,957.395,1.4875,0.14,0.315
134.688,-80.886,959.103,0.90125,8.11125,2.24
11.407,-52.704,1206.95,-3.9725,-2.7125,-0.76125
85.827,-19.703,924.089,4.73375,1.74125,-0.81375
210.633,-49.349,991.25,-0.72625,-1.05875,2.07375
-8.479,-58.377,1110.44,0.00875,1.54875,-0.2975
217.587,-19.398,913.048,2.695,-1.0675,0.34125
63.928,-17.08,1020.96,0.00875,1.155,-0.06125
124.013,-52.094,1050.72,0.21875,-1.35625,0.60375
107.848,-31.598,975.146,1.58375,0.1575,-0.56875
111.691,-51.118,1029.98,-0.27125,-1.5925,0.44625
88.816,-51.057,1054.38,0.7875,-0.58625,-0.175
132.858,-30.744,981.917,1.72375,-0.72625,0.11375
145.363,-34.831,1022.05,0.5775,-0.77875,0.42
129.137,-27.633,992.775,1.435,0.3325,0.07875
150.548,-43.249,990.213,0.4375,-0.11375,-0.04375
129.076,-48.434,998.143,0.13125,0.385,-0.35
136.64,-40.931,1008.63,0.035,0.86625,-0.315
63.013,-37.82,1045.91,0.41125,1.855,-0.13125
96.624,-30.988,1040.66,0.86625,0.2975,0.30625
131.333,-25.498,986.187,1.645,0.41125,0.11375
102.724,-30.744,1008.21,0.4375,0.27125,0.0175
125.965,-52.338,1019.43,0.14,-0.62125,0.0175
117.852,-50.874,1002.23,0.5425,-0.1575,-0.4025
119.072,-53.253,1027.61,0.28,-0.49875,0.0875
118.401,-29.402,1013.7,1.16375,-0.06125,0.035
137.738,-28.182,992.348,1.1025,0.21,0.21875
70.638,-39.04,1053.47,0.41125,0.105,0.00875
103.578,-38.064,1044.81,0.88375,-1.96875,-0.2275
115.778,-39.223,993.751,1.16375,-1.4,-0.48125
142.008,-56.181,999.302,0.86625,-1.65375,0.665
-148.596,-65.148,1249.16,0.5075,-4.27875,-0.315
124.928,-22.509,919.026,4.4625,-11.7425,0.39375
203.679,-34.16,993.019,0.07875,-13.4488,1.25125
98.759,-45.262,1039.01,1.4175,-9.40625,0.48125
129.259,-53.009,1037.91,1.32125,-12.6875,-0.00875
177.205,-31.842,970.876,3.19375,-11.76,-0.30625
129.991,-35.075,1011.07,2.2925,-10.29,-0.1225
127.673,-19.398,1024.62,2.03875,-10.7188,-0.14
131.272,-36.6,1022.79,1.7325,-11.3575,0.00875
177.205,-54.046,982.222,2.30125,-11.2263,0.23625
129.137,-32.879,1040.17,1.89,-10.4563,-0.67375
115.778,-20.252,1026.45,2.5725,-11.6638,-1.11125
119.987,-41.48,981.673,2.3975,-11.9,-0.63
195.383,-36.905,932.08,2.58125,-9.59875,0.51625
136.701,-41.053,1016.81,1.30375,-6.29125,0.07875
88.45,-25.071,1037.67,1.75875,-7.98875,-0.13125
189.283,-41.053,985.516,1.75875,-9.135,-0.16625
150.243,-12.749,995.581,1.93375,-6.965,-0.4375
158.661,-21.045,1029.98,1.93375,-5.43375,1.155
198.372,-30.622,966.362,3.1675,-4.33125,0.9625
111.447,-19.093,1004.67,1.12875,-4.6725,0.105
161.223,-34.648,1021.57,0.18375,-6.93875,1.2075
176.229,-39.467,999.302,1.40875,-6.3,1.89875
179.95,-39.467,1010.16,1.67125,-5.46,2.30125
163.907,-30.256,982.954,2.2225,-4.36625,1.95125
166.103,-29.707,989.298,1.6275,-4.15625,1.8025
159.332,-33.672,1000.22,1.05875,-3.5875,1.49625
159.393,-41.297,1015.59,0.76125,-3.3775,1.07625
155.977,-41.785,1008.76,1.085,-2.905,0.76125
159.759,-34.831,999.058,1.32125,-2.555,0.7525
168.726,-27.816,993.995,1.2775,-2.23125,0.95375
169.946,-32.086,1003.08,1.05875,-1.65375,0.95375
177.449,-35.685,999.424,0.91875,-1.2775,0.67375
182.451,-39.284,991.067,0.8925,-0.46375,0.14
148.962,-35.319,1005.1,0.5075,0.1225,-0.37625
170.983,-37.21,1005.4,0.35875,-0.28875,-0.3325
148.108,-27.145,1009.92,0.6475,0.4375,-0.2975
189.527,-26.047,986.004,0.9975,0.72625,0.4725
141.459,-25.986,1015.04,0.81375,1.79375,0.4725
169.153,-20.435,992.104,0.8225,1.30375,0.4375
166.835,-31.415,994.3,0.13125,1.68875,0.02625
169.763,-35.258,1001.31,-0.1225,1.95125,0.035
183.244,-44.957,1003.08,0.0175,2.49375,0.14
169.031,-33.367,997.228,0.49875,3.605,0.13125
175.192,-38.979,996.191,0.4725,3.9375,0.4025
174.094,-28.548,988.322,0.49,4.61125,0.39375
159.088,-29.646,1012.11,0.0175,4.99625,0.42875
147.01,-28.182,1012.97,0.0875,5.495,0.27125
141.886,-31.415,1014.92,-0.105,5.41625,0.11375
154.513,-33.794,1003.94,-0.07875,5.24125,0.09625
175.253,-34.648,986.004,0.16625,5.73125,0.2975
170.068,-30.134,987.285,0.04375,6.41375,0.49875
99.796,-44.408,1040.17,-0.3325,6.92125,0.49
-21.167,-51.85,1139.72,-0.14,2.68625,0.0175
188.551,-38.979,974.231,2.05625,-1.40875,0.105
162.077,-31.842,986.553,0.6475,0.67375,-0.1925
98.576,-44.957,1068.78,-0.0175,-0.1575,0.455
203.435,-24.766,972.218,1.7675,-0.2625,-0.09625
120.414,-26.535,995.093,0.4725,0.98,-0.1925
113.216,-43.615,1076.41,-0.44625,-1.295,0.1225
195.017,-30.012,953.125,2.00375,-0.79625,-0.105
148.535,-45.506,1001.74,0.595,0.32375,0.455
122,-34.953,1038.77,0.4375,-0.2975,0.06125
180.743,-36.539,985.028,1.12875,-0.21875,-0.315
98.332,-26.657,1024.31,0.2625,0.42875,-0.315
164.09,-41.968,1022.73,0.55125,-0.9275,0.2625
162.199,-32.33,968.924,1.40875,0.42875,-0.51625
136.152,-43.615,1020.9,-0.28875,-0.1225,-0.02625
100.65,-50.569,1055.54,0.32375,-1.015,-0.30625
182.268,-44.896,977.525,1.21625,-2.4325,-0.5075
129.076,-41.663,1033.28,0.35,-1.5925,-0.2275
