A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
297.558,-39.406,962.153,1.72375,-3.6925,0.11375
303.78,-38.857,966.85,1.225,-3.35125,-0.1225
299.693,-36.6,967.765,1.015,-2.7475,-0.4375
294.691,-44.713,978.318,0.77875,-2.2925,-0.34125
291.214,-41.785,978.44,1.14625,-1.88125,-0.11375
289.079,-34.282,973.926,1.435,-1.70625,0.11375
298.351,-33.184,969.778,1.49625,-1.74125,0.28875
294.569,-37.393,973.743,1.47,-1.4875,0.35
303.109,-36.356,971.242,1.67125,-1.44375,0.3675
294.02,-30.927,966.667,1.65375,-0.9625,0.21875
294.508,-32.208,969.229,1.0675,-0.95375,0.09625
294.325,-38.796,974.231,0.69125,-0.77,-0.09625
292.739,-42.639,978.318,0.67375,-0.56875,-0.14875
294.691,-39.162,977.159,0.8575,-0.385,0.02625
299.266,-38.247,970.815,1.05875,-0.14875,0.28875
305.671,-36.539,964.532,1.04125,0.23625,0.385
305.488,-32.574,959.652,0.81375,0.56,0.1575
299.632,-34.831,966.118,0.25375,0.79625,-0.14875
288.713,-38.125,973.682,0.04375,0.97125,-0.385
284.138,-40.931,984.54,0.16625,0.8925,-0.20125
281.149,-42.517,986.309,0.63,0.81375,0.14
289.994,-41.846,980.636,0.98,0.7175,0.37625
291.885,-38.247,972.889,1.0675,0.90125,0.385
297.192,-40.26,969.778,0.76125,0.77,0.2275
296.46,-39.528,970.266,0.49,0.79625,-0.11375
290.97,-37.637,974.536,0.25375,0.77875,-0.28
279.38,-41.236,982.588,0.245,0.69125,-0.2975
274.622,-45.506,990.64,0.39375,0.35875,-0.21875
277.428,-42.7,988.871,0.735,0.00875,-0.0175
283.04,-35.99,984.113,0.95375,-0.27125,0.1225
284.199,-36.783,976.61,1.02375,-0.53375,0.06125
293.593,-37.393,973.255,0.93625,-0.945,0.175
294.996,-34.709,969.778,1.0675,-0.84875,0.1575
296.826,-34.404,967.948,0.8925,-0.81375,0.105
301.34,-39.589,966.667,0.805,-0.7,-0.00875
294.386,-39.65,970.693,0.67375,-0.4375,-0.14875
291.641,-37.088,976.427,0.525,-0.2975,-0.20125
284.443,-39.345,982.283,0.51625,-0.16625,-0.21
285.663,-40.016,980.88,0.55125,-0.37625,-0.175
285.358,-37.942,979.782,0.67375,-0.53375,-0.14
291.702,-38.613,975.451,0.74375,-0.735,-0.07875
297.985,-40.077,971.913,0.76125,-0.7,-0.035
298.839,-39.528,968.558,0.7875,-0.46375,-0.0525
298.534,-36.905,968.131,0.70875,-0.245,-0.0525
292.312,-40.443,970.571,0.63,0.0525,-0.07875
291.946,-42.517,977.281,0.58625,0.035,-0.035
287.005,-38.43,980.026,0.76125,0.06125,-0.04375
286.09,-39.833,982.893,0.8225,0.04375,0.04375
289.201,-44.347,978.745,0.945,0.00875,0.0875
293.715,-38.064,974.231,1.015,0,0.21
297.558,-34.038,969.534,0.84,0.035,0.07875
295.911,-38.491,968.802,0.56875,0.06125,-0.13125
292.861,-37.393,970.937,0.55125,0.02625,-0.18375
284.504,-36.844,977.83,0.60375,0.0175,-0.14875
281.149,-36.661,982.771,0.63,-0.2975,-0.14875
277.855,-39.467,985.455,0.7,-0.63875,-0.14875
281.515,-42.09,986.187,0.84,-0.95375,-0.06125
286.822,-40.565,980.514,1.16375,-1.05875,0.13125
298.473,-38.247,973.499,1.21625,-1.085,0.21
308.477,-39.284,965.935,1.05875,-0.805,0.18375
307.562,-40.26,960.384,0.9275,-0.28875,0.07
307.684,-41.846,962.641,0.7,0.1575,0.0175
297.802,-39.833,969.9,0.65625,0.62125,0.04375
296.033,-36.112,974.17,0.76125,0.77,0.14
298.107,-43.31,987.346,0.83125,0.98875,0.09625
278.038,-33.001,967.643,1.54,1.54,0.02625
291.763,-35.746,977.281,0.8575,0.84875,0.28
295.606,-32.757,967.399,0.88375,1.1025,0.07
293.593,-36.722,974.475,0.455,1.085,-0.0175
294.996,-32.086,968.863,0.49875,1.19875,-0.07
290.482,-30.378,973.194,0.34125,1.14625,-0.1225
289.811,-27.877,973.255,0.2975,1.19,-0.105
281.576,-31.842,976.915,0.21875,1.09375,-0.11375
282.613,-36.112,977.647,0.32375,0.735,-0.07
281.393,-35.38,982.405,0.21875,0.42,-0.21875
274.927,-40.26,984.479,0.1925,0.105,-0.4375
251.442,-35.99,973.499,0.28,-0.32375,-0.455
285.053,-46.055,983.381,-0.5775,-1.995,0.2975
317.2,-48.434,991.128,-0.44625,-2.1525,-0.1925
271.999,-45.811,976.488,0.30625,-1.18125,-0.88375
277.855,-50.142,984.845,0.21,-2.3625,-0.35875
284.809,-53.375,992.592,0.51625,-2.82625,-0.315
285.846,-58.194,982.466,1.30375,-3.1675,-0.28
296.887,-51.24,979.904,1.8025,-3.1325,0.18375
309.148,-40.504,974.353,2.135,-2.73,0.23625
294.508,-31.293,960.018,2.05625,-1.98625,-0.09625
302.255,-33.55,969.9,1.2425,-2.065,-0.1225
293.654,-36.356,977.891,0.97125,-1.82,-0.385
293.288,-35.99,973.255,1.2075,-1.89875,-0.28
297.07,-35.563,973.804,1.3125,-1.96,-0.07875
300.73,-33.306,969.839,1.54,-1.68875,0.0525
298.534,-36.234,966.179,1.5925,-1.47,0.09625
302.804,-33.123,963.739,1.575,-1.39125,0.21
296.582,-29.402,966.728,1.26,-1.155,0.00875
296.887,-37.027,969.412,0.79625,-1.14625,-0.1575
297.68,-43.798,977.769,0.6475,-1.11125,-0.245
298.595,-37.332,976.122,0.9625,-0.86625,-0.04375
302.499,-35.258,970.693,1.14625,-0.595,0.13125
310.124,-36.661,963.678,1.1025,-0.2975,0.245
313.784,-34.831,959.713,0.91,0.21,0.21
319.03,-35.624,958.92,0.7525,0.72625,0.14
310.856,-33.977,963.129,0.77,1.51375,0.035
299.754,-31.232,965.935,0.69125,1.96875,0.035
293.166,-31.293,972.584,0.53375,2.135,0.04375
291.092,-37.149,973.072,0.42,1.995,-0.00875
291.519,-36.844,980.819,0.1575,1.84625,-0.105
283.04,-34.77,981.795,0.14875,1.8375,-0.18375
287.066,-40.443,983.747,0.14,1.49625,0.02625
291.763,-41.602,976.915,0.67375,1.54,0.32375
300.486,-35.929,968.436,0.81375,1.40875,0.49875
303.902,-34.038,962.336,0.58625,1.47,0.28875
299.754,-38.186,965.508,0.21875,1.5575,0.02625
290.238,-38.491,975.878,0.035,1.645,-0.21875
285.053,-39.406,984.052,-0.07,1.47,-0.34125
274.988,-40.321,989.786,0.07875,1.26875,-0.35875
269.986,-42.09,991.494,0.32375,0.70875,-0.20125
266.265,-41.419,984.418,0.53375,0.0875,-0.02625
287.249,-41.785,986.797,0.39375,-0.97125,0.1925
290.543,-42.151,982.039,0.60375,-1.07625,-0.0525
286.639,-42.029,982.039,0.8225,-1.21625,-0.0525
287.981,-39.711,975.39,1.155,-1.4175,0.11375
290.97,-39.04,974.963,1.28625,-1.6275,0.20125
293.959,-39.711,972.645,1.25125,-1.77625,0.13125
295.972,-41.114,974.414,1.1375,-1.6975,0.035
295.667,-39.345,976.183,1.11125,-1.61,-0.0175
294.325,-37.088,976.244,1.015,-1.4875,-0.07
292.434,-35.624,975.573,0.98,-1.4875,-0.1225
289.811,-38.247,976.488,0.95375,-1.54875,-0.1225
291.275,-38.186,975.878,1.09375,-1.6975,-0.06125
299.571,-36.051,971.608,1.39125,-1.82875,0.28
314.943,-34.648,958.798,1.645,-1.53125,0.49875
315.187,-33.184,953.003,1.5225,-0.6825,0.385
318.542,-33.611,955.199,0.97125,-0.04375,0.21875
312.198,-34.221,962.336,0.455,0.7525,-0.04375
301.035,-36.478,977.098,0.11375,1.35625,-0.23625
293.776,-39.406,980.026,0.21,1.63625,-0.0875
295.24,-39.101,973.377,0.4725,1.51375,0.07
298.29,-35.197,973.865,0.37625,1.51375,0.07
298.412,-36.966,968.741,0.44625,1.61,0.0525
305.244,-38.125,967.399,0.4725,1.61875,0.175
301.767,-36.844,964.044,0.65625,2.17,0.2275
302.438,-34.892,962.763,0.53375,2.415,0.1925
300.547,-37.332,966.972,0.28,2.77375,0.04375
296.216,-38.43,974.414,0.02625,3.01,-0.09625
290.421,-39.833,980.331,-0.035,3.14125,-0.1925
277.672,-39.467,986.431,-0.105,3.08875,-0.3325
274.683,-39.894,989.542,-0.105,2.44125,-0.3325
275.476,-35.685,989.603,0.13125,1.82875,-0.2275
271.389,-35.502,987.407,0.49,1.18125,-0.1575
268.278,-38.308,988.444,0.56875,0.41125,-0.1225
268.766,-42.151,991.738,0.7175,-0.48125,-0.0175
274.683,-42.944,989.176,1.11125,-1.11125,0.1575
278.038,-39.284,982.832,1.42625,-1.46125,0.35
291.641,-42.578,976.488,1.435,-1.8375,0.44625
296.216,-41.358,971.364,1.46125,-1.61875,0.35875
301.035,-37.942,966.606,1.28625,-1.49625,0.18375
300.913,-31.537,966.667,0.98,-1.2775,-0.0875
290.482,-35.441,972.706,0.58625,-1.2425,-0.385
282.125,-39.406,984.052,0.51625,-1.51375,-0.455
272.975,-38.796,989.42,0.86625,-1.96875,-0.315
275.476,-41.419,990.457,1.2775,-2.59875,-0.0175
279.502,-41.968,985.76,1.6625,-3.0975,0.1925
289.14,-45.994,979.782,1.8725,-3.36,0.315
292.434,-38.369,973.926,1.7675,-3.64,0.105
303.231,-36.722,971.242,1.44375,-3.6225,-0.035
300.425,-39.04,970.327,1.33875,-3.325,-0.14
311.161,-41.297,966.545,1.32125,-3.2025,0.035
326.35,-32.513,949.526,1.5225,-2.68625,0.1925
322.324,-26.779,950.746,1.1375,-1.785,-0.04375
316.102,-29.341,955.748,0.70875,-0.945,-0.2975
313.418,-34.709,962.824,0.62125,-0.21,-0.16625
307.379,-31.232,969.29,0.90125,0.67375,0.07875
310.002,-34.343,977.464,0.9975,1.26,0.21
297.741,-32.574,970.205,1.3125,2.05625,0.1925
299.632,-37.088,967.521,1.14625,2.1175,0.41125
310.795,-33.977,957.212,0.88375,2.26625,0.42875
310.734,-33.916,958.005,0.41125,2.65125,0.18375
310.612,-32.818,959.469,0.09625,3.00125,0.0525
299.876,-30.805,967.033,-0.175,3.3775,-0.18375
290.787,-35.624,974.963,-0.35,3.465,-0.315
284.931,-39.65,982.466,-0.2975,3.395,-0.21875
280.966,-37.759,983.015,0.0175,3.31625,-0.04375
281.942,-38.308,984.784,0.105,2.975,-0.02625
279.441,-36.417,983.93,0.09625,2.6775,-0.105
274.195,-32.757,986.309,0.13125,2.17,-0.175
273.402,-34.465,988.322,0.105,1.47,-0.245
267.912,-38.369,989.42,0.23625,0.84,-0.21875
263.886,-35.746,983.381,0.6125,0.035,0
264.801,-34.709,979.111,0.63875,-1.1375,0.27125
282.003,-37.21,980.697,0.25375,-2.1525,0.28875
283.65,-45.079,986.98,0.13125,-2.44125,0.0875
286.212,-46.482,987.956,0.53375,-2.6775,0.105
293.166,-48.861,990.701,0.83125,-2.695,0.245
295.545,-44.103,980.27,1.49625,-2.37125,0.2625
300.669,-44.835,975.878,1.61875,-2.415,0.385
308.111,-45.445,966.728,1.72375,-2.1875,0.27125
305.61,-37.637,957.761,1.53125,-1.925,0.00875
305.854,-32.757,958.371,1.00625,-1.82,-0.1925
305.061,-37.82,970.754,0.49,-1.74125,-0.48125
286.395,-40.565,974.536,0.5075,-1.505,-0.76125
278.587,-42.639,987.712,0.49,-1.81125,-0.63875
277.916,-43.188,990.945,1.015,-2.0825,-0.315
