A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
524.051,-897.981,897.737,6.8075,-15.715,13.0638
485.926,-983.808,933.544,-2.58125,13.5975,1.89875
-119.316,-864.797,1527.38,-8.9425,19.0575,-16.5725
-166.774,-584.624,966.301,35.315,5.59125,-27.2125
-65.148,-276.269,1220,21.6738,-32.9788,-29.6625
297.314,344.101,794.037,57.225,-26.8363,-30.52
39.162,378.017,610.732,41.8775,-1.96875,-39.8563
-0.549,290.055,558.699,6.69375,1.46125,-28.8488
-134.871,287.981,1219.94,-36.015,-5.76625,-16.9838
213.561,-56.73,993.324,-18.5588,18.1913,-9.45875
-297.802,301.645,728.157,8.25125,39.3225,-16.135
-297.924,-106.384,1390.92,-51.1438,-4.0775,-17.0363
-123.037,-176.778,1270.63,-5.46,5.74,-17.2988
-240.035,23.485,1163.64,13.09,-3.73625,-23.2225
14.274,-4.88,1072.68,12.7575,-9.07375,-25.27
-117.12,467.931,815.692,23.9575,1.58375,-27.2825
-89.365,-209.901,860.771,-3.14125,7.21,-32.2
-257.359,377.163,994.971,1.88125,-5.80125,-29.3213
-142.313,-222.833,1333.34,-21.3063,-8.575,-26.3725
-107.421,101.199,1150.4,15.4,-0.49,-18.55
-195.505,71.492,985.943,17.2988,12.1625,-20.44
-67.283,121.634,624.274,21.6563,8.4175,-22.33
-128.71,1205.12,1434.66,-2.72125,-13.475,-18.0513
395.463,1997.38,1131.67,109.506,-52.6138,1.505
1098.24,1427.34,-6.283,4.57625,21.9538,53.2175
418.155,-654.469,1535.13,-123.078,101.719,-201.574
-1111.72,-1591.49,1602.9,-47.74,70.8225,-257.898
129.869,183.122,65.88,201.784,192.929,-117.661
167.872,-220.454,-149.816,197.024,269.605,-66.3075
-810.324,127.185,1053.71,108.421,226.599,-171.211
-1214.45,-822.524,932.385,-32.41,-28.8663,-187.241
-1400.93,106.201,1233.79,-123.891,-224.744,-124.74
-368.928,75.518,924.943,-104.3,-286.326,11.165
1061.7,-585.539,1414.35,-48.65,-130.839,-6.81625
-161.589,-493.795,915.793,58.1088,65.9663,-46.8738
-268.949,261.019,1114.71,22.575,-34.9038,-30.7825
289.994,-523.563,1156.87,-18.0863,-37.3363,-21.035
-365.756,80.947,498.187,52.1063,75.2675,-8.14625
-422.181,126.941,814.96,1.54875,36.96,-9.7125
-244.122,-464.698,1189.5,-36.2863,-77.3675,-18.1388
195.81,-442.738,1337.24,-11.9963,-22.4175,2.05625
-337.818,1.22,723.643,37.3625,51.2488,-0.035
-149.45,-302.194,1136.67,-15.4963,-11.8825,1.435
101.687,-276.086,1143.2,-5.775,-45.535,2.38
7.137,-6.771,823.805,22.5488,30.59,6.965
-116.449,5.49,816.973,7.4375,27.5275,3.78875
-282.674,437.736,1055.54,-7.6825,-18.7863,-0.16625
-668.804,1065.91,1368.29,14.9713,-4.025,3.78875
-540.338,543.571,969.351,3.89375,-4.87375,0.42875
696.315,-551.074,562.359,-23.6863,-20.3525,28.5688
43.737,-39.833,1107.21,-1.46125,7.14,12.3988
-411.201,-94.184,1223.6,-3.7975,5.67,-4.585
176.046,-311.466,1072.93,-5.95875,-19.0225,8.6975
11.529,-234.301,1115.02,6.23,6.57125,2.14375
-135.176,263.825,789.523,19.5563,19.845,3.815
-160.674,104.798,924.882,-3.29875,17.43,0.5775
-260.653,51.057,1081.59,-9.07375,-16.835,-3.08875
141.703,-177.998,1083.6,-10.5613,-27.1863,-1.09375
-137.921,-128.1,1162.36,4.095,12.6525,-1.5575
-121.207,20.252,839.482,12.565,8.47,2.3625
-540.338,543.571,969.351,3.89375,-4.87375,0.42875
696.315,-551.074,562.359,-23.6863,-20.3525,28.5688
43.737,-39.833,1107.21,-1.46125,7.14,12.3988
-411.201,-94.184,1223.6,-3.7975,5.67,-4.585
176.046,-311.466,1072.93,-5.95875,-19.0225,8.6975
11.529,-234.301,1115.02,6.23,6.57125,2.14375
-135.176,263.825,789.523,19.5563,19.845,3.815
11.529,-234.301,1115.02,6.23,6.57125,2.14375
-135.176,263.825,789.523,19.5563,19.845,3.815
-160.674,104.798,924.882,-3.29875,17.43,0.5775
-260.653,51.057,1081.59,-9.07375,-16.835,-3.08875
141.703,-177.998,1083.6,-10.5613,-27.1863,-1.09375
845,3.815
93,-5.95875,-19.0225,8.6975
11.529,-234.301,1115.02,6.23,6.57125,2.14375
-135.176,263.825,789.523,19.5563,19.845,3.815
-160.674,104.798,924.882,-3.29875,17.43,0.5775
-260.653,51.057,1081.59,-9.07375,-16.835,-3.08875
141.703,-177.998,1083.6,-10.5613,-27.1863,-1.09375
-137.921,-128.1,1162.36,4.095,12.6525,-1.5575
-121.207,20.252,839.482,12.565,8.47,2.3625
-99.735,-57.401,1009.37,-3.19375,-2.2925,-1.09375
-20.13,-30.561,931.104,0.595,-5.88,1.19
-124.623,-97.112,1107.52,-4.10375,1.7325,-0.70875
-76.616,-94.489,1072.5,-0.6825,-3.0275,-0.95375
-121.085,-63.318,1060.61,2.4675,2.1875,-0.315
-105.469,-48.434,958.371,4.22625,1.89,0.245
-77.043,-10.919,955.626,1.65375,0.32375,0.1575
-76.128,-47.336,992.531,-1.68,-2.0125,-0.04375
-94.489,-64.843,1080,-2.87875,-1.46125,-0.385
-66.551,-77.714,1053.35,-0.02625,-1.5225,-0.42875
-78.873,-53.436,1014.67,2.8875,1.91625,0.27125
-86.803,-20.618,946.293,4.2,2.21375,-0.14875
-110.044,-20.374,971.242,1.0325,1.40875,-0.58625
-118.34,-44.042,1030.72,-1.53125,-1.67125,-0.28
-89.06,-72.407,1085.25,-1.68875,-2.275,-0.1925
-71.858,-49.166,1037.49,2.40625,0.3675,0.3325
-88.572,-22.692,982.832,3.5525,2.0125,0.245
-103.761,-8.174,968.558,1.505,0.88375,-0.42875
-115.534,-34.099,1011.01,-1.7325,-1.35625,-0.62125
-95.282,-68.076,1070.73,-2.49375,-2.52875,-0.35875
-78.568,-47.946,1044.56,1.16375,-0.30625,-0.14875
-83.082,-21.533,987.895,3.675,1.89,0.245
-73.2,-9.211,948.611,2.4325,1.2425,0.63
-112.667,-25.437,999.607,-0.6825,0.42875,-0.0525
-86.254,-61.122,1044.5,-2.3275,-2.40625,0.30625
-93.452,-82.533,1082.14,-0.525,-0.32375,-0.0875
-95.16,-52.765,1010.47,3.52625,1.21625,-0.2625
-109.617,-23.302,976.915,3.21125,1.5225,-0.0875
-100.345,-22.753,978.623,0.84,0.0525,0.3325
-77.043,-51.789,1033.77,-2.38,-2.3625,0.09625
-66.124,-83.875,1073.84,-1.96,-1.5225,-0.02625
-94.55,-66.551,1032.73,1.89,1.49625,-0.2275
-94.001,-35.075,968.863,3.045,1.1025,0.00875
-89.304,-27.938,961.909,1.30375,0.315,0.035
-86.803,-48.8,1009.79,-1.015,-1.19,-0.30625
-81.618,-75.335,1066.1,-1.46125,-1.5575,-0.41125
-90.829,-67.649,1054.51,1.8025,0.93625,0.0525
-95.77,-34.77,994.971,3.49125,1.67125,0.34125
-91.073,-21.838,973.255,1.75875,0.6825,0.27125
-100.345,-37.82,1003.57,-0.79625,-0.35875,-0.2275
-95.282,-64.172,1053.47,-1.8725,-1.74125,-0.5775
-83.997,-64.965,1054.14,0.455,-0.6825,-0.39375
-83.753,-34.709,997.777,3.14125,0.98875,-0.14
-88.999,-15.128,971.852,2.30125,0.90125,-0.07875
-104.737,-27.572,996.923,-0.07,0.13125,-0.07875
