A_X [mg],A_Y [mg],A_Z [mg],G_X [dps],G_Y [dps],G_Z [dps]
71.248,-247.172,1027.06,-26.4688,-18.935,21.2713
-118.767,175.07,1568.49,-23.4588,-18.585,21.77
390.522,-144.509,1168.27,4.445,-3.42125,26.1363
-237.595,229.543,830.82,37.8263,20.1513,10.0713
84.79,242.353,888.16,2.8,-5.635,16.4675
454.145,86.742,929.823,-16.0825,1.98625,20.8425
-505.08,148.413,1082.38,15.4175,39.9088,-1.6625
-249.734,366.244,1005.95,-12.6438,-16.3975,5.81875
-169.153,1945.29,1512.31,66.1588,13.6763,87.8763
855.037,1998.24,-963.007,254.433,51.3275,126.621
-681.919,-122.915,-229.299,-104.991,79.6075,-199.395
270.169,-1702.27,1922.96,-215.416,-22.89,-166.565
1794.44,-543.815,442.616,203.989,85.1375,193.585
-328.363,914.939,-331.84,195.956,203.893,-17.6488
-1976.1,103.822,1010.89,-47.4775,122.159,-138.845
-774.395,-113.887,710.162,-71.085,-139.011,-9.765
620.797,-738.344,652.7,-58.2925,-159.626,62.1425
177.51,-1411.91,1765.83,-162.269,-114.748,-6.2825
258.762,-979.599,1858.06,-28.1663,-42.7788,12.1013
30.561,172.386,305.366,245.928,107.266,2.51125
-415.349,191.479,-269.01,186.646,154.84,-39.5588
-1238.42,-146.705,464.82,35.6125,39.095,-45.8238
-481.839,-162.016,1138.2,-62.0025,-176.435,16.9925
460.306,166.164,800.259,-64.7763,-238.123,30.9313
712.907,36.417,1352.19,-58.905,-88.6375,16.0388
529.663,134.017,1078.79,22.855,12.6788,-0.1925
396.561,-6.222,806.969,23.3363,60.8913,-3.6225
-1.037,-163.846,954.711,-4.97875,72.7213,-10.29
-889.624,33.001,1159.79,5.215,61.6175,-28.3325
-647.454,14.518,1027.3,13.4488,33.39,-4.585
-506.483,-182.634,1020.96,-1.96,-12.8975,-0.16625
-141.337,24.644,1006.07,-2.2925,-49.0438,12.1013
94.428,283.406,952.759,-9.28375,-65.3013,6.46625
388.204,66.978,963.434,-15.4438,-33.705,2.87875
113.033,119.56,1053.71,0.77,15.6625,-4.15625
-33.611,-133.956,919.636,6.7375,32.7775,-6.825
-648.613,-9.699,1216.22,5.10125,29.4,-12.8363
101.382,-37.942,986.98,0.27125,0.5425,-0.56
-120.475,-57.767,1020.47,-1.49625,0.65625,-0.315
-121.39,-57.95,1037.67,-0.88375,0.09625,-0.0875
-110.593,-48.373,1001.07,0.1575,0.105,0.42875
-106.14,-42.883,997.96,-1.05,0.1575,0.63875
-86.132,-42.883,972.035,-1.75875,0.2275,0.5075
-102.114,-41.907,945.805,-2.9925,1.75,0.62125
-53.497,-69.601,923.662,-6.755,1.23375,0.7175
-74.298,-119.133,1005.95,-11.6288,4.17375,0.67375
2.318,-154.086,1053.77,-13.5888,6.88625,3.33375
8.845,-172.386,1038.65,-12.7313,14.9538,5.495
21.228,-155.794,999.729,-14.3063,21.6563,6.69375
-164.883,-5.368,936.716,-12.04,28.0613,5.78375
-467.931,-196.298,1225.49,-22.645,24.0013,3.0275
7.991,-318.298,1304,-18.4975,-1.28625,8.1025
-446.154,-23.119,736.514,32.305,19.53,0.49
-96.624,-323.971,839.238,-8.7675,-10.9638,0.60375
-236.802,-306.952,1287.34,-7.56,-8.9425,-3.5525
9.943,-349.652,948.611,14.595,-14.0788,-5.90625
-74.359,-270.169,858.27,11.34,-9.84375,-10.5525
14.335,-432.063,1136.8,-8.67125,-11.725,-8.30375
-143.899,-306.403,993.263,10.6225,-1.1375,-5.92375
-92.781,-432.49,891.637,-0.4725,-3.07125,-3.1325
-295.179,-559.858,1012.97,-6.78125,2.47625,0.95375
-432.978,-762.927,1031.14,-5.5825,-0.72625,8.575
-239.913,-828.502,930.006,-1.91625,-2.52,23.0825
-573.034,-870.348,1077.02,-0.28875,0.91,27.5713
-26.535,-1016.63,807.823,0.5075,-20.1075,35.455
-150.975,-1142.96,1075.13,-4.89125,8.085,38.57
-271.328,-917.44,927.017,16.1,-2.07375,44.0475
151.89,-1211.28,1138.32,-18.8475,-17.3338,51.835
-151.28,-1158.57,1174.31,7.1575,4.12125,50.5838
124.44,-1348.04,1329.43,-2.10875,-13.79,54.8625
71.309,-999.18,1269.04,34.5275,-14.3413,45.6838
73.993,155.977,751.703,65.4588,-24.71,42.7175
22.631,730.719,618.784,59.5875,-20.475,37.7738
528.138,52.277,681.187,-16.0388,-15.0938,34.5713
57.767,301.523,708.576,10.4038,41.3788,33.6438
-480.314,200.446,1065.24,-25.445,24.3863,22.6275
71.248,-247.172,1027.06,-26.4688,-18.935,21.2713
-118.767,175.07,1568.49,-23.4588,-18.585,21.77
390.522,-144.509,1168.27,4.445,-3.42125,26.1363
-237.595,229.543,830.82,37.8263,20.1513,10.0713
84.79,242.353,888.16,2.8,-5.635,16.4675
454.145,86.742,929.823,-16.0825,1.98625,20.8425
-505.08,148.413,1082.38,15.4175,39.9088,-1.6625
-249.734,366.244,1005.95,-12.6438,-16.3975,5.81875
-169.153,1945.29,1512.31,66.1588,13.6763,87.8763
855.037,1998.24,-963.007,254.433,51.3275,126.621
-681.919,-122.915,-229.299,-104.991,79.6075,-199.395
270.169,-1702.27,1922.96,-215.416,-22.89,-166.565
1794.44,-543.815,442.616,203.989,85.1375,193.585
-328.363,914.939,-331.84,195.956,203.893,-17.6488
-1976.1,103.822,1010.89,-47.4775,122.159,-138.845
-774.395,-113.887,710.162,-71.085,-139.011,-9.765
620.797,-738.344,652.7,-58.2925,-159.626,62.1425
177.51,-1411.91,1765.83,-162.269,-114.748,-6.2825
258.762,-979.599,1858.06,-28.1663,-42.7788,12.1013
30.561,172.386,305.366,245.928,107.266,2.51125
-415.349,191.479,-269.01,186.646,154.84,-39.5588
-1238.42,-146.705,464.82,35.6125,39.095,-45.8238
-481.839,-162.016,1138.2,-62.0025,-176.435,16.9925
460.306,166.164,800.259,-64.7763,-238.123,30.9313
44,652.7,-58.2925,-159.626,62.1425
177.51,-1411.91,1765.83,-162.269,-114.748,-6.2825
258.762,-979.599,1858.06,-28.1663,-42.7788,12.1013
30.561,172.386,305.366,245.928,107.266,2.51125
-415.349,191.479,-269.01,186.646,154.84,-39.5588
-1238.42,-146.705,464.82,35.6125,39.095,-45.8238
-481.839,-162.016,1138.2,-62.0025,-176.435,16.9925
460.306,166.164,800.259,-64.7763,-238.123,30.9313
712.907,36.417,1352.19,-58.905,-88.6375,16.0388
529.663,134.017,1078.79,22.855,12.6788,-0.1925
396.561,-6.222,806.969,23.3363,60.8913,-3.6225
-1.037,-163.846,954.711,-4.97875,72.7213,-10.29
-889.624,33.001,1159.79,5.215,61.6175,-28.3325
-647.454,14.518,1027.3,13.4488,33.39,-4.585
-506.483,-182.634,1020.96,-1.96,-12.8975,-0.16625
-141.337,24.644,1006.07,-2.2925,-49.0438,12.1013
94.428,283.406,952.759,-9.28375,-65.3013,6.46625
388.204,66.978,963.434,-15.4438,-33.705,2.87875
113.033,119.56,1053.71,0.77,15.6625,-4.15625
-33.611,-133.956,919.636,6.7375,32.7775,-6.825
-648.613,-9.699,1216.22,5.10125,29.4,-12.8363
-334.28,-22.631,1017.3,5.78375,-8.96875,-0.77875
10.248,49.166,915.915,-0.14,-19.5213,8.47875
168.116,49.715,879.254,-3.07125,-7.83125,6.405
-159.332,162.321,1032.06,-4.515,9.66875,-2.345
-325.862,85.095,1126.79,-5.0575,3.465,-0.91875
-117.913,-33.672,1067.56,-4.85625,-11.9088,1.37375
-45.14,83.692,1088.06,1.44375,-3.955,4.0775
-4.697,31.232,915.732,11.0425,5.97625,-1.42625
-200.507,-27.511,960.201,7.9275,17.22,-5.36375
-250.893,-162.443,1052.68,-0.04375,2.9225,-2.7475
-97.6,-256.017,992.226,-7.0875,-19.4775,2.6775
