accX[g],accY[g],accZ[g]
-0.007,-0.031,-1.088
-0.093,0.223,-1.34
-0.152,0.269,-1.259
-0.157,0.174,-0.788
-0.189,0.254,-0.765
-0.151,0.258,-0.894
-0.149,0.048,-0.777
-0.113,0.076,-0.983
-0.089,0.026,-0.919
-0.105,0.16,-0.983
-0.164,0.182,-0.919
-0.152,0.167,-0.936
0.051,0.139,-1.044
0.118,0.041,-1.077
0.082,0.123,-1.145
0.208,-0.034,-0.835
0.152,0.033,-0.902
0.113,0.033,-0.865
-0.038,0.073,-0.955
0.069,0.002,-0.915
0.024,-0.018,-0.924
0.001,-0.027,-0.886
0.224,-0.036,-1.056
-0.22,0.282,-1.381
-0.168,-0.137,-0.869
-0.198,0.11,-1.38
-0.345,-0.066,-0.91
-0.179,0.006,-1.047
-0.053,0.13,-0.977
-0.005,0.154,-0.962
0.005,0.128,-0.998
-0.031,0.099,-1.077
-0.01,0.03,-1.086
0.041,-0.127,-1.006
0.022,-0.03,-1.227
0.117,-0.094,-0.997
0.109,-0.107,-1.032
0.131,-0.056,-0.975
0.063,-0.05,-0.854
0.073,-0.006,-0.828
0.12,0.043,-0.855
0.018,0.011,-0.981
0.028,0.046,-1.101
-0.039,0.027,-1.108
-0.058,0.117,-1.132
-0.039,0.069,-0.997
-0.097,0.087,-1.026
-0.029,0.044,-0.931
0.018,0.041,-0.815
0.0,0.067,-0.841
-0.005,0.078,-0.929
0.037,0.038,-0.993
0.014,-0.01,-1.081
0.1,0.005,-1.092
0.122,0.138,-1.118
0.032,0.034,-1.033
0.153,-0.001,-1.032
0.075,0.046,-0.882
0.057,0.074,-0.775
0.052,0.139,-0.835
-0.051,0.177,-0.895
-0.035,0.164,-1.069
-0.133,0.089,-1.129
-0.179,0.177,-1.27
-0.127,0.081,-0.961
-0.213,0.062,-1.129
-0.125,0.01,-0.979
-0.093,0.008,-0.783
-0.091,0.072,-0.795
-0.109,0.074,-0.758
-0.03,0.085,-0.795
-0.018,0.046,-0.925
0.047,0.01,-0.989
-0.031,0.014,-1.038
0.101,0.059,-0.919
0.109,0.02,-0.994
0.029,0.038,-0.955
0.075,0.059,-0.968
-0.026,0.015,-0.813
0.017,0.065,-0.748
-0.019,0.003,-0.784
-0.007,-0.066,-0.832
-0.017,-0.203,-0.737
-0.11,-0.164,-0.915
-0.064,-0.157,-0.826
-0.047,-0.138,-0.943
0.01,-0.108,-1.052
-0.069,-0.267,-0.9
0.06,-0.107,-1.342
-0.058,-0.122,-1.224
-0.042,-0.127,-1.29
-0.042,-0.087,-1.241
-0.009,-0.06,-1.186
-0.05,-0.05,-1.165
-0.037,-0.079,-1.196
-0.115,-0.141,-1.154
-0.011,-0.132,-1.086
0.063,-0.174,-1.01
-0.041,0.0,-1.126
-0.027,-0.006,-1.04
0.013,-0.093,-1.0
0.011,-0.047,-1.022
-0.016,-0.022,-0.925
0.031,0.138,-1.107
0.02,0.042,-1.009
-0.035,-0.13,-0.954
0.0,-0.018,-1.01
-0.002,-0.013,-1.001
-0.016,-0.073,-0.976
-0.004,-0.011,-1.002
-0.013,-0.05,-0.986
-0.008,-0.026,-0.996
-0.01,-0.037,-0.991
-0.008,-0.036,-0.992
-0.01,-0.031,-0.993
-0.956,0.096,-1.543
-0.024,-0.242,-1.68
0.031,-0.125,-1.416
0.041,-0.111,-1.348
-0.009,-0.096,-1.39
0.013,-0.035,-1.476
-0.093,-0.114,-1.385
0.112,-0.046,-1.327
-0.048,-0.209,-1.102
0.1,-0.238,-0.831
0.138,-0.233,-0.893
-0.053,-0.179,-0.519
0.089,-0.056,-0.588
0.03,-0.034,-0.432
0.003,0.033,-0.535
-0.058,0.072,-0.609
0.02,0.12,-0.807
0.061,0.079,-0.934
0.021,0.016,-0.956
-0.008,0.022,-1.012
0.046,0.103,-0.989
-0.047,0.241,-1.065
-0.14,0.208,-1.093
-0.24,0.178,-0.903
-0.18,0.234,-0.893
-0.267,0.256,-0.96
-0.245,0.141,-0.836
-0.182,0.136,-0.956
-0.18,0.142,-1.008
-0.164,0.107,-0.94
-0.077,0.191,-0.947
-0.102,0.175,-0.959
-0.174,0.169,-1.07
-0.111,0.142,-1.084
0.065,0.105,-1.005
0.025,0.112,-1.04
0.158,0.122,-1.024
0.049,0.092,-0.908
-0.038,0.128,-0.818
-0.016,0.195,-0.85
-0.035,0.168,-0.831
-0.018,0.21,-0.887
0.021,0.249,-0.975
-0.073,0.258,-1.043
-0.055,0.231,-1.08
-0.07,0.114,-1.064
-0.12,0.036,-1.175
-0.207,-0.02,-1.224
-0.21,-0.076,-1.06
-0.195,0.043,-0.876
-0.19,0.118,-0.845
-0.141,0.129,-0.891
-0.052,0.053,-0.911
0.0,0.096,-0.982
0.02,0.099,-1.074
0.027,0.111,-1.074
-0.07,0.204,-1.135
0.013,0.141,-0.918
0.084,0.033,-1.135
0.141,0.236,-0.842
0.108,0.234,-0.735
0.066,0.308,-0.845
-0.014,0.263,-0.92
0.037,0.22,-1.133
-0.048,0.183,-1.302
-0.033,0.151,-1.01
-0.04,0.047,-1.012
-0.071,0.017,-1.116
-0.041,-0.001,-0.875
-0.052,0.109,-0.86
-0.08,0.17,-0.92
-0.017,0.11,-0.861
-0.03,0.0,-1.1
-0.026,0.071,-0.983
0.014,0.136,-1.162
0.105,0.164,-1.019
0.024,0.104,-1.1
-0.05,0.065,-0.868
-0.137,0.064,-0.814
-0.115,0.143,-0.87
-0.08,0.12,-0.946
-0.124,0.084,-1.217
-0.164,0.106,-1.004
0.004,0.101,-0.992
-0.049,0.131,-0.98
-0.17,0.092,-0.811
-0.164,0.113,-0.826
-0.179,0.078,-1.009
-0.207,-0.024,-0.964
-0.131,0.034,-1.035
-0.054,0.097,-1.163
-0.035,0.164,-0.997
0.279,0.34,-0.962
0.166,0.247,-0.909
0.112,0.106,-0.897
-0.013,0.07,-1.059
0.217,0.47,-1.222
-0.065,0.074,-1.019
-0.218,0.095,-0.979
0.069,0.342,-0.9
-0.06,0.094,-0.944
0.08,0.058,-1.026
-0.046,0.092,-0.87
-0.161,0.08,-0.958
-0.141,0.041,-0.923
-0.12,0.05,-0.899
-0.205,-0.107,-1.043
0.007,-0.164,-1.177
-0.107,0.043,-1.046
-0.29,0.128,-0.944
-0.228,0.246,-1.187
-0.076,0.219,-1.113
-0.155,0.126,-1.024
-0.116,0.108,-1.07
-0.123,0.036,-0.958
-0.131,-0.002,-1.01
-0.085,0.016,-1.167
0.006,-0.063,-0.961
-0.016,0.013,-1.016
0.121,0.091,-1.04
0.08,0.085,-0.863
0.009,0.107,-0.833
0.05,0.119,-0.789
0.03,0.157,-0.819
0.016,0.174,-1.009
-0.021,0.149,-1.028
0.007,0.178,-1.083
-0.004,0.125,-1.251
-0.039,0.089,-1.039
-0.125,0.071,-1.004
-0.066,0.084,-1.068
-0.032,0.045,-0.867
-0.046,0.049,-0.83
-0.03,0.077,-0.879
0.001,0.081,-0.88
-0.051,0.071,-1.045
-0.01,0.07,-1.117
-0.065,0.028,-1.169
0.033,0.042,-1.053
0.106,-0.032,-0.985
0.051,0.065,-0.938
-0.024,0.084,-0.845
-0.036,0.142,-0.831
0.011,0.179,-0.887
-0.002,0.142,-0.908
-0.036,0.097,-1.037
-0.067,0.021,-1.089
-0.134,0.06,-1.231
-0.085,0.042,-0.971
-0.13,0.008,-1.041
-0.145,-0.011,-0.946
-0.156,-0.015,-0.855
-0.168,0.06,-0.88
-0.227,0.12,-1.008
-0.173,0.084,-0.956
-0.141,0.048,-1.101
-0.097,0.116,-1.044
-0.064,0.068,-1.168
-0.065,0.035,-1.08
-0.088,-0.045,-1.056
-0.027,0.03,-0.807
-0.078,0.126,-0.719
-0.144,0.208,-0.762
-0.187,0.205,-0.843
-0.191,0.201,-0.933
-0.178,0.152,-1.182
-0.156,0.136,-1.139
-0.225,0.1,-1.368
-0.196,0.013,-1.051
-0.206,0.007,-1.075
-0.141,-0.006,-0.892
0.016,0.022,-0.802
0.078,0.029,-0.764
0.108,0.02,-0.774
0.119,0.012,-0.93
0.078,-0.037,-1.186
0.134,-0.04,-1.114
0.142,0.059,-1.291
0.21,-0.028,-1.09
0.184,0.013,-1.04
0.075,0.025,-0.789
-0.104,0.138,-0.889
0.028,0.091,-0.723
-0.121,0.194,-0.961
-0.084,0.187,-1.1
-0.18,0.176,-1.035
-0.286,0.224,-1.347
-0.229,0.106,-1.161
-0.084,0.037,-0.928
0.034,0.115,-0.824
0.069,0.124,-0.774
0.082,0.1,-0.778
0.155,-0.002,-0.893
0.064,-0.109,-1.066
0.192,-0.085,-1.153
0.187,-0.123,-1.144
0.14,0.001,-1.11
0.185,-0.095,-1.003
0.131,-0.014,-1.006
0.105,0.037,-0.858
0.057,0.153,-0.861
0.048,0.238,-0.857
-0.049,0.255,-0.9
-0.006,0.241,-1.048
-0.063,0.113,-1.109
-0.156,0.127,-1.214
-0.096,0.027,-1.005
-0.128,-0.021,-1.005
-0.021,-0.018,-0.85
-0.027,-0.044,-0.683
-0.022,-0.022,-0.657
0.106,-0.039,-0.68
0.013,-0.11,-0.931
0.066,-0.143,-0.971
-0.006,-0.067,-0.883
0.094,0.04,-0.941
0.017,0.056,-0.927
-0.044,-0.029,-0.913
-0.006,-0.064,-0.883
0.062,-0.159,-0.764
0.012,-0.102,-0.985
-0.001,-0.25,-1.035
0.006,-0.212,-1.064
-0.018,-0.163,-1.134
-0.018,-0.17,-1.098
-0.024,-0.097,-1.226
-0.051,-0.099,-1.192
-0.03,-0.013,-1.26
0.075,-0.028,-1.255
0.078,-0.028,-1.128
-0.009,0.005,-1.2
-0.073,-0.062,-1.141
0.018,-0.426,-0.845
-0.01,0.097,-1.024
0.039,0.006,-1.027
-0.001,-0.058,-0.988
-0.012,-0.064,-0.979
-0.006,-0.023,-1.001
-0.007,-0.035,-0.994
-0.009,-0.048,-0.989
-0.004,-0.03,-0.997
-0.008,-0.042,-0.99
-0.006,-0.034,-0.994
-0.009,-0.04,-0.992
-0.007,-0.036,-0.994
-0.008,-0.038,-0.993
-0.417,0.614,-1.368
0.045,-0.346,-1.727
0.12,-0.247,-1.527
0.091,-0.083,-1.438
0.076,-0.144,-1.315
0.266,0.006,-1.425
0.178,-0.085,-1.249
0.275,0.012,-1.062
0.211,0.073,-1.049
0.103,0.022,-0.825
0.326,-0.217,-0.567
0.033,-0.099,-0.636
0.014,-0.022,-0.76
-0.056,0.007,-0.761
0.111,0.224,-0.849
0.046,0.336,-0.928
-0.034,0.178,-0.874
0.065,0.227,-0.86
-0.042,0.125,-0.805
0.134,0.244,-0.73
0.154,0.207,-0.979
0.02,0.131,-0.911
0.226,0.049,-1.042
0.167,0.006,-0.985
0.316,0.041,-0.964
0.235,0.003,-0.967
0.26,-0.133,-0.915
0.235,-0.121,-0.996
0.204,-0.076,-0.961
0.213,0.002,-1.043
0.179,0.005,-1.0
0.079,-0.054,-0.995
0.043,-0.025,-0.987
0.019,0.048,-0.986
-0.02,0.103,-1.066
-0.033,0.08,-0.963
-0.045,0.08,-0.989
-0.061,-0.06,-0.884
-0.011,0.001,-0.934
0.039,-0.03,-0.944
0.075,-0.042,-0.927
0.023,-0.117,-0.941
-0.04,-0.213,-0.919
-0.037,-0.204,-0.969
-0.033,-0.219,-0.94
-0.107,-0.189,-0.949
0.008,-0.17,-0.924
-0.072,-0.32,-0.986
-0.001,-0.254,-1.056
-0.037,-0.212,-1.089
-0.032,-0.124,-1.141
-0.02,-0.069,-1.126
-0.14,-0.069,-1.174
-0.177,0.0,-1.215
-0.306,0.074,-1.229
-0.248,0.157,-1.238
-0.254,0.133,-1.174
-0.239,0.143,-1.175
-0.103,0.062,-1.058
-0.094,-0.01,-1.078
-0.123,0.003,-1.044
-0.121,0.042,-0.989
-0.074,0.104,-0.96
-0.067,0.085,-0.982
-0.001,0.031,-0.916
-0.016,-0.003,-1.025
0.042,0.089,-1.088
0.066,0.081,-1.106
0.141,0.155,-1.063
0.081,-0.013,-0.913
0.091,0.004,-0.928
-0.03,0.04,-0.965
-0.069,0.069,-0.914
-0.041,0.118,-0.939
-0.088,0.11,-0.999
-0.057,0.01,-1.035
-0.045,0.093,-1.078
-0.038,0.128,-1.052
-0.053,0.118,-0.883
-0.079,0.17,-0.845
-0.129,0.137,-0.907
0.05,0.111,-0.868
0.073,-0.092,-0.804
0.035,0.008,-0.764
0.07,-0.007,-0.951
0.153,-0.031,-1.136
0.122,-0.075,-1.08
-0.022,-0.16,-1.057
-0.015,0.074,-1.001
0.116,0.071,-1.054
-0.061,-0.132,-0.96
-0.042,-0.014,-1.001
0.041,0.004,-0.884
-0.015,-0.084,-0.974
-0.005,-0.129,-0.917
0.321,0.102,-1.335
-0.165,-0.028,-1.43
-0.019,-0.094,-1.004
0.012,0.145,-1.056
-0.049,0.035,-1.014
-0.076,-0.169,-0.951
-0.024,-0.116,-0.95
0.04,0.079,-1.065
0.016,0.064,-1.025
-0.012,-0.058,-0.987
-0.022,-0.087,-0.972
-0.003,-0.009,-0.997
0.005,0.021,-1.009
0.0,-0.004,-1.0
-0.017,-0.047,-0.984
-0.244,-0.369,-1.199
0.112,-0.137,-1.213
-0.013,-0.319,-1.199
-0.141,-0.12,-1.111
-0.175,-0.033,-1.022
-0.318,0.119,-0.956
-0.235,0.161,-0.851
-0.199,0.114,-0.772
-0.202,0.081,-0.815
-0.036,0.128,-0.833
0.016,0.133,-0.81
-0.003,0.155,-0.815
0.02,0.174,-0.891
-0.021,0.162,-0.837
-0.052,0.132,-0.965
0.0,0.092,-0.922
0.082,0.037,-0.938
0.086,0.055,-0.839
0.124,-0.005,-0.813
0.078,0.073,-0.997
0.047,0.02,-1.07
0.0,0.031,-1.021
-0.04,-0.03,-1.152
-0.139,-0.031,-1.249
-0.196,-0.059,-1.253
-0.184,-0.091,-1.215
-0.283,-0.085,-1.116
-0.252,-0.096,-1.102
-0.158,-0.075,-0.916
-0.149,-0.034,-0.845
-0.164,0.005,-0.882
-0.119,0.095,-0.899
-0.137,0.062,-1.082
-0.158,0.032,-1.139
0.037,0.043,-1.22
-0.12,-0.104,-1.01
-0.048,-0.087,-0.973
-0.023,-0.006,-0.919
-0.071,-0.006,-0.882
-0.102,0.065,-0.837
-0.096,0.126,-0.945
-0.04,0.103,-0.95
-0.026,0.032,-1.031
-0.014,0.059,-1.107
-0.005,0.033,-1.077
-0.113,0.044,-1.135
-0.015,0.0,-0.906
-0.18,-0.014,-1.001
-0.108,-0.018,-1.0
-0.002,-0.07,-0.861
0.01,-0.001,-0.834
-0.034,0.064,-0.904
-0.031,-0.027,-0.941
-0.053,-0.098,-1.071
-0.013,-0.095,-1.206
-0.038,-0.065,-1.088
-0.028,-0.051,-1.017
0.063,0.0,-1.055
-0.055,-0.049,-0.875
-0.112,-0.042,-0.87
-0.144,0.03,-0.835
-0.098,-0.069,-0.937
-0.074,-0.12,-1.063
-0.061,-0.072,-0.956
-0.155,-0.175,-1.081
-0.01,-0.14,-1.067
-0.065,-0.222,-0.923
0.02,-0.163,-0.993
0.097,-0.152,-1.028
0.118,-0.098,-1.039
0.244,-0.031,-1.074
0.122,-0.041,-1.29
0.098,-0.069,-1.178
0.091,-0.052,-1.014
0.003,-0.012,-0.932
0.005,0.043,-0.97
-0.012,-0.007,-0.975
-0.09,0.047,-0.963
-0.061,0.075,-0.999
-0.061,0.11,-0.963
-0.058,0.129,-0.92
-0.024,0.211,-0.922
-0.037,0.199,-0.938
-0.025,0.143,-1.033
-0.051,0.18,-1.018
-0.038,0.097,-0.936
-0.11,0.074,-0.966
-0.101,0.097,-0.922
-0.172,0.014,-0.9
-0.124,0.041,-0.954
-0.083,0.0,-1.018
-0.068,-0.061,-1.082
0.013,-0.075,-1.185
0.171,-0.02,-1.242
0.11,-0.13,-1.071
0.147,-0.182,-1.041
0.124,-0.088,-1.028
0.099,-0.053,-0.857
0.061,0.044,-0.82
0.064,0.068,-0.826
0.008,0.022,-0.833
0.016,0.016,-0.953
0.007,0.02,-1.122
-0.011,-0.045,-1.096
-0.041,-0.05,-1.199
-0.126,-0.168,-1.102
-0.116,-0.168,-1.054
-0.057,-0.176,-0.922
0.014,-0.156,-0.832
0.098,-0.077,-0.865
0.021,-0.14,-1.058
0.058,-0.188,-1.039
-0.119,-0.112,-1.013
-0.127,0.021,-0.96
-0.1,0.078,-0.957
-0.133,0.019,-0.909
-0.118,0.069,-0.955
-0.123,0.147,-0.921
-0.118,0.107,-0.876
-0.136,0.081,-1.027
-0.049,-0.108,-0.969
0.082,-0.123,-1.08
0.012,-0.181,-1.169
0.282,-0.202,-1.097
0.055,-0.11,-1.078
0.133,-0.06,-0.938
0.125,-0.034,-0.835
0.043,0.054,-0.886
0.007,-0.033,-0.895
-0.107,0.033,-1.149
-0.02,0.059,-1.122
0.012,0.012,-1.135
-0.068,0.038,-1.236
-0.077,-0.084,-0.955
-0.166,-0.004,-1.046
-0.186,0.009,-1.024
-0.208,-0.008,-0.855
-0.197,0.08,-0.892
-0.255,0.004,-0.932
-0.229,-0.104,-1.064
-0.077,-0.087,-1.214
-0.17,-0.082,-1.026
-0.129,-0.138,-0.936
-0.061,0.026,-1.07
-0.088,-0.063,-0.871
-0.148,-0.013,-0.848
-0.141,0.091,-0.913
0.096,0.039,-1.046
-0.011,0.039,-0.943
0.088,-0.132,-0.981
0.154,0.011,-1.164
0.037,-0.05,-1.187
-0.058,-0.153,-1.033
-0.058,-0.115,-1.125
-0.106,-0.131,-0.828
-0.088,0.029,-0.758
-0.084,0.053,-0.758
-0.185,0.031,-0.932
-0.056,0.002,-1.016
0.011,-0.023,-1.137
-0.139,-0.175,-1.35
-0.21,-0.212,-1.198
-0.125,-0.136,-1.046
-0.08,-0.018,-0.932
-0.089,0.057,-0.812
-0.07,0.157,-0.82
-0.148,0.144,-0.951
-0.207,0.164,-0.895
-0.321,0.062,-1.029
-0.367,0.117,-1.369
-0.203,-0.042,-1.037
-0.076,-0.009,-1.024
-0.085,-0.005,-0.911
-0.069,0.032,-0.762
-0.029,-0.018,-0.809
-0.146,0.029,-0.739
0.113,-0.057,-1.198
0.033,-0.11,-0.915
0.167,-0.033,-1.22
0.232,0.158,-1.222
0.166,-0.05,-0.953
0.149,0.105,-1.016
0.157,0.055,-0.894
0.048,0.074,-0.768
0.055,0.176,-0.904
-0.111,0.211,-0.959
-0.244,0.144,-1.23
-0.084,0.143,-1.109
-0.189,-0.009,-1.171
-0.117,0.015,-1.096
-0.08,0.003,-0.835
-0.147,0.04,-1.051
-0.129,0.009,-0.727
0.011,-0.005,-0.704
-0.006,-0.044,-1.02
0.049,-0.037,-1.088
0.089,-0.129,-1.055
0.168,-0.033,-1.094
0.108,0.031,-1.134
0.205,0.091,-1.018
0.028,0.086,-0.768
0.13,0.042,-0.904
-0.056,0.137,-0.749
-0.088,0.096,-0.813
-0.153,0.021,-1.0
-0.127,-0.068,-0.947
-0.119,-0.157,-1.029
-0.128,0.006,-1.08
-0.082,-0.064,-0.921
0.036,0.007,-0.824
0.07,0.014,-0.656
0.024,-0.123,-0.648
0.058,-0.15,-0.604
-0.008,-0.061,-0.587
0.06,-0.219,-0.629
-0.149,-0.216,-1.092
0.098,-0.169,-0.799
-0.004,-0.269,-1.01
-0.02,-0.1,-1.209
-0.156,-0.267,-1.335
-0.173,-0.287,-1.356
-0.059,-0.23,-1.349
-0.137,-0.268,-1.344
-0.234,-0.232,-1.327
-0.535,-0.461,-1.442
0.008,0.117,-1.154
-0.036,-0.076,-1.0
-0.04,-0.047,-0.992
-0.02,-0.054,-0.988
-0.018,-0.043,-0.997
-0.018,-0.048,-0.989
-0.018,-0.048,-0.993
-0.018,-0.045,-0.995
-0.016,-0.046,-0.992
-0.019,-0.045,-0.993
-0.018,-0.046,-0.993
-0.017,-0.046,-0.993
-0.018,-0.045,-0.99
-0.019,-0.045,-0.992
-0.017,-0.046,-0.993
-0.018,-0.046,-0.994
-0.018,-0.045,-0.994
-0.019,-0.045,-0.991
-0.018,-0.045,-0.992
-0.018,-0.045,-0.993
-0.017,-0.045,-0.993
-0.046,-0.611,-1.291
0.253,-0.29,-1.451
0.078,-0.246,-1.461
0.04,-0.383,-1.43
0.183,-0.383,-1.356
0.049,-0.281,-1.403
0.102,-0.307,-1.264
0.127,-0.218,-0.961
0.088,-0.137,-0.913
0.062,-0.093,-0.646
0.087,0.049,-0.786
0.033,0.074,-0.518
0.016,0.071,-0.517
-0.062,-0.059,-0.578
0.133,-0.477,-0.449
-0.133,-0.25,-0.926
-0.083,-0.099,-0.913
-0.058,0.03,-1.078
0.014,-0.063,-0.903
0.012,-0.106,-0.864
-0.065,-0.254,-0.852
-0.02,-0.152,-0.851
0.014,-0.218,-1.039
-0.065,-0.206,-0.988
0.077,-0.178,-1.162
0.02,-0.181,-0.967
0.011,-0.113,-0.992
-0.075,-0.039,-0.961
-0.048,-0.068,-0.865
-0.164,-0.005,-0.87
0.081,0.111,-0.95
0.004,0.078,-0.948
-0.244,0.242,-1.029
-0.077,0.136,-0.958
-0.338,0.216,-1.098
-0.373,0.262,-1.088
-0.285,0.125,-0.945
-0.254,0.16,-0.991
-0.233,0.169,-0.933
-0.208,0.132,-0.876
-0.179,0.168,-0.92
-0.106,0.143,-0.943
-0.037,0.125,-0.955
0.031,0.196,-1.169
0.127,0.114,-1.09
0.187,0.074,-1.162
0.266,0.01,-0.977
0.247,0.0,-0.871
0.092,0.01,-0.845
-0.062,0.07,-0.856
0.035,0.017,-0.828
-0.115,0.125,-0.931
-0.277,0.213,-0.91
-0.282,0.34,-1.116
-0.366,0.346,-1.148
-0.444,0.198,-1.192
-0.432,0.051,-0.999
-0.3,-0.048,-0.962
-0.18,-0.171,-0.77
-0.063,-0.065,-0.799
-0.018,0.016,-0.902
0.083,-0.01,-0.92
0.121,-0.01,-1.128
0.198,-0.024,-1.083
0.246,0.035,-1.181
0.279,-0.019,-1.046
0.229,-0.029,-0.969
0.062,0.0,-0.851
-0.025,0.125,-0.857
0.017,0.074,-0.838
-0.204,0.096,-0.945
-0.256,0.172,-1.018
-0.409,0.314,-1.141
-0.443,0.334,-1.23
-0.378,0.118,-1.01
-0.299,0.03,-0.935
-0.203,-0.048,-0.866
-0.082,-0.019,-0.805
0.116,-0.016,-0.924
0.003,-0.005,-0.877
0.103,0.01,-1.032
0.205,-0.046,-1.09
0.155,0.049,-1.134
0.099,0.035,-1.075
0.128,0.068,-1.016
0.118,0.018,-0.94
0.029,-0.011,-0.838
-0.004,0.053,-0.807
-0.024,0.155,-0.922
0.039,0.169,-0.977
0.085,0.201,-1.163
0.032,0.147,-1.18
-0.179,0.095,-1.272
-0.142,0.0,-0.996
-0.23,0.025,-1.044
-0.172,-0.046,-0.943
-0.079,-0.051,-0.77
-0.03,0.029,-0.774
0.083,0.063,-0.78
0.126,0.137,-0.923
0.138,0.109,-1.011
0.036,0.133,-0.954
0.098,0.116,-0.957
0.048,0.048,-0.917
0.075,0.056,-0.856
0.083,0.125,-0.805
0.072,0.098,-0.774
-0.006,0.118,-0.749
0.035,0.103,-0.774
-0.101,0.077,-0.884
-0.047,0.001,-0.881
-0.11,-0.071,-0.899
-0.1,0.026,-1.086
-0.171,-0.151,-1.094
-0.068,-0.174,-1.247
-0.074,-0.133,-1.188
-0.071,-0.115,-1.332
-0.046,-0.283,-1.294
0.009,0.921,-1.76
0.461,-0.293,-0.595
0.11,0.138,-1.019
0.014,0.122,-0.92
-0.029,0.139,-0.907
-0.015,-0.045,-0.99
0.059,-0.33,-0.907
0.003,0.143,-0.989
-0.06,-0.103,-1.111
0.027,-0.095,-1.065
-0.016,-0.045,-1.0
0.012,-0.112,-0.987
-0.026,-0.094,-0.977
0.075,-0.042,-1.016
0.006,-0.084,-0.969
0.037,-0.054,-1.008
0.03,-0.072,-0.985
0.016,-0.07,-0.987
0.031,-0.069,-0.995
0.025,-0.068,-0.995
0.02,-0.073,-0.987
0.028,-0.067,-0.995
0.027,-0.069,-0.991
0.024,-0.07,-0.991
0.026,-0.068,-0.994
0.027,-0.069,-0.991
0.024,-0.07,-0.991
0.027,-0.069,-0.992
0.024,-0.069,-0.992
0.025,-0.069,-0.99
0.026,-0.068,-0.993
-0.273,-0.213,-1.451
-0.093,-0.55,-1.291
0.066,-0.435,-1.372
0.034,-0.299,-1.24
-0.032,-0.099,-1.216
-0.018,-0.131,-1.029
0.027,-0.095,-0.816
0.068,0.008,-0.864
0.097,-0.004,-0.798
0.2,-0.055,-0.74
0.213,-0.052,-0.862
0.272,-0.155,-0.852
0.228,-0.14,-0.932
0.195,-0.041,-1.114
0.165,-0.119,-0.976
0.103,-0.126,-1.1
0.007,-0.145,-1.004
-0.119,-0.008,-1.091
-0.265,-0.009,-1.135
-0.256,-0.02,-1.059
-0.258,-0.019,-0.911
-0.26,0.025,-0.786
-0.219,0.048,-0.791
-0.158,0.066,-0.861
-0.023,0.23,-0.929
0.038,0.185,-1.107
0.17,0.179,-1.096
0.262,0.203,-1.194
0.207,0.081,-1.273
0.216,-0.085,-1.027
0.017,-0.116,-1.04
-0.063,-0.058,-0.913
-0.078,0.0,-0.69
-0.239,0.193,-0.789
-0.475,0.454,-0.807
-0.196,0.159,-0.679
-0.351,0.474,-1.093
-0.371,0.532,-1.179
-0.332,0.048,-0.819
-0.385,0.167,-1.215
-0.225,-0.038,-0.976
-0.329,0.027,-0.949
-0.071,-0.09,-0.827
-0.004,-0.065,-0.843
0.009,-0.122,-0.817
0.397,0.198,-0.904
0.314,0.26,-1.103
0.293,0.16,-1.226
0.268,0.179,-1.366
0.323,0.066,-1.172
0.25,-0.117,-0.815
0.075,-0.046,-0.909
0.002,-0.173,-0.785
0.107,-0.16,-0.937
-0.116,-0.062,-0.823
-0.168,0.058,-0.957
-0.295,0.116,-1.172
-0.471,0.334,-1.257
-0.195,0.579,-1.453
-0.324,0.344,-1.13
-0.404,0.031,-0.889
-0.324,-0.087,-0.957
-0.197,-0.175,-0.805
-0.071,-0.175,-0.707
0.06,-0.08,-0.759
0.097,0.001,-0.781
0.121,0.173,-1.043
0.14,0.375,-1.221
0.222,0.438,-1.24
0.19,0.069,-1.063
0.155,0.094,-0.862
0.19,0.042,-0.925
0.058,0.087,-0.904
-0.023,0.088,-0.829
-0.125,0.181,-0.858
-0.23,0.239,-0.884
-0.276,0.335,-1.1
-0.229,0.354,-1.172
-0.28,0.398,-1.343
-0.29,0.254,-0.988
-0.277,0.208,-0.798
-0.322,0.257,-0.978
-0.317,0.125,-1.013
-0.249,-0.069,-0.799
-0.118,-0.082,-0.78
0.051,-0.015,-0.76
0.135,0.039,-0.9
0.192,0.184,-1.386
0.149,0.015,-1.282
0.079,-0.139,-0.999
0.087,-0.157,-0.833
0.135,-0.015,-0.966
-0.042,0.121,-0.8
0.109,0.086,-0.831
-0.184,0.273,-0.904
-0.283,0.388,-1.007
-0.414,0.358,-1.037
-0.558,0.333,-1.033
-0.581,0.259,-1.252
-0.541,0.036,-0.8
-0.587,-0.09,-0.829
-0.492,-0.064,-0.919
-0.382,-0.106,-0.886
-0.273,-0.124,-0.942
-0.076,-0.149,-0.87
0.132,-0.08,-0.815
0.132,-0.12,-0.96
0.246,0.007,-1.072
0.14,-0.172,-1.264
0.093,0.013,-0.957
0.157,0.092,-1.001
0.101,0.163,-0.982
-0.018,0.172,-0.808
-0.135,0.232,-0.717
-0.183,0.381,-0.794
-0.21,0.495,-0.849
-0.279,0.461,-1.032
-0.282,0.467,-1.059
-0.305,0.097,-1.132
-0.216,0.252,-1.031
-0.336,-0.047,-1.059
-0.19,-0.04,-0.857
-0.08,-0.015,-0.777
0.031,0.02,-0.814
0.144,0.051,-0.849
0.099,0.018,-1.074
0.062,0.01,-1.155
0.01,0.22,-1.281
0.069,0.066,-1.056
0.061,0.065,-0.948
0.019,0.083,-0.925
