accX[g],accY[g],accZ[g]
0.021,0.075,-0.878
-0.073,0.062,-0.839
-0.213,0.144,-0.802
-0.294,0.258,-0.82
-0.368,0.289,-1.012
-0.357,0.222,-1.079
-0.369,0.165,-1.276
-0.297,-0.024,-0.926
-0.283,-0.064,-0.996
-0.256,-0.123,-1.073
-0.249,-0.163,-1.016
-0.182,-0.111,-0.933
-0.123,-0.023,-0.91
-0.039,0.09,-0.922
0.102,0.108,-0.928
0.126,0.096,-0.958
0.117,0.012,-1.11
0.226,-0.089,-1.146
0.29,-0.186,-1.032
0.244,-0.181,-0.992
0.203,-0.06,-0.835
0.035,0.02,-0.818
-0.065,0.042,-0.846
-0.363,-0.054,-1.015
-0.428,0.036,-1.062
-0.388,0.129,-1.042
-0.282,0.22,-1.193
-0.112,0.264,-1.011
-0.053,0.171,-0.875
-0.156,0.05,-0.791
-0.246,0.043,-0.933
-0.228,0.015,-0.988
-0.199,-0.036,-0.964
-0.191,0.021,-0.966
-0.166,0.077,-1.013
-0.106,0.018,-1.07
-0.065,-0.039,-1.072
-0.045,-0.007,-1.252
-0.092,0.015,-1.194
-0.103,-0.042,-0.889
-0.082,0.112,-1.026
-0.01,0.06,-0.894
-0.082,0.117,-0.806
-0.114,0.285,-0.809
-0.135,0.342,-0.857
-0.109,0.371,-0.867
-0.072,0.285,-0.984
-0.131,0.229,-1.079
-0.237,0.041,-1.403
-0.236,-0.14,-1.183
-0.181,-0.232,-1.106
-0.17,-0.255,-0.951
-0.084,-0.237,-0.861
-0.043,-0.193,-0.863
0.024,-0.139,-0.981
0.34,-0.19,-0.781
0.347,-0.08,-0.981
0.455,0.065,-1.059
0.528,0.107,-0.979
0.334,-0.101,-0.741
0.209,0.029,-0.89
0.093,0.082,-0.906
0.003,0.149,-0.894
-0.084,0.207,-0.881
-0.144,0.218,-0.885
-0.171,0.245,-0.95
-0.202,0.211,-1.206
-0.136,0.175,-1.129
-0.132,0.142,-1.181
-0.099,-0.032,-0.896
-0.058,-0.019,-0.801
-0.099,-0.137,-0.891
-0.029,-0.045,-0.972
0.105,-0.049,-0.982
-0.003,-0.006,-0.954
0.086,-0.045,-0.95
0.012,-0.205,-1.111
-0.025,-0.257,-1.294
-0.025,-0.17,-1.206
-0.024,-0.18,-0.868
-0.092,-0.021,-0.84
0.015,0.066,-0.984
-0.123,-0.052,-0.847
-0.047,0.048,-0.825
-0.198,0.066,-0.804
-0.171,0.041,-0.887
-0.13,-0.005,-1.199
-0.172,0.023,-1.231
-0.248,-0.064,-0.971
-0.17,-0.15,-1.065
-0.207,0.031,-1.137
-0.086,0.07,-0.981
-0.027,-0.031,-0.924
-0.092,0.009,-1.032
-0.053,-0.048,-0.964
-0.206,-0.184,-1.027
-0.123,-0.192,-0.976
-0.001,0.077,-1.02
-0.057,0.122,-0.919
-0.011,0.071,-0.963
-0.038,0.114,-0.941
0.021,0.121,-0.889
0.051,0.083,-0.822
0.004,-0.01,-0.942
-0.076,-0.096,-1.089
0.023,0.107,-0.98
-0.089,-0.101,-0.951
0.0,-0.011,-0.97
-0.05,-0.058,-0.926
-0.036,-0.025,-0.905
0.055,-0.097,-0.841
-0.006,-0.103,-1.022
0.273,-0.222,-0.623
0.069,-0.351,-1.122
0.363,0.249,-0.946
-0.123,0.302,-1.097
0.071,0.032,-1.016
-0.061,-0.185,-0.957
-0.03,-0.18,-0.895
-0.014,-0.029,-1.017
-0.012,0.036,-1.021
-0.013,-0.026,-0.997
-0.025,-0.074,-0.98
-0.019,-0.039,-0.993
-0.009,-0.02,-0.999
-0.015,-0.045,-0.99
-0.018,-0.043,-0.993
-0.015,-0.031,-0.995
-0.015,-0.038,-0.991
-0.016,-0.039,-0.991
-0.015,-0.036,-0.991
-0.017,-0.037,-0.993
-0.016,-0.038,-0.991
-0.015,-0.037,-0.993
-0.017,-0.039,-0.992
-0.016,-0.036,-0.992
-0.015,-0.037,-0.992
-0.016,-0.038,-0.993
0.128,0.004,-1.035
-0.286,0.048,-1.123
0.186,-0.136,-1.064
0.319,-0.454,-1.19
0.435,-0.114,-1.424
0.347,-0.151,-1.331
0.241,-0.2,-1.273
-0.008,0.001,-1.21
-0.225,0.167,-0.986
-0.29,0.051,-0.763
-0.201,-0.199,-0.649
-0.317,-0.252,-0.661
-0.539,-0.498,-0.556
-0.357,-0.372,-0.723
-0.109,-0.308,-0.898
-0.245,-0.169,-1.184
-0.228,-0.001,-1.212
0.013,-0.034,-1.128
-0.04,0.022,-0.999
-0.224,0.028,-0.97
-0.222,0.027,-0.759
-0.23,0.013,-0.691
-0.003,-0.139,-0.759
0.129,-0.191,-0.891
-0.28,-0.205,-1.04
-0.203,-0.31,-0.996
-0.21,-0.097,-0.919
-0.259,-0.026,-0.835
-0.313,0.084,-0.953
-0.385,0.03,-1.026
-0.384,-0.139,-1.221
-0.308,-0.109,-1.011
-0.448,-0.16,-1.137
-0.594,-0.236,-1.093
-0.546,-0.263,-0.903
-0.571,-0.334,-0.901
-0.456,-0.4,-0.969
-0.256,-0.517,-0.926
-0.1,-0.365,-0.938
0.181,-0.27,-0.772
0.268,-0.076,-0.701
0.433,-0.132,-0.654
0.473,-0.441,-0.742
0.159,-0.803,-0.844
0.064,-0.88,-0.993
0.05,-0.734,-0.613
-0.09,-0.63,-0.513
-0.522,-0.562,-0.53
-0.712,-0.446,-0.66
-0.692,-0.359,-0.663
-0.875,-0.329,-0.632
-0.971,-0.434,-0.796
-0.867,-0.547,-0.843
-0.609,-0.694,-0.588
-0.477,-0.683,-0.542
-0.436,-0.72,-0.589
-0.336,-0.752,-0.537
-0.328,-0.631,-0.617
-0.313,-0.658,-0.673
-0.346,-0.687,-0.572
-0.497,-0.765,-0.486
-0.612,-0.897,-0.478
-0.725,-1.042,-0.454
-0.554,-1.129,-0.347
-0.409,-1.02,-0.243
-0.491,-0.864,-0.447
-0.458,-0.871,-0.398
-0.535,-0.737,-0.416
-0.627,-0.623,-0.582
-0.637,-0.489,-0.438
-0.696,-0.458,-0.421
-0.835,-0.486,-0.358
-0.515,-0.726,-0.446
-0.882,-0.589,-0.391
-0.909,-0.934,-0.176
-0.825,-1.2,-0.055
-0.554,-1.225,0.085
-0.368,-1.005,-0.053
-0.394,-1.056,-0.172
-0.225,-1.02,-0.272
-0.025,-0.994,-0.273
0.16,-0.973,-0.156
0.311,-1.052,-0.17
0.218,-1.145,-0.381
0.334,-1.049,-0.342
0.225,-1.047,-0.357
0.199,-0.949,-0.224
0.035,-0.947,-0.219
0.207,-0.815,-0.172
0.128,-0.833,-0.198
0.136,-0.939,-0.213
0.086,-0.975,-0.293
0.009,-1.07,-0.341
-0.085,-0.981,-0.386
-0.381,-1.298,-0.288
-0.416,-1.256,-0.174
-0.431,-1.163,-0.131
-0.384,-1.113,-0.116
-0.222,-0.944,-0.059
-0.101,-0.854,-0.15
0.031,-0.836,-0.147
0.183,-0.822,-0.153
0.221,-0.937,-0.165
0.203,-1.053,-0.103
-0.078,-1.104,-0.181
-0.158,-1.081,-0.18
-0.179,-0.921,-0.091
-0.271,-0.853,-0.159
-0.347,-0.847,-0.129
-0.393,-0.826,-0.118
-0.39,-0.736,-0.338
-0.665,-0.738,-0.439
-0.727,-0.853,-0.484
-0.748,-0.886,-0.537
-0.843,-1.123,-0.36
-0.637,-1.149,-0.135
-0.622,-1.012,-0.121
-0.405,-0.924,-0.165
-0.267,-0.906,-0.018
-0.012,-0.871,0.041
0.058,-0.87,-0.108
0.248,-0.981,-0.068
0.32,-0.995,-0.177
0.315,-1.024,-0.163
0.146,-1.085,-0.364
0.178,-1.125,-0.168
0.119,-0.99,-0.143
-0.08,-0.947,-0.128
-0.118,-0.982,-0.121
-0.186,-0.984,-0.088
-0.291,-0.902,-0.208
-0.387,-0.872,-0.327
-0.452,-0.926,-0.412
-0.648,-1.078,-0.481
-0.512,-1.313,-0.256
-0.478,-1.082,-0.246
-0.506,-0.98,-0.209
-0.355,-0.898,-0.169
-0.146,-0.818,-0.189
-0.113,-0.808,-0.158
0.237,-0.831,-0.137
0.336,-0.8,-0.374
0.464,-0.725,-0.447
0.462,-1.051,-0.196
0.193,-1.282,-0.213
0.162,-1.143,-0.204
0.067,-1.023,-0.175
-0.046,-1.045,-0.135
-0.179,-0.928,-0.241
-0.259,-0.892,-0.289
-0.389,-0.904,-0.358
-0.481,-0.848,-0.462
-0.47,-0.856,-0.508
-0.693,-0.934,-0.613
-0.606,-1.128,-0.357
-0.502,-0.951,-0.288
-0.402,-0.776,-0.352
-0.35,-0.744,-0.27
-0.207,-0.834,-0.243
-0.048,-0.844,-0.312
0.094,-0.841,-0.401
0.228,-0.787,-0.472
0.329,-0.876,-0.595
0.308,-0.976,-0.463
0.09,-1.199,-0.292
0.144,-1.051,-0.322
0.059,-0.966,-0.308
-0.066,-0.936,-0.187
-0.243,-0.813,-0.245
-0.467,-0.76,-0.26
-0.528,-0.753,-0.339
-0.842,-0.787,-0.419
-0.729,-0.806,-0.455
-0.772,-0.881,-0.509
-0.789,-0.985,-0.362
-0.704,-0.92,-0.262
-0.451,-0.825,-0.14
-0.691,-0.847,-0.23
-0.202,-0.824,-0.242
-0.305,-0.812,-0.187
-0.054,-0.911,-0.266
0.06,-0.917,-0.335
0.231,-0.882,-0.441
0.177,-0.863,-0.524
-0.302,-0.983,-1.12
0.337,-0.851,-0.531
0.188,-0.808,-0.414
0.063,-0.787,-0.386
-0.121,-0.746,-0.329
-0.329,-0.754,-0.343
-0.538,-0.835,-0.351
-0.676,-0.903,-0.404
-0.77,-0.991,-0.353
-0.757,-0.901,-0.463
-0.802,-0.972,-0.412
-0.642,-0.895,-0.314
-0.576,-0.925,-0.294
-0.44,-1.029,-0.173
-0.19,-0.919,-0.144
-0.049,-0.74,-0.236
0.144,-0.688,-0.257
0.271,-0.91,-0.214
0.409,-1.045,-0.231
0.339,-1.074,-0.249
0.292,-1.281,-0.076
0.192,-1.084,-0.185
0.11,-0.963,-0.177
0.048,-0.864,-0.088
-0.215,-0.78,-0.267
-0.225,-0.857,-0.279
-0.386,-0.806,-0.241
-0.49,-0.863,-0.285
-0.529,-0.957,-0.32
-0.454,-1.027,-0.258
-0.424,-1.04,-0.263
-0.312,-1.054,-0.145
-0.233,-0.981,-0.083
-0.217,-0.964,-0.071
-0.134,-0.981,-0.056
-0.049,-1.097,-0.007
0.095,-0.975,0.034
0.162,-0.846,0.058
0.106,-1.02,0.156
0.097,-1.054,0.209
-0.004,-0.983,0.044
0.003,-1.052,0.202
-0.111,-1.254,0.147
-0.204,-1.337,-0.068
-0.09,-1.171,0.111
0.001,-0.906,-0.006
0.03,-0.789,-0.197
0.068,-0.74,-0.309
-0.085,-0.766,-0.421
-0.052,-0.876,-0.315
-0.037,-0.875,-0.134
-0.077,-1.048,0.022
-0.135,-1.056,-0.005
-0.428,-1.671,-0.683
0.209,-1.06,0.206
-0.085,-1.064,0.195
0.012,-0.988,0.15
-0.14,-1.07,0.124
-0.01,-0.966,-0.046
-0.061,-1.003,0.055
0.009,-1.038,0.21
0.024,-1.019,0.256
-0.035,-1.039,0.187
-0.021,-1.018,0.03
-0.1,-0.989,0.01
-0.039,-0.989,0.022
-0.026,-1.028,0.141
-0.003,-1.026,0.202
-0.026,-1.026,0.145
-0.04,-1.008,0.054
-0.065,-1.004,0.038
-0.039,-1.008,0.07
-0.051,-1.103,0.161
-0.221,-1.253,0.256
-0.034,-1.043,0.088
-0.135,-1.175,0.085
-0.04,-1.231,0.175
-0.035,-1.093,0.059
-0.198,-1.103,0.076
0.026,-1.006,-0.013
-0.133,-0.915,0.071
-0.107,-0.825,0.157
-0.131,-0.846,0.231
-0.114,-0.809,0.346
-0.08,-0.643,0.437
-0.124,-0.451,0.653
-0.121,-0.185,0.802
-0.006,-0.178,1.017
-0.023,0.097,1.051
-0.149,0.3,1.074
0.0,0.014,1.182
-0.163,-0.184,1.523
-0.228,-0.092,1.448
-0.349,0.549,1.138
-0.323,0.443,0.837
-0.315,0.403,0.925
-0.284,0.406,0.943
-0.213,0.394,0.929
-0.091,0.369,0.92
0.031,0.321,0.957
0.176,0.325,1.028
0.307,0.245,0.977
0.352,0.25,0.808
0.353,0.167,0.828
0.214,-0.011,0.836
0.097,0.019,0.73
-0.088,0.026,0.876
-0.263,-0.066,1.007
-0.332,0.02,1.002
-0.405,0.06,1.069
-0.423,0.144,1.175
-0.47,0.228,1.157
-0.28,0.317,1.315
-0.158,0.385,1.218
-0.09,0.489,1.054
-0.019,0.411,0.866
0.04,0.371,0.753
0.224,0.257,0.754
0.255,0.116,0.851
0.401,0.149,0.833
0.369,0.069,0.957
0.448,0.192,1.024
0.424,0.052,1.258
0.298,-0.031,0.976
0.211,0.161,0.836
0.046,0.191,0.985
-0.14,0.223,1.008
-0.277,0.077,1.064
-0.457,0.066,1.04
-0.692,0.019,1.115
-0.796,0.04,1.293
-0.783,0.029,1.333
-0.761,0.161,1.168
-0.654,0.102,0.904
-0.518,0.22,0.721
-0.366,0.2,0.698
-0.165,0.11,0.697
-0.06,0.051,0.714
-0.088,-0.005,0.766
-0.16,-0.024,0.854
-0.374,-0.026,1.034
-0.277,0.029,0.902
-0.245,-0.04,1.037
-0.276,-0.016,1.023
-0.39,-0.029,1.027
-0.4,-0.223,0.751
-0.44,-0.127,0.949
-0.528,-0.193,0.581
-0.693,-0.218,0.632
-0.809,-0.178,0.819
-0.924,0.042,1.168
-0.789,-0.112,0.955
-0.737,-0.085,1.089
-0.591,0.136,0.801
-0.295,0.137,0.758
-0.307,0.138,0.727
-0.337,0.071,0.865
-0.266,-0.005,0.932
-0.237,0.027,0.946
-0.293,0.065,1.034
-0.364,-0.004,1.014
-0.375,-0.04,1.046
-0.208,-0.156,0.983
-0.246,-0.029,0.882
-0.334,-0.042,0.86
-0.418,-0.045,0.674
-0.486,-0.172,0.668
-0.64,-0.191,0.684
-0.754,-0.246,0.866
-0.825,-0.136,0.976
-0.813,-0.079,0.963
-0.919,0.038,1.075
-0.755,0.007,0.941
-0.687,0.29,0.676
-0.488,0.241,0.803
-0.407,0.248,0.751
-0.401,0.28,0.76
-0.127,0.241,0.683
0.021,0.157,0.809
0.119,0.094,0.943
0.269,0.159,0.92
0.251,0.171,1.144
0.238,0.115,1.186
0.139,0.187,1.078
-0.023,0.079,1.055
-0.241,0.06,1.049
-0.42,-0.011,1.092
-0.546,-0.045,1.121
-0.61,0.094,1.097
-0.526,0.208,1.256
-0.453,0.282,1.274
-0.303,0.287,1.13
-0.203,0.324,0.995
-0.093,0.33,0.874
-0.03,0.24,0.754
0.097,0.147,0.823
0.278,0.092,0.791
0.452,-0.038,0.797
0.541,0.097,0.848
0.472,0.35,0.914
0.373,0.282,1.27
0.307,0.13,1.274
0.129,0.283,0.899
0.012,0.296,0.817
-0.208,0.155,0.926
-0.337,0.045,0.909
-0.434,-0.023,0.922
-0.571,-0.059,1.018
-0.576,0.099,1.098
-0.543,0.09,1.202
-0.496,0.342,1.178
-0.378,0.239,1.291
-0.294,0.318,1.045
-0.187,0.447,0.879
-0.034,0.388,0.955
0.027,0.318,0.939
0.115,0.241,0.938
0.145,0.225,0.953
0.201,0.239,0.878
0.193,0.31,0.894
0.152,0.308,0.929
0.143,0.04,1.119
0.15,0.134,1.041
0.067,0.142,1.136
0.134,0.199,1.126
-0.122,0.129,0.909
-0.046,0.157,0.987
-0.204,0.052,0.975
-0.238,0.112,1.052
-0.284,0.174,1.133
-0.312,0.263,1.056
-0.348,0.482,0.858
-0.286,0.527,0.842
-0.169,0.326,1.022
-0.263,0.164,0.982
-0.359,0.169,0.93
-0.301,0.219,0.931
-0.292,0.196,0.944
-0.287,0.146,1.127
-0.264,0.251,1.106
-0.3,0.175,1.004
-0.13,0.329,1.015
-0.107,0.134,0.985
0.05,0.04,0.971
-0.023,0.185,0.785
-0.257,0.17,0.796
-0.27,-0.023,0.94
-0.475,-0.114,0.905
-0.474,-0.076,1.083
-0.521,-0.105,1.038
-0.437,-0.017,1.188
-0.463,0.063,1.069
-0.444,0.086,1.041
-0.542,0.095,0.953
-0.406,0.197,0.907
-0.455,0.19,0.837
-0.414,-0.068,0.822
-0.34,-0.242,0.943
-0.385,-0.215,0.944
-0.375,-0.164,0.91
-0.428,-0.127,0.955
-0.592,-0.026,0.836
-0.594,-0.205,0.793
-0.488,-0.19,0.846
-0.602,-0.116,0.704
-0.67,0.007,0.703
-0.74,-0.043,0.556
-0.797,-0.087,0.476
-0.925,-0.13,0.484
-1.023,-0.083,0.554
-1.018,-0.136,0.613
-0.997,0.102,0.586
-1.206,0.066,0.628
-1.022,-0.041,0.665
-0.922,-0.09,0.956
-0.954,-0.22,1.023
-0.96,-0.331,0.999
-0.824,-0.236,0.901
-0.894,-0.205,0.858
-0.966,-0.133,0.649
-1.075,-0.102,0.606
-1.079,-0.089,0.395
-0.881,0.049,0.138
-0.644,0.103,0.063
-0.661,0.002,-0.012
-0.685,-0.107,-0.197
-0.184,-0.224,-0.373
0.173,-0.47,-0.631
-0.061,-0.199,-0.604
-0.382,-0.448,-1.274
-0.13,-0.274,-0.977
0.183,-0.252,-1.21
-0.051,-0.026,-1.123
0.089,-0.199,-1.044
-0.083,-0.105,-1.232
-0.009,-0.245,-0.919
-0.034,-0.132,-1.051
-0.064,-0.04,-1.033
-0.014,0.118,-1.054
0.265,0.288,-1.317
-0.299,0.06,-0.859
-0.017,-0.454,-0.968
-0.029,-0.124,-0.948
-0.18,0.105,-1.211
0.01,-0.052,-1.008
-0.003,0.029,-1.004
-0.05,-0.053,-1.001
-0.022,-0.021,-0.998
-0.014,-0.027,-0.992
-0.013,-0.028,-0.993
-0.015,-0.029,-0.993
-0.011,-0.028,-0.993
-0.013,-0.027,-0.992
-0.01,-0.028,-0.992
-0.014,-0.027,-0.992
-0.01,-0.028,-0.993
-0.013,-0.029,-0.991
-0.013,-0.028,-0.992
-0.012,-0.027,-0.993
-0.013,-0.029,-0.993
-0.012,-0.028,-0.989
-0.012,-0.029,-0.991
-0.01,-0.027,-0.992
-0.012,-0.029,-0.992
-0.011,-0.028,-0.992
-0.014,-0.028,-0.993
-0.013,-0.029,-0.992
-0.014,-0.027,-0.993
-0.012,-0.027,-0.992
-0.014,-0.027,-0.992
-0.014,-0.028,-0.992
-0.012,-0.027,-0.992
-0.013,-0.028,-0.993
-0.013,-0.03,-0.991
-0.012,-0.027,-0.992
-0.011,-0.03,-0.993
-0.015,-0.029,-0.991
0.009,-0.006,-1.06
-0.007,-0.033,-1.0
-0.034,-0.034,-0.98
-0.01,-0.021,-0.982
-0.01,-0.041,-0.966
-0.017,-0.029,-0.987
-0.01,-0.024,-0.993
-0.016,-0.029,-0.995
-0.008,-0.026,-0.997
-0.012,-0.027,-0.994
-0.012,-0.028,-0.992
-0.012,-0.029,-0.991
-0.011,-0.028,-0.992
-0.012,-0.029,-0.99
-0.014,-0.029,-0.991
-0.012,-0.028,-0.991
-0.012,-0.028,-0.993
-0.013,-0.029,-0.993
-0.012,-0.028,-0.993
-0.013,-0.028,-0.993
-0.012,-0.029,-0.993
-0.012,-0.028,-0.993
-0.012,-0.028,-0.993
-0.011,-0.028,-0.992
-0.012,-0.028,-0.993
-0.011,-0.028,-0.992
-0.013,-0.029,-0.992
-0.012,-0.028,-0.994
-0.012,-0.028,-0.993
-0.012,-0.028,-0.993
-0.012,-0.028,-0.993
-0.012,-0.028,-0.993
