#Format version: 1.0
time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[°C],hum[0,83,0,-1004,70,-770,140,,,,,,,0x03,
10,84,-1,-1004,70,-700,210,,,,,,,0x03,
19,84,0,-1006,140,-630,280,,,,,,,0x03,
29,84,-1,-1005,350,-490,350,,,,,,,0x03,
39,85,0,-1005,420,-490,490,,,,,,,0x03,
48,85,0,-1005,560,-420,490,,,,,,,0x03,
58,84,-2,-1005,560,-420,420,,,,,,,0x03,
68,84,-2,-1005,490,-420,420,,,,,,,0x03,
77,83,-2,-1003,350,-420,350,,,,,,,0x03,
87,84,-2,-1003,210,-490,350,,,,,,,0x03,
96,84,-1,-1004,140,-490,280,,,,,,,0x03,
106,85,-2,-1004,0,-420,350,,,,,,,0x03,
116,84,-2,-1005,0,-350,420,,,,,,,0x03,
125,84,-1,-1005,140,-210,420,,,,,,,0x03,
135,84,-1,-1005,140,-140,350,,,,,,,0x03,
145,86,-2,-1005,70,-210,210,,,,,,,0x03,
154,84,-2,-1004,-70,-210,140,,,,,,,0x03,
164,84,-2,-1004,-140,-280,140,,,,,,,0x03,
174,85,-1,-1005,-140,-210,140,,,,,,,0x03,
183,85,-1,-1005,-140,-140,140,,,,,,,0x03,
193,84,-1,-1005,-210,-140,210,,,,,,,0x03,
203,86,-2,-1003,-350,-140,210,,,,,,,0x03,
212,86,-2,-1003,-630,-280,140,,,,,,,0x03,
222,87,-2,-1002,-1050,-490,70,,,,,,,0x03,
231,87,-1,-1004,-1400,-630,0,,,,,,,0x03,
241,86,0,-1003,-1400,-700,-70,,,,,,,0x03,
251,85,0,-1004,-1400,-700,-70,,,,,,,0x03,
260,87,0,-1005,-1260,-700,0,,,,,,,0x03,
270,85,0,-1005,-1050,-630,0,,,,,,,0x03,
280,86,0,-1005,-770,-630,0,,,,,,,0x03,
289,85,0,-1004,-700,-630,0,,,,,,,0x03,
299,86,0,-1004,-560,-700,0,,,,,,,0x03,
309,86,0,-1005,-560,-770,-70,,,,,,,0x03,
318,85,0,-1004,-420,-770,0,,,,,,,0x03,
328,84,0,-1004,-280,-770,0,,,,,,,0x03,
338,85,1,-1003,-140,-700,70,,,,,,,0x03,
347,85,1,-1006,70,-630,140,,,,,,,0x03,
357,84,0,-1005,350,-700,280,,,,,,,0x03,
366,85,0,-1005,490,-700,350,,,,,,,0x03,
376,86,0,-1004,560,-700,350,,,,,,,0x03,
386,85,0,-1005,700,-770,350,,,,,,,0x03,
395,85,0,-1005,840,-770,350,,,,,,,0x03,
405,85,0,-1004,1050,-770,490,,,,,,,0x03,
415,84,-1,-1004,1120,-770,490,,,,,,,0x03,
424,85,-1,-1004,1120,-770,490,,,,,,,0x03,
434,86,0,-1005,1050,-700,420,,,,,,,0x03,
444,85,0,-1004,980,-770,420,,,,,,,0x03,
453,85,0,-1005,980,-840,350,,,,,,,0x03,
463,85,-2,-1006,1050,-840,350,,,,,,,0x03,
473,86,-2,-1005,1050,-840,280,,,,,,,0x03,
482,86,-1,-1004,910,-840,210,,,,,,,0x03,
492,86,-2,-1004,770,-840,210,,,,,,,0x03,
501,86,-1,-1005,630,-910,140,,,,,,,0x03,
511,86,-2,-1005,490,-840,70,,,,,,,0x03,
521,85,-2,-1005,350,-910,70,,,,,,,0x03,
530,85,-2,-1004,210,-910,0,,,,,,,0x03,
540,85,-2,-1003,140,-910,-70,,,,,,,0x03,
550,85,-2,-1004,0,-980,-70,,,,,,,0x03,
559,85,-2,-1005,0,-980,-140,,,,,,,0x03,
569,86,-3,-1005,-70,-980,-70,,,,,,,0x03,
579,85,-1,-1005,-70,-980,-70,,,,,,,0x03,
588,86,-2,-1005,70,-980,-70,,,,,,,0x03,
598,85,-2,-1004,70,-910,-70,,,,,,,0x03,
608,85,-1,-1004,140,-910,-140,,,,,,,0x03,
617,85,-2,-1004,140,-840,-70,,,,,,,0x03,
627,84,-2,-1006,210,-840,-140,,,,,,,0x03,
636,84,-2,-1005,280,-770,-70,,,,,,,0x03,
646,85,-2,-1005,350,-700,-70,,,,,,,0x03,
656,83,-2,-1005,420,-700,0,,,,,,,0x03,
665,85,-3,-1005,420,-630,0,,,,,,,0x03,
675,86,-2,-1004,350,-630,0,,,,,,,0x03,
685,85,-2,-1004,350,-630,0,,,,,,,0x03,
694,85,-2,-1004,350,-630,0,,,,,,,0x03,
704,85,-2,-1005,420,-630,70,,,,,,,0x03,
714,85,-2,-1005,420,-560,140,,,,,,,0x03,
723,84,-3,-1004,490,-560,140,,,,,,,0x03,
733,84,-2,-1004,560,-490,210,,,,,,,0x03,
743,84,-3,-1003,490,-560,140,,,,,,,0x03,
752,85,-3,-1004,490,-630,140,,,,,,,0x03,
762,84,-3,-1005,420,-630,210,,,,,,,0x03,
771,85,-3,-1005,490,-700,280,,,,,,,0x03,
781,86,-3,-1004,490,-700,280,,,,,,,0x03,
791,84,-3,-1004,560,-700,420,,,,,,,0x03,
800,86,-3,-1006,630,-700,420,,,,,,,0x03,
810,85,-4,-1006,700,-700,490,,,,,,,0x03,
820,86,-4,-1004,560,-770,420,,,,,,,0x03,
829,85,-4,-1004,350,-840,350,,,,,,,0x03,
839,85,-4,-1005,210,-910,280,,,,,,,0x03,
849,85,-4,-1004,210,-910,210,,,,,,,0x03,
858,85,-4,-1005,280,-840,210,,,,,,,0x03,
868,85,-4,-1003,280,-840,210,,,,,,,0x03,
878,85,-4,-1005,210,-910,210,,,,,,,0x03,
887,85,-4,-1004,140,-910,140,,,,,,,0x03,
897,86,-4,-1005,140,-840,210,,,,,,,0x03,
906,85,-4,-1004,210,-770,280,,,,,,,0x03,
916,85,-3,-1005,280,-770,280,,,,,,,0x03,
926,86,-3,-1004,420,-770,350,,,,,,,0x03,
935,85,-4,-1004,560,-700,420,,,,,,,0x03,
945,85,-3,-1006,840,-630,630,,,,,,,0x03,
955,84,-4,-1004,980,-560,840,,,,,,,0x03,
964,85,-5,-1006,910,-560,840,,,,,,,0x03,
974,85,-5,-1005,910,-490,770,,,,,,,0x03,
984,85,-4,-1007,980,-490,700,,,,,,,0x03,
993,85,-6,-1006,1190,-350,630,,,,,,,0x03,
1003,86,-5,-1007,1330,-280,630,,,,,,,0x03,
1013,85,-5,-1004,1470,-140,560,,,,,,,0x03,
1022,85,-5,-1004,1470,-140,560,,,,,,,0x03,
1032,85,-7,-1006,1540,-70,630,,,,,,,0x03,
1042,86,-5,-1005,1610,0,770,,,,,,,0x03,
1051,85,-4,-1006,1750,70,910,,,,,,,0x03,
1061,85,-5,-1004,2030,70,1190,,,,,,,0x03,
1070,87,-6,-1005,2170,140,1470,,,,,,,0x03,
1080,87,-8,-1005,2170,70,1470,,,,,,,0x03,
1090,87,-10,-1004,2170,70,1470,,,,,,,0x03,
1099,87,-10,-1004,1960,0,1260,,,,,,,0x03,
1109,88,-12,-1004,1680,-70,1050,,,,,,,0x03,
1119,87,-10,-1004,1470,-140,840,,,,,,,0x03,
1128,87,-10,-1004,1330,-140,700,,,,,,,0x03,
