#Format version: 1.0
time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[°C],hum[0,-1003,-30,-62,560,-420,-420,,,,,,,0x03,
10,-1002,-29,-63,350,-350,-280,,,,,,,0x03,
19,-1001,-27,-64,210,-280,-210,,,,,,,0x03,
29,-1000,-28,-64,140,-210,-280,,,,,,,0x03,
39,-1001,-29,-65,-70,-280,-490,,,,,,,0x03,
48,-1000,-27,-64,-210,-210,-490,,,,,,,0x03,
58,-1000,-23,-65,-350,-70,-630,,,,,,,0x03,
68,-1001,-25,-63,-350,0,-840,,,,,,,0x03,
77,-1002,-27,-66,-280,0,-1050,,,,,,,0x03,
87,-1002,-30,-66,-420,-140,-980,,,,,,,0x03,
97,-1002,-30,-65,-420,-280,-910,,,,,,,0x03,
106,-1001,-31,-64,-490,-420,-770,,,,,,,0x03,
116,-1001,-31,-67,-560,-490,-910,,,,,,,0x03,
126,-1000,-29,-63,-910,-350,-1190,,,,,,,0x03,
135,-999,-24,-60,-1400,70,-1680,,,,,,,0x03,
145,-999,-19,-59,-1400,630,-2380,,,,,,,0x03,
155,-1001,-22,-61,-1120,980,-3080,,,,,,,0x03,
164,-1002,-28,-65,-1190,1330,-3710,,,,,,,0x03,
174,-1001,-31,-68,-1330,1610,-3780,,,,,,,0x03,
184,-1001,-31,-69,-1330,1470,-3500,,,,,,,0x03,
193,-1001,-34,-69,-1050,1190,-3430,,,,,,,0x03,
203,-1002,-38,-71,-700,770,-3150,,,,,,,0x03,
213,-1002,-44,-73,-210,140,-2310,,,,,,,0x03,
222,-1002,-45,-73,-210,-420,-1400,,,,,,,0x03,
232,-1000,-41,-71,-420,-700,-910,,,,,,,0x03,
242,-999,-39,-69,-420,-910,-490,,,,,,,0x03,
251,-1001,-37,-67,-350,-1260,-140,,,,,,,0x03,
261,-1001,-33,-66,-70,-1330,140,,,,,,,0x03,
271,-999,-29,-65,140,-1190,210,,,,,,,0x03,
280,-999,-28,-64,0,-1120,-70,,,,,,,0x03,
290,-1002,-29,-65,70,-840,-560,,,,,,,0x03,
300,-1000,-31,-67,70,-630,-840,,,,,,,0x03,
309,-1001,-34,-67,70,-560,-980,,,,,,,0x03,
319,-1001,-33,-66,0,-700,-840,,,,,,,0x03,
329,-1002,-32,-65,0,-700,-700,,,,,,,0x03,
338,-998,-33,-65,140,-420,-770,,,,,,,0x03,
348,-1000,-35,-67,280,-280,-980,,,,,,,0x03,
358,-1002,-37,-67,350,-280,-910,,,,,,,0x03,
367,-1001,-37,-69,350,-490,-560,,,,,,,0x03,
377,-1000,-36,-66,280,-700,-350,,,,,,,0x03,
387,-1001,-34,-66,210,-630,-560,,,,,,,0x03,
397,-1003,-35,-64,210,-490,-560,,,,,,,0x03,
406,-1001,-34,-67,280,-350,-420,,,,,,,0x03,
416,-998,-31,-66,70,-350,-490,,,,,,,0x03,
426,-999,-27,-67,140,-210,-910,,,,,,,0x03,
