A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
-843	231	363
-755	144	387
-718	122	360
-689	129	287
-755	-49	105
-771	-51	26
-726	-103	29
-808	-129	-172
-775	-204	-202
-791	-278	-361
-670	-409	-475
-570	-413	-531
-628	-404	-767
-425	-473	-547
-449	-514	-939
-123	-692	-668
-248	-589	-786
-77	-650	-1024
121	-705	-816
111	-729	-861
179	-677	-958
254	-687	-928
419	-684	-833
423	-697	-907
537	-600	-960
584	-609	-738
651	-551	-890
635	-587	-685
688	-523	-756
692	-568	-668
687	-575	-730
666	-621	-693
681	-595	-775
681	-585	-770
665	-617	-800
652	-664	-880
634	-666	-924
624	-682	-975
592	-760	-1011
567	-741	-1040
467	-729	-1054
357	-734	-1041
271	-648	-1047
168	-668	-953
8	-541	-891
-96	-573	-791
-146	-519	-720
-280	-424	-617
-488	-366	-593
-585	-290	-470
-640	-143	-356
-710	-177	-289
-741	-63	-101
-756	-59	-86
-654	350	269
-749	204	272
-750	297	317
-774	343	134
-725	163	108
-767	118	9
-789	-19	-103
-808	40	-176
-770	-161	-299
-731	-187	-324
-613	-377	-492
-456	-412	-366
-343	-453	-736
-324	-565	-664
-349	-516	-669
-163	-771	-920
-65	-630	-761
149	-699	-1042
185	-670	-828
125	-693	-1111
288	-523	-922
330	-699	-893
412	-614	-917
524	-646	-827
501	-618	-823
646	-566	-833
608	-601	-841
685	-538	-674
736	-476	-735
723	-545	-688
705	-538	-732
700	-528	-737
692	-581	-773
686	-612	-877
676	-623	-901
671	-686	-953
649	-674	-1028
625	-698	-1076
592	-690	-1109
539	-728	-1125
449	-659	-1137
341	-732	-1047
193	-607	-1054
56	-545	-956
-67	-450	-750
-131	-390	-704
-259	-320	-571
-334	-256	-421
-441	-263	-394
-515	-154	-152
-623	-65	-174
-709	-11	18
-726	52	276
-858	30	144
-867	142	117
-872	-19	128
-828	51	82
-811	9	-20
-727	-37	-96
-782	-106	-231
-827	-174	-349
-597	-244	-386
-569	-351	-518
-518	-360	-815
-292	-500	-646
-245	-576	-812
-222	-687	-986
-17	-698	-791
2	-660	-932
171	-751	-852
324	-784	-1128
400	-737	-716
472	-757	-1004
508	-691	-748
608	-653	-883
678	-689	-790
698	-675	-825
727	-543	-625
772	-537	-579
820	-523	-559
805	-508	-616
763	-588	-588
773	-584	-563
754	-628	-656
764	-614	-689
739	-642	-822
754	-650	-865
812	-709	-878
820	-717	-980
754	-739	-999
712	-756	-1055
605	-755	-1094
479	-729	-1047
317	-703	-952
202	-702	-945
124	-576	-807
-15	-505	-853
-75	-513	-760
-337	-402	-496
-395	-280	-474
-502	-264	-272
-686	-199	-186
-688	-28	-35
-700	153	168
-765	220	180
-762	147	232
-749	138	220
-741	118	200
-733	97	53
-749	74	22
-764	6	-91
-706	-137	-217
-664	-189	-409
-614	-369	-620
-465	-447	-691
-289	-544	-726
-325	-508	-908
-266	-558	-785
-202	-442	-978
-25	-651	-998
220	-732	-856
146	-584	-971
282	-681	-871
356	-645	-983
480	-650	-899
529	-625	-930
574	-657	-872
639	-614	-750
698	-565	-714
769	-525	-802
776	-555	-658
785	-521	-574
795	-516	-646
797	-524	-558
773	-521	-564
782	-503	-622
752	-596	-634
756	-587	-698
747	-679	-798
731	-671	-837
770	-639	-867
760	-719	-963
772	-757	-1003
708	-728	-1055
566	-802	-1025
477	-725	-1084
316	-698	-1056
154	-672	-977
-15	-588	-901
-99	-402	-800
-253	-454	-720
-310	-333	-467
-344	-271	-361
-326	-186	-273
-608	-68	-140
-646	20	55
-858	173	106
-895	154	182
-803	198	144
-829	175	123
-787	147	48
-766	72	-3
-733	15	-99
-683	-106	-215
-693	-181	-479
-639	-281	-511
-495	-335	-562
-417	-246	-670
-387	-421	-815
-236	-649	-768
-187	-694	-1014
-133	-648	-873
104	-699	-896
215	-726	-965
280	-765	-907
361	-677	-893
485	-655	-963
556	-663	-840
523	-671	-897
609	-623	-742
654	-612	-812
764	-548	-723
768	-574	-628
738	-515	-682
795	-473	-551
833	-522	-663
869	-471	-488
825	-519	-582
786	-507	-626
750	-608	-662
768	-580	-701
762	-658	-852
774	-646	-813
784	-631	-930
765	-756	-975
