STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
-338 	 -102 	 -956 	
-306 	 -89 	 -944 	
-300 	 -95 	 -929 	
-319 	 -85 	 -937 	
-318 	 -76 	 -942 	
-315 	 -71 	 -947 	
-305 	 -74 	 -917 	
-331 	 -67 	 -947 	
-327 	 -67 	 -953 	
-293 	 -71 	 -924 	
-331 	 -63 	 -950 	
-313 	 -61 	 -936 	
-313 	 -58 	 -942 	
-322 	 -57 	 -935 	
-307 	 -59 	 -934 	
-320 	 -55 	 -941 	
-342 	 -50 	 -963 	
-320 	 -62 	 -919 	
-313 	 -52 	 -943 	
-332 	 -56 	 -934 	
-328 	 -50 	 -936 	
-333 	 -48 	 -942 	
-323 	 -51 	 -926 	
-334 	 -51 	 -935 	
-336 	 -38 	 -942 	
-332 	 -51 	 -947 	
-324 	 -38 	 -932 	
-339 	 -35 	 -947 	
-336 	 -37 	 -932 	
-329 	 -33 	 -916 	
-340 	 -26 	 -945 	
-337 	 -23 	 -948 	
-324 	 -28 	 -922 	
-347 	 -14 	 -943 	
-337 	 -17 	 -936 	
-331 	 -20 	 -919 	
-344 	 -12 	 -942 	
-338 	 -10 	 -934 	
-328 	 -4 	 -939 	
-346 	 -4 	 -945 	
-348 	 -6 	 -929 	
-335 	 -2 	 -919 	
-343 	 1 	 -941 	
-330 	 -1 	 -928 	
-337 	 5 	 -931 	
-348 	 0 	 -935 	
-344 	 2 	 -942 	
-342 	 2 	 -939 	
-336 	 5 	 -936 	
-352 	 9 	 -941 	
-349 	 10 	 -933 	
-342 	 18 	 -932 	
-364 	 17 	 -936 	
-338 	 23 	 -915 	
-340 	 31 	 -917 	
-338 	 28 	 -924 	
-348 	 33 	 -933 	
-354 	 33 	 -938 	
-359 	 30 	 -940 	
-360 	 40 	 -938 	
-354 	 42 	 -930 	
-338 	 47 	 -906 	
-386 	 50 	 -921 	
-373 	 47 	 -906 	
-366 	 55 	 -910 	
-408 	 52 	 -925 	
-376 	 44 	 -899 	
-373 	 46 	 -909 	
-414 	 48 	 -921 	
-400 	 47 	 -915 	
-384 	 45 	 -887 	
-432 	 52 	 -915 	
-431 	 46 	 -908 	
-399 	 53 	 -899 	
-433 	 45 	 -910 	
-406 	 47 	 -888 	
-410 	 50 	 -900 	
-418 	 51 	 -909 	
-412 	 50 	 -891 	
-422 	 57 	 -919 	
-428 	 64 	 -909 	
-434 	 64 	 -901 	
-439 	 68 	 -898 	
-461 	 72 	 -910 	
-439 	 69 	 -891 	
-408 	 96 	 -913 	
-407 	 103 	 -902 	
-391 	 104 	 -861 	
-417 	 119 	 -888 	
-426 	 122 	 -888 	
-407 	 124 	 -866 	
-443 	 136 	 -901 	
-437 	 128 	 -860 	
-440 	 140 	 -873 	
-458 	 141 	 -897 	
-440 	 141 	 -869 	
-445 	 142 	 -873 	
-455 	 140 	 -866 	
-445 	 145 	 -862 	
-476 	 145 	 -878 	
-484 	 145 	 -881 	
-470 	 149 	 -854 	
-466 	 154 	 -845 	
-484 	 148 	 -859 	
-470 	 152 	 -853 	
-506 	 152 	 -865 	
-481 	 154 	 -846 	
-490 	 154 	 -848 	
-508 	 155 	 -856 	
-492 	 165 	 -852 	
-511 	 161 	 -851 	
-496 	 170 	 -828 	
-504 	 168 	 -826 	
-498 	 169 	 -838 	
-517 	 168 	 -851 	
-485 	 180 	 -834 	
-499 	 182 	 -842 	
-507 	 184 	 -860 	
-479 	 185 	 -827 	
-493 	 190 	 -833 	
-492 	 191 	 -846 	
-494 	 185 	 -826 	
-501 	 187 	 -849 	
-497 	 189 	 -858 	
-483 	 193 	 -850 	
-491 	 201 	 -836 	
-475 	 203 	 -821 	
-491 	 201 	 -834 	
-511 	 189 	 -846 	
-506 	 199 	 -853 	
-478 	 208 	 -855 	
-475 	 206 	 -851 	
-463 	 203 	 -835 	
-475 	 203 	 -836 	
-477 	 208 	 -827 	
-475 	 210 	 -850 	
-488 	 223 	 -866 	
-475 	 221 	 -856 	
-471 	 217 	 -855 	
-464 	 216 	 -844 	
-466 	 216 	 -834 	
-458 	 227 	 -850 	
-464 	 229 	 -852 	
-464 	 230 	 -851 	
-466 	 229 	 -853 	
-452 	 229 	 -843 	
-460 	 234 	 -851 	
-451 	 232 	 -846 	
-451 	 236 	 -844 	
-447 	 238 	 -848 	
-458 	 237 	 -860 	
-451 	 239 	 -854 	
-445 	 236 	 -862 	
-447 	 240 	 -861 	
-441 	 243 	 -862 	
-434 	 243 	 -844 	
-434 	 239 	 -843 	
-438 	 244 	 -845 	
-441 	 252 	 -871 	
-431 	 251 	 -876 	
-432 	 252 	 -863 	
-422 	 253 	 -850 	
-433 	 250 	 -861 	
-413 	 250 	 -853 	
-417 	 254 	 -862 	
-424 	 252 	 -868 	
-414 	 256 	 -868 	
-418 	 251 	 -861 	
-416 	 252 	 -858 	
-414 	 255 	 -861 	
-421 	 254 	 -865 	
-409 	 253 	 -871 	
-406 	 252 	 -867 	
-415 	 257 	 -873 	
-406 	 256 	 -864 	
-416 	 255 	 -864 	
-413 	 256 	 -867 	
-414 	 253 	 -869 	
-394 	 255 	 -863 	
-399 	 256 	 -866 	
-420 	 255 	 -880 	
-406 	 252 	 -860 	
-417 	 254 	 -874 	
-395 	 252 	 -866 	
-406 	 254 	 -875 	
-396 	 252 	 -871 	
-400 	 254 	 -872 	
-400 	 251 	 -872 	
-407 	 253 	 -872 	
-405 	 253 	 -867 	
-400 	 252 	 -860 	
-400 	 251 	 -880 	
-402 	 251 	 -891 	
-401 	 255 	 -866 	
-407 	 255 	 -874 	
-405 	 253 	 -878 	
-397 	 254 	 -865 	
-393 	 252 	 -865 	
-406 	 252 	 -871 	
-405 	 255 	 -879 	
-396 	 250 	 -871 	
-383 	 254 	 -869 	
-399 	 257 	 -880 	
-402 	 255 	 -883 	
-395 	 251 	 -870 	
-393 	 252 	 -872 	
-396 	 246 	 -869 	
-388 	 252 	 -876 	
-399 	 257 	 -891 	
-368 	 253 	 -875 	
-391 	 253 	 -883 	
-380 	 250 	 -880 	
-382 	 250 	 -878 	
-377 	 250 	 -876 	
-386 	 251 	 -887 	
-382 	 253 	 -889 	
-382 	 258 	 -899 	
-385 	 257 	 -884 	
-361 	 256 	 -862 	
-373 	 258 	 -870 	
-373 	 251 	 -865 	
-396 	 257 	 -890 	
-387 	 260 	 -888 	
-380 	 259 	 -882 	
-370 	 257 	 -872 	
-361 	 261 	 -871 	
-377 	 262 	 -881 	
-381 	 262 	 -887 	
-380 	 261 	 -889 	
-365 	 259 	 -878 	
-376 	 256 	 -899 	
-358 	 259 	 -894 	
-351 	 260 	 -893 	
-353 	 261 	 -887 	
-356 	 259 	 -889 	
-359 	 257 	 -878 	
-359 	 258 	 -874 	
-365 	 258 	 -881 	
-353 	 261 	 -890 	
-352 	 264 	 -897 	
-352 	 260 	 -883 	
-357 	 259 	 -892 	
-335 	 256 	 -891 	
-352 	 257 	 -901 	
-343 	 253 	 -900 	
-335 	 254 	 -896 	
-333 	 259 	 -891 	
-335 	 261 	 -898 	
-330 	 261 	 -901 	
-322 	 262 	 -895 	
-335 	 262 	 -898 	
-328 	 259 	 -898 	
-328 	 256 	 -897 	
-322 	 260 	 -898 	
-323 	 261 	 -902 	
-323 	 258 	 -904 	
-327 	 257 	 -906 	
-321 	 257 	 -903 	
-321 	 259 	 -899 	
-323 	 258 	 -902 	
-323 	 259 	 -900 	
-328 	 257 	 -894 	
-328 	 259 	 -902 	
-325 	 259 	 -906 	
-308 	 257 	 -893 	
-320 	 256 	 -910 	
-308 	 258 	 -918 	
-300 	 256 	 -907 	
-304 	 249 	 -896 	
-306 	 250 	 -907 	
-297 	 243 	 -900 	
-290 	 242 	 -901 	
-304 	 245 	 -934 	
-283 	 242 	 -920 	
-294 	 238 	 -915 	
-296 	 239 	 -926 	
-295 	 234 	 -922 	
-295 	 234 	 -930 	
-273 	 225 	 -911 	
-258 	 222 	 -914 	
-278 	 216 	 -946 	
-247 	 208 	 -926 	
-243 	 211 	 -938 	
-259 	 209 	 -944 	
-237 	 206 	 -931 	
-244 	 205 	 -940 	
-257 	 197 	 -952 	
-243 	 197 	 -938 	
-241 	 198 	 -946 	
-224 	 199 	 -979 	
-211 	 192 	 -948 	
-196 	 194 	 -952 	
-192 	 191 	 -972 	
-180 	 188 	 -950 	
-189 	 191 	 -953 	
-177 	 189 	 -941 	
-151 	 192 	 -941 	
-154 	 192 	 -955 	
-159 	 192 	 -954 	
-161 	 194 	 -955 	
-160 	 194 	 -968 	
-155 	 187 	 -954 	
-148 	 190 	 -973 	
-136 	 189 	 -978 	
-124 	 183 	 -974 	
-104 	 184 	 -969 	
-123 	 186 	 -985 	
-94 	 185 	 -978 	
-91 	 190 	 -976 	
-100 	 197 	 -974 	
-63 	 199 	 -947 	
-44 	 208 	 -960 	
-52 	 206 	 -966 	
-58 	 204 	 -954 	
-46 	 213 	 -957 	
-41 	 211 	 -958 	
-37 	 215 	 -953 	
-33 	 229 	 -965 	
-6 	 219 	 -974 	
-24 	 206 	 -982 	
-21 	 210 	 -970 	
-10 	 208 	 -959 	
-7 	 209 	 -967 	
-11 	 209 	 -972 	
2 	 202 	 -949 	
4 	 205 	 -965 	
-9 	 197 	 -975 	
1 	 203 	 -960 	
14 	 204 	 -971 	
16 	 201 	 -968 	
10 	 201 	 -963 	
-4 	 200 	 -963 	
-11 	 189 	 -966 	
-6 	 173 	 -959 	
15 	 183 	 -989 	
40 	 178 	 -987 	
44 	 182 	 -999 	
35 	 185 	 -984 	
27 	 183 	 -962 	
11 	 182 	 -963 	
5 	 180 	 -979 	
18 	 182 	 -986 	
31 	 175 	 -967 	
50 	 184 	 -985 	
58 	 178 	 -979 	
56 	 175 	 -967 	
58 	 173 	 -967 	
75 	 160 	 -963 	
80 	 159 	 -971 	
88 	 157 	 -974 	
92 	 155 	 -984 	
106 	 153 	 -970 	
99 	 155 	 -965 	
116 	 155 	 -964 	
105 	 152 	 -979 	
114 	 147 	 -976 	
119 	 148 	 -975 	
114 	 148 	 -972 	
113 	 149 	 -964 	
111 	 148 	 -968 	
115 	 150 	 -969 	
122 	 148 	 -970 	
117 	 148 	 -972 	
116 	 148 	 -970 	
117 	 146 	 -973 	
130 	 147 	 -967 	
135 	 144 	 -967 	
129 	 147 	 -983 	
125 	 144 	 -977 	
120 	 147 	 -988 	
124 	 140 	 -964 	
127 	 138 	 -955 	
124 	 139 	 -953 	
138 	 134 	 -964 	
138 	 135 	 -973 	
130 	 135 	 -973 	
128 	 136 	 -977 	
127 	 131 	 -975 	
134 	 126 	 -974 	
127 	 123 	 -978 	
130 	 120 	 -978 	
146 	 120 	 -987 	
149 	 116 	 -970 	
163 	 115 	 -966 	
148 	 118 	 -975 	
134 	 113 	 -987 	
144 	 114 	 -971 	
151 	 115 	 -971 	
128 	 113 	 -986 	
145 	 111 	 -967 	
169 	 117 	 -978 	
164 	 109 	 -979 	
172 	 111 	 -977 	
163 	 108 	 -978 	
173 	 106 	 -974 	
179 	 100 	 -969 	
188 	 107 	 -975 	
204 	 99 	 -945 	
231 	 103 	 -941 	
208 	 98 	 -961 	
209 	 90 	 -951 	
227 	 96 	 -956 	
218 	 91 	 -963 	
223 	 84 	 -950 	
227 	 86 	 -962 	
225 	 86 	 -984 	
239 	 74 	 -952 	
261 	 75 	 -949 	
254 	 71 	 -949 	
254 	 64 	 -956 	
266 	 56 	 -945 	
272 	 57 	 -971 	
276 	 55 	 -966 	
281 	 55 	 -947 	
295 	 53 	 -942 	
284 	 54 	 -954 	
269 	 50 	 -958 	
280 	 49 	 -939 	
278 	 43 	 -941 	
296 	 45 	 -936 	
278 	 42 	 -950 	
281 	 38 	 -948 	
289 	 38 	 -948 	
297 	 39 	 -956 	
293 	 32 	 -951 	
307 	 23 	 -947 	
309 	 21 	 -935 	
293 	 23 	 -963 	
294 	 19 	 -947 	
328 	 19 	 -916 	
327 	 23 	 -941 	
310 	 14 	 -937 	
323 	 13 	 -929 	
318 	 5 	 -924 	
310 	 8 	 -957 	
317 	 -9 	 -937 	
353 	 0 	 -945 	
346 	 -10 	 -939 	
340 	 -15 	 -943 	
342 	 -12 	 -938 	
344 	 -13 	 -938 	
341 	 -19 	 -934 	
365 	 -24 	 -903 	
367 	 -18 	 -925 	
363 	 -26 	 -925 	
373 	 -30 	 -911 	
386 	 -32 	 -900 	
380 	 -30 	 -920 	
384 	 -32 	 -931 	
388 	 -43 	 -914 	
408 	 -47 	 -891 	
400 	 -44 	 -895 	
390 	 -49 	 -897 	
394 	 -61 	 -895 	
371 	 -53 	 -931 	
388 	 -70 	 -910 	
394 	 -73 	 -907 	
390 	 -66 	 -931 	
400 	 -80 	 -894 	
399 	 -79 	 -912 	
397 	 -80 	 -915 	
401 	 -87 	 -892 	
375 	 -90 	 -911 	
388 	 -91 	 -909 	
382 	 -98 	 -935 	
383 	 -106 	 -897 	
382 	 -102 	 -927 	
394 	 -112 	 -906 	
389 	 -108 	 -898 	
366 	 -110 	 -911 	
366 	 -122 	 -908 	
392 	 -125 	 -916 	
387 	 -126 	 -921 	
379 	 -133 	 -913 	
374 	 -128 	 -905 	
360 	 -135 	 -903 	
383 	 -141 	 -903 	
382 	 -143 	 -919 	
379 	 -145 	 -902 	
377 	 -157 	 -876 	
370 	 -151 	 -923 	
383 	 -164 	 -900 	
368 	 -165 	 -908 	
371 	 -173 	 -900 	
379 	 -167 	 -922 	
361 	 -182 	 -913 	
369 	 -172 	 -933 	
357 	 -178 	 -918 	
374 	 -187 	 -887 	
346 	 -176 	 -895 	
342 	 -182 	 -896 	
360 	 -190 	 -899 	
376 	 -192 	 -924 	
382 	 -204 	 -906 	
367 	 -195 	 -916 	
335 	 -197 	 -922 	
327 	 -205 	 -899 	
349 	 -199 	 -912 	
322 	 -203 	 -923 	
300 	 -207 	 -928 	
295 	 -205 	 -937 	
306 	 -202 	 -935 	
294 	 -209 	 -918 	
280 	 -205 	 -933 	
280 	 -213 	 -930 	
272 	 -214 	 -933 	
280 	 -208 	 -917 	
283 	 -208 	 -928 	
281 	 -221 	 -921 	
272 	 -214 	 -942 	
266 	 -233 	 -920 	
275 	 -228 	 -939 	
287 	 -243 	 -912 	
297 	 -244 	 -920 	
282 	 -245 	 -934 	
266 	 -255 	 -933 	
257 	 -254 	 -924 	
258 	 -257 	 -918 	
248 	 -254 	 -925 	
261 	 -266 	 -921 	
250 	 -265 	 -925 	
255 	 -262 	 -908 	
259 	 -260 	 -914 	
225 	 -263 	 -947 	
230 	 -272 	 -934 	
241 	 -262 	 -925 	
227 	 -265 	 -918 	
232 	 -271 	 -928 	
216 	 -277 	 -941 	
206 	 -279 	 -939 	
224 	 -279 	 -948 	
220 	 -288 	 -940 	
215 	 -292 	 -939 	
220 	 -292 	 -926 	
215 	 -303 	 -907 	
218 	 -304 	 -926 	
223 	 -303 	 -933 	
242 	 -310 	 -906 	
215 	 -308 	 -922 	
209 	 -310 	 -922 	
219 	 -306 	 -919 	
217 	 -309 	 -910 	
200 	 -309 	 -919 	
196 	 -308 	 -919 	
197 	 -309 	 -930 	
196 	 -318 	 -940 	
197 	 -322 	 -928 	
156 	 -318 	 -918 	
140 	 -313 	 -940 	
146 	 -313 	 -943 	
142 	 -314 	 -951 	
158 	 -307 	 -952 	
158 	 -307 	 -935 	
155 	 -304 	 -931 	
143 	 -304 	 -932 	
150 	 -304 	 -932 	
142 	 -313 	 -930 	
157 	 -307 	 -942 	
142 	 -312 	 -941 	
150 	 -312 	 -940 	
167 	 -313 	 -931 	
160 	 -316 	 -936 	
156 	 -322 	 -929 	
195 	 -313 	 -946 	
145 	 -320 	 -931 	
166 	 -304 	 -909 	
137 	 -304 	 -912 	
85 	 -302 	 -935 	
106 	 -299 	 -943 	
119 	 -300 	 -950 	
119 	 -299 	 -947 	
99 	 -295 	 -937 	
88 	 -303 	 -953 	
99 	 -300 	 -965 	
68 	 -298 	 -965 	
65 	 -288 	 -956 	
79 	 -287 	 -937 	
54 	 -283 	 -934 	
34 	 -284 	 -943 	
50 	 -292 	 -941 	
31 	 -294 	 -975 	
23 	 -312 	 -956 	
23 	 -297 	 -953 	
31 	 -296 	 -957 	
35 	 -301 	 -942 	
17 	 -298 	 -949 	
-1 	 -298 	 -958 	
5 	 -303 	 -951 	
17 	 -308 	 -955 	
-12 	 -319 	 -942 	
-26 	 -312 	 -922 	
-52 	 -306 	 -930 	
-17 	 -306 	 -909 	
-12 	 -314 	 -908 	
-118 	 -331 	 -960 	
-105 	 -348 	 -954 	
-67 	 -343 	 -969 	
-88 	 -346 	 -954 	
-48 	 -341 	 -943 	
-68 	 -345 	 -945 	
-66 	 -349 	 -943 	
-58 	 -356 	 -932 	
-57 	 -357 	 -928 	
-54 	 -356 	 -922 	
-59 	 -360 	 -919 	
-63 	 -352 	 -919 	
-53 	 -355 	 -907 	
-71 	 -357 	 -917 	
-40 	 -355 	 -921 	
-79 	 -368 	 -938 	
-81 	 -375 	 -958 	
-110 	 -380 	 -952 	
-36 	 -354 	 -892 	
-54 	 -355 	 -891 	
-84 	 -367 	 -912 	
-47 	 -374 	 -929 	
-79 	 -376 	 -943 	
-65 	 -383 	 -942 	
-19 	 -386 	 -921 	
-83 	 -370 	 -928 	
-99 	 -387 	 -917 	
-78 	 -385 	 -921 	
-76 	 -386 	 -910 	
-101 	 -399 	 -926 	
-86 	 -389 	 -911 	
-49 	 -381 	 -893 	
-81 	 -390 	 -917 	
-82 	 -393 	 -907 	
-31 	 -390 	 -915 	
-156 	 -397 	 -928 	
-97 	 -391 	 -879 	
-100 	 -390 	 -897 	
-125 	 -390 	 -918 	
-134 	 -405 	 -941 	
-150 	 -390 	 -946 	
-162 	 -379 	 -923 	
-106 	 -386 	 -876 	
-96 	 -369 	 -895 	
-166 	 -370 	 -924 	
-112 	 -385 	 -912 	
-160 	 -380 	 -940 	
-126 	 -376 	 -912 	
-113 	 -376 	 -898 	
-128 	 -377 	 -916 	
-137 	 -377 	 -918 	
-148 	 -383 	 -921 	
-107 	 -377 	 -916 	
-188 	 -383 	 -925 	
-118 	 -373 	 -900 	
-148 	 -373 	 -907 	
-153 	 -376 	 -904 	
-140 	 -377 	 -912 	
-151 	 -378 	 -902 	
-142 	 -378 	 -904 	
-153 	 -380 	 -900 	
-150 	 -376 	 -907 	
-158 	 -386 	 -936 	
-102 	 -371 	 -911 	
-186 	 -376 	 -918 	
-144 	 -375 	 -913 	
-167 	 -378 	 -916 	
-156 	 -374 	 -913 	
-178 	 -374 	 -908 	
-185 	 -384 	 -903 	
-161 	 -377 	 -901 	
-186 	 -364 	 -913 	
-161 	 -364 	 -913 	
-198 	 -360 	 -913 	
-202 	 -359 	 -909 	
-203 	 -357 	 -904 	
-223 	 -360 	 -900 	
-224 	 -360 	 -914 	
-203 	 -355 	 -895 	
-203 	 -362 	 -921 	
-210 	 -353 	 -902 	
-204 	 -355 	 -908 	
-215 	 -360 	 -911 	
-213 	 -356 	 -907 	
-203 	 -353 	 -908 	
-222 	 -352 	 -905 	
-228 	 -352 	 -912 	
-212 	 -344 	 -902 	
-225 	 -345 	 -916 	
-228 	 -339 	 -910 	
-236 	 -338 	 -920 	
-202 	 -339 	 -886 	
-237 	 -341 	 -916 	
-231 	 -345 	 -919 	
-220 	 -337 	 -906 	
-211 	 -340 	 -919 	
-235 	 -336 	 -912 	
-211 	 -338 	 -908 	
-232 	 -335 	 -919 	
-220 	 -339 	 -907 	
-221 	 -344 	 -919 	
-222 	 -339 	 -927 	
-214 	 -336 	 -902 	
-234 	 -333 	 -905 	
-238 	 -330 	 -916 	
-231 	 -331 	 -922 	
-209 	 -335 	 -917 	
-208 	 -339 	 -917 	
-208 	 -334 	 -921 	
-235 	 -334 	 -905 	
-241 	 -323 	 -891 	
-239 	 -320 	 -907 	
-249 	 -326 	 -914 	
-250 	 -323 	 -938 	
-238 	 -328 	 -921 	
-211 	 -317 	 -917 	
-256 	 -303 	 -914 	
-225 	 -319 	 -874 	
-196 	 -297 	 -931 	
-232 	 -307 	 -925 	
-280 	 -301 	 -943 	
-270 	 -295 	 -908 	
-246 	 -273 	 -921 	
-288 	 -278 	 -925 	
-268 	 -272 	 -926 	
-228 	 -260 	 -915 	
-269 	 -264 	 -935 	
-264 	 -268 	 -911 	
-263 	 -251 	 -923 	
-265 	 -252 	 -915 	
-253 	 -253 	 -929 	
-270 	 -258 	 -920 	
-261 	 -252 	 -926 	
-281 	 -250 	 -948 	
-280 	 -240 	 -930 	
-276 	 -235 	 -918 	
-281 	 -221 	 -930 	
-270 	 -235 	 -900 	
-285 	 -228 	 -937 	
-278 	 -238 	 -927 	
-261 	 -236 	 -942 	
-251 	 -238 	 -952 	
-265 	 -235 	 -937 	
-298 	 -238 	 -935 	
-258 	 -232 	 -924 	
-267 	 -228 	 -914 	
-296 	 -230 	 -907 	
-334 	 -237 	 -929 	
-300 	 -235 	 -903 	
-281 	 -221 	 -916 	
-307 	 -226 	 -891 	
-350 	 -232 	 -919 	
-373 	 -235 	 -921 	
-380 	 -237 	 -904 	
-354 	 -221 	 -900 	
-374 	 -225 	 -895 	
-373 	 -218 	 -902 	
-411 	 -214 	 -926 	
-389 	 -221 	 -874 	
-393 	 -205 	 -889 	
-395 	 -205 	 -886 	
-405 	 -202 	 -899 	
-409 	 -205 	 -883 	
-376 	 -188 	 -880 	
-439 	 -187 	 -903 	
-421 	 -186 	 -892 	
-408 	 -181 	 -880 	
-433 	 -181 	 -896 	
-386 	 -186 	 -869 	
-406 	 -164 	 -905 	
-438 	 -170 	 -898 	
-415 	 -166 	 -875 	
-426 	 -160 	 -877 	
-424 	 -155 	 -901 	
-415 	 -166 	 -878 	
-413 	 -163 	 -892 	
-417 	 -158 	 -892 	
-402 	 -158 	 -883 	
-405 	 -152 	 -900 	
-423 	 -156 	 -894 	
-389 	 -159 	 -871 	
-389 	 -154 	 -902 	
-433 	 -155 	 -936 	
-374 	 -159 	 -897 	
-379 	 -147 	 -906 	
-408 	 -141 	 -927 	
	
