STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
149 	 395 	 934 	
150 	 381 	 914 	
130 	 381 	 921 	
162 	 382 	 918 	
154 	 381 	 887 	
134 	 374 	 888 	
152 	 373 	 924 	
155 	 393 	 955 	
163 	 371 	 932 	
163 	 374 	 926 	
170 	 372 	 928 	
182 	 378 	 929 	
172 	 369 	 923 	
194 	 367 	 911 	
183 	 367 	 923 	
193 	 367 	 934 	
159 	 359 	 923 	
199 	 366 	 924 	
198 	 390 	 929 	
188 	 364 	 886 	
190 	 368 	 918 	
198 	 369 	 922 	
182 	 379 	 930 	
210 	 375 	 915 	
211 	 373 	 902 	
194 	 362 	 901 	
200 	 375 	 918 	
204 	 371 	 907 	
218 	 363 	 898 	
220 	 370 	 917 	
187 	 360 	 932 	
210 	 366 	 963 	
208 	 350 	 919 	
219 	 347 	 882 	
217 	 345 	 892 	
219 	 355 	 924 	
220 	 350 	 938 	
206 	 335 	 935 	
200 	 335 	 948 	
225 	 331 	 926 	
221 	 318 	 902 	
215 	 328 	 915 	
210 	 318 	 925 	
232 	 315 	 933 	
219 	 332 	 958 	
227 	 310 	 940 	
214 	 298 	 928 	
255 	 300 	 930 	
206 	 287 	 932 	
224 	 270 	 947 	
220 	 284 	 966 	
233 	 263 	 938 	
218 	 242 	 925 	
237 	 274 	 989 	
238 	 243 	 919 	
233 	 259 	 959 	
231 	 243 	 969 	
237 	 245 	 973 	
222 	 243 	 950 	
227 	 238 	 948 	
236 	 241 	 945 	
240 	 234 	 934 	
242 	 234 	 935 	
247 	 214 	 938 	
219 	 218 	 1006 	
223 	 212 	 1003 	
225 	 206 	 968 	
231 	 200 	 948 	
240 	 188 	 917 	
244 	 192 	 949 	
228 	 176 	 949 	
228 	 186 	 990 	
238 	 170 	 981 	
238 	 172 	 988 	
236 	 155 	 979 	
210 	 141 	 963 	
236 	 160 	 988 	
235 	 156 	 989 	
222 	 142 	 962 	
253 	 137 	 955 	
219 	 129 	 968 	
227 	 131 	 973 	
249 	 118 	 966 	
259 	 129 	 983 	
245 	 124 	 995 	
228 	 97 	 971 	
223 	 120 	 992 	
229 	 87 	 946 	
253 	 121 	 998 	
249 	 103 	 968 	
219 	 92 	 965 	
248 	 119 	 1010 	
228 	 84 	 971 	
210 	 90 	 983 	
248 	 85 	 961 	
228 	 81 	 979 	
208 	 67 	 985 	
221 	 85 	 1004 	
223 	 73 	 986 	
239 	 74 	 987 	
225 	 77 	 990 	
223 	 71 	 990 	
218 	 71 	 993 	
198 	 66 	 986 	
224 	 70 	 980 	
228 	 77 	 983 	
226 	 73 	 982 	
197 	 54 	 972 	
222 	 79 	 1018 	
204 	 66 	 991 	
205 	 58 	 980 	
205 	 57 	 986 	
195 	 51 	 982 	
206 	 63 	 1002 	
202 	 59 	 997 	
216 	 78 	 990 	
218 	 53 	 950 	
206 	 42 	 959 	
205 	 41 	 994 	
223 	 47 	 1020 	
209 	 21 	 994 	
214 	 33 	 1006 	
215 	 18 	 982 	
228 	 35 	 1004 	
205 	 11 	 983 	
199 	 4 	 966 	
206 	 13 	 985 	
233 	 34 	 1013 	
210 	 0 	 978 	
221 	 28 	 1015 	
219 	 5 	 988 	
202 	 13 	 993 	
214 	 2 	 979 	
210 	 10 	 991 	
216 	 1 	 982 	
207 	 7 	 1004 	
200 	 3 	 1006 	
207 	 -1 	 978 	
218 	 -6 	 957 	
228 	 9 	 1001 	
198 	 -10 	 1005 	
207 	 -6 	 1013 	
196 	 -5 	 992 	
218 	 -9 	 977 	
221 	 -11 	 981 	
202 	 -27 	 985 	
194 	 -29 	 989 	
211 	 -21 	 997 	
206 	 -11 	 1012 	
206 	 -25 	 977 	
214 	 -15 	 987 	
210 	 -16 	 994 	
202 	 -33 	 977 	
206 	 -24 	 1004 	
210 	 -33 	 989 	
210 	 -42 	 992 	
206 	 -38 	 981 	
216 	 -35 	 994 	
214 	 -51 	 977 	
223 	 -49 	 995 	
211 	 -74 	 977 	
193 	 -62 	 1007 	
238 	 -46 	 1026 	
206 	 -72 	 991 	
215 	 -69 	 976 	
209 	 -79 	 971 	
208 	 -80 	 977 	
214 	 -77 	 995 	
212 	 -81 	 996 	
213 	 -78 	 1005 	
210 	 -81 	 979 	
217 	 -78 	 981 	
209 	 -88 	 979 	
210 	 -94 	 993 	
196 	 -86 	 1075 	
218 	 -70 	 1049 	
202 	 -88 	 939 	
225 	 -63 	 940 	
208 	 -78 	 932 	
207 	 -54 	 996 	
196 	 -78 	 990 	
201 	 -80 	 992 	
205 	 -76 	 996 	
209 	 -77 	 982 	
216 	 -70 	 984 	
211 	 -77 	 987 	
209 	 -82 	 991 	
197 	 -82 	 1017 	
195 	 -89 	 990 	
201 	 -86 	 983 	
211 	 -82 	 967 	
215 	 -79 	 984 	
209 	 -82 	 987 	
213 	 -86 	 999 	
207 	 -93 	 981 	
206 	 -86 	 996 	
218 	 -89 	 980 	
209 	 -90 	 986 	
211 	 -96 	 986 	
216 	 -94 	 981 	
217 	 -88 	 988 	
213 	 -98 	 974 	
211 	 -91 	 995 	
222 	 -100 	 994 	
212 	 -100 	 995 	
214 	 -102 	 992 	
220 	 -97 	 984 	
231 	 -117 	 952 	
223 	 -112 	 970 	
202 	 -116 	 991 	
208 	 -115 	 993 	
217 	 -105 	 992 	
228 	 -113 	 970 	
233 	 -104 	 983 	
232 	 -139 	 960 	
217 	 -135 	 997 	
225 	 -121 	 1021 	
204 	 -123 	 1006 	
252 	 -121 	 955 	
226 	 -142 	 936 	
228 	 -146 	 967 	
221 	 -144 	 989 	
230 	 -133 	 1009 	
229 	 -139 	 992 	
231 	 -135 	 974 	
239 	 -157 	 936 	
230 	 -138 	 985 	
239 	 -157 	 977 	
228 	 -142 	 1009 	
240 	 -147 	 989 	
227 	 -159 	 959 	
246 	 -156 	 955 	
234 	 -155 	 969 	
217 	 -148 	 998 	
226 	 -158 	 991 	
231 	 -145 	 984 	
223 	 -151 	 952 	
245 	 -155 	 951 	
230 	 -157 	 983 	
221 	 -177 	 974 	
242 	 -144 	 1009 	
224 	 -184 	 956 	
221 	 -159 	 986 	
230 	 -177 	 976 	
223 	 -174 	 980 	
220 	 -177 	 976 	
223 	 -179 	 966 	
236 	 -169 	 980 	
231 	 -181 	 956 	
218 	 -179 	 969 	
232 	 -183 	 966 	
218 	 -174 	 992 	
219 	 -176 	 985 	
226 	 -177 	 949 	
222 	 -179 	 966 	
222 	 -181 	 987 	
204 	 -183 	 987 	
230 	 -187 	 971 	
218 	 -182 	 965 	
222 	 -178 	 976 	
219 	 -189 	 956 	
223 	 -184 	 968 	
239 	 -197 	 949 	
217 	 -196 	 978 	
221 	 -208 	 971 	
217 	 -186 	 1000 	
215 	 -207 	 964 	
215 	 -195 	 955 	
238 	 -209 	 950 	
229 	 -213 	 967 	
229 	 -214 	 967 	
221 	 -213 	 977 	
237 	 -206 	 972 	
247 	 -220 	 956 	
242 	 -226 	 950 	
241 	 -219 	 971 	
251 	 -214 	 966 	
244 	 -221 	 959 	
254 	 -230 	 952 	
247 	 -241 	 946 	
251 	 -241 	 945 	
253 	 -230 	 981 	
258 	 -235 	 954 	
247 	 -249 	 935 	
271 	 -244 	 942 	
243 	 -235 	 965 	
260 	 -244 	 958 	
264 	 -233 	 969 	
253 	 -243 	 947 	
272 	 -238 	 934 	
259 	 -246 	 933 	
261 	 -253 	 943 	
255 	 -248 	 964 	
260 	 -247 	 969 	
260 	 -250 	 947 	
273 	 -233 	 951 	
269 	 -250 	 922 	
266 	 -243 	 949 	
272 	 -257 	 942 	
262 	 -256 	 951 	
269 	 -259 	 946 	
261 	 -259 	 936 	
270 	 -256 	 947 	
277 	 -261 	 937 	
273 	 -245 	 968 	
268 	 -268 	 929 	
265 	 -262 	 954 	
284 	 -258 	 953 	
279 	 -273 	 922 	
280 	 -266 	 931 	
303 	 -278 	 904 	
286 	 -267 	 941 	
317 	 -281 	 921 	
289 	 -288 	 913 	
297 	 -260 	 953 	
315 	 -305 	 916 	
291 	 -283 	 935 	
319 	 -293 	 927 	
312 	 -301 	 916 	
319 	 -295 	 924 	
318 	 -296 	 921 	
307 	 -301 	 924 	
328 	 -286 	 933 	
314 	 -293 	 908 	
330 	 -287 	 916 	
316 	 -299 	 899 	
317 	 -298 	 925 	
322 	 -302 	 922 	
313 	 -290 	 931 	
339 	 -296 	 908 	
305 	 -307 	 891 	
329 	 -308 	 907 	
310 	 -305 	 931 	
318 	 -297 	 931 	
348 	 -290 	 929 	
314 	 -314 	 871 	
310 	 -304 	 912 	
316 	 -310 	 920 	
305 	 -297 	 923 	
338 	 -302 	 908 	
308 	 -291 	 928 	
330 	 -302 	 901 	
329 	 -287 	 922 	
303 	 -294 	 918 	
354 	 -307 	 909 	
353 	 -288 	 907 	
334 	 -294 	 921 	
361 	 -299 	 897 	
368 	 -264 	 940 	
384 	 -283 	 930 	
334 	 -291 	 889 	
365 	 -294 	 857 	
383 	 -264 	 873 	
367 	 -270 	 880 	
410 	 -242 	 923 	
405 	 -250 	 904 	
388 	 -243 	 898 	
412 	 -245 	 906 	
394 	 -239 	 906 	
411 	 -246 	 913 	
426 	 -229 	 907 	
370 	 -266 	 849 	
407 	 -222 	 904 	
435 	 -234 	 899 	
386 	 -226 	 906 	
419 	 -232 	 895 	
422 	 -209 	 904 	
412 	 -199 	 950 	
444 	 -166 	 931 	
398 	 -182 	 913 	
408 	 -184 	 889 	
455 	 -163 	 893 	
432 	 -177 	 863 	
428 	 -149 	 900 	
483 	 -147 	 909 	
426 	 -149 	 906 	
445 	 -144 	 892 	
454 	 -100 	 929 	
480 	 -138 	 866 	
425 	 -124 	 844 	
473 	 -126 	 859 	
462 	 -119 	 892 	
458 	 -106 	 952 	
470 	 -99 	 938 	
452 	 -96 	 918 	
455 	 -79 	 916 	
465 	 -47 	 920 	
442 	 -72 	 876 	
430 	 -48 	 886 	
449 	 -57 	 890 	
447 	 -51 	 892 	
433 	 -75 	 887 	
461 	 -88 	 922 	
443 	 -51 	 974 	
446 	 -61 	 935 	
453 	 -38 	 924 	
443 	 -44 	 895 	
429 	 -41 	 881 	
435 	 -25 	 901 	
423 	 -22 	 920 	
427 	 -16 	 935 	
428 	 -3 	 925 	
436 	 -33 	 858 	
443 	 -14 	 866 	
420 	 -24 	 908 	
430 	 -31 	 934 	
415 	 -17 	 976 	
411 	 -28 	 934 	
435 	 -41 	 880 	
432 	 -30 	 934 	
414 	 -16 	 969 	
426 	 -33 	 937 	
408 	 -25 	 917 	
413 	 -11 	 919 	
436 	 -16 	 891 	
403 	 -25 	 884 	
426 	 -11 	 926 	
410 	 -16 	 938 	
368 	 -12 	 946 	
400 	 -11 	 952 	
365 	 -14 	 921 	
366 	 -29 	 905 	
409 	 -20 	 928 	
347 	 12 	 983 	
381 	 -22 	 962 	
354 	 -4 	 972 	
322 	 -24 	 926 	
356 	 -19 	 924 	
350 	 8 	 985 	
344 	 -22 	 926 	
276 	 -12 	 940 	
360 	 -3 	 967 	
317 	 3 	 979 	
264 	 -49 	 933 	
305 	 6 	 1013 	
273 	 -21 	 1001 	
257 	 -47 	 956 	
301 	 -8 	 1002 	
211 	 -39 	 933 	
278 	 -20 	 982 	
252 	 -3 	 1021 	
180 	 -15 	 971 	
203 	 -41 	 976 	
140 	 -20 	 978 	
148 	 -55 	 961 	
185 	 -1 	 1043 	
126 	 -19 	 1012 	
166 	 -27 	 999 	
178 	 -16 	 1003 	
110 	 -37 	 991 	
144 	 -14 	 1036 	
120 	 4 	 1021 	
169 	 -13 	 997 	
111 	 -18 	 956 	
87 	 -9 	 1005 	
121 	 -30 	 1012 	
29 	 -10 	 1019 	
120 	 0 	 1066 	
50 	 -21 	 979 	
55 	 14 	 1035 	
72 	 -28 	 996 	
40 	 19 	 1035 	
27 	 0 	 1018 	
61 	 2 	 1021 	
79 	 -1 	 1007 	
52 	 4 	 1026 	
44 	 -12 	 1009 	
18 	 -9 	 1008 	
27 	 -8 	 1016 	
23 	 2 	 1013 	
47 	 5 	 1022 	
31 	 -2 	 990 	
58 	 9 	 1019 	
27 	 -14 	 977 	
-1 	 7 	 1033 	
48 	 2 	 1038 	
13 	 1 	 1000 	
20 	 9 	 1020 	
68 	 -7 	 1012 	
7 	 25 	 1020 	
43 	 -16 	 988 	
16 	 17 	 1019 	
27 	 1 	 1014 	
-3 	 -2 	 992 	
-1 	 18 	 1032 	
12 	 -13 	 996 	
9 	 11 	 1033 	
11 	 -10 	 1008 	
16 	 0 	 1024 	
-4 	 -7 	 1011 	
6 	 -19 	 996 	
13 	 0 	 1018 	
11 	 -17 	 1016 	
-7 	 3 	 1027 	
3 	 -10 	 1019 	
37 	 2 	 1012 	
-2 	 -11 	 976 	
20 	 0 	 1021 	
-8 	 -6 	 1016 	
-21 	 -9 	 1021 	
28 	 -20 	 1011 	
-13 	 1 	 1011 	
32 	 -23 	 1008 	
-11 	 0 	 1019 	
-14 	 -5 	 1034 	
10 	 -27 	 996 	
-13 	 3 	 1017 	
-11 	 -7 	 1008 	
-3 	 0 	 1003 	
12 	 3 	 1021 	
10 	 -5 	 1003 	
-22 	 18 	 1047 	
10 	 -14 	 1005 	
-12 	 16 	 1007 	
-13 	 -9 	 984 	
-3 	 -5 	 986 	
-13 	 17 	 1042 	
-19 	 0 	 1024 	
10 	 14 	 1030 	
-3 	 8 	 1008 	
-7 	 0 	 1001 	
-13 	 21 	 1031 	
2 	 23 	 1031 	
1 	 16 	 997 	
-6 	 45 	 1044 	
-2 	 -18 	 951 	
-27 	 41 	 1029 	
-20 	 10 	 995 	
0 	 46 	 1031 	
-14 	 56 	 1032 	
-1 	 43 	 1006 	
-20 	 76 	 1043 	
-20 	 49 	 1003 	
-10 	 66 	 1020 	
-22 	 56 	 991 	
-23 	 58 	 989 	
-34 	 77 	 1010 	
-20 	 71 	 1007 	
-26 	 92 	 1009 	
-20 	 79 	 1002 	
-27 	 87 	 1019 	
-44 	 79 	 1001 	
-45 	 85 	 1009 	
-49 	 108 	 1042 	
-22 	 90 	 1002 	
-22 	 102 	 997 	
-53 	 92 	 966 	
-28 	 104 	 987 	
-61 	 133 	 1030 	
-50 	 103 	 997 	
-68 	 148 	 1047 	
-62 	 123 	 1009 	
-48 	 125 	 995 	
-67 	 134 	 1005 	
-44 	 107 	 964 	
-60 	 145 	 1002 	
-53 	 123 	 974 	
-58 	 149 	 1007 	
-88 	 132 	 998 	
-79 	 146 	 1011 	
-74 	 154 	 1014 	
-57 	 143 	 995 	
-70 	 169 	 1008 	
-68 	 147 	 987 	
-77 	 155 	 972 	
-84 	 182 	 1024 	
-52 	 147 	 959 	
-86 	 191 	 1015 	
-50 	 144 	 965 	
-82 	 192 	 1021 	
-94 	 171 	 1003 	
-68 	 161 	 985 	
-96 	 196 	 1016 	
-61 	 166 	 978 	
-59 	 179 	 975 	
-101 	 191 	 993 	
-54 	 149 	 944 	
-91 	 206 	 1019 	
-82 	 159 	 970 	
-88 	 188 	 1006 	
-92 	 182 	 998 	
-81 	 177 	 994 	
-68 	 201 	 1021 	
-83 	 173 	 965 	
-39 	 171 	 950 	
-68 	 176 	 970 	
-92 	 189 	 1027 	
-84 	 201 	 1044 	
-94 	 181 	 990 	
-63 	 174 	 994 	
-62 	 173 	 974 	
-86 	 171 	 972 	
-120 	 180 	 976 	
-77 	 202 	 1013 	
-37 	 192 	 989 	
-63 	 165 	 960 	
-61 	 196 	 1021 	
-96 	 174 	 991 	
-85 	 173 	 995 	
-98 	 189 	 1002 	
-88 	 176 	 980 	
-59 	 186 	 982 	
-95 	 199 	 998 	
-70 	 173 	 963 	
-92 	 214 	 1001 	
-100 	 189 	 974 	
-77 	 204 	 993 	
-103 	 213 	 1001 	
-81 	 193 	 972 	
-84 	 210 	 986 	
-119 	 211 	 990 	
-48 	 201 	 981 	
-113 	 229 	 1009 	
-96 	 208 	 970 	
-89 	 222 	 969 	
-134 	 221 	 962 	
-42 	 217 	 952 	
-75 	 246 	 981 	
-107 	 212 	 936 	
-87 	 247 	 1012 	
-146 	 245 	 1014 	
-113 	 233 	 994 	
-98 	 243 	 994 	
-118 	 239 	 968 	
-73 	 237 	 967 	
-128 	 254 	 971 	
-83 	 233 	 939 	
-112 	 262 	 970 	
-127 	 261 	 972 	
-99 	 272 	 982 	
-106 	 270 	 969 	
-96 	 278 	 985 	
-84 	 270 	 966 	
-93 	 262 	 949 	
-102 	 279 	 969 	
-104 	 268 	 958 	
-87 	 271 	 962 	
-100 	 276 	 964 	
-107 	 266 	 956 	
-88 	 271 	 977 	
-103 	 273 	 971 	
-121 	 277 	 991 	
-102 	 276 	 981 	
-122 	 287 	 998 	
-81 	 261 	 952 	
-77 	 264 	 936 	
-107 	 284 	 960 	
-77 	 284 	 959 	
-98 	 282 	 946 	
-110 	 296 	 970 	
-88 	 291 	 955 	
-114 	 301 	 958 	
-72 	 302 	 975 	
-74 	 291 	 946 	
-94 	 308 	 979 	
-93 	 286 	 932 	
-88 	 304 	 957 	
-101 	 296 	 940 	
-87 	 308 	 979 	
-93 	 310 	 970 	
-87 	 308 	 967 	
-87 	 317 	 978 	
-87 	 316 	 963 	
-92 	 312 	 956 	
-70 	 297 	 943 	
-95 	 299 	 939 	
-91 	 309 	 953 	
-111 	 321 	 963 	
-98 	 336 	 986 	
-52 	 308 	 935 	
-81 	 319 	 950 	
-68 	 313 	 949 	
-107 	 317 	 944 	
-105 	 324 	 961 	
-83 	 308 	 935 	
-81 	 325 	 958 	
-83 	 305 	 927 	
-97 	 318 	 943 	
-100 	 329 	 968 	
-101 	 326 	 961 	
-86 	 330 	 969 	
-85 	 314 	 940 	
-73 	 312 	 943 	
-106 	 321 	 956 	
-78 	 308 	 942 	
-78 	 313 	 946 	
-102 	 319 	 964 	
-104 	 321 	 975 	
-89 	 305 	 944 	
-96 	 314 	 949 	
-80 	 290 	 911 	
-87 	 288 	 920 	
-99 	 298 	 965 	
-110 	 302 	 974 	
-85 	 300 	 989 	
-77 	 287 	 968 	
-91 	 294 	 982 	
-85 	 288 	 970 	
-80 	 289 	 964 	
-104 	 295 	 970 	
-75 	 292 	 971 	
-83 	 289 	 965 	
-86 	 279 	 944 	
-77 	 289 	 965 	
-91 	 268 	 941 	
-82 	 286 	 981 	
-92 	 272 	 970 	
-84 	 273 	 976 	
-68 	 260 	 964 	
-85 	 279 	 996 	
-81 	 249 	 955 	
-96 	 278 	 993 	
-65 	 256 	 968 	
-93 	 256 	 959 	
-92 	 262 	 978 	
-90 	 263 	 982 	
-108 	 261 	 976 	
-81 	 266 	 984 	
-89 	 257 	 958 	
-94 	 266 	 973 	
-97 	 260 	 953 	
-100 	 270 	 974 	
-79 	 265 	 967 	
-82 	 269 	 969 	
-88 	 263 	 961 	
-93 	 275 	 979 	
-99 	 266 	 969 	
-81 	 269 	 970 	
-88 	 265 	 963 	
-100 	 271 	 975 	
-97 	 262 	 961 	
-78 	 281 	 990 	
-107 	 254 	 941 	
-97 	 284 	 990 	
-118 	 270 	 961 	
-115 	 256 	 941 	
-79 	 262 	 951 	
-105 	 268 	 982 	
-67 	 262 	 964 	
-85 	 266 	 1018 	
-94 	 233 	 963 	
-83 	 247 	 986 	
-110 	 245 	 973 	
-96 	 250 	 992 	
-121 	 223 	 942 	
-91 	 248 	 991 	
-119 	 223 	 966 	
-119 	 245 	 995 	
-71 	 239 	 985 	
-82 	 222 	 946 	
-110 	 231 	 962 	
-93 	 242 	 986 	
-125 	 242 	 982 	
-128 	 235 	 980 	
-103 	 236 	 979 	
-136 	 234 	 984 	
-80 	 217 	 966 	
-106 	 242 	 987 	
-162 	 227 	 956 	
-109 	 251 	 1008 	
-132 	 239 	 978 	
-169 	 234 	 951 	
-94 	 232 	 961 	
-146 	 236 	 951 	
-153 	 253 	 990 	
-92 	 244 	 972 	
-162 	 265 	 984 	
-117 	 243 	 955 	
-106 	 261 	 986 	
-127 	 249 	 970 	
-131 	 251 	 966 	
-128 	 260 	 971 	
-148 	 250 	 947 	
-111 	 250 	 946 	
-120 	 261 	 967 	
-120 	 259 	 960 	
-134 	 266 	 987 	
-132 	 259 	 968 	
-107 	 269 	 989 	
-132 	 262 	 970 	
-118 	 258 	 946 	
-117 	 266 	 960 	
-113 	 268 	 952 	
-129 	 301 	 981 	
-115 	 314 	 968 	
-91 	 301 	 981 	
-132 	 268 	 935 	
-94 	 268 	 937 	
-154 	 289 	 974 	
-65 	 254 	 956 	
-98 	 261 	 954 	
-109 	 254 	 943 	
-93 	 275 	 965 	
-111 	 279 	 977 	
-110 	 276 	 963 	
-76 	 276 	 970 	
-97 	 284 	 973 	
-52 	 273 	 955 	
-68 	 293 	 988 	
-73 	 274 	 954 	
-78 	 302 	 1000 	
-73 	 278 	 962 	
-78 	 287 	 970 	
-58 	 269 	 949 	
-33 	 278 	 967 	
-61 	 278 	 948 	
-97 	 282 	 952 	
-56 	 271 	 966 	
-39 	 260 	 947 	
-29 	 278 	 983 	
-15 	 264 	 980 	
-39 	 305 	 1022 	
-60 	 291 	 994 	
-1 	 273 	 967 	
-1 	 258 	 945 	
-38 	 262 	 937 	
-16 	 273 	 957 	
12 	 260 	 960 	
-18 	 236 	 922 	
-57 	 292 	 997 	
-121 	 276 	 980 	
-71 	 306 	 1041 	
-69 	 269 	 983 	
0 	 246 	 949 	
-91 	 269 	 975 	
-43 	 265 	 977 	
-109 	 243 	 929 	
-77 	 285 	 1007 	
-89 	 256 	 956 	
-87 	 264 	 975 	
-104 	 280 	 993 	
-58 	 234 	 940 	
-89 	 247 	 965 	
-36 	 239 	 973 	
-145 	 237 	 973 	
-117 	 276 	 1036 	
-149 	 253 	 996 	
-127 	 280 	 1019 	
-83 	 243 	 955 	
-122 	 239 	 937 	
-114 	 245 	 954 	
-131 	 237 	 964 	
-153 	 279 	 1021 	
-139 	 232 	 955 	
-161 	 256 	 980 	
-142 	 218 	 927 	
-148 	 201 	 925 	
-172 	 249 	 1003 	
-187 	 240 	 982 	
-172 	 268 	 1020 	
-137 	 240 	 973 	
-123 	 249 	 971 	
-128 	 251 	 953 	
-134 	 257 	 960 	
-117 	 246 	 940 	
-171 	 275 	 971 	
-146 	 268 	 965 	
-172 	 276 	 956 	
-165 	 275 	 949 	
-136 	 269 	 946 	
-169 	 276 	 934 	
-151 	 293 	 969 	
-155 	 275 	 935 	
-162 	 287 	 955 	
-158 	 287 	 955 	
-161 	 301 	 974 	
-146 	 287 	 950 	
-176 	 299 	 953 	
-150 	 296 	 955 	
-168 	 298 	 933 	
-166 	 309 	 938 	
-132 	 325 	 971 	
-144 	 304 	 918 	
-113 	 322 	 947 	
-139 	 306 	 922 	
-133 	 348 	 975 	
-148 	 331 	 933 	
-125 	 334 	 937 	
-123 	 328 	 906 	
-115 	 327 	 906 	
-127 	 333 	 926 	
-135 	 340 	 943 	
-134 	 348 	 974 	
-147 	 343 	 961 	
-133 	 344 	 959 	
-127 	 321 	 913 	
-103 	 348 	 955 	
-116 	 343 	 927 	
-101 	 358 	 955 	
-83 	 350 	 936 	
-111 	 351 	 917 	
-84 	 366 	 956 	
-89 	 342 	 909 	
-80 	 371 	 953 	
-107 	 371 	 966 	
-84 	 365 	 964 	
-83 	 372 	 971 	
-81 	 327 	 878 	
-89 	 372 	 923 	
-115 	 356 	 908 	
-82 	 393 	 947 	
-89 	 379 	 901 	
-34 	 392 	 926 	
-63 	 376 	 902 	
-47 	 411 	 965 	
-38 	 376 	 903 	
-15 	 390 	 939 	
-1 	 396 	 941 	
