Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	
16368916	1555	-1677	-687	758.840	-818.376	-335.256	1813	1739	-2569	126.910	121.730	-179.830	1778	31.945	
16379239	1608	-1470	-455	784.704	-717.360	-222.040	1674	1791	-2828	117.180	125.370	-197.960	1786	31.977	
16389561	1608	-1317	-325	784.704	-642.696	-158.600	1536	1833	-3159	107.520	128.310	-221.130	1786	31.977	
16399883	1529	-1217	-131	746.152	-593.896	-63.928	1394	1873	-3474	97.580	131.110	-243.180	1781	31.957	
16410206	1588	-962	-150	774.944	-469.456	-73.200	1246	1912	-3775	87.220	133.840	-264.250	1781	31.957	
16420528	1647	-838	18	803.736	-408.944	8.784	1100	1940	-4092	77.000	135.800	-286.440	1783	31.965	
16430850	1641	-708	211	800.808	-345.504	102.968	949	1956	-4404	66.430	136.920	-308.280	1783	31.965	
16441173	1661	-553	253	810.568	-269.864	123.464	794	1966	-4690	55.580	137.620	-328.300	1778	31.945	
16451495	1673	-412	404	816.424	-201.056	197.152	638	1965	-4961	44.660	137.550	-347.270	1778	31.945	
16461817	1740	-331	530	849.120	-161.528	258.640	477	1952	-5240	33.390	136.640	-366.800	1778	31.945	
16472140	1822	-229	497	889.136	-111.752	242.536	309	1920	-5519	21.630	134.400	-386.330	1778	31.945	
16482462	1882	-93	448	918.416	-45.384	218.624	137	1868	-5754	9.590	130.760	-402.780	1782	31.961	
16492784	1925	22	485	939.400	10.736	236.680	-29	1798	-5902	-2.030	125.860	-413.140	1782	31.961	
16503107	1896	191	518	925.248	93.208	252.784	-182	1712	-5957	-12.740	119.840	-416.990	1780	31.953	
16513429	1881	356	509	917.928	173.728	248.392	-316	1613	-5935	-22.120	112.910	-415.450	1780	31.953	
16523751	1857	501	499	906.216	244.488	243.512	-424	1504	-5860	-29.680	105.280	-410.200	1775	31.934	
16534074	1763	570	528	860.344	278.160	257.664	-509	1385	-5742	-35.630	96.950	-401.940	1775	31.934	
16544396	1649	642	530	804.712	313.296	258.640	-572	1267	-5593	-40.040	88.690	-391.510	1786	31.977	
16554718	1631	702	524	795.928	342.576	255.712	-616	1151	-5429	-43.120	80.570	-380.030	1786	31.977	
16565041	1654	705	503	807.152	344.040	245.464	-644	1034	-5251	-45.080	72.380	-367.570	1792	32.000	
16575363	1592	699	528	776.896	341.112	257.664	-660	917	-5043	-46.200	64.190	-353.010	1792	32.000	
16585685	1462	689	550	713.456	336.232	268.400	-666	809	-4800	-46.620	56.630	-336.000	1789	31.988	
16596008	1342	690	555	654.896	336.720	270.840	-667	712	-4547	-46.690	49.840	-318.290	1789	31.988	
16606330	1292	645	545	630.496	314.760	265.960	-664	628	-4309	-46.480	43.960	-301.630	1785	31.973	
16616652	1288	657	583	628.544	320.616	284.504	-664	553	-4101	-46.480	38.710	-287.070	1785	31.973	
16626975	1080	750	626	527.040	366.000	305.488	-674	486	-3941	-47.180	34.020	-275.870	1781	31.957	
16637297	939	677	686	458.232	330.376	334.768	-690	420	-3839	-48.300	29.400	-268.730	1781	31.957	
16647619	940	890	689	458.720	434.320	336.232	-708	347	-3748	-49.560	24.290	-262.360	1785	31.973	
16657942	1036	914	653	505.568	446.032	318.664	-710	264	-3700	-49.700	18.480	-259.000	1785	31.973	
16668264	1170	963	707	570.960	469.944	345.016	-702	173	-3664	-49.140	12.110	-256.480	1792	32.000	
16678586	1268	1022	820	618.784	498.736	400.160	-676	80	-3611	-47.320	5.600	-252.770	1792	32.000	
16688909	1300	1113	924	634.400	543.144	450.912	-635	-8	-3539	-44.450	-0.560	-247.730	1792	32.000	
16699232	1326	1288	1027	647.088	628.544	501.176	-576	-88	-3462	-40.320	-6.160	-242.340	1792	32.000	
16709554	1331	1488	1190	649.528	726.144	580.720	-500	-157	-3389	-35.000	-10.990	-237.230	1786	31.977	
16719876	1278	1690	1465	623.664	824.720	714.920	-415	-217	-3325	-29.050	-15.190	-232.750	1786	31.977	
16730199	1269	2031	1777	619.272	991.128	867.176	-345	-264	-3188	-24.150	-18.480	-223.160	1787	31.980	
16740521	1321	2202	2133	644.648	1074.576	1040.904	-315	-309	-2809	-22.050	-21.630	-196.630	1787	31.980	
16750843	1418	2103	2310	691.984	1026.264	1127.280	-331	-366	-2177	-23.170	-25.620	-152.390	1784	31.969	
16761166	1654	2238	2227	807.152	1092.144	1086.776	-367	-450	-1545	-25.690	-31.500	-108.150	1784	31.969	
16771488	1823	2302	2143	889.624	1123.376	1045.784	-391	-562	-1062	-27.370	-39.340	-74.340	1781	31.957	
16781810	1714	2108	2199	836.432	1028.704	1073.112	-418	-681	-713	-29.260	-47.670	-49.910	1781	31.957	
16792133	1440	1917	2282	702.720	935.496	1113.616	-465	-785	-462	-32.550	-54.950	-32.340	1788	31.984	
16802455	1236	1877	2257	603.168	915.976	1101.416	-526	-865	-289	-36.820	-60.550	-20.230	1788	31.984	
16812777	1118	1994	2222	545.584	973.072	1084.336	-583	-926	-198	-40.810	-64.820	-13.860	1793	32.004	
16823100	1006	2133	2234	490.928	1040.904	1090.192	-622	-976	-202	-43.540	-68.320	-14.140	1793	32.004	
16833422	908	2207	2263	443.104	1077.016	1104.344	-643	-1020	-288	-45.010	-71.400	-20.160	1782	31.961	
16843744	858	2246	2282	418.704	1096.048	1113.616	-650	-1061	-426	-45.500	-74.270	-29.820	1782	31.961	
16854067	825	2231	2291	402.600	1088.728	1118.008	-649	-1100	-583	-45.430	-77.000	-40.810	1784	31.969	
16864389	778	2133	2264	379.664	1040.904	1104.832	-642	-1133	-730	-44.940	-79.310	-51.100	1784	31.969	
16874711	746	2001	2192	364.048	976.488	1069.696	-636	-1159	-843	-44.520	-81.130	-59.010	1791	31.996	
16885034	725	1878	2120	353.800	916.464	1034.560	-634	-1174	-913	-44.380	-82.180	-63.910	1791	31.996	
16895356	704	1758	2044	343.552	857.904	997.472	-637	-1180	-944	-44.590	-82.600	-66.080	1794	32.008	
16905678	663	1631	1962	323.544	795.928	957.456	-645	-1178	-947	-45.150	-82.460	-66.290	1794	32.008	
16916001	592	1510	1887	288.896	736.880	920.856	-654	-1169	-942	-45.780	-81.830	-65.940	1787	31.980	
16926323	509	1402	1821	248.392	684.176	888.648	-665	-1153	-942	-46.550	-80.710	-65.940	1787	31.980	
16936645	436	1312	1746	212.768	640.256	852.048	-675	-1129	-953	-47.250	-79.030	-66.710	1782	31.961	
16946968	363	1237	1667	177.144	603.656	813.496	-681	-1100	-977	-47.670	-77.000	-68.390	1782	31.961	
16957290	294	1183	1598	143.472	577.304	779.824	-681	-1064	-1013	-47.670	-74.480	-70.910	1789	31.988	
16967612	227	1100	1519	110.776	536.800	741.272	-675	-1023	-1052	-47.250	-71.610	-73.640	1789	31.988	
16977935	179	1038	1427	87.352	506.544	696.376	-664	-976	-1086	-46.480	-68.320	-76.020	1791	31.996	
16988257	141	1009	1359	68.808	492.392	663.192	-652	-927	-1115	-45.640	-64.890	-78.050	1791	31.996	
16998579	113	957	1322	55.144	467.016	645.136	-634	-876	-1139	-44.380	-61.320	-79.730	1786	31.977	
17008902	98	918	1279	47.824	447.984	624.152	-617	-826	-1157	-43.190	-57.820	-80.990	1786	31.977	
17019224	78	887	1242	38.064	432.856	606.096	-601	-781	-1173	-42.070	-54.670	-82.110	1783	31.965	
17029546	62	862	1226	30.256	420.656	598.288	-587	-739	-1186	-41.090	-51.730	-83.020	1783	31.965	
17039869	49	843	1219	23.912	411.384	594.872	-574	-702	-1196	-40.180	-49.140	-83.720	1782	31.961	
17050192	60	914	1241	29.280	446.032	605.608	-566	-667	-1198	-39.620	-46.690	-83.860	1782	31.961	
17060514	50	979	1244	24.400	477.752	607.072	-549	-635	-1198	-38.430	-44.450	-83.860	1784	31.969	
17070836	35	1058	1232	17.080	516.304	601.216	-528	-604	-1190	-36.960	-42.280	-83.300	1784	31.969	
17081159	15	1155	1241	7.320	563.640	605.608	-502	-572	-1163	-35.140	-40.040	-81.410	1775	31.934	
17091481	-2	1203	1281	-0.976	587.064	625.128	-473	-535	-1116	-33.110	-37.450	-78.120	1775	31.934	
17101803	20	1332	1346	9.760	650.016	656.848	-443	-493	-1050	-31.010	-34.510	-73.500	1787	31.980	
17112126	48	1505	1389	23.424	734.440	677.832	-407	-446	-974	-28.490	-31.220	-68.180	1787	31.980	
17122448	62	1626	1424	30.256	793.488	694.912	-362	-398	-911	-25.340	-27.860	-63.770	1775	31.934	
17132770	60	1716	1465	29.280	837.408	714.920	-312	-349	-869	-21.840	-24.430	-60.830	1775	31.934	
17143093	78	1814	1499	38.064	885.232	731.512	-255	-301	-852	-17.850	-21.070	-59.640	1792	32.000	
17153415	125	1973	1559	61.000	962.824	760.792	-198	-257	-855	-13.860	-17.990	-59.850	1792	32.000	
17163737	181	2120	1644	88.328	1034.560	802.272	-138	-219	-866	-9.660	-15.330	-60.620	1781	31.957	
17174060	243	2203	1725	118.584	1075.064	841.800	-75	-185	-873	-5.250	-12.950	-61.110	1781	31.957	
17184382	290	2252	1772	141.520	1098.976	864.736	-14	-155	-872	-0.980	-10.850	-61.040	1772	31.922	
17194704	320	2291	1795	156.160	1118.008	875.960	42	-133	-868	2.940	-9.310	-60.760	1772	31.922	
17205027	348	2278	1818	169.824	1111.664	887.184	90	-118	-859	6.300	-8.260	-60.130	1774	31.930	
17215349	366	2206	1810	178.608	1076.528	883.280	129	-111	-847	9.030	-7.770	-59.290	1774	31.930	
17225671	393	2107	1763	191.784	1028.216	860.344	153	-109	-833	10.710	-7.630	-58.310	1783	31.965	
17235994	429	2010	1697	209.352	980.880	828.136	160	-113	-821	11.200	-7.910	-57.470	1783	31.965	
17246316	461	1932	1618	224.968	942.816	789.584	156	-126	-819	10.920	-8.820	-57.330	1782	31.961	
17256638	472	1858	1529	230.336	906.704	746.152	144	-146	-828	10.080	-10.220	-57.960	1782	31.961	
17266961	479	1786	1443	233.752	871.568	704.184	124	-172	-846	8.680	-12.040	-59.220	1769	31.910	
17277283	466	1685	1377	227.408	822.280	671.976	100	-206	-865	7.000	-14.420	-60.550	1769	31.910	
17287605	445	1586	1332	217.160	773.968	650.016	68	-243	-872	4.760	-17.010	-61.040	1773	31.926	
17297928	432	1504	1284	210.816	733.952	626.592	31	-282	-866	2.170	-19.740	-60.620	1773	31.926	
17308250	410	1420	1228	200.080	692.960	599.264	-9	-323	-845	-0.630	-22.610	-59.150	1780	31.953	
