Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	
5184606	6733	-267	-4046	3285.704	-130.296	-1974.448	-1492	-3183	618	-104.440	-222.810	43.260	1741	31.801	
5194928	7389	-863	-5185	3605.832	-421.144	-2530.280	-1818	-3631	674	-127.260	-254.170	47.180	1741	31.801	
5205251	8259	-1439	-6707	4030.392	-702.232	-3273.016	-2222	-4097	433	-155.540	-286.790	30.310	1743	31.809	
5215573	9146	-1802	-7354	4463.248	-879.376	-3588.752	-2696	-4624	-341	-188.720	-323.680	-23.870	1743	31.809	
5225895	11342	-2793	-7364	5534.896	-1362.984	-3593.632	-3213	-5296	-1614	-224.910	-370.720	-112.980	1736	31.781	
5236218	13754	-5068	-6785	6711.952	-2473.184	-3311.080	-3838	-6245	-2676	-268.660	-437.150	-187.320	1736	31.781	
5246540	15755	-8138	-5959	7688.440	-3971.344	-2907.992	-4707	-7486	-2783	-329.490	-524.020	-194.810	1736	31.781	
5256862	16860	-12100	-4284	8227.680	-5904.800	-2090.592	-5969	-8956	-2001	-417.830	-626.920	-140.070	1736	31.781	
5267184	17946	-15763	-1071	8757.648	-7692.344	-522.648	-7736	-10556	-941	-541.520	-738.920	-65.870	1746	31.820	
5277506	18496	-18672	3246	9026.048	-9111.937	1584.048	-9994	-12184	39	-699.580	-852.880	2.730	1746	31.820	
5287829	17473	-21123	7439	8526.824	-10308.024	3630.232	-12583	-13678	859	-880.810	-957.460	60.130	1744	31.813	
5298151	15541	-21521	12289	7584.008	-10502.248	5997.032	-15220	-14820	1776	-1065.400	-1037.400	124.320	1744	31.813	
5308473	2748	-4068	2982	1341.024	-1985.184	1455.216	-10296	-14026	7249	-720.720	-981.820	507.430	1745	31.816	
5318796	5877	-12993	6318	2867.976	-6340.584	3083.184	-8177	-13022	7642	-572.390	-911.540	534.940	1745	31.816	
5329118	14589	-18974	5609	7119.432	-9259.313	2737.192	-12707	-13676	1340	-889.490	-957.320	93.800	1742	31.805	
5339440	17305	-14312	8627	8444.840	-6984.256	4209.976	-14229	-14441	-615	-996.030	-1010.870	-43.050	1742	31.805	
5349763	17673	-9816	6402	8624.424	-4790.208	3124.176	-14547	-14716	1763	-1018.290	-1030.120	123.410	1745	31.816	
5360085	13462	-4964	4288	6569.456	-2422.432	2092.544	-14228	-14281	4376	-995.960	-999.670	306.320	1745	31.816	
5370408	8581	-1144	893	4187.528	-558.272	435.784	-13333	-13260	4720	-933.310	-928.200	330.400	1737	31.785	
5380730	5379	1068	-2590	2624.952	521.184	-1263.920	-11751	-12164	2912	-822.570	-851.480	203.840	1737	31.785	
5391052	4759	2174	-4653	2322.392	1060.912	-2270.664	-9549	-11351	178	-668.430	-794.570	12.460	1736	31.781	
5401375	4961	1554	-5024	2420.968	758.352	-2451.712	-6971	-10903	-2375	-487.970	-763.210	-166.250	1736	31.781	
5411697	4685	194	-4033	2286.280	94.672	-1968.104	-4355	-10615	-4122	-304.850	-743.050	-288.540	1741	31.801	
5422019	4059	-1996	-2771	1980.792	-974.048	-1352.248	-1997	-10251	-4875	-139.790	-717.570	-341.250	1741	31.801	
5432342	3874	-3075	-1633	1890.512	-1500.600	-796.904	-100	-9717	-4780	-7.000	-680.190	-334.600	1737	31.785	
5442664	3280	-3485	-1114	1600.640	-1700.680	-543.632	1311	-9056	-3916	91.770	-633.920	-274.120	1737	31.785	
5452987	2652	-3150	-631	1294.176	-1537.200	-307.928	2255	-8306	-2649	157.850	-581.420	-185.430	1741	31.801	
5463309	2204	-2481	-665	1075.552	-1210.728	-324.520	2826	-7520	-1303	197.820	-526.400	-91.210	1741	31.801	
5473631	1784	-2356	-900	870.592	-1149.728	-439.200	3102	-6753	-323	217.140	-472.710	-22.610	1743	31.809	
5483954	1717	-1937	-1155	837.896	-945.256	-563.640	3163	-6023	59	221.410	-421.610	4.130	1743	31.809	
5494276	1780	-1822	-1233	868.640	-889.136	-601.704	3101	-5353	-61	217.070	-374.710	-4.270	1726	31.742	
5504598	1778	-1735	-920	867.664	-846.680	-448.960	2964	-4744	-432	207.480	-332.080	-30.240	1726	31.742	
5514920	1578	-1533	-764	770.064	-748.104	-372.832	2780	-4175	-800	194.600	-292.250	-56.000	1733	31.770	
5525242	1308	-1336	-814	638.304	-651.968	-397.232	2574	-3617	-1061	180.180	-253.190	-74.270	1733	31.770	
5535565	1292	-1305	-941	630.496	-636.840	-459.208	2346	-3055	-1149	164.220	-213.850	-80.430	1725	31.738	
5545887	1648	-1101	-879	804.224	-537.288	-428.952	2085	-2514	-960	145.950	-175.980	-67.200	1725	31.738	
5556209	1978	-825	-904	965.264	-402.600	-441.152	1810	-2027	-449	126.700	-141.890	-31.430	1724	31.734	
5566532	2084	-470	-1034	1016.992	-229.360	-504.592	1539	-1597	256	107.730	-111.790	17.920	1724	31.734	
5576854	2054	101	-1209	1002.352	49.288	-589.992	1303	-1205	1005	91.210	-84.350	70.350	1728	31.750	
5587176	1876	425	-1321	915.488	207.400	-644.648	1122	-832	1649	78.540	-58.240	115.430	1728	31.750	
5597498	1668	668	-1300	813.984	325.984	-634.400	994	-466	2060	69.580	-32.620	144.200	1736	31.781	
5607820	1615	792	-1276	788.120	386.496	-622.688	914	-108	2214	63.980	-7.560	154.980	1736	31.781	
5618143	1693	1115	-1253	826.184	544.120	-611.464	883	230	2172	61.810	16.100	152.040	1737	31.785	
5628465	1726	1326	-1411	842.288	647.088	-688.568	908	544	2021	63.560	38.080	141.470	1737	31.785	
5638787	1506	1431	-1559	734.928	698.328	-760.792	978	843	1776	68.460	59.010	124.320	1736	31.781	
5649110	1132	1370	-1564	552.416	668.560	-763.232	1078	1148	1444	75.460	80.360	101.080	1736	31.781	
5659432	920	1200	-1518	448.960	585.600	-740.784	1187	1467	1068	83.090	102.690	74.760	1721	31.723	
5669755	820	959	-1454	400.160	467.992	-709.552	1286	1787	719	90.020	125.090	50.330	1721	31.723	
5680077	790	679	-1372	385.520	331.352	-669.536	1364	2099	448	95.480	146.930	31.360	1722	31.727	
5690399	839	573	-1365	409.432	279.624	-666.120	1422	2395	271	99.540	167.650	18.970	1722	31.727	
5700722	855	584	-1366	417.240	284.992	-666.608	1473	2669	201	103.110	186.830	14.070	1720	31.719	
5711044	860	572	-1361	419.680	279.136	-664.168	1523	2924	228	106.610	204.680	15.960	1720	31.719	
5721366	885	525	-1352	431.880	256.200	-659.776	1569	3156	311	109.830	220.920	21.770	1736	31.781	
5731688	942	418	-1279	459.696	203.984	-624.152	1609	3360	396	112.630	235.200	27.720	1736	31.781	
5742010	1170	-37	-1295	570.960	-18.056	-631.960	1628	3528	430	113.960	246.960	30.100	1714	31.695	
5752333	1330	-165	-1193	649.040	-80.520	-582.184	1610	3653	399	112.700	255.710	27.930	1714	31.695	
5762655	1488	-4	-1076	726.144	-1.952	-525.088	1581	3746	372	110.670	262.220	26.040	1720	31.719	
5772977	1660	50	-1088	810.080	24.400	-530.944	1563	3813	401	109.410	266.910	28.070	1720	31.719	
5783299	1687	-58	-1187	823.256	-28.304	-579.256	1555	3861	458	108.850	270.270	32.060	1720	31.719	
5793621	1685	-196	-1156	822.280	-95.648	-564.128	1551	3898	503	108.570	272.860	35.210	1720	31.719	
5803944	1699	-283	-1190	829.112	-138.104	-580.720	1549	3927	513	108.430	274.890	35.910	1731	31.762	
5814266	1866	-480	-1386	910.608	-234.240	-676.368	1552	3945	480	108.640	276.150	33.600	1731	31.762	
5824588	2014	-320	-1634	982.832	-156.160	-797.392	1561	3948	399	109.270	276.360	27.930	1728	31.750	
5834911	2166	-114	-1751	1057.008	-55.632	-854.488	1601	3942	285	112.070	275.940	19.950	1728	31.750	
5845233	2248	-148	-1931	1097.024	-72.224	-942.328	1672	3929	144	117.040	275.030	10.080	1733	31.770	
5855556	2219	-252	-2080	1082.872	-122.976	-1015.040	1753	3916	-35	122.710	274.120	-2.450	1733	31.770	
5865878	2209	-329	-2217	1077.992	-160.552	-1081.896	1839	3911	-271	128.730	273.770	-18.970	1728	31.750	
5876200	2382	-381	-2405	1162.416	-185.928	-1173.640	1928	3911	-528	134.960	273.770	-36.960	1728	31.750	
5886523	2649	-480	-2580	1292.712	-234.240	-1259.040	2017	3907	-718	141.190	273.490	-50.260	1725	31.738	
5896845	2879	-448	-2683	1404.952	-218.624	-1309.304	2111	3893	-792	147.770	272.510	-55.440	1725	31.738	
5907168	3075	-483	-2745	1500.600	-235.704	-1339.560	2214	3864	-748	154.980	270.480	-52.360	1730	31.758	
5917490	3215	-601	-2828	1568.920	-293.288	-1380.064	2325	3822	-612	162.750	267.540	-42.840	1730	31.758	
5927812	3325	-658	-2946	1622.600	-321.104	-1437.648	2435	3767	-451	170.450	263.690	-31.570	1724	31.734	
5938135	3310	-616	-2914	1615.280	-300.608	-1422.032	2543	3699	-342	178.010	258.930	-23.940	1724	31.734	
5948457	3247	-633	-2835	1584.536	-308.904	-1383.480	2649	3628	-326	185.430	253.960	-22.820	1727	31.746	
5958779	3135	-640	-2756	1529.880	-312.320	-1344.928	2743	3556	-415	192.010	248.920	-29.050	1727	31.746	
5969101	3002	-669	-2622	1464.976	-326.472	-1279.536	2818	3491	-600	197.260	244.370	-42.000	1730	31.758	
5979423	2918	-717	-2491	1423.984	-349.896	-1215.608	2868	3435	-849	200.760	240.450	-59.430	1730	31.758	
5989746	2898	-830	-2392	1414.224	-405.040	-1167.296	2894	3387	-1105	202.580	237.090	-77.350	1724	31.734	
6000068	2937	-926	-2293	1433.256	-451.888	-1118.984	2886	3340	-1306	202.020	233.800	-91.420	1724	31.734	
6010390	2924	-943	-2202	1426.912	-460.184	-1074.576	2857	3289	-1422	199.990	230.230	-99.540	1725	31.738	
6020713	2871	-920	-2074	1401.048	-448.960	-1012.112	2815	3233	-1431	197.050	226.310	-100.170	1725	31.738	
6031035	2750	-902	-1911	1342.000	-440.176	-932.568	2768	3171	-1344	193.760	221.970	-94.080	1724	31.734	
6041358	2612	-883	-1696	1274.656	-430.904	-827.648	2717	3103	-1192	190.190	217.210	-83.440	1724	31.734	
6051680	2481	-861	-1532	1210.728	-420.168	-747.616	2666	3028	-1002	186.620	211.960	-70.140	1732	31.766	
6062002	2396	-887	-1446	1169.248	-432.856	-705.648	2616	2944	-801	183.120	206.080	-56.070	1732	31.766	
6072325	2321	-928	-1389	1132.648	-452.864	-677.832	2563	2850	-606	179.410	199.500	-42.420	1716	31.703	
6082647	2212	-890	-1262	1079.456	-434.320	-615.856	2506	2747	-411	175.420	192.290	-28.770	1716	31.703	
6092970	2102	-817	-1096	1025.776	-398.696	-534.848	2455	2638	-218	171.850	184.660	-15.260	1727	31.746	
6103292	1927	-705	-959	940.376	-344.040	-467.992	2409	2525	-39	168.630	176.750	-2.730	1727	31.746	
6113614	1773	-605	-804	865.224	-295.240	-392.352	2372	2413	119	166.040	168.910	8.330	1720	31.719	
6123937	1663	-571	-685	811.544	-278.648	-334.280	2342	2302	246	163.940	161.140	17.220	1720	31.719	
6134259	1607	-594	-413	784.216	-289.872	-201.544	2312	2193	329	161.840	153.510	23.030	1735	31.777	
6144581	1531	-532	-449	747.128	-259.616	-219.112	2278	2084	352	159.460	145.880	24.640	1735	31.777	
6154903	1689	-529	-780	824.232	-258.152	-380.640	2243	1974	304	157.010	138.180	21.280	1731	31.762	
6165225	1742	-455	-858	850.096	-222.040	-418.704	2205	1856	199	154.350	129.920	13.930	1731	31.762	
6175548	1649	-301	-804	804.712	-146.888	-392.352	2172	1739	67	152.040	121.730	4.690	1727	31.746	
6185870	1611	-320	-611	786.168	-156.160	-298.168	2144	1629	-71	150.080	114.030	-4.970	1727	31.746	
6196192	1463	-314	-386	713.944	-153.232	-188.368	2112	1526	-203	147.840	106.820	-14.210	1731	31.762	
6206514	1258	-302	-260	613.904	-147.376	-126.880	2078	1440	-317	145.460	100.800	-22.190	1731	31.762	
6216836	1211	-236	-192	590.968	-115.168	-93.696	2044	1372	-409	143.080	96.040	-28.630	1719	31.715	
6227159	1268	-42	-217	618.784	-20.496	-105.896	2016	1311	-490	141.120	91.770	-34.300	1719	31.715	
6237481	1380	-122	-128	673.440	-59.536	-62.464	1998	1249	-593	139.860	87.430	-41.510	1724	31.734	
6247803	1404	-188	-201	685.152	-91.744	-98.088	1974	1186	-726	138.180	83.020	-50.820	1724	31.734	
6258126	1536	-156	-224	749.568	-76.128	-109.312	1943	1126	-872	136.010	78.820	-61.040	1736	31.781	
6268448	1531	-152	-83	747.128	-74.176	-40.504	1904	1067	-1054	133.280	74.690	-73.780	1736	31.781	
6278771	1381	-194	23	673.928	-94.672	11.224	1839	1020	-1285	128.730	71.400	-89.950	1719	31.715	
6289093	1079	52	230	526.552	25.376	112.240	1746	997	-1559	122.220	69.790	-109.130	1719	31.715	
6299415	1055	28	343	514.840	13.664	167.384	1637	1005	-1895	114.590	70.350	-132.650	1726	31.742	
6309738	1258	52	469	613.904	25.376	228.872	1512	1026	-2200	105.840	71.820	-154.000	1726	31.742	
6320060	1458	338	463	711.504	164.944	225.944	1398	1044	-2402	97.860	73.080	-168.140	1727	31.746	
6330382	1607	680	335	784.216	331.840	163.480	1313	1054	-2490	91.910	73.780	-174.300	1727	31.746	
6340704	1738	1259	193	848.144	614.392	94.184	1244	1057	-2469	87.080	73.990	-172.830	1716	31.703	
6351026	2627	682	-25	1281.976	332.816	-12.200	1164	1042	-2271	81.480	72.940	-158.970	1716	31.703	
6361349	1754	502	-136	855.952	244.976	-66.368	1043	1011	-1957	73.010	70.770	-136.990	1722	31.727	
6371671	1940	387	123	946.720	188.856	60.024	920	1003	-1551	64.400	70.210	-108.570	1722	31.727	
6381993	2227	-110	460	1086.776	-53.680	224.480	827	968	-1078	57.890	67.760	-75.460	1716	31.703	
6392315	3192	-922	690	1557.696	-449.936	336.720	722	880	-609	50.540	61.600	-42.630	1716	31.703	
6402637	2718	-194	1005	1326.384	-94.672	490.440	589	719	-138	41.230	50.330	-9.660	1721	31.723	
6412960	2750	423	918	1342.000	206.424	447.984	496	563	339	34.720	39.410	23.730	1721	31.723	
6423282	2816	471	1064	1374.208	229.848	519.232	439	397	727	30.730	27.790	50.890	1725	31.738	
6433604	2867	472	1100	1399.096	230.336	536.800	400	218	970	28.000	15.260	67.900	1725	31.738	
6443926	2997	244	1141	1462.536	119.072	556.808	361	28	1053	25.270	1.960	73.710	1723	31.730	
6454248	2999	188	1158	1463.512	91.744	565.104	304	-177	997	21.280	-12.390	69.790	1723	31.730	
6464571	2901	159	1241	1415.688	77.592	605.608	234	-383	859	16.380	-26.810	60.130	1714	31.695	
6474893	2730	196	1278	1332.240	95.648	623.664	156	-578	713	10.920	-40.460	49.910	1714	31.695	
6485215	2716	100	1356	1325.408	48.800	661.728	81	-754	611	5.670	-52.780	42.770	1726	31.742	
6495538	2391	59	1440	1166.808	28.792	702.720	9	-909	582	0.630	-63.630	40.740	1726	31.742	
6505860	2109	-19	1354	1029.192	-9.272	660.752	-58	-1015	641	-4.060	-71.050	44.870	1728	31.750	
6516183	1889	-132	1327	921.832	-64.416	647.576	-124	-1070	766	-8.680	-74.900	53.620	1728	31.750	
6526505	1472	-113	1267	718.336	-55.144	618.296	-189	-1078	899	-13.230	-75.460	62.930	1725	31.738	
6536827	1251	-114	1176	610.488	-55.632	573.888	-244	-1035	989	-17.080	-72.450	69.230	1725	31.738	
6547150	1220	-52	1080	595.360	-25.376	527.040	-280	-964	1019	-19.600	-67.480	71.330	1722	31.727	
6557472	1223	137	1177	596.824	66.856	574.376	-294	-883	996	-20.580	-61.810	69.720	1722	31.727	
6567794	1377	203	1210	671.976	99.064	590.480	-278	-802	915	-19.460	-56.140	64.050	1736	31.781	
6578116	1150	231	1059	561.200	112.728	516.792	-246	-725	748	-17.220	-50.750	52.360	1736	31.781	
6588438	1220	347	984	595.360	169.336	480.192	-203	-634	523	-14.210	-44.380	36.610	1726	31.742	
6598761	1363	215	770	665.144	104.920	375.760	-149	-549	290	-10.430	-38.430	20.300	1726	31.742	
6609083	1550	47	977	756.400	22.936	476.776	-102	-477	116	-7.140	-33.390	8.120	1737	31.785	
6619405	1244	-29	1022	607.072	-14.152	498.736	-66	-416	16	-4.620	-29.120	1.120	1737	31.785	
6629727	1357	-182	961	662.216	-88.816	468.968	-43	-344	-3	-3.010	-24.080	-0.210	1737	31.785	
6640049	1545	-119	879	753.960	-58.072	428.952	-33	-283	72	-2.310	-19.810	5.040	1737	31.785	
6650372	1563	-101	906	762.744	-49.288	442.128	-26	-240	219	-1.820	-16.800	15.330	1725	31.738	
6660694	1492	-86	991	728.096	-41.968	483.608	-20	-203	379	-1.400	-14.210	26.530	1725	31.738	
6671016	1478	-155	1134	721.264	-75.640	553.392	-13	-171	507	-0.910	-11.970	35.490	1723	31.730	
6681339	1594	-93	1146	777.872	-45.384	559.248	-5	-150	583	-0.350	-10.500	40.810	1723	31.730	
6691661	1688	-90	1103	823.744	-43.920	538.264	7	-146	621	0.490	-10.220	43.470	1732	31.766	
6701984	1727	-97	1089	842.776	-47.336	531.432	21	-152	636	1.470	-10.640	44.520	1732	31.766	
6712306	1770	-86	1099	863.760	-41.968	536.312	33	-163	630	2.310	-11.410	44.100	1717	31.707	
6722628	1784	-119	1115	870.592	-58.072	544.120	42	-179	611	2.940	-12.530	42.770	1717	31.707	
6732951	1914	-136	1099	934.032	-66.368	536.312	45	-199	595	3.150	-13.930	41.650	1738	31.789	
6743273	2026	-35	1072	988.688	-17.080	523.136	45	-228	613	3.150	-15.960	42.910	1738	31.789	
6753595	2025	-23	1057	988.200	-11.224	515.816	54	-260	682	3.780	-18.200	47.740	1728	31.750	
6763917	1927	42	1147	940.376	20.496	559.736	68	-290	772	4.760	-20.300	54.040	1728	31.750	
6774239	1979	-206	1220	965.752	-100.528	595.360	88	-315	834	6.160	-22.050	58.380	1734	31.773	
6784562	2203	-157	1200	1075.064	-76.616	585.600	89	-348	883	6.230	-24.360	61.810	1734	31.773	
6794884	2245	-157	1265	1095.560	-76.616	617.320	85	-394	970	5.950	-27.580	67.900	1735	31.777	
6805206	2175	-173	1131	1061.400	-84.424	551.928	76	-436	1046	5.320	-30.520	73.220	1735	31.777	
6815529	2086	-137	1061	1017.968	-66.856	517.768	63	-462	1085	4.410	-32.340	75.950	1724	31.734	
6825851	2015	-95	1014	983.320	-46.360	494.832	55	-472	1101	3.850	-33.040	77.070	1724	31.734	
6836174	2035	-132	946	993.080	-64.416	461.648	51	-470	1095	3.570	-32.900	76.650	1727	31.746	
6846496	2040	-111	865	995.520	-54.168	422.120	50	-464	1071	3.500	-32.480	74.970	1727	31.746	
6856818	2034	-73	753	992.592	-35.624	367.464	55	-456	1044	3.850	-31.920	73.080	1731	31.762	
6867141	1975	-45	697	963.800	-21.960	340.136	68	-449	998	4.760	-31.430	69.860	1731	31.762	
6877463	1889	-81	639	921.832	-39.528	311.832	88	-439	919	6.160	-30.730	64.330	1735	31.777	
6887785	1826	-125	595	891.088	-61.000	290.360	114	-426	820	7.980	-29.820	57.400	1735	31.777	
6898107	1768	-194	597	862.784	-94.672	291.336	139	-408	740	9.730	-28.560	51.800	1724	31.734	
6908429	1735	-248	610	846.680	-121.024	297.680	160	-385	720	11.200	-26.950	50.400	1724	31.734	
6918752	1692	-313	615	825.696	-152.744	300.120	179	-360	775	12.530	-25.200	54.250	1724	31.734	
6929074	1655	-316	672	807.640	-154.208	327.936	194	-335	885	13.580	-23.450	61.950	1724	31.734	
6939396	1614	-325	692	787.632	-158.600	337.696	211	-313	994	14.770	-21.910	69.580	1734	31.773	
6949719	1566	-329	722	764.208	-160.552	352.336	234	-299	1055	16.380	-20.930	73.850	1734	31.773	
6960041	1553	-342	786	757.864	-166.896	383.568	262	-295	1070	18.340	-20.650	74.900	1739	31.793	
6970364	1569	-351	839	765.672	-171.288	409.432	294	-301	1084	20.580	-21.070	75.880	1739	31.793	
6980686	1553	-392	877	757.864	-191.296	427.976	329	-317	1109	23.030	-22.190	77.630	1730	31.758	
6991008	1593	-451	917	777.384	-220.088	447.496	364	-343	1149	25.480	-24.010	80.430	1730	31.758	
7001331	1631	-490	1018	795.928	-239.120	496.784	399	-383	1227	27.930	-26.810	85.890	1727	31.746	
7011653	1680	-541	1089	819.840	-264.008	531.432	431	-438	1350	30.170	-30.660	94.500	1727	31.746	
7021975	1654	-546	1186	807.152	-266.448	578.768	464	-504	1488	32.480	-35.280	104.160	1719	31.715	
7032297	1658	-570	1251	809.104	-278.160	610.488	500	-575	1603	35.000	-40.250	112.210	1719	31.715	
7042619	1703	-564	1304	831.064	-275.232	636.352	542	-649	1684	37.940	-45.430	117.880	1734	31.773	
7052942	1655	-537	1329	807.640	-262.056	648.552	595	-718	1738	41.650	-50.260	121.660	1734	31.773	
7063264	1656	-522	1322	808.128	-254.736	645.136	657	-776	1752	45.990	-54.320	122.640	1728	31.750	
7073586	1735	-513	1342	846.680	-250.344	654.896	729	-822	1731	51.030	-57.540	121.170	1728	31.750	
7083909	1794	-555	1423	875.472	-270.840	694.424	811	-864	1690	56.770	-60.480	118.300	1727	31.746	
7094231	1801	-619	1534	878.888	-302.072	748.592	903	-896	1636	63.210	-62.720	114.520	1727	31.746	
7104554	1868	-697	1627	911.584	-340.136	793.976	1002	-915	1569	70.140	-64.050	109.830	1723	31.730	
7114876	2022	-828	1680	986.736	-404.064	819.840	1108	-926	1486	77.560	-64.820	104.020	1723	31.730	
7125198	2145	-929	1786	1046.760	-453.352	871.568	1219	-931	1400	85.330	-65.170	98.000	1736	31.781	
7135521	2249	-1111	1832	1097.512	-542.168	894.016	1336	-922	1308	93.520	-64.540	91.560	1736	31.781	
7145843	2332	-1198	1939	1138.016	-584.624	946.232	1450	-891	1205	101.500	-62.370	84.350	1732	31.766	
7156165	2317	-1319	1990	1130.696	-643.672	971.120	1563	-835	1103	109.410	-58.450	77.210	1732	31.766	
7166487	2313	-1395	2070	1128.744	-680.760	1010.160	1671	-751	970	116.970	-52.570	67.900	1730	31.758	
7176809	2303	-1415	2047	1123.864	-690.520	998.936	1777	-642	798	124.390	-44.940	55.860	1730	31.758	
7187132	2216	-1400	1987	1081.408	-683.200	969.656	1881	-511	572	131.670	-35.770	40.040	1731	31.762	
7197454	2122	-1331	1940	1035.536	-649.528	946.720	1985	-350	297	138.950	-24.500	20.790	1731	31.762	
7207776	2039	-1231	1864	995.032	-600.728	909.632	2093	-166	-4	146.510	-11.620	-0.280	1736	31.781	
7218099	1982	-1120	1833	967.216	-546.560	894.504	2203	39	-296	154.210	2.730	-20.720	1736	31.781	
7228421	1971	-1060	1881	961.848	-517.280	917.928	2312	254	-550	161.840	17.780	-38.500	1723	31.730	
7238744	2016	-1010	1977	983.808	-492.880	964.776	2421	469	-771	169.470	32.830	-53.970	1723	31.730	
7249066	2150	-937	2044	1049.200	-457.256	997.472	2535	677	-958	177.450	47.390	-67.060	1722	31.727	
7259388	2249	-860	2052	1097.512	-419.680	1001.376	2656	873	-1107	185.920	61.110	-77.490	1722	31.727	
7269711	2222	-785	2055	1084.336	-383.080	1002.840	2787	1059	-1276	195.090	74.130	-89.320	1728	31.750	
7280033	2166	-790	2043	1057.008	-385.520	996.984	2920	1245	-1488	204.400	87.150	-104.160	1728	31.750	
7290355	2109	-797	2172	1029.192	-388.936	1059.936	3044	1432	-1695	213.080	100.240	-118.650	1729	31.754	
7300677	2129	-875	2239	1038.952	-427.000	1092.632	3160	1613	-1801	221.200	112.910	-126.070	1729	31.754	
7310999	2307	-1004	2370	1125.816	-489.952	1156.560	3261	1767	-1802	228.270	123.690	-126.140	1721	31.723	
7321322	2567	-1035	2360	1252.696	-505.080	1151.680	3346	1880	-1670	234.220	131.600	-116.900	1721	31.723	
7331644	2564	-1140	2246	1251.232	-556.320	1096.048	3418	1946	-1431	239.260	136.220	-100.170	1726	31.742	
7341966	2633	-1078	2310	1284.904	-526.064	1127.280	3486	1975	-1146	244.020	138.250	-80.220	1726	31.742	
7352289	2797	-1016	2296	1364.936	-495.808	1120.448	3565	1962	-809	249.550	137.340	-56.630	1717	31.707	
7362611	2791	-829	2261	1362.008	-404.552	1103.368	3647	1910	-588	255.290	133.700	-41.160	1717	31.707	
7372934	2751	-695	2149	1342.488	-339.160	1048.712	3725	1844	-650	260.750	129.080	-45.500	1720	31.719	
7383256	2694	-603	2083	1314.672	-294.264	1016.504	3786	1778	-952	265.020	124.460	-66.640	1720	31.719	
7393578	2555	-620	1985	1246.840	-302.560	968.680	3826	1723	-1286	267.820	120.610	-90.020	1725	31.738	
7403901	2374	-698	1854	1158.512	-340.624	904.752	3840	1687	-1525	268.800	118.090	-106.750	1725	31.738	
7414223	2196	-836	1624	1071.648	-407.968	792.512	3828	1671	-1633	267.960	116.970	-114.310	1723	31.730	
7424545	1940	-1004	1483	946.720	-489.952	723.704	3790	1675	-1618	265.300	117.250	-113.260	1723	31.730	
7434867	2005	-998	1387	978.440	-487.024	676.856	3726	1688	-1408	260.820	118.160	-98.560	1735	31.777	
7445189	1898	-1032	1385	926.224	-503.616	675.880	3647	1675	-1029	255.290	117.250	-72.030	1735	31.777	
7455512	1736	-1043	1365	847.168	-508.984	666.120	3551	1632	-715	248.570	114.240	-50.050	1720	31.719	
7465834	1595	-954	1367	778.360	-465.552	667.096	3437	1567	-584	240.590	109.690	-40.880	1720	31.719	
7476156	1446	-730	1286	705.648	-356.240	627.568	3319	1496	-602	232.330	104.720	-42.140	1727	31.746	
7486479	1370	-517	1177	668.560	-252.296	574.376	3212	1429	-710	224.840	100.030	-49.700	1727	31.746	
7496801	1256	-431	1145	612.928	-210.328	558.760	3116	1370	-837	218.120	95.900	-58.590	1723	31.730	
7507124	1346	-460	1174	656.848	-224.480	572.912	3017	1314	-860	211.190	91.980	-60.200	1723	31.730	
7517446	1574	-493	1243	768.112	-240.584	606.584	2909	1238	-641	203.630	86.660	-44.870	1731	31.762	
7527768	1555	-414	1310	758.840	-202.032	639.280	2795	1131	-242	195.650	79.170	-16.940	1731	31.762	
7538091	1576	-192	1425	769.088	-93.696	695.400	2685	1004	116	187.950	70.280	8.120	1734	31.773	
7548413	1462	49	1531	713.456	23.912	747.128	2589	866	242	181.230	60.620	16.940	1734	31.773	
7558735	1374	355	1585	670.512	173.240	773.480	2511	740	79	175.770	51.800	5.530	1734	31.773	
7569057	1391	514	1644	678.808	250.832	802.272	2456	636	-227	171.920	44.520	-15.890	1734	31.773	
7579379	1522	571	1676	742.736	278.648	817.888	2414	553	-470	168.980	38.710	-32.900	1728	31.750	
7589702	1590	648	1568	775.920	316.224	765.184	2376	481	-521	166.320	33.670	-36.470	1728	31.750	
7600024	1462	824	1273	713.456	402.112	621.224	2347	420	-424	164.290	29.400	-29.680	1721	31.723	
7610346	1390	1021	901	678.320	498.248	439.688	2328	371	-312	162.960	25.970	-21.840	1721	31.723	
7620669	1406	1151	603	686.128	561.688	294.264	2315	325	-266	162.050	22.750	-18.620	1724	31.734	
7630991	1367	1165	356	667.096	568.520	173.728	2296	270	-319	160.720	18.900	-22.330	1724	31.734	
7641314	1354	1103	193	660.752	538.264	94.184	2255	208	-473	157.850	14.560	-33.110	1736	31.781	
7651636	1430	1015	-9	697.840	495.320	-4.392	2185	137	-641	152.950	9.590	-44.870	1736	31.781	
7661958	1751	992	-179	854.488	484.096	-87.352	2080	47	-706	145.600	3.290	-49.420	1735	31.777	
7672281	2061	1065	-365	1005.768	519.720	-178.120	1949	-83	-594	136.430	-5.810	-41.580	1735	31.777	
7682603	2275	1091	-572	1110.200	532.408	-279.136	1801	-256	-401	126.070	-17.920	-28.070	1721	31.723	
