Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	
2250	1028	1674	-575	501.664	816.912	-280.600	12	22	-21	0.840	1.540	-1.470	1547	31.043	
12572	1021	1679	-581	498.248	819.352	-283.528	7	22	-13	0.490	1.540	-0.910	1554	31.070	
22894	1017	1680	-580	496.296	819.840	-283.040	3	23	-2	0.210	1.610	-0.140	1554	31.070	
33216	1014	1688	-573	494.832	823.744	-279.624	0	23	9	0.000	1.610	0.630	1556	31.078	
43538	1029	1695	-576	502.152	827.160	-281.088	-1	23	18	-0.070	1.610	1.260	1556	31.078	
53860	1031	1710	-574	503.128	834.480	-280.112	-2	19	24	-0.140	1.330	1.680	1539	31.012	
64182	1035	1718	-568	505.080	838.384	-277.184	-2	15	29	-0.140	1.050	2.030	1539	31.012	
74504	1025	1722	-562	500.200	840.336	-274.256	1	12	31	0.070	0.840	2.170	1554	31.070	
84826	1014	1727	-561	494.832	842.776	-273.768	2	9	32	0.140	0.630	2.240	1554	31.070	
95149	1013	1738	-571	494.344	848.144	-278.648	5	10	34	0.350	0.700	2.380	1552	31.063	
105471	1011	1729	-568	493.368	843.752	-277.184	7	12	35	0.490	0.840	2.450	1552	31.063	
115793	1004	1724	-566	489.952	841.312	-276.208	8	14	35	0.560	0.980	2.450	1549	31.051	
126115	995	1712	-559	485.560	835.456	-272.792	9	17	33	0.630	1.190	2.310	1549	31.051	
136437	983	1703	-569	479.704	831.064	-277.672	7	21	28	0.490	1.470	1.960	1546	31.039	
146759	973	1691	-568	474.824	825.208	-277.184	5	24	22	0.350	1.680	1.540	1546	31.039	
157081	969	1682	-567	472.872	820.816	-276.696	3	28	17	0.210	1.960	1.190	1548	31.047	
167403	980	1695	-573	478.240	827.160	-279.624	2	31	9	0.140	2.170	0.630	1548	31.047	
177725	988	1693	-572	482.144	826.184	-279.136	1	32	-2	0.070	2.240	-0.140	1548	31.047	
188047	1006	1701	-569	490.928	830.088	-277.672	1	33	-15	0.070	2.310	-1.050	1548	31.047	
198369	1012	1701	-569	493.856	830.088	-277.672	2	33	-24	0.140	2.310	-1.680	1548	31.047	
208691	1020	1699	-567	497.760	829.112	-276.696	4	32	-28	0.280	2.240	-1.960	1548	31.047	
219014	1024	1700	-576	499.712	829.600	-281.088	6	31	-27	0.420	2.170	-1.890	1540	31.016	
229336	1026	1686	-581	500.688	822.768	-283.528	6	30	-21	0.420	2.100	-1.470	1540	31.016	
239658	1022	1678	-566	498.736	818.864	-276.208	6	31	-8	0.420	2.170	-0.560	1555	31.074	
249980	1022	1676	-573	498.736	817.888	-279.624	6	31	8	0.420	2.170	0.560	1555	31.074	
260302	1019	1668	-584	497.272	813.984	-284.992	7	31	20	0.490	2.170	1.400	1546	31.039	
270625	1022	1660	-571	498.736	810.080	-278.648	6	31	24	0.420	2.170	1.680	1546	31.039	
280947	1022	1665	-572	498.736	812.520	-279.136	4	31	24	0.280	2.170	1.680	1546	31.039	
291269	1027	1666	-577	501.176	813.008	-281.576	3	31	18	0.210	2.170	1.260	1546	31.039	
301591	1028	1672	-577	501.664	815.936	-281.576	2	31	8	0.140	2.170	0.560	1548	31.047	
311913	1037	1672	-579	506.056	815.936	-282.552	2	30	-3	0.140	2.100	-0.210	1548	31.047	
322235	1047	1680	-582	510.936	819.840	-284.016	2	29	-11	0.140	2.030	-0.770	1540	31.016	
332557	1050	1694	-572	512.400	826.672	-279.136	3	28	-13	0.210	1.960	-0.910	1540	31.016	
342879	1056	1703	-576	515.328	831.064	-281.088	4	27	-4	0.280	1.890	-0.280	1544	31.031	
353201	1054	1694	-587	514.352	826.672	-286.456	8	26	8	0.560	1.820	0.560	1544	31.031	
363523	1055	1693	-567	514.840	826.184	-276.696	9	25	26	0.630	1.750	1.820	1550	31.055	
373845	1061	1706	-569	517.768	832.528	-277.672	12	24	46	0.840	1.680	3.220	1550	31.055	
384167	1054	1704	-573	514.352	831.552	-279.624	14	22	62	0.980	1.540	4.340	1548	31.047	
394490	1040	1699	-578	507.520	829.112	-282.064	16	20	71	1.120	1.400	4.970	1548	31.047	
404812	1029	1683	-587	502.152	821.304	-286.456	17	20	71	1.190	1.400	4.970	1547	31.043	
415134	1015	1678	-590	495.320	818.864	-287.920	18	21	64	1.260	1.470	4.480	1547	31.043	
425456	1014	1672	-591	494.832	815.936	-288.408	19	23	52	1.330	1.610	3.640	1543	31.027	
435778	1028	1665	-584	501.664	812.520	-284.992	19	24	35	1.330	1.680	2.450	1543	31.027	
446101	1037	1669	-576	506.056	814.472	-281.088	18	23	20	1.260	1.610	1.400	1535	30.996	
456423	1045	1678	-582	509.960	818.864	-284.016	17	21	7	1.190	1.470	0.490	1535	30.996	
466745	1048	1681	-590	511.424	820.328	-287.920	16	18	-2	1.120	1.260	-0.140	1551	31.059	
477067	1051	1686	-583	512.888	822.768	-284.504	17	17	-6	1.190	1.190	-0.420	1551	31.059	
487389	1049	1686	-573	511.912	822.768	-279.624	17	15	2	1.190	1.050	0.140	1542	31.023	
497711	1042	1685	-575	508.496	822.280	-280.600	17	16	18	1.190	1.120	1.260	1542	31.023	
508033	1042	1681	-581	508.496	820.328	-283.528	16	17	36	1.120	1.190	2.520	1546	31.039	
518355	1033	1675	-587	504.104	817.400	-286.456	15	18	50	1.050	1.260	3.500	1546	31.039	
528677	1027	1674	-589	501.176	816.912	-287.432	14	17	57	0.980	1.190	3.990	1544	31.031	
538999	1019	1670	-589	497.272	814.960	-287.432	13	17	60	0.910	1.190	4.200	1544	31.031	
549321	1013	1667	-591	494.344	813.496	-288.408	11	17	57	0.770	1.190	3.990	1548	31.047	
559643	1011	1660	-586	493.368	810.080	-285.968	11	17	49	0.770	1.190	3.430	1548	31.047	
569965	1013	1667	-589	494.344	813.496	-287.432	10	17	38	0.700	1.190	2.660	1538	31.008	
580287	1016	1663	-587	495.808	811.544	-286.456	9	17	24	0.630	1.190	1.680	1538	31.008	
590609	1034	1677	-583	504.592	818.376	-284.504	9	16	9	0.630	1.120	0.630	1545	31.035	
600931	1050	1684	-581	512.400	821.792	-283.528	9	14	-5	0.630	0.980	-0.350	1545	31.035	
611253	1047	1688	-567	510.936	823.744	-276.696	10	11	-12	0.700	0.770	-0.840	1554	31.070	
621576	1041	1691	-565	508.008	825.208	-275.720	11	9	-8	0.770	0.630	-0.560	1554	31.070	
631898	1048	1694	-573	511.424	826.672	-279.624	10	8	0	0.700	0.560	0.000	1544	31.031	
642220	1056	1708	-573	515.328	833.504	-279.624	9	8	8	0.630	0.560	0.560	1544	31.031	
652542	1067	1710	-571	520.696	834.480	-278.648	9	8	13	0.630	0.560	0.910	1545	31.035	
662864	1067	1714	-581	520.696	836.432	-283.528	8	7	13	0.560	0.490	0.910	1545	31.035	
673187	1066	1715	-584	520.208	836.920	-284.992	7	5	10	0.490	0.350	0.700	1544	31.031	
683509	1058	1713	-581	516.304	835.944	-283.528	6	3	8	0.420	0.210	0.560	1544	31.031	
693831	1053	1710	-580	513.864	834.480	-283.040	6	1	7	0.420	0.070	0.490	1547	31.043	
704153	1056	1711	-582	515.328	834.968	-284.016	5	-1	5	0.350	-0.070	0.350	1547	31.043	
714475	1061	1701	-580	517.768	830.088	-283.040	4	-3	0	0.280	-0.210	0.000	1548	31.047	
724797	1066	1695	-576	520.208	827.160	-281.088	3	-4	-5	0.210	-0.280	-0.350	1548	31.047	
735119	1067	1693	-578	520.696	826.184	-282.064	-1	-7	-8	-0.070	-0.490	-0.560	1543	31.027	
745441	1066	1690	-580	520.208	824.720	-283.040	-4	-8	-7	-0.280	-0.560	-0.490	1543	31.027	
755763	1061	1690	-581	517.768	824.720	-283.528	-8	-10	-3	-0.560	-0.700	-0.210	1550	31.055	
766085	1060	1683	-583	517.280	821.304	-284.504	-12	-11	-1	-0.840	-0.770	-0.070	1550	31.055	
776407	1062	1677	-587	518.256	818.376	-286.456	-15	-13	-2	-1.050	-0.910	-0.140	1550	31.055	
786729	1065	1678	-593	519.720	818.864	-289.384	-21	-15	-4	-1.470	-1.050	-0.280	1550	31.055	
797051	1052	1668	-601	513.376	813.984	-293.288	-24	-17	-7	-1.680	-1.190	-0.490	1544	31.031	
807373	1037	1664	-603	506.056	812.032	-294.264	-27	-17	-4	-1.890	-1.190	-0.280	1544	31.031	
817695	1026	1660	-604	500.688	810.080	-294.752	-31	-16	3	-2.170	-1.120	0.210	1553	31.066	
828017	1030	1651	-601	502.640	805.688	-293.288	-34	-15	11	-2.380	-1.050	0.770	1553	31.066	
838339	1040	1650	-597	507.520	805.200	-291.336	-38	-15	16	-2.660	-1.050	1.120	1541	31.020	
848662	1045	1654	-587	509.960	807.152	-286.456	-40	-16	18	-2.800	-1.120	1.260	1541	31.020	
858984	1057	1669	-578	515.816	814.472	-282.064	-43	-19	19	-3.010	-1.330	1.330	1543	31.027	
869306	1053	1678	-572	513.864	818.864	-279.136	-44	-23	17	-3.080	-1.610	1.190	1543	31.027	
879628	1056	1693	-562	515.328	826.184	-274.256	-43	-26	13	-3.010	-1.820	0.910	1539	31.012	
889950	1058	1710	-564	516.304	834.480	-275.232	-40	-28	8	-2.800	-1.960	0.560	1539	31.012	
900273	1059	1712	-553	516.792	835.456	-269.864	-37	-29	5	-2.590	-2.030	0.350	1556	31.078	
910595	1052	1716	-551	513.376	837.408	-268.888	-34	-28	5	-2.380	-1.960	0.350	1556	31.078	
920917	1043	1713	-554	508.984	835.944	-270.352	-31	-27	7	-2.170	-1.890	0.490	1551	31.059	
931239	1038	1721	-558	506.544	839.848	-272.304	-27	-25	12	-1.890	-1.750	0.840	1551	31.059	
941561	1023	1705	-554	499.224	832.040	-270.352	-24	-24	16	-1.680	-1.680	1.120	1548	31.047	
951883	1012	1704	-552	493.856	831.552	-269.376	-22	-23	19	-1.540	-1.610	1.330	1548	31.047	
962205	1005	1699	-555	490.440	829.112	-270.840	-20	-22	18	-1.400	-1.540	1.260	1553	31.066	
972527	1004	1702	-566	489.952	830.576	-276.208	-19	-22	10	-1.330	-1.540	0.700	1553	31.066	
982849	996	1698	-565	486.048	828.624	-275.720	-18	-22	-6	-1.260	-1.540	-0.420	1556	31.078	
993171	1004	1703	-564	489.952	831.064	-275.232	-17	-22	-23	-1.190	-1.540	-1.610	1556	31.078	
1003493	1010	1714	-561	492.880	836.432	-273.768	-16	-24	-37	-1.120	-1.680	-2.590	1551	31.059	
1013815	1012	1724	-555	493.856	841.312	-270.840	-15	-26	-44	-1.050	-1.820	-3.080	1551	31.059	
1024138	1014	1746	-550	494.832	852.048	-268.400	-14	-27	-44	-0.980	-1.890	-3.080	1545	31.035	
1034460	1022	1761	-544	498.736	859.368	-265.472	-13	-28	-41	-0.910	-1.960	-2.870	1545	31.035	
1044782	1021	1775	-537	498.248	866.200	-262.056	-12	-29	-39	-0.840	-2.030	-2.730	1547	31.043	
1055104	1017	1779	-530	496.296	868.152	-258.640	-11	-30	-39	-0.770	-2.100	-2.730	1547	31.043	
1065426	1008	1778	-543	491.904	867.664	-264.984	-12	-30	-41	-0.840	-2.100	-2.870	1555	31.074	
1075748	1000	1773	-546	488.000	865.224	-266.448	-14	-30	-45	-0.980	-2.100	-3.150	1555	31.074	
1086070	992	1769	-540	484.096	863.272	-263.520	-16	-30	-52	-1.120	-2.100	-3.640	1550	31.055	
1096392	990	1767	-533	483.120	862.296	-260.104	-20	-29	-60	-1.400	-2.030	-4.200	1550	31.055	
1106714	996	1750	-536	486.048	854.000	-261.568	-25	-29	-70	-1.750	-2.030	-4.900	1550	31.055	
1117036	998	1739	-554	487.024	848.632	-270.352	-33	-29	-83	-2.310	-2.030	-5.810	1550	31.055	
1127358	981	1722	-539	478.728	840.336	-263.032	-42	-28	-99	-2.940	-1.960	-6.930	1543	31.027	
1137680	981	1724	-543	478.728	841.312	-264.984	-52	-27	-111	-3.640	-1.890	-7.770	1543	31.027	
1148003	990	1722	-553	483.120	840.336	-269.864	-63	-26	-119	-4.410	-1.820	-8.330	1550	31.055	
1158325	996	1716	-537	486.048	837.408	-262.056	-73	-26	-124	-5.110	-1.820	-8.680	1550	31.055	
1168647	1006	1718	-531	490.928	838.384	-259.128	-84	-27	-125	-5.880	-1.890	-8.750	1544	31.031	
1178969	1014	1719	-533	494.832	838.872	-260.104	-93	-30	-123	-6.510	-2.100	-8.610	1544	31.031	
1189291	1013	1732	-528	494.344	845.216	-257.664	-101	-33	-117	-7.070	-2.310	-8.190	1547	31.043	
1199613	1005	1734	-518	490.440	846.192	-252.784	-108	-35	-104	-7.560	-2.450	-7.280	1547	31.043	
1209935	1004	1735	-513	489.952	846.680	-250.344	-115	-37	-88	-8.050	-2.590	-6.160	1550	31.055	
1220257	982	1738	-514	479.216	848.144	-250.832	-120	-38	-69	-8.400	-2.660	-4.830	1550	31.055	
1230579	966	1736	-504	471.408	847.168	-245.952	-125	-38	-52	-8.750	-2.660	-3.640	1547	31.043	
1240901	959	1738	-494	467.992	848.144	-241.072	-129	-36	-40	-9.030	-2.520	-2.800	1547	31.043	
1251223	948	1750	-479	462.624	854.000	-233.752	-135	-35	-35	-9.450	-2.450	-2.450	1564	31.109	
1261545	941	1770	-466	459.208	863.760	-227.408	-139	-36	-39	-9.730	-2.520	-2.730	1564	31.109	
1271868	936	1790	-466	456.768	873.520	-227.408	-143	-35	-53	-10.010	-2.450	-3.710	1558	31.086	
1282190	909	1802	-450	443.592	879.376	-219.600	-145	-35	-71	-10.150	-2.450	-4.970	1558	31.086	
1292512	894	1831	-427	436.272	893.528	-208.376	-144	-33	-90	-10.080	-2.310	-6.300	1549	31.051	
1302834	879	1838	-401	428.952	896.944	-195.688	-143	-30	-107	-10.010	-2.100	-7.490	1549	31.051	
1313156	866	1846	-374	422.608	900.848	-182.512	-141	-25	-124	-9.870	-1.750	-8.680	1552	31.063	
1323479	857	1841	-359	418.216	898.408	-175.192	-140	-21	-143	-9.800	-1.470	-10.010	1552	31.063	
1333801	858	1849	-347	418.704	902.312	-169.336	-139	-18	-168	-9.730	-1.260	-11.760	1557	31.082	
1344123	840	1855	-325	409.920	905.240	-158.600	-138	-15	-202	-9.660	-1.050	-14.140	1557	31.082	
1354445	801	1879	-300	390.888	916.952	-146.400	-136	-11	-239	-9.520	-0.770	-16.730	1556	31.078	
1364767	752	1881	-261	366.976	917.928	-127.368	-134	-5	-272	-9.380	-0.350	-19.040	1556	31.078	
1375089	726	1899	-238	354.288	926.712	-116.144	-133	5	-303	-9.310	0.350	-21.210	1545	31.035	
1385411	758	1924	-264	369.904	938.912	-128.832	-132	16	-341	-9.240	1.120	-23.870	1545	31.035	
1395734	748	1877	-222	365.024	915.976	-108.336	-131	25	-382	-9.170	1.750	-26.740	1554	31.070	
1406056	784	1910	-164	382.592	932.080	-80.032	-133	33	-420	-9.310	2.310	-29.400	1554	31.070	
1416378	835	1935	-136	407.480	944.280	-66.368	-135	38	-455	-9.450	2.660	-31.850	1552	31.063	
1426700	855	1940	-119	417.240	946.720	-58.072	-139	40	-480	-9.730	2.800	-33.600	1552	31.063	
1437022	864	1951	-104	421.632	952.088	-50.752	-144	40	-495	-10.080	2.800	-34.650	1544	31.031	
1447345	854	1959	-116	416.752	955.992	-56.608	-149	40	-495	-10.430	2.800	-34.650	1544	31.031	
1457667	824	1947	-106	402.112	950.136	-51.728	-154	43	-481	-10.780	3.010	-33.670	1554	31.070	
1467989	808	1936	-103	394.304	944.768	-50.264	-159	47	-454	-11.130	3.290	-31.780	1554	31.070	
1478311	803	1922	-121	391.864	937.936	-59.048	-165	51	-425	-11.550	3.570	-29.750	1551	31.059	
1488633	794	1892	-135	387.472	923.296	-65.880	-170	56	-404	-11.900	3.920	-28.280	1551	31.059	
1498955	770	1875	-135	375.760	915.000	-65.880	-175	60	-393	-12.250	4.200	-27.510	1558	31.086	
1509277	772	1883	-167	376.736	918.904	-81.496	-178	64	-397	-12.460	4.480	-27.790	1558	31.086	
1519599	786	1856	-187	383.568	905.728	-91.256	-180	67	-416	-12.600	4.690	-29.120	1544	31.031	
1529921	805	1828	-181	392.840	892.064	-88.328	-182	67	-447	-12.740	4.690	-31.290	1544	31.031	
1540243	807	1812	-213	393.816	884.256	-103.944	-184	67	-482	-12.880	4.690	-33.740	1555	31.074	
1550565	803	1788	-273	391.864	872.544	-133.224	-186	68	-499	-13.020	4.760	-34.930	1555	31.074	
1560887	796	1766	-290	388.448	861.808	-141.520	-187	69	-484	-13.090	4.830	-33.880	1545	31.035	
1571210	796	1740	-316	388.448	849.120	-154.208	-188	72	-432	-13.160	5.040	-30.240	1545	31.035	
1581532	783	1720	-350	382.104	839.360	-170.800	-187	73	-353	-13.090	5.110	-24.710	1549	31.051	
1591854	771	1714	-389	376.248	836.432	-189.832	-183	74	-270	-12.810	5.180	-18.900	1549	31.051	
1602176	782	1765	-440	381.616	861.320	-214.720	-176	72	-202	-12.320	5.040	-14.140	1543	31.027	
1612498	776	1805	-484	378.688	880.840	-236.192	-163	67	-147	-11.410	4.690	-10.290	1543	31.027	
1622820	736	1823	-480	359.168	889.624	-234.240	-142	63	-95	-9.940	4.410	-6.650	1551	31.059	
1633142	720	1839	-463	351.360	897.432	-225.944	-114	61	-53	-7.980	4.270	-3.710	1551	31.059	
1643464	735	1873	-469	358.680	914.024	-228.872	-83	59	-24	-5.810	4.130	-1.680	1551	31.059	
1653786	737	1869	-477	359.656	912.072	-232.776	-44	54	-8	-3.080	3.780	-0.560	1551	31.059	
1664108	732	1872	-476	357.216	913.536	-232.288	-4	47	4	-0.280	3.290	0.280	1553	31.066	
1674430	717	1895	-491	349.896	924.760	-239.608	39	40	18	2.730	2.800	1.260	1553	31.066	
1684752	702	1934	-486	342.576	943.792	-237.168	87	33	39	6.090	2.310	2.730	1546	31.039	
1695075	718	1963	-469	350.384	957.944	-228.872	141	26	63	9.870	1.820	4.410	1546	31.039	
1705397	710	1990	-453	346.480	971.120	-221.064	200	18	89	14.000	1.260	6.230	1547	31.043	
1715719	679	1981	-440	331.352	966.728	-214.720	263	10	114	18.410	0.700	7.980	1547	31.043	
1726041	654	1978	-450	319.152	965.264	-219.600	326	6	139	22.820	0.420	9.730	1541	31.020	
1736363	643	1998	-465	313.784	975.024	-226.920	391	5	158	27.370	0.350	11.060	1541	31.020	
1746685	611	2015	-468	298.168	983.320	-228.384	456	5	168	31.920	0.350	11.760	1560	31.094	
1757007	593	2040	-459	289.384	995.520	-223.992	522	9	167	36.540	0.630	11.690	1560	31.094	
1767329	582	2058	-453	284.016	1004.304	-221.064	589	16	157	41.230	1.120	10.990	1561	31.098	
1777651	585	2056	-433	285.480	1003.328	-211.304	655	26	138	45.850	1.820	9.660	1561	31.098	
1787973	600	2040	-441	292.800	995.520	-215.208	719	36	118	50.330	2.520	8.260	1551	31.059	
1798295	626	2038	-464	305.488	994.544	-226.432	778	43	103	54.460	3.010	7.210	1551	31.059	
1808617	659	2057	-488	321.592	1003.816	-238.144	834	50	98	58.380	3.500	6.860	1550	31.055	
1818940	664	2048	-506	324.032	999.424	-246.928	890	55	99	62.300	3.850	6.930	1550	31.055	
1829262	666	2043	-501	325.008	996.984	-244.488	943	63	106	66.010	4.410	7.420	1543	31.027	
1839584	677	2051	-537	330.376	1000.888	-262.056	995	70	115	69.650	4.900	8.050	1543	31.027	
1849906	675	2036	-562	329.400	993.568	-274.256	1046	79	127	73.220	5.530	8.890	1551	31.059	
1860228	676	2027	-554	329.888	989.176	-270.352	1093	89	149	76.510	6.230	10.430	1551	31.059	
1870550	663	2022	-555	323.544	986.736	-270.840	1139	103	189	79.730	7.210	13.230	1546	31.039	
1880872	658	2011	-581	321.104	981.368	-283.528	1180	117	241	82.600	8.190	16.870	1546	31.039	
1891194	664	2008	-609	324.032	979.904	-297.192	1223	131	287	85.610	9.170	20.090	1539	31.012	
1901516	698	2004	-628	340.624	977.952	-306.464	1262	144	315	88.340	10.080	22.050	1539	31.012	
1911838	741	1984	-648	361.608	968.192	-316.224	1298	152	324	90.860	10.640	22.680	1553	31.066	
1922160	785	1987	-681	383.080	969.656	-332.328	1333	157	332	93.310	10.990	23.240	1553	31.066	
1932482	802	2018	-706	391.376	984.784	-344.528	1365	158	346	95.550	11.060	24.220	1548	31.047	
1942804	843	2055	-756	411.384	1002.840	-368.928	1399	161	357	97.930	11.270	24.990	1548	31.047	
1953126	877	2054	-806	427.976	1002.352	-393.328	1433	165	357	100.310	11.550	24.990	1549	31.051	
1963448	900	2051	-837	439.200	1000.888	-408.456	1466	170	348	102.620	11.900	24.360	1549	31.051	
1973770	922	2046	-892	449.936	998.448	-435.296	1499	177	334	104.930	12.390	23.380	1544	31.031	
1984092	960	2017	-941	468.480	984.296	-459.208	1529	185	312	107.030	12.950	21.840	1544	31.031	
1994415	1038	2003	-976	506.544	977.464	-476.288	1558	191	275	109.060	13.370	19.250	1554	31.070	
2004737	1090	1987	-1053	531.920	969.656	-513.864	1583	193	229	110.810	13.510	16.030	1554	31.070	
2015059	1108	1980	-1150	540.704	966.240	-561.200	1602	192	191	112.140	13.440	13.370	1549	31.051	
2025381	1118	1933	-1239	545.584	943.304	-604.632	1610	190	154	112.700	13.300	10.780	1549	31.051	
2035703	1130	1923	-1400	551.440	938.424	-683.200	1609	183	103	112.630	12.810	7.210	1541	31.020	
2046025	1026	1955	-1537	500.688	954.040	-750.056	1603	184	23	112.210	12.880	1.610	1541	31.020	
2056347	898	1899	-1659	438.224	926.712	-809.592	1593	206	-90	111.510	14.420	-6.300	1543	31.027	
2066669	860	1901	-1816	419.680	927.688	-886.208	1560	242	-246	109.200	16.940	-17.220	1543	31.027	
2076991	858	1972	-1971	418.704	962.336	-961.848	1508	285	-470	105.560	19.950	-32.900	1549	31.051	
2087313	800	2146	-2063	390.400	1047.248	-1006.744	1445	332	-745	101.150	23.240	-52.150	1549	31.051	
2097635	744	2335	-2178	363.072	1139.480	-1062.864	1381	387	-1025	96.670	27.090	-71.750	1542	31.023	
2107957	770	2530	-2348	375.760	1234.640	-1145.824	1319	447	-1283	92.330	31.290	-89.810	1542	31.023	
2118279	873	2699	-2548	426.024	1317.112	-1243.424	1260	503	-1523	88.200	35.210	-106.610	1546	31.039	
2128601	991	2830	-2694	483.608	1381.040	-1314.672	1202	547	-1740	84.140	38.290	-121.800	1546	31.039	
2138923	1179	3042	-2851	575.352	1484.496	-1391.288	1147	575	-1934	80.290	40.250	-135.380	1537	31.004	
2149245	1343	3312	-3050	655.384	1616.256	-1488.400	1101	581	-2101	77.070	40.670	-147.070	1537	31.004	
2159567	1489	3469	-3185	726.632	1692.872	-1554.280	1071	567	-2240	74.970	39.690	-156.800	1546	31.039	
2169890	1574	3457	-3321	768.112	1687.016	-1620.648	1045	536	-2370	73.150	37.520	-165.900	1546	31.039	
2180212	1693	3348	-3495	826.184	1633.824	-1705.560	1009	492	-2529	70.630	34.440	-177.030	1543	31.027	
2190534	1877	3239	-3645	915.976	1580.632	-1778.760	956	433	-2759	66.920	30.310	-193.130	1543	31.027	
2200856	2104	3144	-3756	1026.752	1534.272	-1832.928	889	353	-3060	62.230	24.710	-214.200	1547	31.043	
2211178	2354	3071	-3847	1148.752	1498.648	-1877.336	813	251	-3385	56.910	17.570	-236.950	1547	31.043	
2221501	2524	2993	-3892	1231.712	1460.584	-1899.296	739	129	-3677	51.730	9.030	-257.390	1548	31.047	
2231823	2724	2933	-4018	1329.312	1431.304	-1960.784	671	-6	-3902	46.970	-0.420	-273.140	1548	31.047	
2242145	2990	2830	-4000	1459.120	1381.040	-1952.000	614	-158	-4042	42.980	-11.060	-282.940	1554	31.070	
2252467	3242	2738	-3953	1582.096	1336.144	-1929.064	567	-328	-4074	39.690	-22.960	-285.180	1554	31.070	
2262789	3491	2606	-3960	1703.608	1271.728	-1932.480	533	-516	-3972	37.310	-36.120	-278.040	1556	31.078	
2273111	3643	2438	-3822	1777.784	1189.744	-1865.136	509	-717	-3739	35.630	-50.190	-261.730	1556	31.078	
2283433	3804	2222	-3639	1856.352	1084.336	-1775.832	487	-929	-3414	34.090	-65.030	-238.980	1552	31.063	
2293755	3925	1950	-3449	1915.400	951.600	-1683.112	464	-1155	-3059	32.480	-80.850	-214.130	1552	31.063	
2304077	3953	1627	-3119	1929.064	793.976	-1522.072	431	-1397	-2737	30.170	-97.790	-191.590	1564	31.109	
2314399	3922	1333	-2828	1913.936	650.504	-1380.064	386	-1646	-2483	27.020	-115.220	-173.810	1564	31.109	
2324721	3836	1126	-2556	1871.968	549.488	-1247.328	330	-1897	-2299	23.100	-132.790	-160.930	1556	31.078	
2335043	3659	834	-2252	1785.592	406.992	-1098.976	268	-2145	-2154	18.760	-150.150	-150.780	1556	31.078	
2345366	3446	586	-1926	1681.648	285.968	-939.888	194	-2380	-2004	13.580	-166.600	-140.280	1555	31.074	
2355688	3292	337	-1643	1606.496	164.456	-801.784	108	-2601	-1848	7.560	-182.070	-129.360	1555	31.074	
2366010	3165	92	-1375	1544.520	44.896	-671.000	9	-2816	-1712	0.630	-197.120	-119.840	1554	31.070	
2376332	3024	-98	-1156	1475.712	-47.824	-564.128	-103	-3029	-1625	-7.210	-212.030	-113.750	1554	31.070	
2386654	2882	-274	-857	1406.416	-133.712	-418.216	-221	-3240	-1595	-15.470	-226.800	-111.650	1549	31.051	
2396977	2760	-398	-559	1346.880	-194.224	-272.792	-338	-3451	-1606	-23.660	-241.570	-112.420	1549	31.051	
2407299	2616	-560	-397	1276.608	-273.280	-193.736	-449	-3661	-1650	-31.430	-256.270	-115.500	1558	31.086	
2417621	2352	-680	-147	1147.776	-331.840	-71.736	-552	-3863	-1691	-38.640	-270.410	-118.370	1558	31.086	
2427943	2067	-817	-45	1008.696	-398.696	-21.960	-646	-4043	-1714	-45.220	-283.010	-119.980	1564	31.109	
2438265	1801	-1001	4	878.888	-488.488	1.952	-734	-4198	-1715	-51.380	-293.860	-120.050	1564	31.109	
2448587	1541	-1308	199	752.008	-638.304	97.112	-824	-4326	-1699	-57.680	-302.820	-118.930	1565	31.113	
2458909	1359	-1590	322	663.192	-775.920	157.136	-927	-4431	-1670	-64.890	-310.170	-116.900	1565	31.113	
2469231	1201	-1756	377	586.088	-856.928	183.976	-1042	-4515	-1611	-72.940	-316.050	-112.770	1564	31.109	
2479553	880	-1755	527	429.440	-856.440	257.176	-1157	-4577	-1498	-80.990	-320.390	-104.860	1564	31.109	
2489875	630	-1607	632	307.440	-784.216	308.416	-1262	-4608	-1347	-88.340	-322.560	-94.290	1562	31.102	
2500197	403	-1547	776	196.664	-754.936	378.688	-1347	-4619	-1227	-94.290	-323.330	-85.890	1562	31.102	
2510519	259	-1479	1011	126.392	-721.752	493.368	-1415	-4619	-1216	-99.050	-323.330	-85.120	1564	31.109	
2520842	249	-1464	1098	121.512	-714.432	535.824	-1463	-4619	-1367	-102.410	-323.330	-95.690	1564	31.109	
2531164	290	-1493	1133	141.520	-728.584	552.904	-1488	-4627	-1658	-104.160	-323.890	-116.060	1560	31.094	
2541486	149	-1526	1315	72.712	-744.688	641.720	-1489	-4644	-1999	-104.230	-325.080	-139.930	1560	31.094	
2551808	62	-1501	1433	30.256	-732.488	699.304	-1465	-4651	-2316	-102.550	-325.570	-162.120	1565	31.113	
2562130	117	-1478	1434	57.096	-721.264	699.792	-1420	-4651	-2606	-99.400	-325.570	-182.420	1565	31.113	
2572452	318	-1562	1393	155.184	-762.256	679.784	-1358	-4653	-2889	-95.060	-325.710	-202.230	1564	31.109	
2582774	402	-1611	1434	196.176	-786.168	699.792	-1291	-4660	-3142	-90.370	-326.200	-219.940	1564	31.109	
