Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	
6897417	761	1990	-397	371.368	971.120	-193.736	1280	-329	783	89.600	-23.030	54.810	1581	31.176	
6907739	783	2026	-411	382.104	988.688	-200.568	1263	-323	764	88.410	-22.610	53.480	1584	31.188	
6918062	773	2050	-454	377.224	1000.400	-221.552	1248	-319	730	87.360	-22.330	51.100	1584	31.188	
6928384	744	2031	-504	363.072	991.128	-245.952	1234	-313	676	86.380	-21.910	47.320	1579	31.168	
6938706	697	1990	-530	340.136	971.120	-258.640	1221	-303	611	85.470	-21.210	42.770	1579	31.168	
6949028	649	1931	-519	316.712	942.328	-253.272	1207	-288	559	84.490	-20.160	39.130	1572	31.141	
6959350	641	1889	-549	312.808	921.832	-267.912	1194	-272	534	83.580	-19.040	37.380	1572	31.141	
6969672	631	1878	-598	307.928	916.464	-291.824	1184	-256	535	82.880	-17.920	37.450	1576	31.156	
6979994	614	1879	-580	299.632	916.952	-283.040	1177	-241	548	82.390	-16.870	38.360	1576	31.156	
6990316	666	1905	-579	325.008	929.640	-282.552	1171	-227	554	81.970	-15.890	38.780	1572	31.141	
7000638	740	1938	-681	361.120	945.744	-332.328	1168	-216	538	81.760	-15.120	37.660	1572	31.141	
7010961	805	1993	-762	392.840	972.584	-371.856	1167	-209	511	81.690	-14.630	35.770	1578	31.164	
7021283	872	2008	-814	425.536	979.904	-397.232	1171	-203	492	81.970	-14.210	34.440	1578	31.164	
7031605	910	2041	-814	444.080	996.008	-397.232	1179	-196	492	82.530	-13.720	34.440	1572	31.141	
7041927	937	2141	-914	457.256	1044.808	-446.032	1196	-184	519	83.720	-12.880	36.330	1572	31.141	
7052249	970	2221	-1048	473.360	1083.848	-511.424	1227	-172	567	85.890	-12.040	39.690	1577	31.160	
7062571	924	2294	-1112	450.912	1119.472	-542.656	1272	-163	631	89.040	-11.410	44.170	1577	31.160	
7072893	872	2388	-1191	425.536	1165.344	-581.208	1325	-156	700	92.750	-10.920	49.000	1582	31.180	
7083215	813	2505	-1324	396.744	1222.440	-646.112	1384	-157	753	96.880	-10.990	52.710	1582	31.180	
7093537	708	2652	-1484	345.504	1294.176	-724.192	1450	-159	759	101.500	-11.130	53.130	1568	31.125	
7103860	671	2771	-1713	327.448	1352.248	-835.944	1518	-149	680	106.260	-10.430	47.600	1568	31.125	
7114182	730	2781	-1860	356.240	1357.128	-907.680	1589	-132	482	111.230	-9.240	33.740	1568	31.125	
7124504	778	2791	-2044	379.664	1362.008	-997.472	1648	-120	173	115.360	-8.400	12.110	1568	31.125	
7134826	814	2817	-2223	397.232	1374.696	-1084.824	1690	-106	-207	118.300	-7.420	-14.490	1570	31.133	
7145148	827	2779	-2469	403.576	1356.152	-1204.872	1715	-87	-630	120.050	-6.090	-44.100	1570	31.133	
7155470	951	2426	-2225	464.088	1183.888	-1085.800	1703	-55	-1045	119.210	-3.850	-73.150	1570	31.133	
7165792	1136	2786	-3229	554.368	1359.568	-1575.752	1569	-7	-1376	109.830	-0.490	-96.320	1570	31.133	
7176114	1173	2758	-3161	572.424	1345.904	-1542.568	1503	17	-1779	105.210	1.190	-124.530	1576	31.156	
7186436	1278	2818	-3305	623.664	1375.184	-1612.840	1472	34	-2169	103.040	2.380	-151.830	1576	31.156	
7196759	1399	2720	-3574	682.712	1327.360	-1744.112	1433	45	-2462	100.310	3.150	-172.340	1571	31.137	
7207081	1568	2543	-3636	765.184	1240.984	-1774.368	1382	45	-2664	96.740	3.150	-186.480	1571	31.137	
7217403	1759	2337	-3627	858.392	1140.456	-1769.976	1313	25	-2810	91.910	1.750	-196.700	1569	31.129	
7227725	2001	2172	-3672	976.488	1059.936	-1791.936	1228	-21	-2935	85.960	-1.470	-205.450	1569	31.129	
7238047	2257	2003	-3726	1101.416	977.464	-1818.288	1130	-95	-3063	79.100	-6.650	-214.410	1569	31.129	
7248369	2543	1845	-3794	1240.984	900.360	-1851.472	1021	-197	-3189	71.470	-13.790	-223.230	1569	31.129	
7258691	2789	1704	-3915	1361.032	831.552	-1910.520	910	-323	-3279	63.700	-22.610	-229.530	1572	31.141	
7269013	2958	1701	-3888	1443.504	830.088	-1897.344	803	-465	-3281	56.210	-32.550	-229.670	1572	31.141	
7279335	3169	1673	-3893	1546.472	816.424	-1899.784	710	-620	-3183	49.700	-43.400	-222.810	1566	31.117	
7289658	3400	1548	-3902	1659.200	755.424	-1904.176	631	-793	-3024	44.170	-55.510	-211.680	1566	31.117	
7299980	3594	1351	-3851	1753.872	659.288	-1879.288	557	-983	-2850	38.990	-68.810	-199.500	1572	31.141	
7310302	3725	1198	-3720	1817.800	584.624	-1815.360	483	-1188	-2686	33.810	-83.160	-188.020	1572	31.141	
7320624	3852	1090	-3637	1879.776	531.920	-1774.856	410	-1403	-2547	28.700	-98.210	-178.290	1566	31.117	
7330946	3946	1004	-3531	1925.648	489.952	-1723.128	341	-1627	-2442	23.870	-113.890	-170.940	1566	31.117	
7341268	3890	895	-3269	1898.320	436.760	-1595.272	280	-1854	-2360	19.600	-129.780	-165.200	1572	31.141	
7351590	3865	742	-3008	1886.120	362.096	-1467.904	223	-2077	-2294	15.610	-145.390	-160.580	1572	31.141	
7361913	3898	537	-2830	1902.224	262.056	-1381.040	168	-2300	-2251	11.760	-161.000	-157.570	1572	31.141	
7372235	3842	298	-2561	1874.896	145.424	-1249.768	108	-2526	-2217	7.560	-176.820	-155.190	1572	31.141	
7382558	3711	165	-2298	1810.968	80.520	-1121.424	44	-2741	-2170	3.080	-191.870	-151.900	1579	31.168	
7392880	3620	43	-2084	1766.560	20.984	-1016.992	-19	-2944	-2103	-1.330	-206.080	-147.210	1579	31.168	
7403202	3438	-74	-1831	1677.744	-36.112	-893.528	-80	-3135	-2016	-5.600	-219.450	-141.120	1571	31.137	
7413524	3271	-176	-1600	1596.248	-85.888	-780.800	-139	-3310	-1916	-9.730	-231.700	-134.120	1571	31.137	
7423846	3115	-298	-1468	1520.120	-145.424	-716.384	-195	-3475	-1821	-13.650	-243.250	-127.470	1573	31.145	
7434168	2881	-407	-1216	1405.928	-198.616	-593.408	-250	-3627	-1730	-17.500	-253.890	-121.100	1573	31.145	
7444490	2608	-433	-1008	1272.704	-211.304	-491.904	-302	-3766	-1649	-21.140	-263.620	-115.430	1576	31.156	
7454813	2280	-498	-801	1112.640	-243.024	-390.888	-342	-3891	-1599	-23.940	-272.370	-111.930	1576	31.156	
7465135	1994	-582	-564	973.072	-284.016	-275.232	-378	-4001	-1599	-26.460	-280.070	-111.930	1576	31.156	
7475457	1853	-712	-465	904.264	-347.456	-226.920	-410	-4101	-1671	-28.700	-287.070	-116.970	1576	31.156	
7485779	1753	-826	-392	855.464	-403.088	-191.296	-437	-4199	-1792	-30.590	-293.930	-125.440	1581	31.176	
7496101	1587	-872	-251	774.456	-425.536	-122.488	-457	-4292	-1895	-31.990	-300.440	-132.650	1581	31.176	
7506423	1383	-923	-62	674.904	-450.424	-30.256	-465	-4373	-1928	-32.550	-306.110	-134.960	1580	31.172	
7516745	1266	-1017	72	617.808	-496.296	35.136	-466	-4439	-1894	-32.620	-310.730	-132.580	1580	31.172	
7527067	1173	-1222	293	572.424	-596.336	142.984	-467	-4496	-1826	-32.690	-314.720	-127.820	1587	31.199	
7537389	1094	-1456	432	533.872	-710.528	210.816	-481	-4545	-1733	-33.670	-318.150	-121.310	1587	31.199	
7547712	908	-1646	605	443.104	-803.248	295.240	-512	-4583	-1588	-35.840	-320.810	-111.160	1592	31.219	
7558034	669	-1699	852	326.472	-829.112	415.776	-560	-4602	-1394	-39.200	-322.140	-97.580	1592	31.219	
7568356	577	-1753	1024	281.576	-855.464	499.712	-618	-4606	-1224	-43.260	-322.420	-85.680	1585	31.191	
7578678	615	-1718	1156	300.120	-838.384	564.128	-682	-4610	-1157	-47.740	-322.700	-80.990	1585	31.191	
7589000	663	-1659	1274	323.544	-809.592	621.712	-738	-4624	-1193	-51.660	-323.680	-83.510	1575	31.152	
7599322	692	-1460	1515	337.696	-712.480	739.320	-777	-4642	-1256	-54.390	-324.940	-87.920	1575	31.152	
7609644	698	-1328	1585	340.624	-648.064	773.480	-794	-4657	-1281	-55.580	-325.990	-89.670	1579	31.168	
7619966	553	-1216	1658	269.864	-593.408	809.104	-798	-4658	-1246	-55.860	-326.060	-87.220	1579	31.168	
7630288	546	-1133	1626	266.448	-552.904	793.488	-797	-4640	-1209	-55.790	-324.800	-84.630	1592	31.219	
7640611	534	-1070	1660	260.592	-522.160	810.080	-795	-4614	-1263	-55.650	-322.980	-88.410	1592	31.219	
7650933	356	-1062	1696	173.728	-518.256	827.648	-793	-4574	-1399	-55.510	-320.180	-97.930	1580	31.172	
7661255	52	-1123	1620	25.376	-548.024	790.560	-796	-4503	-1522	-55.720	-315.210	-106.540	1580	31.172	
7671577	-382	-1138	1715	-186.416	-555.344	836.920	-811	-4389	-1572	-56.770	-307.230	-110.040	1585	31.191	
7681899	-542	-1187	1621	-264.496	-579.256	791.048	-843	-4233	-1603	-59.010	-296.310	-112.210	1585	31.191	
7692221	-601	-1114	1688	-293.288	-543.632	823.744	-892	-4066	-1688	-62.440	-284.620	-118.160	1575	31.152	
7702543	-773	-993	1862	-377.224	-484.584	908.656	-944	-3899	-1809	-66.080	-272.930	-126.630	1575	31.152	
7712866	-847	-839	1970	-413.336	-409.432	961.360	-990	-3726	-1899	-69.300	-260.820	-132.930	1584	31.188	
7723188	-893	-825	2066	-435.784	-402.600	1008.208	-1035	-3555	-1950	-72.450	-248.850	-136.500	1584	31.188	
7733510	-845	-855	2068	-412.360	-417.240	1009.184	-1090	-3392	-1969	-76.300	-237.440	-137.830	1579	31.168	
7743832	-867	-880	2364	-423.096	-429.440	1153.632	-1160	-3244	-1938	-81.200	-227.080	-135.660	1579	31.168	
7754154	-806	-865	2634	-393.328	-422.120	1285.392	-1241	-3109	-1830	-86.870	-217.630	-128.100	1578	31.164	
7764476	-766	-861	2872	-373.808	-420.168	1401.536	-1331	-2987	-1633	-93.170	-209.090	-114.310	1578	31.164	
7774798	-747	-858	3081	-364.536	-418.704	1503.528	-1428	-2875	-1368	-99.960	-201.250	-95.760	1576	31.156	
7785120	-817	-859	3143	-398.696	-419.192	1533.784	-1539	-2768	-1070	-107.730	-193.760	-74.900	1576	31.156	
7795442	-724	-835	3098	-353.312	-407.480	1511.824	-1666	-2668	-815	-116.620	-186.760	-57.050	1574	31.148	
7805765	-587	-883	3145	-286.456	-430.904	1534.760	-1809	-2592	-694	-126.630	-181.440	-48.580	1574	31.148	
7816087	-511	-931	3208	-249.368	-454.328	1565.504	-1964	-2546	-719	-137.480	-178.220	-50.330	1575	31.152	
7826409	-510	-1088	3280	-248.880	-530.944	1600.640	-2127	-2524	-825	-148.890	-176.680	-57.750	1575	31.152	
7836731	-394	-1200	3275	-192.272	-585.600	1598.200	-2296	-2516	-942	-160.720	-176.120	-65.940	1577	31.160	
7847053	-211	-1178	3282	-102.968	-574.864	1601.616	-2464	-2525	-1013	-172.480	-176.750	-70.910	1577	31.160	
7857375	-176	-1041	3346	-85.888	-508.008	1632.848	-2616	-2547	-971	-183.120	-178.290	-67.970	1580	31.172	
7867697	-184	-1049	3306	-89.792	-511.912	1613.328	-2749	-2567	-804	-192.430	-179.690	-56.280	1580	31.172	
7878019	-341	-1111	3513	-166.408	-542.168	1714.344	-2879	-2579	-580	-201.530	-180.530	-40.600	1581	31.176	
7888341	-422	-1099	3475	-205.936	-536.312	1695.800	-3015	-2579	-403	-211.050	-180.530	-28.210	1581	31.176	
7898664	-388	-1068	3527	-189.344	-521.184	1721.176	-3151	-2581	-382	-220.570	-180.670	-26.740	1582	31.180	
7908986	-400	-951	3467	-195.200	-464.088	1691.896	-3281	-2599	-518	-229.670	-181.930	-36.260	1582	31.180	
7919308	-512	-872	3538	-249.856	-425.536	1726.544	-3390	-2622	-678	-237.300	-183.540	-47.460	1581	31.176	
7929630	-601	-795	3487	-293.288	-387.960	1701.656	-3485	-2641	-768	-243.950	-184.870	-53.760	1581	31.176	
7939952	-797	-792	3499	-388.936	-386.496	1707.512	-3569	-2649	-785	-249.830	-185.430	-54.950	1586	31.195	
7950274	-820	-808	3412	-400.160	-394.304	1665.056	-3651	-2643	-775	-255.570	-185.010	-54.250	1586	31.195	
7960596	-874	-863	3531	-426.512	-421.144	1723.128	-3733	-2636	-787	-261.310	-184.520	-55.090	1589	31.207	
7970918	-996	-1030	3536	-486.048	-502.640	1725.568	-3820	-2628	-822	-267.400	-183.960	-57.540	1589	31.207	
7981240	-1177	-1252	3605	-574.376	-610.976	1759.240	-3918	-2613	-892	-274.260	-182.910	-62.440	1583	31.184	
7991562	-1217	-1425	3586	-593.896	-695.400	1749.968	-4034	-2597	-1032	-282.380	-181.790	-72.240	1583	31.184	
8001884	-1167	-1647	3728	-569.496	-803.736	1819.264	-4160	-2600	-1284	-291.200	-182.000	-89.880	1579	31.168	
8012207	-1115	-1777	3741	-544.120	-867.176	1825.608	-4297	-2636	-1659	-300.790	-184.520	-116.130	1579	31.168	
8022529	-1081	-1911	3754	-527.528	-932.568	1831.952	-4435	-2706	-2108	-310.450	-189.420	-147.560	1578	31.164	
8032852	-909	-2157	3639	-443.592	-1052.616	1775.832	-4577	-2808	-2557	-320.390	-196.560	-178.990	1578	31.164	
8043174	-541	-2430	3530	-264.008	-1185.840	1722.640	-4733	-2947	-2962	-331.310	-206.290	-207.340	1575	31.152	
8053496	-227	-2530	3391	-110.776	-1234.640	1654.808	-4901	-3130	-3268	-343.070	-219.100	-228.760	1575	31.152	
8063818	147	-2831	3013	71.736	-1381.528	1470.344	-5074	-3348	-3463	-355.180	-234.360	-242.410	1583	31.184	
8074140	660	-3119	2840	322.080	-1522.072	1385.920	-5265	-3603	-3592	-368.550	-252.210	-251.440	1583	31.184	
8084462	1342	-3245	2183	654.896	-1583.560	1065.304	-5461	-3905	-3679	-382.270	-273.350	-257.530	1578	31.164	
8094784	2012	-3815	2025	981.856	-1861.720	988.200	-5647	-4247	-3661	-395.290	-297.290	-256.270	1578	31.164	
8105106	2552	-3977	1874	1245.376	-1940.776	914.512	-5838	-4610	-3463	-408.660	-322.700	-242.410	1583	31.184	
8115428	2756	-3580	1689	1344.928	-1747.040	824.232	-5997	-4964	-3078	-419.790	-347.480	-215.460	1583	31.184	
8125751	2802	-3194	1206	1367.376	-1558.672	588.528	-6100	-5275	-2641	-427.000	-369.250	-184.870	1574	31.148	
8136073	2888	-2849	705	1409.344	-1390.312	344.040	-6150	-5541	-2357	-430.500	-387.870	-164.990	1574	31.148	
8146395	2902	-2451	59	1416.176	-1196.088	28.792	-6143	-5773	-2287	-430.010	-404.110	-160.090	1585	31.191	
8156717	2892	-2238	-599	1411.296	-1092.144	-292.312	-6054	-5967	-2282	-423.780	-417.690	-159.740	1585	31.191	
8167039	2767	-1502	-1123	1350.296	-732.976	-548.024	-5877	-6107	-2174	-411.390	-427.490	-152.180	1578	31.164	
8177361	2562	-1008	-1935	1250.256	-491.904	-944.280	-5577	-6174	-1976	-390.390	-432.180	-138.320	1578	31.164	
8187683	2555	-182	-2596	1246.840	-88.816	-1266.848	-5164	-6169	-1809	-361.480	-431.830	-126.630	1577	31.160	
8198005	2542	616	-3325	1240.496	300.608	-1622.600	-4621	-6118	-1740	-323.470	-428.260	-121.800	1577	31.160	
8208327	2843	1305	-4087	1387.384	636.840	-1994.456	-3950	-6039	-1806	-276.500	-422.730	-126.420	1581	31.176	
8218650	3335	1966	-4852	1627.480	959.408	-2367.776	-3168	-5973	-2051	-221.760	-418.110	-143.570	1581	31.176	
8228972	3734	2535	-5555	1822.192	1237.080	-2710.840	-2284	-5927	-2300	-159.880	-414.890	-161.000	1576	31.156	
8239294	4057	2743	-6132	1979.816	1338.584	-2992.416	-1326	-5881	-2328	-92.820	-411.670	-162.960	1576	31.156	
8249616	4010	3205	-6617	1956.880	1564.040	-3229.096	-337	-5811	-2063	-23.590	-406.770	-144.410	1581	31.176	
8259938	3943	3524	-7479	1924.184	1719.712	-3649.752	664	-5706	-1643	46.480	-399.420	-115.010	1581	31.176	
8270260	3641	4317	-8371	1776.808	2106.696	-4085.048	1668	-5579	-1292	116.760	-390.530	-90.440	1583	31.184	
8280582	2984	4870	-9347	1456.192	2376.560	-4561.336	2705	-5425	-1107	189.350	-379.750	-77.490	1583	31.184	
8290904	2113	5036	-9966	1031.144	2457.568	-4863.408	3773	-5215	-1114	264.110	-365.050	-77.980	1581	31.176	
8301226	1050	5222	-10472	512.400	2548.336	-5110.336	4869	-4926	-1265	340.830	-344.820	-88.550	1581	31.176	
8311549	-278	6298	-10298	-135.664	3073.424	-5025.424	6038	-4532	-1477	422.660	-317.240	-103.390	1578	31.164	
8321871	-1066	7309	-10331	-520.208	3566.792	-5041.528	7336	-4038	-1808	513.520	-282.660	-126.560	1578	31.164	
8332193	-200	10237	-9210	-97.600	4995.656	-4494.480	8808	-3503	-2351	616.560	-245.210	-164.570	1574	31.148	
8342515	2757	14639	-7035	1345.416	7143.832	-3433.080	10583	-3050	-3038	740.810	-213.500	-212.660	1574	31.148	
8352837	8042	19287	-4089	3924.496	9412.056	-1995.432	12744	-2817	-3624	892.080	-197.190	-253.680	1573	31.145	
8363159	13611	22533	-809	6642.168	10996.104	-394.792	15240	-2942	-3802	1066.800	-205.940	-266.140	1573	31.145	
8373481	17702	23867	1703	8638.576	11647.096	831.064	17818	-3432	-2928	1247.260	-240.240	-204.960	1572	31.141	
8383803	19485	23436	2785	9508.680	11436.769	1359.080	20137	-4343	-1009	1409.590	-304.010	-70.630	1572	31.141	
8394125	17143	22797	1945	8365.784	11124.937	949.160	21899	-5713	1677	1532.930	-399.910	117.390	1585	31.191	
8404448	11869	22250	286	5792.072	10858.000	139.568	22929	-7454	4726	1605.030	-521.780	330.820	1585	31.191	
8414770	2486	19068	724	1213.168	9305.185	353.312	22649	-9305	7173	1585.430	-651.350	502.110	1574	31.148	
8425093	-6653	4352	-3966	-3246.664	2123.776	-1935.408	12387	-7538	-8046	867.090	-527.660	-563.220	1574	31.148	
8435415	5866	10612	-4837	2862.608	5178.656	-2360.456	11039	-7221	-8367	772.730	-505.470	-585.690	1572	31.141	
8445737	3038	13946	-5180	1482.544	6805.648	-2527.840	12124	-5383	3794	848.680	-376.810	265.580	1572	31.141	
8456059	5556	13658	-8599	2711.328	6665.104	-4196.312	12168	-5792	10689	851.760	-405.440	748.230	1571	31.137	
8466381	4100	11458	-9657	2000.800	5591.504	-4712.616	11385	-7190	12143	796.950	-503.300	850.010	1571	31.137	
8476703	2755	10299	-9321	1344.440	5025.912	-4548.648	10116	-8486	10333	708.120	-594.020	723.310	1572	31.141	
8487025	3130	9686	-7714	1527.440	4726.768	-3764.432	8881	-9283	7727	621.670	-649.810	540.890	1572	31.141	
8497347	2817	9271	-6666	1374.696	4524.248	-3253.008	7911	-9614	6014	553.770	-672.980	420.980	1567	31.121	
8507669	1605	9063	-5955	783.240	4422.744	-2906.040	7152	-9567	5371	500.640	-669.690	375.970	1567	31.121	
8517992	1310	8734	-5779	639.280	4262.192	-2820.152	6534	-9253	4780	457.380	-647.710	334.600	1557	31.082	
8528314	2278	7336	-6261	1111.664	3579.968	-3055.368	6051	-8831	2987	423.570	-618.170	209.090	1557	31.082	
8538636	2771	5678	-7521	1352.248	2770.864	-3670.248	5749	-8306	177	402.430	-581.420	12.390	1547	31.043	
8548958	2849	4133	-8634	1390.312	2016.904	-4213.392	5609	-7583	-2300	392.630	-530.810	-161.000	1547	31.043	
8559280	2637	3611	-9718	1286.856	1762.168	-4742.384	5557	-6665	-3786	388.990	-466.550	-265.020	1556	31.078	
8569602	3062	4099	-9803	1494.256	2000.312	-4783.864	5560	-5638	-4619	389.200	-394.660	-323.330	1556	31.078	
8579924	6082	5963	-8639	2968.016	2909.944	-4215.832	5665	-4676	-5420	396.550	-327.320	-379.400	1553	31.066	
8590246	7587	6896	-6908	3702.456	3365.248	-3371.104	5944	-3917	-6103	416.080	-274.190	-427.210	1553	31.066	
8600568	6894	6492	-6047	3364.272	3168.096	-2950.936	6296	-3216	-5964	440.720	-225.120	-417.480	1539	31.012	
8610891	5603	5921	-5981	2734.264	2889.448	-2918.728	6582	-2471	-4980	460.740	-172.970	-348.600	1539	31.012	
8621213	4201	5522	-6315	2050.088	2694.736	-3081.720	6768	-1730	-3870	473.760	-121.100	-270.900	1528	30.969	
8631535	3782	5765	-6802	1845.616	2813.320	-3319.376	6884	-1042	-3397	481.880	-72.940	-237.790	1528	30.969	
8641857	4868	6647	-6728	2375.584	3243.736	-3283.264	6995	-449	-3849	489.650	-31.430	-269.430	1521	30.941	
8652179	6485	6982	-6171	3164.680	3407.216	-3011.448	7145	31	-4728	500.150	2.170	-330.960	1521	30.941	
8662501	6826	6227	-5530	3331.088	3038.776	-2698.640	7291	448	-5143	510.370	31.360	-360.010	1512	30.906	
8672823	6273	5027	-5279	3061.224	2453.176	-2576.152	7361	868	-4549	515.270	60.760	-318.430	1512	30.906	
8683146	5701	4198	-5232	2782.088	2048.624	-2553.216	7342	1250	-3200	513.940	87.500	-224.000	1519	30.934	
8693468	5137	3885	-5360	2506.856	1895.880	-2615.680	7280	1514	-1798	509.600	105.980	-125.860	1519	30.934	
8703790	5064	4099	-5121	2471.232	2000.312	-2499.048	7216	1641	-910	505.120	114.870	-63.700	1504	30.875	
8714112	5408	4071	-4545	2639.104	1986.648	-2217.960	7167	1645	-738	501.690	115.150	-51.660	1504	30.875	
8724434	5493	3621	-3800	2680.584	1767.048	-1854.400	7100	1581	-1061	497.000	110.670	-74.270	1517	30.926	
8734757	5083	2797	-3264	2480.504	1364.936	-1592.832	6976	1533	-1435	488.320	107.310	-100.450	1517	30.926	
8745079	4535	2056	-2922	2213.080	1003.328	-1425.936	6775	1555	-1582	474.250	108.850	-110.740	1506	30.883	
8755401	4041	1293	-2733	1972.008	630.984	-1333.704	6501	1635	-1507	455.070	114.450	-105.490	1506	30.883	
8765723	3504	664	-2711	1709.952	324.032	-1322.968	6157	1751	-1325	430.990	122.570	-92.750	1504	30.875	
8776045	3063	379	-2658	1494.744	184.952	-1297.104	5763	1888	-1168	403.410	132.160	-81.760	1504	30.875	
8786368	2833	379	-2372	1382.504	184.952	-1157.536	5350	2032	-1150	374.500	142.240	-80.500	1503	30.871	
8796690	2842	627	-2068	1386.896	305.976	-1009.184	4955	2168	-1286	346.850	151.760	-90.020	1503	30.871	
8807012	2758	631	-1664	1345.904	307.928	-812.032	4594	2287	-1531	321.580	160.090	-107.170	1511	30.902	
8817334	2700	564	-1328	1317.600	275.232	-648.064	4253	2401	-1782	297.710	168.070	-124.740	1511	30.902	
8827656	2595	425	-987	1266.360	207.400	-481.656	3922	2508	-1934	274.540	175.560	-135.380	1512	30.906	
8837978	2397	265	-599	1169.736	129.320	-292.312	3602	2609	-1929	252.140	182.630	-135.030	1512	30.906	
8848300	2310	416	-377	1127.280	203.008	-183.976	3295	2694	-1849	230.650	188.580	-129.430	1508	30.891	
8858622	2084	182	-313	1016.992	88.816	-152.744	3005	2751	-1818	210.350	192.570	-127.260	1508	30.891	
8868944	1769	136	173	863.272	66.368	84.424	2725	2792	-1875	190.750	195.440	-131.250	1506	30.883	
8879266	1672	139	304	815.936	67.832	148.352	2456	2828	-2002	171.920	197.960	-140.140	1506	30.883	
8889588	1731	55	580	844.728	26.840	283.040	2199	2842	-2206	153.930	198.940	-154.420	1519	30.934	
8899910	1761	-21	749	859.368	-10.248	365.512	1949	2829	-2413	136.430	198.030	-168.910	1519	30.934	
8910232	1831	-87	873	893.528	-42.456	426.024	1711	2793	-2539	119.770	195.510	-177.730	1508	30.891	
8920555	1972	-150	1114	962.336	-73.200	543.632	1485	2725	-2597	103.950	190.750	-181.790	1508	30.891	
8930877	2052	-89	1231	1001.376	-43.432	600.728	1276	2618	-2635	89.320	183.260	-184.450	1510	30.898	
8941199	2057	10	1248	1003.816	4.880	609.024	1093	2479	-2704	76.510	173.530	-189.280	1510	30.898	
8951521	2206	38	1332	1076.528	18.544	650.016	935	2311	-2832	65.450	161.770	-198.240	1525	30.957	
8961843	2345	-29	1427	1144.360	-14.152	696.376	794	2114	-2990	55.580	147.980	-209.300	1525	30.957	
8972165	2332	-1	1525	1138.016	-0.488	744.200	669	1896	-3096	46.830	132.720	-216.720	1531	30.980	
8982487	2375	76	1504	1159.000	37.088	733.952	568	1671	-3121	39.760	116.970	-218.470	1531	30.980	
8992809	2594	107	1358	1265.872	52.216	662.704	492	1435	-3094	34.440	100.450	-216.580	1521	30.941	
9003131	2777	152	1196	1355.176	74.176	583.648	437	1178	-3046	30.590	82.460	-213.220	1521	30.941	
9013453	2789	227	1103	1361.032	110.776	538.264	403	910	-2989	28.210	63.700	-209.230	1518	30.930	
9023775	2618	325	1056	1277.584	158.600	515.328	390	649	-2934	27.300	45.430	-205.380	1518	30.930	
9034097	2348	304	1107	1145.824	148.352	540.216	397	412	-2871	27.790	28.840	-200.970	1518	30.930	
9044419	1997	298	1189	974.536	145.424	580.232	416	210	-2788	29.120	14.700	-195.160	1518	30.930	
9054742	1660	379	1175	810.080	184.952	573.400	444	51	-2703	31.080	3.570	-189.210	1525	30.957	
9065064	1475	511	1061	719.800	249.368	517.768	483	-71	-2674	33.810	-4.970	-187.180	1525	30.957	
9075386	1449	583	943	707.112	284.504	460.184	531	-170	-2767	37.170	-11.900	-193.690	1524	30.953	
9085708	1461	719	764	712.968	350.872	372.832	582	-255	-3000	40.740	-17.850	-210.000	1524	30.953	
9096030	1389	824	597	677.832	402.112	291.336	638	-319	-3336	44.660	-22.330	-233.520	1533	30.988	
9106352	1258	811	524	613.904	395.768	255.712	696	-348	-3680	48.720	-24.360	-257.600	1533	30.988	
9116674	1081	736	452	527.528	359.168	220.576	746	-330	-3907	52.220	-23.100	-273.490	1538	31.008	
9126996	851	619	435	415.288	302.072	212.280	782	-261	-3922	54.740	-18.270	-274.540	1538	31.008	
9137318	694	557	346	338.672	271.816	168.848	799	-149	-3712	55.930	-10.430	-259.840	1533	30.988	
9147640	684	536	301	333.792	261.568	146.888	799	-9	-3337	55.930	-0.630	-233.590	1533	30.988	
9157962	721	552	290	351.848	269.376	141.520	788	133	-2901	55.160	9.310	-203.070	1543	31.027	
9168284	745	579	243	363.560	282.552	118.584	771	267	-2497	53.970	18.690	-174.790	1543	31.027	
9178606	783	594	242	382.104	289.872	118.096	747	384	-2159	52.290	26.880	-151.130	1523	30.949	
9188929	767	546	256	374.296	266.448	124.928	715	483	-1895	50.050	33.810	-132.650	1523	30.949	
9199251	674	512	253	328.912	249.856	123.464	671	564	-1717	46.970	39.480	-120.190	1534	30.992	
9209573	490	555	243	239.120	270.840	118.584	607	630	-1669	42.490	44.100	-116.830	1534	30.992	
9219895	432	523	251	210.816	255.224	122.488	526	681	-1756	36.820	47.670	-122.920	1529	30.973	
9230217	337	602	282	164.456	293.776	137.616	441	724	-1868	30.870	50.680	-130.760	1529	30.973	
9240539	339	690	311	165.432	336.720	151.768	361	759	-2015	25.270	53.130	-141.050	1527	30.965	
9250861	420	765	345	204.960	373.320	168.360	284	778	-2176	19.880	54.460	-152.320	1527	30.965	
9261183	478	822	329	233.264	401.136	160.552	209	778	-2342	14.630	54.460	-163.940	1537	31.004	
9271505	508	889	312	247.904	433.832	152.256	138	764	-2488	9.660	53.480	-174.160	1537	31.004	
9281827	525	955	307	256.200	466.040	149.816	75	742	-2576	5.250	51.940	-180.320	1530	30.977	
9292149	503	1014	237	245.464	494.832	115.656	28	719	-2588	1.960	50.330	-181.160	1530	30.977	
