A_X [mg] A_Y [mg] A_Z [mg] G_X [dps] G_Y [dps] G_Z [dps] 
16.3254	-0.0598	981.139	1.8922	-1.1799	-0.4108
7.774	-7.8936	973.723	1.9184	-1.2061	-0.4457
14.5314	-0.7774	981.318	1.8441	-1.1668	-0.4632
5.7408	-9.3288	970.853	1.9446	-1.2323	-0.4283
17.1626	0.3588	982.813	1.8966	-1.2061	-0.4414
5.98	-6.8172	970.674	2.0058	-1.2192	-0.4545
16.2656	-1.9136	981.198	1.9184	-1.1493	-0.4676
4.9036	-7.5946	971.929	1.9796	-1.2017	-0.4807
16.8636	-4.3056	982.155	1.8616	-1.1974	-0.437
6.2192	-4.6046	974.082	1.8529	-1.1974	-0.4676
14.2922	-4.6046	976.594	1.8529	-1.1537	-0.4588
8.1926	-2.2724	976.893	1.9578	-1.1799	-0.4195
13.9334	-6.1594	978.089	1.9141	-1.1799	-0.472
10.3454	-1.9734	978.687	1.866	-1.1581	-0.4414
11.0032	-8.1926	974.501	1.9053	-1.1493	-0.4457
14.1128	-1.9734	978.268	1.9796	-1.1668	-0.4457
10.764	-7.8936	974.441	1.9446	-1.1974	-0.4457
13.6344	-0.1794	979.345	1.9184	-1.1755	-0.4545
7.2956	-9.9866	971.032	1.8966	-1.1886	-0.4108
13.9932	0.7176	982.095	1.9578	-1.1974	-0.4457
6.8172	-8.97	970.614	1.866	-1.1624	-0.4108
16.445	-0.7176	983.471	1.9141	-1.2061	-0.4326
5.8006	-7.8338	970.494	1.8835	-1.1843	-0.4501
17.5214	-1.5548	983.291	1.9665	-1.2149	-0.4457
6.1594	-6.9368	973.723	1.8922	-1.1493	-0.4588
15.4882	-3.4086	979.285	1.8922	-1.1974	-0.4763
5.9202	-4.784	973.245	1.9621	-1.2017	-0.4326
17.043	-4.784	978.388	1.9315	-1.2149	-0.4283
7.176	-3.1096	974.86	1.9009	-1.1712	-0.4108
13.8736	-6.2192	976.833	1.9578	-1.193	-0.4763
10.465	-4.7242	977.132	1.9883	-1.1755	-0.4545
12.1992	-6.578	977.132	1.9097	-1.1974	-0.4239
11.063	-1.196	977.79	1.9097	-1.193	-0.4283
10.6444	-8.5514	974.202	1.9141	-1.2192	-0.402
13.455	1.3754	980.242	1.9184	-1.2498	-0.3933
8.8504	-8.7308	971.87	1.8878	-1.1449	-0.4326
13.6344	-0.3588	982.693	1.9053	-1.2061	-0.4632
6.877	-10.166	970.135	1.9141	-1.1581	-0.4501
17.2822	-0.598	983.59	2.0102	-1.2149	-0.472
7.5348	-8.2524	971.092	1.9097	-1.1886	-0.4064
16.0264	-0.4784	981.617	1.9009	-1.228	-0.4457
4.186	-6.6976	971.032	1.9097	-1.193	-0.4588
16.744	-2.2724	981.737	1.9796	-1.1886	-0.4457
5.8006	-5.6212	971.69	1.8835	-1.1537	-0.4283
16.744	-4.0066	979.644	1.9796	-1.1974	-0.4457
8.2524	-5.8006	974.8	1.9097	-1.1581	-0.4632
15.249	-4.186	980.361	1.9272	-1.2017	-0.4414
7.774	-3.8272	975.757	1.8791	-1.1712	-0.3846
11.362	-6.877	975.757	1.9009	-1.1668	-0.4326
10.465	-0.0598	977.61	1.8878	-1.2192	-0.4064
12.1394	-6.6976	974.561	1.9184	-1.2017	-0.4632
12.7374	-0.6578	979.464	1.984	-1.228	-0.437
8.073	-8.7906	971.87	1.8398	-1.1755	-0.4108
14.7706	-0.5382	982.275	1.949	-1.1843	-0.4283
9.3288	-9.568	972.946	1.9403	-1.1755	-0.4588
14.8304	0.5382	981.198	1.9097	-1.2061	-0.472
6.3986	-8.0132	970.195	1.8791	-1.1974	-0.4108
17.4018	-1.0764	982.693	1.9665	-1.2061	-0.4763
5.7408	-7.4152	970.733	1.8485	-1.1712	-0.437
16.0862	-2.0332	982.215	1.9752	-1.1799	-0.4588
5.8006	-9.0896	971.571	1.9184	-1.1318	-0.437
17.8204	-2.99	982.215	1.9315	-1.1799	-0.4545
6.9966	-4.6644	973.066	1.8835	-1.2061	-0.4283
15.0696	-4.7242	978.567	1.9053	-1.2323	-0.4326
6.6976	-4.3056	974.142	1.8791	-1.1886	-0.4501
13.455	-5.1428	978.627	1.9141	-1.1974	-0.4588
9.9866	-1.7342	977.012	1.9228	-1.2105	-0.4108
12.259	-7.8338	974.8	1.8616	-1.1624	-0.4807
12.9766	-2.0332	979.763	1.949	-1.1755	-0.4545
10.5846	-8.5514	975.338	1.8966	-1.1581	-0.437
13.3952	-0.598	979.823	1.8835	-1.2236	-0.4501
7.176	-9.0896	970.375	1.8441	-1.2105	-0.4763
16.2058	0.0598	982.933	1.9709	-1.2105	-0.437
7.1162	-8.1926	969.896	1.9097	-1.1843	-0.4195
16.3852	-0.8372	981.737	2.0102	-1.1974	-0.4457
6.578	-10.1062	971.63	1.8878	-1.1668	-0.4632
16.9234	-2.2126	983.71	1.9578	-1.1799	-0.437
6.0398	-6.0398	972.169	1.8878	-1.1362	-0.4457
16.0862	-2.3322	980.301	1.9403	-1.2017	-0.4064
5.8604	-4.3654	970.973	1.9184	-1.228	-0.4239
16.2656	-3.0498	981.258	2.0102	-1.2236	-0.4851
7.475	-4.485	973.843	1.9009	-1.2192	-0.4632
12.259	-6.2192	977.61	1.9053	-1.2017	-0.4501
10.0464	-4.3654	976.414	1.9141	-1.1712	-0.4938
13.9932	-6.3388	976.056	1.9228	-1.2236	-0.4894
11.661	-0.2392	979.225	1.8878	-1.2542	-0.437
8.1926	-8.2524	973.544	1.9315	-1.2017	-0.4501
12.9766	-0.598	979.943	1.9315	-1.1799	-0.402
9.2092	-9.0298	972.169	1.9097	-1.1974	-0.4326
13.6942	1.9136	981.079	1.9796	-1.2149	-0.4938
8.8504	-10.3454	970.913	1.9009	-1.1843	-0.437
17.1626	-0.3588	983.77	1.9578	-1.2061	-0.4501
5.8006	-7.6544	970.793	1.8616	-1.1799	-0.4239
16.2656	-2.093	982.992	1.8835	-1.2061	-0.4588
5.4418	-7.5946	970.195	1.831	-1.1231	-0.4195
18.1194	-0.897	981.796	1.9621	-1.2192	-0.4894
7.176	-5.7408	971.989	1.9097	-1.1712	-0.4545
15.0696	-4.5448	979.823	1.8966	-1.1843	-0.4414
7.0564	-5.8604	971.989	1.9097	-1.1886	-0.4894
15.1294	-5.3222	981.856	1.9665	-1.1755	-0.4938
8.8504	-3.1694	973.424	1.8747	-1.1974	-0.437
12.558	-5.9202	976.474	1.8922	-1.1799	-0.4457
10.8836	-1.7342	978.747	1.9053	-1.2149	-0.437
11.8404	-6.877	973.484	1.9141	-1.2061	-0.4414
11.5414	0.1196	981.079	1.9359	-1.1974	-0.4457
9.0298	-10.8238	971.152	1.8791	-1.1537	-0.472
14.7706	0.1794	981.378	1.949	-1.2673	-0.4807
8.4318	-8.3122	973.125	1.8704	-1.193	-0.4545
16.3852	-0.4784	981.019	1.9141	-1.2236	-0.4457
5.083	-8.073	971.87	1.8922	-1.2192	-0.3977
15.847	-0.5382	982.813	1.9752	-1.2323	-0.4414
7.3554	-6.9368	970.255	1.9315	-1.1974	-0.4938
16.8038	-1.0764	982.215	1.9403	-1.2149	-0.4064
6.6378	-6.7574	969.119	1.9009	-1.1755	-0.4283
18.837	-2.8704	983.411	1.9534	-1.2149	-0.4632
5.8006	-6.0398	973.006	1.8572	-1.2061	-0.4239
13.0962	-3.7076	979.105	1.9228	-1.2105	-0.4501
8.372	-4.4252	974.86	1.9272	-1.2017	-0.4414
14.8902	-5.5614	977.61	1.9359	-1.2105	-0.472
9.7474	-1.3754	976.534	1.9403	-1.1668	-0.4151
11.2424	-8.5514	974.68	1.9097	-1.1318	-0.437
11.96	-2.093	978.328	1.9359	-1.2323	-0.4545
10.166	-7.5946	974.262	1.9053	-1.2017	-0.4283
13.156	-0.4186	980.481	1.9403	-1.2105	-0.4195
8.4916	-8.8504	972.049	1.831	-1.1974	-0.4632
15.4882	0.897	980.84	1.9578	-1.2149	-0.4588
7.0564	-9.5082	973.604	1.9184	-1.1581	-0.4632
16.0264	-0.6578	981.976	1.9752	-1.2323	-0.4632
5.7408	-8.671	969.597	1.9228	-1.1712	-0.4763
18.5978	-2.1528	983.351	1.9315	-1.228	-0.402
6.6378	-5.98	970.853	1.8572	-1.2017	-0.4239
15.4284	-1.9136	981.617	1.9141	-1.1974	-0.4676
5.7408	-5.8604	972.767	1.8441	-1.1843	-0.437
15.1294	-4.0664	979.225	1.8747	-1.2192	-0.4326
7.5946	-3.289	973.783	1.9141	-1.1755	-0.4501
15.6078	-6.2192	976.953	1.9359	-1.1712	-0.4326
11.4816	-3.1096	978.926	1.9709	-1.1886	-0.437
12.6178	-6.279	976.893	1.8922	-1.1449	-0.402
10.5248	-2.093	977.371	1.8747	-1.1843	-0.4632
8.671	-8.0132	972.288	1.8747	-1.2149	-0.4414
13.8138	0.8372	978.926	1.9709	-1.2149	-0.437
10.6444	-8.3122	974.8	1.9272	-1.2017	-0.437
14.5314	0.4784	980.182	1.9184	-1.193	-0.4064
6.877	-10.8238	972.408	1.9228	-1.1493	-0.4195
17.1626	-1.3754	983.77	1.9709	-1.2061	-0.4064
6.1594	-7.3554	970.255	1.8747	-1.2017	-0.3933
15.7274	-0.1794	981.318	1.9578	-1.2367	-0.4414
5.6212	-7.7142	971.032	1.8922	-1.2061	-0.4283
17.8802	-1.4352	983.291	1.9272	-1.1974	-0.4457
5.382	-5.1428	972.049	1.8835	-1.1799	-0.4283
15.7274	-4.4252	979.763	1.9446	-1.2149	-0.4064
7.5946	-5.9202	973.903	1.9053	-1.1843	-0.4283
16.6842	-4.1262	978.687	1.9534	-1.2236	-0.4545
9.269	-3.289	976.833	1.9621	-1.2149	-0.437
12.1394	-6.8172	975.697	1.9053	-1.193	-0.4195
8.8504	-0.897	976.654	1.9709	-1.1624	-0.4195
11.1826	-8.4916	975.577	1.949	-1.2017	-0.472
11.8404	-0.2392	978.747	1.9578	-1.1799	-0.3933
9.7474	-8.671	972.228	1.866	-1.1449	-0.4457
15.548	-0.4784	982.095	1.9359	-1.1974	-0.4588
8.0132	-8.1328	973.604	1.8747	-1.193	-0.4283
14.5314	-0.598	981.378	1.9228	-1.1843	-0.4545
6.9368	-8.372	972.049	1.8791	-1.1187	-0.4457
18.0596	-0.4186	981.557	1.9097	-1.1886	-0.4501
6.6378	-6.279	972.049	1.8922	-1.1493	-0.4457
16.5048	-2.5116	980.6	1.9403	-1.1886	-0.4283
6.9966	-8.4318	972.169	1.8878	-1.1974	-0.4239
16.744	-3.7674	982.036	1.9883	-1.2017	-0.4239
7.5348	-5.382	973.783	1.8747	-1.1799	-0.4588
13.9932	-4.8438	976.355	1.9315	-1.2323	-0.4414
7.5946	-1.7342	975.099	1.9665	-1.2323	-0.4414
13.9334	-6.3986	977.252	1.9927	-1.2017	-0.4326
9.568	-1.196	978.507	1.9665	-1.1886	-0.4151
9.5082	-9.0298	973.066	1.9184	-1.1449	-0.437
12.7972	-1.6744	978.926	1.949	-1.2017	-0.437
11.3022	-7.1162	974.202	1.8704	-1.2061	-0.437
14.7706	1.1362	981.677	1.9097	-1.1799	-0.4283
6.5182	-8.4318	972.587	1.8835	-1.1362	-0.4545
15.0098	-0.7774	979.703	1.9446	-1.2061	-0.472
