Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	
18819270	-9647	-1493	1116	-1176.934	-182.146	136.152	
18839571	-9818	-1425	1002	-1197.796	-173.850	122.244	
18859871	-9225	-1488	828	-1125.450	-181.536	101.016	
18880170	-8421	-1621	727	-1027.362	-197.762	88.694	
18900469	-7693	-1884	741	-938.546	-229.848	90.402	
18920768	-7190	-2136	807	-877.180	-260.592	98.454	
18941068	-6997	-2208	861	-853.634	-269.376	105.042	
18961367	-7100	-2290	808	-866.200	-279.380	98.576	
18981667	-7288	-2459	558	-889.136	-299.998	68.076	
19001964	-7458	-2485	327	-909.876	-303.170	39.894	
19022263	-7548	-2338	250	-920.856	-285.236	30.500	
19042563	-7654	-2224	213	-933.788	-271.328	25.986	
19062862	-7844	-2202	45	-956.968	-268.644	5.490	
19083163	-7863	-2283	47	-959.286	-278.526	5.734	
19103463	-7894	-2398	138	-963.068	-292.556	16.836	
19123766	-8181	-2460	97	-998.082	-300.120	11.834	
19144068	-8515	-2541	-32	-1038.830	-310.002	-3.904	
19164370	-9033	-2681	35	-1102.026	-327.082	4.270	
19184670	-9988	-2655	163	-1218.536	-323.910	19.886	
19204969	-10414	-2431	-297	-1270.508	-296.582	-36.234	
19225269	-10946	-2364	-430	-1335.412	-288.408	-52.460	
19245568	-12087	-1894	-134	-1474.614	-231.068	-16.348	
19265865	-11779	-984	472	-1437.038	-120.048	57.584	
19286165	-10161	-639	611	-1239.642	-77.958	74.542	
19306463	-8294	-978	704	-1011.868	-119.316	85.888	
19326762	-7084	-599	1202	-864.248	-73.078	146.644	
19347059	-7597	213	1870	-926.834	25.986	228.140	
19367357	-9122	-750	1603	-1112.884	-91.500	195.566	
19387655	-10392	-1303	735	-1267.824	-158.966	89.670	
19407951	-10723	-768	89	-1308.206	-93.696	10.858	
19428245	-9383	113	-234	-1144.726	13.786	-28.548	
19448541	-7743	679	-238	-944.646	82.838	-29.036	
19468837	-6863	423	52	-837.286	51.606	6.344	
19489133	-6125	-590	177	-747.250	-71.980	21.594	
19509429	-6013	-313	-1694	-733.586	-38.186	-206.668	
19529724	-6428	-905	-1958	-784.216	-110.410	-238.876	
19550016	-7444	1280	-1694	-908.168	156.160	-206.668	
19570311	-7431	-1474	-1221	-906.582	-179.828	-148.962	
19590605	-7402	-2251	-658	-903.044	-274.622	-80.276	
19610902	-7987	-141	531	-974.414	-17.202	64.782	
19631199	-7922	-1165	900	-966.484	-142.130	109.800	
19651498	-7863	-2161	1025	-959.286	-263.642	125.050	
19671798	-7817	-2123	1265	-953.674	-259.006	154.330	
19692093	-7977	-1826	1448	-973.194	-222.772	176.656	
19712389	-8157	-1925	1406	-995.154	-234.850	171.532	
19732685	-8474	-2212	957	-1033.828	-269.864	116.754	
19752982	-8976	-2074	323	-1095.072	-253.028	39.406	
19773278	-10009	-1503	-100	-1221.098	-183.366	-12.200	
19793571	-12222	-1462	-304	-1491.084	-178.364	-37.088	
19813867	-13680	-2039	-469	-1668.960	-248.758	-57.218	
19834162	-12516	-2839	-215	-1526.952	-346.358	-26.230	
19854459	-10349	-3011	337	-1262.578	-367.342	41.114	
19874754	-8472	-2001	522	-1033.584	-244.122	63.684	
19895052	-6367	-388	401	-776.774	-47.336	48.922	
19915351	-4697	923	563	-573.034	112.606	68.686	
19935648	-5203	1823	261	-634.766	222.406	31.842	
19955946	-7132	2445	-369	-870.104	298.290	-45.018	
19976246	-7969	2673	-591	-972.218	326.106	-72.102	
19996543	-8056	1598	-802	-982.832	194.956	-97.844	
20016843	-7595	207	-928	-926.590	25.254	-113.216	
20037138	-6631	-812	-825	-808.982	-99.064	-100.650	
20057436	-5841	-1708	-607	-712.602	-208.376	-74.054	
20077734	-5438	-2153	-353	-663.436	-262.666	-43.066	
20098033	-5375	-1919	60	-655.750	-234.118	7.320	
20118332	-5390	-1652	475	-657.580	-201.544	57.950	
20138630	-5516	-1788	480	-672.952	-218.136	58.560	
20158928	-5944	-2016	506	-725.168	-245.952	61.732	
20179226	-6490	-2208	854	-791.780	-269.376	104.188	
20199525	-6889	-2338	1217	-840.458	-285.236	148.474	
20219823	-7172	-2152	1214	-874.984	-262.544	148.108	
20240122	-7740	-2204	1360	-944.280	-268.888	165.920	
20260419	-8466	-2620	1800	-1032.852	-319.640	219.600	
20280715	-9061	-2711	2324	-1105.442	-330.742	283.528	
20301012	-10529	-2555	2696	-1284.538	-311.710	328.912	
20321310	-13071	-2611	2656	-1594.662	-318.542	324.032	
20341607	-14158	-2448	2416	-1727.276	-298.656	294.752	
20361906	-13080	-2511	2244	-1595.760	-306.342	273.768	
20382205	-11127	-2523	2275	-1357.494	-307.806	277.550	
20402504	-9034	-2014	2506	-1102.148	-245.708	305.732	
20422803	-7308	-1352	2646	-891.576	-164.944	322.812	
20443102	-7436	-1599	2582	-907.192	-195.078	315.004	
20463402	-9540	-2319	2268	-1163.880	-282.918	276.696	
20483700	-10536	-2632	1895	-1285.392	-321.104	231.190	
20504000	-11069	-2677	1366	-1350.418	-326.594	166.652	
20524300	-11200	-2457	823	-1366.400	-299.754	100.406	
20544599	-10205	-1477	963	-1245.010	-180.194	117.486	
20564898	-9421	-792	937	-1149.362	-96.624	114.314	
20585197	-8792	-730	673	-1072.624	-89.060	82.106	
20605495	-8260	-288	735	-1007.720	-35.136	89.670	
20625794	-7885	-117	758	-961.970	-14.274	92.476	
20646093	-7692	-500	535	-938.424	-61.000	65.270	
20666391	-7372	-1044	216	-899.384	-127.368	26.352	
20686691	-7042	-1470	-64	-859.124	-179.340	-7.808	
20706991	-6813	-1691	-242	-831.186	-206.302	-29.524	
20727290	-6485	-1733	-269	-791.170	-211.426	-32.818	
20747591	-6090	-1653	-193	-742.980	-201.666	-23.546	
20767889	-5751	-1428	-94	-701.622	-174.216	-11.468	
20788187	-5509	-1172	66	-672.098	-142.984	8.052	
20808485	-5428	-1014	163	-662.216	-123.708	19.886	
20828783	-5609	-961	190	-684.298	-117.242	23.180	
20849079	-6192	-975	140	-755.424	-118.950	17.080	
20869376	-7221	-1043	106	-880.962	-127.246	12.932	
20889672	-8723	-1197	-317	-1064.206	-146.034	-38.674	
20909967	-9380	-1227	-531	-1144.360	-149.694	-64.782	
20930266	-9830	-1414	-532	-1199.260	-172.508	-64.904	
20950564	-9933	-2041	-345	-1211.826	-249.002	-42.090	
20970865	-8985	-2966	-30	-1096.170	-361.852	-3.660	
20991164	-7961	-3478	329	-971.242	-424.316	40.138	
21011462	-7928	-3323	651	-967.216	-405.406	79.422	
21031761	-8732	-2752	748	-1065.304	-335.744	91.256	
21052061	-9682	-1986	584	-1181.204	-242.292	71.248	
21072361	-10641	-1725	387	-1298.202	-210.450	47.214	
21092658	-10737	-1624	401	-1309.914	-198.128	48.922	
21112955	-9774	-1317	587	-1192.428	-160.674	71.614	
21133253	-8811	-1232	748	-1074.942	-150.304	91.256	
21153551	-8370	-1269	859	-1021.140	-154.818	104.798	
21173850	-8284	-1331	868	-1010.648	-162.382	105.896	
21194150	-8412	-1590	773	-1026.264	-193.980	94.306	
21214448	-8530	-2252	516	-1040.660	-274.744	62.952	
21234747	-8570	-3009	261	-1045.540	-367.098	31.842	
21255046	-8553	-3488	173	-1043.466	-425.536	21.106	
21275344	-8313	-3511	138	-1014.186	-428.342	16.836	
21295646	-7980	-3368	429	-973.560	-410.896	52.338	
21315961	-7732	-3352	906	-943.304	-408.944	110.532	
21336277	-7881	-3647	1557	-961.482	-444.934	189.954	
21356592	-8637	-3809	1977	-1053.714	-464.698	241.194	
21376906	-9095	-3960	2056	-1109.590	-483.120	250.832	
21397223	-9357	-4298	1896	-1141.554	-524.356	231.312	
21417538	-10153	-4551	1942	-1238.666	-555.222	236.924	
21437855	-11515	-4609	2150	-1404.830	-562.298	262.300	
21458171	-11497	-4034	2316	-1402.634	-492.148	282.552	
21478489	-10879	-3166	2519	-1327.238	-386.252	307.318	
21498804	-10202	-2538	2782	-1244.644	-309.636	339.404	
21519120	-8998	-1965	2853	-1097.756	-239.730	348.066	
21539436	-8111	-1714	2678	-989.542	-209.108	326.716	
21559752	-8899	-1996	2515	-1085.678	-243.512	306.830	
21580069	-10491	-2263	2172	-1279.902	-276.086	264.984	
21600383	-11486	-2223	1753	-1401.292	-271.206	213.866	
21620700	-12170	-2165	1244	-1484.740	-264.130	151.768	
21641017	-11945	-1957	907	-1457.290	-238.754	110.654	
21661331	-10942	-1606	779	-1334.924	-195.932	95.038	
21681648	-10248	-1123	682	-1250.256	-137.006	83.204	
21701966	-9618	-711	871	-1173.396	-86.742	106.262	
21722283	-8975	-377	1026	-1094.950	-45.994	125.172	
21742599	-8399	-159	984	-1024.678	-19.398	120.048	
21762915	-7944	-209	740	-969.168	-25.498	90.280	
21783228	-7567	-558	418	-923.174	-68.076	50.996	
21803543	-7211	-970	256	-879.742	-118.340	31.232	
21823858	-6972	-1296	195	-850.584	-158.112	23.790	
21844174	-6641	-1471	238	-810.202	-179.462	29.036	
21864487	-6280	-1403	278	-766.160	-171.166	33.916	
21884804	-5927	-1005	228	-723.094	-122.610	27.816	
21905120	-5568	-511	312	-679.296	-62.342	38.064	
21925437	-5423	-312	474	-661.606	-38.064	57.828	
21945754	-5550	-545	514	-677.100	-66.490	62.708	
21966072	-5795	-797	494	-706.990	-97.234	60.268	
21986390	-6781	-1027	602	-827.282	-125.294	73.444	
22006707	-8250	-1267	575	-1006.500	-154.574	70.150	
22027024	-9216	-1385	623	-1124.352	-168.970	76.006	
22047340	-10038	-1597	649	-1224.636	-194.834	79.178	
22067657	-10264	-2113	697	-1252.208	-257.786	85.034	
22087972	-9223	-2872	1106	-1125.206	-350.384	134.932	
22108289	-8049	-3173	1718	-981.978	-387.106	209.596	
22128606	-7972	-2749	2127	-972.584	-335.378	259.494	
22148923	-9285	-1785	1657	-1132.770	-217.770	202.154	
22169239	-10608	-927	797	-1294.176	-113.094	97.234	
22189552	-11336	-497	-20	-1382.992	-60.634	-2.440	
22209865	-11668	-381	-219	-1423.496	-46.482	-26.718	
22230180	-11241	-474	118	-1371.402	-57.828	14.396	
22250495	-10408	-912	250	-1269.776	-111.264	30.500	
22270810	-9590	-1493	247	-1169.980	-182.146	30.134	
22291122	-8802	-2046	81	-1073.844	-249.612	9.882	
22311434	-8343	-2679	-296	-1017.846	-326.838	-36.112	
22331745	-8029	-3397	-692	-979.538	-414.434	-84.424	
22352058	-7656	-4091	-828	-934.032	-499.102	-101.016	
22372369	-7507	-4395	-749	-915.854	-536.190	-91.378	
22392681	-7464	-4123	-694	-910.608	-503.006	-84.668	
22412996	-7340	-3547	-371	-895.480	-432.734	-45.262	
22433309	-7177	-3597	341	-875.594	-438.834	41.602	
22453624	-7326	-3784	1137	-893.772	-461.648	138.714	
22473939	-7581	-3609	1948	-924.882	-440.298	237.656	
22494252	-7893	-3899	2367	-962.946	-475.678	288.774	
22514566	-8753	-4472	2371	-1067.866	-545.584	289.262	
22534881	-10651	-4889	2411	-1299.422	-596.458	294.142	
22555195	-12491	-4747	2196	-1523.902	-579.134	267.912	
22575511	-12679	-4472	1995	-1546.838	-545.584	243.390	
22595821	-12440	-4211	2059	-1517.680	-513.742	251.198	
22616132	-11193	-3369	2415	-1365.546	-411.018	294.630	
22636447	-9099	-2591	2634	-1110.078	-316.102	321.348	
22656762	-7774	-2489	2366	-948.428	-303.658	288.652	
22677075	-8251	-2684	1707	-1006.622	-327.448	208.254	
22697389	-9939	-2867	1140	-1212.558	-349.774	139.080	
22717704	-11059	-2782	605	-1349.198	-339.404	73.810	
22738017	-12099	-2639	176	-1476.078	-321.958	21.472	
22758331	-12502	-1928	175	-1525.244	-235.216	21.350	
22778640	-11765	-1529	260	-1435.330	-186.538	31.720	
22798954	-10659	-1478	207	-1300.398	-180.316	25.254	
22819268	-9915	-1054	179	-1209.630	-128.588	21.838	
22839583	-9321	-587	217	-1137.162	-71.614	26.474	
22859899	-8728	-114	281	-1064.816	-13.908	34.282	
22880214	-8288	330	216	-1011.136	40.260	26.352	
22900528	-7772	419	2	-948.184	51.118	0.244	
22920843	-7199	30	-272	-878.278	3.660	-33.184	
22941156	-6714	-581	-442	-819.108	-70.882	-53.924	
22961468	-6416	-1088	-494	-782.752	-132.736	-60.268	
22981780	-6425	-1464	-397	-783.850	-178.608	-48.434	
23002095	-6606	-1768	-338	-805.932	-215.696	-41.236	
23022409	-6590	-1874	-177	-803.980	-228.628	-21.594	
23042722	-6496	-1554	33	-792.512	-189.588	4.026	
23063037	-6510	-821	149	-794.220	-100.162	18.178	
23083355	-6741	-359	148	-822.402	-43.798	18.056	
23103671	-7042	-533	195	-859.124	-65.026	23.790	
23123988	-7331	-943	385	-894.382	-115.046	46.970	
23144304	-7849	-1170	604	-957.578	-142.740	73.688	
23164620	-7966	-1263	827	-971.852	-154.086	100.894	
23184936	-7568	-1480	977	-923.296	-180.560	119.194	
23205252	-7225	-2314	1576	-881.450	-282.308	192.272	
23225566	-7260	-3231	2217	-885.720	-394.182	270.474	
23245881	-7939	-2994	2473	-968.558	-365.268	301.706	
23266198	-9059	-1500	2185	-1105.198	-183.000	266.570	
23286514	-10460	-622	1922	-1276.120	-75.884	234.484	
23306828	-11472	-542	1992	-1399.584	-66.124	243.024	
23327143	-11311	-192	2187	-1379.942	-23.424	266.814	
23347458	-10537	-261	2097	-1285.514	-31.842	255.834	
23367772	-10006	-882	1722	-1220.732	-107.604	210.084	
23388088	-9643	-1788	1248	-1176.446	-218.136	152.256	
23408401	-9288	-2625	768	-1133.136	-320.250	93.696	
23428716	-8983	-3268	131	-1095.926	-398.696	15.982	
23449031	-8757	-3552	-625	-1068.354	-433.344	-76.250	
23469349	-8640	-3743	-1011	-1054.080	-456.646	-123.342	
23489665	-8347	-4132	-859	-1018.334	-504.104	-104.798	
23509978	-8048	-4120	-521	-981.856	-502.640	-63.562	
23530292	-7950	-3404	-160	-969.900	-415.288	-19.520	
23550608	-8173	-2961	480	-997.106	-361.242	58.560	
23570922	-8436	-3012	1225	-1029.192	-367.464	149.450	
23591236	-8673	-3077	1368	-1058.106	-375.394	166.896	
23611552	-9224	-3785	1255	-1125.328	-461.770	153.110	
23631870	-10046	-4609	1302	-1225.612	-562.298	158.844	
23652185	-11092	-4932	1615	-1353.224	-601.704	197.030	
23672502	-11123	-4678	1833	-1357.006	-570.716	223.626	
23692817	-10359	-4327	2100	-1263.798	-527.894	256.200	
23713130	-9088	-3882	2472	-1108.736	-473.604	301.584	
23733446	-7591	-3335	2636	-926.102	-406.870	321.592	
23753763	-7330	-3300	2468	-894.260	-402.600	301.096	
23774078	-9009	-3679	2403	-1099.098	-448.838	293.166	
23794393	-10526	-3973	2102	-1284.172	-484.706	256.444	
23814708	-11710	-3904	1545	-1428.620	-476.288	188.490	
23835020	-12593	-3628	953	-1536.346	-442.616	116.266	
23855333	-12309	-2765	559	-1501.698	-337.330	68.198	
23875647	-11457	-1675	429	-1397.754	-204.350	52.338	
23895961	-10894	-785	530	-1329.068	-95.770	64.660	
23916275	-10501	65	751	-1281.122	7.930	91.622	
23936590	-10047	812	861	-1225.734	99.064	105.042	
23956903	-9465	1109	856	-1154.730	135.298	104.432	
23977216	-8907	839	735	-1086.654	102.358	89.670	
23997533	-8712	263	468	-1062.864	32.086	57.096	
24017851	-8340	-115	258	-1017.480	-14.030	31.476	
24038165	-7703	447	-117	-939.766	54.534	-14.274	
24058481	-7127	1231	-220	-869.494	150.182	-26.840	
24078798	-6396	1117	-166	-780.312	136.274	-20.252	
24099113	-6083	664	-152	-742.126	81.008	-18.544	
24119430	-6131	89	-285	-747.982	10.858	-34.770	
24139744	-6073	-563	-413	-740.906	-68.686	-50.386	
24160059	-6130	-1007	-403	-747.860	-122.854	-49.166	
24180373	-6676	-1277	-278	-814.472	-155.794	-33.916	
24200688	-7541	-1528	-222	-920.002	-186.416	-27.084	
24220998	-7815	-1803	-226	-953.430	-219.966	-27.572	
24241310	-8252	-2175	-133	-1006.744	-265.350	-16.226	
24261625	-8766	-2451	83	-1069.452	-299.022	10.126	
24281940	-8500	-2603	257	-1037.000	-317.566	31.354	
24302258	-7903	-2648	383	-964.166	-323.056	46.726	
24322574	-7732	-2359	660	-943.304	-287.798	80.520	
24342891	-8435	-1857	973	-1029.070	-226.554	118.706	
24363206	-9765	-1463	1152	-1191.330	-178.486	140.544	
24383520	-11031	-1267	1040	-1345.782	-154.574	126.880	
24403834	-11728	-908	480	-1430.816	-110.776	58.560	
24424148	-11543	-487	-44	-1408.246	-59.414	-5.368	
24444460	-10861	-589	-265	-1325.042	-71.858	-32.330	
24464774	-10268	-1073	-270	-1252.696	-130.906	-32.940	
24485089	-9830	-1467	64	-1199.260	-178.974	7.808	
24505405	-9477	-1770	526	-1156.194	-215.940	64.172	
24525720	-9171	-2399	513	-1118.862	-292.678	62.586	
24546038	-8990	-3132	99	-1096.780	-382.104	12.078	
24566353	-8773	-3657	-353	-1070.306	-446.154	-43.066	
24586666	-8219	-3784	-442	-1002.718	-461.648	-53.924	
24606981	-7753	-3641	-115	-945.866	-444.202	-14.030	
24627296	-7618	-3547	329	-929.396	-432.734	40.138	
24647612	-7684	-3595	933	-937.448	-438.590	113.826	
24667929	-8068	-3275	1611	-984.296	-399.550	196.542	
24688246	-8271	-3139	1864	-1009.062	-382.958	227.408	
24708559	-8815	-3548	1978	-1075.430	-432.856	241.316	
24728873	-9708	-4143	2068	-1184.376	-505.446	252.296	
24749185	-10800	-4424	2286	-1317.600	-539.728	278.892	
24769498	-11257	-4278	2463	-1373.354	-521.916	300.486	
24789811	-10929	-3772	2554	-1333.338	-460.184	311.588	
24810123	-10380	-3441	2602	-1266.360	-419.802	317.444	
24830438	-8995	-3193	2782	-1097.390	-389.546	339.404	
24850752	-7805	-3012	2723	-952.210	-367.464	332.206	
24871064	-8010	-3074	2435	-977.220	-375.028	297.070	
24891374	-9803	-3345	2242	-1195.966	-408.090	273.524	
24911687	-11297	-3279	1840	-1378.234	-400.038	224.480	
24932000	-12532	-2921	1399	-1528.904	-356.362	170.678	
24952318	-13094	-2505	1134	-1597.468	-305.610	138.348	
24972630	-12367	-1887	1230	-1508.774	-230.214	150.060	
24992944	-11163	-1196	1167	-1361.886	-145.912	142.374	
25013256	-10313	-446	956	-1258.186	-54.412	116.632	
25033570	-9615	76	867	-1173.030	9.272	105.774	
25053885	-8895	421	886	-1085.190	51.362	108.092	
25074199	-8217	398	863	-1002.474	48.556	105.286	
25094511	-7639	-175	709	-931.958	-21.350	86.498	
25114827	-7227	-895	508	-881.694	-109.190	61.976	
25135144	-6822	-1363	353	-832.284	-166.286	43.066	
25155460	-6405	-1641	269	-781.410	-200.202	32.818	
25175774	-6096	-1761	332	-743.712	-214.842	40.504	
25196086	-5792	-1464	490	-706.624	-178.608	59.780	
25216401	-5435	-757	632	-663.070	-92.354	77.104	
25236716	-5007	-103	670	-610.854	-12.566	81.740	
25257031	-4739	117	727	-578.158	14.274	88.694	
25277347	-4981	-59	703	-607.682	-7.198	85.766	
25297663	-5789	-344	636	-706.258	-41.968	77.592	
25317977	-7127	-756	512	-869.494	-92.232	62.464	
25338291	-8122	-1046	359	-990.884	-127.612	43.798	
25358606	-8687	-1186	167	-1059.814	-144.692	20.374	
25378924	-9324	-1514	194	-1137.528	-184.708	23.668	
25399241	-9837	-2140	292	-1200.114	-261.080	35.624	
25419555	-9690	-2944	493	-1182.180	-359.168	60.146	
25439869	-9131	-4058	953	-1113.982	-495.076	116.266	
25460183	-9201	-4229	1150	-1122.522	-515.938	140.300	
25480499	-10083	-2867	1045	-1230.126	-349.774	127.490	
25500815	-10961	-1558	975	-1337.242	-190.076	118.950	
25521130	-11300	-972	1043	-1378.600	-118.584	127.246	
25541446	-10930	-401	1403	-1333.460	-48.922	171.166	
25561762	-9859	-160	1820	-1202.798	-19.520	222.040	
25582078	-9084	-629	1716	-1108.248	-76.738	209.352	
25602392	-8741	-1219	1303	-1066.402	-148.718	158.966	
25622707	-8466	-1613	875	-1032.852	-196.786	106.750	
25643023	-8282	-2094	467	-1010.404	-255.468	56.974	
25663340	-8221	-2791	0	-1002.962	-340.502	0.000	
25683655	-8308	-3526	-42	-1013.576	-430.172	-5.124	
25703972	-8257	-3801	324	-1007.354	-463.722	39.528	
25724284	-7969	-3582	983	-972.218	-437.004	119.926	
25744599	-7766	-3066	1370	-947.452	-374.052	167.140	
25764914	-7965	-2834	1815	-971.730	-345.748	221.430	
25785229	-8394	-3178	2312	-1024.068	-387.716	282.064	
25805545	-8544	-3697	2423	-1042.368	-451.034	295.606	
25825857	-9013	-4414	2454	-1099.586	-538.508	299.388	
25846171	-9895	-5107	2516	-1207.190	-623.054	306.952	
25866487	-10979	-4996	2653	-1339.438	-609.512	323.666	
25886801	-12099	-4097	2226	-1476.078	-499.834	271.572	
25907115	-11829	-3362	1803	-1443.138	-410.164	219.966	
25927434	-11036	-3221	1848	-1346.392	-392.962	225.456	
25947749	-9518	-2882	2082	-1161.196	-351.604	254.004	
25968065	-7770	-2050	2119	-947.940	-250.100	258.518	
25988379	-8084	-1745	1746	-986.248	-212.890	213.012	
26008694	-10596	-2414	962	-1292.712	-294.508	117.364	
26029008	-11745	-2681	981	-1432.890	-327.082	119.682	
26049322	-11711	-2189	1021	-1428.742	-267.058	124.562	
26069637	-11554	-1739	792	-1409.588	-212.158	96.624	
26089952	-10776	-1409	832	-1314.672	-171.898	101.504	
26110264	-9958	-1075	695	-1214.876	-131.150	84.790	
26130577	-9414	-761	408	-1148.508	-92.842	49.776	
26150892	-8882	-557	161	-1083.604	-67.954	19.642	
26171206	-8242	-419	44	-1005.524	-51.118	5.368	
26191520	-7915	-655	-102	-965.630	-79.910	-12.444	
26211833	-7850	-1130	-291	-957.700	-137.860	-35.502	
26232149	-7616	-1420	-467	-929.152	-173.240	-56.974	
26252465	-7263	-1388	-557	-886.086	-169.336	-67.954	
26272781	-6831	-793	-688	-833.382	-96.746	-83.936	
26293100	-6318	25	-588	-770.796	3.050	-71.736	
26313415	-5849	507	-385	-713.578	61.854	-46.970	
26333728	-5504	571	-199	-671.488	69.662	-24.278	
26354043	-5294	18	-113	-645.868	2.196	-13.786	
26374356	-5374	-507	-122	-655.628	-61.854	-14.884	
26394671	-5886	-796	3	-718.092	-97.112	0.366	
26414984	-7143	-1083	95	-871.446	-132.126	11.590	
26435298	-8559	-1386	32	-1044.198	-169.092	3.904	
26455615	-9262	-1595	36	-1129.964	-194.590	4.392	
26475931	-9178	-1823	224	-1119.716	-222.406	27.328	
26496246	-8654	-2273	672	-1055.788	-277.306	81.984	
26516562	-8132	-2934	1100	-992.104	-357.948	134.200	
26536877	-8218	-2945	1512	-1002.596	-359.290	184.464	
26557192	-9143	-2148	1999	-1115.446	-262.056	243.878	
26577505	-10225	-1354	2238	-1247.450	-165.188	273.036	
26597822	-10876	-994	2221	-1326.872	-121.268	270.962	
26618136	-10789	-730	2115	-1316.258	-89.060	258.030	
26638450	-10097	-375	2085	-1231.834	-45.750	254.370	
26658764	-9323	-698	1986	-1137.406	-85.156	242.292	
26679080	-8924	-1255	1858	-1088.728	-153.110	226.676	
26699395	-8776	-1528	1694	-1070.672	-186.416	206.668	
26719711	-8839	-1945	1603	-1078.358	-237.290	195.566	
26740027	-8919	-2552	1463	-1088.118	-311.344	178.486	
26760343	-8867	-3088	1235	-1081.774	-376.736	150.670	
26780658	-8758	-3519	1228	-1068.476	-429.318	149.816	
26800972	-8556	-3610	1382	-1043.832	-440.420	168.604	
26821288	-8296	-3667	1719	-1012.112	-447.374	209.718	
26841602	-8203	-3923	2072	-1000.766	-478.606	252.784	
26861914	-8369	-4198	2227	-1021.018	-512.156	271.694	
26882229	-8534	-4493	2044	-1041.148	-548.146	249.368	
26902542	-8754	-4688	1686	-1067.988	-571.936	205.692	
26922855	-9753	-4623	1286	-1189.866	-564.006	156.892	
26943168	-11559	-4434	1021	-1410.198	-540.948	124.562	
26963482	-12370	-3861	1060	-1509.140	-471.042	129.320	
26983797	-11589	-3126	1090	-1413.858	-381.372	132.980	
27004112	-11011	-2889	992	-1343.342	-352.458	121.024	
27024422	-10338	-2757	884	-1261.236	-336.354	107.848	
27044733	-9229	-2550	880	-1125.938	-311.100	107.360	
27065047	-8582	-2411	595	-1047.004	-294.142	72.590	
27085362	-9888	-2529	59	-1206.336	-308.538	7.198	
27105674	-11267	-2852	-288	-1374.574	-347.944	-35.136	
27125985	-11637	-2877	-641	-1419.714	-350.994	-78.202	
27146299	-11902	-2869	-1047	-1452.044	-350.018	-127.734	
27166616	-11487	-2707	-1128	-1401.414	-330.254	-137.616	
27186931	-10455	-2328	-970	-1275.510	-284.016	-118.340	
27207246	-9632	-2139	-897	-1175.104	-260.958	-109.434	
27227562	-9091	-2052	-893	-1109.102	-250.344	-108.946	
27247875	-8760	-1510	-599	-1068.720	-184.220	-73.078	
27268191	-8433	-763	-139	-1028.826	-93.086	-16.958	
27288507	-8017	-461	51	-978.074	-56.242	6.222	
27308822	-7558	-560	-43	-922.076	-68.320	-5.246	
27329137	-7014	-801	-210	-855.708	-97.722	-25.620	
27349453	-6488	-906	-238	-791.536	-110.532	-29.036	
27369769	-6049	-960	-108	-737.978	-117.120	-13.176	
27390086	-5831	-950	121	-711.382	-115.900	14.762	
27410400	-5728	-632	412	-698.816	-77.104	50.264	
27430716	-5604	-158	427	-683.688	-19.276	52.094	
27451032	-5903	108	300	-720.166	13.176	36.600	
27471347	-6806	33	98	-830.332	4.026	11.956	
27491660	-8127	-518	26	-991.494	-63.196	3.172	
27511974	-9241	-1184	-19	-1127.402	-144.448	-2.318	
27532288	-9624	-1688	174	-1174.128	-205.936	21.228	
27552605	-9300	-2029	557	-1134.600	-247.538	67.954	
27572919	-8378	-2677	996	-1022.116	-326.594	121.512	
27593231	-7333	-3140	1234	-894.626	-383.080	150.548	
27613546	-7171	-3294	1477	-874.862	-401.868	180.194	
27633861	-7645	-3139	1910	-932.690	-382.958	233.020	
27654175	-8533	-1827	1944	-1041.026	-222.894	237.168	
27674491	-9628	-1010	1651	-1174.616	-123.220	201.422	
27694806	-10199	-881	1587	-1244.278	-107.482	193.614	
27715122	-9901	-707	1715	-1207.922	-86.254	209.230	
27735437	-9478	-746	1720	-1156.316	-91.012	209.840	
27755755	-9186	-1378	1548	-1120.692	-168.116	188.856	
27776072	-8904	-2399	1109	-1086.288	-292.678	135.298	
27796389	-9061	-3875	77	-1105.442	-472.750	9.394	
27816701	-9059	-4894	-318	-1105.198	-597.068	-38.796	
27837016	-8480	-4446	305	-1034.560	-542.412	37.210	
27857334	-8140	-3307	1333	-993.080	-403.454	162.626	
27877652	-7627	-2518	2316	-930.494	-307.196	282.552	
27897968	-7278	-2194	2663	-887.916	-267.668	324.886	
27918285	-7476	-1871	3032	-912.072	-228.262	369.904	
27938601	-7672	-2245	3384	-935.984	-273.890	412.848	
27958921	-7867	-3319	3475	-959.774	-404.918	423.950	
27979238	-8276	-4043	3321	-1009.672	-493.246	405.162	
27999554	-9033	-4438	3105	-1102.026	-541.436	378.810	
28019869	-10170	-4910	2946	-1240.740	-599.020	359.412	
28040185	-11398	-5177	2856	-1390.556	-631.594	348.432	
28060501	-11538	-4650	2788	-1407.636	-567.300	340.136	
28080817	-11193	-4028	2654	-1365.546	-491.416	323.788	
28101135	-11291	-3802	2465	-1377.502	-463.844	300.730	
28121454	-10368	-3387	2440	-1264.896	-413.214	297.680	
28141770	-8745	-2993	2356	-1066.890	-365.146	287.432	
28162087	-7205	-2745	1810	-879.010	-334.890	220.820	
28182404	-7219	-2685	1208	-880.718	-327.570	147.376	
28202720	-8898	-2773	885	-1085.556	-338.306	107.970	
28223037	-9847	-2731	766	-1201.334	-333.182	93.452	
