Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	
17642093	-3240	-5668	4847	-395.280	-691.496	591.334	
17662397	-3413	-5375	4907	-416.386	-655.750	598.654	
17682702	-3441	-5486	5152	-419.802	-669.292	628.544	
17703008	-3499	-5671	5133	-426.878	-691.862	626.226	
17723311	-3473	-5580	5353	-423.706	-680.760	653.066	
17743615	-3316	-6113	5194	-404.552	-745.786	633.668	
17763922	-3366	-6504	5174	-410.652	-793.488	631.228	
17784228	-3407	-6992	5304	-415.654	-853.024	647.088	
17804534	-3158	-7451	5082	-385.276	-909.022	620.004	
17824839	-2716	-7466	5164	-331.352	-910.852	630.008	
17845144	-2488	-8621	4856	-303.536	-1051.762	592.432	
17865449	-2372	-9111	4765	-289.384	-1111.542	581.330	
17885754	-2224	-8615	5044	-271.328	-1051.030	615.368	
17906061	-1770	-8557	5416	-215.940	-1043.954	660.752	
17926366	-1630	-8534	5424	-198.860	-1041.148	661.728	
17946674	-1479	-8228	4911	-180.438	-1003.816	599.142	
17966982	-1474	-7888	4647	-179.828	-962.336	566.934	
17987287	-1325	-8033	4571	-161.650	-980.026	557.662	
18007594	-1069	-8148	4513	-130.418	-994.056	550.586	
18027899	-906	-8199	4238	-110.532	-1000.278	517.036	
18048205	-523	-7943	3921	-63.806	-969.046	478.362	
18068513	-72	-7503	3684	-8.784	-915.366	449.448	
18088821	308	-7458	3610	37.576	-909.876	440.420	
18109126	670	-7424	3489	81.740	-905.728	425.658	
18129433	1110	-7352	3265	135.420	-896.944	398.330	
18149738	1448	-7220	2795	176.656	-880.840	340.990	
18170045	1858	-7015	2573	226.676	-855.830	313.906	
18190349	2560	-7254	2080	312.320	-884.988	253.760	
18210656	2929	-7498	1762	357.338	-914.756	214.964	
18230962	3264	-7420	1702	398.208	-905.240	207.644	
18251269	3329	-6991	1550	406.138	-852.902	189.100	
18271575	3627	-6354	1055	442.494	-775.188	128.710	
18291883	4010	-6172	507	489.220	-752.984	61.854	
18312187	4001	-6339	199	488.122	-773.358	24.278	
18332496	3869	-5940	-40	472.018	-724.680	-4.880	
18352802	3966	-5447	106	483.852	-664.534	12.932	
18373109	4228	-5391	-67	515.816	-657.702	-8.174	
18393416	4341	-5805	-503	529.602	-708.210	-61.366	
18413722	4598	-6031	-577	560.956	-735.782	-70.394	
18434028	4611	-5856	-549	562.542	-714.432	-66.978	
18454334	4320	-5808	-653	527.040	-708.576	-79.666	
18474640	4420	-5706	-474	539.240	-696.132	-57.828	
18494945	4751	-5647	-335	579.622	-688.934	-40.870	
18515252	4857	-5474	-396	592.554	-667.828	-48.312	
18535557	4811	-5558	-213	586.942	-678.076	-25.986	
18555863	4661	-5633	13	568.642	-687.226	1.586	
18576171	4679	-5815	195	570.838	-709.430	23.790	
18596480	4916	-5704	199	599.752	-695.888	24.278	
18616787	5088	-5514	88	620.736	-672.708	10.736	
18637095	4925	-5538	175	600.850	-675.636	21.350	
18657402	5096	-5514	-3	621.712	-672.708	-0.366	
18677706	5311	-5586	-451	647.942	-681.492	-55.022	
18698013	5742	-5677	-1248	700.524	-692.594	-152.256	
18718320	5813	-5998	-1588	709.186	-731.756	-193.736	
18738626	5701	-6278	-1242	695.522	-765.916	-151.524	
18758931	5807	-5754	-898	708.454	-701.988	-109.556	
18779237	5880	-5635	-977	717.360	-687.470	-119.194	
18799545	5993	-5984	-1172	731.146	-730.048	-142.984	
18819849	5906	-6078	-1047	720.532	-741.516	-127.734	
18840157	5920	-5618	-874	722.240	-685.396	-106.628	
18860464	6049	-5482	-967	737.978	-668.804	-117.974	
18880771	6114	-5994	-1098	745.908	-731.268	-133.956	
18901079	5981	-6195	-1028	729.682	-755.790	-125.416	
18921386	5955	-5769	-878	726.510	-703.818	-107.116	
18941693	5926	-5630	-1005	722.972	-686.860	-122.610	
18962003	5845	-5819	-1032	713.090	-709.918	-125.904	
18982312	6013	-5939	-877	733.586	-724.558	-106.994	
19002620	6083	-6453	-828	742.126	-787.266	-101.016	
19022929	5915	-6126	-871	721.630	-747.372	-106.262	
19043237	5794	-5930	-860	706.868	-723.460	-104.920	
19063544	6117	-5927	-818	746.274	-723.094	-99.796	
19083853	5908	-5498	-920	720.776	-670.756	-112.240	
19104159	5491	-5683	-703	669.902	-693.326	-85.766	
19124463	5828	-5999	-580	711.016	-731.878	-70.760	
19144771	5893	-6084	-307	718.946	-742.248	-37.454	
19165079	5907	-5710	-378	720.654	-696.620	-46.116	
19185387	5999	-5893	-561	731.878	-718.946	-68.442	
19205692	6252	-6353	-722	762.744	-775.066	-88.084	
19225996	6210	-6337	-555	757.620	-773.114	-67.710	
19246303	6022	-6064	-465	734.684	-739.808	-56.730	
19266607	6028	-5850	-515	735.416	-713.700	-62.830	
19286913	6241	-5748	-308	761.402	-701.256	-37.576	
19307218	6200	-5696	-145	756.400	-694.912	-17.690	
19327527	6017	-5582	-245	734.074	-681.004	-29.890	
19347836	6197	-5499	-213	756.034	-670.878	-25.986	
19368145	6490	-5397	-59	791.780	-658.434	-7.198	
19388454	6338	-5342	-70	773.236	-651.724	-8.540	
19408761	6144	-5687	-75	749.568	-693.814	-9.150	
19429066	6235	-6269	-5	760.670	-764.818	-0.610	
19449373	6221	-6274	209	758.962	-765.428	25.498	
19469678	6008	-5920	214	732.976	-722.240	26.108	
19489986	6019	-5513	403	734.318	-672.586	49.166	
19510294	6112	-5205	731	745.664	-635.010	89.182	
19530603	5932	-5059	935	723.704	-617.198	114.070	
19550909	5746	-5058	1107	701.012	-617.076	135.054	
19571216	5602	-5103	1217	683.444	-622.566	148.474	
19591522	5531	-5388	1114	674.782	-657.336	135.908	
19611830	5546	-5702	1027	676.612	-695.644	125.294	
19632136	5513	-5612	731	672.586	-684.664	89.182	
19652441	5511	-5394	271	672.342	-658.068	33.062	
19672748	5570	-5355	235	679.540	-653.310	28.670	
19693055	5664	-5472	184	691.008	-667.584	22.448	
19713365	6061	-5349	-20	739.442	-652.578	-2.440	
19733672	6397	-5031	-474	780.434	-613.782	-57.828	
19753976	6584	-5356	-491	803.248	-653.432	-59.902	
19774280	6610	-5306	-356	806.420	-647.332	-43.432	
19794587	6422	-5071	27	783.484	-618.662	3.294	
19814897	6131	-5531	95	747.982	-674.782	11.590	
19835203	6202	-5726	-270	756.644	-698.572	-32.940	
19855510	6465	-5405	-358	788.730	-659.410	-43.676	
19875818	6500	-5365	-337	793.000	-654.530	-41.114	
19896128	6378	-5095	-66	778.116	-621.590	-8.052	
19916438	6264	-5208	-229	764.208	-635.376	-27.938	
19936749	6288	-5434	61	767.136	-662.948	7.442	
19957056	6306	-5259	-40	769.332	-641.598	-4.880	
19977362	6323	-5298	-75	771.406	-646.356	-9.150	
19997671	6401	-5528	47	780.922	-674.416	5.734	
20017977	6370	-5137	91	777.140	-626.714	11.102	
20038286	6373	-5308	15	777.506	-647.576	1.830	
20058594	6275	-4815	-60	765.550	-587.430	-7.320	
20078903	6068	-5381	257	740.296	-656.482	31.354	
20099212	6158	-6158	232	751.276	-751.276	28.304	
20119519	6096	-5841	453	743.712	-712.602	55.266	
20139827	6079	-5856	333	741.638	-714.432	40.626	
20160133	5972	-5681	424	728.584	-693.082	51.728	
20180442	5982	-5659	300	729.804	-690.398	36.600	
20200748	6036	-6004	352	736.392	-732.488	42.944	
20221056	6081	-5552	472	741.882	-677.344	57.584	
20241364	6005	-5291	376	732.610	-645.502	45.872	
20261673	6150	-5803	379	750.300	-707.966	46.238	
20281981	6377	-5714	196	777.994	-697.108	23.912	
20302289	6458	-5547	156	787.876	-676.734	19.032	
20322598	6356	-5202	177	775.432	-634.644	21.594	
20342906	6472	-4832	9	789.584	-589.504	1.098	
20363214	6570	-4896	213	801.540	-597.312	25.986	
20383521	6245	-5127	133	761.890	-625.494	16.226	
20403831	6305	-5408	209	769.210	-659.776	25.498	
20424138	6372	-5453	202	777.384	-665.266	24.644	
20444445	6254	-5514	160	762.988	-672.708	19.520	
20464752	6307	-5228	28	769.454	-637.816	3.416	
20485059	6338	-4770	-9	773.236	-581.940	-1.098	
20505367	6331	-5040	301	772.382	-614.880	36.722	
20525677	6232	-5241	387	760.304	-639.402	47.214	
20545986	6356	-5645	204	775.432	-688.690	24.888	
20566293	6370	-5754	168	777.140	-701.988	20.496	
20586599	6275	-5597	209	765.550	-682.834	25.498	
20606908	6255	-5297	295	763.110	-646.234	35.990	
20627217	6205	-5237	274	757.010	-638.914	33.428	
20647525	6215	-5552	166	758.230	-677.344	20.252	
20667834	6209	-5586	222	757.498	-681.492	27.084	
20688139	6184	-5465	510	754.448	-666.730	62.220	
20708444	6067	-5294	555	740.174	-645.868	67.710	
20728750	5741	-5415	-62	700.402	-660.630	-7.564	
20749059	5865	-5859	-308	715.530	-714.798	-37.576	
20769369	6103	-5397	-284	744.566	-658.434	-34.648	
20789677	6145	-4897	-82	749.690	-597.434	-10.004	
20809986	5889	-5323	-94	718.458	-649.406	-11.468	
20830296	5737	-5671	-65	699.914	-691.862	-7.930	
20850604	5763	-5773	-211	703.086	-704.306	-25.742	
20870910	5908	-5940	-590	720.776	-724.680	-71.980	
20891218	5984	-5852	-848	730.048	-713.944	-103.456	
20911526	6036	-5929	-711	736.392	-723.338	-86.742	
20931834	5906	-5931	-497	720.532	-723.582	-60.634	
20952146	5860	-5952	-809	714.920	-726.144	-98.698	
20972455	5962	-5932	-1052	727.364	-723.704	-128.344	
20992764	6027	-5781	-845	735.294	-705.282	-103.090	
21013071	5904	-5778	-323	720.288	-704.916	-39.406	
21033378	5524	-5634	-590	673.928	-687.348	-71.980	
21053684	5432	-5917	-1289	662.704	-721.874	-157.258	
21073990	5587	-5835	-1452	681.614	-711.870	-177.144	
21094296	5567	-5849	-1413	679.174	-713.578	-172.386	
21114598	5468	-6333	-1497	667.096	-772.626	-182.634	
21134900	5282	-6567	-1976	644.404	-801.174	-241.072	
21155202	5298	-6607	-2423	646.356	-806.054	-295.606	
21175508	5376	-6294	-2638	655.872	-767.868	-321.836	
21195816	5458	-5841	-2345	665.876	-712.602	-286.090	
21216125	5258	-6051	-2135	641.476	-738.222	-260.470	
21236433	5256	-6364	-2255	641.232	-776.408	-275.110	
21256741	5230	-6543	-2523	638.060	-798.246	-307.806	
21277047	5171	-6552	-2609	630.862	-799.344	-318.298	
21297354	5177	-6411	-2471	631.594	-782.142	-301.462	
21317660	5088	-6224	-2324	620.736	-759.328	-283.528	
21337967	5018	-6238	-2259	612.196	-761.036	-275.598	
21358276	4940	-6367	-2292	602.680	-776.774	-279.624	
21378582	4872	-6458	-2369	594.384	-787.876	-289.018	
21398889	4846	-6316	-2239	591.212	-770.552	-273.158	
21419198	4802	-6121	-2172	585.844	-746.762	-264.984	
21439507	4729	-6201	-2127	576.938	-756.522	-259.494	
21459815	4670	-6260	-2124	569.740	-763.720	-259.128	
21480124	4595	-6296	-2202	560.590	-768.112	-268.644	
21500432	4501	-6371	-2276	549.122	-777.262	-277.672	
21520739	4379	-6248	-2172	534.238	-762.256	-264.984	
21541047	4175	-6154	-2152	509.350	-750.788	-262.544	
21561357	3990	-6183	-1985	486.780	-754.326	-242.170	
21581668	3682	-6386	-1912	449.204	-779.092	-233.264	
21601979	3434	-6752	-1842	418.948	-823.744	-224.724	
21622288	3613	-7022	-1247	440.786	-856.684	-152.134	
21642595	3770	-6484	-1447	459.940	-791.048	-176.534	
21662902	3394	-5129	-1819	414.068	-625.738	-221.918	
21683210	3214	-6053	-1472	392.108	-738.466	-179.584	
21703520	3417	-7314	-1106	416.874	-892.308	-134.932	
21723826	3555	-7938	-987	433.710	-968.436	-120.414	
21744135	3823	-7393	-872	466.406	-901.946	-106.384	
21764444	3832	-6572	-226	467.504	-801.784	-27.572	
21784751	3594	-5792	663	438.468	-706.624	80.886	
21805058	3577	-4174	2384	436.394	-509.228	290.848	
21825363	2822	-2555	4538	344.284	-311.710	553.636	
21845669	2525	-525	7263	308.050	-64.050	886.086	
21865975	1726	-117	8830	210.572	-14.274	1077.260	
21886282	1151	-2397	8067	140.422	-292.434	984.174	
21906590	693	-4791	6838	84.546	-584.502	834.236	
21926897	-156	-6340	6503	-19.032	-773.480	793.366	
21947204	-583	-7200	6440	-71.126	-878.400	785.680	
21967511	-535	-7370	6767	-65.270	-899.140	825.574	
21987818	-542	-6805	6781	-66.124	-830.210	827.282	
22008124	-685	-5634	6684	-83.570	-687.348	815.448	
22028430	-812	-3996	7174	-99.064	-487.512	875.228	
22048738	-1506	-3379	7771	-183.732	-412.238	948.062	
22069048	-2226	-3475	7332	-271.572	-423.950	894.504	
22089355	-2341	-3654	6780	-285.602	-445.788	827.160	
22109663	-2169	-3541	6752	-264.618	-432.002	823.744	
22129969	-2379	-4176	6714	-290.238	-509.472	819.108	
22150276	-2930	-4454	6981	-357.460	-543.388	851.682	
22170583	-3259	-3637	7177	-397.598	-443.714	875.594	
22190890	-3146	-2494	7332	-383.812	-304.268	894.504	
22211197	-3271	-2328	7333	-399.062	-284.016	894.626	
22231504	-3950	-3496	6980	-481.900	-426.512	851.560	
22251813	-5303	-5381	8942	-646.966	-656.482	1090.924	
22272120	-4833	-6444	9845	-589.626	-786.168	1201.090	
22292425	-3044	-5799	9525	-371.368	-707.478	1162.050	
22312731	-2560	-4819	7844	-312.320	-587.918	956.968	
22333036	-2631	-3970	5881	-320.982	-484.340	717.482	
22353345	-2924	-3547	4924	-356.728	-432.734	600.728	
22373651	-2841	-3927	4566	-346.602	-479.094	557.052	
22393957	-3515	-5271	4906	-428.830	-643.062	598.532	
22414263	-3741	-5734	5572	-456.402	-699.548	679.784	
22434568	-3519	-5696	6037	-429.318	-694.912	736.514	
22454876	-3498	-5618	5978	-426.756	-685.396	729.316	
22475182	-3563	-5438	5697	-434.686	-663.436	695.034	
22495490	-3427	-5226	5440	-418.094	-637.572	663.680	
22515795	-3297	-5001	5311	-402.234	-610.122	647.942	
22536103	-3279	-5032	5370	-400.038	-613.904	655.140	
22556409	-3244	-5460	5439	-395.768	-666.120	663.558	
22576713	-3201	-5723	5453	-390.522	-698.206	665.266	
22597019	-3162	-5728	5428	-385.764	-698.816	662.216	
22617325	-3167	-5650	5320	-386.374	-689.300	649.040	
22637631	-3202	-5525	5240	-390.644	-674.050	639.280	
22657938	-3226	-5399	5170	-393.572	-658.678	630.740	
22678246	-3280	-5335	5164	-400.160	-650.870	630.008	
22698550	-3288	-5393	5262	-401.136	-657.946	641.964	
22718854	-3282	-5389	5348	-400.404	-657.458	652.456	
22739159	-3280	-5437	5338	-400.160	-663.314	651.236	
22759462	-3253	-5490	5298	-396.866	-669.780	646.356	
22779768	-3214	-5386	5301	-392.108	-657.092	646.722	
22800074	-3172	-5364	5318	-386.984	-654.408	648.796	
22820380	-3148	-5424	5314	-384.056	-661.728	648.308	
22840689	-3140	-5443	5309	-383.080	-664.046	647.698	
22860998	-3141	-5475	5304	-383.202	-667.950	647.088	
22881308	-3149	-5485	5296	-384.178	-669.170	646.112	
22901618	-3161	-5487	5253	-385.642	-669.414	640.866	
22921927	-3209	-5518	5130	-391.498	-673.196	625.860	
22942237	-3255	-5414	5211	-397.110	-660.508	635.742	
22962544	-3246	-5359	5243	-396.012	-653.798	639.646	
22982851	-3231	-5285	5396	-394.182	-644.770	658.312	
23003156	-3153	-5377	5402	-384.666	-655.994	659.044	
23023465	-3143	-5426	5401	-383.446	-661.972	658.922	
23043773	-3128	-5460	5298	-381.616	-666.120	646.356	
23064081	-3124	-5403	5281	-381.128	-659.166	644.282	
23084387	-3132	-5601	5223	-382.104	-683.322	637.206	
23104693	-3157	-5699	5268	-385.154	-695.278	642.696	
23124998	-3186	-5442	5324	-388.692	-663.924	649.528	
23145306	-3187	-5378	5357	-388.814	-656.116	653.554	
23165612	-3230	-5397	5323	-394.060	-658.434	649.406	
23185919	-3242	-5390	5239	-395.524	-657.580	639.158	
23206222	-3249	-5384	5176	-396.378	-656.848	631.472	
23226528	-3247	-5408	5166	-396.134	-659.776	630.252	
23246834	-3266	-5461	5167	-398.452	-666.242	630.374	
23267139	-3230	-5542	5215	-394.060	-676.124	636.230	
23287443	-3222	-5472	5216	-393.084	-667.584	636.352	
23307748	-3187	-5467	5240	-388.814	-666.974	639.280	
23328055	-3171	-5458	5301	-386.862	-665.876	646.722	
23348365	-3180	-5449	5328	-387.960	-664.778	650.016	
23368673	-3175	-5450	5331	-387.350	-664.900	650.382	
23388982	-3179	-5413	5313	-387.838	-660.386	648.186	
23409289	-3200	-5416	5275	-390.400	-660.752	643.550	
23429595	-3207	-5455	5254	-391.254	-665.510	640.988	
23449900	-3207	-5473	5250	-391.254	-667.706	640.500	
23470205	-3207	-5454	5253	-391.254	-665.388	640.866	
23490513	-3208	-5413	5249	-391.376	-660.386	640.378	
23510821	-3215	-5415	5251	-392.230	-660.630	640.622	
23531125	-3223	-5450	5259	-393.206	-664.900	641.598	
23551430	-3221	-5471	5243	-392.962	-667.462	639.646	
23571736	-3237	-5472	5242	-394.914	-667.584	639.524	
23592040	-3221	-5442	5239	-392.962	-663.924	639.158	
23612347	-3230	-5418	5226	-394.060	-660.996	637.572	
23632655	-3225	-5414	5229	-393.450	-660.508	637.938	
23652960	-3211	-5442	5249	-391.742	-663.924	640.378	
23673262	-3182	-5478	5276	-388.204	-668.316	643.672	
23693567	-3168	-5485	5305	-386.496	-669.170	647.210	
23713873	-3155	-5458	5322	-384.910	-665.876	649.284	
23734178	-3163	-5435	5323	-385.886	-663.070	649.406	
23754484	-3179	-5416	5300	-387.838	-660.752	646.600	
23774789	-3188	-5436	5287	-388.936	-663.192	645.014	
23795093	-3188	-5460	5270	-388.936	-666.120	642.940	
23815398	-3171	-5470	5244	-386.862	-667.340	639.768	
23835705	-3163	-5466	5232	-385.886	-666.852	638.304	
23856010	-3169	-5465	5252	-386.618	-666.730	640.744	
23876313	-3183	-5456	5266	-388.326	-665.632	642.452	
23896618	-3198	-5453	5264	-390.156	-665.266	642.208	
23916925	-3191	-5467	5256	-389.302	-666.974	641.232	
23937234	-3197	-5487	5244	-390.034	-669.414	639.768	
23957542	-3194	-5489	5249	-389.668	-669.658	640.378	
23977849	-3193	-5453	5261	-389.546	-665.266	641.842	
23998155	-3190	-5445	5274	-389.180	-664.290	643.428	
24018463	-3191	-5462	5276	-389.302	-666.364	643.672	
24038772	-3174	-5493	5263	-387.228	-670.146	642.086	
24059082	-3163	-5489	5243	-385.886	-669.658	639.646	
24079391	-3154	-5467	5240	-384.788	-666.974	639.280	
24099697	-3168	-5444	5275	-386.496	-664.168	643.550	
24120004	-3185	-5450	5275	-388.570	-664.900	643.550	
24140312	-3189	-5471	5272	-389.058	-667.462	643.184	
24160620	-3191	-5472	5258	-389.302	-667.584	641.476	
24180928	-3174	-5453	5256	-387.228	-665.266	641.232	
24201236	-3171	-5448	5258	-386.862	-664.656	641.476	
24221542	-3170	-5442	5275	-386.740	-663.924	643.550	
24241848	-3165	-5423	5289	-386.130	-661.606	645.258	
24262156	-3164	-5423	5294	-386.008	-661.606	645.868	
24282464	-3157	-5444	5297	-385.154	-664.168	646.234	
24302770	-3154	-5468	5288	-384.788	-667.096	645.136	
24323076	-3146	-5472	5283	-383.812	-667.584	644.526	
24343385	-3155	-5459	5284	-384.910	-665.998	644.648	
24363694	-3160	-5452	5278	-385.520	-665.144	643.916	
24384002	-3165	-5453	5267	-386.130	-665.266	642.574	
24404311	-3165	-5461	5258	-386.130	-666.242	641.476	
24424620	-3168	-5457	5263	-386.496	-665.754	642.086	
24444930	-3174	-5454	5275	-387.228	-665.388	643.550	
24465239	-3175	-5469	5280	-387.350	-667.218	644.160	
24485548	-3173	-5447	5276	-387.106	-664.534	643.672	
24505858	-3170	-5429	5282	-386.740	-662.338	644.404	
24526168	-3172	-5428	5290	-386.984	-662.216	645.380	
24546479	-3182	-5444	5296	-388.204	-664.168	646.112	
24566789	-3173	-5458	5302	-387.106	-665.876	646.844	
24587101	-3169	-5451	5302	-386.618	-665.022	646.844	
24607412	-3160	-5442	5294	-385.520	-663.924	645.868	
24627719	-3150	-5438	5287	-384.300	-663.436	645.014	
24648029	-3136	-5430	5292	-382.592	-662.460	645.624	
24668339	-3132	-5443	5290	-382.104	-664.046	645.380	
24688649	-3134	-5449	5289	-382.348	-664.778	645.258	
24708958	-3125	-5456	5292	-381.250	-665.632	645.624	
24729266	-3124	-5448	5287	-381.128	-664.656	645.014	
24749576	-3129	-5447	5283	-381.738	-664.534	644.526	
24769886	-3150	-5453	5297	-384.300	-665.266	646.234	
24790195	-3144	-5441	5299	-383.568	-663.802	646.478	
24810504	-3149	-5445	5305	-384.178	-664.290	647.210	
24830812	-3138	-5469	5308	-382.836	-667.218	647.576	
24851119	-3145	-5473	5306	-383.690	-667.706	647.332	
24871428	-3135	-5462	5309	-382.470	-666.364	647.698	
24891736	-3117	-5430	5326	-380.274	-662.460	649.772	
24912046	-3122	-5434	5327	-380.884	-662.948	649.894	
24932353	-3124	-5461	5307	-381.128	-666.242	647.454	
24952663	-3120	-5477	5300	-380.640	-668.194	646.600	
24972974	-3107	-5455	5293	-379.054	-665.510	645.746	
24993282	-3117	-5435	5298	-380.274	-663.070	646.356	
25013591	-3130	-5438	5293	-381.860	-663.436	645.746	
25033898	-3135	-5470	5287	-382.470	-667.340	645.014	
25054207	-3128	-5493	5280	-381.616	-670.146	644.160	
25074516	-3120	-5481	5276	-380.640	-668.682	643.672	
25094825	-3101	-5460	5289	-378.322	-666.120	645.258	
25115133	-3102	-5456	5295	-378.444	-665.632	645.990	
25135439	-3114	-5466	5298	-379.908	-666.852	646.356	
25155747	-3106	-5468	5303	-378.932	-667.096	646.966	
25176055	-3113	-5459	5301	-379.786	-665.998	646.722	
25196364	-3112	-5466	5291	-379.664	-666.852	645.502	
25216673	-3109	-5481	5294	-379.298	-668.682	645.868	
25236983	-3103	-5479	5305	-378.566	-668.438	647.210	
25257291	-3093	-5475	5315	-377.346	-667.950	648.430	
25277598	-3097	-5466	5317	-377.834	-666.852	648.674	
25297905	-3089	-5452	5308	-376.858	-665.144	647.576	
25318215	-3100	-5462	5307	-378.200	-666.364	647.454	
25338522	-3115	-5469	5298	-380.030	-667.218	646.356	
25358829	-3117	-5477	5293	-380.274	-668.194	645.746	
25379132	-3115	-5476	5286	-380.030	-668.072	644.892	
25399440	-3115	-5470	5283	-380.030	-667.340	644.526	
25419749	-3124	-5460	5286	-381.128	-666.120	644.892	
25440056	-3119	-5463	5301	-380.518	-666.486	646.722	
25460365	-3107	-5449	5306	-379.054	-664.778	647.332	
25480673	-3113	-5454	5304	-379.786	-665.388	647.088	
25500981	-3105	-5467	5302	-378.810	-666.974	646.844	
25521292	-3102	-5478	5304	-378.444	-668.316	647.088	
25541600	-3099	-5480	5308	-378.078	-668.560	647.576	
25561910	-3094	-5466	5303	-377.468	-666.852	646.966	
25582219	-3106	-5455	5296	-378.932	-665.510	646.112	
25602528	-3102	-5464	5293	-378.444	-666.608	645.746	
25622839	-3098	-5470	5286	-377.956	-667.340	644.892	
25643147	-3097	-5471	5286	-377.834	-667.462	644.892	
25663456	-3101	-5472	5291	-378.322	-667.584	645.502	
25683766	-3113	-5468	5285	-379.786	-667.096	644.770	
25704077	-3116	-5482	5279	-380.152	-668.804	644.038	
25724388	-3125	-5483	5293	-381.250	-668.926	645.746	
25744698	-3121	-5469	5321	-380.762	-667.218	649.162	
25765009	-3120	-5451	5310	-380.640	-665.022	647.820	
25785317	-3106	-5460	5304	-378.932	-666.120	647.088	
25805627	-3103	-5483	5297	-378.566	-668.926	646.234	
25825937	-3107	-5492	5303	-379.054	-670.024	646.966	
25846249	-3101	-5469	5318	-378.322	-667.218	648.796	
25866559	-3101	-5451	5315	-378.322	-665.022	648.430	
25886869	-3110	-5484	5296	-379.420	-669.048	646.112	
25907177	-3109	-5509	5284	-379.298	-672.098	644.648	
25927485	-3102	-5492	5284	-378.444	-670.024	644.648	
25947794	-3100	-5456	5290	-378.200	-665.632	645.380	
25968103	-3119	-5427	5299	-380.518	-662.094	646.478	
25988412	-3130	-5448	5296	-381.860	-664.656	646.112	
26008721	-3129	-5486	5284	-381.738	-669.292	644.648	
26029031	-3133	-5501	5268	-382.226	-671.122	642.696	
26049342	-3121	-5483	5268	-380.762	-668.926	642.696	
26069652	-3122	-5455	5284	-380.884	-665.510	644.648	
26089959	-3135	-5447	5294	-382.470	-664.534	645.868	
26110267	-3125	-5443	5294	-381.250	-664.046	645.868	
26130576	-3124	-5463	5300	-381.128	-666.486	646.600	
26150886	-3129	-5486	5287	-381.738	-669.292	645.014	
26171193	-3137	-5487	5286	-382.714	-669.414	644.892	
26191501	-3144	-5463	5296	-383.568	-666.486	646.112	
26211810	-3136	-5451	5302	-382.592	-665.022	646.844	
26232118	-3134	-5452	5306	-382.348	-665.144	647.332	
26252425	-3129	-5446	5289	-381.738	-664.412	645.258	
26272736	-3130	-5461	5285	-381.860	-666.242	644.770	
26293045	-3137	-5483	5282	-382.714	-668.926	644.404	
26313354	-3144	-5486	5272	-383.568	-669.292	643.184	
26333664	-3148	-5455	5277	-384.056	-665.510	643.794	
26353972	-3154	-5447	5277	-384.788	-664.534	643.794	
26374281	-3159	-5460	5275	-385.398	-666.120	643.550	
26394590	-3166	-5463	5269	-386.252	-666.486	642.818	
26414898	-3165	-5458	5276	-386.130	-665.876	643.672	
26435207	-3176	-5454	5276	-387.472	-665.388	643.672	
26455516	-3179	-5466	5273	-387.838	-666.852	643.306	
26475825	-3161	-5473	5271	-385.642	-667.706	643.062	
26496135	-3150	-5471	5279	-384.300	-667.462	644.038	
26516442	-3141	-5463	5276	-383.202	-666.486	643.672	
26536750	-3140	-5459	5286	-383.080	-665.998	644.892	
26557059	-3127	-5470	5295	-381.494	-667.340	645.990	
26577367	-3131	-5474	5299	-381.982	-667.828	646.478	
26597674	-3139	-5465	5288	-382.958	-666.730	645.136	
26617983	-3144	-5467	5285	-383.568	-666.974	644.770	
26638290	-3152	-5464	5282	-384.544	-666.608	644.404	
26658597	-3148	-5466	5283	-384.056	-666.852	644.526	
26678905	-3158	-5455	5283	-385.276	-665.510	644.526	
26699214	-3170	-5441	5281	-386.740	-663.802	644.282	
26719521	-3177	-5444	5263	-387.594	-664.168	642.086	
26739829	-3176	-5472	5249	-387.472	-667.584	640.378	
26760139	-3168	-5499	5254	-386.496	-670.878	640.988	
26780447	-3173	-5488	5278	-387.106	-669.536	643.916	
26800755	-3165	-5440	5306	-386.130	-663.680	647.332	
26821066	-3158	-5421	5310	-385.276	-661.362	647.820	
26841375	-3160	-5436	5289	-385.520	-663.192	645.258	
26861681	-3158	-5474	5254	-385.276	-667.828	640.988	
26881988	-3146	-5489	5238	-383.812	-669.658	639.036	
26902293	-3150	-5474	5243	-384.300	-667.828	639.646	
26922599	-3170	-5458	5251	-386.740	-665.876	640.622	
26942908	-3178	-5460	5263	-387.716	-666.120	642.086	
26963216	-3171	-5476	5273	-386.862	-668.072	643.306	
26983526	-3164	-5461	5280	-386.008	-666.242	644.160	
27003833	-3145	-5442	5284	-383.690	-663.924	644.648	
27024139	-3144	-5439	5289	-383.568	-663.558	645.258	
27044446	-3155	-5444	5284	-384.910	-664.168	644.648	
27064755	-3157	-5449	5278	-385.154	-664.778	643.916	
27085063	-3163	-5465	5275	-385.886	-666.730	643.550	
27105370	-3169	-5488	5273	-386.618	-669.536	643.306	
27125680	-3157	-5491	5274	-385.154	-669.902	643.428	
27145988	-3134	-5478	5289	-382.348	-668.316	645.258	
27166299	-3132	-5442	5296	-382.104	-663.924	646.112	
27186607	-3138	-5433	5296	-382.836	-662.826	646.112	
27206913	-3142	-5446	5286	-383.324	-664.412	644.892	
27227221	-3148	-5466	5277	-384.056	-666.852	643.794	
