A_X [mg]	A_Y [mg]	A_Z [mg]
-304	40	-20
-551	254	-8
-202	389	277
-245	336	231
103	121	379
-458	-878	171
-2785	-2655	-1427
-1834	-2562	-1286
-514	-1558	-428
-219	-1111	-349
122	-623	-280
380	-368	-161
761	-136	-388
762	16	-484
438	-482	-367
-204	-2458	-1051
-1763	-3734	-1353
-1723	-2348	-898
-713	-634	-57
-468	-124	278
-332	130	171
-498	336	141
-89	459	329
-188	364	388
464	145	416
-1038	-1356	-500
-2721	-3160	-1221
-1255	-2483	-804
-148	-1406	-203
125	-849	-172
250	-449	-252
361	-303	-221
554	-278	-357
486	-230	-639
344	-768	-639
173	-2199	-1044
-1154	-3210	-880
-1194	-2341	-728
-539	-913	-181
-292	-250	324
-259	191	157
-476	373	164
-131	475	382
-275	355	362
201	-141	174
-1190	-1749	-625
-2261	-3168	-1110
-1008	-2407	-831
21	-1326	-428
239	-740	-228
382	-402	-186
429	-266	-195
689	-183	-488
268	-514	-391
62	-1595	-705
-336	-2875	-1042
-1354	-2956	-477
-832	-1497	-200
-243	-369	185
-193	9	183
-403	268	148
-370	336	239
-175	364	242
-288	83	228
186	-625	62
-1883	-2384	-676
-2199	-2895	-887
-493	-1811	-237
-187	-1329	-98
-122	-853	-251
111	-425	-209
458	-233	-246
831	-179	-417
410	-329	-307
370	-1262	-614
-404	-2894	-1333
-1454	-3241	-885
-1049	-1730	-564
-480	-439	84
-269	41	180
-424	293	120
-396	374	283
-246	379	251
-124	144	236
32	-572	75
-1856	-2329	-910
-2246	-3085	-651
-769	-2034	21
-148	-1208	-25
161	-681	-127
279	-510	-124
398	-448	-307
646	-198	-686
384	-263	-292
400	-1360	-591
-591	-3150	-866
-1472	-3260	-704
-1017	-1565	-426
-327	-310	182
-210	171	169
-455	428	120
-229	497	314
-173	411	382
-26	72	294
-141	-929	-135
-2272	-2675	-806
-2011	-2903	-760
-576	-1769	-289
-97	-1003	-101
222	-463	-109
433	-331	-205
646	-423	-354
682	-335	-463
390	-801	-668
-403	-2519	-1078
-1483	-3399	-1308
-1400	-2206	-1122
-713	-685	-119
-349	9	111
-370	263	44
-634	316	230
-318	319	416
-322	279	189
-25	-128	281
-495	-1280	-66
-2349	-2695	-1519
-1442	-2346	-1353
-230	-1463	-303
1	-997	-197
129	-549	-204
338	-332	-53
570	-303	-259
543	-291	-352
254	-1017	-541
-372	-2494	-1146
-1141	-2980	-1248
-921	-1925	-680
-390	-756	147
-141	-164	158
-292	200	21
-580	335	209
-118	407	279
-411	234	230
248	-274	316
-1237	-1711	-612
-2586	-2998	-1110
-1070	-2286	-565
-214	-1344	-196
113	-731	-169
325	-383	-209
534	-315	-300
769	-224	-505
404	-451	-325
146	-1649	-727
-863	-2951	-1236
-1259	-2789	-1007
-692	-1483	-438
-406	-534	201
-227	-1	38
-447	285	50
-371	396	190
-193	410	242
-316	92	51
-1	-832	48
-1790	-2561	-755
-2012	-2863	-1088
-396	-1674	-350
56	-1040	-117
156	-596	-192
255	-348	-55
451	-325	-205
512	-353	-432
347	-645	-305
198	-1944	-838
-1010	-3238	-975
-1445	-2665	-530
-592	-1032	62
-271	-200	297
-139	226	97
-444	404	126
-217	472	305
-160	334	227
126	-138	266
-1218	-1684	-559
-2294	-3036	-967
-1170	-2457	-428
-344	-1390	-116
162	-663	7
213	-313	-128
323	-160	-189
755	-229	-406
465	-356	-400
297	-1222	-567
-253	-2860	-1248
-1627	-3436	-544
-1158	-2032	-562
-403	-582	-97
-352	-59	262
-392	281	63
-474	410	172
-117	399	399
-376	229	235
366	-170	361
-906	-1578	-279
-2743	-3067	-1000
-1287	-2430	-664
-219	-1400	-162
147	-774	-5
381	-327	-51
564	-264	-165
787	-302	-467
471	-539	-464
11	-1694	-880
-783	-2944	-1001
-1293	-2789	-698
-670	-1483	-424
-330	-557	250
-239	-73	211
-330	271	143
-454	398	274
-124	437	369
-432	134	77
165	-736	112
-1279	-2345	-339
-2181	-2867	-1195
-578	-1811	-595
-97	-1225	97
-102	-800	-117
145	-451	-121
509	-313	-244
754	-234	-582
436	-419	-412
277	-1546	-707
-494	-2906	-1250
-1247	-3068	-762
-897	-1694	-438
-455	-456	222
-347	51	227
-463	373	135
-278	419	344
-105	406	304
-352	43	143
92	-861	116
-1867	-2620	-419
-2122	-2847	-915
-238	-1601	-378
-37	-1120	22
72	-646	-140
312	-384	-113
532	-352	-385
678	-315	-705
299	-719	-497
-108	-2047	-830
-906	-3011	-875
-991	-2530	-776
-587	-1278	-320
-484	-444	249
-301	94	191
-531	284	117
-335	366	267
-351	328	184
-66	13	269
-165	-957	39
-2099	-2713	-922
-1643	-2796	-703
-262	-1687	-278
-69	-1105	-206
122	-600	-159
274	-365	-196
590	-317	-331
510	-215	-504
431	-640	-319
121	-2166	-889
-1215	-3330	-755
-1234	-2446	-303
-361	-938	123
-291	-255	293
-299	190	191
-536	366	271
-163	411	354
-342	199	131
110	-286	165
-537	-1411	-212
-2074	-2748	-734
-1217	-2488	-227
-176	-1536	-34
-39	-1034	-124
115	-605	-191
463	-396	-290
737	-427	-572
588	-353	-534
265	-1236	-530
-494	-2806	-1008
-1447	-3287	-964
-1229	-1883	-384
-432	-392	250
-215	69	145
-299	325	36
-334	331	141
-133	305	218
-357	124	159
104	-432	81
-1449	-2036	-346
-2177	-2945	-609
-847	-2020	-410
-129	-1264	-55
-15	-785	-102
199	-463	-232
478	-393	-407
674	-263	-607
374	-423	-402
139	-1618	-734
-896	-3182	-1022
-1860	-3177	-545
-1178	-1403	-68
-479	-183	108
-373	188	104
-474	347	158
-276	392	215
-117	406	320
-228	50	259
-55	-838	113
-1994	-2448	-644
-1949	-2711	-543
-592	-1759	-231
-173	-1201	-40
193	-750	-70
345	-511	-306
633	-329	-396
548	-200	-512
172	-726	-375
-108	-2164	-903
-958	-3002	-828
-1043	-2234	-417
-352	-860	10
-111	-218	214
-168	129	45
-544	302	15
-132	313	215
-340	178	328
51	-275	128
-785	-1622	-354
-2681	-3007	-906
-1236	-2228	-593
-44	-1150	-124
-4	-738	-156
264	-392	-140
542	-315	-199
767	-276	-541
464	-351	-551
76	-1470	-645
-687	-2960	-911
-1464	-2984	-885
-905	-1537	-326
-215	-454	267
-153	-116	272
-334	147	170
-451	273	157
-183	327	275
-289	73	218
39	-640	13
-1863	-2410	-924
-2099	-2974	-864
-429	-1744	-191
-2	-1060	-130
239	-648	-159
275	-407	-313
528	-300	-407
707	-234	-618
306	-499	-356
255	-1849	-765
-712	-3346	-1077
-1611	-2899	-702
-721	-1013	-189
-193	-105	328
-125	155	174
-439	304	30
-203	312	204
-284	223	272
-66	-57	196
16	-1024	-41
-2205	-2634	-781
-1597	-2616	-765
-452	-1707	-144
-129	-1147	-73
190	-649	-147
436	-405	-114
699	-274	-302
694	-223	-131
217	-1101	-476
-559	-2848	-1076
-1603	-3395	-622
-1245	-1810	-402
-242	-381	34
-162	-150	328
-200	104	156
-460	258	94
-73	384	250
-275	262	177
311	-225	208
-1013	-1683	-259
-2192	-2943	-719
-1130	-2356	-338
-254	-1432	152
44	-855	-28
98	-474	-109
342	-273	-103
669	-226	-489
592	-184	-595
484	-968	-549
-350	-2756	-1067
-1804	-3426	-902
-1230	-1902	-400
-278	-588	273
-227	-223	339
-232	153	127
-496	308	84
-98	398	211
-276	204	191
515	-199	371
-1018	-1716	-362
-2493	-3156	-1037
-958	-2392	-366
-95	-1371	97
141	-726	-101
386	-362	-192
430	-261	-398
806	-102	-719
497	-170	-388
627	-990	-357
-373	-2898	-1336
-1727	-3562	-865
-838	-1990	-460
-324	-716	116
-170	-140	430
-240	327	110
-371	453	177
-103	509	342
-230	323	280
206	-299	240
-1449	-2166	-406
-2519	-3450	-801
-833	-2263	-482
87	-1091	-15
400	-531	-25
439	-332	-227
511	-395	-357
685	-333	-714
272	-602	-429
88	-1831	-754
-866	-3119	-1207
-1237	-2732	-797
-436	-1213	-13
-300	-370	314
-181	93	106
-477	336	144
-361	423	284
-208	339	199
-86	-32	179
-76	-1068	36
-2048	-2737	-631
-1845	-2812	-602
-296	-1669	-116
-118	-1157	-131
29	-719	-161
267	-381	-158
728	-305	-407
774	-196	-580
547	-465	-354
291	-1895	-795
-1011	-3400	-926
-1625	-2939	-845
-752	-1166	-207
-396	-220	255
-247	216	101
-449	401	147
-184	464	350
-236	318	215
307	-114	359
-781	-1478	-129
-2411	-3087	-789
-1222	-2451	-385
-232	-1315	-85
71	-769	18
98	-429	-116
379	-340	-212
649	-424	-566
514	-357	-563
432	-1022	-561
-214	-2503	-827
-1448	-3213	-651
-1218	-1912	-411
-268	-485	164
-206	-178	152
-242	61	174
-545	171	203
-186	257	328
-463	175	215
227	-162	338
-588	-1403	-81
-2397	-2701	-888
-1153	-2067	-602
-324	-1432	1
-387	-1221	-80
-200	-717	-141
529	-329	-105
1096	-432	-658
910	-360	-543
429	-1248	-1049
-228	-3230	-1277
-1729	-3648	-1024
-1101	-1951	-712
-639	-636	385
-627	187	-38
-644	586	-116
-350	599	370
-184	512	248
-295	96	149
-74	-858	264
-2184	-2852	-605
-1749	-3019	-90
-157	-1642	347
-25	-1014	-131
263	-598	-156
353	-491	-312
917	-406	-760
653	-377	-565
338	-1122	-600
-545	-3070	-920
-1981	-3680	-404
-1172	-1732	-206
-345	-295	314
-8	110	283
-248	284	64
-535	329	104
-119	449	246
-520	191	49
185	-335	261
-1034	-2049	-312
-2547	-3352	-802
-744	-2109	-73
57	-1137	87
68	-762	-75
289	-437	-145
554	-398	-410
920	-282	-718
271	-455	-343
