A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-395.28 	 1378.11 	 -101.504 	34.93 	 68.32 	 -16.87 	
-238.144 	 1174.13 	 -141.032 	-27.16 	 -52.71 	 7.35 	
94.184 	 966.728 	 -244.488 	-64.54 	 -138.74 	 24.64 	
260.104 	 890.112 	 -311.832 	-79.1 	 -188.23 	 33.81 	
750.056 	 801.296 	 -353.312 	-77.07 	 -183.4 	 35.63 	
928.176 	 646.112 	 -288.408 	-51.59 	 -107.31 	 23.24 	
991.616 	 575.84 	 -240.096 	-4.69 	 -5.39 	 1.05 	
691.496 	 735.416 	 -286.944 	42.42 	 90.93 	 -30.03 	
565.592 	 788.608 	 -352.824 	64.96 	 147.56 	 -48.37 	
170.8 	 832.528 	 -347.944 	74.55 	 168.07 	 -49.49 	
-367.952 	 1279.05 	 -219.112 	61.67 	 125.44 	 -33.81 	
-533.872 	 1361.52 	 -109.312 	-3.29 	 -0.7 	 -8.61 	
-5.856 	 1034.56 	 -205.936 	-58.8 	 -105.42 	 12.46 	
135.664 	 925.248 	 -254.248 	-79.03 	 -162.4 	 29.68 	
539.728 	 810.08 	 -261.568 	-77.63 	 -174.51 	 38.78 	
1049.2 	 528.504 	 -287.432 	-45.08 	 -101.64 	 32.34 	
748.592 	 741.272 	 -230.336 	8.54 	 9.03 	 6.44 	
673.44 	 834.48 	 -275.72 	39.97 	 82.6 	 -17.92 	
295.24 	 852.048 	 -271.328 	51.24 	 119.91 	 -34.86 	
-149.816 	 1174.62 	 -148.84 	39.62 	 93.8 	 -34.02 	
-229.36 	 1158.51 	 -59.536 	-1.75 	 10.5 	 -22.54 	
17.08 	 1035.54 	 -114.192 	-37.17 	 -63 	 -9.17 	
187.88 	 917.44 	 -161.04 	-46.69 	 -105.98 	 1.33 	
364.536 	 879.376 	 -176.168 	-41.65 	 -115.29 	 8.05 	
374.784 	 872.056 	 -172.752 	-30.03 	 -99.4 	 11.76 	
378.2 	 902.8 	 -162.016 	-18.62 	 -79.45 	 10.29 	
340.136 	 892.064 	 -150.304 	-13.02 	 -57.26 	 6.02 	
265.472 	 934.52 	 -171.288 	-8.19 	 -45.85 	 6.79 	
328.424 	 985.76 	 -152.744 	-8.4 	 -44.38 	 11.27 	
343.552 	 911.096 	 -158.112 	-12.32 	 -34.16 	 9.31 	
350.872 	 876.936 	 -160.552 	-8.4 	 -27.37 	 8.61 	
442.128 	 896.944 	 -169.824 	-0.63 	 -12.46 	 3.78 	
281.088 	 929.152 	 -166.408 	4.06 	 -3.85 	 -4.41 	
61.976 	 1062.38 	 -137.616 	-2.1 	 -14.42 	 -1.68 	
-34.648 	 1122.89 	 -128.344 	-23.59 	 -55.79 	 15.47 	
74.664 	 941.84 	 -169.336 	-46.83 	 -111.58 	 24.92 	
528.504 	 829.112 	 -194.712 	-48.65 	 -129.85 	 25.69 	
1015.04 	 697.352 	 -250.832 	-27.44 	 -65.31 	 2.59 	
857.904 	 673.928 	 -249.368 	20.58 	 52.08 	 -32.55 	
654.896 	 722.728 	 -449.936 	65.8 	 166.53 	 -48.72 	
-257.664 	 1119.47 	 -321.592 	75.67 	 200.83 	 -48.93 	
-715.408 	 1314.67 	 -73.2 	33.53 	 100.8 	 -25.55 	
-323.056 	 1182.91 	 -93.208 	-26.95 	 -45.36 	 15.68 	
172.264 	 897.92 	 -176.168 	-57.89 	 -127.05 	 28.42 	
931.592 	 618.296 	 -206.912 	-43.12 	 -112.21 	 23.59 	
896.456 	 634.888 	 -229.36 	13.23 	 7.07 	 -6.58 	
483.12 	 904.264 	 -230.824 	51.38 	 100.03 	 -34.93 	
380.64 	 825.696 	 -322.568 	66.01 	 151.97 	 -52.92 	
-383.08 	 1226.83 	 -201.544 	61.46 	 145.11 	 -48.86 	
-782.752 	 1299.06 	 -74.664 	5.46 	 31.85 	 -20.51 	
-148.84 	 1054.08 	 -187.88 	-48.93 	 -98.21 	 15.4 	
394.304 	 841.8 	 -263.52 	-61.46 	 -147.28 	 32.97 	
890.112 	 672.952 	 -292.312 	-40.11 	 -101.57 	 22.26 	
825.208 	 644.648 	 -333.792 	12.39 	 6.93 	 -3.5 	
483.12 	 935.984 	 -367.464 	50.61 	 93.03 	 -20.37 	
183 	 1006.26 	 -342.088 	48.93 	 125.16 	 -24.15 	
-305.488 	 1326.38 	 -172.752 	21.35 	 91.28 	 -13.44 	
-233.264 	 1147.78 	 -61 	-21.84 	 4.97 	 1.96 	
307.928 	 792.024 	 -105.408 	-39.97 	 -43.33 	 7.56 	
548.512 	 731.024 	 -167.384 	-9.87 	 -15.33 	 8.05 	
321.104 	 906.216 	 -207.888 	21.49 	 31.99 	 1.75 	
208.864 	 1007.23 	 -204.472 	23.59 	 48.51 	 3.92 	
236.192 	 948.672 	 -194.712 	13.23 	 44.73 	 12.11 	
247.416 	 922.32 	 -178.12 	7.63 	 39.2 	 14.84 	
346.48 	 887.184 	 -188.856 	9.52 	 35.91 	 8.4 	
268.888 	 947.696 	 -180.072 	13.23 	 35.56 	 0.63 	
216.184 	 1011.62 	 -161.528 	9.31 	 26.32 	 -2.8 	
141.032 	 995.032 	 -145.912 	0.7 	 9.94 	 -0.7 	
161.528 	 1014.06 	 -121.512 	-7.28 	 -12.67 	 3.64 	
272.304 	 979.416 	 -136.152 	-12.39 	 -25.06 	 7.42 	
312.32 	 1013.58 	 -142.008 	-11.06 	 -32.34 	 5.74 	
462.624 	 967.704 	 -155.184 	-6.16 	 -23.87 	 0.42 	
781.776 	 836.92 	 -206.424 	8.19 	 14.42 	 -5.74 	
665.144 	 730.536 	 -322.568 	47.11 	 104.72 	 -15.82 	
215.696 	 815.936 	 -366 	73.29 	 167.16 	 -32.06 	
-397.232 	 1357.62 	 -210.328 	62.3 	 136.85 	 -37.52 	
-741.272 	 1453.75 	 -100.528 	-4.55 	 3.5 	 -14.35 	
-22.448 	 1203.9 	 -164.944 	-60.62 	 -123.27 	 0.84 	
792.512 	 789.584 	 -217.16 	-71.75 	 -135.94 	 21.14 	
1179.5 	 531.432 	 -323.544 	-4.62 	 -3.5 	 12.95 	
449.936 	 1036.51 	 -271.816 	52.36 	 122.22 	 -0.77 	
27.816 	 993.568 	 -255.712 	55.72 	 151.62 	 -22.12 	
-657.824 	 1441.06 	 -35.624 	23.87 	 74.83 	 -21.56 	
-413.336 	 1190.23 	 -92.72 	-30.87 	 -71.68 	 0.63 	
287.432 	 957.456 	 -195.2 	-63.77 	 -156.73 	 17.71 	
1099.46 	 552.416 	 -225.944 	-39.76 	 -105.77 	 17.01 	
789.096 	 620.248 	 -307.44 	25.76 	 51.52 	 -10.85 	
177.144 	 1043.34 	 -250.344 	53.2 	 124.67 	 -28 	
-465.064 	 1239.52 	 -126.392 	31.15 	 91.77 	 -22.54 	
-592.432 	 1148.26 	 -65.392 	-13.44 	 -44.73 	 3.71 	
323.544 	 890.6 	 -210.816 	-35.91 	 -131.81 	 18.34 	
692.472 	 691.496 	 -282.064 	-19.04 	 -106.33 	 15.75 	
612.928 	 824.232 	 -292.8 	13.16 	 -17.78 	 0.14 	
83.936 	 951.6 	 -242.048 	24.22 	 33.11 	 -14.35 	
-339.648 	 1054.57 	 -123.464 	2.24 	 1.89 	 -1.75 	
-135.664 	 877.912 	 -122.488 	-22.19 	 -71.82 	 19.46 	
53.192 	 777.384 	 -148.84 	-28.28 	 -117.46 	 23.59 	
273.28 	 826.184 	 -191.296 	-24.64 	 -131.6 	 20.16 	
348.92 	 835.456 	 -246.928 	-17.43 	 -119.77 	 19.32 	
266.448 	 892.552 	 -271.816 	-12.11 	 -105.98 	 22.19 	
286.456 	 897.92 	 -277.184 	-14.21 	 -95.9 	 23.87 	
359.656 	 860.344 	 -261.08 	-17.64 	 -84.77 	 28.7 	
334.768 	 897.432 	 -230.336 	-17.43 	 -71.26 	 32.2 	
384.544 	 845.704 	 -196.176 	-15.33 	 -60.97 	 28.42 	
499.712 	 803.736 	 -179.096 	-8.4 	 -45.99 	 19.39 	
732 	 707.6 	 -210.328 	14.35 	 -2.8 	 5.46 	
267.912 	 880.352 	 -203.984 	35.35 	 36.89 	 -14.77 	
21.96 	 1145.82 	 -160.552 	29.26 	 24.57 	 -12.81 	
-112.728 	 1210.24 	 -126.392 	-13.93 	 -29.4 	 8.47 	
-23.424 	 1053.1 	 -131.76 	-55.72 	 -101.57 	 27.86 	
207.4 	 893.528 	 -158.6 	-73.64 	 -144.83 	 35.28 	
653.432 	 624.64 	 -164.944 	-65.45 	 -158.06 	 39.48 	
1088.73 	 579.256 	 -155.672 	-22.26 	 -87.01 	 28.98 	
861.808 	 631.96 	 -189.832 	26.18 	 20.16 	 -8.19 	
816.424 	 751.032 	 -301.584 	63.42 	 113.68 	 -29.12 	
395.768 	 834.968 	 -393.328 	84.07 	 173.88 	 -34.23 	
-368.928 	 1419.1 	 -240.584 	61.88 	 141.75 	 -20.44 	
-513.376 	 1311.74 	 -151.768 	-12.25 	 -8.54 	 12.11 	
204.472 	 973.072 	 -263.032 	-67.2 	 -129.92 	 35.77 	
546.56 	 659.288 	 -288.408 	-67.34 	 -151.34 	 39.76 	
1018.94 	 586.576 	 -362.096 	-26.32 	 -84.98 	 30.1 	
575.84 	 850.584 	 -402.112 	25.48 	 22.68 	 4.62 	
-18.544 	 1236.59 	 -408.944 	28.84 	 59.29 	 -7.84 	
-503.616 	 1279.54 	 -303.536 	-21.35 	 -7.35 	 2.94 	
-105.408 	 967.216 	 -307.44 	-65.03 	 -113.96 	 17.36 	
834.48 	 537.288 	 -293.776 	-50.68 	 -129.29 	 24.78 	
953.064 	 409.432 	 -419.192 	21.98 	 -14.21 	 1.12 	
-336.232 	 1473.27 	 -298.656 	35.14 	 47.53 	 -3.85 	
-567.544 	 1121.91 	 -311.344 	-38.71 	 -66.92 	 23.38 	
507.52 	 695.4 	 -396.744 	-78.89 	 -150.08 	 26.32 	
739.32 	 688.08 	 -363.072 	-45.43 	 -100.03 	 14.84 	
346.968 	 928.664 	 -332.816 	-25.62 	 -47.95 	 0.7 	
198.616 	 1030.66 	 -260.592 	-31.99 	 -44.1 	 -0.49 	
302.072 	 892.552 	 -200.08 	-40.11 	 -52.5 	 5.81 	
316.712 	 859.856 	 -135.176 	-38.29 	 -57.68 	 7.35 	
299.632 	 868.64 	 -137.128 	-30.73 	 -54.11 	 4.13 	
257.176 	 910.608 	 -152.256 	-24.22 	 -51.17 	 2.38 	
229.848 	 915 	 -172.264 	-21.14 	 -48.58 	 5.88 	
212.28 	 957.944 	 -196.176 	-17.36 	 -51.52 	 8.96 	
300.608 	 968.68 	 -223.016 	-16.66 	 -49.98 	 14.42 	
243.024 	 956.968 	 -211.304 	-18.06 	 -47.6 	 24.29 	
219.6 	 1021.87 	 -193.248 	-23.59 	 -53.83 	 34.79 	
33.672 	 1063.35 	 -137.128 	-37.24 	 -80.64 	 43.47 	
263.032 	 1004.3 	 -195.688 	-53.13 	 -127.05 	 49 	
605.608 	 758.84 	 -176.656 	-50.26 	 -147.49 	 52.78 	
963.312 	 563.64 	 -154.208 	-16.59 	 -93.94 	 39.27 	
789.584 	 632.448 	 -153.72 	17.85 	 -15.47 	 6.93 	
636.84 	 745.176 	 -194.224 	40.32 	 50.4 	 -12.88 	
536.312 	 817.888 	 -222.528 	44.94 	 89.39 	 -18.41 	
297.192 	 954.04 	 -197.64 	41.86 	 96.67 	 -17.15 	
-199.104 	 1381.04 	 -54.168 	13.02 	 42.21 	 -14.49 	
-239.12 	 1208.29 	 -75.152 	-38.22 	 -72.52 	 -2.17 	
166.408 	 975.512 	 -203.984 	-71.89 	 -166.46 	 8.96 	
361.608 	 760.792 	 -232.288 	-78.61 	 -207.9 	 15.4 	
1090.68 	 621.224 	 -140.544 	-57.19 	 -177.17 	 22.12 	
1186.82 	 265.472 	 -273.768 	1.75 	 -23.94 	 -13.86 	
766.16 	 861.808 	 -325.008 	60.27 	 106.89 	 -42.07 	
387.472 	 899.384 	 -376.736 	71.12 	 173.11 	 -57.33 	
-333.792 	 1195.11 	 -134.688 	51.66 	 152.67 	 -48.79 	
-579.744 	 1197.06 	 53.192 	-1.61 	 36.96 	 -27.23 	
-72.712 	 1046.76 	 -28.304 	-47.18 	 -84.56 	 7 	
197.64 	 932.08 	 -75.64 	-61.46 	 -151.55 	 32.62 	
1079.94 	 765.672 	 -216.672 	-48.37 	 -130.48 	 32.48 	
1112.64 	 623.176 	 -229.36 	10.85 	 13.16 	 -1.75 	
620.248 	 985.76 	 -340.624 	65.1 	 124.67 	 -27.44 	
345.504 	 1026.75 	 -496.784 	84.7 	 174.86 	 -37.73 	
-548.512 	 1429.35 	 -348.432 	60.2 	 150.92 	 -20.23 	
-497.76 	 1057.01 	 -237.168 	-12.32 	 15.82 	 17.57 	
222.04 	 838.384 	 -276.208 	-54.95 	 -68.39 	 27.16 	
581.696 	 680.76 	 -260.592 	-49.98 	 -71.61 	 17.01 	
885.72 	 604.632 	 -315.736 	-9.52 	 3.64 	 -2.52 	
519.232 	 774.456 	 -348.92 	32.27 	 94.36 	 -28.56 	
259.128 	 865.712 	 -405.04 	50.68 	 144.83 	 -41.65 	
111.264 	 991.616 	 -390.888 	44.66 	 149.94 	 -33.74 	
-95.648 	 1106.78 	 -314.272 	23.1 	 124.95 	 -23.52 	
-43.92 	 1037.49 	 -233.752 	-6.51 	 71.19 	 -9.45 	
141.52 	 915.976 	 -204.472 	-21.91 	 30.38 	 -3.15 	
431.88 	 765.672 	 -203.496 	-12.53 	 24.71 	 2.73 	
426.024 	 775.92 	 -245.952 	11.13 	 55.65 	 4.55 	
325.008 	 905.24 	 -276.696 	28.28 	 81.97 	 -5.6 	
314.76 	 1007.23 	 -283.04 	27.09 	 94.57 	 -14.84 	
287.92 	 1041.88 	 -248.392 	16.52 	 102.41 	 -16.94 	
151.28 	 1000.4 	 -159.088 	4.13 	 96.39 	 -15.82 	
228.384 	 1111.18 	 -99.064 	-5.32 	 79.59 	 -17.22 	
285.48 	 1029.19 	 -42.944 	-11.34 	 72.38 	 -13.51 	
224.48 	 959.408 	 17.568 	-8.54 	 64.54 	 -8.05 	
208.376 	 926.224 	 29.28 	-2.17 	 54.95 	 -7.07 	
74.176 	 935.496 	 27.328 	1.4 	 41.09 	 -6.58 	
-161.528 	 1061.4 	 65.392 	-11.41 	 2.8 	 0.49 	
-36.112 	 1016.5 	 72.712 	-37.31 	 -55.58 	 6.86 	
345.504 	 883.768 	 94.184 	-51.03 	 -80.29 	 7.35 	
786.168 	 761.28 	 96.624 	-31.5 	 -37.52 	 -6.86 	
841.8 	 736.392 	 -6.344 	8.89 	 67.2 	 -38.29 	
422.608 	 874.008 	 -109.8 	45.99 	 168 	 -62.37 	
247.416 	 864.248 	 -177.144 	59.08 	 223.16 	 -69.3 	
-525.576 	 1068.23 	 -69.784 	58.94 	 222.46 	 -64.33 	
-1131.18 	 1453.26 	 194.712 	5.67 	 92.68 	 -31.78 	
-262.544 	 1037 	 140.544 	-37.94 	 -53.9 	 -7.28 	
-44.408 	 945.744 	 148.84 	-46.83 	 -107.59 	 3.5 	
660.264 	 737.368 	 147.864 	-26.74 	 -105.21 	 11.06 	
926.224 	 540.704 	 -54.168 	26.39 	 20.65 	 -8.96 	
320.616 	 908.168 	 -130.296 	70.28 	 129.85 	 -34.79 	
-110.776 	 1117.52 	 -131.272 	71.26 	 163.87 	 -42.84 	
-753.96 	 1413.74 	 73.688 	29.54 	 104.23 	 -18.97 	
-598.288 	 1175.59 	 126.88 	-24.01 	 -30.94 	 13.51 	
57.584 	 945.256 	 84.912 	-42.84 	 -112.7 	 27.93 	
673.44 	 722.728 	 45.872 	-22.89 	 -106.96 	 29.54 	
970.632 	 835.456 	 -125.416 	33.04 	 8.96 	 6.16 	
351.848 	 1091.17 	 -205.448 	70.21 	 109.69 	 -17.22 	
-35.624 	 1256.6 	 -255.224 	65.59 	 145.11 	 -24.64 	
-729.56 	 1346.88 	 -118.584 	25.34 	 94.08 	 -6.58 	
-328.424 	 1022.36 	 -72.224 	-19.67 	 -4.62 	 18.34 	
88.328 	 853.512 	 -100.528 	-35.42 	 -41.79 	 29.96 	
366 	 820.328 	 -152.256 	-18.2 	 -16.03 	 17.22 	
167.384 	 948.184 	 -134.688 	0.91 	 35.28 	 -7.56 	
25.376 	 1035.05 	 -140.056 	6.09 	 67.13 	 -21.07 	
-116.144 	 1000.4 	 -91.744 	2.66 	 75.74 	 -11.69 	
-9.272 	 957.456 	 -70.272 	0.21 	 71.19 	 6.79 	
134.2 	 880.84 	 -97.6 	0.91 	 74.76 	 14.14 	
210.816 	 864.736 	 -117.12 	8.47 	 89.04 	 13.51 	
112.24 	 912.072 	 -150.304 	18.27 	 108.85 	 14.91 	
57.096 	 925.736 	 -147.376 	23.52 	 113.26 	 15.47 	
33.184 	 987.712 	 -162.016 	26.81 	 107.94 	 17.36 	
39.04 	 1053.1 	 -145.912 	23.1 	 90.23 	 18.41 	
90.768 	 1030.66 	 -133.224 	13.86 	 70.28 	 24.01 	
79.544 	 1093.61 	 -123.952 	4.41 	 44.38 	 24.64 	
204.472 	 1117.03 	 -98.088 	-7.98 	 28.63 	 20.02 	
208.376 	 1237.08 	 -66.856 	-20.3 	 21.56 	 14.14 	
175.68 	 1194.62 	 36.6 	-30.73 	 14.84 	 15.61 	
-1.952 	 1048.71 	 123.952 	-43.82 	 -2.03 	 35.84 	
-200.568 	 1072.14 	 212.28 	-63.28 	 -53.55 	 53.83 	
-37.576 	 848.144 	 251.32 	-86.8 	 -127.68 	 54.46 	
1368.84 	 275.232 	 195.688 	-50.54 	 -117.88 	 53.9 	
1216.1 	 470.432 	 32.696 	53.13 	 59.22 	 7.91 	
315.248 	 850.584 	 -90.28 	110.95 	 171.57 	 -34.51 	
141.52 	 893.528 	 -183.976 	116.06 	 186.41 	 -50.19 	
-706.136 	 1416.66 	 54.656 	87.29 	 125.16 	 -41.65 	
-610 	 1278.07 	 78.08 	12.53 	 -35.21 	 -4.48 	
5.368 	 1047.74 	 -51.24 	-43.19 	 -144.76 	 16.1 	
826.184 	 691.496 	 -109.312 	-54.39 	 -162.75 	 23.73 	
1351.76 	 387.472 	 -146.888 	-0.77 	 -27.37 	 8.61 	
712.48 	 658.8 	 -192.76 	73.08 	 137.69 	 -19.46 	
88.328 	 1016.5 	 -208.376 	102.06 	 202.37 	 -41.23 	
-755.912 	 1570.38 	 42.456 	66.5 	 135.03 	 -28.14 	
-549.488 	 1261.97 	 61 	-10.22 	 -43.96 	 8.47 	
220.088 	 970.144 	 -84.424 	-51.03 	 -141.26 	 21.14 	
1008.21 	 767.624 	 -145.424 	-40.11 	 -123.2 	 33.11 	
1204.87 	 733.952 	 -228.872 	18.27 	 12.32 	 21.63 	
566.568 	 1030.17 	 -305.488 	69.65 	 140.35 	 2.1 	
-44.408 	 1078.97 	 -275.232 	71.61 	 163.31 	 -16.52 	
-455.304 	 1375.18 	 -126.392 	25.9 	 87.29 	 -0.42 	
-150.304 	 1076.04 	 -117.12 	-37.03 	 -35.56 	 24.08 	
292.312 	 796.904 	 -148.352 	-57.82 	 -106.89 	 30.94 	
799.832 	 705.648 	 -193.248 	-34.3 	 -87.57 	 33.88 	
546.56 	 783.728 	 -160.064 	-5.74 	 -16.66 	 11.55 	
407.968 	 813.984 	 -174.216 	13.79 	 29.47 	 -1.47 	
287.92 	 913.536 	 -126.392 	16.45 	 39.41 	 5.53 	
284.504 	 864.248 	 -89.792 	12.81 	 32.34 	 16.45 	
338.184 	 820.816 	 -86.864 	12.67 	 20.44 	 28 	
390.4 	 769.576 	 -97.6 	19.25 	 13.72 	 38.43 	
425.536 	 864.736 	 -142.984 	25.06 	 11.41 	 41.16 	
487.512 	 910.12 	 -156.648 	16.59 	 10.08 	 38.71 	
553.88 	 905.24 	 -164.456 	5.67 	 5.88 	 35.14 	
549 	 855.952 	 -178.608 	0 	 4.34 	 27.51 	
530.456 	 950.136 	 -158.6 	-4.69 	 -0.98 	 11.34 	
554.856 	 823.744 	 -118.584 	-14 	 -0.35 	 -1.68 	
721.752 	 1078.48 	 -110.288 	-16.1 	 -2.24 	 -6.72 	
571.448 	 896.944 	 -20.008 	-12.95 	 7.7 	 -7.35 	
552.904 	 789.584 	 27.328 	-7.07 	 12.18 	 -5.39 	
597.8 	 644.648 	 59.536 	2.8 	 23.59 	 -1.68 	
979.416 	 532.408 	 -39.528 	26.11 	 67.69 	 -2.45 	
676.368 	 698.328 	 -79.544 	66.43 	 136.36 	 -7.35 	
-98.576 	 1036.51 	 12.2 	82.88 	 133.63 	 -26.6 	
-422.12 	 1305.4 	 57.096 	50.68 	 17.29 	 -39.83 	
-152.744 	 1093.12 	 -96.136 	0.07 	 -115.57 	 -24.36 	
46.848 	 965.264 	 -207.888 	-32.9 	 -188.51 	 -6.16 	
234.728 	 921.832 	 -297.68 	-58.03 	 -234.08 	 11.83 	
1094.1 	 650.504 	 -362.584 	-61.53 	 -213.57 	 39.34 	
1408.37 	 406.016 	 -348.92 	-14.42 	 -61.11 	 22.47 	
948.184 	 664.168 	 -332.328 	50.4 	 95.27 	 -11.97 	
700.28 	 726.144 	 -379.664 	85.12 	 188.65 	 -39.55 	
208.376 	 791.536 	 -328.424 	94.29 	 219.73 	 -54.81 	
-521.672 	 1179.5 	 -6.344 	86.24 	 156.52 	 -53.62 	
-467.016 	 1364.45 	 2.44 	29.96 	 5.6 	 -16.38 	
-75.64 	 1125.33 	 -174.704 	-32.9 	 -128.1 	 23.73 	
259.616 	 1094.1 	 -341.112 	-72.03 	 -195.09 	 35.42 	
915.488 	 829.112 	 -443.104 	-81.41 	 -199.64 	 47.95 	
1259.04 	 525.576 	 -415.288 	-49.07 	 -89.18 	 35.21 	
995.032 	 644.648 	 -427 	18.97 	 57.26 	 5.18 	
691.008 	 803.736 	 -481.168 	61.25 	 150.22 	 -20.51 	
179.096 	 834.968 	 -386.496 	65.87 	 178.29 	 -31.01 	
-155.184 	 1082.87 	 -245.952 	39.34 	 128.03 	 -23.03 	
-222.528 	 1141.92 	 -157.624 	-9.24 	 12.53 	 -7.07 	
204.472 	 977.952 	 -252.784 	-47.88 	 -79.8 	 2.73 	
441.152 	 829.6 	 -285.48 	-68.53 	 -114.03 	 -0.77 	
534.848 	 696.864 	 -253.272 	-63.63 	 -97.86 	 -9.38 	
682.712 	 575.352 	 -229.848 	-34.3 	 -55.93 	 -5.67 	
313.296 	 801.784 	 -206.912 	-3.85 	 -20.16 	 -3.08 	
80.032 	 1035.54 	 -223.016 	-7.21 	 -37.52 	 6.72 	
98.088 	 964.288 	 -260.104 	-33.32 	 -83.37 	 20.02 	
70.272 	 857.904 	 -296.704 	-57.47 	 -125.72 	 30.03 	
234.24 	 927.2 	 -347.456 	-70.77 	 -160.93 	 37.66 	
493.856 	 896.944 	 -342.576 	-73.22 	 -168.28 	 39.69 	
611.464 	 1014.06 	 -321.104 	-63.7 	 -151.27 	 35.14 	
652.944 	 1000.4 	 -272.792 	-48.3 	 -120.05 	 31.36 	
639.28 	 1131.67 	 -204.472 	-36.47 	 -88.06 	 26.81 	
536.312 	 949.16 	 -120.048 	-34.09 	 -62.37 	 19.39 	
428.952 	 680.272 	 -33.184 	-28.7 	 -50.26 	 21.14 	
503.128 	 645.136 	 -40.016 	-17.64 	 -46.62 	 33.11 	
527.528 	 747.616 	 -69.784 	-9.38 	 -41.09 	 34.51 	
652.944 	 775.92 	 -111.264 	-4.83 	 -28.7 	 16.38 	
707.112 	 848.144 	 -106.872 	-3.85 	 -8.61 	 -8.75 	
382.104 	 848.144 	 -53.68 	-1.26 	 11.27 	 -31.22 	
-13.176 	 1008.7 	 20.008 	-12.46 	 -15.05 	 -28.28 	
-29.28 	 1028.7 	 -15.128 	-37.73 	 -90.3 	 6.3 	
362.096 	 926.224 	 -163.48 	-58.24 	 -147.35 	 27.93 	
562.176 	 865.224 	 -213.744 	-69.72 	 -161.77 	 31.43 	
1121.91 	 688.568 	 -206.424 	-63.63 	 -119.14 	 19.67 	
1103.86 	 510.448 	 -201.544 	-34.02 	 -7.14 	 -18.55 	
811.056 	 626.592 	 -183.976 	7 	 88.06 	 -46.2 	
580.72 	 662.216 	 -186.416 	42.28 	 151.2 	 -54.53 	
69.296 	 733.952 	 -147.864 	72.73 	 164.08 	 -54.95 	
-311.344 	 1366.89 	 0 	67.13 	 96.88 	 -24.92 	
-254.248 	 1356.15 	 -54.656 	14.56 	 -25.34 	 21.98 	
150.792 	 1119.47 	 -200.568 	-30.8 	 -119.14 	 45.92 	
513.376 	 1103.37 	 -306.952 	-53.41 	 -150.71 	 45.29 	
871.568 	 897.92 	 -287.92 	-59.85 	 -110.88 	 22.47 	
826.672 	 525.088 	 -271.328 	-31.15 	 -9.87 	 -1.54 	
823.744 	 661.728 	 -332.328 	20.79 	 88.55 	 -10.5 	
368.928 	 902.312 	 -357.216 	55.3 	 155.96 	 -16.73 	
20.984 	 1046.27 	 -280.6 	55.16 	 158.76 	 -24.29 	
-651.968 	 1270.75 	 -17.568 	18.13 	 68.95 	 -6.79 	
-274.256 	 1003.82 	 -90.768 	-31.01 	 -78.96 	 18.97 	
232.288 	 880.352 	 -237.168 	-56.84 	 -163.38 	 29.26 	
684.176 	 748.592 	 -340.136 	-60.69 	 -159.18 	 15.96 	
882.792 	 581.208 	 -349.408 	-33.11 	 -77.49 	 1.75 	
560.712 	 753.472 	 -302.072 	3.57 	 15.33 	 -11.13 	
170.8 	 970.144 	 -264.008 	19.67 	 58.52 	 -14.21 	
2.928 	 1010.65 	 -201.544 	8.89 	 37.73 	 -3.99 	
105.896 	 1040.9 	 -183.976 	-8.89 	 -3.85 	 5.88 	
279.136 	 979.904 	 -197.64 	-21.42 	 -31.99 	 9.8 	
359.168 	 1010.16 	 -201.056 	-25.76 	 -39.41 	 5.46 	
418.704 	 934.032 	 -148.352 	-24.78 	 -34.72 	 4.48 	
465.064 	 1022.85 	 -81.496 	-19.6 	 -31.99 	 5.18 	
421.144 	 929.64 	 -86.864 	-14.21 	 -32.76 	 5.39 	
351.36 	 888.648 	 -45.872 	-10.64 	 -40.25 	 2.1 	
318.664 	 831.552 	 -30.256 	-12.39 	 -51.94 	 -0.28 	
281.088 	 820.816 	 -12.688 	-16.38 	 -66.01 	 0.49 	
333.304 	 906.216 	 -15.128 	-21.28 	 -78.33 	 2.17 	
427 	 1019.92 	 -14.64 	-29.19 	 -87.22 	 0.49 	
473.36 	 988.2 	 -13.176 	-36.33 	 -82.04 	 -4.2 	
595.848 	 862.296 	 2.928 	-31.22 	 -58.03 	 -11.48 	
649.528 	 658.312 	 -25.376 	-5.32 	 -11.83 	 -19.88 	
738.344 	 667.096 	 -159.088 	32.97 	 55.09 	 -35 	
638.792 	 709.064 	 -284.992 	69.79 	 130.27 	 -43.26 	
-8.296 	 1034.07 	 -249.368 	79.59 	 167.79 	 -43.54 	
-748.592 	 1517.68 	 -40.992 	15.26 	 76.02 	 -4.76 	
-274.744 	 1029.68 	 -76.128 	-56.42 	 -94.85 	 30.52 	
462.624 	 778.36 	 -220.576 	-79.66 	 -163.45 	 33.32 	
796.904 	 691.008 	 -235.704 	-63.49 	 -141.4 	 20.79 	
1016.5 	 562.664 	 -243.512 	-19.46 	 -48.79 	 -5.11 	
829.6 	 660.752 	 -285.48 	34.09 	 66.08 	 -31.22 	
446.032 	 831.552 	 -232.776 	73.99 	 137.41 	 -34.02 	
132.736 	 1105.32 	 -270.84 	82.39 	 155.89 	 -36.19 	
-838.872 	 1596.74 	 -31.72 	34.79 	 69.86 	 -6.23 	
-145.424 	 1359.08 	 -162.016 	-38.08 	 -92.26 	 34.37 	
533.872 	 884.256 	 -287.432 	-74.48 	 -149.17 	 40.67 	
