#Format version: 1.0
time[ms],gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],
39758900,0,-1.89,-0.14,1.002,-0.016,-0.002,
39758920,0.07,-1.47,0.14,1,-0.015,-0.003,
39758940,0.49,-1.12,0.63,1,-0.019,-0.002,
39758960,0.35,-1.54,0.28,1.001,-0.017,-0.002,
39758980,0.14,-2.1,-0.07,1,-0.018,-0.002,
39759000,0,-2.1,-0.35,1.001,-0.017,-0.004,
39759010,-0.07,-1.75,-0.35,1.002,-0.018,-0.005,
39759030,0.14,-0.98,-0.21,1.003,-0.017,-0.004,
39759050,0.21,-0.98,-0.14,1.001,-0.017,-0.003,
39759070,0.14,-1.47,-0.07,1,-0.016,-0.003,
39759090,-0.14,-1.82,0,1,-0.018,-0.005,
39759110,-0.14,-1.89,-0.07,1.001,-0.017,-0.004,
39759130,-0.28,-1.82,-0.21,1.002,-0.018,-0.005,
39759150,-0.14,-1.54,-0.49,1.003,-0.018,-0.007,
39759170,0,-0.77,-0.7,1.001,-0.017,-0.005,
39759190,-0.28,-0.84,-0.77,0.999,-0.017,-0.002,
39759210,-0.28,-0.84,-0.77,0.999,-0.017,-0.002,
39759230,-0.84,-1.68,-0.7,1,-0.018,-0.007,
39759240,-0.7,-1.68,-0.56,1.001,-0.015,-0.002,
39759260,-1.12,-2.66,-0.35,1.001,-0.019,-0.009,
39759280,-0.91,-3.15,-0.49,1,-0.016,-0.007,
39759300,-1.12,-3.22,-0.49,1.002,-0.016,-0.01,
39759320,-0.63,-2.17,-0.56,1,-0.017,-0.01,
39759340,-0.21,-1.47,-0.77,1,-0.017,-0.009,
39759360,-0.35,-1.96,-0.91,1.001,-0.017,-0.008,
39759380,-0.7,-2.87,-0.98,1.002,-0.014,-0.007,
39759400,-0.84,-2.94,-0.56,1.003,-0.017,-0.017,
39759420,0.28,-0.84,-0.49,1.001,-0.015,-0.012,
39759440,0.49,0.21,-0.42,1.002,-0.015,-0.012,
39759460,0.7,0.98,-0.42,1.001,-0.016,-0.01,
39759470,0.63,0.42,-0.35,1,-0.016,-0.007,
39759490,0.28,-1.05,0,1,-0.016,-0.011,
39759510,0.21,-1.26,0.28,1.001,-0.016,-0.009,
39759530,0.14,-1.19,0.42,1,-0.015,-0.01,
39759550,0.28,-0.91,0.77,0.999,-0.017,-0.01,
39759570,0.35,-0.77,0.56,1.001,-0.016,-0.009,
39759590,0.14,-0.91,0.84,1,-0.017,-0.011,
39759610,0.28,-1.05,1.12,1.003,-0.02,-0.009,
39759630,0.21,-1.19,0.21,1.001,-0.021,-0.011,
39759650,0.21,-1.4,-0.56,0.999,-0.018,-0.01,
39759670,-0.07,-1.47,-0.77,1.003,-0.018,-0.012,
39759680,0,-0.84,-0.7,1.001,-0.02,-0.011,
39759700,0.28,-0.63,-0.98,0.999,-0.018,-0.009,
39759720,-0.21,-1.61,-0.98,0.998,-0.02,-0.011,
39759740,-0.28,-1.89,-1.26,1.003,-0.014,-0.012,
39759760,-0.07,-1.47,-0.77,1.001,-0.018,-0.011,
39759780,-0.28,-1.61,-1.33,0.998,-0.017,-0.011,
39759800,-0.63,-2.31,-1.47,1.002,-0.015,-0.013,
39759820,-0.07,-1.89,-1.05,1.002,-0.015,-0.012,
39759840,-0.42,-1.89,-0.77,1.002,-0.015,-0.013,
39759860,-0.42,-2.24,-0.63,1.001,-0.016,-0.015,
39759880,0,-1.89,-0.7,1.002,-0.016,-0.013,
39759900,-0.49,-2.03,-0.49,1.001,-0.015,-0.016,
39759910,-0.21,-1.68,-0.21,1,-0.014,-0.013,
39759930,-0.42,-1.47,-0.07,1.001,-0.016,-0.017,
39759950,-0.42,-1.47,-0.07,1.001,-0.016,-0.017,
39759970,-0.35,-1.12,-0.14,0.999,-0.016,-0.014,
39759990,-0.49,-1.61,-0.49,1.002,-0.016,-0.017,
39760010,-0.14,-0.91,-0.63,1.002,-0.018,-0.016,
39760030,-0.14,-0.21,-1.26,1.002,-0.014,-0.015,
39760050,-0.14,-0.07,-0.98,0.998,-0.013,-0.015,
39760070,-0.07,-0.42,-0.42,1.001,-0.015,-0.015,
39760090,0.21,-0.7,-0.49,0.999,-0.015,-0.013,
39760110,-0.14,-1.89,-0.77,0.999,-0.016,-0.013,
39760130,-0.56,-3.43,-0.91,0.999,-0.016,-0.015,
39760140,-0.49,-4.55,-0.7,1,-0.016,-0.017,
39760160,-0.21,-4.55,-0.63,1,-0.017,-0.018,
39760180,0,-3.78,-1.4,1.008,-0.01,-0.022,
39760200,0.07,-2.17,-0.84,1.007,-0.015,-0.02,
39760220,-0.14,-1.12,-1.61,0.999,-0.016,-0.022,
39760240,0.21,-0.14,-1.82,1.005,-0.013,-0.017,
39760260,-0.07,0.35,-1.75,1,-0.01,-0.021,
39760280,0,0.77,-1.47,1,-0.01,-0.016,
39760300,-0.21,0.35,-0.91,0.995,-0.01,-0.019,
39760320,-0.07,-0.63,-0.21,1,-0.012,-0.019,
39760340,0.21,-0.7,0,0.998,-0.012,-0.02,
39760360,0.63,-0.56,0.35,1,-0.012,-0.018,
39760370,0.7,-0.84,0.7,1,-0.014,-0.018,
39760390,0.63,-1.47,0.49,1.001,-0.011,-0.02,
39760410,0.56,-1.54,0.77,1.003,-0.015,-0.016,
39760430,0.07,-2.17,-0.14,1.005,-0.013,-0.017,
39760450,0.07,-1.68,-0.35,1.009,-0.016,-0.023,
39760470,0.07,-0.21,-1.82,1.004,-0.012,-0.021,
39760490,0,1.19,-2.24,1.003,-0.012,-0.02,
39760510,0,2.17,-2.38,1.002,-0.01,-0.02,
39760530,0.14,2.73,-1.68,1,-0.013,-0.02,
39760550,0.91,3.29,-1.05,1.001,-0.009,-0.013,
39760570,0.77,2.87,-0.98,0.996,-0.01,-0.013,
39760580,0.77,1.89,-0.56,0.996,-0.009,-0.012,
39760600,0.49,0.28,-0.21,0.998,-0.011,-0.01,
39760620,0.07,-1.4,0,0.997,-0.01,-0.011,
39760640,0.21,-1.96,0.56,0.997,-0.009,-0.015,
39760660,0.77,-1.61,0.77,0.999,-0.013,-0.013,
39760680,0.77,-1.82,0.63,1.001,-0.005,-0.014,
39760700,0.77,-1.82,0.63,1.001,-0.005,-0.014,
39760720,0.7,-2.52,1.68,1.005,-0.016,-0.015,
39760740,1.4,-1.26,2.17,1.007,-0.015,-0.014,
39760760,1.19,-0.28,0.91,1.002,-0.013,-0.014,
39760780,0.77,0.07,-0.14,1.007,-0.014,-0.012,
39760800,-0.42,0.07,-2.03,1.007,-0.019,-0.015,
39760820,-0.42,1.12,-3.15,1.009,-0.009,-0.011,
39760830,0.49,2.73,-2.45,1.006,-0.015,-0.01,
39760850,-0.07,4.2,-3.78,0.994,0,-0.018,
39760870,0.42,6.23,-1.61,0.989,-0.01,-0.013,
39760890,1.47,6.09,-0.49,0.995,-0.01,-0.001,
39760910,0.98,3.5,0.28,0.993,-0.002,-0.005,
39760930,1.26,0.77,2.52,0.996,-0.012,-0.001,
39760950,1.19,-1.47,2.94,0.997,-0.012,-0.004,
39760970,0.77,-2.87,2.52,1.002,-0.018,-0.001,
39760990,-0.35,-4.2,1.19,1.01,-0.014,-0.004,
39761010,-0.28,-3.71,0.21,1.007,-0.013,-0.008,
39761030,-0.14,-2.52,-0.42,1.005,-0.016,-0.008,
39761050,-0.14,-1.4,-1.89,1.01,-0.017,-0.006,
39761070,-0.56,0.21,-4.13,1.003,-0.013,-0.013,
39761080,0.14,3.43,-4.13,0.995,-0.001,-0.008,
39761100,0.49,4.34,-1.96,0.991,-0.011,-0.001,
39761120,0.28,3.15,-0.7,0.995,-0.002,-0.008,
39761140,1.26,2.1,1.96,0.996,-0.011,0,
39761160,0.56,-0.56,2.94,0.997,-0.014,0.003,
39761180,-0.07,-3.22,2.59,0.995,-0.012,-0.002,
39761200,-0.77,-4.97,2.24,1.004,-0.023,-0.003,
39761220,0.7,-4.62,-0.14,1.011,-0.014,-0.006,
39761240,0.42,-4.2,-0.7,1.015,-0.013,-0.007,
39761260,-0.28,-1.75,-1.89,1.008,-0.014,-0.006,
39761280,0.28,1.33,-3.15,1.005,-0.012,-0.008,
39761300,0.77,4.27,-3.29,0.997,-0.007,-0.008,
39761320,0.35,5.6,-1.82,0.991,-0.006,-0.001,
39761330,0.07,4.55,0,0.997,-0.012,0.001,
39761350,-0.42,2.45,0.7,0.997,-0.01,0.002,
39761370,-0.63,0.14,1.54,0.993,-0.009,0,
39761390,0,-1.47,2.03,0.999,-0.012,0.003,
39761410,-0.91,-4.34,2.17,1.009,-0.02,-0.002,
39761430,-0.91,-4.34,2.17,1.009,-0.02,-0.002,
39761450,0,-4.9,0.28,1.009,-0.014,-0.004,
39761470,1.4,-3.15,-0.98,1.011,-0.021,0,
39761490,0.98,-0.21,-3.01,1.002,-0.006,-0.01,
39761510,0.63,3.01,-2.24,0.992,-0.004,0.001,
39761530,0.84,4.06,-0.84,0.996,-0.013,0.002,
39761550,0.07,2.31,-1.05,1,-0.011,0.003,
39761570,-0.56,-0.49,0.07,0.998,-0.006,0.007,
39761580,-1.68,-4.13,1.33,0.996,-0.018,-0.001,
39761600,-0.49,-5.18,0.07,1.005,-0.012,-0.003,
39761620,0,-4.27,0.14,1.001,-0.012,-0.004,
39761640,0.28,-2.31,0.49,1.001,-0.011,-0.002,
39761660,-0.14,-1.05,0.56,1.001,-0.011,-0.001,
39761680,-0.35,-1.19,0.49,1.004,-0.013,-0.002,
39761700,-0.21,-1.68,-0.14,1.002,-0.015,-0.003,
39761720,-0.07,-1.75,-0.63,1,-0.012,-0.004,
39761740,-0.07,-0.77,-0.77,1,-0.012,-0.003,
39761760,-0.28,-0.28,-0.49,0.999,-0.012,-0.003,
39761780,-0.14,-0.07,-0.07,1,-0.009,-0.005,
39761800,0.21,-0.56,0.56,1.003,-0.016,-0.001,
39761820,0.21,-1.47,-0.21,1.004,-0.013,-0.003,
39761830,0.07,-1.68,-0.7,0.999,-0.014,-0.003,
39761850,0,-1.68,-1.05,1.001,-0.012,-0.005,
39761870,-0.07,-1.19,-0.98,1.002,-0.012,-0.004,
39761890,0,-0.7,-0.56,1,-0.012,-0.004,
39761910,-0.07,-0.84,-0.28,1,-0.01,-0.002,
39761930,-0.42,-1.68,0.98,1.003,-0.006,-0.003,
39761950,-0.91,-2.59,1.89,1,-0.007,-0.005,
39761970,-1.47,-3.71,2.94,0.998,-0.021,0,
39761990,-2.31,-4.83,1.75,1.003,-0.016,-0.01,
39762010,-2.59,-4.55,1.47,1.006,-0.01,-0.003,
39762030,-4.2,-4.83,3.08,1.004,-0.009,-0.006,
39762050,-5.32,-4.62,3.5,1.012,-0.022,-0.015,
39762070,-4.62,-1.96,2.73,1,-0.029,-0.015,
39762080,-3.64,-0.77,0.07,0.993,-0.023,-0.015,
39762100,-2.94,-1.4,-0.91,0.996,-0.021,-0.009,
39762120,-2.94,-2.52,-0.28,1.001,-0.018,-0.013,
39762140,-2.66,-2.31,0.07,0.996,-0.019,-0.014,
39762160,-1.61,-1.47,-0.21,1.006,-0.015,-0.011,
39762180,-1.61,-1.47,-0.21,1.006,-0.015,-0.011,
39762200,-1.68,-2.45,0.7,0.999,-0.018,-0.019,
39762220,-0.98,-2.52,0.77,0.999,-0.025,-0.012,
39762240,-1.26,-2.87,0.35,1.001,-0.017,-0.018,
39762260,-0.7,-1.68,1.75,1.005,0.009,-0.023,
39762280,-0.14,-0.7,3.64,1,-0.057,-0.012,
39762300,0.35,0.84,-0.7,1.002,-0.021,-0.015,
39762320,0.77,1.4,-0.7,0.999,-0.023,-0.015,
39762330,1.12,1.75,-1.05,1.002,-0.022,-0.015,
39762350,1.89,2.38,-0.91,1.001,-0.022,-0.014,
39762370,2.59,2.73,-0.77,1.002,-0.022,-0.013,
39762390,3.85,3.57,-1.05,1.001,-0.03,-0.015,
39762410,5.39,4.41,-2.52,1.001,-0.025,-0.002,
39762430,3.78,1.89,-4.2,1.001,-0.014,0,
39762450,1.89,-0.14,-2.94,0.997,-0.013,-0.004,
39762470,1.33,-1.05,-2.03,0.998,-0.013,-0.004,
39762490,0.7,-2.31,-1.47,1.002,-0.017,-0.008,
39762510,0.84,-1.68,-1.19,1.002,-0.014,-0.008,
39762530,0.77,-0.84,-1.26,1,-0.02,-0.008,
39762550,1.05,-0.07,-1.61,1.005,-0.014,-0.009,
39762570,1.68,0.91,-2.03,1,-0.021,-0.005,
39762580,1.33,0.07,-2.94,1,-0.014,-0.009,
39762600,1.89,0.84,-3.01,1.003,-0.012,-0.005,
39762620,1.89,1.4,-2.31,0.998,-0.014,-0.002,
39762640,0.77,0,-2.1,0.998,-0.005,0,
39762660,-0.07,-1.47,-1.19,1.001,-0.013,-0.006,
39762680,0.14,-1.61,-1.05,1.001,-0.01,-0.004,
39762700,0.07,-1.75,-0.42,1.003,-0.01,-0.007,
39762720,0.35,-0.91,-0.14,1,-0.011,-0.006,
39762740,0.07,-1.26,-0.21,0.999,-0.012,-0.004,
39762760,-0.14,-1.82,-0.28,1.002,-0.011,-0.005,
39762780,-0.21,-1.68,-0.07,1.003,-0.01,-0.007,
39762800,-0.14,-0.84,-0.21,0.999,-0.011,-0.005,
39762820,-0.35,-0.77,-0.21,1.001,-0.012,-0.009,
39762830,0.21,-0.56,-0.07,1.001,-0.012,-0.006,
39762850,0.35,-1.05,-0.28,1.002,-0.012,-0.006,
39762870,0.49,-0.63,-0.56,1.001,-0.012,-0.007,
39762890,0.56,-0.14,-0.56,1.001,-0.011,-0.004,
39762910,0.21,-0.49,-0.35,1.001,-0.012,-0.006,
39762930,0.21,-0.49,-0.35,1.001,-0.012,-0.006,
39762950,0.14,-0.49,-0.14,1.002,-0.012,-0.007,
39762970,0.28,-0.28,-0.14,0.999,-0.011,-0.003,
39762990,0.21,-1.05,-0.21,1.002,-0.013,-0.008,
39763010,0.56,-0.28,-0.35,0.999,-0.012,-0.002,
39763030,-0.14,-1.54,-0.56,1.001,-0.012,-0.007,
39763050,0.28,-0.98,-0.91,1.003,-0.019,-0.01,
39763060,0.91,0.77,-1.68,0.998,-0.003,-0.001,
39763080,0.21,-0.07,-1.05,0.999,-0.015,-0.007,
39763100,0.49,0.28,-1.61,1.005,-0.009,-0.006,
39763120,0.91,0.63,-1.54,0.999,-0.011,-0.002,
39763140,0.7,-0.63,-1.61,1.001,-0.009,-0.002,
39763160,0.28,-1.19,-1.47,1,-0.009,-0.004,
39763180,0.21,-0.91,-1.12,1.003,-0.005,-0.004,
39763200,0.21,-0.35,-0.35,1.001,-0.008,-0.004,
39763220,0.21,-0.63,-0.07,1,-0.009,-0.003,
39763240,0.14,-1.19,-0.28,1,-0.01,-0.004,
39763260,0.07,-1.54,-0.56,1.002,-0.008,-0.005,
39763280,0.14,-1.05,-0.49,1.001,-0.009,-0.005,
39763290,0.14,-0.63,-0.42,1.001,-0.009,-0.005,
39763310,0.07,0.14,-0.56,1.002,-0.008,-0.005,
39763330,0.14,0.35,-0.42,1,-0.009,-0.004,
39763350,0.21,0,-0.28,1.002,-0.008,-0.002,
39763370,-0.14,-0.7,-0.14,0.998,-0.009,-0.001,
39763390,-0.35,-1.61,-0.35,1.004,-0.009,-0.006,
39763410,0.07,-0.84,-0.28,1,-0.009,-0.001,
39763430,-0.42,-2.1,-0.21,0.999,-0.009,-0.005,
39763450,-0.21,-2.59,-0.07,1.004,-0.008,-0.007,
39763470,0.35,-1.68,0.14,1.002,-0.008,-0.004,
39763490,0,-1.68,-0.07,1,-0.009,-0.005,
39763510,0,-1.47,-0.28,1.004,-0.009,-0.008,
39763520,0.77,0,-0.14,1.002,-0.009,-0.007,
39763540,0.49,-0.63,-0.28,0.997,-0.008,0,
39763560,-0.49,-2.52,-0.49,1.001,-0.009,-0.007,
39763580,-0.07,-1.89,-0.77,1.003,-0.009,-0.009,
39763600,0.35,-0.98,-0.84,1.001,-0.007,-0.006,
39763620,0.28,-0.7,-0.77,1.002,-0.007,-0.005,
39763640,0.21,-0.56,-0.49,1.002,-0.009,-0.007,
39763660,0.21,-0.56,-0.49,1.002,-0.009,-0.007,
39763680,0.42,-0.28,-0.35,1.001,-0.008,-0.005,
39763700,0.07,-0.84,-0.21,1,-0.008,-0.004,
39763720,-0.35,-1.68,-0.21,1.001,-0.009,-0.006,
39763730,-0.21,-1.47,-0.14,1.001,-0.01,-0.009,
39763750,0.28,-0.84,-0.21,1.001,-0.008,-0.006,
39763770,0.28,-0.91,-0.21,1.001,-0.008,-0.005,
39763790,0,-1.4,-0.28,1.001,-0.008,-0.008,
39763810,-0.07,-0.91,-0.28,1.001,-0.008,-0.007,
39763830,-0.14,-1.05,-0.21,1,-0.009,-0.005,
39763850,-0.21,-1.61,-0.14,1.001,-0.009,-0.008,
39763870,0,-1.47,-0.21,1.002,-0.008,-0.009,
39763890,0.21,-1.4,-0.14,1.002,-0.008,-0.006,
39763910,-0.21,-1.75,-0.14,1.001,-0.009,-0.008,
39763930,-0.28,-1.82,-0.28,1.001,-0.01,-0.01,
39763950,-0.14,-1.96,-0.21,1.001,-0.009,-0.009,
39763960,0,-1.82,-0.42,1.001,-0.009,-0.009,
39763980,-0.07,-1.47,-0.63,1.001,-0.008,-0.008,
39764000,-0.14,-1.61,-0.49,1,-0.01,-0.009,
39764020,0,-2.03,-0.56,1.001,-0.01,-0.01,
39764040,0.21,-1.68,-0.63,1.002,-0.007,-0.011,
39764060,0.35,-0.63,-0.63,1.001,-0.007,-0.011,
39764080,0.21,-0.07,-0.63,1.001,-0.008,-0.009,
39764100,-0.14,-0.56,-0.49,1.001,-0.008,-0.008,
39764120,-0.28,-1.4,-0.49,1.001,-0.009,-0.01,
39764140,-0.14,-1.54,-0.7,1.002,-0.009,-0.01,
39764160,-0.07,-1.47,-0.98,1.002,-0.007,-0.011,
39764180,0.07,-0.91,-0.91,1.002,-0.008,-0.011,
39764190,0.14,-0.49,-0.98,1,-0.007,-0.01,
39764210,0.07,-0.56,-0.84,1.001,-0.005,-0.01,
39764230,0,-0.98,-0.28,0.999,-0.006,-0.008,
39764250,0,-1.4,-0.14,1.001,-0.007,-0.012,
39764270,0.14,-0.7,-0.28,1,-0.007,-0.011,
39764290,0.14,-0.49,-0.56,1,-0.007,-0.009,
39764310,-0.21,-1.12,-0.63,1.002,-0.007,-0.01,
39764330,-0.28,-1.26,-0.35,1.001,-0.007,-0.01,
39764350,-0.56,-2.03,-0.21,1.001,-0.007,-0.01,
39764370,-0.63,-2.17,-0.35,1.002,-0.007,-0.011,
39764390,-0.84,-2.52,-0.14,1,-0.008,-0.012,
39764410,-0.84,-2.52,-0.14,1,-0.008,-0.012,
39764420,-0.63,-2.59,-0.07,1.001,-0.008,-0.014,
39764440,-0.21,-2.17,-0.28,1.001,-0.007,-0.014,
39764460,0,-1.54,-0.35,1.001,-0.007,-0.013,
39764480,0,-1.26,-0.28,1,-0.008,-0.011,
39764500,-0.42,-2.24,-0.14,1.001,-0.008,-0.015,
39764520,-0.21,-1.89,-0.28,1.002,-0.007,-0.015,
39764540,0,-1.54,-0.28,1.001,-0.007,-0.014,
39764560,0,-1.33,-0.35,1.001,-0.008,-0.015,
39764580,0.07,-1.26,-0.42,1.001,-0.007,-0.015,
39764600,-0.07,-1.47,-0.28,1.002,-0.006,-0.014,
39764620,-0.14,-1.33,-0.14,1.002,-0.007,-0.017,
39764640,0.21,-0.56,-0.21,1,-0.007,-0.016,
39764660,0.35,-0.35,-0.28,1,-0.007,-0.015,
39764670,0.35,-0.7,-0.28,1,-0.008,-0.015,
39764690,0.21,-1.05,-0.35,1.002,-0.008,-0.016,
39764710,0.14,-0.91,-0.42,1,-0.007,-0.014,
39764730,0.14,-0.77,-0.42,1.002,-0.007,-0.015,
39764750,0.14,-0.63,-0.35,1,-0.008,-0.015,
39764770,0.14,-0.7,-0.28,1.001,-0.007,-0.015,
39764790,0,-1.12,-0.28,1.001,-0.008,-0.014,
39764810,0,-1.26,-0.42,1.002,-0.007,-0.016,
39764830,0,-1.05,-0.35,1.001,-0.006,-0.016,
39764850,0,-0.7,-0.28,1.001,-0.008,-0.016,
39764870,0.21,-0.42,-0.28,1.002,-0.007,-0.014,
39764890,0,-1.05,-0.07,1,-0.007,-0.014,
39764910,-0.14,-1.61,-0.14,1.001,-0.008,-0.018,
39764920,0.28,-0.77,-0.28,1.001,-0.007,-0.017,
39764940,0.14,-0.56,-0.49,0.999,-0.008,-0.015,
39764960,-0.07,-0.63,-0.77,1.002,-0.006,-0.016,
39764980,0.14,-0.21,-0.56,1.003,-0.006,-0.016,
39765000,0.35,0.21,-0.21,1,-0.006,-0.012,
39765020,-0.28,-0.98,-0.21,0.999,-0.007,-0.014,
39765040,-0.49,-1.75,-0.35,1.002,-0.007,-0.016,
39765060,0,-0.98,-0.21,1.002,-0.007,-0.018,
39765080,0.49,-0.07,-0.35,0.999,-0.006,-0.013,
39765100,0.21,-0.28,-0.56,1.002,-0.007,-0.017,
39765120,0.7,0.7,-0.35,1.001,-0.007,-0.013,
39765140,0.49,0.35,-0.28,1,-0.007,-0.012,
39765160,0.49,0.35,-0.28,1,-0.007,-0.012,
39765170,0,-0.42,-0.49,1.001,-0.006,-0.012,
39765190,-0.21,-0.63,-0.49,1.001,-0.007,-0.015,
39765210,0.14,-0.14,-0.35,1,-0.007,-0.013,
39765230,0.21,0.14,-0.42,1,-0.007,-0.014,
39765250,0.14,0.14,-0.84,0.999,-0.007,-0.01,
39765270,-0.28,-1.12,-0.77,1.001,-0.006,-0.013,
39765290,-0.35,-1.54,-0.28,1.002,-0.007,-0.015,
39765310,0,-1.26,0.07,1.002,-0.007,-0.015,
39765330,0.35,-0.42,0.07,1.001,-0.007,-0.014,
39765350,0.35,-0.21,-0.07,1.001,-0.007,-0.011,
39765370,0,-0.91,-0.21,0.999,-0.007,-0.012,
39765390,-0.28,-1.54,-0.14,1.001,-0.007,-0.014,
